County,State,Males,Females,Under 6 years,6 to 18 years,19 to 25 years,26 to 34 years,35 to 44 years,45 to 54 years,55 to 64 years,65 to 74 years,75 years and above,White alone,Black or African American alone,American Indian and Alaska Native alone,Asian alone,Native Hawaiian and other Pacific Islander alone,Some other race alone,Two or more races,Hispanic or Latino (of any race),White alone (not hispanic or Latino),Under $25K,$25K to $49K,$50K to $74K,$75K to $99K,100K and over,FID
Alaska,Dillingham,52.42,47.58,11.2,23.85,10.98,10.63,9.92,15.29,10.56,4.87,2.7,18.88,0.23,67.77,0.68,0.45,0.8,10.56,2.08,18.8,17.26,21.31,23.65,11.72,26.07,445
Alaska,Bristol Bay,54.16,45.84,6.22,17.25,7.42,9.73,12.54,22.57,15.95,5.82,2.51,49.95,0,34,0,0.3,0,20.96,3.11,48.45,13.41,14.63,18.05,13.66,40.24,423
Colorado,Costilla,51.7,48.3,6.07,15.95,5.99,7.21,9.42,15.38,17.08,14.42,8.48,81.33,0.28,0.45,0.99,0,5.28,12,62.43,32.29,50.83,23.45,14.17,4.95,6.6,599
Colorado,Crowley,72.11,27.89,3.86,10.49,10.92,18.17,17.17,17.45,11.39,6.03,4.52,78.65,9.5,2.01,0.65,0,9.24,1.22,27.05,61.77,32.59,35,14.02,9.37,9.03,605
Colorado,Custer,51.59,48.41,4.14,13.82,3.08,6.3,9.54,16.62,24.09,14.95,7.47,87.52,0.12,1.22,1.43,0.33,0.33,0.68,4.3,84.23,32.38,27.89,17.46,13.03,9.24,610
Colorado,Delta,50.37,49.63,6.85,16.53,6.26,9.03,10.63,14.84,15.7,11.23,8.93,92.14,0.75,0.8,0.56,0.07,3.02,1.32,13.31,82.32,28.52,33.13,19.15,9.41,9.79,617
Colorado,Denver,50,50,8.59,13.97,11.45,18.31,14.96,12.08,10.29,5.36,5,70.24,9.96,1.08,3.17,0.12,8.97,2.79,30.9,49.88,28.3,25.58,16.78,10.31,19.03,628
Colorado,Douglas,49.48,50.52,9.46,22.18,5.05,10.78,18.09,16.6,10.7,4.67,2.46,87.08,1.13,0.25,3.51,0.05,1.32,2.44,6.97,82.04,5.93,12.36,15.36,16.83,49.51,644
Colorado,Dolores,51.5,48.5,8.04,15.12,5.14,9.45,12.69,15.12,15.65,11.19,7.61,93.22,0,2.47,0.19,0,0.78,1.55,2.28,92.2,25.03,34.79,22.53,10.14,7.51,636
Colorado,Grand,53.42,46.58,6.71,14.6,7.4,12.35,14.17,18.5,16.03,6.9,3.33,94.17,0.29,0.09,0.8,0,1.3,1.21,6.75,88.81,17.73,20.19,31.07,12.16,18.86,677
Colorado,Elbert,50.04,49.96,6.21,20.64,4.77,6.62,14.06,22.01,16.2,6.5,3,93.21,0.74,0.86,0.63,0.06,0.95,1.93,5.4,89.3,9.43,15.02,22.83,17.22,35.5,655
Colorado,El Paso,49.84,50.16,8.7,18.94,10.95,12.53,13.12,14.92,10.86,5.68,4.29,78.13,5.77,0.85,2.56,0.23,4.04,4.85,13.93,70.16,19.94,24.21,20.2,13.3,22.36,661
Colorado,Fremont,57.73,42.27,5.4,13.14,7.39,12.28,13.78,15.99,14.41,9.79,7.81,81.14,5.68,1.84,2.54,0.07,7.06,1.91,16.29,72.76,30.18,32.62,17.3,8.74,11.15,664
Colorado,Garfield,51.62,48.38,9.48,18.73,8.75,13.77,14.53,14.84,11.54,4.86,3.51,87.58,0.72,0.48,0.49,0.22,5.18,2.44,25.5,68.73,13.44,24.17,21.61,17.82,22.96,667
Colorado,Gilpin,52.99,47.01,6.16,12.3,4.28,9.78,16.3,21.85,19.89,7.11,2.33,88.86,1.82,0.75,0.4,0,0.53,1.84,3.97,85.9,16.84,27.47,19.41,15.22,21.07,672
Colorado,Larimer,49.61,50.39,7.06,15.99,13.85,12.49,12.2,14.21,12.34,6.61,5.25,88.54,0.73,0.59,1.8,0.08,2.72,2.72,9.92,82.55,21.37,23.67,18.29,13.25,23.41,734
Colorado,Gunnison,54.2,45.8,6.1,13.7,17.46,13.75,13.94,13.44,12.8,5.85,2.96,90.69,0.34,4.22,0.33,0,1.42,1.78,7.2,88.44,20.74,29.81,18.87,12.79,17.79,682
Colorado,Hinsdale,52.55,47.45,8.19,12.1,7.71,8.42,10.32,16.49,19.34,11.63,5.81,57.89,0,0,0,0,0,0.12,4.27,53.62,12.55,20.78,17.25,14.12,35.29,688
Colorado,Huerfano,49.65,50.35,4.99,13.89,5.11,6.53,8.84,16.02,19.46,14.25,10.92,77.26,2.16,0.66,0.79,0,10.01,12.65,34.32,57.06,44.2,21.27,14.39,9.45,10.68,693
Colorado,Jackson,52.8,47.2,5.38,14.92,6.1,8.75,11.62,18.94,15.85,10.98,7.46,102.51,0,0.86,0,0,1,0.65,6.81,96.7,30.14,29.57,23.04,9.13,8.12,701
Colorado,Jefferson,49.63,50.37,6.89,16.71,8.34,11.05,13.46,17.06,13.88,7.03,5.58,88.01,1.08,0.65,2.6,0.07,4.21,2.27,13.59,79.63,15.62,21.55,19.5,14.25,29.07,706
Colorado,Kiowa,49.14,50.86,5.94,17.95,4.58,8.87,9.37,16.6,15.24,11.02,10.44,113.73,0,0.29,1.72,0,0.29,1.5,2.93,111.09,32.15,24.65,18.98,15.72,8.5,711
Colorado,Kit Carson,56.08,43.92,7.7,15.76,7.88,12.47,12.94,15.74,11.52,8.51,7.47,88.9,2.77,0.4,1.56,0.01,3.49,1.49,17.07,76.46,28.24,28.14,21.13,12.76,9.73,716
Colorado,Lake,53.53,46.47,9.1,17.36,9.78,13.71,14.49,13.86,12.86,5.69,3.16,73.61,1.24,1.53,0.77,0.56,16.88,1.7,37.65,54.47,29.21,29.36,22.53,9.69,9.21,721
Colorado,Las Animas,51.25,48.75,6.74,15.62,8.61,9.31,10.96,15.29,15.75,9.8,7.93,85.35,0.75,1.84,0.86,0.2,8.86,3.21,41.07,54.96,33.71,28.85,14.89,10.16,12.4,741
Colorado,La Plata,50.92,49.08,6.79,15.3,11.61,12.05,12.5,15.5,14.61,7.08,4.57,84.93,0.57,5.67,0.47,0.34,3.24,2.47,11.28,78.81,18.53,25.29,21.24,13.59,21.35,727
Colorado,Morgan,49.36,50.64,9.26,20.04,8.64,10.97,12.2,14.14,10.66,7.16,6.92,86.54,2.21,0.91,0.63,0.05,7.29,1.49,32.79,62.2,26.16,31.63,23.07,9.26,9.88,775
Colorado,Lincoln,57.86,42.14,6.6,15.04,8.32,13.12,12.58,16.41,11.14,8.19,8.6,88.73,5.96,1.32,0.73,0.18,2.47,0.77,11.14,80.57,28.71,32.31,14.49,14.02,10.47,747
Colorado,Logan,56.91,43.09,6.27,15.55,10.79,13.01,12.75,15.14,11.87,7.13,7.49,91.14,1.77,0.58,0.25,0.01,3.28,1.08,14.73,79.9,27.51,30.41,17.27,12.88,11.93,749
Colorado,Mesa,49.66,50.34,8.11,16.88,9.87,11.66,11.36,14.31,12.9,7.81,7.1,86.96,0.58,1.12,0.59,0.11,4.88,2.73,12.3,81.28,22.46,25.45,20.63,13.68,17.77,751
Colorado,Mineral,50.84,49.16,3.51,11.94,3.79,8.15,7.44,17.84,24.3,15.03,8.01,137.22,0,0.42,2.25,0,1.12,2.25,1.83,136.52,20.91,23.41,24.09,17.27,14.32,757
Colorado,Moffat,51.08,48.92,9.38,19.01,8.39,12.14,12.13,15.72,12.69,6.19,4.35,91.39,0,1.43,0.75,0.21,1.86,2.36,12.97,81.96,22.09,24.03,21.16,16.27,16.46,758
Colorado,Montezuma,49.36,50.64,7.59,17.02,6.84,9.43,11.55,15,15.84,9.25,7.46,81.84,0,11.57,0.57,0,2.47,2.54,10.57,75.02,28.94,27.12,17.62,13.06,13.26,766
Colorado,Montrose,49.21,50.79,7.67,18.16,6.28,9.85,11.6,14.6,14.03,9.79,8.01,88.77,0.47,0.6,0.61,0.02,3.95,3.13,18.13,76.47,24.37,29.97,21.05,12.38,12.23,769
Colorado,Prowers,49.42,50.58,9.18,19.53,8.78,10.64,10.87,13.7,12.68,7.55,7.08,92.06,0.07,0.11,0.14,0,7.56,1.51,34.76,65.77,38.21,25.65,18.76,9.85,7.54,792
Colorado,Otero,48.97,51.03,7.86,18.37,8.29,9.3,10.49,13.94,13.38,9.42,8.94,87.27,1.09,1.98,0.93,0.09,6.44,2.2,39.4,56.93,36.56,29.49,18.03,7.05,8.87,777
Colorado,Ouray,50.14,49.86,4.8,14.36,2.8,7.08,12.74,18.39,22.32,12.56,4.96,93.55,0,0.45,0.79,1.13,0,1.44,4.96,89.83,18.33,22.33,31.79,8.52,19.04,780
Colorado,Park,52.47,47.53,5.89,14.3,4.2,8.07,13.94,22.1,19.9,8.66,2.95,96.57,0.49,1.11,0.91,0,0.2,1.22,4.65,92.47,13.25,21.81,24.54,16.35,24.05,782
Colorado,Phillips,48.9,51.1,7.81,18.98,5.74,9.07,11.12,14.45,12.13,8.96,11.73,92.01,0.77,0.79,0.16,0.32,2.52,2.36,17.85,78.14,25.66,32.24,21.59,12.32,8.19,785
Colorado,Pitkin,53.04,46.96,5.28,13.07,6.72,13.61,16.15,17.28,16.43,8.06,3.39,91.29,0.07,0.19,1.45,0,1.17,1.41,7.84,84.7,14.64,21.91,17.76,10.61,35.08,789
Colorado,San Juan,56.08,43.92,6.15,12.45,5.87,12.88,13.88,17.31,19.17,9.3,3,103.72,0,0,2.15,0,0,1.72,17.17,87.55,17.27,42.09,24.09,10.95,5.6,347
Colorado,Routt,53.16,46.84,6.68,15.3,8.5,13.76,15.12,17.3,15.22,5.59,2.54,93.36,0.26,0.91,0.97,0.17,1.14,0.7,5.82,89.28,12.96,24.86,23.91,16.32,21.95,809
Colorado,Saguache,51.1,48.9,8.14,16.6,7.51,9.27,10.64,15.18,18.04,9.76,4.86,82.92,0.33,1.74,0.92,0.07,8.81,6.09,42.13,53.86,40.46,32.79,12.7,6.97,7.08,811
Colorado,Pueblo,49.16,50.84,7.95,18.03,9.06,10.73,11.88,14.05,13,7.9,7.41,80.15,1.79,1.65,0.75,0.12,10.19,3.59,39.94,53.75,31.38,28.03,18.3,11.14,11.15,795
Colorado,Rio Blanco,51.49,48.51,8.57,17.39,9.56,11.22,11.63,16.77,12.47,7.05,5.36,91.67,0.03,1.8,0.09,0,0.54,3.29,8.01,85.43,17.13,25.91,22.28,14.61,20.07,799
Colorado,Rio Grande,49.72,50.28,7.96,18.55,7.36,9.36,11.29,14.91,14.33,8.89,7.34,84.03,0.18,1.42,0.37,0,9.66,3.88,40.77,56.77,32.84,29.34,20.17,9.39,8.26,802
Connecticut,Fairfield,48.6,51.4,7.54,18.47,7.73,10.44,14.32,16.28,11.67,6.8,6.73,76.21,10.39,0.13,4.41,0.02,6.04,1.55,15.75,66.76,15.35,16.21,14.95,12.49,41,410
Colorado,San Miguel,54.3,45.7,7.27,13.03,7.31,15.19,17.71,17.5,14.96,5.42,1.6,95.03,0.12,0.43,1.74,0.12,0.33,1.41,7.64,87.91,16.88,18.99,21.03,17.78,25.31,359
Colorado,Sedgwick,49.35,50.65,6.35,14.38,5.8,8.53,9.84,15.22,15.97,11.14,12.78,96.05,0,0.46,0.59,0.76,1.39,2.14,8.87,89.2,33.37,28.4,18.27,11.12,8.84,366
Colorado,Summit,54.93,45.07,6.58,11.66,11.52,17.74,16.67,15.3,12.83,6.05,1.66,90.41,0.39,0,1.1,0.11,3.21,1.61,12.62,81.15,10.2,21.9,21.47,18.07,28.36,373
Colorado,Teller,50.9,49.1,5.7,15.92,5.34,7.2,12.23,20.6,20.07,9.22,3.72,93.23,0.32,0.58,1.23,0.08,0.75,1.55,4.92,89.21,14.34,25.31,22.77,14.9,22.68,375
Colorado,Washington,51.06,48.94,6.71,17.84,5.9,9.29,11.11,16.33,13.54,9.74,9.53,95.08,0,1.12,0.42,0.44,0.44,1.66,8.81,86.85,28.87,33.26,18.98,9.06,9.84,377
Colorado,Weld,50.03,49.97,9.62,19.91,10.62,12.46,13.73,13.47,10.59,5.58,4,84.29,0.76,0.89,1.26,0.05,6.34,2.47,26.94,65.33,21.77,23.5,19.87,14.54,20.33,382
Colorado,Yuma,49.59,50.41,9.18,18.63,7.13,10.9,12.17,13.82,12.01,8.12,8.05,92.4,0.15,1.06,0,0,3.47,1.46,18.8,77.82,23.62,36.16,16.67,11.62,11.93,385
Connecticut,Litchfield,49.14,50.86,5.89,16.83,6.49,8.31,13.4,18.19,14.91,8.39,7.58,94.31,1.17,0.21,1.57,0.02,1.23,1.49,4.15,91.75,14.79,20.24,18.68,15.77,30.52,443
Connecticut,Hartford,48.32,51.68,6.88,17.28,8.8,10.99,13.29,15.8,12.4,7.13,7.42,73.05,12.55,0.22,3.99,0.04,7.06,2.4,14.41,66.92,19.94,20.52,17.49,13.95,28.1,432
Connecticut,Middlesex,48.84,51.16,6.08,16.28,7.56,9.4,13.8,17.22,14.2,8.09,7.38,88.95,4.39,0.14,2.61,0.05,1.73,1.59,4.42,86.21,14.18,17.8,18.07,15.84,34.1,450
Connecticut,Windham,49.56,50.44,6.68,17.36,10.1,10.49,13.66,16.4,12.46,6.89,5.96,89.78,1.74,0.28,1.07,0.03,4.08,2.41,8.96,85.45,20.34,22.12,21.26,15.48,20.8,529
Delaware,Kent,48.08,51.92,8.24,18.3,10.58,11.04,12.67,14.28,11.34,7.82,5.72,67.41,22.28,0.48,2.17,0.09,1.49,2.75,5.23,64.27,21.16,25.76,21.84,14.12,17.13,532
Connecticut,New Haven,48.13,51.87,6.82,17.05,9.77,11.17,13.22,15.38,12.21,7.04,7.33,75.36,12.12,0.22,3.42,0.05,5.7,2.46,13.97,68.31,20.63,20.98,17.51,13.24,27.64,466
Connecticut,New London,49.92,50.08,6.61,16.43,9.82,10.59,13.22,16.33,12.77,7.43,6.8,82.25,5.56,0.61,4.04,0.08,3.42,3.43,7.78,78.86,15.12,21.95,19.9,14.73,28.3,517
Connecticut,Tolland,50.54,49.46,5.62,16.75,15.07,9.07,12.88,16.49,12.18,6.71,5.22,89.01,2.64,0.2,3.06,0.01,1.35,2.67,4.03,87.2,13.01,17.68,17.62,16.66,35.04,524
Delaware,Sussex,48.81,51.19,6.99,14.58,7.27,9.38,11.27,14.4,15.29,12.31,8.53,76.68,12.42,0.41,1.01,0.02,4.42,1.84,7.65,73.7,21.85,27.1,20.7,12.63,17.73,609
District of Columbia,District of Columbia,47.23,52.77,6.34,12.02,15.26,18.33,13.4,12.58,10.63,6.14,5.29,36.96,51.36,0.27,3.38,0.06,3.33,1.77,8.53,32.39,23.88,19.85,15.63,11.07,29.56,630
Delaware,New Castle,48.41,51.59,7.43,17.44,10.62,11.79,13.61,15.23,11.59,6.59,5.71,67.94,23.14,0.27,4.16,0.05,1.63,1.88,8.05,62.41,17.62,22,18.79,14.14,27.45,536
Florida,Brevard,49,51,5.97,15.12,7.7,8.98,11.44,16.67,13.74,10.62,9.76,83.48,9.71,0.36,2.03,0.06,1.64,2.2,7.53,78.05,22.89,27.53,19.39,12.45,17.74,686
Florida,Charlotte,48.61,51.39,4.22,11.01,5.17,6.28,8.81,13.27,17.11,18.09,16.04,89.96,5.4,0.27,1.07,0,1.29,1.64,5.48,86.12,24.34,31.37,21.2,10.52,12.57,743
Florida,Alachua,48.43,51.57,6.27,13.96,22.91,12.88,10.31,11.91,10.99,5.89,4.87,69.97,19.71,0.19,5.22,0.08,1.29,2.29,7.92,63.81,33.85,25.03,15.47,9.23,16.42,639
Florida,Bay,49.54,50.46,7.52,15.74,9.66,11.67,12.78,15.7,12.38,8.1,6.44,81.7,10.28,0.55,2.24,0.11,0.54,3.36,4.46,78.81,22.77,29.27,21.19,11.93,14.84,658
Florida,Bradford,56.14,43.86,6.99,13.97,9.26,13.73,13.4,15.92,12.31,8.15,6.28,77.18,20.55,0.12,0.41,0.65,0.26,1.65,3.56,74.23,29.87,30.02,19.55,12.43,8.13,665
Florida,Broward,48.43,51.57,7.09,16.58,8.43,11.55,14.38,15.85,11.85,7.17,7.1,63.59,25.67,0.19,3.19,0.03,4.02,2.5,23.78,45.2,22.91,25.55,18.31,11.9,21.33,695
Florida,DeSoto,56.56,43.44,7.7,16.35,10.58,11.7,11.97,12.47,11.37,10.23,7.63,76.21,13.15,0.25,0.28,0.04,7.16,2.03,28.82,55.78,34.65,29.65,20.35,7.97,7.39,906
Florida,Baker,52.22,47.78,8.6,18.79,9.18,12.12,13.96,14.82,11.63,6.75,4.16,82.19,12.96,0.11,0.34,0.03,0.47,1.8,2.14,80.66,22.45,30.73,23.06,11.75,12.02,641
Florida,Calhoun,54.39,45.61,7.42,15.16,8.75,12.19,13.87,15.02,12.15,9.03,6.41,79.78,14.75,1.19,0.13,0,0.63,1.79,4.79,76.46,38.49,32.65,14.71,5.37,8.77,699
Florida,Citrus,48.4,51.6,4.71,12.16,5.4,6.24,9.26,13.69,16.64,17.42,14.48,92.94,2.79,0.43,1.31,0.02,0.73,1.39,4.37,89.71,30.43,32.93,17.65,9.55,9.45,843
Florida,Clay,48.98,51.02,7.6,20.22,8.08,10.26,14.34,15.76,12.06,7.08,4.6,81.23,9.21,0.39,2.8,0.06,1.17,2.62,7.02,76.29,14.31,24.79,22.99,15.15,22.76,852
Florida,Collier,49.3,50.7,6.28,14.29,6.83,9.06,11.06,12.7,13.36,14.35,12.07,84.59,6.54,0.27,1.07,0.02,4.97,1.11,24.8,65.59,18.14,25.21,18.26,12.54,25.84,894
Florida,Dixie,53.84,46.16,6.33,13.98,7.44,10.08,11.66,15.67,15.53,12.16,7.14,91.32,6.02,0.04,0.07,0,0.16,1.02,1.96,89.77,37.28,35.32,17.17,4.79,5.44,918
Florida,Columbia,51.76,48.24,7.51,16.26,9.82,10.88,11.96,15.12,13.07,8.95,6.44,77.24,17.41,0.58,0.66,0,1.41,1.86,4.68,74.4,32.64,28.61,18.06,9.84,10.84,903
Florida,Gilchrist,52.16,47.84,6.33,16.72,12.21,8.55,11.48,14.4,13.44,9.86,7,90.17,4.22,0.42,0.31,0,1.02,2.35,4.32,87.09,33.3,27.53,16.48,12.83,9.86,939
Florida,Duval,48.53,51.47,8.2,16.73,10.77,13.25,13.53,14.85,11.54,6.16,4.96,61.39,29.02,0.29,3.95,0.08,1.81,2.36,6.97,56.92,23.94,26.51,20.12,12.79,16.64,924
Florida,Escambia,49.43,50.57,7.52,15.85,12.66,11.29,11.43,14.51,12.32,7.89,6.53,70.01,22.24,0.59,2.77,0.16,0.74,3.59,4.5,67.07,28.21,28.15,18.53,11.43,13.67,931
Florida,Flagler,48.09,51.91,6.03,14.97,5.99,8.58,11.25,13.24,15.49,14.2,10.25,79.91,10.37,0.25,1.8,0.07,1.6,1.93,7.96,74.11,22.44,29.7,22.09,12.5,13.27,935
Florida,Franklin,57.63,42.37,6.11,11.86,8.49,13.9,12.87,14.86,14.46,11.09,6.36,84.62,12.84,0.09,1.06,0.01,0.28,0.42,5.48,79.67,38.45,25.01,17.92,9.49,9.13,937
Florida,Gadsden,48.82,51.18,8.4,17.19,8.27,11.3,12.62,15.02,13.57,7.98,5.65,36.92,55.6,0.33,0.43,0,4.65,1.29,8.95,33.35,36.77,25.63,20.3,10.25,7.05,938
Florida,Hillsborough,48.74,51.26,7.84,17.56,10.51,12.66,14.18,14.49,10.95,6.49,5.33,72.44,15.97,0.45,3.28,0.06,3.2,2.25,23.3,53.94,23.45,26.95,18.77,11.81,19.02,947
Florida,Glades,57.77,42.23,6.6,13.16,8.24,11.6,12.9,12.95,13.06,13.41,8.06,79.93,9.17,2.58,2.4,0,3.85,0,19.25,65.14,33.25,34.29,16.61,5.74,10.11,940
Florida,Gulf,59.79,40.21,5.04,12.15,8.08,13.47,14.92,16.22,13.82,9.49,6.81,77.79,19.64,0.58,0.06,0,0.82,1.22,3.99,74.73,31.25,30.91,17.3,11.73,8.81,941
Florida,Hamilton,58.93,41.07,6.28,14.81,13.35,11.72,12.93,14.72,13.04,7.98,5.17,60.19,35.98,0.18,0.3,0.04,1.47,1.15,7.96,54.35,36.89,27.03,19.81,8.32,7.94,942
Florida,Hardee,53.62,46.38,9.65,19.8,11.2,11.96,12.48,12.09,9.91,7.47,5.42,82.58,8.95,0.9,1.1,0,4.9,0.81,41.03,48.85,30.31,35.08,17.55,10.75,6.32,943
Florida,Hendry,54.16,45.84,9.51,19.92,10.8,12.72,13.45,12.8,9.32,6.66,4.81,67.77,15.01,0.41,0.62,0,14.43,1.49,47.58,36.07,30.12,33.41,18.86,8.26,9.36,944
Florida,Hernando,47.77,52.23,6,14.89,6.38,8.03,11.05,13.72,14.16,13.45,12.32,89.11,4.84,0.15,0.99,0.1,1.99,1.4,9.55,81.76,26.76,31.69,19.44,10.63,11.49,945
Florida,Highlands,48.87,51.13,6.05,13.23,6.39,7.82,8.96,11.85,13.49,16.57,15.64,85,9.75,0.66,1.29,0.02,2.09,1.23,16.38,71.8,32.26,37.04,15.88,7.72,7.09,946
Florida,Lake,48.46,51.54,6.58,15.33,6.5,8.8,11.89,13.38,13.34,13.17,11.01,81.76,9.15,0.38,1.68,0.08,3.46,1.68,11.15,74.04,23,30.19,20.26,11.98,14.58,953
Florida,Jefferson,52.35,47.65,6.37,13.36,7.57,10.93,13.01,16.44,15.85,9.57,6.9,59.77,35.76,0.11,1.17,0.14,1.14,0.7,3.16,57.63,28.87,29.91,20.22,10.26,10.74,951
Florida,Lafayette,61.79,38.21,6.75,14.59,12.42,14.4,15.37,13.81,10.44,7.23,4.99,83.16,7.9,0.42,0.43,0,3.99,0,8.24,79.22,26.57,26.27,22.93,9.28,14.95,952
Florida,Holmes,53.16,46.84,6.97,15.75,8.85,10.53,12.98,14.53,13.2,10.14,7.05,91.17,4.53,0.79,0.6,0.34,0.48,2.42,2.43,89.07,38.39,30.22,16.59,8.41,6.4,948
Florida,Indian River,48.36,51.64,5.69,14.38,6.25,8.09,10.3,13.75,14.37,13.07,14.1,85.6,8.43,0.17,1.12,0.02,1.53,1.3,10.33,76.89,25.02,27.52,19.25,9.78,18.44,949
Florida,Jackson,54.78,45.22,6.36,15,8.9,11.6,14.25,15.15,13.05,8.75,6.93,68.62,25.99,0.55,0.44,0.07,1.29,2.22,4.08,66.49,33.32,28.56,19.39,9.79,8.94,950
Florida,Martin,49.5,50.5,5.16,13.52,6.15,7.63,10.54,15.16,14.51,13.31,14.01,87.29,5.45,0.38,1,0.03,3.45,1.04,11.13,80.08,20.49,26.77,17.02,11.57,24.15,961
Florida,Lee,49.07,50.93,6.38,14.31,7.62,9.54,11.39,13.21,14.09,13.08,10.38,82.49,7.79,0.26,1.38,0.01,4.59,1.44,17.24,70.53,21.63,28.35,19.89,12.19,17.93,954
Florida,Leon,47.6,52.4,6.66,15.45,21.94,12.51,11.02,12.19,10.79,5.31,4.12,62.43,29.47,0.35,2.82,0.07,1.27,1.75,5.18,59.01,29.39,24.8,15.94,11.81,18.06,955
Florida,Levy,49.21,50.79,6.82,15.7,7.16,9.04,11.26,15.17,15.45,11.79,7.61,85.42,8.8,0.16,0.49,0,1.31,2.88,6.8,80.64,35.54,29.64,17.93,9.28,7.61,956
Florida,Liberty,60.87,39.13,6.58,15.86,9.28,14.91,15.67,16.35,10.74,6.44,4.17,84.53,11.45,1.43,0,0,0.33,0.63,5.21,80.44,32.02,27.99,16.53,7.62,15.84,957
Florida,Madison,52.2,47.8,7.41,15.86,9.36,11.11,12.25,14.5,13.68,9.03,6.81,56.36,38.75,0.67,0.17,0.67,2.69,1.09,4.39,55.21,32.47,32.54,18.46,9.11,7.42,958
Florida,Manatee,48.36,51.64,6.78,14.85,7.02,9.1,11.38,13.64,13.96,12.08,11.19,82.49,8.46,0.23,1.71,0.08,4.37,1.37,13.77,73.52,24.15,27.99,18.62,11.49,17.76,959
Florida,Marion,47.99,52.01,6.21,14.33,6.98,8.61,10.82,13.4,13.89,14.21,11.54,80.86,11.91,0.34,1.34,0.09,2.7,1.41,10.07,74.12,28.61,32.65,19.46,9.45,9.83,960
Florida,Pasco,48.61,51.39,6.68,15.69,6.79,9.66,13.06,14.33,13.08,10.95,9.76,88.6,3.99,0.26,2.1,0.03,1.59,1.67,10.62,80.03,26.66,28.63,18.53,11.66,14.53,970
Florida,Miami-Dade,48.4,51.6,7.17,16.09,9.94,12.21,14.92,14.69,10.89,7.49,6.61,71.89,18.84,0.14,1.55,0.03,4.12,1.38,62.71,15.59,29.66,25.88,17.18,10.06,17.22,962
Florida,Monroe,53.31,46.69,5.17,10.79,7.19,10.9,13.53,17.62,17.75,10.53,6.53,89.95,6.43,0.15,1.1,0.07,1.46,0.82,19.6,72.38,19.44,26.32,20.09,12.06,22.09,963
Florida,Nassau,49.3,50.7,6.64,16.44,7.44,9.38,12.94,15.77,15.13,10.09,6.15,87.34,6.73,0.17,0.85,0,0.8,1.08,2.98,85.13,17.85,24.63,19.85,15.42,22.25,964
Florida,Osceola,48.99,51.01,7.99,19.81,9.47,11.83,14.7,14.47,10.7,6.56,4.48,71.38,10.5,0.22,2.64,0.11,7.71,3.65,41.85,40.98,22.6,31.65,22.21,11.32,12.22,968
Florida,Palm Beach,48.4,51.6,6.45,15.12,7.92,9.97,12.54,14.25,12.14,9.88,11.72,73.56,16.56,0.21,2.24,0.05,4.37,1.43,17.69,60.72,21.95,25.08,18.02,11.78,23.17,969
Florida,Okaloosa,50.24,49.76,7.67,15.94,10.5,12.22,11.99,15.9,11.84,7.79,6.15,82.81,9.35,0.69,3.12,0.02,1.4,3.31,6.49,78.31,19.46,26.26,21.38,13.27,19.63,965
Florida,Okeechobee,53.58,46.42,8.01,17.5,8.89,11.32,12.42,13.5,11.37,9.76,7.22,85.04,7.77,0.75,0.91,0,3.28,1.98,22.85,66.37,31.62,30.32,19.67,10.07,8.32,966
Florida,Orange,49.24,50.76,7.76,17.46,12.91,13.73,14.35,14.14,9.97,5.41,4.27,62.63,19.73,0.31,4.65,0.13,7.47,2.46,25.11,45.95,22.39,27.46,19.89,11.57,18.69,967
Florida,Seminole,48.45,51.55,6.68,17.72,10.05,11.6,13.92,15.92,12.12,6.54,5.45,78.76,10.3,0.25,3.66,0.06,3.3,2.41,15.98,66.82,17.84,24.36,20.08,13.37,24.34,978
Florida,Pinellas,48.01,51.99,5.54,13.35,7.3,9.73,12.15,16.1,14.66,10.4,10.78,83.93,10.18,0.22,3.01,0.09,1.09,1.66,7.42,78.07,25.84,28.73,18.74,10.89,15.81,971
Florida,Polk,49.05,50.95,7.71,17.22,8.61,10.64,12.2,13.3,12.33,10.09,7.9,75.89,14.04,0.35,1.54,0.06,4.26,1.87,16.25,64.62,26.62,29.54,20.05,11.85,11.94,972
Florida,Putnam,49.6,50.4,7.51,16.52,7.77,9.35,10.74,14.81,14.39,10.71,8.21,79.16,16.53,0.52,0.7,0,2.36,1.2,8.52,73.51,36.26,28.67,18.3,8.57,8.2,973
Florida,St. Johns,48.63,51.37,6.56,17.84,7.37,8.8,13.52,16.19,14.03,8.79,6.89,85.1,5.17,0.2,1.99,0.03,0.78,1.77,4.63,81.68,17.43,22.56,17.97,13.06,28.99,974
Florida,St. Lucie,48.91,51.09,7.15,16.43,7.5,9.8,12.46,14.13,12.58,10.58,9.35,71.78,17.87,0.52,1.52,0.01,2.85,2.53,15.27,60.99,23.87,31.44,20.01,10.97,13.71,975
Florida,Santa Rosa,50.49,49.51,7.37,17.97,8.34,10.99,13.8,16.41,12.28,7.96,4.9,86.26,4.78,0.73,1.97,0.16,0.8,2.96,4,83.62,19.17,25.99,21.21,15.9,17.73,976
Florida,Sarasota,47.71,52.29,4.66,12.04,5.74,7.38,10.05,13.61,15.37,15.37,15.79,90.39,4.5,0.16,1.33,0.02,1.53,1.21,7.32,84.86,22.25,28.32,19.16,11.65,18.62,977
