State,County,Males,Females,Under 6 Years,6 to 18 years,19 to 25 years,26 to 34 years,35 to 44 years,45 to 54 years,55 to 64 years,65 to 74 years,75 years and older,White alone,Black or African American alone,American Indian and Alaska Native alone,Asian alone,Native Hawaiian and Other Pacific Islander alone,Some other race alone,Two or more races,Hispanic or Latino (of any race),White alone (not hispanic or Latino),"Under $25,000","$25,000 to $49,999","$50,000 to $74,999","$75,000 to $99,999","$100,000 and over",Employed,Unemployed,Not in labor force,Insured,Uninsured,CensusObjectID
Wyoming,Washakie,49.87,50.13,7.69,19.64,5.7,10.44,10.79,14.7,13.92,9.56,8.11,91.35,0.26,1.09,0.56,0.01,4.37,2.36,13.62,83.89,8.2,12.2,8.48,5.07,5.87,48.95,2.25,24.52,66.19,15.08,281
Puerto Rico,Adjuntas Municipio,48.87,51.13,7.0,21.27,10.2,11.49,12.21,13.31,12.26,7.76,5.52,93.14,3.1,0.35,0.03,0.01,2.11,1.28,99.58,0.4,19.72,5.61,1.23,0.29,0.05,22.77,5.95,47.42,-0.01,-0.01,-1
Puerto Rico,Aguada Municipio,49.11,50.89,6.13,19.96,10.09,11.84,13.3,14.79,12.45,7.74,4.7,86.63,5.31,0.31,0.05,0.0,5.3,2.41,99.39,0.52,22.73,6.68,1.7,0.22,0.5,27.48,9.45,41.64,-0.0,-0.0,-1
Puerto Rico,Arroyo Municipio,47.16,52.84,7.65,21.56,9.41,12.17,12.81,11.93,11.86,8.61,4.9,53.48,32.46,0.87,0.16,0.03,9.5,3.5,99.05,0.65,21.23,7.04,2.1,0.32,0.49,23.73,8.78,43.51,-0.01,-0.01,-1
Puerto Rico,Barceloneta Municipio,48.1,51.9,6.99,20.87,9.03,13.29,13.8,11.53,11.32,8.2,5.84,80.71,7.64,0.33,0.12,0.0,8.73,2.47,99.37,0.48,21.58,6.75,2.93,0.71,0.35,25.68,5.26,44.58,-0.0,-0.0,-1
Puerto Rico,Aguadilla Municipio,48.65,51.35,6.65,19.07,9.3,11.83,12.84,12.82,12.67,9.3,6.16,83.0,7.41,0.25,0.16,0.01,6.77,2.4,98.52,1.15,23.29,5.58,2.31,0.91,0.44,24.41,6.42,48.77,-0.0,-0.0,-1
Puerto Rico,Aguas Buenas Municipio,49.01,50.99,7.11,20.12,9.67,12.41,12.47,13.77,11.88,7.75,5.46,72.47,12.58,0.62,0.09,0.02,9.7,4.52,99.49,0.37,21.6,7.08,1.88,0.7,0.44,26.1,1.13,50.3,-0.0,-0.0,-1
Puerto Rico,Aibonito Municipio,48.53,51.47,6.61,19.89,10.58,11.08,12.14,14.49,12.07,8.12,6.01,83.48,7.25,0.2,0.03,0.02,6.95,2.07,99.34,0.54,22.84,6.39,1.83,0.95,0.49,26.34,4.44,47.44,-0.0,-0.0,-1
Puerto Rico,A�asco Municipio,48.63,51.37,6.3,20.09,8.99,11.6,13.86,13.4,12.25,9.13,5.4,82.01,7.16,0.36,0.13,0.01,7.49,2.83,99.22,0.64,21.87,6.8,1.98,0.55,0.29,30.33,3.01,45.0,-0.0,-0.0,-1
Puerto Rico,Arecibo Municipio,48.11,51.89,6.11,19.32,9.21,11.54,13.42,12.79,12.19,9.37,6.94,84.53,6.09,0.36,0.11,0.01,6.07,2.84,99.21,0.61,21.52,7.37,2.7,0.71,0.65,26.53,4.99,48.79,-0.0,-0.0,-1
Puerto Rico,Barranquitas Municipio,49.28,50.72,7.65,22.67,12.03,11.82,12.02,13.66,10.36,6.24,4.5,86.03,5.36,0.26,0.05,0.0,6.45,1.86,99.31,0.57,21.3,6.04,1.9,0.38,0.17,25.96,4.17,44.86,-0.0,-0.0,-1
Puerto Rico,Bayam�n Municipio,47.5,52.5,6.18,18.56,9.98,12.46,12.32,13.38,11.32,8.96,7.54,78.27,10.27,0.57,0.23,0.01,7.3,3.35,98.99,0.69,17.22,10.09,4.35,1.68,1.38,35.1,7.18,38.72,-0.0,-0.0,-1
Puerto Rico,Cabo Rojo Municipio,47.9,52.1,6.45,19.11,8.21,10.78,14.32,11.87,12.51,10.11,7.46,84.09,5.42,0.28,0.07,0.02,7.23,2.89,98.94,0.89,21.28,6.4,2.35,0.79,0.59,28.89,3.11,46.32,-0.0,-0.0,-1
Puerto Rico,Caguas Municipio,46.99,53.01,6.6,19.87,9.41,11.9,13.44,13.16,11.56,8.52,6.39,76.12,10.99,0.61,0.19,0.01,8.47,3.63,99.14,0.6,17.84,8.86,3.94,1.53,1.42,34.66,4.99,38.54,-0.0,-0.0,-1
Puerto Rico,Camuy Municipio,48.46,51.54,6.41,20.75,9.14,11.87,13.78,13.02,12.23,8.27,5.5,87.89,4.13,0.32,0.1,0.0,5.19,2.37,99.41,0.5,21.74,6.48,1.34,0.38,0.5,27.4,6.94,44.04,-0.0,-0.0,-1
Puerto Rico,Can�vanas Municipio,48.6,51.4,7.39,21.73,9.53,11.47,14.59,13.08,10.96,7.47,4.59,61.21,21.62,0.91,0.17,0.0,13.5,2.59,99.24,0.44,16.15,7.38,3.19,1.14,1.18,33.26,6.02,35.44,-0.0,-0.0,-1
Virginia,Harrisonburg,46.61,53.39,5.37,14.48,38.79,10.97,8.21,7.82,6.25,3.74,4.51,78.45,6.36,0.26,3.51,0.13,8.24,3.05,15.67,72.35,10.88,8.48,4.48,3.32,3.43,40.67,2.93,40.37,60.12,17.37,2955
Virginia,Hopewell,46.37,53.63,8.3,18.65,9.4,12.34,12.27,13.5,11.12,7.6,7.27,55.4,37.04,0.39,0.8,0.11,3.09,3.19,6.55,53.14,12.5,13.58,6.75,4.17,2.45,38.75,6.62,30.58,69.95,15.59,2761
Virginia,Lexington,55.71,44.29,3.08,12.7,40.39,7.02,5.89,7.1,8.8,6.62,8.68,85.25,9.66,0.11,2.2,0.06,0.91,1.82,3.85,82.46,12.06,7.02,2.39,3.42,5.06,28.95,0.43,58.61,39.59,9.09,2762
Virginia,Lynchburg,46.94,53.06,6.46,16.26,21.69,10.8,9.82,11.26,10.05,6.47,7.49,64.41,29.3,0.31,2.47,0.05,1.26,2.2,3.04,62.96,12.72,10.07,6.35,3.31,4.43,43.22,4.75,32.48,61.21,12.88,2763
Virginia,Manassas Park,50.74,49.26,9.77,20.42,10.01,17.38,16.99,12.72,7.45,3.51,2.14,55.94,12.98,0.39,8.97,0.14,16.14,5.43,32.54,42.53,2.87,5.51,7.88,4.81,8.4,49.81,2.09,15.35,72.7,22.45,2957
Virginia,Manassas,50.15,49.85,9.26,21.14,9.84,14.83,14.54,14.4,9.65,4.06,2.83,61.7,13.72,0.61,4.98,0.14,14.55,4.31,31.4,47.58,4.02,5.84,5.61,4.76,10.79,50.28,3.47,17.33,73.75,19.7,2956
Virginia,Portsmouth,48.08,51.92,7.98,17.46,10.78,13.35,11.97,14.09,11.58,6.66,6.55,41.56,53.26,0.44,1.07,0.12,0.96,2.6,3.06,40.33,9.88,11.4,8.49,4.46,4.84,44.57,3.55,27.65,71.76,12.52,2769
Virginia,Newport News,48.29,51.71,8.02,18.34,13.62,13.79,12.16,13.99,9.87,5.72,4.91,48.98,40.68,0.47,2.74,0.17,2.68,4.27,7.52,46.01,9.14,10.59,8.6,4.98,5.79,45.86,3.91,23.01,72.5,13.32,2765
Virginia,Norfolk,51.81,48.19,7.29,15.57,20.37,14.78,11.44,12.29,9.13,4.72,4.67,47.08,43.11,0.49,3.29,0.16,2.23,3.63,6.65,44.26,9.74,10.39,6.38,3.93,4.6,42.53,4.5,24.77,64.49,13.66,2766
Virginia,Norton,46.08,53.92,6.85,17.23,10.01,11.09,12.33,14.73,13.95,7.88,6.77,88.68,6.32,0.13,1.41,0.0,1.06,2.4,1.72,87.87,18.12,9.22,11.5,2.02,3.71,47.45,1.19,31.58,74.86,11.09,2333
Virginia,Petersburg,46.72,53.28,6.82,15.34,12.03,11.22,11.58,15.41,12.82,7.93,7.04,16.09,79.11,0.3,0.82,0.06,1.84,1.78,3.75,15.12,12.66,12.42,6.63,3.31,2.92,40.11,6.65,32.83,68.98,15.91,2767
Virginia,Poquoson,49.36,50.64,5.32,21.99,5.91,7.51,12.97,18.06,13.93,9.34,6.22,95.12,0.64,0.31,2.14,0.02,0.32,1.44,1.82,93.81,4.65,6.3,6.32,5.02,14.94,48.53,1.93,25.79,74.18,9.09,2768
Virginia,Waynesboro,47.63,52.37,7.97,16.67,8.54,12.64,11.7,13.94,11.71,8.61,8.37,82.23,10.61,0.28,0.73,0.02,2.88,3.24,6.36,79.52,13.58,10.85,7.35,4.48,4.42,42.43,5.14,31.35,68.83,14.35,2777
Virginia,Radford,47.41,52.59,4.0,13.77,43.79,8.19,7.7,7.66,6.69,4.34,4.08,86.99,7.79,0.2,1.56,0.03,0.95,2.47,2.35,85.78,15.04,8.16,4.83,2.98,3.52,41.42,5.25,41.58,61.67,14.1,2770
Virginia,Richmond City,47.66,52.34,6.64,14.15,18.36,14.95,11.53,12.61,10.85,5.58,5.49,40.78,50.6,0.35,2.33,0.08,3.59,2.27,6.27,39.08,14.3,10.9,6.75,3.38,5.56,47.29,5.56,28.35,67.64,16.66,2771
Virginia,Roanoke City,47.81,52.19,7.67,15.45,9.37,13.26,13.09,14.42,12.7,6.84,7.42,64.25,28.46,0.29,1.76,0.05,2.37,2.83,5.51,61.88,14.84,14.02,7.54,3.93,3.82,46.61,3.37,29.35,69.57,15.77,2772
Virginia,Salem,47.44,52.56,5.29,17.21,12.87,8.92,11.79,14.51,12.95,8.62,8.48,88.19,7.11,0.25,1.62,0.02,1.3,1.51,2.42,87.3,8.35,12.1,7.87,5.33,6.22,47.55,3.38,31.55,66.35,10.67,2773
Virginia,Staunton,45.26,54.74,6.13,15.18,9.45,11.46,11.38,13.72,13.32,9.77,9.98,83.69,12.15,0.2,0.78,0.03,0.8,2.35,2.16,82.47,13.32,12.18,8.61,5.23,4.49,47.56,2.67,33.11,64.94,12.63,2774
Virginia,Suffolk,47.98,52.02,7.95,20.31,7.69,10.84,14.89,16.17,11.43,6.69,4.81,52.25,42.7,0.32,1.6,0.06,0.77,2.3,2.86,50.88,6.83,7.12,6.02,6.68,8.97,44.24,3.1,24.17,76.34,11.29,2775
Virginia,Virginia Beach,48.96,51.04,7.28,18.75,11.16,13.65,13.57,14.81,10.85,5.92,4.68,67.73,19.62,0.38,6.11,0.15,1.97,4.03,6.62,64.49,4.7,8.85,8.46,5.85,9.57,48.17,2.69,21.4,75.82,11.81,2776
Washington,Douglas,49.95,50.05,8.04,21.4,8.12,11.07,12.13,13.73,12.15,7.91,6.26,79.55,0.33,1.05,0.74,0.14,15.56,2.63,28.66,67.84,7.5,10.89,7.46,5.25,4.81,44.97,3.55,24.87,66.44,19.3,1238
Washington,Asotin,48.34,51.66,6.49,17.28,7.96,9.9,10.68,14.73,14.29,10.68,8.61,94.31,0.43,1.4,0.54,0.17,0.75,2.41,2.97,92.61,10.95,13.4,8.87,4.51,3.79,43.71,2.39,33.35,68.39,12.06,1235
Washington,Chelan,49.87,50.13,7.36,19.77,8.28,10.48,11.56,14.57,13.29,8.03,7.39,79.34,0.33,0.97,0.81,0.14,15.67,2.75,25.83,70.67,8.34,10.61,7.56,4.25,6.06,44.3,3.18,28.7,66.99,17.03,107
Washington,Benton,49.94,50.06,8.18,21.23,8.88,11.75,12.41,14.31,12.21,6.57,5.18,82.44,1.27,0.9,2.68,0.14,9.02,3.55,18.66,74.46,7.04,8.5,6.3,4.93,8.64,44.65,2.98,24.55,74.36,13.68,1236
Virginia,Williamsburg,47.09,52.91,3.21,11.71,39.76,9.5,6.55,7.49,8.55,7.61,5.74,73.98,13.99,0.27,5.74,0.04,2.51,3.48,6.69,70.74,6.61,7.68,4.91,4.04,5.68,40.57,2.65,42.56,47.4,10.7,2778
Virginia,Winchester,49.22,50.78,7.41,16.93,12.95,13.02,11.83,13.38,10.85,6.74,7.29,74.54,10.93,0.35,2.33,0.02,8.77,3.05,15.42,69.02,10.16,11.09,6.98,3.92,6.86,51.72,3.76,24.02,65.14,17.76,2958
Washington,Adams,50.96,49.04,11.77,25.44,9.53,11.93,11.74,10.89,9.04,5.6,4.63,62.49,0.58,1.9,0.67,0.02,31.5,2.84,59.26,38.78,8.43,9.74,5.65,3.24,2.83,38.32,4.61,22.99,67.65,21.72,1234
Washington,Clallam,49.62,50.38,5.1,14.72,7.25,8.76,9.72,13.97,16.9,12.91,11.17,86.96,0.83,5.08,1.41,0.13,1.78,3.8,5.08,84.59,11.49,12.62,8.78,4.99,5.51,39.02,3.02,40.66,60.67,13.64,108
Washington,Clark,49.36,50.64,7.67,20.97,8.1,11.73,14.03,14.55,12.31,6.6,4.85,85.43,1.98,0.85,4.12,0.64,2.94,4.05,7.56,81.76,6.36,8.86,7.88,5.4,7.94,44.99,4.67,24.46,74.87,13.45,109
Washington,Columbia,49.58,50.42,5.81,16.06,5.32,7.75,10.35,15.45,16.99,12.92,10.05,92.96,0.29,1.42,0.56,0.34,1.74,2.67,6.23,89.48,13.27,9.78,7.77,6.3,5.35,42.42,4.73,34.23,64.17,13.49,1237
Washington,Cowlitz,49.35,50.65,7.16,19.19,7.88,10.3,12.26,14.72,13.82,8.58,6.85,88.93,0.63,1.53,1.46,0.23,3.49,3.73,7.79,85.76,9.9,11.08,7.49,4.66,5.38,40.53,5.07,31.5,70.26,13.65,110
Washington,Ferry,51.72,48.28,5.72,16.87,7.38,7.76,9.81,15.26,19.06,11.92,6.99,76.25,0.34,16.67,0.69,0.11,1.18,4.75,3.36,74.98,13.28,10.1,6.4,2.91,3.14,31.44,4.56,43.69,63.57,17.55,1239
Washington,Franklin,51.75,48.25,11.62,24.81,10.3,14.57,12.98,10.69,8.35,4.21,3.08,60.48,1.88,0.68,1.83,0.14,31.83,3.16,51.18,43.25,6.4,7.81,6.21,3.06,3.92,38.42,3.38,21.05,71.03,20.35,1240
Washington,Garfield,49.34,50.66,5.08,17.7,4.99,7.77,9.84,15.36,18.09,9.75,12.58,93.78,0.0,0.26,1.72,0.0,2.29,1.94,4.02,92.76,11.92,11.47,7.46,4.28,4.72,38.26,2.12,40.78,63.59,14.47,1241
Puerto Rico,Ceiba Municipio,47.29,52.71,6.51,20.31,9.34,10.96,13.32,11.61,12.51,10.12,6.13,70.6,16.49,0.7,0.14,0.02,7.55,4.5,98.75,0.93,21.44,8.85,3.02,0.12,0.67,33.47,4.45,43.49,-0.01,-0.01,-1
Puerto Rico,Cayey Municipio,48.37,51.63,6.42,19.8,10.04,11.69,12.86,13.34,12.32,8.32,6.09,79.87,8.28,0.37,0.14,0.02,8.09,3.21,99.35,0.51,20.06,7.66,3.34,0.96,0.73,32.81,5.34,40.41,-0.0,-0.0,-1
Puerto Rico,Carolina Municipio,46.31,53.69,6.2,19.11,9.31,12.12,13.26,12.6,12.03,9.41,6.77,64.31,22.8,0.86,0.35,0.01,8.39,3.27,98.57,0.92,15.6,10.78,5.07,1.73,1.59,38.17,4.94,37.11,-0.0,-0.0,-1
Puerto Rico,Cata�o Municipio,47.37,52.63,6.97,21.2,11.12,11.6,11.39,13.87,11.96,7.29,5.64,70.71,14.38,1.0,0.26,0.0,10.76,2.87,99.03,0.6,20.92,6.96,3.23,1.24,1.36,30.58,9.39,37.44,-0.0,-0.0,-1
Puerto Rico,Ciales Municipio,49.33,50.67,7.0,21.23,10.47,11.32,11.79,14.46,11.34,7.75,5.65,89.53,4.16,0.12,0.03,0.0,4.16,2.0,99.7,0.2,22.36,6.24,1.45,0.21,0.28,24.12,7.45,45.83,-0.01,-0.01,-1
Puerto Rico,Cidra Municipio,48.91,51.09,6.77,20.67,10.24,12.26,13.33,14.17,11.93,7.0,4.58,76.63,8.26,0.4,0.08,0.0,11.15,3.48,99.45,0.43,17.51,8.4,2.96,0.89,1.31,34.27,5.71,37.06,-0.0,-0.0,-1
Puerto Rico,Coamo Municipio,48.73,51.27,7.47,21.71,9.91,12.06,13.37,12.75,11.07,7.53,5.08,76.84,10.43,0.32,0.06,0.01,9.11,3.23,99.57,0.32,21.56,6.44,1.69,1.04,0.6,25.68,4.15,45.15,-0.0,-0.0,-1
Puerto Rico,Comer�o Municipio,49.79,50.21,7.15,20.74,10.7,12.38,12.23,14.14,11.08,7.6,4.93,78.58,8.61,0.6,0.1,0.02,8.83,3.26,99.58,0.34,22.48,5.97,1.86,0.44,0.34,24.25,2.73,49.34,-0.0,-0.0,-1
Puerto Rico,Culebra Municipio,50.66,49.34,5.89,18.7,7.65,11.88,13.42,14.03,14.25,8.97,5.61,56.93,26.57,0.88,0.22,0.0,3.74,11.66,91.75,7.7,18.81,9.57,2.37,0.77,0.94,46.37,3.52,37.24,-0.06,-0.06,-1
Puerto Rico,Dorado Municipio,47.98,52.02,7.36,21.16,8.23,12.03,15.12,12.89,11.94,7.46,4.64,69.53,15.69,0.68,0.24,0.0,10.0,3.86,98.04,1.61,15.67,7.45,3.61,1.89,3.03,34.36,5.49,36.03,-0.0,-0.0,-1
Puerto Rico,Fajardo Municipio,47.11,52.89,6.84,20.84,9.3,10.83,13.85,11.49,11.1,9.6,7.18,64.78,18.55,0.7,0.26,0.01,10.33,5.37,98.24,1.2,20.92,9.13,3.26,0.95,0.88,31.81,6.81,40.69,-0.0,-0.0,-1
Puerto Rico,Florida Municipio,48.01,51.99,6.98,21.7,9.89,12.13,13.69,11.96,11.96,7.83,4.83,90.43,4.62,0.3,0.06,0.01,2.85,1.74,99.56,0.36,21.95,7.57,0.98,0.3,0.49,27.04,4.46,44.78,-0.01,-0.01,-1
Puerto Rico,Corozal Municipio,48.8,51.2,7.24,21.27,10.47,12.17,12.22,13.74,11.11,7.5,5.15,85.36,5.31,0.22,0.06,0.01,7.4,1.64,99.42,0.45,20.17,6.04,2.41,0.44,0.21,24.36,2.52,50.0,-0.0,-0.0,-1
Puerto Rico,Gu�nica Municipio,48.33,51.67,6.8,20.31,9.13,12.08,11.77,11.29,13.45,9.85,6.29,79.89,7.75,0.51,0.04,0.01,9.09,2.72,99.35,0.51,25.63,5.69,1.34,0.27,0.16,21.72,11.01,46.76,-0.01,-0.01,-1
Puerto Rico,Guayama Municipio,50.03,49.97,6.88,21.34,9.87,13.27,13.48,12.61,11.15,7.26,5.11,68.16,18.54,0.84,0.13,0.03,7.07,5.24,99.11,0.56,20.35,8.11,2.77,0.59,0.67,29.43,8.33,38.84,-0.0,-0.0,-1
Puerto Rico,Guayanilla Municipio,48.56,51.44,7.13,20.39,10.21,11.72,12.28,12.53,12.38,8.51,5.57,81.9,8.32,0.44,0.06,0.0,7.25,2.03,99.51,0.3,21.39,6.96,1.7,0.35,0.32,23.4,7.29,47.51,-0.0,-0.0,-1
Puerto Rico,Guaynabo Municipio,47.53,52.47,5.72,17.87,8.88,12.04,13.5,14.49,12.1,8.6,7.55,79.36,9.81,0.4,0.23,0.01,6.95,3.24,98.23,1.29,14.13,8.83,4.5,2.64,5.38,41.06,6.24,33.62,-0.0,-0.0,-1
Puerto Rico,Gurabo Municipio,47.88,52.12,7.13,21.27,8.77,12.78,15.53,13.43,10.55,7.02,4.43,72.45,14.58,0.42,0.11,0.02,6.45,5.97,99.22,0.56,13.24,7.47,3.93,1.72,1.88,34.7,4.57,34.83,-0.0,-0.0,-1
Puerto Rico,Hatillo Municipio,48.38,51.62,6.51,19.89,9.49,11.87,14.03,13.0,11.73,8.74,5.41,87.26,4.42,0.21,0.1,0.0,5.92,2.09,99.17,0.64,21.03,6.16,2.31,0.54,0.52,26.45,9.28,41.46,-0.0,-0.0,-1
Puerto Rico,Hormigueros Municipio,46.53,53.47,5.36,18.04,7.72,10.92,13.19,11.87,13.26,11.62,8.79,81.16,8.34,0.41,0.09,0.0,7.34,2.66,99.47,0.37,21.12,10.54,3.26,0.38,0.62,32.28,3.3,45.33,-0.01,-0.01,-1
Puerto Rico,Humacao Municipio,47.47,52.53,6.49,19.7,9.68,11.57,12.89,12.98,13.07,8.68,5.85,66.13,18.48,0.84,0.21,0.0,9.72,4.61,98.96,0.74,19.96,7.26,3.14,0.88,0.86,28.25,5.32,45.36,-0.0,-0.0,-1
Puerto Rico,Juana D�az Municipio,48.2,51.8,7.43,22.48,9.8,12.03,13.42,12.88,10.83,7.24,4.83,75.27,14.3,0.47,0.09,0.01,7.39,2.47,99.39,0.44,20.05,7.27,2.14,0.68,0.34,29.47,8.42,37.84,-0.0,-0.0,-1
Puerto Rico,Juncos Municipio,47.87,52.13,7.45,21.24,9.3,13.75,14.51,12.12,10.71,7.05,4.64,71.68,13.66,0.48,0.07,0.0,8.19,5.92,99.29,0.5,19.04,7.01,2.39,1.11,0.6,29.3,5.54,39.94,-0.0,-0.0,-1
Puerto Rico,Isabela Municipio,48.66,51.34,6.38,19.78,8.93,11.89,13.73,13.35,12.08,8.74,5.98,83.4,7.49,0.33,0.14,0.01,5.8,2.82,99.04,0.76,23.32,6.32,1.82,0.53,0.28,24.08,4.92,49.44,-0.0,-0.0,-1
Puerto Rico,Jayuya Municipio,50.01,49.99,7.34,22.77,10.81,12.26,12.53,12.7,11.08,6.72,4.58,90.7,3.4,0.38,0.07,0.01,3.59,1.85,99.64,0.26,19.05,6.4,2.06,0.59,0.26,27.77,10.2,37.44,-0.01,-0.01,-1
Puerto Rico,Lajas Municipio,48.91,51.09,6.2,19.1,9.02,10.54,12.56,12.5,13.38,10.28,7.1,80.57,5.24,0.25,0.09,0.02,12.06,1.77,99.32,0.57,23.62,7.47,1.65,0.29,0.05,23.03,3.82,53.03,-0.0,-0.0,-1
Puerto Rico,Lares Municipio,49.19,50.81,6.13,20.22,10.14,11.57,12.74,13.21,12.19,8.38,6.29,91.07,3.01,0.24,0.07,0.03,3.48,2.1,99.29,0.65,24.39,6.22,1.48,0.7,0.42,25.21,8.42,46.03,-0.0,-0.0,-1
Puerto Rico,Las Mar�as Municipio,49.34,50.66,6.99,19.99,10.38,11.78,12.17,13.44,12.52,8.16,5.54,86.26,5.26,0.43,0.01,0.01,6.49,1.55,99.39,0.56,25.33,8.06,1.56,0.43,0.14,30.56,3.07,46.32,-0.01,-0.01,-1
Puerto Rico,Luquillo Municipio,47.55,52.45,6.75,21.22,8.99,11.38,13.28,12.26,12.18,9.24,5.68,65.54,20.76,0.93,0.18,0.0,8.73,3.86,97.92,1.43,18.73,8.73,3.28,1.13,1.1,32.21,8.54,36.24,-0.0,-0.0,-1
Puerto Rico,Manat� Municipio,47.69,52.31,6.8,20.81,9.12,11.57,12.27,12.92,12.19,8.9,6.3,81.82,8.66,0.5,0.1,0.0,6.35,2.58,99.24,0.61,22.74,7.79,2.75,0.86,0.69,27.49,8.39,41.72,-0.0,-0.0,-1
Puerto Rico,Las Piedras Municipio,48.45,51.55,7.24,20.09,9.39,13.67,13.92,12.42,11.94,7.35,4.74,70.48,11.85,0.48,0.1,0.01,10.35,6.73,99.38,0.45,18.31,6.99,2.34,0.68,0.89,28.05,6.42,41.43,-0.0,-0.0,-1
Puerto Rico,Lo�za Municipio,47.01,52.99,7.46,22.42,11.32,12.04,12.4,13.76,10.99,6.47,4.17,26.53,64.25,0.48,0.12,0.01,6.07,2.54,99.41,0.3,17.73,8.98,2.92,0.33,0.21,32.33,7.47,36.73,-0.0,-0.0,-1
Georgia,Putnam,48.69,51.31,6.94,16.42,7.62,10.02,11.49,14.28,15.74,11.74,6.38,67.9,26.03,0.18,0.5,0.08,4.09,1.22,6.35,66.09,12.26,11.36,7.46,3.27,5.56,41.54,3.65,34.55,61.7,19.26,2197
Georgia,Quitman,47.75,52.25,5.77,16.75,7.8,7.32,11.42,12.57,17.11,12.93,9.11,51.33,47.91,0.16,0.08,0.0,0.08,0.44,1.35,50.34,18.82,12.97,7.08,0.72,0.8,35.69,4.66,40.11,59.53,19.02,1368
Georgia,Rabun,49.31,50.69,5.5,17.71,6.8,8.32,11.58,14.19,15.53,12.56,8.69,93.3,0.96,0.42,0.71,0.05,3.02,1.55,7.99,88.89,15.91,11.52,7.46,4.35,4.68,40.73,4.12,36.69,56.32,21.54,2198
Georgia,Randolph,46.02,53.98,7.0,17.71,8.52,9.57,10.48,15.21,14.35,9.29,8.54,36.62,61.78,0.06,0.3,0.0,0.45,0.78,1.54,36.03,18.71,12.1,3.46,1.11,2.86,35.15,6.39,39.44,61.81,17.58,1369
Georgia,Richmond,48.37,51.63,7.99,18.78,12.6,13.28,11.6,13.69,11.19,6.32,5.01,39.7,54.17,0.34,1.66,0.2,1.32,2.61,4.09,38.01,12.35,10.98,6.4,3.5,3.76,39.37,4.88,29.01,67.77,16.57,2199
Georgia,Rockdale,47.57,52.43,7.49,22.05,8.57,10.38,14.4,15.5,11.97,6.32,4.31,44.81,46.42,0.3,1.78,0.07,4.48,2.15,9.46,40.87,6.5,8.26,7.23,4.75,6.78,45.23,6.22,23.41,68.64,19.86,2034
Georgia,Schley,48.04,51.96,7.66,24.81,7.33,8.54,15.05,13.67,10.8,9.26,3.85,73.01,23.33,0.04,0.72,0.0,1.92,0.98,3.21,72.1,12.18,8.48,6.23,4.07,2.77,40.06,1.9,28.28,67.56,19.06,2035
Georgia,Screven,48.76,51.24,7.26,20.27,8.35,9.83,11.81,14.43,13.76,8.31,6.59,54.58,43.29,0.32,0.39,0.01,0.28,1.13,1.23,54.12,12.53,8.88,5.59,2.73,2.54,35.0,6.07,38.68,64.01,18.47,2200
Georgia,Seminole,47.42,52.58,6.63,18.6,6.53,9.19,11.48,15.16,14.21,10.97,8.01,64.09,33.41,0.14,0.4,0.0,0.97,1.0,2.34,63.19,14.89,9.58,5.29,2.58,3.71,38.53,5.19,36.54,63.21,17.25,1370
Georgia,Spalding,48.45,51.55,8.01,19.26,8.82,11.74,13.21,14.05,12.16,7.83,5.5,62.66,32.82,0.33,0.9,0.05,1.6,1.64,3.83,60.85,11.26,9.96,6.8,3.81,4.23,41.34,5.58,29.34,66.75,18.53,2036
Georgia,Thomas,47.36,52.64,7.5,19.54,7.89,10.39,12.56,14.98,12.77,8.36,6.71,59.58,36.89,0.44,0.7,0.02,1.16,1.22,2.85,58.32,14.72,9.74,6.17,3.32,4.96,37.27,4.22,36.08,66.49,17.29,1376
Georgia,Stewart,60.78,39.22,4.57,12.83,12.26,16.82,15.27,13.07,11.42,7.49,6.67,28.0,47.28,0.18,0.73,0.02,22.81,0.99,24.0,27.32,16.23,10.4,4.99,4.04,1.45,35.94,3.1,37.32,46.7,12.69,1371
Georgia,Sumter,47.62,52.38,7.95,19.72,12.88,11.29,11.78,12.76,11.55,6.91,5.71,42.21,51.8,0.32,1.28,0.06,3.17,1.15,5.23,40.87,13.7,9.91,5.55,2.43,3.47,41.0,5.92,29.92,64.05,18.1,1372
Georgia,Talbot,47.27,52.73,5.65,17.74,6.83,8.06,11.16,17.83,16.93,10.31,5.99,39.02,59.21,0.26,0.13,0.0,0.38,0.99,1.33,38.44,16.24,8.48,6.57,3.92,3.86,37.22,7.21,35.83,66.54,16.9,2037
Georgia,Telfair,57.28,42.72,6.13,15.59,8.55,13.81,15.36,15.21,12.12,7.36,6.28,56.96,36.47,0.16,0.58,0.02,4.08,1.73,12.28,51.08,17.7,8.47,4.55,1.9,1.81,31.04,1.09,48.45,52.37,15.98,1374
Georgia,Terrell,48.08,51.92,7.64,19.04,9.26,9.84,11.03,15.12,13.64,8.68,6.22,36.58,61.19,0.19,0.31,0.01,0.79,0.92,1.69,36.14,16.74,9.1,5.92,2.74,2.62,35.52,7.36,36.89,65.66,17.26,1375
Georgia,Taliaferro,48.98,51.02,6.06,14.39,8.5,8.33,11.36,15.73,15.38,11.07,9.44,37.27,59.64,0.12,0.64,0.0,0.93,1.4,2.04,36.4,22.6,12.17,2.91,2.04,3.44,37.62,6.87,49.39,59.23,21.14,2202
