BaseYear,state,incidentType,designatedArea,Freq,FID
2006,SC,Severe Ice Storm,Anderson,2,2559
2006,SC,Severe Ice Storm,Cherokee,2,2700
2006,SC,Severe Ice Storm,Laurens,2,2794
2006,SC,Severe Ice Storm,Greenville,2,2759
2006,SC,Severe Ice Storm,Spartanburg,2,2851
2006,SC,Severe Ice Storm,Pickens,2,2834
2006,SC,Severe Ice Storm,Oconee,2,2822
2006,MO,Severe Ice Storm,Barry,4,1767
2006,MO,Severe Ice Storm,Barton,5,1771
2006,MO,Severe Ice Storm,Benton,5,1778
2006,MO,Severe Ice Storm,Camden,5,1803
2006,MO,Severe Ice Storm,Cedar,5,1007
2006,MO,Severe Ice Storm,Boone,5,1783
2006,MO,Severe Ice Storm,Callaway,5,1799
2006,MO,Severe Ice Storm,Cole,5,1022
2006,MO,Severe Ice Storm,Crawford,4,1028
2006,MO,Severe Ice Storm,Dade,5,1030
2006,MO,Severe Ice Storm,Dallas,4,1032
2006,MO,Severe Ice Storm,Christian,5,1014
2006,MO,Severe Ice Storm,Dent,4,1040
2006,MO,Severe Ice Storm,Franklin,4,1047
2006,MO,Severe Ice Storm,Gasconade,4,1049
2006,MO,Severe Ice Storm,Greene,5,1054
2006,MO,Severe Ice Storm,Hickory,5,1063
2006,MO,Severe Ice Storm,Laclede,4,1096
2006,MO,Severe Ice Storm,Lawrence,4,1101
2006,MO,Severe Ice Storm,Jasper,5,1078
2006,MO,Severe Ice Storm,Lincoln,5,1106
2006,MO,Severe Ice Storm,Maries,4,1120
2006,MO,Severe Ice Storm,McDonald,5,1113
2006,MO,Severe Ice Storm,Miller,5,1128
2006,MO,Severe Ice Storm,Osage,5,1164
2006,MO,Severe Ice Storm,Newton,5,1152
2006,MO,Severe Ice Storm,Polk,4,1183
2006,MO,Severe Ice Storm,Phelps,4,1176
2006,MO,Severe Ice Storm,Pulaski,4,1185
2006,MO,Severe Ice Storm,St. Charles,4,1205
2006,MO,Severe Ice Storm,Montgomery,5,1142
2006,MO,Severe Ice Storm,St. Clair,5,1208
2006,MO,Severe Ice Storm,St. Louis County,4,1216
2006,MO,Severe Ice Storm,Stone,4,1237
2006,MO,Severe Ice Storm,Texas,5,1245
2006,MO,Severe Ice Storm,Warren,5,1251
2006,MO,Severe Ice Storm,St. Louis City,4,1266
2006,MO,Severe Ice Storm,Webster,5,1258
2006,MO,Severe Ice Storm,Wright,5,1263
2006,IL,Severe Ice Storm,Bond,1,652
2006,IL,Severe Ice Storm,Calhoun,1,4
2006,IL,Severe Ice Storm,Christian,1,14
2006,IL,Severe Ice Storm,De Witt,1,53
2006,IL,Severe Ice Storm,Fayette,1,79
2006,IL,Severe Ice Storm,McLean,1,193
2006,IL,Severe Ice Storm,Macon,1,194
2006,IL,Severe Ice Storm,Logan,1,186
2006,IL,Severe Ice Storm,Jersey,1,142
2006,IL,Severe Ice Storm,Monroe,1,219
2006,IL,Severe Ice Storm,Madison,1,199
2006,IL,Severe Ice Storm,Macoupin,1,196
2006,IL,Severe Ice Storm,Piatt,1,238
2006,IL,Severe Ice Storm,St. Clair,1,269
2006,IL,Severe Ice Storm,Sangamon,1,274
2006,IL,Severe Ice Storm,Shelby,1,283
2006,IL,Severe Ice Storm,Montgomery,1,223
2006,IL,Severe Ice Storm,Woodford,1,328
2006,OK,Severe Ice Storm,Caddo,4,2118
2006,OK,Severe Ice Storm,Canadian,4,2123
2006,OK,Severe Ice Storm,Cleveland,4,2140
2006,OK,Severe Ice Storm,Craig,4,2148
2006,OK,Severe Ice Storm,Beaver,4,2104
2006,OK,Severe Ice Storm,Creek,4,2151
2006,OK,Severe Ice Storm,Grady,4,2184
2006,OK,Severe Ice Storm,Lincoln,4,2234
2006,OK,Severe Ice Storm,McClain,4,2245
2006,OK,Severe Ice Storm,Mayes,4,2270
