PWS ID,PWS Name,EPA Region,Primacy Agency,PWS Type,Population<br> Served Count,Cities Served,Counties Served,# of Facilities,# of Violations,# of Site Visits
NV0000406,SAND CREEK,Region 9,Nevada,Community water system,953,PINE GROVE,Churchill,5,0,1
NV0003001,RIVERBELLE PROPERTIES LLC  CEDARS,Region 9,Nevada,Transient non-community system,25,,Washoe,6,8,6
NV0000879,ALCOA  MICROMILL,Region 9,Nevada,Non-Transient non-community system,25,,Storey,4,0,3
NV0002027,MIDDLEGATE STATION,Region 9,Nevada,Transient non-community system,25,MIDDLEGATE,Churchill,3,11,7
NV0000038,ELY MUNICIPAL WATER DEPARTMENT,Region 9,Nevada,Community water system,5000,ELY,White Pine,21,31,8
NV0000306,SANDWINDS RESTAURANT SPORTS BAR,Region 9,Nevada,Transient non-community system,70,,Churchill,5,5,3
NV0001096,SANDERS WINERY,Region 9,Nevada,Transient non-community system,25,,Nye,5,1,1
NV0000244,RIVERBELLE PROPERTIES LLC  MHP,Region 9,Nevada,Community water system,150,,Washoe,7,5,6
NV0001080,HARRIS SPRINGS RANCH,Region 9,Nevada,Community water system,40,HARRIS SPRINGS,Clark,4,17,5
NV0002119,R PLACE LITTLE ASH SPRINGS,Region 9,Nevada,Transient non-community system,25,,Lincoln,5,10,5
NV0000781,WESTERNER MOTEL,Region 9,Nevada,Transient non-community system,25,,Washoe,3,17,5
NV0000167,VIRGIN VALLEY WATER DISTRICT,Region 9,Nevada,Community water system,17000,MESQUITE,Clark,42,610,7
NV0000076,HENDERSON CITY OF,Region 9,Nevada,Community water system,275000,HENDERSON,Clark,90,2,9
NV0000009,BEATTY WATER AND SANITATION DISTRICT,Region 9,Nevada,Community water system,1024,BEATTY,Nye,16,12,6
NV0000126,SHETLAND WATER DISTRICT,Region 9,Nevada,Community water system,38,,Clark,3,48,6
NV0001010,MT CHARLESTON RESTAURANT AND LODGE,Region 9,Nevada,Transient non-community system,450,,Clark,3,18,4
NV0002558,AMARGOSA WATER COMPANY,Region 9,Nevada,Community water system,54,,Nye,8,121,3
NV0000885,BARRICK RUBY HILL MINE,Region 9,Nevada,Non-Transient non-community system,125,,Eureka,6,25,3
NV0000702,ACE APARTMENTS,Region 9,Nevada,Transient non-community system,25,,Washoe,3,18,6
NV0002098,IDAHOAN FOODS,Region 9,Nevada,Non-Transient non-community system,70,,Humboldt,5,6,5
NV0000798,SILVER SPUR MOTEL,Region 9,Nevada,Transient non-community system,30,,Washoe,3,19,5
NV0000401,VEGAS JOES,Region 9,Nevada,Transient non-community system,25,,White Pine,4,0,0
NV0001126,WEST END WATER COOP ASSOC,Region 9,Nevada,Non-Transient non-community system,25,,Elko,3,0,1
NV0003068,CARSON RIVER ESTATES,Region 9,Nevada,Community water system,90,,Churchill,41,254,6
NV0000823,TONOPAH CONSERVATION CAMP  NDOC,Region 9,Nevada,Non-Transient non-community system,150,,Nye,3,1,2
NV0000273,LAMOILLE WATER USERS ASSOC,Region 9,Nevada,Community water system,200,LAMOILLE,Elko,4,14,7
NV0000329,T AND J INVESTMENTS DBA THE GROVE,Region 9,Nevada,Transient non-community system,50,,Clark,4,12,1
NV0000071,GERLACH GID,Region 9,Nevada,Community water system,180,GERLACH,Washoe,8,12,6
NV0001059,TROPICANA RESORT AND CASINO,Region 9,Nevada,Non-Transient non-community system,5950,,Clark,7,47,5
NV0002524,CARLIN HONOR CAMP NDOC,Region 9,Nevada,Non-Transient non-community system,147,,Elko,9,4,3
NV0000005,ALAMO SEWER AND WATER GID,Region 9,Nevada,Community water system,900,ALAMO,Lincoln,10,35,6
NV0005005,WELLS HONOR CAMP  NDOC,Region 9,Nevada,Non-Transient non-community system,150,,Elko,3,7,4
NV0000191,ARROWHEAD MHP,Region 9,Nevada,Community water system,65,,Washoe,6,78,8
NV0000032,DAYTON VALLEY WATER SYSTEM,Region 9,Nevada,Community water system,12000,"DAYTON, MOUNDHOUSE",Lyon,61,2,6
NV0002090,BOONIES,Region 9,Nevada,Transient non-community system,50,,Esmeralda,3,17,6
NV0000246,WEST WENDOVER WATER SYSTEM,Region 9,Nevada,Community water system,4200,,Elko,12,13,8
NV0000341,CARMENS MEXICAN RESTAURANT,Region 9,Nevada,Transient non-community system,25,,Lyon,3,11,1
NV0000068,RIVERVIEW MOBILE HOME PARK,Region 9,Nevada,Community water system,59,,Douglas,4,27,6
NV0001091,CALIFORNIA NATIONAL HISTORIC TRAILS CTR,Region 9,Nevada,Transient non-community system,178,,Elko,5,1,1
