PWS ID,PWS Name,EPA Region,Primacy Agency,PWS Type,Population<br> Served Count,Cities Served,Counties Served,# of Facilities,# of Violations,# of Site Visits
AK2226046,CAMP CHALLENGE,Region 10,Alaska,Transient non-community system,40,PALMER,Matanuska-Susitna Borough,4,10,5
AK2226290,LONG RIFLE LODGE,Region 10,Alaska,Transient non-community system,25,PALMER,Matanuska-Susitna Borough,3,9,3
AK2226517,ALPINE INN,Region 10,Alaska,Transient non-community system,50,PALMER,Matanuska-Susitna Borough,3,2,4
AK2272011,BETHEL TROOPER HOUSING,Region 10,Alaska,Non-Transient non-community system,60,BETHEL,Bethel Census Area,6,424,1
AK2270299,EMMONAK WATER SYSTEM,Region 10,Alaska,Community water system,820,EMMONAK,Wade Hampton Census Area,7,684,7
AK2240464,NANWALEK,Region 10,Alaska,Community water system,281,NANWALEK,Kenai Peninsula Borough,6,546,8
AK2240503,HIGHLAND PRIDE MOBILE TRAILER PARK,Region 10,Alaska,Community water system,100,SOLDOTNA,Kenai Peninsula Borough,4,131,4
AK2240969,CONOCO PHILLIPS KENAI LNG PLANT,Region 10,Alaska,Non-Transient non-community system,38,KENAI,Kenai Peninsula Borough,9,18,4
AK2350146,UAF/IAB TOOLIK FIELD STATION,Region 10,Alaska,Transient non-community system,45,FAIRBANKS,Fairbanks North Star Borough,5,45,4
AK2370730,SOURDOUGH LODGE,Region 10,Alaska,Transient non-community system,25,GAKONA,Valdez-Cordova Census Area,5,3,1
AK2333314,COLDFOOT CAFE,Region 10,Alaska,Transient non-community system,115,COLDFOOT,Yukon-Koyukuk Census Area,4,33,4
AK2260040,KOLIGANEK WATER SYSTEM,Region 10,Alaska,Community water system,167,KOLIGANEK,Dillingham Census Area,6,251,5
AK2220187,TALKEETNA BAPTIST CHURCH,Region 10,Alaska,Transient non-community system,80,TALKEETNA,Matanuska-Susitna Borough,3,2,1
AK2220033,HEART OF WILLOW MEDICAL BUILDING,Region 10,Alaska,Transient non-community system,152,WILLOW,Matanuska-Susitna Borough,2,4,2
AK2248080,ARCTIC TRACKS DINER,Region 10,Alaska,Transient non-community system,100,NINILCHIK,Kenai Peninsula Borough,5,3,3
