PWS ID,PWS Name,EPA Region,Primacy Agency,PWS Type,Population<br> Served Count,Cities Served,Counties Served,# of Facilities,# of Violations,# of Site Visits
NE3120977,CASS CO SID 7 - SWALLOW HILL,Region 7,Nebraska,Community water system,59,PLATTSMOUTH,Cass,3,1,6
NE3121247,SANDS EDGE,Region 7,Nebraska,Transient non-community system,60,LEMOYNE,Keith,5,1,4
NE3121083,HY VEE 1467 OMAHA,Region 7,Nebraska,Transient non-community system,25,,Douglas,3,1,1
NE3102705,"LAUREL, CITY OF",Region 7,Nebraska,Community water system,964,LAUREL,Cedar,10,19,25
NE3105517,"WATERLOO, VILLAGE OF",Region 7,Nebraska,Community water system,1150,WATERLOO,Douglas,5,3,6
NE3150144,PRESSEY WMA - NG & PC,Region 7,Nebraska,Transient non-community system,30,ANSELMO,Custer,4,4,2
NE3121344,HY VEE 1386 LINCOLN,Region 7,Nebraska,Transient non-community system,26,LINCOLN,Lancaster,4,0,1
NE3121075,HY VEE 1387 LINCOLN,Region 7,Nebraska,Transient non-community system,25,LINCOLN,Lancaster,5,2,2
NE3120529,HY VEE WILLIAMSBURG,Region 7,Nebraska,Transient non-community system,25,LINCOLN,Lancaster,3,1,3
NE3150106,MERRITT RESERVOIR SRA - NG & PC,Region 7,Nebraska,Transient non-community system,26,VALENTINE,Cherry,24,12,8
NE3105518,"VALLEY, CITY OF",Region 7,Nebraska,Community water system,1900,VALLEY,Douglas,11,1,7
NE3121318,NO FRILLS WT026A OMAHA,Region 7,Nebraska,Transient non-community system,25,OMAHA,Douglas,2,0,2
NE3121024,CROW BUTTE RESOURCES WATER SUPPLY,Region 7,Nebraska,Non-Transient non-community system,80,CRAWFORD,Dawes,4,0,9
NE3101505,"NAPER, VILLAGE OF",Region 7,Nebraska,Community water system,84,NAPER,Boyd,6,6,5
NE3120769,NEBRASKA CROSSING,Region 7,Nebraska,Non-Transient non-community system,300,GRETNA,Sarpy,5,2,3
NE3115512,"WAHOO, CITY OF",Region 7,Nebraska,Community water system,4508,WAHOO,Saunders,13,12,11
NE3121262,ST BENEDICT CENTER,Region 7,Nebraska,Transient non-community system,25,SCHUYLER,Colfax,8,3,4
NE3121346,BAG N SAVE 5019 GROVER,Region 7,Nebraska,Transient non-community system,26,OMAHA,Douglas,2,0,1
NE3120081,SARGENT PIPE COMPANY,Region 7,Nebraska,Non-Transient non-community system,40,BROKEN BOW,Custer,5,1,3
NE3115907,"MILFORD, CITY OF",Region 7,Nebraska,Community water system,2105,MILFORD,Seward,16,20,11
NE3121347,BAG N SAV 1826 VINTON,Region 7,Nebraska,Transient non-community system,26,OMAHA,Douglas,2,0,1
NE3121240,PREFERRED SANDS OF GENOA LLC,Region 7,Nebraska,Non-Transient non-community system,50,GENOA,Nance,3,1,6
NE3150550,INDIAN CAVE STATE PARK - NG & PC,Region 7,Nebraska,Transient non-community system,280,SHUBERT,Richardson,14,7,3
NE3120518,ARTHUR CO DIST 500 HIGH SCHOOL,Region 7,Nebraska,Non-Transient non-community system,75,ARTHUR,Arthur,9,4,12
NE3118105,"WINSIDE, VILLAGE OF",Region 7,Nebraska,Community water system,438,WINSIDE,Wayne,10,5,18
NE3120767,GREASERS VILLAGE INN,Region 7,Nebraska,Transient non-community system,50,RICHLAND,Colfax,3,2,5
NE3150152,CHADRON STATE PARK - NG & PC,Region 7,Nebraska,Transient non-community system,300,CHADRON,Dawes,11,7,12
NE3105317,SCHULZLAND MOBILE HOME PARK,Region 7,Nebraska,Community water system,37,FREMONT,Dodge,3,6,3
NE3120080,THE EGGING COMPANY,Region 7,Nebraska,Non-Transient non-community system,75,GURLEY,Cheyenne,5,7,12
NE3150141,VICTORIA SPRINGS SRA - NG & PC,Region 7,Nebraska,Transient non-community system,281,ANSELMO,Custer,10,5,2
NE3104308,LAKE VILLAGE MOBILE HOME PARK,Region 7,Nebraska,Community water system,98,SOUTH SIOUX CITY,Dakota,9,8,11
NE3102708,"WYNOT, VILLAGE OF",Region 7,Nebraska,Community water system,191,WYNOT,Cedar,5,13,25
NE3120567,"SEWARD MOTOR FREIGHT, INC",Region 7,Nebraska,Non-Transient non-community system,50,SEWARD,Seward,5,32,4
NE3110105,HILLTOP HIDEAWAY,Region 7,Nebraska,Transient non-community system,33,LEMOYNE,Keith,6,4,2
NE3114107,SILVER TRAILER PARK,Region 7,Nebraska,Community water system,85,COLUMBUS,Platte,4,6,5
NE3121237,CPI NORTHWEST DIV STAPLETON,Region 7,Nebraska,Transient non-community system,30,STAPLETON,Logan,3,1,6
NE3120151,LINOMA BEACH,Region 7,Nebraska,Transient non-community system,25,GRETNA,Sarpy,6,13,4
NE3101105,ST EDWARD CITY OF,Region 7,Nebraska,Community water system,705,ST. EDWARD,Boone,5,8,15
