PWS ID,PWS Name,EPA Region,Primacy Agency,PWS Type,Population<br> Served Count,Cities Served,Counties Served,# of Facilities,# of Violations,# of Site Visits
FL2161333,BLAIR ROAD APARTMENTS,Region 4,Florida,Community water system,120,JACKSONVILLE,Duval,2,21,50
FL2100150,CAMP BLANDING,Region 4,Florida,Community water system,2500,STARKE,Clay,8,19,39
FL3424980,NOWHERE LOUNGE,Region 4,Florida,Transient non-community system,25,OCALA,Marion,2,13,10
FL2614237,TAYLOR'S GROCERY,Region 4,Florida,Transient non-community system,25,LIVE OAK,Suwannee,2,0,9
FL2104354,KANGAROO EXPRESS #6267,Region 4,Florida,Transient non-community system,25,ORANGE PARK,Clay,2,2,23
FL6144901,WILD KINGDOM CHILD CARE II,Region 4,Florida,Non-Transient non-community system,55,NOCATEE,DeSoto,3,0,9
FL1324199,JACKSON COUNTY UTILITIES NO. 2,Region 4,Florida,Non-Transient non-community system,30,COTTONDALE,Jackson,3,0,13
FL2120494,PONDVIEW  MHP,Region 4,Florida,Transient non-community system,129,LAKE CITY,Columbia,2,24,33
FL2010749,MICANOPY WTP,Region 4,Florida,Community water system,650,MICANOPY,Alachua,3,10,21
FL4061281,SEMINOLE TRUCK STOP,Region 4,Florida,Transient non-community system,231,FT LAUDERDALE,Broward,2,14,85
FL3424211,REDDICK SUPERMARKET,Region 4,Florida,Transient non-community system,25,REDDICK,Marion,2,6,12
FL3314205,SUNSET MOBILE HOME COURT,Region 4,Florida,Transient non-community system,25,SEBASTIAN,Indian River,2,3,17
FL4134513,MIAMI INTL AIRPORT,Region 4,Florida,Non-Transient non-community system,30000,MIAMI,Miami-Dade,1,7,3
FL5364040,LAKE FAIRWAYS MOBILE HOME PARK,Region 4,Florida,Community water system,2000,NORTH FORT MYERS,Lee,3,5,63
FL3420925,OCALA FOREST CAMPGROUND,Region 4,Florida,Transient non-community system,25,UMATILLA,Marion,2,6,11
FL3424652,SHADY ROAD VILLAS TRAILER PARK,Region 4,Florida,Community water system,183,OCALA,Marion,2,12,14
FL3354916,SOUTHLAKE UTILITIES,Region 4,Florida,Community water system,8300,CLERMONT,Lake,4,3,11
FL2614238,JIFFY STORE #311,Region 4,Florida,Transient non-community system,45,LIVE OAK,Suwannee,2,4,10
FL6291191,MICHIGAN MHP,Region 4,Florida,Community water system,80,TAMPA,Hillsborough,4,21,37
FL6511028,LAKEWOOD TRAVEL PARK,Region 4,Florida,Non-Transient non-community system,60,HUDSON,Pasco,2,1,27
FL6531006,LAKE WALES CAMPGROUND,Region 4,Florida,Transient non-community system,100,LAKE WALES,Polk,2,7,33
FL6515187,DARBY COMMUNITY CHURCH,Region 4,Florida,Transient non-community system,85,SAN ANTONIO,Pasco,3,2,23
FL2151406,GAIL'S CAFE,Region 4,Florida,Transient non-community system,25,OLD TOWN,Dixie,2,5,23
FL2544310,CHRIST IND. METHODIST CHURCH,Region 4,Florida,Transient non-community system,200,PALATKA,Putnam,2,9,10
FL2164434,SANDOLLAR RESTAURANT,Region 4,Florida,Transient non-community system,25,JACKSONVILLE,Duval,2,17,30
FL1650630,"ST. MARKS, CITY OF WATER SYS.",Region 4,Florida,Community water system,643,ST. MARKS,Wakulla,1,16,17
FL1660290,"FREEPORT, CITY OF",Region 4,Florida,Community water system,6380,FREEPORT,Walton,12,10,30
FL4060976,"NORTH LAUDERDALE, CITY OF",Region 4,Florida,Community water system,32632,NORTH LAUDERDALE,Broward,4,16,80
FL6093082,KWIK SAVE FOODMART-INVERNESS,Region 4,Florida,Transient non-community system,25,INVERNESS,Citrus,4,9,31
FL4131313,SILVER PALMS METHODIST CHURCH,Region 4,Florida,Transient non-community system,200,HOMESTEAD,Miami-Dade,2,15,32
FL3420531,WANDERING OAKS RV RESORT (2WPS/1POE),Region 4,Florida,Community water system,122,OCALA,Marion,5,16,16
FL6293045,STOP ; GO DISCOUNT BEVERAGE,Region 4,Florida,Transient non-community system,100,PLANT CITY,Hillsborough,2,8,21
FL3591451,WEATHERSFIELD,Region 4,Florida,Community water system,4221,ALTAMONTE SPRINGS,Seminole,4,14,16
FL4431883,CORA-WIN COVE,Region 4,Florida,Community water system,165,PORT SALERNO,Martin,2,21,24
FL6254783,SOLOMON'S CASTLE,Region 4,Florida,Transient non-community system,25,ONA,Hardee,2,3,14
FL6412538,SIX L'S FARM OP 15 CAMP 3 SITE 1,Region 4,Florida,Transient non-community system,150,DUETTE,Manatee,2,0,5
FL6588094,GREENSCAPE SERVICES,Region 4,Florida,Transient non-community system,35,SARASOTA,Sarasota,2,4,43
FL3531318,OUTDOOR RESORTS,Region 4,Florida,Community water system,1500,DAVENPORT,Polk,2,8,23
FL3351366,TIMBER VILLAGE MOBILE HOME PK,Region 4,Florida,Community water system,176,GROVELAND,Lake,2,26,19
FL6272434,LAKE VILLAGE WATER SYSTEM,Region 4,Florida,Transient non-community system,25,BROOKSVILLE,Hernando,2,32,44
FL6424669,HWY 40 BP # 2 - ISLAND FOOD STORE #303,Region 4,Florida,Transient non-community system,25,OCALA,Marion,2,2,37
FL6295183,BAY HILLS VILLAGE CONDO ASSOCIATION,Region 4,Florida,Community water system,250,THONOTOSASSA,Hillsborough,2,51,35
FL6535056,TENOROC STATE RESERVE/OFFICE,Region 4,Florida,Transient non-community system,35,LAKELAND,Polk,2,6,28
FL6254771,ALAN JAY ENTERPRISES OF WAUCHULA,Region 4,Florida,Transient non-community system,25,WAUCHULA,Hardee,2,0,25
FL6531424,POLK CITY SYSTEM,Region 4,Florida,Community water system,2710,POLK CITY,Polk,4,3,22
FL1664101,COPE CENTER INC ( AKA MAGNOLIA TERRACE ),Region 4,Florida,Non-Transient non-community system,27,DEFUNIAK SPRINGS,Walton,1,2,12
FL2214191,COUNTRYSIDE BAPTIST/RIVERSIDE CHRISTIAN,Region 4,Florida,Non-Transient non-community system,50,TRENTON,Gilchrist,2,1,14
FL6531021,LAKESIDE RANCH INVESTMENT CORP,Region 4,Florida,Community water system,325,WINTER HAVEN,Polk,3,13,29
