PWS ID,PWS Name,EPA Region,Primacy Agency,PWS Type,Population<br> Served Count,Cities Served,Counties Served,# of Facilities,# of Violations,# of Site Visits
MI2420135,KENTUCKY FRIED CHICKEN/TACO BELL,Region 5,Michigan,Transient non-community system,25,PETOSKEY,Emmet,1,4,1
MI1520029,BEACHCOMBER WILD ROSE CAFE,Region 5,Michigan,Transient non-community system,25,BEAVER ISLAND,Charlevoix,1,6,1
MI1620126,DNR BURT LAKE STATE PARK,Region 5,Michigan,Transient non-community system,1200,INDIAN RIVER,Cheboygan,1,1,1
MI4920284,SILVER SANDS RESORT,Region 5,Michigan,Transient non-community system,30,ST IGNACE,Mackinac,2,2,1
MI4720148,TUMBLEWEED CANTINA (AKA SNAPPERS),Region 5,Michigan,Transient non-community system,100,FENTON,Livingston,1,4,2
MI3720045,WINN ELEMENTARY SCHOOL,Region 5,Michigan,Non-Transient non-community system,100,WINN,Isabella,3,2,1
MI4920005,TODD'S TAVERN,Region 5,Michigan,Transient non-community system,25,MORAN,Mackinac,3,10,1
MI5220029,Sturgis Saloon,Region 5,Michigan,Transient non-community system,25,SKANDIA,Marquette,1,6,1
MI5720081,MOREY COMMUNITY CHURCH,Region 5,Michigan,Transient non-community system,50,LAKE CITY,Missaukee,2,5,2
MI3820088,LINDSAY'S,Region 5,Michigan,Transient non-community system,200,PARMA,Jackson,1,11,2
MI6520100,ROSE CITY DAIRY QUEEN,Region 5,Michigan,Transient non-community system,200,ROSE CITY,Ogemaw,2,1,1
MI1820218,COMMUNITY MENTAL HEALTH,Region 5,Michigan,Non-Transient non-community system,65,HARRISON,Clare,1,0,1
MI6720165,ST PAUL LUTHERAN CHURCH,Region 5,Michigan,Transient non-community system,200,REED CITY,Osceola,1,2,1
MI6620035,THE FOOTHILLS,Region 5,Michigan,Transient non-community system,80,SILVER CITY,Ontonagon,1,11,1
MI7820132,Bennington Golf Club,Region 5,Michigan,Transient non-community system,75,Owosso,Shiawassee,1,10,1
MI7120141,Thunder BayCommunity Health Services,Region 5,Michigan,Transient non-community system,25,ONAWAY,Presque Isle,1,5,1
MI7020398,"CONSUMERS ENERGY WELLS 4,6",Region 5,Michigan,Non-Transient non-community system,200,WEST OLIVE,Ottawa,4,3,1
MI7020402,PORT SHELDON PARTY STORE,Region 5,Michigan,Transient non-community system,60,WEST OLIVE,Ottawa,1,3,2
MI6321965,KENSINGTON-NATURE CENTER,Region 5,Michigan,Transient non-community system,100,MILFORD,Oakland,1,8,2
MI6920142,"CENTER MANUFACTURING, INC.",Region 5,Michigan,Non-Transient non-community system,80,VANDERBILT,Otsego,2,16,2
MI6220186,OXBOW PARK REC AREA WELL #4,Region 5,Michigan,Transient non-community system,25,NEWAYGO,Newaygo,1,4,1
MI6321494,BROOKS ELEMENTARY SCHOOL,Region 5,Michigan,Non-Transient non-community system,350,WHITE LAKE,Oakland,1,12,1
MI6120392,MOSS RIDGE GOLF CLUB,Region 5,Michigan,Transient non-community system,25,RAVENNA,Muskegon,1,2,1
MI0001330,"CHARLEVOIX, CITY OF",Region 5,Michigan,Community water system,3124,CHARLEVOIX,Charlevoix,3,2,4
MI0000127,ALLENDALE TOWNSHIP,Region 5,Michigan,Community water system,17543,ALLENDALE,Ottawa,6,0,4
MI2520213,CROSSROADS VILLAGE CAFE,Region 5,Michigan,Transient non-community system,25,FLINT,Genesee,1,1,2
MI1120639,BERRIEN CENTER BIBLE CHURCH,Region 5,Michigan,Transient non-community system,400,BERRIEN CENTER,Berrien,2,2,1
MI0005360,PITTSFIELD TOWNSHIP,Region 5,Michigan,Community water system,20000,ANN ARBOR,Washtenaw,3,0,5
MI2521169,OUTDOOR ADVENTURES LAKESHORE RESORT,Region 5,Michigan,Transient non-community system,500,DAVISON,Genesee,12,4,1
MI5120075,PORTAGE LAKE COVENANT BIBLE,Region 5,Michigan,Transient non-community system,25,ONEKAMA,Manistee,2,5,1
MI6322684,VANDERVEEN DENTAL OFFICE,Region 5,Michigan,Transient non-community system,30,CLARKSTON,Oakland,1,1,2
MI2720036,MDOT GATEWAY PARK,Region 5,Michigan,Transient non-community system,30,WATERSMEET,Gogebic,1,5,1
MI2120069,BREEZY POINT BAR,Region 5,Michigan,Transient non-community system,300,ESCANABA,Delta,1,3,1
MI2520525,JUDSON BAPTIST CHURCH,Region 5,Michigan,Transient non-community system,200,BURTON,Genesee,1,7,2
MI1120176,COLOMA PLAZA/ROMA PIZZA,Region 5,Michigan,Transient non-community system,100,COLOMA,Berrien,1,22,1
MI1320151,BOSHEAR FORD,Region 5,Michigan,Transient non-community system,25,MARSHALL,Calhoun,1,3,1
MI1620296,BLACK MOUNTAIN LODGE,Region 5,Michigan,Transient non-community system,100,CHEBOYGAN,Cheboygan,1,6,2
MI8020476,LARIAT LANES,Region 5,Michigan,Transient non-community system,25,BANGOR,Van Buren,1,1,1
MI4720052,TAYLORS BEACH CAMPGROUND - OFFICE & LAUNDRY,Region 5,Michigan,Transient non-community system,255,HOWELL,Livingston,1,4,2
MI4720112,WOODLAND MOTEL - EAST WELL,Region 5,Michigan,Transient non-community system,25,BRIGHTON,Livingston,4,10,1
MI4120722,CREEKSIDE PARK - NORTH,Region 5,Michigan,Transient non-community system,125,GRAND RAPIDS,Kent,1,1,1
MI5920317,SIDNEY TAVERN,Region 5,Michigan,Transient non-community system,30,SIDNEY,Montcalm,1,18,1
MI4720010,CHILSON COMMONS,Region 5,Michigan,Non-Transient non-community system,200,PINCKNEY,Livingston,2,7,1
MI6420144,SUNRISE CAMPGROUND,Region 5,Michigan,Transient non-community system,25,WALKERVILLE,Oceana,1,1,1
MI7320154,MCDONALDS OF CHESANING,Region 5,Michigan,Non-Transient non-community system,200,CHESANING,Saginaw,3,12,1
MI4120791,EGYPT VALLEY MAINTENANCE,Region 5,Michigan,Non-Transient non-community system,50,ADA,Kent,1,0,1
