PWS ID,PWS Name,EPA Region,Primacy Agency,PWS Type,Population<br> Served Count,Cities Served,Counties Served,# of Facilities,# of Violations,# of Site Visits
PA3390097,HANOVER TOWNSHIP LEHIGH COUNTY,Region 3,Pennsylvania,Community water system,520,,Lehigh,3,6,3
PA3540416,THE ROCK HOTEL,Region 3,Pennsylvania,Transient non-community system,40,,Schuylkill,3,11,4
PA3480375,FORKS DINER,Region 3,Pennsylvania,Transient non-community system,175,,Northampton,3,41,2
PA5040303,NVR BLDG PROD,Region 3,Pennsylvania,Non-Transient non-community system,225,,Beaver,12,123,4
PA3480412,PETERSVILLE ROD & GUN CLUB,Region 3,Pennsylvania,Transient non-community system,200,,Northampton,3,3,2
PA6200037,DENNY RIDGE MOBILE HOME PARK,Region 3,Pennsylvania,Community water system,66,,Crawford,5,32,4
PA7360671,ZIMMERMAN & SONS INC,Region 3,Pennsylvania,Transient non-community system,25,,Lancaster,3,7,2
PA5650325,BRADYS RESTAURANT,Region 3,Pennsylvania,Transient non-community system,300,,Westmoreland,3,9,2
PA7220029,PINE MANOR MHP,Region 3,Pennsylvania,Community water system,335,,Dauphin,4,97,3
PA4110010,N E TRAILER COURT,Region 3,Pennsylvania,Community water system,81,,Cambria,4,92,4
PA2520095,OAK MANOR ESTATES,Region 3,Pennsylvania,Community water system,46,,Pike,3,24,2
PA1461027,CHIAROS GREEN LANE,Region 3,Pennsylvania,Transient non-community system,100,,Montgomery,2,4,2
PA2660316,LAKE CAREY INN,Region 3,Pennsylvania,Transient non-community system,25,,Wyoming,2,23,1
PA2400068,HYLAND MHP,Region 3,Pennsylvania,Community water system,75,,Luzerne,3,54,3
PA2400830,SAFTEY REST AREA SITE #54,Region 3,Pennsylvania,Transient non-community system,840,,Luzerne,3,3,2
PA2580882,DANDY MINI MART NO 72,Region 3,Pennsylvania,Transient non-community system,100,,Susquehanna,2,9,2
PA3060832,DUNKARD BRETHREN CH SCH,Region 3,Pennsylvania,Non-Transient non-community system,83,,Berks,3,10,2
PA4110001,TEAKETTLE RUN WATER AUTH,Region 3,Pennsylvania,Community water system,92,,Cambria,3,95,3
PA5650397,THE RUNAWAY,Region 3,Pennsylvania,Transient non-community system,25,,Westmoreland,3,3,3
PA5650405,MARYS TASTYLAND,Region 3,Pennsylvania,Transient non-community system,50,,Westmoreland,3,7,3
PA2520046,MILFORD WATER AUTHORITY,Region 3,Pennsylvania,Community water system,2400,,Pike,4,40,8
PA2640830,TRIOS RESTAURANT,Region 3,Pennsylvania,Transient non-community system,50,,Wayne,2,17,1
PA2451364,JANES,Region 3,Pennsylvania,Transient non-community system,100,,Monroe,3,4,2
PA6420837,HOWARDS CAMPGROUND,Region 3,Pennsylvania,Transient non-community system,25,,McKean,4,0,2
PA2660353,FIREPLACE RESTAURANT,Region 3,Pennsylvania,Transient non-community system,100,,Wyoming,3,3,1
PA2580452,SHADY REST CAMPGROUNDS,Region 3,Pennsylvania,Transient non-community system,30,,Susquehanna,3,14,0
PA7670006,LLEWELLYNS MHP,Region 3,Pennsylvania,Community water system,250,,York,5,38,4
PA7671000,SHUMAKERS SVC INC,Region 3,Pennsylvania,Transient non-community system,25,,York,3,6,1
PA7670038,CRALEY MHP,Region 3,Pennsylvania,Community water system,35,,York,5,227,5
PA3061082,WING POINTE,Region 3,Pennsylvania,Transient non-community system,25,,Berks,3,13,2
PA3130040,BLUE HERON HOMEOWNERS ASSOC,Region 3,Pennsylvania,Community water system,450,,Carbon,3,1,2
PA3130392,ARBYS,Region 3,Pennsylvania,Non-Transient non-community system,80,,Carbon,3,112,3
PA3061013,KIMS CATERING COLLECTION,Region 3,Pennsylvania,Transient non-community system,50,,Berks,3,16,1
PA1091240,HILLTOWN GERMAN SPORTSMAN CLUB,Region 3,Pennsylvania,Transient non-community system,35,,Bucks,3,1,1
PA7671134,FORRYS DRIVE IN,Region 3,Pennsylvania,Transient non-community system,25,,York,3,5,1
PA7671165,KINGS KIDS CAMP,Region 3,Pennsylvania,Transient non-community system,70,,York,5,19,2
PA6330013,SYKESVILLE BOROUGH,Region 3,Pennsylvania,Community water system,1500,,Jefferson,3,49,5
