PWS ID,PWS Name,EPA Region,Primacy Agency,PWS Type,Population<br> Served Count,Cities Served,Counties Served,# of Facilities,# of Violations,# of Site Visits
CO0253810,SOUTH FORK LODGE,Region 8,Colorado,Transient non-community system,72,,Rio Grande,5,12,5
CO0143518,MONTROSE CITY OF,Region 8,Colorado,Community water system,17000,,Montrose,7,0,5
CO0145360,HOMESTEAD IMPROVEMENT ASSOCIATION INC,Region 8,Colorado,Community water system,65,,Otero,4,7,4
CO0215166,CAMP CEDAREDGE,Region 8,Colorado,Transient non-community system,164,,Delta,3,6,5
CO0235713,SKY RANCH LUTHERAN CAMP,Region 8,Colorado,Transient non-community system,226,,Larimer,4,6,8
CO0108600,MOUNTAIN VISTA VILLAGE,Region 8,Colorado,Community water system,100,,Chaffee,8,36,5
CO0211318,GOLD PAN RV AND CABINS,Region 8,Colorado,Transient non-community system,505,,Conejos,2,6,0
CO0235624,POUDRE RIVER PARADISE,Region 8,Colorado,Transient non-community system,54,,Larimer,3,5,3
CO0225205,DEVILS THUMB RANCH RESORT,Region 8,Colorado,Non-Transient non-community system,451,,Grand,7,16,3
CO0262155,BRIGGSDALE SCHOOL,Region 8,Colorado,Non-Transient non-community system,161,,Weld,7,4,11
CO0113700,ORDWAY TOWN OF,Region 8,Colorado,Community water system,1300,,Crowley,17,62,3
CO0107115,ALLENSPARK WSD,Region 8,Colorado,Community water system,90,,Boulder,4,84,7
CO0134630,NARROW GAUGE MHP,Region 8,Colorado,Community water system,150,,La Plata,6,13,3
CO0144015,LOG LANE VILLAGE TOWN OF,Region 8,Colorado,Community water system,1006,,Morgan,8,8,4
CO0251950,YMCA CAMP JACKSON,Region 8,Colorado,Transient non-community system,120,,Pueblo,4,9,3
CO0239615,PLATEAU VALLEY SCHOOL DIST 50,Region 8,Colorado,Non-Transient non-community system,386,,Mesa,4,0,6
CO0102100,ALAMOSA CITY OF,Region 8,Colorado,Community water system,9133,,Alamosa,19,219,6
CO0107485,LONGMONT CITY OF,Region 8,Colorado,Community water system,85000,,Boulder,21,39,6
CO0107538,NEDERLAND TOWN OF,Region 8,Colorado,Community water system,2000,,Boulder,11,24,7
CO0108375,CASA DEL RIO SUBD,Region 8,Colorado,Community water system,30,,Chaffee,4,2,2
CO0207725,SUNDANCE CAFE AND LODGE,Region 8,Colorado,Transient non-community system,242,,Boulder,3,25,4
CO0347430,KENOSHA CG,Region 8,Colorado,Transient non-community system,91,,Park,3,1,3
CO0132020,STRATTON TOWN OF,Region 8,Colorado,Community water system,960,,Kit Carson,11,84,8
CO0218101,COMMUNITY BAPTIST CHURCH,Region 8,Colorado,Transient non-community system,303,,Douglas,5,6,5
CO0234740,ROOT CREEK WA,Region 8,Colorado,Transient non-community system,243,,La Plata,4,7,3
CO0103035,EAST CHERRY CREEK VALLEY WSD,Region 8,Colorado,Community water system,50500,,Arapahoe,183,708,7
CO0224210,GILPIN COUNTY SCHOOL,Region 8,Colorado,Non-Transient non-community system,500,,Gilpin,7,26,7
CO0126715,SOMERSET TOWN OF,Region 8,Colorado,Community water system,100,,Gunnison,2,1,3
CO0103081,ROLLING PLAINS ESTATE,Region 8,Colorado,Community water system,35,,Arapahoe,5,37,4
CO0353050,ASPEN GLADE CG,Region 8,Colorado,Transient non-community system,34,,Conejos,6,0,1
CO0223680,RIO BLANCO RANCH COMPANY,Region 8,Colorado,Transient non-community system,75,,Garfield,13,7,1
CO0330450,LONE ROCK CG,Region 8,Colorado,Transient non-community system,72,,Jefferson,4,5,4
CO0353700,THIRTY MILE CG,Region 8,Colorado,Transient non-community system,66,,Hinsdale,4,2,2
CO0347510,MERIDIAN CG,Region 8,Colorado,Transient non-community system,54,,Park,2,1,5
CO0126325,GUNNISON CITY OF,Region 8,Colorado,Community water system,7620,,Gunnison,22,8,6
CO0121220,PAR PROPERTIES LLC,Region 8,Colorado,Community water system,67,,El Paso,3,156,6
CO0221725,SNOW WOLF LODGE,Region 8,Colorado,Transient non-community system,26,,Archuleta,5,1,1
CO0130035,GENESEE WSD,Region 8,Colorado,Community water system,4100,,Jefferson,14,62,7
CO0136100,AGUILAR TOWN OF,Region 8,Colorado,Community water system,825,,Las Animas,19,37,8
CO0207755,COLORADO MOUNTAIN RANCH,Region 8,Colorado,Transient non-community system,201,,Boulder,6,20,6
CO0207150,BOULDER COUNTY FAIRGROUNDS,Region 8,Colorado,Non-Transient non-community system,2540,,Boulder,2,5,2
CO0226736,TAYLOR PARK TRADING POST,Region 8,Colorado,Transient non-community system,221,,Gunnison,9,8,7
CO0118002,BELL MTN RANCH,Region 8,Colorado,Community water system,1000,,Douglas,9,1,4
CO0257326,ALPINO WINE BAR,Region 8,Colorado,Transient non-community system,140,,San Miguel,4,0,1
CO0218165,CANYONS COMMUNITY CHURCH,Region 8,Colorado,Transient non-community system,75,,Douglas,3,0,2
CO0123605,PEACH VALLEY ORCHARD SUBD,Region 8,Colorado,Community water system,27,,Garfield,3,1,3
CO0262513,MOUNTAIN STATES JATC TRAINING FACILITY,Region 8,Colorado,Transient non-community system,100,,Weld,4,1,2
CO0120003,CLEARWATER MD,Region 8,Colorado,Community water system,200,,Elbert,4,17,3
CO0162707,SEVERANCE TOWN OF,Region 8,Colorado,Community water system,2300,,Weld,4,3,4
CO0262170,CARDINAL COMMUNITY ACADEMY,Region 8,Colorado,Non-Transient non-community system,120,,Weld,3,2,7
CO0234279,FLORIDA MESA CHILD CARE CENTER,Region 8,Colorado,Non-Transient non-community system,60,,La Plata,4,264,2
CO0135342,HIGH COUNTRY ESTATES,Region 8,Colorado,Transient non-community system,39,,Larimer,6,2,7
CO0321525,MONUMENT WORK CENTER NO 1,Region 8,Colorado,Transient non-community system,77,,El Paso,4,3,1
CO0130152,BONVUE,Region 8,Colorado,Community water system,400,,Jefferson,3,0,4
CO0135538,NEWELL WARNOCK WA,Region 8,Colorado,Community water system,160,,Larimer,5,54,5
CO0115352,HOTCHKISS TOWN OF,Region 8,Colorado,Community water system,1120,,Delta,10,85,9
CO0215115,ALEXANDER LAKE LODGE,Region 8,Colorado,Transient non-community system,100,,Delta,4,14,3
CO0121300,FOUNTAIN VALLEY AUTHORITY,Region 8,Colorado,Community water system,0,,El Paso,10,2,3
CO0221820,SEVEN FALLS COMPANY LUNCH ROOM,Region 8,Colorado,Transient non-community system,162,,El Paso,5,4,4
CO0257738,TELLURIDE SKI LIFT 5,Region 8,Colorado,Transient non-community system,106,SAN MIGUEL,,4,0,0
CO0130145,CONSOLIDATED MUTUAL NO2,Region 8,Colorado,Community water system,61948,,Jefferson,29,1,4
CO0133150,MOUNTAIN VIEW VILLAGE WEST,Region 8,Colorado,Community water system,440,,Lake,6,1,5
CO0230743,TINY TOWN HISTORICAL PARK,Region 8,Colorado,Transient non-community system,1205,,Jefferson,5,4,8
CO0133600,MOUNTAIN VIEW VILLAGE EAST,Region 8,Colorado,Community water system,226,,Lake,4,18,5
CO0238425,RAMADA INN LOGAN INN,Region 8,Colorado,Transient non-community system,150,,Logan,5,11,3
CO0157600,OPHIR TOWN OF,Region 8,Colorado,Community water system,145,,San Miguel,10,156,5
CO0360625,PAINTED ROCKS MANITOU LAKE CG,Region 8,Colorado,Transient non-community system,69,,Teller,4,1,3
CO0155200,BACA GRANDE WSD,Region 8,Colorado,Community water system,1000,,Saguache,16,40,5
CO0101187,CRESTWOOD ESTATES,Region 8,Colorado,Community water system,30,,Adams,4,0,1
CO0201025,SERVICE OIL COMPANY,Region 8,Colorado,Transient non-community system,500,,Adams,3,3,4
CO0210005,SHWAYDER CAMP TEMPLE EMANUEL,Region 8,Colorado,Transient non-community system,151,,Clear Creek,4,2,4
CO0240850,WOLF CREEK SKI CORP,Region 8,Colorado,Transient non-community system,1700,,Mineral,7,11,5
CO0360190,CRAGS CAMPGROUND NO 1 LOWER,Region 8,Colorado,Transient non-community system,61,,Teller,2,2,3
CO0154725,STEAMBOAT SPRINGS CITY OF,Region 8,Colorado,Community water system,7900,,Routt,5,2,6
CO0134690,WESTSIDE MHP,Region 8,Colorado,Community water system,236,,La Plata,7,27,4
CO0121850,WALDEN WSD,Region 8,Colorado,Community water system,550,,El Paso,14,5,5
CO0230021,BEAR CREEK CABINS,Region 8,Colorado,Transient non-community system,30,,Jefferson,3,10,6
CO0201607,PETROCCO FARMS,Region 8,Colorado,Transient non-community system,42,,Adams,6,10,5
CO0101095,LINCOLN MHP AND MOTEL,Region 8,Colorado,Community water system,225,,Adams,4,14,5
CO0101175,HOPE DITCH CO,Region 8,Colorado,Community water system,63,,Adams,6,24,5
CO0103080,SUNSET VIEW MHP,Region 8,Colorado,Community water system,59,,Arapahoe,4,6,5
CO0106500,MCCLAVE WA INC,Region 8,Colorado,Community water system,440,,Bent,16,38,6
CO0158005,OVID TOWN OF,Region 8,Colorado,Community water system,330,,Sedgwick,5,29,6
CO0118035,LOUVIERS WSD,Region 8,Colorado,Community water system,476,,Douglas,5,16,5
