state,declarationDate,incidentType,designatedArea,FID
CA,2020-10-16T20:49:00.000Z,Fire,Fresno,527
CA,2020-10-16T20:49:00.000Z,Fire,Los Angeles,139
CA,2020-10-16T20:49:00.000Z,Fire,Madera,153
CA,2020-10-16T20:49:00.000Z,Fire,Del Norte,511
CA,2020-10-16T20:49:00.000Z,Fire,Napa,236
CA,2020-10-16T20:49:00.000Z,Fire,San Bernardino,302
CA,2020-10-16T20:49:00.000Z,Fire,Shasta,431
CA,2020-10-16T20:49:00.000Z,Fire,Siskiyou,446
CA,2020-10-16T20:49:00.000Z,Fire,Yuba,541
CA,2020-10-16T20:49:00.000Z,Fire,Mendocino,190
CA,2020-10-16T20:49:00.000Z,Fire,Sonoma,463
CA,2020-10-16T20:49:00.000Z,Fire,San Diego,315
CO,2021-01-15T14:36:00.000Z,Fire,Grand,677
CO,2021-01-15T14:36:00.000Z,Fire,Larimer,734
WA,2021-02-04T10:05:00.000Z,Fire,Douglas,2877
WA,2021-02-04T10:05:00.000Z,Fire,Ferry,2880
WA,2021-02-04T10:05:00.000Z,Fire,Franklin,2884
WA,2021-02-04T10:05:00.000Z,Fire,Kittitas,2932
WA,2021-02-04T10:05:00.000Z,Fire,Lincoln,2942
WA,2021-02-04T10:05:00.000Z,Fire,Pend Oreille,2951
WA,2021-02-04T10:05:00.000Z,Fire,Skamania,2959
WA,2021-02-04T10:05:00.000Z,Fire,Okanogan,2947
WA,2021-02-04T10:05:00.000Z,Fire,Whitman,2973
WA,2021-02-04T10:05:00.000Z,Fire,Yakima,2974
FL,2020-05-06T23:19:00.000Z,Fire,Santa Rosa,976
FL,2020-05-07T11:17:00.000Z,Fire,Walton,985
NV,2020-06-27T17:45:00.000Z,Fire,Washoe,1423
AZ,2020-06-20T14:53:00.000Z,Fire,Gila,787
OK,2020-03-07T19:10:00.000Z,Fire,Beaver,2104
AZ,2020-06-20T14:53:00.000Z,Fire,Maricopa,9
AZ,2020-05-18T14:08:00.000Z,Fire,Maricopa,9
AZ,2020-05-30T18:00:00.000Z,Fire,Maricopa,9
FL,2020-05-13T23:45:00.000Z,Fire,Collier,894
AZ,2020-06-11T14:13:00.000Z,Fire,Pima,21
AZ,2020-06-27T13:28:00.000Z,Fire,Maricopa,9
AZ,2020-06-23T21:33:00.000Z,Fire,Maricopa,9
UT,2020-06-28T18:32:00.000Z,Fire,Millard,2680
UT,2020-06-28T20:38:00.000Z,Fire,Utah,2555
NV,2020-07-07T00:28:00.000Z,Fire,Douglas,1400
WA,2020-07-12T02:09:00.000Z,Fire,Douglas,2877
UT,2020-07-13T22:00:00.000Z,Fire,Washington,2577
MT,2020-08-02T21:48:00.000Z,Fire,Yellowstone,1302
NV,2020-07-21T21:26:00.000Z,Fire,Washoe,1423
MT,2020-08-02T21:48:00.000Z,Fire,Stillwater,1286
WA,2020-07-28T02:15:00.000Z,Fire,Okanogan,2947
NV,2020-08-03T00:51:00.000Z,Fire,Washoe,1423
CA,2020-08-02T23:33:00.000Z,Fire,San Bernardino,302
CA,2020-08-02T23:33:00.000Z,Fire,Riverside,281
OR,2020-08-13T02:49:00.000Z,Fire,Wasco,2267
NV,2020-08-15T22:15:00.000Z,Fire,Washoe,1423
WA,2020-08-17T21:58:00.000Z,Fire,Yakima,2974
CA,2020-08-17T01:39:00.000Z,Fire,Monterey,228
CA,2020-08-18T01:21:00.000Z,Fire,Lake,100
CO,2020-08-19T12:50:00.000Z,Fire,Garfield,667
CO,2020-08-19T16:45:00.000Z,Fire,Garfield,667
CA,2020-08-18T01:21:00.000Z,Fire,Napa,236
CA,2020-08-18T01:21:00.000Z,Fire,Solano,453
CA,2020-08-18T01:21:00.000Z,Fire,Sonoma,463
CA,2020-08-18T04:39:00.000Z,Fire,Nevada,243
CA,2020-08-18T01:21:00.000Z,Fire,Yolo,525
CA,2020-08-20T13:05:00.000Z,Fire,San Mateo,368
CA,2020-08-20T13:05:00.000Z,Fire,Santa Cruz,415
CA,2020-08-21T01:40:00.000Z,Fire,Santa Clara,406
CO,2020-08-19T12:50:00.000Z,Fire,Eagle,648
CO,2020-08-19T16:45:00.000Z,Fire,Mesa,751
WA,2020-08-20T20:43:00.000Z,Fire,Okanogan,2947
WA,2020-09-01T15:55:00.000Z,Fire,Yakima,2974
OR,2020-08-28T01:48:00.000Z,Fire,Wasco,2267
CA,2020-08-19T01:05:00.000Z,Fire,Monterey,228
CA,2020-08-21T01:40:00.000Z,Fire,Stanislaus,473
CA,2020-08-22T22:16:00.000Z,Fire,Lassen,104
CA,2020-09-06T19:26:00.000Z,Fire,Madera,153
AZ,2020-08-26T01:12:00.000Z,Fire,Gila,787
MT,2020-09-02T21:20:00.000Z,Fire,Yellowstone,1302
WY,2020-09-05T18:05:00.000Z,Fire,Carbon,3022
MT,2020-09-02T21:00:00.000Z,Fire,Garfield,1182
MT,2020-09-02T21:20:00.000Z,Fire,Musselshell,1241
MT,2020-09-03T11:22:00.000Z,Fire,Powder River,1259
MT,2020-09-05T14:50:00.000Z,Fire,Gallatin,1177
MT,2020-09-03T11:22:00.000Z,Fire,Rosebud,1277
MT,2020-09-03T11:22:00.000Z,Fire,Custer,1153
CA,2020-09-06T19:26:00.000Z,Fire,Fresno,527
CO,2020-09-06T20:43:00.000Z,Fire,Larimer,734
CA,2020-09-06T22:34:00.000Z,Fire,San Bernardino,302
WA,2020-09-07T15:33:00.000Z,Fire,Douglas,2877
OR,2020-09-08T02:34:00.000Z,Fire,Klamath,2155
WA,2020-09-07T15:33:00.000Z,Fire,Okanogan,2947
WA,2020-09-07T22:32:00.000Z,Fire,Chelan,2852
WA,2020-09-08T04:03:00.000Z,Fire,Spokane,2961
WA,2020-09-08T04:03:00.000Z,Fire,Whitman,2973
OR,2020-09-08T16:22:00.000Z,Fire,Clackamas,2058
UT,2020-09-07T22:53:00.000Z,Fire,Utah,2555
OR,2020-09-08T16:22:00.000Z,Fire,Jefferson,2143
OR,2020-09-08T16:22:00.000Z,Fire,Marion,2200
OR,2020-09-08T16:22:00.000Z,Fire,Linn,2181
OR,2020-09-08T20:07:00.000Z,Fire,Lane,2170
OR,2020-09-08T23:49:00.000Z,Fire,Washington,2272
WA,2020-09-09T00:09:00.000Z,Fire,Thurston,2967
WA,2020-09-09T00:09:00.000Z,Fire,Pierce,2956
CA,2020-09-09T01:31:00.000Z,Fire,Siskiyou,446
OR,2020-09-09T02:01:00.000Z,Fire,Lincoln,2174
CA,2020-09-09T04:55:00.000Z,Fire,Plumas,275
CA,2020-09-09T04:55:00.000Z,Fire,Yuba,541
OR,2020-09-10T20:11:00.000Z,Fire,Clackamas,2058
CA,2020-09-09T04:55:00.000Z,Fire,Butte,486
OR,2020-09-10T22:12:00.000Z,Fire,Washington,2272
OR,2020-09-10T20:08:00.000Z,Fire,Josephine,2152
OR,2020-09-09T16:40:00.000Z,Fire,Jackson,2139
OR,2020-09-09T19:49:00.000Z,Fire,Douglas,2115
OR,2020-09-09T19:52:00.000Z,Fire,Clackamas,2058
OR,2020-09-09T19:53:00.000Z,Fire,Jackson,2139
CA,2020-09-13T20:21:00.000Z,Fire,Tulare,501
CA,2020-09-13T21:50:00.000Z,Fire,Los Angeles,139
WY,2020-09-26T09:27:00.000Z,Fire,Albany,3015
OR,2020-09-12T17:57:00.000Z,Fire,Lake,2159
WY,2020-09-26T09:27:00.000Z,Fire,Carbon,3022
CA,2020-09-27T13:59:00.000Z,Fire,Napa,236
CA,2020-10-26T15:59:00.000Z,Fire,Orange,257
OR,2020-09-10T22:12:00.000Z,Fire,Yamhill,2284
OR,2020-09-10T16:18:00.000Z,Fire,Tillamook,2242
CA,2020-10-26T21:49:00.000Z,Fire,Orange,257
NM,2021-04-27T00:47:00.000Z,Fire,Lincoln,1613
CA,2020-10-26T21:49:00.000Z,Fire,Riverside,281
NV,2020-11-17T19:24:00.000Z,Fire,Washoe,1423
CA,2020-12-03T08:28:00.000Z,Fire,Orange,257
CA,2020-10-26T21:49:00.000Z,Fire,San Bernardino,302
CA,2020-09-27T13:59:00.000Z,Fire,Sonoma,463
SD,2021-03-29T14:00:00.000Z,Fire,Pennington,2497
