State,County,Population for whom poverty status is determined,Under 18 years (in poverty),18 to 64 years (in poverty),65 years and over (in poverty),White alone (in poverty),Black or African American alone (in poverty),American Indian and Alaska Native alone (in poverty),Asian alone (in poverty),Native Hawaiian and Other Pacific Islander alone (in poverty),Some other race alone (in poverty),Two or more races (in poverty),Hispanic or Latino origin (in poverty),White alone (not Hispanic or Latino) (in poverty),Less than high school graduate (in poverty),High school graduate (in poverty),Some college or Associate's degree (in poverty),Bachelor's degree or higher (in poverty),Employed (in poverty),Unemployed (in poverty),Income below 50% poverty level,Income below 125% poverty level,Income below 150% poverty level,Income below 185% poverty level,Income below 200% poverty level,"FID"
Texas,Stephens,"8,789",25.04,55.85,19.1,87.17,1.09,0.36,0.43,0.0,10.38,0.57,19.66,78.27,12.24,21.19,23.52,9.59,43.53,1.89,6.42,23.26,30.19,43.05,44.37,2480
Texas,Sterling,"1,189",23.21,64.26,12.53,97.14,0.0,0.0,0.0,0.0,2.86,0.0,31.88,68.12,12.53,21.7,18.0,14.47,49.87,0.0,8.83,22.96,29.02,38.35,42.81,2481
Texas,Stonewall,"1,393",25.34,52.98,21.68,88.66,2.51,0.79,0.0,0.0,6.32,1.72,11.27,85.07,13.35,20.03,18.74,21.25,47.02,3.3,10.48,18.66,27.49,31.08,36.04,2486
Texas,Sutton,"4,080",29.83,57.67,12.5,92.13,0.81,0.51,0.0,0.0,6.47,0.07,61.57,37.55,14.83,19.68,18.75,8.53,45.56,0.71,1.03,9.56,13.38,23.75,31.76,2490
Texas,Swisher,"7,152",28.19,54.33,17.48,86.97,4.17,0.27,0.36,0.45,4.68,3.1,39.78,53.26,13.14,23.13,14.77,11.72,40.11,4.82,5.97,27.31,32.87,45.47,49.71,2495
Texas,Tarrant,"1,790,460",28.0,63.16,8.84,70.25,14.77,0.51,4.69,0.18,7.28,2.32,26.75,51.77,9.95,14.78,19.58,18.35,48.62,4.33,5.63,19.4,24.22,31.33,33.85,2500
Texas,Taylor,"125,558",25.14,61.53,13.33,83.19,7.19,0.49,1.58,0.08,4.89,2.57,22.48,66.71,9.22,17.71,20.9,15.41,46.21,3.0,7.43,23.12,30.05,36.69,39.57,2508
Texas,Terrell,"1,001",19.08,56.64,24.28,96.1,0.0,0.0,3.9,0.0,0.0,0.0,61.54,34.57,19.58,30.37,17.08,12.99,42.66,0.0,5.19,23.08,27.97,35.06,38.36,2518
Texas,Terry,"11,395",27.45,57.26,15.29,83.9,2.76,0.07,0.04,0.0,11.89,1.34,49.71,46.98,20.09,17.3,15.02,10.01,45.13,2.81,4.97,23.27,34.87,43.91,49.43,2522
Texas,Throckmorton,"1,613",18.85,55.86,25.29,99.19,0.12,0.0,0.0,0.0,0.12,0.56,6.32,92.99,14.57,24.24,20.83,13.7,46.75,0.31,3.29,16.55,23.81,34.04,36.7,2525
Texas,Titus,"31,454",30.4,58.31,11.28,80.16,10.03,0.4,0.71,0.0,6.41,2.3,39.69,49.1,16.2,16.55,18.23,8.17,42.89,3.4,7.18,28.86,36.71,44.15,48.37,2531
Texas,Tom Green,"104,897",24.43,61.39,14.18,87.97,3.6,0.54,0.85,0.04,4.64,2.37,36.59,57.65,11.26,20.21,19.29,13.91,46.78,3.18,6.35,21.79,28.2,36.53,39.68,2536
Texas,Travis,"1,015,389",24.05,68.65,7.31,72.15,8.43,0.58,5.79,0.08,10.37,2.59,33.55,50.5,8.39,10.85,16.68,28.73,53.52,4.16,8.34,22.15,26.88,32.88,35.19,2543
Texas,Trinity,"14,296",22.11,55.17,22.72,88.28,10.5,0.18,0.41,0.0,0.15,0.47,7.89,80.59,13.15,33.03,16.89,6.77,33.35,2.78,5.23,23.45,27.06,39.01,41.63,2553
Texas,Tyler,"19,402",21.35,57.88,20.77,88.09,8.29,0.69,0.45,0.0,1.72,0.77,4.47,85.09,11.66,29.66,22.48,8.26,36.63,4.67,7.93,26.4,33.13,42.4,46.44,2560
Texas,Upshur,"38,650",24.94,59.94,15.12,86.39,8.3,0.55,0.49,0.06,1.97,2.25,6.4,82.34,10.75,22.88,23.82,9.76,43.37,3.46,6.33,19.42,25.09,33.37,36.71,2566
Texas,Upton,"3,206",28.1,57.42,14.47,79.91,2.81,0.28,0.0,0.0,15.1,1.9,46.44,50.53,15.91,21.24,18.15,9.48,44.73,1.53,8.61,20.06,24.52,33.0,35.43,2572
Texas,Uvalde,"25,755",29.04,56.2,14.76,93.31,0.74,0.41,0.45,0.08,4.09,0.93,69.94,28.77,19.18,13.54,18.97,10.1,39.03,4.74,11.83,36.89,45.9,52.13,55.19,2576
Texas,Val Verde,"47,327",30.19,57.41,12.4,91.34,1.31,0.37,0.53,0.0,5.43,1.02,80.77,16.91,20.47,15.64,14.11,9.69,39.75,4.41,6.47,28.42,35.33,43.37,47.26,2582
Texas,Van Zandt,"51,581",24.04,58.25,17.71,93.85,2.29,0.83,0.39,0.32,0.75,1.57,9.34,85.64,13.57,25.36,20.85,8.69,41.25,3.22,6.06,22.23,27.37,35.51,39.21,2586
Texas,Victoria,"85,811",26.56,60.27,13.17,81.67,6.21,0.4,1.16,0.02,6.22,4.33,43.98,47.92,11.58,19.94,22.0,10.89,47.47,3.77,7.51,22.6,26.67,34.44,37.86,2595
Texas,Walker,"46,562",23.34,63.08,13.58,75.84,18.57,0.27,1.46,0.0,2.29,1.57,12.66,65.74,7.3,17.25,17.61,15.6,46.91,2.14,10.88,26.14,31.3,38.38,41.11,2603
Texas,Waller,"40,643",25.8,63.48,10.73,70.38,21.18,1.15,0.28,0.0,4.07,2.93,30.07,46.64,11.7,23.45,13.52,11.91,46.23,3.28,8.36,21.63,28.36,37.1,39.24,2606
Texas,Ward,"10,427",27.7,57.96,14.34,86.9,4.9,0.79,0.32,0.0,6.0,1.09,48.11,46.32,18.39,21.3,16.63,7.3,42.14,2.21,7.19,26.55,33.69,41.52,43.86,2610
Texas,Washington,"32,000",22.87,58.75,18.38,79.25,17.14,0.59,1.32,0.0,0.92,0.77,13.8,67.03,13.07,21.11,17.68,16.89,45.17,1.6,8.4,22.08,27.38,34.02,37.99,2613
Texas,Webb,"246,744",35.14,57.05,7.82,93.18,0.25,0.31,0.76,0.01,4.75,0.74,95.68,3.46,19.11,11.46,14.2,9.24,39.21,2.86,12.69,38.31,46.88,55.65,58.68,2616
Texas,Wharton,"40,517",26.67,58.91,14.43,80.52,14.36,0.22,0.23,0.0,3.5,1.16,37.67,47.5,17.0,21.27,16.16,10.16,46.59,3.48,6.27,25.05,30.98,36.7,40.19,2618
Texas,Wheeler,"5,299",24.83,57.75,17.42,87.17,3.17,0.83,0.91,0.0,6.74,1.19,24.76,71.01,12.12,22.95,21.17,12.29,48.2,2.34,3.45,18.72,23.29,30.52,32.86,2623
Texas,Wichita,"118,921",25.15,61.24,13.61,82.41,8.87,0.85,2.18,0.06,2.84,2.8,16.16,70.18,8.87,20.84,21.06,13.62,46.33,2.94,5.17,19.99,26.19,34.17,37.06,2632
Texas,Wilbarger,"12,908",25.77,58.2,16.03,84.57,8.0,0.56,0.76,0.0,3.94,2.18,25.84,63.71,14.25,20.34,17.45,11.73,43.7,2.07,8.24,26.7,35.67,41.22,44.34,2634
Texas,Willacy,"19,853",29.72,57.21,13.07,94.91,0.73,0.6,0.0,0.0,3.11,0.65,88.32,9.93,21.79,18.84,12.48,5.68,27.99,2.49,20.04,46.72,53.56,62.4,64.07,2639
Texas,Williamson,"422,103",28.54,62.55,8.9,81.83,6.3,0.32,5.02,0.03,3.66,2.84,23.19,63.66,4.95,13.3,21.61,24.21,49.92,3.91,2.67,10.04,13.33,19.13,21.7,2640
Texas,Wilson,"42,322",26.22,61.33,12.46,88.25,1.38,0.33,0.48,0.0,7.36,2.19,38.63,58.68,9.43,23.51,21.03,12.18,48.22,2.8,2.77,14.51,17.8,25.19,27.39,2641
Texas,Winkler,"6,983",30.14,57.83,12.03,89.79,2.52,1.12,0.39,0.0,3.31,2.88,53.9,43.13,19.95,17.47,18.55,5.07,44.55,1.53,4.27,20.66,24.6,36.39,38.19,2642
Texas,Wise,"58,207",25.98,61.52,12.5,93.75,0.67,0.82,0.35,0.07,2.66,1.69,16.9,80.18,11.62,23.27,20.08,10.55,45.27,5.13,4.1,14.67,20.07,27.08,30.49,2643
Texas,Wood,"40,057",21.08,55.04,23.88,92.55,3.82,0.59,0.51,0.02,1.6,0.91,7.93,86.39,12.35,25.87,22.02,12.75,38.08,3.39,6.66,21.44,26.67,37.19,40.59,2644
Texas,Yoakum,"7,812",32.12,56.72,11.16,82.74,0.81,0.68,0.51,0.0,13.39,1.87,58.83,38.9,19.28,18.01,13.76,9.66,42.58,4.45,4.3,22.49,29.71,34.18,42.35,2645
Texas,Young,"18,164",24.43,57.5,18.06,92.9,1.04,0.49,0.04,0.0,2.54,2.99,16.28,80.79,13.71,24.34,20.02,10.52,45.89,2.16,4.95,21.34,28.34,35.92,38.47,2646
Texas,Zapata,"13,892",33.83,55.92,10.26,98.52,0.13,0.0,0.0,0.0,1.35,0.0,93.2,6.8,25.53,14.58,10.44,4.64,36.86,2.63,15.17,38.69,47.93,55.33,57.19,2650
Texas,Zavala,"11,348",32.71,54.42,12.87,87.94,0.0,0.0,0.0,0.0,11.76,0.31,93.48,6.52,21.3,14.33,15.3,5.81,34.29,4.29,15.01,45.6,54.38,63.14,64.09,2651
Utah,Beaver,"6,279",34.48,52.73,12.79,97.63,0.0,0.16,0.0,1.51,0.11,0.59,10.19,88.52,5.03,20.35,23.94,8.79,41.82,5.02,3.5,18.17,25.47,36.1,39.43,2653
Utah,Box Elder,"49,218",33.94,54.92,11.14,93.37,0.18,0.6,0.75,0.14,2.92,2.05,8.31,88.41,4.98,19.05,21.19,12.59,43.1,2.66,3.23,13.22,18.19,26.82,29.96,2658
Utah,Cache,"108,189",32.14,59.95,7.91,92.42,0.59,0.66,1.84,0.17,2.23,2.07,9.81,85.58,4.19,11.06,18.21,18.68,47.67,3.16,6.27,21.52,26.96,35.46,39.53,2661
Utah,Carbon,"20,379",27.18,58.71,14.12,91.62,0.3,1.36,0.71,0.1,4.03,1.87,12.46,84.16,8.68,18.4,28.59,8.62,42.62,4.47,5.17,17.65,21.62,31.54,36.11,2665
Utah,Daggett,795,19.5,56.1,24.4,95.22,0.0,0.5,0.75,0.0,0.13,3.4,5.28,90.06,12.08,26.54,23.14,14.21,35.72,3.02,5.16,18.74,20.75,23.02,26.92,2668
Utah,Davis,"304,800",34.14,57.69,8.17,91.05,1.2,0.51,1.87,0.62,2.36,2.4,8.38,85.85,2.67,12.31,22.15,19.3,45.62,2.38,3.17,10.61,14.01,19.52,22.33,2671
Utah,Duchesne,"18,172",33.89,55.62,10.49,92.11,0.14,4.88,0.48,0.23,1.19,0.96,5.96,87.52,7.56,20.66,19.65,9.41,41.26,2.45,3.96,14.02,17.71,27.08,31.26,2672
Utah,Emery,"10,804",31.53,55.96,12.51,96.26,0.44,0.45,0.27,0.0,1.57,1.01,5.87,92.22,6.47,20.33,26.02,7.65,41.32,2.44,3.81,14.62,20.95,27.78,30.99,2673
Utah,Garfield,"4,965",26.42,56.56,17.02,96.01,0.26,1.73,1.31,0.2,0.08,0.4,4.45,92.19,6.08,20.73,26.36,14.74,48.7,2.72,3.5,18.11,21.81,33.37,37.12,2674
Utah,Grand,"9,000",22.03,64.49,13.48,93.31,0.33,4.77,0.42,0.19,0.21,0.77,8.69,84.92,8.36,16.84,25.66,17.66,50.39,3.84,4.82,19.59,27.19,33.62,38.21,2675
Utah,Iron,"44,610",30.39,59.51,10.1,92.94,0.39,2.2,0.63,0.41,0.67,2.77,7.57,87.49,4.61,13.95,20.56,14.29,41.84,5.77,8.47,24.39,30.94,42.38,46.96,2676
Utah,Juab,"10,125",37.18,52.8,10.02,97.14,0.31,0.76,0.37,0.13,0.26,1.05,3.75,93.94,5.72,20.14,22.17,7.31,42.77,3.48,6.96,20.92,26.47,32.47,37.54,2677
Utah,Kane,"7,003",22.82,57.98,19.21,97.69,0.13,0.14,0.1,0.09,1.24,0.61,3.51,95.73,3.6,17.92,30.02,19.36,49.42,3.04,2.41,15.72,18.68,26.3,30.07,2678
Utah,Millard,"12,303",32.41,53.58,14.01,93.88,0.66,0.87,0.15,0.16,3.1,1.19,12.78,84.95,7.79,18.04,23.05,11.31,42.71,3.15,4.18,19.04,26.96,32.79,35.17,2680
Utah,Morgan,"9,414",35.03,54.14,10.82,97.54,0.0,0.0,0.47,0.0,0.91,1.08,2.45,95.83,1.55,17.38,21.77,16.69,43.04,2.67,1.18,9.66,12.17,18.07,20.96,2681
Utah,Piute,"1,643",26.05,51.67,22.28,98.17,0.0,0.0,0.0,0.12,0.91,0.79,7.12,92.27,8.34,28.36,19.96,11.75,35.06,4.02,4.38,30.49,36.64,45.71,48.39,2685
Utah,Rich,"2,238",32.13,53.08,14.79,98.08,0.13,0.09,0.0,0.0,0.54,1.16,1.92,96.69,3.93,23.19,25.69,8.31,40.84,2.95,4.56,16.18,19.39,29.54,32.26,2687
Utah,Salt Lake,"1,018,161",29.03,62.27,8.7,86.08,1.58,0.73,3.34,1.56,4.17,2.55,17.02,74.13,6.76,14.09,20.9,18.83,49.74,3.92,5.02,16.07,20.49,27.8,30.91,2690
Utah,San Juan,"14,393",34.04,55.25,10.71,47.81,0.0,49.28,0.47,0.44,0.31,1.69,4.7,44.39,9.74,19.02,15.82,11.0,35.99,2.24,15.46,36.51,43.61,48.64,50.01,2694
Utah,Sanpete,"25,038",32.33,55.02,12.65,93.57,0.64,0.93,0.32,0.45,2.9,1.18,8.45,88.41,6.08,15.38,21.85,11.06,40.65,3.75,7.65,21.38,27.68,37.82,41.6,2697
Utah,Sevier,"20,029",32.3,52.99,14.71,96.17,0.05,0.97,0.25,0.12,1.29,1.15,4.48,93.4,6.42,19.58,24.2,9.86,42.06,2.68,5.15,19.32,25.72,35.56,40.09,2702
Utah,Summit,"36,456",27.49,64.69,7.82,94.59,0.29,0.37,1.9,0.02,1.94,0.89,11.36,85.52,4.52,11.78,17.54,31.76,52.94,2.81,3.86,10.21,14.04,18.67,21.64,2703
Utah,Tooele,"57,365",36.39,56.42,7.19,94.59,0.8,0.94,0.73,0.37,1.1,1.47,11.51,84.54,5.13,17.9,22.16,11.2,43.36,3.22,3.99,11.63,17.12,23.96,26.89,2707
Utah,Uintah,"32,420",33.02,57.82,9.16,85.03,0.1,6.23,0.56,1.45,3.02,3.6,7.08,83.01,8.29,20.72,19.0,9.63,43.83,3.1,4.93,12.95,16.43,22.48,27.52,2539
Utah,Utah,"505,162",35.27,58.1,6.63,91.43,0.54,0.58,1.33,0.83,2.89,2.41,10.71,84.22,3.12,8.66,20.0,17.73,43.63,3.19,6.15,17.93,22.94,31.04,34.2,2555
Utah,Wasatch,"23,521",33.83,57.55,8.62,96.14,0.21,0.28,0.82,0.04,1.14,1.36,12.81,85.03,5.56,12.15,22.25,18.36,47.41,2.49,4.07,10.71,12.64,20.62,27.75,2567
Utah,Washington,"137,725",29.93,52.73,17.34,92.76,0.43,1.27,0.71,0.81,2.48,1.53,9.45,86.09,5.2,15.96,23.98,15.44,38.6,4.22,6.28,20.19,26.62,35.63,39.25,2577
Utah,Wayne,"2,729",29.13,55.19,15.68,97.8,0.55,1.14,0.0,0.0,0.22,0.29,4.18,94.06,3.7,17.52,28.18,16.01,48.88,1.94,7.44,23.2,26.49,38.18,44.3,2580
Utah,Weber,"227,621",29.71,60.1,10.19,87.24,1.44,0.74,1.28,0.23,6.76,2.3,16.67,78.28,6.66,17.43,22.52,13.38,46.19,3.77,5.57,16.64,21.87,28.98,32.55,2587
Vermont,Addison,"34,250",21.57,63.57,14.85,96.42,0.79,0.33,1.12,0.08,0.15,1.11,1.54,95.15,6.55,23.59,16.99,24.29,54.55,4.02,4.44,14.33,18.01,23.91,26.38,2590
Vermont,Bennington,"35,514",20.63,60.87,18.5,96.88,0.33,0.11,0.55,0.0,0.17,1.95,1.42,95.86,6.62,21.96,19.67,23.91,51.56,3.92,5.61,17.5,22.35,29.3,32.91,2591
Vermont,Caledonia,"30,023",21.7,62.51,15.8,97.04,0.56,0.28,0.87,0.07,0.15,1.04,1.08,96.21,7.28,24.63,19.31,19.25,50.85,4.19,6.66,18.1,23.42,31.98,35.15,2596
Vermont,Chittenden,"147,525",20.56,67.64,11.81,92.47,1.8,0.29,2.81,0.0,0.42,2.21,1.78,91.11,4.11,15.06,17.24,31.64,57.19,3.21,5.6,14.02,16.99,21.54,23.44,2599
Vermont,Essex,"6,283",18.88,61.48,19.64,97.25,0.54,0.14,0.3,0.0,0.21,1.56,1.0,96.67,12.41,32.64,17.97,11.55,45.68,5.49,5.97,21.82,29.48,38.26,44.01,2604
Vermont,Franklin,"47,261",24.53,63.51,11.96,95.33,0.41,0.83,0.51,0.0,0.56,2.37,1.22,94.53,7.99,26.26,18.59,15.33,52.75,3.75,4.85,14.34,18.59,25.4,28.67,2607
Vermont,Grand Isle,"7,027",20.09,65.56,14.34,95.47,0.14,0.63,0.23,0.0,0.16,3.37,1.28,94.68,5.11,25.03,21.6,21.72,54.09,4.4,2.45,12.05,14.4,20.15,22.46,2609
Vermont,Lamoille,"23,743",22.36,64.44,13.2,96.53,0.46,0.27,0.48,0.0,0.45,1.81,1.29,95.66,5.33,22.57,17.26,24.88,54.0,2.63,6.41,17.41,21.39,28.94,32.1,2611
Vermont,Orange,"28,245",20.82,63.97,15.22,97.08,0.23,0.21,0.58,0.01,0.23,1.66,1.03,96.31,6.46,26.05,19.5,20.49,53.32,3.44,4.37,15.89,20.68,26.68,29.84,2612
Vermont,Orleans,"26,409",21.25,61.11,17.65,97.18,0.56,0.37,0.38,0.02,0.14,1.36,1.13,96.26,9.83,29.13,17.8,14.59,47.32,3.92,5.84,20.74,26.22,35.52,40.04,2614
Vermont,Rutland,"59,202",19.26,64.12,16.62,97.22,0.34,0.14,0.49,0.0,0.42,1.38,1.08,96.59,7.77,25.7,19.35,19.69,50.93,4.72,5.6,18.02,23.2,30.13,32.84,2615
Vermont,Washington,"56,715",20.86,64.57,14.57,96.34,0.89,0.31,0.88,0.0,0.12,1.46,1.66,94.9,4.87,20.83,19.16,27.87,55.13,3.36,3.78,13.4,16.6,22.96,25.44,2617
Vermont,Windham,"42,958",19.86,63.61,16.53,95.62,0.97,0.14,0.99,0.0,0.22,2.06,1.78,94.54,6.37,23.76,18.39,24.8,52.89,3.87,4.16,15.19,19.78,28.31,31.34,2620
Vermont,Windsor,"55,556",19.85,62.47,17.68,96.46,0.4,0.17,0.94,0.0,0.28,1.74,1.27,95.53,4.93,23.87,19.07,25.92,52.52,3.29,4.56,14.51,18.08,24.3,27.13,2625
Virginia,Accomack,"33,012",21.36,60.01,18.63,67.65,28.57,0.34,0.12,0.0,1.45,1.86,8.72,61.19,14.76,27.83,16.1,12.63,44.85,3.4,9.76,27.31,33.37,39.99,41.61,2719
Virginia,Albemarle,"93,607",22.67,62.45,14.88,82.71,9.62,0.27,3.79,0.0,1.09,2.51,5.28,78.87,6.2,12.27,14.21,36.35,49.7,2.13,4.29,12.26,15.53,19.82,21.77,2728
Virginia,Alleghany,"15,980",21.16,58.82,20.02,93.7,4.64,0.04,0.74,0.0,0.06,0.81,0.98,92.79,12.27,26.53,21.98,11.5,45.44,2.79,4.32,15.43,20.82,27.8,29.89,2733
Virginia,Amelia,"12,579",22.44,61.71,15.85,72.83,23.97,0.93,0.47,0.14,0.13,1.53,0.67,72.68,13.99,27.12,18.73,10.15,42.95,3.76,5.08,18.28,22.38,31.2,35.18,2741
Virginia,Amherst,"31,151",21.22,61.42,17.36,75.97,19.09,1.06,0.59,0.06,0.98,2.26,1.92,75.27,14.27,25.05,19.94,11.93,47.53,4.01,6.01,16.56,20.97,28.5,31.76,2746
Virginia,Appomattox,"14,768",21.79,60.83,17.38,76.92,21.2,0.08,0.18,0.0,0.11,1.51,0.14,76.78,13.41,26.12,21.36,9.91,45.21,4.11,6.12,19.33,23.09,28.71,31.61,2749
Virginia,Arlington,"206,123",15.84,75.51,8.65,71.57,8.22,0.4,9.66,0.07,6.67,3.42,15.1,63.94,5.31,6.7,9.28,53.96,64.91,2.39,3.45,8.93,11.11,14.95,16.22,2753
Virginia,Augusta,"69,815",21.93,61.27,16.8,95.45,1.85,0.32,0.49,0.12,1.06,0.71,2.05,94.6,10.28,30.06,15.79,14.89,48.86,2.49,4.47,13.66,18.49,25.72,29.34,2758
Virginia,Bath,"4,654",21.06,59.2,19.75,95.68,3.44,0.0,0.73,0.0,0.15,0.0,2.77,93.06,11.71,31.76,18.18,11.77,52.08,1.68,5.57,28.73,34.51,37.67,37.97,2763
Virginia,Bedford County,"68,377",21.86,61.76,16.38,91.65,5.5,0.14,1.05,0.04,0.14,1.47,1.59,90.22,9.57,23.49,20.7,17.71,48.38,3.25,3.68,13.24,16.85,22.49,25.39,2769
Virginia,Bland,"5,989",20.05,60.61,19.34,99.17,0.83,0.0,0.0,0.0,0.0,0.0,0.18,98.98,8.28,30.54,23.96,9.08,43.03,3.82,5.33,17.5,19.57,33.03,34.56,2772
Virginia,Botetourt,"32,663",22.14,60.91,16.95,94.95,3.16,0.0,0.38,0.0,0.16,1.35,1.15,94.22,6.9,25.05,23.17,16.37,51.05,2.69,2.51,9.39,12.39,17.29,19.32,2776
Virginia,Brunswick,"14,894",21.65,59.51,18.83,43.29,55.65,0.0,0.17,0.0,0.12,0.77,1.54,42.12,18.6,22.19,19.36,9.86,40.37,4.95,7.5,31.8,36.8,44.33,46.7,2777
Virginia,Buchanan,"22,983",18.46,64.02,17.53,98.25,0.14,0.56,0.73,0.0,0.18,0.14,0.17,98.1,25.11,23.55,19.59,5.86,31.9,3.72,6.97,32.81,37.65,46.98,52.15,2784
Virginia,Buckingham,"12,770",25.0,56.52,18.48,66.12,32.07,0.28,0.53,0.0,0.0,0.99,0.72,65.43,15.65,26.25,14.23,12.26,41.45,3.34,9.04,28.06,33.08,38.94,44.07,2785
Virginia,Campbell,"54,251",21.72,62.24,16.04,82.79,14.38,0.23,0.76,0.01,0.37,1.44,1.72,81.2,11.39,24.21,21.6,11.36,47.02,3.83,5.49,19.43,24.08,31.86,34.64,2788
Virginia,Caroline,"27,242",24.52,62.11,13.38,67.32,29.11,0.48,0.4,0.0,0.25,2.45,3.16,64.45,12.11,25.82,19.95,11.6,46.86,5.68,3.91,13.63,19.13,25.88,28.84,2793
Virginia,Carroll,"29,842",20.32,60.2,19.47,97.55,0.76,0.0,0.14,0.0,0.33,1.22,2.54,96.03,18.98,24.65,20.59,8.89,42.18,4.38,5.89,27.79,36.6,43.08,46.62,2797
Virginia,Charles City,"7,200",17.76,64.79,17.44,41.56,49.57,6.51,0.14,0.1,0.04,2.08,1.38,40.61,17.69,30.14,16.75,10.54,46.71,4.42,5.71,15.51,20.46,27.76,30.22,2806
Virginia,Charlotte,"12,358",23.21,58.37,18.43,67.2,30.36,0.52,0.11,0.0,0.85,0.96,1.92,66.61,17.04,23.85,18.21,10.28,41.2,3.8,7.81,23.23,30.25,41.85,45.46,2810
Virginia,Chesterfield,"311,911",25.85,63.56,10.59,70.89,21.67,0.33,3.49,0.06,1.36,2.2,7.11,65.95,6.82,15.74,19.42,24.15,50.51,3.66,2.76,9.29,12.45,17.25,19.08,2816
Virginia,Clarke,"13,823",22.77,61.17,16.06,90.99,5.13,0.35,1.01,0.0,0.95,1.57,3.54,88.43,7.23,19.97,21.61,22.61,51.2,3.23,3.96,9.06,11.3,13.94,17.15,2819
Virginia,Craig,"5,150",21.77,61.9,16.33,98.37,0.04,0.0,0.23,0.0,0.0,1.36,0.0,98.37,7.88,30.87,23.2,10.19,47.94,2.16,2.49,11.24,18.35,26.97,30.82,2820
Virginia,Culpeper,"45,069",26.01,61.83,12.16,77.88,13.88,0.15,1.62,0.15,2.88,3.45,9.02,72.43,10.18,22.09,18.85,15.42,48.31,3.38,2.8,12.72,16.67,23.06,25.37,2824
Virginia,Cumberland,"9,925",22.64,60.7,16.66,63.78,34.17,0.11,0.0,0.12,0.0,1.82,1.22,62.64,15.25,26.22,15.44,10.08,43.57,4.35,6.09,24.1,29.58,39.25,43.06,2827
Virginia,Dickenson,"15,695",20.75,62.45,16.8,98.97,0.28,0.0,0.24,0.0,0.0,0.51,0.47,98.56,21.82,24.85,17.85,7.15,32.81,3.68,8.36,26.53,36.02,42.45,46.91,2832
Virginia,Dinwiddie,"27,383",22.34,63.46,14.21,64.74,32.98,0.17,0.51,0.0,0.62,0.98,2.45,63.19,14.02,27.29,17.42,9.67,44.27,4.79,5.22,16.94,21.55,26.71,29.47,2838
Virginia,Essex,"11,004",21.5,61.36,17.14,58.69,38.55,0.58,0.13,0.22,0.11,1.73,3.18,55.87,14.32,25.35,18.29,10.19,46.91,3.79,3.74,18.51,25.76,37.6,39.59,2842
Virginia,Fairfax County,"1,074,652",24.13,65.94,9.93,63.75,9.1,0.43,17.69,0.09,4.87,4.06,15.46,54.64,5.71,9.07,13.73,39.87,54.46,2.84,2.44,7.82,9.89,13.33,14.66,2849
Virginia,Fauquier,"65,014",25.0,62.3,12.7,87.4,8.17,0.05,1.38,0.03,0.56,2.41,6.51,81.74,6.01,18.81,21.12,21.77,51.7,3.24,2.16,7.82,10.57,15.72,17.24,2853
Virginia,Floyd,"15,198",22.28,60.21,17.51,95.58,1.18,1.09,0.91,0.0,0.0,1.24,2.7,94.23,13.8,25.47,19.25,13.1,47.13,3.57,4.03,17.67,24.15,30.51,31.93,2856
Virginia,Fluvanna,"24,439",24.07,59.68,16.24,82.22,14.2,0.27,0.72,0.0,0.2,2.4,3.01,80.15,8.65,20.13,20.73,21.14,48.28,3.07,3.55,9.76,11.87,14.33,17.0,2858
Virginia,Franklin County,"54,545",20.66,61.3,18.05,90.38,7.99,0.11,0.31,0.0,0.08,1.13,2.51,88.0,12.72,25.46,21.38,13.13,44.28,4.21,5.66,20.29,25.09,33.41,36.72,2862
Virginia,Frederick,"77,092",24.96,62.31,12.73,91.05,3.91,0.08,1.37,0.21,1.5,1.88,6.71,86.18,9.26,21.2,19.39,17.83,50.78,3.26,2.91,11.25,15.48,20.53,22.2,2868
Virginia,Giles,"16,957",21.4,60.92,17.68,96.87,1.16,0.1,0.19,0.0,0.24,1.44,1.21,96.03,14.09,26.05,19.41,11.56,43.68,3.2,5.42,18.65,22.43,30.59,33.47,2873
Virginia,Gloucester,"36,526",22.01,63.37,14.62,87.5,9.01,0.49,0.91,0.02,0.28,1.8,2.61,85.68,7.95,23.12,24.17,14.89,48.73,3.32,4.14,10.87,13.56,20.38,23.29,2887
Virginia,Goochland,"18,797",22.39,60.15,17.46,83.24,14.75,0.06,0.56,0.0,0.28,1.1,2.26,82.18,5.64,17.58,17.82,31.67,49.69,2.9,1.32,6.85,8.91,11.94,13.73,2892
Virginia,Grayson,"15,331",18.62,60.56,20.83,96.26,2.18,0.0,0.03,0.61,0.33,0.59,2.75,94.18,18.9,28.73,18.83,8.41,41.99,3.06,5.71,28.11,33.8,41.31,45.36,2896
Virginia,Greene,"18,286",24.85,62.08,13.07,89.25,6.66,0.0,1.04,0.15,1.0,1.91,4.29,85.96,11.38,23.0,17.85,15.51,50.1,2.35,2.27,12.93,17.96,24.67,28.4,2899
Virginia,Greensville,"8,533",22.61,60.06,17.33,41.23,57.27,0.11,0.61,0.0,0.43,0.35,0.52,41.17,18.59,27.59,15.05,7.5,42.19,4.96,9.82,26.61,29.74,37.47,44.38,2902
Virginia,Halifax,"35,320",22.2,58.65,19.15,60.51,37.41,0.13,0.35,0.0,1.14,0.46,1.64,60.1,16.52,24.23,19.52,10.24,40.03,4.25,8.24,27.38,34.84,45.17,47.61,2904
