State,County,Population for whom poverty status is determined,Under 18 years (in poverty),18 to 64 years (in poverty),60 years and over (in poverty),65 years and over (in poverty),White alone (in poverty),Black or African American alone (in poverty),American Indian and Alaska Native alone (in poverty),Asian alone (in poverty),Native Hawaiian and Other Pacific Islander alone (in poverty),Some other race alone (in poverty),Two or more races (in poverty),Hispanic or Latino origin (in poverty),White alone (not Hispanic or Latino) (in poverty),Less than high school graduate (in poverty),High school graduate (in poverty),Some college or Associate's degree (in poverty),Bachelor's degree or higher (in poverty),Employed (in poverty),Unemployed (in poverty),Income below 50% poverty level,Income below 125% poverty level,Income below 150% poverty level,Income below 185% poverty level,Income below 200% poverty level,Income below 300% poverty level,Income below 400% poverty level,Income below 500% poverty level,"FID"
Virginia,Southampton,"16,258",20.64,58.99,29.44,20.37,64.17,31.91,0.18,0.33,0.0,0.26,3.15,1.83,62.57,9.46,20.7,27.25,15.33,47.15,2.35,3.07,12.2,18.43,23.52,24.48,42.67,62.79,76.05,2608
Virginia,Spotsylvania,"133,883",24.61,61.36,20.24,14.03,70.97,16.27,0.4,2.6,0.07,4.39,5.3,10.15,67.29,5.76,18.98,20.73,21.54,49.53,3.17,2.63,9.28,11.98,16.72,18.97,34.23,49.9,61.9,2619
Virginia,Stafford,"145,929",26.41,62.99,15.58,10.6,65.09,17.74,0.27,3.51,0.06,5.8,7.53,13.45,59.86,4.34,14.28,18.98,27.2,49.98,1.99,1.99,7.26,8.72,12.85,14.49,25.02,38.84,50.23,2629
Virginia,Surry,"6,453",17.67,60.03,31.58,22.3,55.09,43.17,0.05,0.0,0.0,0.0,1.69,2.62,52.78,11.89,26.0,22.92,15.57,46.82,2.34,2.23,21.08,23.74,28.34,32.68,50.92,60.08,72.76,2636
Virginia,Sussex,"9,240",18.26,61.52,27.9,20.23,43.56,53.52,0.0,0.64,0.0,0.38,1.9,2.9,41.41,11.4,26.74,20.87,11.44,47.89,3.52,4.78,15.87,21.46,29.3,32.03,49.94,65.63,79.87,2647
Virginia,Tazewell,"39,572",19.92,57.49,30.32,22.59,94.95,2.89,0.16,0.7,0.06,0.22,1.01,0.86,94.87,12.02,26.54,23.23,11.37,37.53,2.85,7.35,21.56,27.81,35.27,40.62,57.78,71.95,82.92,2656
Virginia,Warren,"39,077",21.98,62.33,23.39,15.68,88.36,4.01,0.24,1.18,0.0,2.07,4.15,4.82,86.55,8.5,25.41,21.81,14.67,48.9,2.98,6.53,13.35,16.99,24.69,27.38,42.71,55.89,70.05,2662
Virginia,Washington,"52,116",18.14,58.3,32.01,23.56,96.49,0.98,0.15,0.57,0.01,0.13,1.67,1.51,95.7,10.22,24.49,21.97,18.55,44.65,1.97,4.74,17.18,21.39,29.11,32.24,51.91,67.39,77.46,2667
Virginia,Westmoreland,"17,715",18.5,56.27,36.42,25.23,67.07,25.11,0.28,0.71,0.0,3.23,3.6,6.51,63.6,12.14,27.03,21.95,13.77,40.36,5.87,9.42,18.26,22.44,30.57,32.76,48.66,64.0,77.24,2684
Virginia,Wise,"34,936",20.09,60.9,27.85,19.01,95.51,2.41,0.14,0.48,0.04,0.22,1.19,0.96,95.15,15.34,23.26,22.14,11.44,36.78,3.66,9.37,26.45,32.33,41.23,45.1,67.42,82.59,88.73,2695
Virginia,Wythe,"28,420",19.36,59.62,28.78,21.02,94.93,1.97,0.15,1.0,0.0,0.13,1.82,1.28,93.8,9.23,28.68,21.86,14.07,47.76,2.11,4.55,17.37,23.1,30.27,34.24,54.29,72.96,84.57,2699
Virginia,York,"66,454",23.82,59.65,23.03,16.53,73.39,12.9,0.19,5.91,0.28,1.15,6.16,6.49,70.22,3.2,11.86,19.67,34.34,45.24,2.52,2.46,7.18,9.14,12.96,14.26,26.68,43.78,55.83,2709
Virginia,Alexandria,"156,746",18.2,70.29,16.73,11.52,59.99,21.63,0.33,6.71,0.06,5.34,5.95,16.42,51.77,5.21,7.67,13.38,49.73,61.7,2.1,4.22,12.48,14.76,18.87,20.55,29.59,38.13,46.54,2712
Virginia,Bristol,"16,765",21.14,57.01,28.09,21.86,87.86,6.93,0.0,0.19,0.03,0.78,4.21,0.42,87.69,9.7,22.34,23.86,15.84,45.28,3.05,9.44,29.9,36.93,44.31,47.15,63.57,74.78,80.72,2716
Virginia,Buena Vista,"5,940",22.42,59.14,25.99,18.43,89.95,5.32,0.0,0.39,0.0,0.91,3.43,1.25,89.49,13.0,22.47,17.98,12.74,49.18,0.54,3.59,22.07,34.26,39.21,45.61,68.96,83.5,87.61,2720
Virginia,Charlottesville,"44,552",16.11,71.82,16.84,12.07,70.45,18.83,0.27,6.26,0.01,0.71,3.46,5.3,66.26,6.04,11.12,12.48,37.79,53.57,2.18,16.0,26.36,30.81,37.87,39.24,50.59,61.27,70.45,2722
Virginia,Chesapeake,"237,081",24.54,62.23,19.21,13.24,60.02,29.15,0.21,3.48,0.01,1.83,5.3,6.56,56.75,4.04,15.64,23.68,23.75,47.39,2.62,3.56,10.67,12.79,17.55,19.52,34.45,49.92,62.63,2724
Virginia,Colonial Heights,"17,032",22.35,58.28,24.08,19.38,73.63,16.31,0.32,3.73,0.08,2.44,3.49,6.41,71.31,5.66,21.9,24.08,18.96,47.6,3.07,4.7,13.14,17.12,26.12,28.33,45.02,60.66,76.72,2727
Virginia,Covington,"5,541",22.31,57.81,29.78,19.89,82.42,12.42,0.0,1.17,0.0,0.0,3.99,2.62,81.12,7.94,30.68,21.48,10.9,40.34,1.14,3.63,17.74,25.25,39.52,40.5,62.17,80.33,87.42,2729
Virginia,Danville,"39,080",22.58,57.55,27.31,19.87,44.05,49.7,0.1,1.32,0.1,0.27,4.46,4.56,41.16,10.71,23.38,22.38,13.3,41.17,3.18,10.0,30.09,37.01,46.09,50.52,67.81,77.58,86.1,2732
Virginia,Emporia,"5,196",31.83,54.64,18.24,13.53,28.73,59.95,0.06,0.0,0.0,0.08,11.18,6.31,26.06,14.3,19.57,21.19,7.35,41.24,8.29,3.18,32.6,43.49,51.27,57.24,74.48,81.56,88.59,2736
Virginia,Fairfax City,"22,336",21.06,64.9,19.43,14.04,65.61,4.15,0.09,19.12,0.0,5.07,5.97,17.17,55.8,5.0,8.78,12.86,42.95,56.51,2.3,5.6,10.77,13.41,16.27,17.77,25.68,35.09,42.84,2737
Virginia,Falls Church,"14,267",24.24,62.54,19.21,13.21,78.1,4.79,0.09,9.91,0.0,3.09,4.01,10.67,71.24,2.17,4.48,7.67,54.33,55.87,2.59,1.53,2.62,3.67,5.92,6.57,11.83,19.45,29.2,2740
Virginia,Franklin City,"7,892",25.3,55.11,26.24,19.59,36.81,55.04,0.0,2.37,0.0,0.43,5.35,3.05,36.66,11.48,22.09,23.73,13.57,43.3,4.78,8.25,21.44,28.22,40.0,41.52,50.61,71.34,84.88,2744
Virginia,Fredericksburg,"26,530",22.13,65.93,18.02,11.95,59.63,20.21,0.24,4.12,0.06,5.02,10.72,11.45,56.27,5.19,15.45,17.48,28.12,54.98,2.99,5.13,17.46,19.51,24.52,25.97,40.65,53.54,66.56,2745
Virginia,Galax,"6,106",25.83,56.24,24.83,17.93,84.39,9.94,0.0,0.36,0.0,0.29,5.01,19.88,72.57,16.3,18.72,20.82,11.71,43.22,3.93,5.91,34.1,39.91,47.33,50.18,70.64,79.72,86.18,2747
Virginia,Hampton,"130,352",21.53,62.84,21.93,15.63,40.63,49.92,0.45,2.34,0.12,1.64,4.89,6.07,37.82,5.53,20.29,24.57,18.48,47.0,2.96,7.15,19.13,22.96,28.0,30.9,49.71,64.79,75.69,2751
Virginia,Harrisonburg,"46,370",18.68,71.28,13.82,10.04,76.94,8.03,0.11,2.86,0.0,3.34,8.71,22.06,63.8,9.64,14.74,12.87,20.75,52.68,2.46,16.78,32.11,37.79,45.35,48.89,61.7,75.07,83.16,2755
Virginia,Hopewell,"22,279",25.86,59.42,20.99,14.72,50.0,43.2,0.12,1.36,0.0,1.97,3.36,8.49,45.15,10.15,23.88,23.24,8.46,42.71,3.92,10.43,30.97,37.01,46.03,48.65,62.72,75.23,83.91,2756
Virginia,Lexington,"4,210",12.85,63.85,30.29,23.3,81.78,8.17,0.0,4.92,0.0,4.18,0.95,4.51,81.09,5.37,17.32,13.3,36.7,48.6,1.62,15.75,26.6,27.67,31.4,32.83,43.56,57.67,73.21,2760
Virginia,Lynchburg,"70,657",21.12,63.74,20.66,15.14,62.66,30.6,0.26,2.24,0.07,1.68,2.5,4.01,61.01,6.78,15.01,17.69,22.91,48.87,3.06,8.65,22.16,27.16,35.44,38.78,57.92,73.7,83.38,2762
Virginia,Manassas,"40,896",26.4,63.2,15.99,10.4,62.42,12.89,0.34,5.64,0.1,8.19,10.43,37.12,39.72,9.32,17.38,17.95,20.35,53.76,2.45,3.3,11.1,15.5,20.28,22.52,42.84,56.67,67.5,2765
Virginia,Manassas Park,"17,439",25.41,65.88,13.97,8.7,58.12,16.96,0.04,11.37,0.02,6.06,7.44,39.78,32.71,14.4,17.8,16.2,16.61,58.25,1.87,2.24,11.37,15.71,25.07,28.6,44.36,60.83,68.5,2768
Virginia,Martinsville,"12,188",24.93,57.56,25.29,17.51,46.94,46.23,0.33,1.19,0.11,1.17,4.03,6.15,43.4,8.73,19.95,23.65,15.17,42.96,1.76,11.25,33.68,38.0,47.7,52.97,69.81,81.69,85.81,2771
Virginia,Newport News,"170,571",24.05,62.65,19.27,13.3,45.58,41.87,0.26,3.21,0.13,2.2,6.75,9.27,41.19,5.61,18.77,23.72,18.95,47.43,2.83,7.74,19.45,23.96,31.65,35.09,53.88,66.89,78.33,2775
Virginia,Norfolk,"217,889",21.72,66.0,18.17,12.28,45.86,41.15,0.3,3.76,0.07,3.21,5.66,7.81,42.91,8.09,16.77,22.2,20.67,46.48,3.91,8.64,22.75,26.59,34.34,37.71,54.81,70.02,79.62,2778
Virginia,Norton,"3,909",16.22,62.96,28.96,20.82,93.63,4.99,0.0,0.0,0.0,0.0,1.38,0.0,93.63,10.34,24.61,23.94,15.17,41.7,3.91,17.7,36.63,42.52,46.56,47.02,64.44,73.52,83.58,2780
Virginia,Petersburg,"30,282",20.87,62.93,23.08,16.2,16.1,77.32,0.44,0.99,0.03,2.56,2.55,4.89,14.52,11.44,24.3,19.75,14.24,43.14,6.22,10.62,27.73,35.82,42.11,46.14,64.04,78.4,85.89,2782
Virginia,Poquoson,"12,060",21.29,58.71,27.69,20.0,93.33,1.33,0.1,2.24,0.0,0.27,2.73,2.92,90.68,2.8,16.53,21.2,30.69,49.82,0.88,2.31,7.45,9.15,10.72,12.03,22.36,33.64,51.19,2791
Virginia,Portsmouth,"90,855",23.63,61.33,21.04,15.05,39.19,52.67,0.3,1.5,0.34,1.98,4.03,4.47,37.28,6.78,20.76,26.21,14.44,45.08,3.01,8.41,20.56,25.58,34.5,37.53,55.97,69.69,80.69,2795
Virginia,Radford,"14,956",13.06,76.89,12.69,10.04,89.2,6.35,0.17,1.85,0.03,0.26,2.15,2.41,87.76,5.15,11.15,15.91,22.42,48.4,2.92,23.82,44.32,49.99,53.77,54.88,65.36,75.56,82.62,2799
Virginia,Richmond City,"219,038",17.68,68.84,19.88,13.48,45.16,46.71,0.15,1.69,0.01,2.18,4.09,6.87,41.2,9.43,15.42,17.83,30.25,53.42,3.39,11.36,25.8,30.7,36.35,39.45,56.92,67.92,76.18,2802
Virginia,Roanoke City,"97,425",22.14,61.9,22.24,15.97,61.26,29.46,0.23,3.41,0.05,0.79,4.8,6.48,57.79,8.52,24.85,19.62,17.6,48.62,3.51,8.44,24.7,31.56,38.06,40.92,61.54,74.07,82.58,2805
Virginia,Salem,"22,720",20.36,60.73,26.21,18.91,87.12,6.22,0.0,1.75,0.12,1.58,3.2,3.43,84.84,6.05,19.68,23.82,22.9,51.25,2.38,4.38,11.67,15.82,22.78,24.89,43.71,61.09,72.68,2809
Virginia,Staunton,"23,348",19.46,59.29,26.14,21.24,84.29,9.93,0.41,1.46,0.12,0.45,3.35,2.8,82.11,7.16,21.37,21.71,23.41,50.12,1.95,4.38,16.88,20.67,28.89,31.18,49.69,66.08,78.05,2812
Virginia,Suffolk,"90,809",23.99,61.68,20.97,14.33,50.6,41.43,0.17,2.15,0.01,1.1,4.54,4.51,48.9,6.52,17.6,23.63,20.24,48.03,3.17,4.32,12.72,15.85,20.38,22.42,37.25,51.11,65.63,2815
Virginia,Virginia Beach,"440,653",22.4,63.28,20.32,14.32,65.01,18.71,0.28,7.23,0.1,2.16,6.52,8.32,61.1,4.07,14.34,25.01,26.0,50.41,2.31,3.59,9.39,12.71,17.64,19.94,36.51,53.39,66.03,2826
Virginia,Waynesboro,"22,039",22.58,60.16,23.99,17.26,80.43,12.44,0.83,1.72,0.43,0.94,3.22,8.67,74.64,8.97,23.44,17.65,20.57,47.98,2.32,7.65,20.84,26.35,31.69,35.67,55.41,66.03,81.29,2831
Virginia,Williamsburg,"10,530",15.61,62.2,29.25,22.18,72.66,18.06,0.34,1.87,0.0,0.9,6.16,7.62,69.27,4.69,13.52,16.7,35.91,50.71,2.39,11.39,20.2,22.62,29.39,33.51,51.96,61.65,70.59,2835
Virginia,Winchester,"26,876",23.27,59.83,23.15,16.89,77.25,9.9,0.21,2.18,0.03,1.99,8.44,18.32,64.35,9.37,17.06,18.73,23.64,49.99,2.85,5.22,19.8,23.59,30.58,32.44,48.42,65.72,75.47,2837
Washington,Adams,"19,467",35.54,53.98,15.43,10.48,59.0,0.93,3.61,0.58,0.44,31.42,4.02,64.48,33.02,16.97,17.15,12.75,7.43,39.97,2.68,11.31,26.33,34.53,44.63,47.63,67.53,80.37,88.01,2840
Washington,Asotin,"22,406",20.53,56.4,31.97,23.07,92.04,0.49,1.08,1.04,0.28,0.98,4.1,4.28,89.71,6.41,19.74,28.95,16.93,43.59,2.66,6.07,18.52,26.16,33.9,37.65,52.52,69.41,77.96,2845
Washington,Benton,"198,731",26.46,58.63,21.06,14.91,80.77,1.68,0.88,2.84,0.09,8.41,5.32,22.27,69.71,5.76,15.34,23.35,20.67,45.0,2.54,4.63,14.53,17.92,23.14,26.26,43.07,57.35,69.6,2847
Washington,Chelan,"75,609",23.31,57.67,26.12,19.02,76.77,0.41,0.47,0.83,0.04,15.21,6.27,28.05,67.61,11.12,17.48,21.88,18.23,47.6,1.81,4.56,15.82,19.92,27.68,31.86,49.35,61.86,75.48,2852
Washington,Clallam,"75,466",16.8,53.69,38.56,29.51,86.66,1.02,4.86,1.42,0.03,1.48,4.52,6.74,82.29,6.0,20.06,28.82,22.37,39.2,2.77,5.42,17.13,21.89,27.96,31.2,49.63,63.18,74.52,2861
Washington,Clark,"477,065",23.67,60.87,21.75,15.46,83.22,1.78,0.55,4.78,0.76,2.64,6.27,9.94,77.63,4.76,16.59,25.42,21.47,48.45,2.62,4.12,12.17,15.24,20.11,22.93,39.39,54.93,67.15,2865
Washington,Columbia,"3,981",17.36,54.26,36.42,28.38,86.59,1.33,0.23,1.26,0.0,5.0,5.6,8.09,84.9,8.97,14.27,33.06,19.09,48.53,0.85,2.51,9.32,16.1,21.68,21.8,41.55,61.49,72.67,2869
Washington,Cowlitz,"106,735",22.41,58.68,26.38,18.91,87.57,0.97,1.6,1.14,0.29,1.78,6.65,9.25,82.38,7.04,21.16,29.86,11.93,42.28,2.92,5.71,16.79,20.79,28.38,31.35,49.27,64.76,76.62,2871
Washington,Douglas,"42,283",25.63,56.95,23.49,17.42,67.61,0.47,0.96,0.61,0.33,25.16,4.86,31.97,63.23,11.54,19.33,21.73,13.67,46.97,2.05,4.3,14.48,20.43,27.29,30.86,50.9,64.48,73.05,2877
Washington,Ferry,"7,566",16.22,56.26,37.46,27.52,77.19,0.04,13.84,0.45,0.21,0.17,8.1,4.77,73.28,7.94,27.4,26.49,16.77,33.98,2.68,7.43,25.06,31.54,39.8,42.28,58.7,69.16,79.1,2880
Washington,Franklin,"90,828",32.66,57.71,14.29,9.63,64.49,2.06,1.25,2.03,0.2,19.9,10.07,53.75,39.8,13.47,14.58,18.37,11.23,45.87,2.75,5.39,17.93,23.39,31.36,33.85,53.96,68.78,80.69,2884
Washington,Garfield,"2,234",20.1,54.16,37.06,25.74,89.93,0.0,0.0,4.07,0.0,0.0,6.0,1.39,88.68,3.45,20.81,31.69,19.43,44.85,3.13,3.67,10.88,13.07,18.53,23.05,51.34,64.46,75.02,2886
Washington,Grant,"95,814",29.5,56.69,19.19,13.82,65.37,1.04,1.35,0.93,0.0,25.01,6.3,42.06,52.66,13.08,16.47,20.51,11.01,43.54,2.67,5.43,19.99,27.11,33.96,37.24,58.06,74.63,82.93,2889
Washington,Grays Harbor,"70,152",20.89,56.81,31.05,22.31,87.39,0.36,4.22,1.34,0.26,1.58,4.86,10.4,80.13,7.46,23.81,28.7,12.17,40.76,2.77,7.07,19.45,24.07,30.51,34.87,55.85,71.86,81.78,2894
Washington,Island,"81,477",18.5,56.34,33.43,25.16,83.7,2.36,1.11,4.75,0.4,1.54,6.14,7.88,79.08,3.28,16.31,29.47,25.64,39.63,2.44,3.78,10.55,14.24,20.18,22.15,40.85,56.93,67.77,2898
Washington,Jefferson,"31,014",11.94,50.93,48.57,37.13,90.84,0.4,1.57,1.56,0.06,1.78,3.79,3.65,88.18,2.84,17.73,26.99,36.5,36.92,2.78,6.42,16.28,19.4,24.59,27.93,44.93,58.53,69.18,2905
Washington,King,"2,194,633",20.24,66.66,18.8,13.11,62.23,6.5,0.59,18.35,0.76,4.36,7.2,9.8,58.31,4.7,10.64,18.13,38.71,55.62,2.43,3.99,10.64,13.03,16.58,18.37,29.82,40.99,51.17,2913
Washington,Kitsap,"259,850",20.58,61.2,25.13,18.22,80.07,2.57,0.98,5.0,0.92,2.23,8.24,7.88,76.23,3.6,15.18,27.94,24.77,44.65,2.05,3.72,11.3,14.26,18.75,20.63,36.0,50.91,64.4,2927
Washington,Kittitas,"44,400",17.52,65.68,23.94,16.8,87.3,0.89,0.44,1.19,0.57,4.14,5.47,8.82,83.05,5.16,15.97,21.32,22.14,51.06,2.61,7.59,20.84,24.53,29.43,32.11,49.87,63.53,73.91,2932
Washington,Klickitat,"21,971",19.29,56.99,32.23,23.72,91.74,1.15,1.89,0.6,0.01,1.79,2.82,11.97,82.06,8.38,19.2,24.36,22.79,41.92,2.74,5.45,24.21,27.4,34.14,35.92,53.16,68.0,76.66,2935
Washington,Lewis,"77,963",20.96,57.95,28.77,21.1,88.23,0.49,0.58,1.07,0.19,2.25,7.19,10.3,83.25,7.56,21.18,29.19,13.73,41.46,2.95,5.63,19.18,23.85,29.9,33.24,54.29,69.62,79.84,2940
Washington,Lincoln,"10,598",21.38,53.35,33.54,25.27,93.6,0.46,1.74,0.52,0.27,0.76,2.64,3.46,91.31,4.9,19.69,29.08,18.54,41.78,1.56,4.12,15.17,20.27,25.52,27.76,52.43,65.31,75.17,2942
Washington,Mason,"64,219",19.42,57.57,31.35,23.0,82.57,0.67,2.02,1.0,0.61,5.87,7.26,10.25,79.56,7.57,22.81,29.44,13.44,39.84,2.7,6.3,17.36,21.53,28.63,31.19,48.0,66.29,76.59,2946
Washington,Okanogan,"41,481",22.96,55.3,29.95,21.74,71.53,0.13,9.96,0.6,0.1,11.52,6.16,20.57,64.56,10.72,20.75,24.46,14.22,41.24,2.39,7.32,27.2,33.0,41.14,45.48,62.02,75.5,84.57,2947
Washington,Pacific,"21,714",14.8,53.36,41.46,31.84,84.97,0.39,3.0,1.87,0.35,5.09,4.34,9.62,81.01,8.12,23.78,31.3,16.08,36.39,2.08,7.01,18.8,22.57,31.95,34.02,53.55,68.14,78.65,2949
Washington,Pend Oreille,"13,446",18.81,54.95,36.71,26.25,87.76,0.16,3.23,0.88,0.02,2.69,5.26,3.96,86.96,6.86,24.08,27.75,15.54,37.3,2.56,4.74,14.18,19.34,25.66,28.43,49.52,64.0,73.67,2951
Washington,Pierce,"874,369",23.44,62.77,19.97,13.78,71.61,6.8,1.09,6.44,1.5,3.11,9.45,11.23,65.92,5.51,18.03,25.58,18.97,48.14,2.51,4.96,12.3,15.37,20.72,23.01,39.03,54.55,67.2,2956
Washington,San Juan,"16,703",12.53,53.73,44.22,33.74,91.32,0.84,0.89,1.38,0.08,2.16,3.32,6.49,88.38,3.39,12.62,24.05,42.82,46.29,1.01,5.49,13.4,16.9,22.82,25.4,40.43,53.51,64.56,2957
Washington,Skagit,"125,611",21.46,57.73,27.92,20.82,81.49,0.76,1.91,1.76,0.15,9.25,4.69,18.57,73.82,6.66,18.13,26.77,19.55,45.49,2.45,5.17,13.58,17.68,22.52,24.64,43.12,57.36,69.98,2958
Washington,Skamania,"11,782",18.15,61.06,30.53,20.79,92.99,0.04,1.82,1.34,0.25,0.97,2.59,6.6,87.58,6.13,23.0,27.06,19.87,45.72,2.81,4.64,13.72,19.95,24.19,26.11,40.87,55.67,68.31,2959
Washington,Snohomish,"800,382",22.61,64.0,20.03,13.39,73.12,3.2,0.94,11.46,0.48,3.59,7.21,10.51,68.17,5.13,16.41,25.23,23.06,52.01,2.25,3.46,9.53,12.2,16.3,18.37,32.17,46.71,58.79,2960
Washington,Spokane,"498,344",22.26,61.44,23.12,16.3,87.3,1.71,1.18,2.2,0.6,1.52,5.49,5.85,84.27,3.99,15.75,27.54,22.22,47.61,2.64,5.98,17.17,21.24,27.51,30.21,48.25,62.12,74.05,2961
Washington,Stevens,"44,687",20.87,55.81,32.48,23.31,89.53,0.43,4.51,0.74,0.2,0.24,4.35,3.77,86.5,5.95,24.72,26.75,14.87,38.31,2.26,4.44,17.5,22.43,29.7,32.47,53.26,68.8,79.15,2963
Washington,Thurston,"281,083",21.33,61.44,24.02,17.23,79.69,2.9,1.16,5.78,0.9,1.9,7.67,9.3,74.04,4.31,15.32,25.74,25.42,46.62,3.04,4.79,13.16,16.74,21.93,24.26,39.58,54.47,67.46,2967
Washington,Wahkiakum,"4,273",17.51,50.22,45.26,32.27,88.44,1.15,0.89,1.68,0.0,5.76,2.08,7.58,85.61,5.57,22.09,34.14,15.84,31.73,1.87,3.39,15.82,17.29,27.17,28.27,52.98,68.59,80.62,2969
Washington,Walla Walla,"55,803",22.67,58.13,25.99,19.19,83.88,1.06,0.59,1.51,0.05,7.69,5.22,21.87,72.94,7.56,13.56,25.32,20.46,46.09,2.61,4.39,15.66,19.78,28.71,30.72,49.07,65.21,75.42,2970
Washington,Whatcom,"218,800",19.28,63.2,24.11,17.52,82.06,0.96,2.55,4.05,0.25,4.21,5.93,9.72,78.14,4.91,15.08,23.88,24.05,49.75,2.48,6.47,17.0,20.91,26.07,28.84,45.11,59.24,70.72,2972
Washington,Whitman,"42,550",17.1,70.79,16.87,12.11,81.86,1.74,0.41,8.2,0.14,2.17,5.48,5.23,79.71,2.57,9.08,18.16,27.93,50.25,2.71,16.1,33.23,37.23,42.12,43.81,58.63,69.17,79.78,2973
Washington,Yakima,"246,943",29.66,56.61,18.96,13.73,72.0,1.0,3.46,0.92,0.46,14.53,7.63,49.98,42.39,15.55,16.53,17.96,10.82,43.18,2.97,6.8,22.9,30.32,39.45,43.25,63.15,75.5,84.24,2974
West Virginia,Barbour,"15,845",19.58,60.52,26.73,19.91,95.8,0.35,0.17,0.32,0.0,0.37,3.0,1.16,95.44,8.67,35.7,16.13,9.82,40.99,3.71,9.83,24.25,30.55,36.6,40.83,61.62,76.5,83.7,2975
West Virginia,Berkeley,"116,282",22.71,62.42,21.16,14.87,85.92,7.9,0.1,1.16,0.0,1.64,3.27,4.64,83.13,6.71,26.02,21.02,15.92,49.97,3.17,5.05,14.78,18.43,25.12,28.43,46.11,62.97,75.75,2976
West Virginia,Boone,"21,587",20.66,59.53,28.96,19.81,97.7,0.65,0.0,0.0,0.0,0.03,1.62,0.21,97.61,11.8,33.62,18.2,8.44,30.51,4.31,7.0,23.68,29.23,35.37,40.01,57.76,75.56,85.67,2977
West Virginia,Braxton,"13,679",20.32,56.56,31.7,23.12,92.05,0.58,0.34,0.0,0.14,0.07,6.81,0.12,92.0,12.75,34.56,15.38,10.58,37.39,5.24,6.05,26.79,34.29,39.18,42.5,66.51,77.88,85.38,2978
West Virginia,Brooke,"21,132",18.0,58.23,32.1,23.76,95.97,0.84,0.1,0.58,0.15,0.21,2.15,0.87,95.48,5.9,30.82,23.41,15.34,44.14,1.84,5.58,17.71,21.71,29.21,31.88,54.06,70.58,82.02,2979
West Virginia,Cabell,"89,507",20.22,60.77,25.06,19.01,90.81,4.29,0.12,1.16,0.02,0.53,3.08,1.46,90.05,7.72,22.13,19.6,18.84,41.95,2.43,10.42,27.16,33.79,40.64,42.71,59.49,72.47,81.41,2980
West Virginia,Calhoun,"7,120",18.16,57.46,32.09,24.38,99.3,0.0,0.0,0.0,0.0,0.0,0.7,0.0,99.3,12.96,34.66,18.86,9.3,34.93,4.16,10.98,30.67,35.6,46.1,49.23,65.45,76.33,86.38,2981
West Virginia,Clay,"8,474",21.77,57.93,29.01,20.3,99.14,0.08,0.18,0.0,0.0,0.0,0.6,0.07,99.07,15.2,36.45,10.3,7.16,29.54,4.33,14.37,34.16,38.54,50.34,54.53,71.83,82.53,89.93,3000
West Virginia,Doddridge,"7,683",17.18,59.52,28.84,23.3,97.31,0.0,0.29,1.05,0.0,0.09,1.26,0.09,97.31,11.73,31.63,15.93,13.18,40.47,1.77,2.66,20.97,26.68,32.31,36.13,59.44,67.92,72.98,3002
West Virginia,Fayette,"41,539",20.97,57.83,29.78,21.19,93.47,4.96,0.21,0.04,0.06,0.15,1.11,1.08,92.72,11.04,31.58,18.59,11.36,37.91,2.97,7.16,26.96,31.6,39.9,41.71,60.4,79.85,86.89,3006
West Virginia,Gilmer,"6,442",17.63,62.29,26.59,20.07,92.27,3.43,0.0,1.3,0.0,1.88,1.12,2.73,91.42,9.66,30.16,13.63,13.75,40.97,4.87,5.08,18.1,25.4,31.25,35.69,63.6,76.5,89.58,3008
West Virginia,Grant,"11,442",18.55,57.8,30.79,23.65,96.88,1.61,0.0,0.3,0.25,0.32,0.64,0.73,96.48,12.71,34.68,17.04,9.39,43.38,3.06,5.39,20.13,25.76,33.38,36.4,61.07,77.43,86.68,3011
West Virginia,Greenbrier,"34,313",19.47,57.72,31.38,22.8,93.14,2.84,0.04,0.68,0.0,0.6,2.7,1.96,91.49,10.28,27.64,20.94,15.05,41.45,2.62,8.2,23.96,29.6,37.53,40.68,61.68,76.88,84.97,3013
West Virginia,Hampshire,"22,575",17.92,59.02,32.81,23.06,97.15,1.01,0.18,0.25,0.0,0.04,1.38,1.43,95.9,9.56,35.81,20.23,9.38,42.73,3.2,2.87,17.55,21.37,27.66,31.73,53.74,76.07,83.74,3016
West Virginia,Hancock,"28,562",18.35,58.83,30.35,22.82,94.39,2.25,0.05,0.5,0.02,0.0,2.79,1.58,93.45,7.88,29.61,25.02,12.28,44.87,3.98,6.18,19.14,24.67,30.86,33.26,52.46,73.67,82.56,3017
West Virginia,Hardy,"13,641",20.12,57.89,31.13,21.99,90.73,5.19,0.7,2.79,0.0,0.0,0.59,0.82,89.91,13.9,34.65,14.6,10.23,46.67,1.74,5.43,18.88,25.3,40.18,44.42,64.91,79.33,85.32,3019
West Virginia,Harrison,"66,249",21.1,59.84,27.12,19.06,95.08,1.48,0.01,0.62,0.02,0.34,2.45,1.69,94.03,7.85,28.52,18.7,16.78,45.69,2.8,5.55,19.89,24.36,30.56,32.26,49.49,64.76,77.39,3021
West Virginia,Jackson,"28,511",21.56,58.49,26.74,19.95,97.13,0.31,0.52,0.31,0.0,0.0,1.73,0.95,96.65,7.81,31.14,19.42,12.96,37.6,1.33,4.19,22.16,25.76,29.98,32.73,50.07,66.45,78.78,3023
