state,declarationDate,incidentType,designatedArea,FID
LA,2011-10-28T10:49:00.000Z,Coastal Storm,East Feliciana,1115
LA,2011-10-28T10:49:00.000Z,Coastal Storm,Lafourche,1280
LA,2011-10-28T10:49:00.000Z,Coastal Storm,Plaquemines,1427
LA,2011-10-28T10:49:00.000Z,Coastal Storm,St. Bernard,1463
LA,2011-10-28T10:49:00.000Z,Coastal Storm,Jefferson,1147
LA,2011-10-28T10:49:00.000Z,Coastal Storm,Terrebonne,1501
LA,2011-10-28T10:49:00.000Z,Coastal Storm,West Feliciana,1524
LA,2011-10-28T10:49:00.000Z,Coastal Storm,St. Charles,1466
