state,declarationDate,incidentType,designatedArea,FID
WV,2000-02-28T15:00:00.000Z,Flood,Barbour,2975
WV,2000-02-28T15:00:00.000Z,Flood,Braxton,2978
WV,2000-02-28T15:00:00.000Z,Flood,Cabell,2980
WV,2000-02-28T15:00:00.000Z,Flood,Pocahontas,3066
WV,2000-02-28T15:00:00.000Z,Flood,Calhoun,2981
WV,2000-02-28T15:00:00.000Z,Flood,Doddridge,3002
WV,2000-02-28T15:00:00.000Z,Flood,Gilmer,3008
WV,2000-02-28T15:00:00.000Z,Flood,Jackson,3023
WV,2000-02-28T15:00:00.000Z,Flood,Harrison,3021
WV,2000-02-28T15:00:00.000Z,Flood,Kanawha,3027
WV,2000-02-28T15:00:00.000Z,Flood,Lincoln,3031
WV,2000-02-28T15:00:00.000Z,Flood,Marion,3039
WV,2000-02-28T15:00:00.000Z,Flood,Monongalia,3050
WV,2000-02-28T15:00:00.000Z,Flood,Mason,3042
WV,2000-02-28T15:00:00.000Z,Flood,Preston,3068
WV,2000-02-28T15:00:00.000Z,Flood,Putnam,3070
WV,2000-02-28T15:00:00.000Z,Flood,Randolph,3075
WV,2000-02-28T15:00:00.000Z,Flood,Ritchie,3077
WV,2000-02-28T15:00:00.000Z,Flood,Lewis,3029
WV,2000-02-28T15:00:00.000Z,Flood,Roane,3079
WV,2000-02-28T15:00:00.000Z,Flood,Taylor,3082
WV,2000-02-28T15:00:00.000Z,Flood,Tyler,3085
WV,2000-02-28T15:00:00.000Z,Flood,Wirt,3095
WV,2000-02-28T15:00:00.000Z,Flood,Upshur,3087
WV,2000-02-28T15:00:00.000Z,Flood,Tucker,3084
WV,2000-02-28T15:00:00.000Z,Flood,Wetzel,3093
MO,2000-05-12T20:00:00.000Z,Flood,St. Charles,1205
MO,2000-05-12T20:00:00.000Z,Flood,Ste. Genevieve,1209
MO,2000-05-12T20:00:00.000Z,Flood,St. Francois,1212
MO,2000-05-12T20:00:00.000Z,Flood,Crawford,1028
MO,2000-05-12T20:00:00.000Z,Flood,St. Louis County,1216
MO,2000-05-12T20:00:00.000Z,Flood,Warren,1251
MO,2000-05-12T20:00:00.000Z,Flood,Washington,1253
MO,2000-05-12T20:00:00.000Z,Flood,Franklin,1047
MO,2000-05-12T20:00:00.000Z,Flood,Gasconade,1049
MO,2000-05-12T20:00:00.000Z,Flood,Jefferson,1082
IL,2001-05-09T00:00:00.000Z,Flood,Adams,650
IL,2001-05-09T00:00:00.000Z,Flood,Calhoun,4
IL,2001-05-09T00:00:00.000Z,Flood,Carroll,6
IL,2001-05-09T00:00:00.000Z,Flood,Henderson,117
IL,2001-05-09T00:00:00.000Z,Flood,Jo Daviess,145
IL,2001-05-09T00:00:00.000Z,Flood,Mercer,216
IL,2001-05-09T00:00:00.000Z,Flood,Pike,241
IL,2001-05-09T00:00:00.000Z,Flood,Rock Island,265
IL,2001-05-09T00:00:00.000Z,Flood,Whiteside,314
WI,2001-05-11T14:00:00.000Z,Flood,Adams,3101
WI,2001-05-11T14:00:00.000Z,Flood,Ashland,3104
IL,2001-05-09T00:00:00.000Z,Flood,Hancock,111
WI,2001-05-11T14:00:00.000Z,Flood,Clark,3119
WI,2001-05-11T14:00:00.000Z,Flood,Dunn,3135
WI,2001-05-11T14:00:00.000Z,Flood,Iron,3151
WI,2001-05-11T14:00:00.000Z,Flood,Jackson,3153
WI,2001-05-11T14:00:00.000Z,Flood,Juneau,3156
WI,2001-05-11T14:00:00.000Z,Flood,Chippewa,3117
WI,2001-05-11T14:00:00.000Z,Flood,Portage,3192
WI,2001-05-11T14:00:00.000Z,Flood,Polk,3191
WI,2001-05-11T14:00:00.000Z,Flood,Wood,3014
WI,2001-05-11T14:00:00.000Z,Flood,Taylor,3208
WI,2001-05-11T14:00:00.000Z,Flood,Waupaca,3009
WI,2001-05-11T14:00:00.000Z,Flood,Waushara,3010
WI,2001-05-11T14:00:00.000Z,Flood,Barron,3106
WI,2001-05-11T14:00:00.000Z,Flood,Bayfield,3108
WI,2001-05-11T14:00:00.000Z,Flood,Buffalo,3113
WI,2001-05-11T14:00:00.000Z,Flood,Burnett,3115
WI,2001-05-11T14:00:00.000Z,Flood,Calumet,3116
WI,2001-05-11T14:00:00.000Z,Flood,Crawford,3122
WI,2001-05-11T14:00:00.000Z,Flood,Douglas,3134
WI,2001-05-11T14:00:00.000Z,Flood,Grant,3143
WI,2001-05-11T14:00:00.000Z,Flood,La Crosse,3161
WI,2001-05-11T14:00:00.000Z,Flood,Outagamie,3185
WI,2001-05-11T14:00:00.000Z,Flood,Pepin,3188
WI,2001-05-11T14:00:00.000Z,Flood,Pierce,3189
WI,2001-05-11T14:00:00.000Z,Flood,Rusk,3199
WI,2001-05-11T14:00:00.000Z,Flood,St. Croix,3200
WI,2001-05-11T14:00:00.000Z,Flood,Vernon,3213
WI,2001-05-11T14:00:00.000Z,Flood,Washburn,3004
WI,2001-05-11T14:00:00.000Z,Flood,Winnebago,3012
WI,2001-05-11T14:00:00.000Z,Flood,Trempealeau,3210
MN,2001-05-16T11:00:00.000Z,Flood,Becker,1878
MN,2001-05-16T11:00:00.000Z,Flood,Dodge,1906
MN,2001-05-16T11:00:00.000Z,Flood,Faribault,1908
MN,2001-05-16T11:00:00.000Z,Flood,Le Sueur,1929
MN,2001-05-16T11:00:00.000Z,Flood,Marshall,1937
MN,2001-05-16T11:00:00.000Z,Flood,Nobles,1950
MN,2001-05-16T11:00:00.000Z,Flood,Isanti,1916
MN,2001-05-16T11:00:00.000Z,Flood,Lake,1926
MN,2001-05-16T11:00:00.000Z,Flood,Roseau,1976
MN,2001-05-16T11:00:00.000Z,Flood,Anoka,1877
MN,2001-05-16T11:00:00.000Z,Flood,Koochiching,1922
MN,2001-05-16T11:00:00.000Z,Flood,Olmsted,1953
MN,2001-05-16T11:00:00.000Z,Flood,Hennepin,1913
MN,2001-05-16T11:00:00.000Z,Flood,Rice,1973
MN,2001-05-16T11:00:00.000Z,Flood,Aitkin,1875
MN,2001-05-16T11:00:00.000Z,Flood,Beltrami,1880
MN,2001-05-16T11:00:00.000Z,Flood,Brown,1892
MN,2001-05-16T11:00:00.000Z,Flood,Carlton,1893
MN,2001-05-16T11:00:00.000Z,Flood,Clearwater,1899
MN,2001-05-16T11:00:00.000Z,Flood,Crow Wing,1903
MN,2001-05-16T11:00:00.000Z,Flood,Douglas,1907
MN,2001-05-16T11:00:00.000Z,Flood,Kanabec,1919
MN,2001-05-16T11:00:00.000Z,Flood,Kandiyohi,1920
MN,2001-05-16T11:00:00.000Z,Flood,Kittson,1921
MN,2001-05-16T11:00:00.000Z,Flood,Lake of the Woods,1927
MN,2001-05-16T11:00:00.000Z,Flood,Mille Lacs,1943
MN,2001-05-16T11:00:00.000Z,Flood,Mower,1945
MN,2001-05-16T11:00:00.000Z,Flood,Nicollet,1948
MN,2001-05-16T11:00:00.000Z,Flood,Otter Tail,1954
MN,2001-05-16T11:00:00.000Z,Flood,Pine,1957
MN,2001-05-16T11:00:00.000Z,Flood,Pope,1961
MN,2001-05-16T11:00:00.000Z,Flood,Sibley,1982
MN,2001-05-16T11:00:00.000Z,Flood,Stearns,1984
MN,2001-05-16T11:00:00.000Z,Flood,Wright,1999
MN,2001-05-16T11:00:00.000Z,Flood,Scott,1979
MN,2001-05-16T11:00:00.000Z,Flood,Benton,1881
MN,2001-05-16T11:00:00.000Z,Flood,Big Stone,1882
MN,2001-05-16T11:00:00.000Z,Flood,Carver,1894
MN,2001-05-16T11:00:00.000Z,Flood,Chippewa,1896
MN,2001-05-16T11:00:00.000Z,Flood,Chisago,1897
MN,2001-05-16T11:00:00.000Z,Flood,Clay,1898
MN,2001-05-16T11:00:00.000Z,Flood,Dakota,1904
