TX,2021-02-14T18:35:00.000Z,Severe Ice Storm,Anderson (County)
TX,2021-02-14T18:35:00.000Z,Severe Ice Storm,Andrews (County)
TX,2021-02-14T18:35:00.000Z,Severe Ice Storm,Angelina (County)
TX,2021-02-14T18:35:00.000Z,Severe Ice Storm,Aransas (County)
TX,2021-02-14T18:35:00.000Z,Severe Ice Storm,Archer (County)
TX,2021-02-14T18:35:00.000Z,Severe Ice Storm,Armstrong (County)
TX,2021-02-14T18:35:00.000Z,Severe Ice Storm,Atascosa (County)
TX,2021-02-14T18:35:00.000Z,Severe Ice Storm,Austin (County)
TX,2021-02-14T18:35:00.000Z,Severe Ice Storm,Bailey (County)
TX,2021-02-14T18:35:00.000Z,Severe Ice Storm,Bandera (County)
TX,2021-02-14T18:35:00.000Z,Severe Ice Storm,Bastrop (County)
TX,2021-02-14T18:35:00.000Z,Severe Ice Storm,Baylor (County)
TX,2021-02-14T18:35:00.000Z,Severe Ice Storm,Bee (County)
TX,2021-02-14T18:35:00.000Z,Severe Ice Storm,Bell (County)
TX,2021-02-14T18:35:00.000Z,Severe Ice Storm,Bexar (County)
TX,2021-02-14T18:35:00.000Z,Severe Ice Storm,Blanco (County)
TX,2021-02-14T18:35:00.000Z,Severe Ice Storm,Borden (County)
TX,2021-02-14T18:35:00.000Z,Severe Ice Storm,Bosque (County)
TX,2021-02-14T18:35:00.000Z,Severe Ice Storm,Bowie (County)
TX,2021-02-14T18:35:00.000Z,Severe Ice Storm,Brazoria (County)
TX,2021-02-14T18:35:00.000Z,Severe Ice Storm,Brazos (County)
TX,2021-02-14T18:35:00.000Z,Severe Ice Storm,Brewster (County)
TX,2021-02-14T18:35:00.000Z,Severe Ice Storm,Briscoe (County)
TX,2021-02-14T18:35:00.000Z,Severe Ice Storm,Brooks (County)
TX,2021-02-14T18:35:00.000Z,Severe Ice Storm,Brown (County)
TX,2021-02-14T18:35:00.000Z,Severe Ice Storm,Burleson (County)
TX,2021-02-14T18:35:00.000Z,Severe Ice Storm,Burnet (County)
TX,2021-02-14T18:35:00.000Z,Severe Ice Storm,Calhoun (County)
TX,2021-02-14T18:35:00.000Z,Severe Ice Storm,Callahan (County)
TX,2021-02-14T18:35:00.000Z,Severe Ice Storm,Cameron (County)
TX,2021-02-14T18:35:00.000Z,Severe Ice Storm,Camp (County)
TX,2021-02-14T18:35:00.000Z,Severe Ice Storm,Carson (County)
TX,2021-02-14T18:35:00.000Z,Severe Ice Storm,Caldwell (County)
TX,2021-02-14T18:35:00.000Z,Severe Ice Storm,Cass (County)
TX,2021-02-14T18:35:00.000Z,Severe Ice Storm,Castro (County)
TX,2021-02-14T18:35:00.000Z,Severe Ice Storm,Chambers (County)
TX,2021-02-14T18:35:00.000Z,Severe Ice Storm,Cherokee (County)
TX,2021-02-14T18:35:00.000Z,Severe Ice Storm,Childress (County)
TX,2021-02-14T18:35:00.000Z,Severe Ice Storm,Clay (County)
TX,2021-02-14T18:35:00.000Z,Severe Ice Storm,Cochran (County)
TX,2021-02-14T18:35:00.000Z,Severe Ice Storm,Coke (County)
TX,2021-02-14T18:35:00.000Z,Severe Ice Storm,Coleman (County)
TX,2021-02-14T18:35:00.000Z,Severe Ice Storm,Collin (County)
TX,2021-02-14T18:35:00.000Z,Severe Ice Storm,Collingsworth (County)
TX,2021-02-14T18:35:00.000Z,Severe Ice Storm,Colorado (County)
TX,2021-02-14T18:35:00.000Z,Severe Ice Storm,Comal (County)
TX,2021-02-14T18:35:00.000Z,Severe Ice Storm,Comanche (County)
TX,2021-02-14T18:35:00.000Z,Severe Ice Storm,Concho (County)
TX,2021-02-14T18:35:00.000Z,Severe Ice Storm,Cooke (County)
TX,2021-02-14T18:35:00.000Z,Severe Ice Storm,Coryell (County)
TX,2021-02-14T18:35:00.000Z,Severe Ice Storm,Cottle (County)
TX,2021-02-14T18:35:00.000Z,Severe Ice Storm,Crane (County)
TX,2021-02-14T18:35:00.000Z,Severe Ice Storm,Crockett (County)
TX,2021-02-14T18:35:00.000Z,Severe Ice Storm,Crosby (County)
TX,2021-02-14T18:35:00.000Z,Severe Ice Storm,Dallam (County)
TX,2021-02-14T18:35:00.000Z,Severe Ice Storm,Dallas (County)
TX,2021-02-14T18:35:00.000Z,Severe Ice Storm,Dawson (County)
TX,2021-02-14T18:35:00.000Z,Severe Ice Storm,Deaf Smith (County)
TX,2021-02-14T18:35:00.000Z,Severe Ice Storm,Culberson (County)
TX,2021-02-14T18:35:00.000Z,Severe Ice Storm,Denton (County)
TX,2021-02-14T18:35:00.000Z,Severe Ice Storm,DeWitt (County)
TX,2021-02-14T18:35:00.000Z,Severe Ice Storm,Dickens (County)
TX,2021-02-14T18:35:00.000Z,Severe Ice Storm,Dimmit (County)
TX,2021-02-14T18:35:00.000Z,Severe Ice Storm,Delta (County)
TX,2021-02-14T18:35:00.000Z,Severe Ice Storm,Donley (County)
TX,2021-02-14T18:35:00.000Z,Severe Ice Storm,Duval (County)
TX,2021-02-14T18:35:00.000Z,Severe Ice Storm,Eastland (County)
TX,2021-02-14T18:35:00.000Z,Severe Ice Storm,Ector (County)
TX,2021-02-14T18:35:00.000Z,Severe Ice Storm,Edwards (County)
TX,2021-02-14T18:35:00.000Z,Severe Ice Storm,Ellis (County)
TX,2021-02-14T18:35:00.000Z,Severe Ice Storm,El Paso (County)
TX,2021-02-14T18:35:00.000Z,Severe Ice Storm,Erath (County)
TX,2021-02-14T18:35:00.000Z,Severe Ice Storm,Falls (County)
