BaseYear,state,incidentType,designatedArea,Freq,FID
2015,CA,Dam/Levee Break,Butte,1,486
2015,CA,Dam/Levee Break,Sutter,1,483
2015,CA,Dam/Levee Break,Yuba,1,541
2015,MI,Dam/Levee Break,Gladwin,2,1691
2015,MI,Dam/Levee Break,Midland,2,1806
2015,MI,Dam/Levee Break,Saginaw,1,1845
2015,MI,Dam/Levee Break,Arenac,1,1621
2015,MI,Dam/Levee Break,Iosco,1,1715
