BaseYear,state,incidentType,designatedArea,Freq,FID
2000,MN,Severe Storm(s),White Earth,1,172
2000,ND,Severe Storm(s),Fort Berthold,4,224
2000,ND,Severe Storm(s),Turtle Mountain,4,159
2000,AZ,Severe Storm(s),Gila River,3,233
2000,MT,Severe Storm(s),Crow,1,34
2000,MT,Severe Storm(s),Blackfeet,1,19
2000,AK,Severe Storm(s),Chignik Lagoon,1,430
2000,AK,Severe Storm(s),Chignik Lake,1,431
2000,ND,Severe Storm(s),Standing Rock,3,324
2000,ND,Severe Storm(s),Spirit Lake,2,322
2000,SD,Severe Storm(s),Rosebud,1,118
2000,AZ,Severe Storm(s),Hopi,3,57
2000,AZ,Severe Storm(s),Navajo Nation,3,93
2000,AZ,Severe Storm(s),Havasupai,2,238
2000,AZ,Severe Storm(s),San Carlos,2,309
