PWS ID,PWS Name,EPA Region,Primacy Agency,PWS Type,Population<br> Served Count,Cities Served,Counties Served,# of Facilities,# of Violations,# of Site Visits
MD1081098,"DENTSVILLE TRADING COMPANY, INC.",Region 3,Maryland,Non-Transient non-community system,90,,Charles,4,17,7
MD1101373,ZIGBONE FARM RETREAT,Region 3,Maryland,Transient non-community system,30,,Frederick,5,0,1
MD1170002,CHURCH HILL ELEMENTARY SCHOOL,Region 3,Maryland,Non-Transient non-community system,280,,Queen Anne's,6,9,10
MD1070065,RECOVERY CENTER OF AMERICA,Region 3,Maryland,Non-Transient non-community system,30,,Cecil,5,3,2
MD1071394,CECIL COUNTY ANIMAL SERVICES,Region 3,Maryland,Transient non-community system,46,,Cecil,4,1,1
MD1071357,FURNACE BAY GOLF COURSE,Region 3,Maryland,Transient non-community system,25,,Cecil,4,10,8
MD0300006,METROPOLITAN OF BALTIMORE,Region 3,Maryland,Community water system,492,,Baltimore city,9,1,2
MD0050008,TOWN OF HENDERSON,Region 3,Maryland,Community water system,156,,Caroline,10,19,22
MD0050007,HARMAN SUBDIVISION,Region 3,Maryland,Community water system,35,,Caroline,6,18,22
MD1041028,BRIGHT CENTER WESTAND TURNABOUT CAFE,Region 3,Maryland,Transient non-community system,100,,Calvert,5,1,3
MD1020147,BENFIELD CORPORATE PARK LLC,Region 3,Maryland,Non-Transient non-community system,75,,Anne Arundel,4,2,1
MD1020116,I-97 OFFICE COMPLEX,Region 3,Maryland,Non-Transient non-community system,175,,Anne Arundel,18,5,8
MD1021347,FORT MEADE SHELL,Region 3,Maryland,Transient non-community system,103,,Anne Arundel,5,0,8
MD1021171,DUNKIN DONUTS / BASKIN ROBBINS,Region 3,Maryland,Transient non-community system,105,,Anne Arundel,4,2,5
MD1021354,THE WINE BOX,Region 3,Maryland,Transient non-community system,26,,Anne Arundel,5,4,6
MD1021441,SEVERNA PARK RACQUET & FITNESS CLUB,Region 3,Maryland,Transient non-community system,412,,Anne Arundel,4,2,7
MD1021093,HIGHS DAIRY STORE,Region 3,Maryland,Transient non-community system,503,,Anne Arundel,4,1,6
MD1021714,HIGHS AT BAY DALE,Region 3,Maryland,Transient non-community system,204,,Anne Arundel,4,0,5
MD1021597,HOLY FAMILY CATH. CHURCH,Region 3,Maryland,Transient non-community system,603,,Anne Arundel,5,1,8
MD1021510,HIGHS DAIRY STORE,Region 3,Maryland,Transient non-community system,107,,Anne Arundel,4,0,7
