PWS ID,PWS Name,EPA Region,Primacy Agency,PWS Type,Population<br> Served Count,Cities Served,Counties Served,# of Facilities,# of Violations,# of Site Visits
LA1039010,CITY OF VILLE PLATTE WATER SYSTEM,Region 6,Louisiana,Community water system,7628,,Evangeline Parish,24,17,27
LA1031028,HIGHWAY 513 WATER SUPPLY,Region 6,Louisiana,Community water system,120,,De Soto Parish,3,18,7
LA1085044,UNION SPRINGS WATER SYSTEM,Region 6,Louisiana,Community water system,1305,,Sabine Parish,12,45,14
LA1017016,HOSSTON MIRA WATER SYSTEM,Region 6,Louisiana,Community water system,660,,Caddo Parish,18,62,14
LA1017028,RODESSA WATER SYSTEM,Region 6,Louisiana,Community water system,544,,Caddo Parish,10,12,12
LA2005003,BASF CORPORATION,Region 6,Louisiana,Non-Transient non-community system,1391,,Ascension Parish,13,7,15
LA1055011,TOWN OF DUSON WATER SYSTEM,Region 6,Louisiana,Community water system,1950,,Lafayette Parish,15,8,20
LA1005175,TREYVILLE COURTS TRAILER PARK,Region 6,Louisiana,Community water system,69,,Ascension Parish,4,13,14
LA1005114,SHADY OAKS MOBILE HOME PARK WATER SYSTEM,Region 6,Louisiana,Community water system,192,,Ascension Parish,4,7,15
LA1027011,SUMMERFIELD WATER SYSTEM,Region 6,Louisiana,Community water system,1260,,Claiborne Parish,15,5,9
LA1027008,DAVID WADE CORRECTIONAL CENTER WS,Region 6,Louisiana,Community water system,1660,,Claiborne Parish,12,12,12
LA1017052,WATERWORKS DISTRICT 7,Region 6,Louisiana,Community water system,5400,,Caddo Parish,32,12,10
LA1085032,TOWN OF ZWOLLE WATER SYSTEM,Region 6,Louisiana,Community water system,2400,,Sabine Parish,11,16,14
LA2105095,SKINNEYS RESTAURANT,Region 6,Louisiana,Transient non-community system,200,,Tangipahoa Parish,4,4,6
LA1049006,EAST HODGE WATER SYSTEM,Region 6,Louisiana,Community water system,423,,Jackson Parish,8,69,24
LA1061006,GRAMBLING WATER SYSTEM,Region 6,Louisiana,Community water system,4949,,Lincoln Parish,12,28,33
LA1083007,START WATER SYSTEM,Region 6,Louisiana,Community water system,2514,,Richland Parish,10,6,18
LA2103515,SOUTHERN COMFORT LOUNGE,Region 6,Louisiana,Transient non-community system,25,,St. Tammany Parish,4,0,1
LA2119021,LAKESIDE RV PARK,Region 6,Louisiana,Transient non-community system,100,,Webster Parish,5,6,13
LA1111016,WARDS CHAPEL WATER SYSTEM,Region 6,Louisiana,Community water system,1350,,Union Parish,11,59,23
LA2013012,FOSTER POULTRY FARMS (ARCADIA FEEDMILL),Region 6,Louisiana,Non-Transient non-community system,30,,Bienville Parish,5,15,8
LA1017017,IDA WATER SYSTEM,Region 6,Louisiana,Community water system,450,,Caddo Parish,9,35,14
LA1069008,POWHATAN WATER SYSTEM,Region 6,Louisiana,Community water system,499,,Natchitoches Parish,10,47,21
LA1081001,COUSHATTA WATER SYSTEM,Region 6,Louisiana,Community water system,3528,,Red River Parish,17,7,13
LA1123002,FISKE UNION WATER SYSTEM,Region 6,Louisiana,Community water system,1830,,West Carroll Parish,9,5,17
