PWS ID,PWS Name,EPA Region,Primacy Agency,PWS Type,Population<br> Served Count,Cities Served,Counties Served,# of Facilities,# of Violations,# of Site Visits
CO0221040,BEAR TRAP RANCH,Region 8,Colorado,Transient non-community system,103,,El Paso,8,60,8
CO0135718,SOLDIER CANYON FILTER PLANT,Region 8,Colorado,Community water system,0,,Larimer,9,0,6
CO0234720,RIVERSIDE RVP,Region 8,Colorado,Transient non-community system,109,,La Plata,3,8,4
CO0149727,SWISS VILLAGE HOA,Region 8,Colorado,Community water system,95,,Pitkin,5,22,7
CO0134900,VAN DEN BERG MD,Region 8,Colorado,Community water system,41,,La Plata,6,96,7
CO0235844,WIND RIVER RANCH WS,Region 8,Colorado,Transient non-community system,100,,Larimer,12,17,10
CO0101080,HIGH PLAINS WUA,Region 8,Colorado,Community water system,200,,Adams,7,6,6
CO0224319,COYOTE MOTEL,Region 8,Colorado,Transient non-community system,37,,Gilpin,3,12,7
CO0108420,MONARCH MOUNTAIN LODGE,Region 8,Colorado,Non-Transient non-community system,247,,Chaffee,6,47,5
CO0134330,FORREST GROVE ESTATES,Region 8,Colorado,Community water system,115,,La Plata,6,2,6
CO0146485,DALLAS CREEK WC,Region 8,Colorado,Community water system,764,,Ouray,10,22,12
CO0259036,TIGER RUN HOA RV PARK,Region 8,Colorado,Transient non-community system,510,,Summit,5,9,5
CO0142400,DOLORES TOWN OF,Region 8,Colorado,Community water system,1626,,Montezuma,8,9,10
CO0138025,MERINO TOWN OF,Region 8,Colorado,Community water system,235,,Logan,5,37,10
CO0162291,FT LUPTON CITY OF,Region 8,Colorado,Community water system,8100,,Weld,12,65,9
CO0221740,POP A TOP SALOON,Region 8,Colorado,Transient non-community system,25,,El Paso,3,17,6
CO0101741,THORNTON ESTATES,Region 8,Colorado,Community water system,300,THORNTON,Adams,2,0,0
CO0103081,ROLLING PLAINS ESTATE,Region 8,Colorado,Community water system,35,,Arapahoe,5,114,6
CO0107100,A 1 DISCOUNT WC,Region 8,Colorado,Community water system,250,,Boulder,4,9,4
CO0119802,EAGLE RIVER WSD,Region 8,Colorado,Community water system,28620,,Eagle,32,22,12
CO0119786,UPPER EAGLE REGIONAL WA,Region 8,Colorado,Community water system,31581,,Eagle,84,58,8
CO0108655,PRINCETON ESTATES SUBD,Region 8,Colorado,Community water system,150,,Chaffee,6,3,6
CO0221620,MIAMI YODER SCHOOL DISTRICT JT60,Region 8,Colorado,Non-Transient non-community system,400,,El Paso,12,15,5
CO0235285,FOX ACRES COMM SERV CORP,Region 8,Colorado,Non-Transient non-community system,306,,Larimer,9,2,9
CO0253842,WH160 LLC,Region 8,Colorado,Non-Transient non-community system,39,,Rio Grande,3,3,1
CO0214101,A PAINTED VIEW RANCH,Region 8,Colorado,Transient non-community system,31,,Custer,4,10,1
CO0105300,PRITCHETT TOWN OF,Region 8,Colorado,Community water system,180,,Baca,12,4,9
