PWS ID,PWS Name,EPA Region,Primacy Agency,PWS Type,Population<br> Served Count,Cities Served,Counties Served,# of Facilities,# of Violations,# of Site Visits
WI7210138,CAMP 5 FARM,Region 5,Wisconsin,Transient non-community system,200,LAONA,Forest,2,4,11
WI2680984,SOCIAL HAUS,Region 5,Wisconsin,Transient non-community system,30,MENOMONEE FALLS,Waukesha,2,1,14
WI2681726,AMERICAN LEGION POST 196,Region 5,Wisconsin,Transient non-community system,35,DELAFIELD,Waukesha,3,3,9
WI2300246,PARIS SCHOOL,Region 5,Wisconsin,Non-Transient non-community system,300,KENOSHA,Kenosha,3,2,6
WI7440013,COUNTRY SQUARE LODGE AND CABINS,Region 5,Wisconsin,Transient non-community system,25,PELICAN LAKE,Oneida,2,9,8
WI6180717,EAU CLAIRE COOP OIL CO,Region 5,Wisconsin,Non-Transient non-community system,80,EAU CLAIRE,Eau Claire,3,24,2
WI6180344,FOX RUN TAVERN,Region 5,Wisconsin,Transient non-community system,25,EAU CLAIRE,Eau Claire,2,1,10
WI8610186,CINDYS BAR & GRILL,Region 5,Wisconsin,Transient non-community system,50,MEDFORD,Taylor,2,15,13
WI4390623,LAKE OF THE WOODS CMPGD POOL BLDG,Region 5,Wisconsin,Transient non-community system,64,WAUTOMA,Marquette,2,2,10
WI4390527,LAKE OF THE WOODS CMPGD MAIN COMPLEX,Region 5,Wisconsin,Transient non-community system,64,WAUTOMA,Marquette,3,2,12
WI4390600,LAKE OF THE WOODS CMPGD CAMPSITES ONLY,Region 5,Wisconsin,Transient non-community system,114,WAUTOMA,Marquette,2,3,12
WI4390102,LAKE OF THE WOODS BACK BATH HOUSE,Region 5,Wisconsin,Transient non-community system,39,WAUTOMA,Marquette,2,3,12
WI2651563,JO JOS PIZZA,Region 5,Wisconsin,Transient non-community system,27,DELAVAN,Walworth,3,13,10
WI1281142,K & S MANUFACTURING BLDG 2 & 3,Region 5,Wisconsin,Non-Transient non-community system,30,IXONIA,Jefferson,3,0,3
WI3280021,K & S MANUFACTURING BLDG 1,Region 5,Wisconsin,Non-Transient non-community system,76,IXONIA,Jefferson,3,10,6
WI6320377,TRINITY UNITED CHURCH OF CHRIST,Region 5,Wisconsin,Transient non-community system,25,LA CROSSE,La Crosse,3,5,11
WI8020457,U S F S GLIDDEN RANGER DISTRICT,Region 5,Wisconsin,Transient non-community system,45,GLIDDEN,Ashland,2,8,6
WI2460374,OZAUKEE CO HWY DEPT CEDARBURG,Region 5,Wisconsin,Transient non-community system,35,CEDARBURG,Ozaukee,4,0,6
WI4710522,"WINCHESTER, THE",Region 5,Wisconsin,Transient non-community system,50,LARSEN,Winnebago,2,2,12
