PWS ID,PWS Name,EPA Region,Primacy Agency,PWS Type,Population<br> Served Count,Cities Served,Counties Served,# of Facilities,# of Violations,# of Site Visits
NN3508630,Burnham Junction Mustang,Region 9,Navajo Nation,Transient non-community system,500,Burnham Junction,,6,34,6
NN0436008,Greasewood Springs Community Boarding School BIA,Region 9,Navajo Nation,Community water system,720,Lower Greasewood,,17,87,7
NN3500329,Alamo-Chavez Springs,Region 9,Navajo Nation,Community water system,28,"Alamo, Chavez Springs",,5,213,6
NN3500286,Alamo-Alamo Springs,Region 9,Navajo Nation,Community water system,210,Alamo Springs,,8,371,6
NN3500285,Alamo-Alamo Community,Region 9,Navajo Nation,Community water system,785,Alamo,,21,448,6
NN3500251,Ramah-Ramah Rural RNUA,Region 9,Navajo Nation,Community water system,165,Ramah Rural,,5,254,7
NN0403022,Canyon De Chelly National Monument,Region 9,Navajo Nation,Community water system,55,Chinle,,6,107,8
NN0400339,Navajo National Monument,Region 9,Navajo Nation,Non-Transient non-community system,25,Shonto,,12,116,5
NN0433002,Chilchinbeto Community Day School BIA,Region 9,Navajo Nation,Community water system,138,Chilchinbeto,,5,65,4
NN3534023,Crownpoint Boarding School BIA,Region 9,Navajo Nation,Community water system,1024,Crownpoint Boarding School,,6,97,7
NN0436024,Wide Ruins Community Boarding School BIA,Region 9,Navajo Nation,Community water system,215,Wide Ruins,,9,79,7
NN3510004,Sanostee (New) Day School BIA,Region 9,Navajo Nation,Non-Transient non-community system,80,Sanostee,,4,3,2
NN3532006,Nenahnezad Community School BIA,Region 9,Navajo Nation,Community water system,80,Nenahnezad,,4,4,8
NN0433016,Shonto Preparatory Boarding School BIA,Region 9,Navajo Nation,Community water system,664,Shonto,,13,76,5
NN0435212,Rough Rock Community High School BIA,Region 9,Navajo Nation,Non-Transient non-community system,350,Rough Rock,,8,45,7
NN0435112,Rough Rock Demonstration School BIA,Region 9,Navajo Nation,Community water system,200,Rough Rock,,7,135,7
NN0436015,Kinlichee Community School BIA,Region 9,Navajo Nation,Community water system,174,Kinlichee,,8,66,6
NN0435009,Nazlini Community Boarding School BIA,Region 9,Navajo Nation,Community water system,230,Nazlini,,6,94,6
NN0433015,Rocky Ridge Boarding School BIA,Region 9,Navajo Nation,Community water system,250,Dinnebito,,9,68,7
NN0400320,Ganado Mission - Sage Memorial Hospital,Region 9,Navajo Nation,Community water system,349,Ganado,,6,176,7
NN0400380,St Michael Indian School,Region 9,Navajo Nation,Non-Transient non-community system,585,St. Michaels,,11,480,7
NN0433004,Dennehotso Boarding School BIA,Region 9,Navajo Nation,Community water system,300,Dennehotso,,8,71,6
NN0432007,Red Rock (Red Valley) Day School BIA,Region 9,Navajo Nation,Community water system,55,Red Valley,,8,58,6
NN3500280,Ramah-Mountain View RNUA,Region 9,Navajo Nation,Community water system,215,"Ramah, Mountain View",,5,308,7
NN0435010,Pinon Community Dormitory School BIA,Region 9,Navajo Nation,Community water system,500,Pinon,,7,15,6
NN0436019,Seba Dalkai Boarding School BIA,Region 9,Navajo Nation,Community water system,250,Seba Dalkai,,8,62,7
NN0400293,Transwestern Pipeline Company - Leupp - 3,Region 9,Navajo Nation,Non-Transient non-community system,25,"Leupp, East of",,9,12,6
NN0400291,Transwestern Pipeline Company - Klagetoh - 4,Region 9,Navajo Nation,Non-Transient non-community system,25,Klagetoh,,6,28,8
NN0436018,Pine Springs Day School BIA,Region 9,Navajo Nation,Community water system,122,"Houck, North of",,7,15,4
NN3500279,Ramah-Sunset Valley RNUA,Region 9,Navajo Nation,Community water system,294,"Ramah, Sunset Valley",,5,261,7
NN4900222,Monument Valley Mission - Hospital,Region 9,Navajo Nation,Community water system,303,Monument Valley,,9,277,5
NN0435011,Rock Point Community School BIA,Region 9,Navajo Nation,Community water system,758,Rock Point,,6,68,6
NN0400287,Peabody Western Coal Company - Black Mesa Mines,Region 9,Navajo Nation,Non-Transient non-community system,420,Black Mesa,,28,74,5
NN4900227,Monument Valley Utah Schools,Region 9,Navajo Nation,Community water system,700,Monument Valley,,6,97,5
NN4932002,Aneth Community School BIA,Region 9,Navajo Nation,Community water system,192,Aneth,,11,12,6
NN0433007,Kaibeto (Upper) Boarding School BIA,Region 9,Navajo Nation,Community water system,400,Kaibeto,,14,117,5
NN3500287,Canoncito,Region 9,Navajo Nation,Community water system,1320,Canoncito,,16,415,7
NN0435006,Low Mountain Boarding School BIA,Region 9,Navajo Nation,Community water system,339,Low Mountain,,8,132,6
NN0403014,Mexican Water Trading Post,Region 9,Navajo Nation,Transient non-community system,25,Mexican Water,,8,24,5
NN0436006,Dilcon Community Boarding School BIA,Region 9,Navajo Nation,Community water system,473,Dilcon,,11,34,5
NN0403060,Chinle USD 24 Administration Center,Region 9,Navajo Nation,Community water system,220,Chinle,,7,69,6
NN3534016,Tseiiahi (Standing Rock) Community School BIA,Region 9,Navajo Nation,Non-Transient non-community system,143,Standing Rock Boarding School,,6,17,6
NN3534015,Former Pueblo Pintado Boarding School BIA,Region 9,Navajo Nation,Community water system,103,Former Pueblo Pintado Boarding School,,15,33,6
NN3510007,Thoreau High School,Region 9,Navajo Nation,Community water system,664,Thoreau High School compound,,9,13,6
NN3536005,Crystal Community Boarding School BIA,Region 9,Navajo Nation,Community water system,248,Crystal,,5,16,9
NN0400815,Kayenta Sandstone Housing,Region 9,Navajo Nation,Community water system,1375,Kayenta,,9,79,7
NN0433009,Leupp Contract Boarding School BIA,Region 9,Navajo Nation,Community water system,250,Leupp,,8,49,7
NN0435004,Cottonwood Day School BIA,Region 9,Navajo Nation,Community water system,185,Cottonwood,,5,72,7
NN4900225,Gouldings Trading Post and Lodge,Region 9,Navajo Nation,Community water system,300,Monument Valley,,8,149,5
NN3536003,Chuska Community Boarding School BIA,Region 9,Navajo Nation,Community water system,348,Tohatchi,,8,98,6
NN0400818,Antelope Point Marina,Region 9,Navajo Nation,Transient non-community system,25,Antelope Point Marina,,5,8,4
NN0400181,Tsehootsooi Middle School,Region 9,Navajo Nation,Community water system,1350,Fort Defiance,,5,131,8
NN0435007,Lukachukai Community Boarding School BIA,Region 9,Navajo Nation,Community water system,472,Lukachukai,,12,66,5
NN0436011,Hunters Point Boarding School BIA,Region 9,Navajo Nation,Community water system,173,Hunters Point,,8,68,6
NN3500266,Ramona Smith Water Users Group Inc,Region 9,Navajo Nation,Community water system,77,"Twin Lakes, North of",,3,41,8
NN4903018,Montezuma Creek NTUA,Region 9,Navajo Nation,Community water system,449,Montezuma Creek,,13,42,6
NN4903017,Red Mesa NTUA,Region 9,Navajo Nation,Community water system,1052,Red Mesa,,12,45,7
NN4900224,Oljato NTUA,Region 9,Navajo Nation,Community water system,1352,Oljeto,,18,30,6
NN4900220,Aneth NTUA,Region 9,Navajo Nation,Community water system,1559,Aneth,,16,104,5
NN3503063,Carson-Huerfano NTUA,Region 9,Navajo Nation,Community water system,1098,Huerfano,,11,67,7
NN3503060,Casamero Cup NTUA,Region 9,Navajo Nation,Community water system,27,"Smith Lake, Northeast of",,5,74,7
NN3503059,Sanostee-Tocito NTUA,Region 9,Navajo Nation,Community water system,2139,"Sanostee, Tocito, Littlewater, Mittenroc",,21,77,7
NN3503057,Mittenrock NTUA,Region 9,Navajo Nation,Community water system,369,"Red Valley, East of",,7,67,6
NN3503054,Keyah 1 NAPI NTUA,Region 9,Navajo Nation,Community water system,150,"NAPI Region I Complex, Southeast of Farm",,5,48,4
NN3503045,Dzilth-Na-O-Dith-Hle NTUA,Region 9,Navajo Nation,Community water system,526,Dzilth-Na-O-Dith-Hle,,9,93,6
NN3503041,Ojo Encino North NTUA,Region 9,Navajo Nation,Community water system,1233,"Ojo Encino, North of",,13,72,5
NN3503039,Crownpoint-Littlewater-Three Mile Point NTUA,Region 9,Navajo Nation,Community water system,4585,"Crownpoint, Littlewater, Three Mile Poin",,18,68,8
NN3503031,Narbona Pass NTUA,Region 9,Navajo Nation,Community water system,948,"Narbona Pass, Sheep Springs",,14,44,6
NN3503029,Standing Rock NTUA,Region 9,Navajo Nation,Community water system,849,Standing Rock,,7,72,8
NN3503028,Toadlena NTUA,Region 9,Navajo Nation,Community water system,948,"Toadlena, Two Grey Hills",,10,109,8
NN3503016,Newcomb NTUA,Region 9,Navajo Nation,Community water system,634,Newcomb,,11,29,5
NN3503012,Crystal NTUA,Region 9,Navajo Nation,Community water system,772,"Crystal, Yazzie Springs, Crystal Junctio",,11,39,6
NN3500335,Red Rock NTUA,Region 9,Navajo Nation,Community water system,1836,Red Rock (South of Gallup),,7,34,6
NN3500303,Thoreau West-John Willie Camp-Baca NTUA,Region 9,Navajo Nation,Community water system,1732,Thoreau West Rural,,19,37,6
NN3500296,Nageezi NTUA,Region 9,Navajo Nation,Community water system,641,Nageezi,,12,70,7
NN3500292,Bread Springs-Chichiltah NTUA,Region 9,Navajo Nation,Community water system,2124,"Bread Springs, Chichiltah",,13,52,6
NN3500278,Tsa Yah Toh NTUA,Region 9,Navajo Nation,Community water system,922,Tsa Yah Toh,,7,62,6
NN3500277,Defiance NTUA,Region 9,Navajo Nation,Community water system,1716,"Gallup, West of",,8,40,7
NN3500274,Coyote Canyon-Bass Lake NTUA,Region 9,Navajo Nation,Community water system,672,"Coyote Canyon, Brimhall, Bass Lake",,7,47,6
NN3500269,White Rock-Lake Valley NTUA,Region 9,Navajo Nation,Community water system,515,Lake Valley,,14,56,6
NN3500268,Naschitti-Bisola NTUA,Region 9,Navajo Nation,Community water system,1294,"Naschitti, Bisola",,11,87,6
NN0400821,Twin Arrows Navajo Casino Internal,Region 9,Navajo Nation,Non-Transient non-community system,25,Twin Arrows Navajo Casino Internal,,4,21,3
NN3510003,Northern Edge Navajo Casino,Region 9,Navajo Nation,Non-Transient non-community system,25,Northern Edge Navajo Casino,,4,19,2
NN3510000,Fire Rock Navajo Casino,Region 9,Navajo Nation,Non-Transient non-community system,300,Fire Rock Navajo Casino,,3,21,5
NN3500267,Mexican Springs West Rural NTUA,Region 9,Navajo Nation,Community water system,242,"Mexican Springs, West of",,8,34,6
