PWS ID,PWS Name,EPA Region,Primacy Agency,PWS Type,Population<br> Served Count,Cities Served,Counties Served,# of Facilities,# of Violations,# of Site Visits
ME0008336,CAMP SUSAN L CURTIS,Region 1,Maine,Transient non-community system,165,STONEHAM,Oxford,7,14,6
ME0094993,ST CROIX REGIONAL FAMILY HEALTH CENTER,Region 1,Maine,Transient non-community system,103,PRINCETON,Washington,5,3,20
ME0009489,HURRICANES CAFE & DELI,Region 1,Maine,Transient non-community system,120,GREENE,Androscoggin,10,8,12
ME0109011,GORHAM COUNTRY CLUB #1-MAINTENANCE,Region 1,Maine,Transient non-community system,25,GORHAM,Cumberland,5,28,6
ME0009011,GORHAM COUNTRY CLUB #2-CLUB HOUSE,Region 1,Maine,Transient non-community system,120,GORHAM,Cumberland,4,50,7
ME0094895,MAGIC FALLS RAFTING & CAMPING CO,Region 1,Maine,Transient non-community system,38,THE FORKS PLT,Somerset,5,18,4
ME0000753,CAMP CEDAR,Region 1,Maine,Transient non-community system,350,CASCO,Cumberland,7,3,9
ME0000225,GOODWILL HOME ASSOCIATION,Region 1,Maine,Community water system,48,FAIRFIELD,Somerset,10,66,71
ME0098252,LADD RECREATION AREA,Region 1,Maine,Transient non-community system,192,WAYNE,Kennebec,5,16,7
ME0092020,DEER RUN EAST CONDOS ASSOCIATION,Region 1,Maine,Transient non-community system,95,NAPLES,Cumberland,9,11,29
ME0002578,COUNTRYSIDE RESTAURANT,Region 1,Maine,Transient non-community system,375,CORINTH,Penobscot,6,18,36
ME0108180,DAYTON SCHOOL DEPARTMENT,Region 1,Maine,Non-Transient non-community system,190,DAYTON,York,6,42,11
ME0006449,SILVER LAKE CAMPGROUND & LODGE,Region 1,Maine,Transient non-community system,63,ROXBURY,Oxford,7,4,12
ME0024492,THE LOBSTER CRATE,Region 1,Maine,Transient non-community system,175,PERRY,Washington,4,25,15
ME0001972,EVERGREEN MOBILE HOME PARK,Region 1,Maine,Community water system,25,BREWER,Penobscot,4,1,5
ME0016951,POC LLC,Region 1,Maine,Transient non-community system,131,T02 R09 WELS,Penobscot,4,3,22
ME0092716,COUNTRY KIDS,Region 1,Maine,Non-Transient non-community system,58,MONMOUTH,Kennebec,6,0,1
ME0092718,THE DUNBAR STORE,Region 1,Maine,Transient non-community system,25,SULLIVAN,Hancock,4,2,4
ME0092720,GLIDDEN POINT OYSTER COMPANY,Region 1,Maine,Transient non-community system,92,EDGECOMB,Lincoln,3,0,2
ME0098242,NORTH SHORE WATER ASSOCIATION,Region 1,Maine,Transient non-community system,63,WATERBORO,York,5,23,11
ME0009644,KEYWOOD MANOR MOBILE HOME PARK LP,Region 1,Maine,Community water system,411,ALFRED,York,12,5,31
ME0003240,PINE TREE MOBILE ESTATES,Region 1,Maine,Community water system,475,STANDISH,Cumberland,7,24,85
ME0090850,LIMERICK WATER DISTRICT,Region 1,Maine,Community water system,625,LIMERICK,York,11,8,41
ME0091285,PLEASANT VIEW MANOR,Region 1,Maine,Community water system,50,COLUMBIA FALLS,Washington,5,13,14
ME0091055,NARRAGUAGUS ESTATES,Region 1,Maine,Community water system,97,CHERRYFIELD,Washington,7,9,13
ME0092709,COUNTRYSIDE APARTMENTS,Region 1,Maine,Community water system,32,HOLLIS,York,6,1,2
ME0092708,CLARKS MILLS APARTMENTS,Region 1,Maine,Community water system,42,HOLLIS,York,7,0,1
ME0092710,SACO RIVER APARTMENTS,Region 1,Maine,Community water system,30,HOLLIS,York,5,0,2
ME0094902,SUNDAY RIVER GOLF CLUB,Region 1,Maine,Transient non-community system,144,NEWRY,Oxford,4,13,4
ME0007372,GEORGE POND ESTATES LLC,Region 1,Maine,Community water system,90,HOLDEN,Penobscot,6,7,43
ME0094981,US BORDER PATROL-FORT FAIRFIELD,Region 1,Maine,Non-Transient non-community system,50,FORT FAIRFIELD,Aroostook,3,8,7
ME0090310,CANTON WATER DISTRICT,Region 1,Maine,Community water system,228,CANTON,Oxford,8,46,30
ME0094816,TRI POND VARIETY,Region 1,Maine,Transient non-community system,25,SMITHFIELD,Somerset,4,5,5
ME0001078,LOST VALLEY SKI AREA,Region 1,Maine,Transient non-community system,250,AUBURN,Androscoggin,7,4,15
ME0000909,CAMP TAPAWINGO,Region 1,Maine,Transient non-community system,200,SWEDEN,Oxford,8,6,18
ME0000185,CHEBEAGUE ISLAND SCHOOL,Region 1,Maine,Non-Transient non-community system,40,CHEBEAGUE ISLAND,Cumberland,6,30,11
ME0094004,CIVES STEEL-NEW ENGLAND DIV,Region 1,Maine,Non-Transient non-community system,150,AUGUSTA,Kennebec,5,20,10
ME0003429,ALLAGASH GATEWAY CAMPGROUND & CABINS,Region 1,Maine,Transient non-community system,114,T03 R12 WELS,Piscataquis,6,18,32
ME0094947,HIDDEN POND II,Region 1,Maine,Transient non-community system,308,KENNEBUNKPORT,York,5,4,3
ME0007386,KNOX COUNTY FISH & GAME CLUB,Region 1,Maine,Transient non-community system,300,HOPE,Knox,4,37,13
ME0200772,CAMP WALDEN #2,Region 1,Maine,Transient non-community system,115,DENMARK,Oxford,5,14,11
ME0100772,CAMP WALDEN #1,Region 1,Maine,Transient non-community system,230,DENMARK,Oxford,4,14,12
ME0015528,RSU 64 CENTRAL MIDDLE & HIGH SCHOOL,Region 1,Maine,Non-Transient non-community system,615,CORINTH,Penobscot,10,16,48
ME0094751,RENYS DISTRIBUTION CENTER,Region 1,Maine,Non-Transient non-community system,90,NEWCASTLE,Lincoln,5,13,13
ME0002088,HERON COVE ASSOCIATION,Region 1,Maine,Transient non-community system,30,BRISTOL,Lincoln,5,12,9
ME0003795,KAWANHEE INN,Region 1,Maine,Transient non-community system,169,WELD,Franklin,6,10,9
ME0194544,WAVUS CAMPS-NEW CABINS,Region 1,Maine,Transient non-community system,25,JEFFERSON,Lincoln,4,9,4
ME0094544,WAVUS CAMPS-MAIN LODGE & KITCHEN,Region 1,Maine,Transient non-community system,280,JEFFERSON,Lincoln,5,7,21
ME0111634,SEASHORE TROLLEY MUSEUM #2,Region 1,Maine,Transient non-community system,116,ARUNDEL,York,5,3,12
ME0094850,KSR-CAMP ROOSEVELT,Region 1,Maine,Transient non-community system,400,CLIFTON,Penobscot,5,15,6
ME0098222,BEAVER COVE SEWER & WATER ASSN,Region 1,Maine,Transient non-community system,98,BEAVER COVE,Piscataquis,6,19,45
ME0006888,FARMINGTON SKI CLUB,Region 1,Maine,Transient non-community system,174,FARMINGTON,Franklin,5,31,16
ME0094911,"FISH HOUSE COVE WATER CO, INC",Region 1,Maine,Transient non-community system,25,PHIPPSBURG,Sagadahoc,8,4,6
ME0000002,ACTON ELEMENTARY SCHOOL,Region 1,Maine,Non-Transient non-community system,275,ACTON,York,7,35,14
ME0200896,CAMP O-AT-KA- ANDERSON SYSTEM,Region 1,Maine,Transient non-community system,100,SEBAGO,Cumberland,4,11,4
ME0000896,CAMP O-AT-KA - BUNGALOW SYSTEM,Region 1,Maine,Transient non-community system,100,SEBAGO,Cumberland,7,14,12
ME0094987,EAGLE HILL INSTITUTE-DINING,Region 1,Maine,Transient non-community system,65,STEUBEN,Washington,5,18,16
ME0194987,EAGLE HILL INSTITUTE-DORM,Region 1,Maine,Transient non-community system,26,STEUBEN,Washington,3,9,6
ME0092606,MAINE CHANCE RETREAT,Region 1,Maine,Transient non-community system,26,ROME,Kennebec,3,1,2
ME0094899,TRAILS END RESTAURANT & TAVERN,Region 1,Maine,Transient non-community system,975,NEWRY,Oxford,5,25,7
ME0006999,DESERT OF MAINE,Region 1,Maine,Transient non-community system,120,FREEPORT,Cumberland,4,11,11
ME0090800,KNIGHTS HILL ASSOCIATION,Region 1,Maine,Community water system,718,BRIDGTON,Cumberland,10,10,21
ME0095220,WASHINGTON MANOR-JSLS,Region 1,Maine,Community water system,52,WASHINGTON,Knox,8,12,33
ME0092363,MEADOWVIEW APARTMENTS,Region 1,Maine,Community water system,40,TOPSHAM,Sagadahoc,6,8,7
ME0092165,HARBORVIEW I & II,Region 1,Maine,Community water system,51,BLUE HILL,Hancock,5,17,12
ME0090410,GREAT SALT BAY SANITARY DIST,Region 1,Maine,Community water system,1868,"DAMARISCOTTA, NEWCASTLE",Lincoln,8,65,81
ME0092657,LAKES PLAZA,Region 1,Maine,Transient non-community system,145,NAPLES,Cumberland,3,0,2
ME0017576,NAPLES SHOPPING CENTER,Region 1,Maine,Non-Transient non-community system,35,NAPLES,Cumberland,9,58,23
ME0094855,MAINE DERMATOLOGY,Region 1,Maine,Transient non-community system,50,LINCOLNVILLE,Waldo,5,4,7
ME0094822,SEBEC COUNTRY STORE,Region 1,Maine,Transient non-community system,36,SEBEC,Piscataquis,5,13,15
ME0006657,EAGLE LAKE SPORTING CAMP,Region 1,Maine,Transient non-community system,124,EAGLE LAKE,Aroostook,3,32,10
ME0092307,RAYMOND WOODS TOWNHOUSES,Region 1,Maine,Community water system,50,RAYMOND,Cumberland,9,10,17
ME0091500,STARKS WATER DISTRICT,Region 1,Maine,Community water system,55,STARKS,Somerset,5,80,21
ME0103657,LITTLE OSSIPEE LAKE CAMPGROUND #2,Region 1,Maine,Transient non-community system,213,WATERBORO,York,3,0,4
ME0003657,LITTLE OSSIPEE LAKE CAMPGROUND #1,Region 1,Maine,Transient non-community system,100,WATERBORO,York,4,1,9
ME0203657,LITTLE OSSIPEE LAKE CAMPGROUND #3,Region 1,Maine,Transient non-community system,125,WATERBORO,York,3,0,1
ME0095570,UNITY BY THE STREAM LLC,Region 1,Maine,Community water system,88,UNITY,Waldo,7,37,23
ME0008131,LODGE AT PLEASANT POINT,Region 1,Maine,Transient non-community system,70,LOVELL,Oxford,5,34,9
ME0007336,HERMON MHP LLC,Region 1,Maine,Community water system,43,HERMON,Penobscot,13,16,26
ME0094894,DOWN EAST LOBSTER POUND,Region 1,Maine,Transient non-community system,180,TRENTON,Hancock,5,8,3
ME0092324,RED HOUSE FARM VILLAGE CONDO ASSOCIATION,Region 1,Maine,Transient non-community system,53,NEWRY,Oxford,6,2,16
ME0001408,HADLEYS POINT CAMPGROUND,Region 1,Maine,Transient non-community system,392,BAR HARBOR,Hancock,18,22,20
ME0015149,EAST MACHIAS CAMP MEETING- UPPER CAMP,Region 1,Maine,Transient non-community system,26,EAST MACHIAS,Washington,4,20,4
ME0115149,EAST MACHIAS CAMP MEETING-LOWER CAMP,Region 1,Maine,Transient non-community system,45,EAST MACHIAS,Washington,3,6,4
ME0020883,YORK COUNTY SHELTERS,Region 1,Maine,Community water system,100,ALFRED,York,4,13,5
ME0094938,RIVERDRIVERS CAMPGROUND & LODGING,Region 1,Maine,Transient non-community system,42,THE FORKS PLT,Somerset,5,10,10
ME0024567,EUREKA HALL REST,Region 1,Maine,Transient non-community system,150,STOCKHOLM,Aroostook,6,8,7
ME0008670,MACS CAMPING AREA LLC,Region 1,Maine,Transient non-community system,75,POLAND,Androscoggin,8,9,10
ME0017737,MT KINEO GOLF COURSE,Region 1,Maine,Transient non-community system,214,KINEO TWP,Piscataquis,6,13,10
ME0095002,FIDDLEHEAD OUTDOORS LLC,Region 1,Maine,Transient non-community system,165,FRYEBURG,Oxford,3,6,7
ME0019326,BALSAM WOODS CAMPGROUND,Region 1,Maine,Transient non-community system,236,ABBOT,Piscataquis,4,3,14
ME0026785,AROOSTOOK SHRINE CLUB,Region 1,Maine,Transient non-community system,310,PRESQUE ISLE,Aroostook,5,13,11
