PWS ID,PWS Name,EPA Region,Primacy Agency,PWS Type,Population<br> Served Count,Cities Served,Counties Served,# of Facilities,# of Violations,# of Site Visits
VT0020842,HILAND HALL SCHOOL,Region 1,Vermont,Non-Transient non-community system,30,BENNINGTON,Bennington,3,18,15
VT0000543,COLONIAL HOUSE,Region 1,Vermont,Transient non-community system,61,WESTON,Windsor,3,2,3
VT0008142,GOOSE POINT CAMPGROUND,Region 1,Vermont,Transient non-community system,802,ALBURG,Grand Isle,4,1,5
VT0020656,JAY VILLAGE INN 242 TAP GRILLE,Region 1,Vermont,Transient non-community system,80,JAY,Orleans,3,21,2
VT0021098,STAMFORD VALLEY GOLF COURSE,Region 1,Vermont,Transient non-community system,130,STAMFORD,Bennington,2,18,2
VT0005163,STOWE WATER DEPT,Region 1,Vermont,Community water system,3250,STOWE,Lamoille,40,5,23
VT0020691,AMERICAN FLAT BREAD LAREAU FARM INN,Region 1,Vermont,Transient non-community system,253,WAITSFIELD,Washington,4,14,4
VT0005194,CRAFTSBURY FIRE DISTRICT 2,Region 1,Vermont,Community water system,420,CRAFTSBURY,Orleans,9,22,15
VT0020651,HAPPY BEAR MOTEL,Region 1,Vermont,Transient non-community system,48,KILLINGTON,Rutland,4,8,3
VT0005018,WEST ROAD MHP,Region 1,Vermont,Community water system,105,BENNINGTON,Bennington,3,25,13
VT0005471,GORE ROAD MHP,Region 1,Vermont,Community water system,100,BENNINGTON,Bennington,5,38,12
VT0020800,100 MOUNTAIN VIEW ROAD PARK,Region 1,Vermont,Community water system,290,BENNINGTON,Bennington,3,7,6
VT0020835,GROTON FOREST ROAD CAMPGROUND,Region 1,Vermont,Transient non-community system,50,MARSHFIELD,Washington,4,18,2
VT0021183,OHANA CAMP,Region 1,Vermont,Transient non-community system,155,FAIRLEE,Orange,5,1,3
VT0006422,ALOHA MIDDLEBROOK CAMPUS,Region 1,Vermont,Transient non-community system,85,WEST FAIRLEE,Orange,8,2,5
VT0006402,ALOHA HIVE CAMP,Region 1,Vermont,Transient non-community system,185,WEST FAIRLEE,Orange,6,0,5
VT0006401,ALOHA GIRLS CAMP,Region 1,Vermont,Transient non-community system,200,FAIRLEE,Orange,6,1,8
VT0020132,LANAKILA HULBERT,Region 1,Vermont,Transient non-community system,220,FAIRLEE,Orange,19,1,7
VT0005647,FALL LINE TOWN HOUSES,Region 1,Vermont,Community water system,116,KILLINGTON,Rutland,7,74,11
VT0020860,KINDLE FARM SCHOOL,Region 1,Vermont,Non-Transient non-community system,45,NEWFANE,Windham,4,18,8
VT0020638,GW PLASTICS INC,Region 1,Vermont,Non-Transient non-community system,175,ROYALTON,Windsor,7,34,8
VT0008200,BUOY 39,Region 1,Vermont,Transient non-community system,33,ORWELL,Addison,3,0,1
VT0000783,QUECHEE INN AT MARSHLAND,Region 1,Vermont,Transient non-community system,150,HARTFORD,Windsor,5,12,3
VT0005586,BLAKE HILL,Region 1,Vermont,Community water system,69,WOODSTOCK,Windsor,7,17,12
VT0005374,BIRCHWOOD CONDOMINIUM ASSOCIATION,Region 1,Vermont,Community water system,63,HARTFORD,Windsor,5,2,14
VT0020552,STERLING SPRING,Region 1,Vermont,Community water system,200,HARTFORD,Windsor,4,6,10
VT0020767,MOUNT ELLEN BASE LODGESUGARBUSH SKI RES,Region 1,Vermont,Transient non-community system,537,FAYSTON,Washington,3,1,4
VT0020345,SUGARBUSH RESORT ADMIN COMPLEX,Region 1,Vermont,Non-Transient non-community system,182,WARREN,Washington,4,99,10
VT0020063,SUGARBUSH GOLF COURSE/SOLACE B&B,Region 1,Vermont,Transient non-community system,110,WARREN,Washington,5,4,2
VT0005657,CLUB SUGARBUSH WATER SYSTEM,Region 1,Vermont,Community water system,245,WARREN,Washington,16,43,14
VT0005281,MOUNTAIN WATER COMPANY,Region 1,Vermont,Community water system,2400,WARREN,Washington,33,33,22
VT0001170,GLEN HOUSE,Region 1,Vermont,Transient non-community system,135,FAYSTON,Washington,7,5,5
VT0001479,SUGARTREE INN,Region 1,Vermont,Transient non-community system,52,WARREN,Washington,6,12,7
VT0000153,OLYMPIA MOTOR LODGE,Region 1,Vermont,Transient non-community system,91,MANCHESTER,Bennington,3,15,3
VT0001756,WEST DOVER INN GREGORYS RESTAURANT,Region 1,Vermont,Transient non-community system,99,DOVER,Windham,2,13,1
VT0021336,DOCTORS PARK REALTY,Region 1,Vermont,Transient non-community system,80,STOWE,Lamoille,3,1,2
VT0005237,GRANDVIEW ACRES WATER COOP,Region 1,Vermont,Community water system,102,RUTLAND TOWN,Rutland,6,43,15
VT0020908,ADDISON COUNTY HOME HEALTH AND HOSPICE,Region 1,Vermont,Non-Transient non-community system,115,NEW HAVEN,Addison,6,175,6
VT0004637,ADDISON COUNTY HOME HEALTH NEIGHBORS,Region 1,Vermont,Transient non-community system,40,NEW HAVEN,Addison,4,12,2
VT0021160,NULHEGAN BASIN DIVISION,Region 1,Vermont,Transient non-community system,60,BRUNSWICK,Essex,5,6,2
VT0021420,KILLINGTON YURT,Region 1,Vermont,Transient non-community system,35,KILLINGTON,Rutland,2,0,1
VT0021391,KILLINGTON NORTHBROOK WS,Region 1,Vermont,Transient non-community system,40,KILLINGTON,Rutland,2,0,1
VT0000272,SKYESHIP BASE LODGE,Region 1,Vermont,Transient non-community system,177,KILLINGTON,Rutland,3,0,3
VT0000826,RAMSHEAD LODGESNOWSHED BASE LODGE,Region 1,Vermont,Transient non-community system,2541,KILLINGTON,Rutland,4,2,4
VT0000531,WOBBLY BARN,Region 1,Vermont,Transient non-community system,450,KILLINGTON,Rutland,3,3,4
VT0001076,BEAR MOUNTAIN,Region 1,Vermont,Transient non-community system,290,KILLINGTON,Rutland,4,0,3
VT0002090,KILLINGTON BASE LODGE,Region 1,Vermont,Transient non-community system,1810,KILLINGTON,Rutland,5,5,3
VT0005632,KILLINGTON UPLAND WATER CO INC,Region 1,Vermont,Community water system,518,KILLINGTON,Rutland,8,4,10
VT0020376,KILLINGTON UPPER ADMINISTRATION BLDG,Region 1,Vermont,Non-Transient non-community system,284,KILLINGTON,Rutland,5,23,12
VT0020659,MOUNTAIN VIEW LODGE,Region 1,Vermont,Transient non-community system,138,MENDON,Rutland,5,22,5
VT0020582,KILLINGTON PEAK,Region 1,Vermont,Transient non-community system,428,KILLINGTON,Rutland,5,0,3
VT0020818,KILLINGTON OUTFITTERS,Region 1,Vermont,Non-Transient non-community system,170,KILLINGTON,Rutland,5,15,8
VT0008144,LAKEHURST CAMPGROUND,Region 1,Vermont,Transient non-community system,506,ISLE LA MOTTE,Grand Isle,10,1,4
