PWS ID,PWS Name,EPA Region,Primacy Agency,PWS Type,Population<br> Served Count,Cities Served,Counties Served,# of Facilities,# of Violations,# of Site Visits
MA4086095,TOWN OF EASTHAM,Region 1,Massachusetts,Community water system,2026,EASTHAM,Barnstable,7,0,2
MA4296015,ISLAND CHILDRENS SCHOOL,Region 1,Massachusetts,Non-Transient non-community system,36,TISBURY,Dukes,4,38,3
MA2332007,CROCKER POND RECREATION AREA,Region 1,Massachusetts,Transient non-community system,30,WESTMINSTER,Worcester,3,0,2
MA1135011,THE MAINE ATTRACTION,Region 1,Massachusetts,Transient non-community system,25,HOLLAND,Hampden,1,2,2
MA1135012,HOLLAND MARKET,Region 1,Massachusetts,Transient non-community system,25,HOLLAND,Hampden,2,5,2
MA2080005,YUMMY ASIAN FUSION CUISINE,Region 1,Massachusetts,Transient non-community system,50,DUDLEY,Worcester,4,0,4
MA1113033,BERKSHIRE COOP MARKET,Region 1,Massachusetts,Transient non-community system,25,GREAT BARRINGTON,Berkshire,2,0,2
MA2304005,QUAKER TAVERN,Region 1,Massachusetts,Transient non-community system,95,UXBRIDGE,Worcester,4,1,1
MA2304015,FAITH FELLOWSHIP,Region 1,Massachusetts,Non-Transient non-community system,85,UXBRIDGE,Worcester,4,3,1
MA1135014,DIANES VILLA NOVA,Region 1,Massachusetts,Transient non-community system,40,HOLLAND,Hampden,2,3,2
MA2125003,SCHOOL HOUSE 1870 TRUST,Region 1,Massachusetts,Transient non-community system,150,HARVARD,Worcester,4,25,5
MA2226011,PINEWOOD ON THE GREEN CONDOS,Region 1,Massachusetts,Community water system,50,OXFORD,Worcester,9,10,7
MA4052070,TOWNHOUSES @ COPPER LANTERN,Region 1,Massachusetts,Community water system,176,CARVER,Plymouth,7,12,5
MA4182016,WOODS POND CONDOMINIUMS,Region 1,Massachusetts,Transient non-community system,104,MIDDLEBOROUGH,Plymouth,2,90,6
MA2332001,HOLMES PARK WATER DISTRICT,Region 1,Massachusetts,Community water system,131,WESTMINSTER,Worcester,2,31,7
MA2332005,LEINO PARK WATER DISTRICT,Region 1,Massachusetts,Community water system,120,WESTMINSTER,Worcester,2,45,8
