PWS ID,PWS Name,EPA Region,Primacy Agency,PWS Type,Population<br> Served Count,Cities Served,Counties Served,# of Facilities,# of Violations,# of Site Visits
OH7400512,GREEN SPRINGS VILLAGE,Region 5,Ohio,Community water system,1592,,Seneca,11,34,13
OH0345412,FIN-FEATHER-FUR OUTFITTERS,Region 5,Ohio,Non-Transient non-community system,1191,,Ashland,8,38,7
OH3701012,SKYLINE TRAILER COURT,Region 5,Ohio,Community water system,71,,Hocking,6,41,22
OH1946112,KINGDOM HALL OF GREENVILLE,Region 5,Ohio,Transient non-community system,400,,Darke,5,20,6
OH5049912,"GREENFORD CHRISTIAN LIFE CENTER (C, D,E)",Region 5,Ohio,Transient non-community system,1619,,Mahoning,5,6,7
OH2430012,ODOT REST AREA 6-9 PWS,Region 5,Ohio,Transient non-community system,755,,Fayette,7,8,10
OH6532712,ODOT REST AREA 6-23 PWS,Region 5,Ohio,Transient non-community system,300,,Pickaway,6,12,9
OH0400411,CONNEAUT,Region 5,Ohio,Community water system,12500,,Ashtabula,14,15,35
OH4563912,LIGHTHOUSE MEMORIAL CHURCH PWS,Region 5,Ohio,Transient non-community system,200,,Licking,4,2,2
OH1555012,ALLEGHENY WESLEYAN COLLEGE,Region 5,Ohio,Non-Transient non-community system,115,,Columbiana,5,7,10
OH7053112,SAVE-A-LOT MARKET-ASHLAND ROAD,Region 5,Ohio,Transient non-community system,650,,Richland,6,1,6
OH7950412,"E PALLET, INC",Region 5,Ohio,Non-Transient non-community system,53,,Tuscarawas,5,6,6
OH6254112,GRAYMONT DOLIME (OH),Region 5,Ohio,Non-Transient non-community system,54,,Ottawa,5,12,9
OH7235112,"HIDDEN HILLS GOLF CLUB, LLC",Region 5,Ohio,Transient non-community system,70,,Sandusky,5,19,7
OH8701712,PEMBERVILLE VILLAGE,Region 5,Ohio,Community water system,1360,,Wood,15,27,15
OH6946012,LOVE-HEITMEYER FUNERAL HOME,Region 5,Ohio,Transient non-community system,100,,Putnam,6,3,3
OH8500412,DALTON VILLAGE PWS,Region 5,Ohio,Community water system,2000,,Wayne,9,4,16
OH3300212,DUNKIRK VILLAGE,Region 5,Ohio,Community water system,875,,Hardin,10,20,18
OH6730812,COUNTY LINE BAR AND GRILL,Region 5,Ohio,Transient non-community system,40,,Portage,5,17,6
OH5260612,MEDINA COUNTY PARKS - BUFFALO CREEK,Region 5,Ohio,Transient non-community system,100,,Medina,4,3,4
