PWS ID,PWS Name,EPA Region,Primacy Agency,PWS Type,Population<br> Served Count,Cities Served,Counties Served,# of Facilities,# of Violations,# of Site Visits
PA7011024,BACK TO BASICS CHILD CARE,Region 3,Pennsylvania,Non-Transient non-community system,44,,Adams,3,2,2
PA5650406,BRUCETON PETROLEUM,Region 3,Pennsylvania,Transient non-community system,25,,Westmoreland,3,6,3
PA5650409,GLASSMERE FOOD MART #251,Region 3,Pennsylvania,Transient non-community system,250,,Westmoreland,3,18,3
PA3390330,MIRACLE LEAGUE OF THE LV FIELD,Region 3,Pennsylvania,Transient non-community system,50,,Lehigh,3,10,3
PA6160891,COOK FOREST FUN PARK,Region 3,Pennsylvania,Transient non-community system,25,,Clarion,3,0,3
PA6200006,SUGARCREEK MHP,Region 3,Pennsylvania,Community water system,50,,Crawford,5,75,3
PA3130902,TWO KINGS PIZZA,Region 3,Pennsylvania,Transient non-community system,25,,Carbon,2,1,1
PA2451424,DOLLAR GENERAL #16946,Region 3,Pennsylvania,Transient non-community system,100,,Monroe,3,0,1
PA6201208,SPRAGUE FARM & BREW WORKS,Region 3,Pennsylvania,Transient non-community system,25,,Crawford,3,8,3
PA6330854,AMISH RESTAURANT AND BAKERY,Region 3,Pennsylvania,Transient non-community system,50,,Jefferson,2,3,3
PA6431084,JUBILEE DAYCARE & PRESCHOOL,Region 3,Pennsylvania,Non-Transient non-community system,45,,Mercer,5,17,6
PA7360779,PARADISE ELEMENTARY SCHOOL,Region 3,Pennsylvania,Non-Transient non-community system,551,,Lancaster,3,4,3
PA1090162,RESERVE AND RIDGE AT HILLTOWN,Region 3,Pennsylvania,Community water system,300,,Bucks,2,7,3
PA2640558,84 AUTO TRUCK GAS STATION,Region 3,Pennsylvania,Transient non-community system,25,,Wayne,2,0,2
PA1150211,MODERN MUSHROOM FARMS,Region 3,Pennsylvania,Non-Transient non-community system,400,,Chester,11,152,2
PA1150384,INTL MONTESSORI SCHOOLS AT WC,Region 3,Pennsylvania,Non-Transient non-community system,62,,Chester,5,85,2
PA1460025,WOODED RIDGE DEVELOPMENT,Region 3,Pennsylvania,Community water system,53,,Montgomery,6,46,3
PA7011016,LODGES AT GETTYSBURG,Region 3,Pennsylvania,Transient non-community system,125,,Adams,3,3,2
PA7500370,CARROLL TWP BURN HILL PK,Region 3,Pennsylvania,Transient non-community system,50,,Perry,7,5,2
PA1090117,HILLTOWN TWP WATER&SEWER AUTH,Region 3,Pennsylvania,Community water system,5770,,Bucks,15,362,7
PA1090106,DUBLIN ACRES HOMEOWNERS ASSOC,Region 3,Pennsylvania,Community water system,175,,Bucks,4,107,6
PA1090107,BOROUGH OF DUBLIN,Region 3,Pennsylvania,Community water system,2200,,Bucks,10,40,6
PA1090122,TWP OF UPPER MAKEFIELD,Region 3,Pennsylvania,Community water system,1800,,Bucks,6,31,6
PA1090123,BUCKINGHAM TWP FIELDSTONE,Region 3,Pennsylvania,Community water system,281,,Bucks,6,14,6
PA2521077,LITTLE WONDERS LEARNING CTR,Region 3,Pennsylvania,Non-Transient non-community system,75,,Pike,3,1,2
PA7380430,MILLBACH MENNONITE SCHOOL,Region 3,Pennsylvania,Non-Transient non-community system,125,,Lebanon,3,4,3
PA7380431,HOPE CHRISTIAN SCHOOL,Region 3,Pennsylvania,Non-Transient non-community system,85,,Lebanon,4,27,3
PA7670346,FAWN GROVE JEHOVAHS WITNESSES,Region 3,Pennsylvania,Transient non-community system,85,,York,3,6,3
PA7360071,LANDIS HOMES,Region 3,Pennsylvania,Community water system,850,,Lancaster,9,47,6
PA6370965,COUNTRY CORNER BAKE SHOP,Region 3,Pennsylvania,Transient non-community system,50,,Lawrence,3,10,2
PA2451382,LAKE NAOMI COMMUNITY CENTER,Region 3,Pennsylvania,Transient non-community system,100,,Monroe,3,1,2
PA2451383,BENNYS II,Region 3,Pennsylvania,Transient non-community system,25,,Monroe,3,16,3
PA1150562,MATTEOS PIZZA,Region 3,Pennsylvania,Transient non-community system,70,,Chester,3,9,4
PA7220418,YELLOW BREECHES ED CENTER,Region 3,Pennsylvania,Non-Transient non-community system,200,,Dauphin,3,29,4
PA7220490,THERMO FISHER SCIENTIFIC,Region 3,Pennsylvania,Non-Transient non-community system,340,,Dauphin,3,9,3
PA7280952,CHAMBERSBURG WASTE PAPER,Region 3,Pennsylvania,Non-Transient non-community system,75,,Franklin,3,29,3
PA7280955,PORTICO RIVER BRETHREN SCHOOL,Region 3,Pennsylvania,Non-Transient non-community system,160,,Franklin,3,4,3
PA6530311,FEZZS DINER,Region 3,Pennsylvania,Transient non-community system,25,,Potter,2,55,3
PA7360490,LANCHESTER LANDFILL,Region 3,Pennsylvania,Non-Transient non-community system,28,,Lancaster,9,71,4
PA1090063,UPPER SOUTHAMPTON MUN AUTH,Region 3,Pennsylvania,Community water system,16000,,Bucks,19,241,7
PA1090064,SPRINGTOWN WATER AUTHORITY,Region 3,Pennsylvania,Community water system,600,,Bucks,10,134,7
PA1150670,BUTTERSCOTCH PASTRY SHOP,Region 3,Pennsylvania,Transient non-community system,25,,Chester,2,3,1
PA6250887,COXS AUCTION HOUSE,Region 3,Pennsylvania,Transient non-community system,100,,Erie,3,4,7
PA3540388,BASILES ITALIAN DELIGHT,Region 3,Pennsylvania,Transient non-community system,50,,Schuylkill,2,4,4
PA5101025,PILOT TRAVEL CENTER,Region 3,Pennsylvania,Non-Transient non-community system,1100,,Butler,3,29,4
PA4470801,BURKHOLDERS FARM MARKET,Region 3,Pennsylvania,Transient non-community system,25,,Montour,3,3,4
PA4050906,HARRISON TWP MANNS CHOICE COMM,Region 3,Pennsylvania,Transient non-community system,200,,Bedford,3,47,3
PA3060137,AQUA PA SUPERIOR MEADOWBROOK,Region 3,Pennsylvania,Community water system,250,,Berks,4,46,4
PA3061202,THE GATHERING PLACE CAFE,Region 3,Pennsylvania,Transient non-community system,50,,Berks,2,4,3
PA1150900,KOLBS FARM STORE,Region 3,Pennsylvania,Transient non-community system,300,,Chester,3,4,3
PA1090844,THE LAKE HOUSE INN,Region 3,Pennsylvania,Transient non-community system,50,,Bucks,3,18,3
PA2640717,RIFS PLACE,Region 3,Pennsylvania,Transient non-community system,25,,Wayne,2,16,3
PA1460426,4101 W SKIPPACK PK,Region 3,Pennsylvania,Transient non-community system,25,,Montgomery,2,6,3
PA1460433,DOLCE VITA,Region 3,Pennsylvania,Transient non-community system,50,,Montgomery,2,14,3
PA7360777,COUNTRY VIEW MANOR,Region 3,Pennsylvania,Non-Transient non-community system,35,,Lancaster,4,39,3
PA7360979,ELIZABETHTOWN VFW POST 5667,Region 3,Pennsylvania,Transient non-community system,50,,Lancaster,3,14,2
PA5040331,HOPEWELL TWP COMMUNITY PARK,Region 3,Pennsylvania,Transient non-community system,25,,Beaver,3,9,2
PA4310880,REEDS CAMPGROUND,Region 3,Pennsylvania,Transient non-community system,25,,Huntingdon,2,17,2
PA3540972,THE BIG CATCH PLAZA,Region 3,Pennsylvania,Transient non-community system,25,,Schuylkill,2,0,2
PA7380436,PURSUIT DRIVER TRNG FACILITY,Region 3,Pennsylvania,Transient non-community system,25,,Lebanon,2,0,2
PA1090364,TYNDALE WAREHOUSE,Region 3,Pennsylvania,Non-Transient non-community system,70,,Bucks,3,111,1
PA1090875,BIRCHWOOD FARMS,Region 3,Pennsylvania,Transient non-community system,50,,Bucks,2,7,1
PA2350333,DOLLARGENERAL CLIFTONTWP#16162,Region 3,Pennsylvania,Transient non-community system,25,,Lackawanna,3,1,2
PA3061243,JOANNA FURNACE,Region 3,Pennsylvania,Transient non-community system,30,,Berks,3,1,1
PA3391041,WANAMAKERS GENERAL STORE,Region 3,Pennsylvania,Transient non-community system,50,,Lehigh,3,0,3
PA4440828,FISHERS FARM MARKET,Region 3,Pennsylvania,Transient non-community system,25,,Mifflin,2,3,2
PA7670335,L&L MHP AND CAMPGROUND,Region 3,Pennsylvania,Transient non-community system,60,,York,4,15,3
PA7670338,RED LION JEHOVAHS WITNESSES,Region 3,Pennsylvania,Transient non-community system,150,,York,3,41,3
PA6430893,KEYSTONE CHARTER SCHOOL,Region 3,Pennsylvania,Non-Transient non-community system,225,,Mercer,3,28,5
PA6431066,PRIMARY HEALTH SHEAKLEYVILLE,Region 3,Pennsylvania,Transient non-community system,25,,Mercer,3,4,3
PA6431078,KEYSTONE ADOLESCENT CENTER,Region 3,Pennsylvania,Non-Transient non-community system,75,,Mercer,7,106,5
PA6431080,GREENVILLE AREA SPORTS COMPLEX,Region 3,Pennsylvania,Transient non-community system,50,,Mercer,3,6,3
PA6200078,ELDERBERRY MHP,Region 3,Pennsylvania,Community water system,60,,Crawford,4,122,4
PA7670352,MOON DANCER WINERY,Region 3,Pennsylvania,Transient non-community system,100,,York,2,48,2
PA3061244,ZIONS LUTHERAN OF PERRY TWP,Region 3,Pennsylvania,Transient non-community system,80,,Berks,3,3,2
PA3061245,TOP STAR #108,Region 3,Pennsylvania,Transient non-community system,100,,Berks,3,1,1
PA1150883,ST MICHAEL LUTHERAN CHURCH,Region 3,Pennsylvania,Transient non-community system,178,,Chester,5,13,1
PA1460479,LUCIANIS PIZZERIA,Region 3,Pennsylvania,Transient non-community system,25,,Montgomery,2,3,1
PA2640600,DOLLAR GENERAL NWFDLD 11592,Region 3,Pennsylvania,Transient non-community system,25,,Wayne,2,9,1
PA7360582,LANCASTER CO SPORTSMANS ASSN,Region 3,Pennsylvania,Transient non-community system,100,,Lancaster,5,16,3
PA7360583,BLUE ROCK MENNONITE SCH,Region 3,Pennsylvania,Non-Transient non-community system,57,,Lancaster,3,49,4
PA6160899,PALMERS COUNTRY STORE,Region 3,Pennsylvania,Transient non-community system,30,,Clarion,3,0,1
