PWS ID,PWS Name,EPA Region,Primacy Agency,PWS Type,Population<br> Served Count,Cities Served,Counties Served,# of Facilities,# of Violations,# of Site Visits
AZ0408123,MOHAVE SHRINE CLUB,Region 9,Arizona,Transient non-community system,100,BULLHEAD CITY,Mohave,3,55,8
AZ0404054,HAYDEN TOWN OF,Region 9,Arizona,Community water system,870,HAYDEN,Gila,4,62,19
AZ0413373,SUNSET MOBILE HOME PARK,Region 9,Arizona,Community water system,250,SEDONA,Yavapai,4,76,16
AZ0404096,COWAN RANCH HOA,Region 9,Arizona,Transient non-community system,25,PAYSON,Gila,4,9,6
AZ0403064,CLEAR CREEK PINES UNIT 2,Region 9,Arizona,Transient non-community system,60,CLINTS WELL,Coconino,6,122,12
AZ0404108,JAKES CORNER BAR,Region 9,Arizona,Transient non-community system,25,PAYSON,Gila,4,20,3
AZ0411411,3C GUEST RANCH WATER SYSTEM,Region 9,Arizona,Transient non-community system,36,ORACLE,Pinal,6,0,3
AZ0404333,SHADOW RIM RANCH,Region 9,Arizona,Transient non-community system,130,PAYSON,Gila,8,34,17
AZ0404315,LAKE ROOSEVELT WATER PLANT,Region 9,Arizona,Transient non-community system,100,ROOSEVELT,Gila,7,49,23
AZ0407045,WICKENBURG TOWN OF,Region 9,Arizona,Community water system,6250,WICKENBURG,Maricopa,23,201,20
AZ0420033,DESERT SHORES RV MHP,Region 9,Arizona,Community water system,220,TUCSON,Pima,7,47,19
AZ0420018,TUCSON COUNTRY DAY SCHOOL,Region 9,Arizona,Non-Transient non-community system,800,TUCSON,Pima,5,28,17
AZ0413481,KAIBAB WATER LLC,Region 9,Arizona,Transient non-community system,25,,Yavapai,4,6,1
AZ0413026,LAKESIDE WATER COMPANY,Region 9,Arizona,Community water system,55,PRESCOTT,Yavapai,7,81,11
AZ0413060,COTTONWOOD MUNICIPAL WATER VV 1,Region 9,Arizona,Community water system,840,CAMP VERDE,Yavapai,10,214,17
AZ0413106,COTTONWOOD MUNICIPAL WATER VV6,Region 9,Arizona,Community water system,4820,COTTONWOOD,Yavapai,29,499,18
