PWS ID,PWS Name,EPA Region,Primacy Agency,PWS Type,Population<br> Served Count,Cities Served,Counties Served,# of Facilities,# of Violations,# of Site Visits
NH2408010,HOOPER GOLF COURSE,Region 1,New Hampshire,Transient non-community system,25,WALPOLE,Cheshire,2,3,3
NH2411010,WARNER VILLAGE WATER DIST,Region 1,New Hampshire,Community water system,550,WARNER,Merrimack,5,13,8
NH0774030,MEADOW BROOK,Region 1,New Hampshire,Community water system,75,EPSOM,Merrimack,3,4,10
NH2215040,WHITEHOUSE EARLY LEARNING CTR,Region 1,New Hampshire,Non-Transient non-community system,28,STRAFFORD,Strafford,3,1,1
NH2217070,CROWN POINT CAMPGROUND,Region 1,New Hampshire,Transient non-community system,285,STRAFFORD,Strafford,1,1,3
NH2217110,BEAM CAMP,Region 1,New Hampshire,Transient non-community system,121,STRAFFORD,Strafford,3,6,3
NH1247030,OTTER BROOK LAKE REC AREA,Region 1,New Hampshire,Transient non-community system,200,KEENE,Cheshire,1,3,4
NH1272040,ROWELL ESTATES,Region 1,New Hampshire,Community water system,76,KINGSTON,Rockingham,3,2,8
NH1272080,ALL AMERICAN ASSISTED LIVING,Region 1,New Hampshire,Community water system,112,KINGSTON,Rockingham,3,0,2
NH1277030,YMCA CAMP LINCOLN/PAVILION,Region 1,New Hampshire,Transient non-community system,500,KINGSTON,Rockingham,4,8,5
NH1277040,LONE TREE CAMP/KITCHEN,Region 1,New Hampshire,Transient non-community system,150,KINGSTON,Rockingham,3,2,3
NH2217130,CROWN POINT CAMPGROUND/UPPER,Region 1,New Hampshire,Transient non-community system,53,STRAFFORD,Strafford,2,1,3
NH0926010,ANDROSCOGGIN RANGER STATION,Region 1,New Hampshire,Non-Transient non-community system,30,GORHAM,Coos,2,11,5
NH0937020,TIPPICANOE CAMPGROUND,Region 1,New Hampshire,Transient non-community system,325,GOSHEN,Sullivan,2,26,4
NH0972010,CROTCHED MOUNTAIN REHAB CENTER,Region 1,New Hampshire,Community water system,750,GREENFIELD,Hillsborough,9,65,9
