PWS ID,PWS Name,EPA Region,Primacy Agency,PWS Type,Population<br> Served Count,Cities Served,Counties Served,# of Facilities,# of Violations,# of Site Visits
NM3562222,ROOSEVELT COUNTY WUA,Region 6,New Mexico,Community water system,4672,PORTALES,Roosevelt,14,10,16
NM3527920,SAN JON WATER SUPPLY,Region 6,New Mexico,Community water system,453,SAN JON,Quay,29,29,20
NM3555008,COTTONWOOD WATER MDWCA,Region 6,New Mexico,Community water system,1685,ARTESIA,Eddy,13,33,23
NM3515518,CLEVELAND MDWCA,Region 6,New Mexico,Community water system,270,CLEVELAND,Mora,3,16,14
NM3506621,OJO CALIENTE MDWCA,Region 6,New Mexico,Community water system,226,OJO CALIENTE,Taos,7,103,17
NM3580326,EL RANCHO DE LOS GOLONDRINAS,Region 6,New Mexico,Transient non-community system,4500,LA CIENEGA,Santa Fe,18,2,10
NM3500112,VIRDEN WATER SYSTEM,Region 6,New Mexico,Community water system,118,LORDSBURG,Hidalgo,7,27,16
NM3574125,PENDARIES MDWCA,Region 6,New Mexico,Community water system,500,ROCIADA,San Miguel,15,91,14
NM3512407,UNIVERSITY ESTATES WATER SYSTEM (LCU),Region 6,New Mexico,Community water system,4815,LAS CRUCES,Dona Ana,26,2,15
NM3529107,LAS ALTURAS ESTATES (LCU),Region 6,New Mexico,Community water system,612,LAS CRUCES,Dona Ana,8,1,16
NM3511507,HACIENDA ACRES WATER SYSTEM (LCU),Region 6,New Mexico,Community water system,2859,LAS CRUCES,Dona Ana,18,9,15
NM3501126,LA MARIPOSA MONTESSORI SCHOOL,Region 6,New Mexico,Non-Transient non-community system,96,SANTA FE,Santa Fe,5,4,4
NM3590110,PAJARITO REST AREA - EAST BOUND,Region 6,New Mexico,Transient non-community system,450,SANTA ROSA,Guadalupe,7,3,12
NM3590704,THAXTON REST AREA,Region 6,New Mexico,Transient non-community system,150,RATON,Colfax,8,1,12
NM3511707,LAS CRUCES MUNICIPAL WATER SYSTEM,Region 6,New Mexico,Community water system,102308,LAS CRUCES,Dona Ana,107,60,23
NM3531207,SAN ANDRES ESTATES WATER SYSTEM (LCU),Region 6,New Mexico,Community water system,707,LAS CRUCES,Dona Ana,6,0,15
NM3524130,MANZANO MDWCA,Region 6,New Mexico,Community water system,62,TAJIQUE,Torrance,6,59,14
NM3501323,ARTISAN CENTER OF CORRALES,Region 6,New Mexico,Transient non-community system,25,CORRALES,Sandoval,3,15,5
NM3561817,TRANSWESTERN PIPELINE CO.,Region 6,New Mexico,Transient non-community system,36,THOREAU,McKinley,6,1,8
NM3536907,ALTO DE LAS FLORES MDWCA,Region 6,New Mexico,Community water system,800,SAN MIGUEL,Dona Ana,9,6,16
NM3507429,TALPA MDWCA,Region 6,New Mexico,Community water system,700,TAOS,Taos,9,29,13
NM3515818,GUADALUPITA MDWCA,Region 6,New Mexico,Community water system,82,GUADALUPITA,Mora,6,125,12
NM3580033,EL MALPAIS RANGER STATION (BLM),Region 6,New Mexico,Transient non-community system,150,GRANTS,Cibola,5,13,5
NM3522912,RODEO MDW & MSWA,Region 6,New Mexico,Community water system,128,RODEO,Hidalgo,7,93,17
NM3510219,PETE RAGAN MEMORIAL WUA,Region 6,New Mexico,Community water system,81,MAYHILL,Otero,9,78,19
NM3563619,MOUNTAIN ORCHARD MDWCA,Region 6,New Mexico,Community water system,102,HIGH ROLLS,Otero,8,44,15
NM3521114,SAFE HAVEN RV PARK,Region 6,New Mexico,Community water system,59,RUIDOSO,Lincoln,8,64,16
NM3595104,SUGARITE - LAKE ALICE CAMPGROUND,Region 6,New Mexico,Transient non-community system,75,RATON,Colfax,4,3,6
NM3536221,EL RITO CANYON MDWCA,Region 6,New Mexico,Community water system,300,EL RITO,Rio Arriba,7,53,10
NM3504826,MADRID WATER,Region 6,New Mexico,Community water system,315,,Santa Fe,7,24,18
NM3500801,OAKLAND HEIGHTS HOMEOWNERS ASSOCIATION,Region 6,New Mexico,Community water system,31,ALBUQUERQUE,Bernalillo,6,193,7
NM3549301,LEISURE MOUNTAIN MHP,Region 6,New Mexico,Community water system,172,TIJERAS,Bernalillo,10,101,14
NM3512207,RINCON WATER CONSUMERS CO-OP,Region 6,New Mexico,Community water system,580,RINCON,Dona Ana,7,9,16
NM3504026,CANADA DE LOS ALAMOS MDWCA,Region 6,New Mexico,Community water system,68,SANTA FE,Santa Fe,7,90,18
NM3535021,ALCALDE MDWCA,Region 6,New Mexico,Community water system,904,ALCALDE,Rio Arriba,11,60,17
NM3591621,ECHO AMPHITHEATER USFS CARSON,Region 6,New Mexico,Transient non-community system,205,,Rio Arriba,5,9,12
NM3509029,LA LOMITA TRAILER PARK,Region 6,New Mexico,Community water system,83,TAOS,Taos,7,22,12
NM3524830,EDGEWOOD MEADOWS WATER CORP.,Region 6,New Mexico,Community water system,93,EDGEWOOD,Torrance,14,48,10
NM3594623,LA CUEVA BUSINESS OWNERS ASSOCIATION,Region 6,New Mexico,Transient non-community system,250,JEMEZ SPRINGS,Sandoval,3,23,10
NM3503321,TIERRA AMARILLA MDWCA,Region 6,New Mexico,Community water system,470,TIERRA AMARILLA,Rio Arriba,9,48,16
NM3582829,TRES RITOS BOY SCOUT CAMP,Region 6,New Mexico,Transient non-community system,100,,Taos,3,19,3
NM3502221,RUTHERON MUTUAL WATER ASSOCIATION,Region 6,New Mexico,Community water system,90,"LOS OJOS, RUTHERON",Rio Arriba,4,62,6
NM3594926,SAN MARCOS RESTAURANT,Region 6,New Mexico,Transient non-community system,40,SANTA FE,Santa Fe,2,39,8
NM3510207,EL PATIO MHP #2,Region 6,New Mexico,Community water system,37,LAS CRUCES,Dona Ana,3,30,17
NM3522532,EL SHADDAI WATER CO OP,Region 6,New Mexico,Community water system,87,LOS LUNAS,Valencia,5,292,12
NM3500525,GABALDON MDWCA,Region 6,New Mexico,Community water system,47,LAS VEGAS,San Miguel,7,68,9
NM3559316,PECAN PARK MDWCA,Region 6,New Mexico,Community water system,113,DEMING,Luna,8,33,22
NM3592725,CAMP BLUE HAVEN,Region 6,New Mexico,Transient non-community system,150,LAS VEGAS,San Miguel,8,16,8
NM3512714,CORONA WATER SYSTEM,Region 6,New Mexico,Community water system,341,CORONA,Lincoln,10,15,18
NM3500109,ROSEDALE MDWCA,Region 6,New Mexico,Community water system,256,SILVER CITY,Grant,2,2,11
NM3501923,LAS PLACITAS PRESBYTERIAN CHURCH,Region 6,New Mexico,Non-Transient non-community system,180,PLACITAS,Sandoval,3,8,3
NM3500617,SPEEDYS BLACK HAT STORE,Region 6,New Mexico,Transient non-community system,800,GALLUP,McKinley,8,25,5
NM3510107,ORGAN VIEW ESTATES,Region 6,New Mexico,Community water system,97,FAIRACRES,Dona Ana,6,24,15
NM3528020,TUCUMCARI WATER SYSTEM,Region 6,New Mexico,Community water system,7124,TUCUMCARI,Quay,44,11,25
NM3500826,SANTA FE COUNTY SOUTH SECTOR,Region 6,New Mexico,Community water system,7000,SANTA FE,Santa Fe,13,16,8
NM3500926,SANTA FE COUNTY WEST SECTOR,Region 6,New Mexico,Community water system,2690,SANTA FE,Santa Fe,9,19,8
NM3580509,LAKE ROBERTS WATER USERS ASSOCIATION,Region 6,New Mexico,Transient non-community system,51,SILVER CITY,Grant,11,2,13
NM3581801,VILLA SANTA MARIA,Region 6,New Mexico,Non-Transient non-community system,60,CEDAR CREST,Bernalillo,5,101,8
NM3580013,CONOCOPHILLIPS  BUCKEYE,Region 6,New Mexico,Non-Transient non-community system,40,LOVINGTON,Lea,4,7,7
NM3590719,CAMP TALL PINES,Region 6,New Mexico,Transient non-community system,48,MAYHILL,Otero,6,11,8
NM3554307,DONA ANA MDWCA,Region 6,New Mexico,Community water system,16217,DONA ANA,Dona Ana,51,31,25
NM3593726,FOUR SEASONS RESORT RANCHO ENCANTADO,Region 6,New Mexico,Non-Transient non-community system,120,TESUQUE,Santa Fe,7,31,7
NM3509232,BOSQUE GARDENS MDWCA,Region 6,New Mexico,Community water system,130,PERALTA,Valencia,14,51,9
NM3591308,MOSAIC POTASH CARLSBAD INC,Region 6,New Mexico,Non-Transient non-community system,408,CARLSBAD,Eddy,23,36,11
NM3501104,EAGLE NEST LAKE STATE PARK,Region 6,New Mexico,Transient non-community system,100,EAGLE NEST,Colfax,2,0,3
NM3573928,SAN ANTONIO MDWCA,Region 6,New Mexico,Community water system,1446,SAN ANTONIO,Socorro,16,7,18
NM3580328,NORTHERN SOCORRO COUNTY SENIOR CENTER,Region 6,New Mexico,Transient non-community system,33,LAS NUTRIAS,Socorro,3,14,11
NM3580428,ESCONDIDA LAKE,Region 6,New Mexico,Transient non-community system,26,LEMITAR,Socorro,3,8,6
NM3500707,LA UNION MW&SA,Region 6,New Mexico,Community water system,987,ANTHONY,Dona Ana,5,39,8
NM3558014,ALPINE VILLAGE W AND SD,Region 6,New Mexico,Community water system,120,RUIDOSO,Lincoln,12,30,16
NM3508217,COAL BASIN DWUA,Region 6,New Mexico,Community water system,115,GALLUP,McKinley,10,72,16
NM3590619,CAMP WEHINAHPAY,Region 6,New Mexico,Transient non-community system,139,SACRAMENTO,Otero,11,4,9
NM3577107,HOLLY GARDEN MHP,Region 6,New Mexico,Community water system,297,LAS CRUCES,Dona Ana,6,67,15
NM3501825,CHAPELLE MDWCA,Region 6,New Mexico,Community water system,60,SERAFINA,San Miguel,4,9,7
NM3590006,LAKE SUMNER STATE PARK 1,Region 6,New Mexico,Transient non-community system,25,FORT SUMNER,De Baca,4,6,13
NM3590206,LAKE SUMNER STATE PARK 2,Region 6,New Mexico,Transient non-community system,25,FORT SUMNER,De Baca,4,9,17
NM3595123,RANCHO DEL CHAPARRAL GIRL SCOUT CAMP,Region 6,New Mexico,Transient non-community system,240,JEMEZ SPRINGS,Sandoval,10,36,8
NM3525933,SEBOYETA WATER SYSTEM,Region 6,New Mexico,Community water system,209,SEBOYETA,Cibola,7,74,17
NM3525033,BLUEWATER WATER AND SANITATION DISTRICT,Region 6,New Mexico,Community water system,736,BLUEWATER,Cibola,6,63,18
NM3500623,VISTA DE ORO DE PLACITAS WATER USERS COO,Region 6,New Mexico,Community water system,158,PLACITAS,Sandoval,10,13,8
NM3510624,UPPER LA PLATA WATER USERS ASSOCIATION,Region 6,New Mexico,Community water system,2265,LA PLATA,San Juan,17,5,16
NM3501523,ANASAZI TRAILS WATER CO-OP,Region 6,New Mexico,Community water system,400,PLACITAS,Sandoval,7,32,5
NM3501223,DESERT SKY MOUNTAIN WATER COOPERATIVE,Region 6,New Mexico,Community water system,187,PLACITAS,Sandoval,8,44,9
NM3576723,PLACITAS TRAILS WATER COOP,Region 6,New Mexico,Community water system,355,PLACITAS,Sandoval,12,66,11
NM3521713,JAL WATER SUPPLY SYSTEM,Region 6,New Mexico,Community water system,3072,JAL,Lea,17,49,17
NM3500532,SENIOR LIVING SYSTEMS INC.,Region 6,New Mexico,Community water system,50,LOS LUNAS,Valencia,4,28,9
NM3501332,SPA AND CUISINE,Region 6,New Mexico,Transient non-community system,45,LOS LUNAS,Valencia,3,6,4
NM3507629,TRAMPAS MDWCA,Region 6,New Mexico,Community water system,132,TRAMPAS,Taos,10,78,15
NM3556312,"NEW MEXICO TECH, PLAYAS FACILITY",Region 6,New Mexico,Transient non-community system,20,PLAYAS,Hidalgo,7,22,18
