PWS ID,PWS Name,EPA Region,Primacy Agency,PWS Type,Population<br> Served Count,Cities Served,Counties Served,# of Facilities,# of Violations,# of Site Visits
IA3215044,DOLLIVER MUNI WATER SUPPLY,Region 7,Iowa,Community water system,68,DOLLIVER,Emmet,8,41,9
IA2178092,WEBB WATER SUPPLY,Region 7,Iowa,Community water system,146,WEBB,Clay,6,2,8
IA2122067,FOSTORIA MUNICIPAL WATER SUPPLY,Region 7,Iowa,Community water system,231,FOSTORIA,Clay,5,0,8
IA2109041,DICKENS WATER WORKS,Region 7,Iowa,Community water system,185,SPENCER,Clay,5,1,9
IA1182035,TRUESDALE WATER SUPPLY,Region 7,Iowa,Community water system,86,TRUESDALE,Buena Vista,9,3,9
IA3050472,TREASURE VILLAGE INC,Region 7,Iowa,Transient non-community system,70,MILFORD,Dickinson,7,3,4
IA4641064,HUMBOLDT MUNICIPAL WATER DEPT,Region 7,Iowa,Community water system,4690,HUMBOLDT,Humboldt,18,1,11
IA1363051,POMEROY WATER SUPPLY,Region 7,Iowa,Community water system,669,POMEROY,Calhoun,8,4,8
IA8273062,PINEO GROVE WATER COMPANY,Region 7,Iowa,Community water system,53,PRINCETON,Scott,7,53,10
IA5815201,WIELE MOTOR,Region 7,Iowa,Transient non-community system,31,COLUMBUS JUNCTION,Louisa,5,2,4
IA5343805,SAINTS PETER & PAUL LUTHERAN CHURCH,Region 7,Iowa,Transient non-community system,45,MONTICELLO,Jones,6,41,13
IA5200601,IOWA CITY MHP LLC,Region 7,Iowa,Community water system,280,IOWA CITY,Johnson,8,11,9
IA3189001,WORTHINGTON WATER SUPPLY,Region 7,Iowa,Community water system,401,WORTHINGTON,Dubuque,6,1,8
IA9970037,WOOLSTOCK WATER SUPPLY,Region 7,Iowa,Community water system,168,WOOLSTOCK,Wright,8,12,11
IA2576036,WOODWARD WATER SUPPLY,Region 7,Iowa,Community water system,1024,WOODWARD,Dallas,14,9,10
IA0800923,WOODWARD RESOURCE CENTER,Region 7,Iowa,Community water system,1370,WOODWARD,Boone,9,5,9
IA3070473,OKOBOJI CAMP OWNERS COOPERATIVE,Region 7,Iowa,Community water system,103,SPIRIT LAKE,Dickinson,5,28,8
