PWS ID,PWS Name,EPA Region,Primacy Agency,PWS Type,Population<br> Served Count,Cities Served,Counties Served,# of Facilities,# of Violations,# of Site Visits
UTAH23084,UTAH YOUTH VILLAGE,Region 8,Utah,Non-Transient non-community system,90,,Tooele,8,3,3
UTAH04025,CLEAR CREEK CAMP - ALPINE SCHOOL DIST,Region 8,Utah,Transient non-community system,125,,Carbon,4,36,7
UTAH27007,HURRICANE CITY,Region 8,Utah,Community water system,14268,,Washington,30,141,9
UTAH29071,SNOWBASIN RESORT,Region 8,Utah,Non-Transient non-community system,3125,,Weber,15,343,9
UTAH25033,SPRINGDELL PLAT A AND B,Region 8,Utah,Community water system,100,,Utah,6,220,10
UTAH25096,VIVIAN PARK HOMEOWNERS,Region 8,Utah,Community water system,365,,Utah,8,156,10
UTAH14013,HOLDEN TOWN WATER SYSTEM,Region 8,Utah,Community water system,450,,Millard,11,61,9
UTAH27042,CAMP KOLOB - DEER HAVEN RANCH,Region 8,Utah,Transient non-community system,170,,Washington,7,6,2
UTAH27041,CAMP KOLOB - SPRING CREEK,Region 8,Utah,Transient non-community system,300,,Washington,10,13,3
UTAH27105,CAMP KOLOB -  OAK VALLEY GIRL'S CAMP,Region 8,Utah,Transient non-community system,300,,Washington,3,3,3
UTAH07006,JOHNSON WATER DISTRICT,Region 8,Utah,Community water system,1700,,Duchesne,18,57,10
UTAH24042,JOHNSON WATER DISTRICT - INDEPENDENCE,Region 8,Utah,Community water system,138,,Uintah,4,13,5
UTAH15024,EAST CANYON STATE PARK,Region 8,Utah,Transient non-community system,100,,Morgan,6,28,7
UTAH29092,COLE CANYON WATER COMPANY,Region 8,Utah,Community water system,35,,Weber,6,48,9
UTAH25164,MAPLE LAKE ACADEMY,Region 8,Utah,Community water system,36,,Utah,6,105,6
UTAH28026,HOLLOW MOUNTAIN,Region 8,Utah,Transient non-community system,102,,Wayne,4,42,9
UTAH27079,HARMONY FARMS WATER USERS,Region 8,Utah,Community water system,314,,Washington,6,224,6
UTAH25168,VINEYARD CITY,Region 8,Utah,Community water system,14492,,Utah,6,8,6
