ND,2020-01-21T12:17:00.000Z,Flood,Eddy,2017
ND,2020-01-21T12:17:00.000Z,Flood,Barnes,1828
ND,2020-01-21T12:17:00.000Z,Flood,Dickey,2004
ND,2020-01-21T12:17:00.000Z,Flood,Grand Forks,2043
ND,2020-01-21T12:17:00.000Z,Flood,Foster,2026
ND,2020-01-21T12:17:00.000Z,Flood,Griggs,2056
ND,2020-01-21T12:17:00.000Z,Flood,Emmons,2021
ND,2020-01-21T12:17:00.000Z,Flood,Kidder,2068
ND,2020-01-21T12:17:00.000Z,Flood,LaMoure,2074
ND,2020-01-21T12:17:00.000Z,Flood,Logan,2078
ND,2020-01-21T12:17:00.000Z,Flood,Mountrail,2119
ND,2020-01-21T12:17:00.000Z,Flood,Nelson,2122
ND,2020-01-21T12:17:00.000Z,Flood,Sargent,2164
ND,2020-01-21T12:17:00.000Z,Flood,Stutsman,2199
ND,2020-01-21T12:17:00.000Z,Flood,Traill,2217
ND,2020-01-21T12:17:00.000Z,Flood,Sheridan,2169
ND,2020-01-21T12:17:00.000Z,Flood,Walsh,2225
ND,2020-01-21T12:17:00.000Z,Flood,Wells,2237
WI,2020-03-11T14:44:00.000Z,Flood,Racine,3195
WI,2020-03-11T14:44:00.000Z,Flood,Milwaukee,3177
WI,2020-03-11T14:44:00.000Z,Flood,Kenosha,3158
OR,2020-04-03T18:05:00.000Z,Flood,Wallowa,2263
OR,2020-04-03T18:05:00.000Z,Flood,Union,2257
OR,2020-04-03T18:05:00.000Z,Flood,Umatilla,2251
WA,2020-04-23T15:05:00.000Z,Flood,Columbia,2869
WA,2020-04-23T15:05:00.000Z,Flood,Grays Harbor,2894
WA,2020-04-23T15:05:00.000Z,Flood,Garfield,2886
WA,2020-04-23T15:05:00.000Z,Flood,Island,2898
WA,2020-04-23T15:05:00.000Z,Flood,King,2913
WA,2020-04-23T15:05:00.000Z,Flood,Pacific,2949
WA,2020-04-23T15:05:00.000Z,Flood,Thurston,2967
WA,2020-04-23T15:05:00.000Z,Flood,Mason,2946
WA,2020-04-23T15:05:00.000Z,Flood,San Juan,2957
WA,2020-04-23T15:05:00.000Z,Flood,Snohomish,2960
WA,2020-04-23T15:05:00.000Z,Flood,Walla Walla,2970
WA,2020-04-23T15:05:00.000Z,Flood,Lewis,2940
WA,2020-04-23T15:05:00.000Z,Flood,Skagit,2958
WA,2020-04-23T15:05:00.000Z,Flood,Wahkiakum,2969
WA,2020-04-23T15:05:00.000Z,Flood,Whatcom,2972
ND,2020-07-09T20:10:00.000Z,Flood,Dickey,2004
ND,2020-07-09T20:10:00.000Z,Flood,Foster,2026
ND,2020-07-09T20:10:00.000Z,Flood,Grand Forks,2043
ND,2020-07-09T20:10:00.000Z,Flood,Kidder,2068
ND,2020-07-09T20:10:00.000Z,Flood,Barnes,1828
ND,2020-07-09T20:10:00.000Z,Flood,Cass,1848
ND,2020-07-09T20:10:00.000Z,Flood,LaMoure,2074
ND,2020-07-09T20:10:00.000Z,Flood,Logan,2078
ND,2020-07-09T20:10:00.000Z,Flood,McIntosh,2090
ND,2020-07-09T20:10:00.000Z,Flood,Nelson,2122
ND,2020-07-09T20:10:00.000Z,Flood,Pembina,2131
ND,2020-07-09T20:10:00.000Z,Flood,Ransom,2147
ND,2020-07-09T20:10:00.000Z,Flood,Richland,2156
ND,2020-07-09T20:10:00.000Z,Flood,Sargent,2164
ND,2020-07-09T20:10:00.000Z,Flood,Sheridan,2169
ND,2020-07-09T20:10:00.000Z,Flood,Steele,2186
ND,2020-07-09T20:10:00.000Z,Flood,Stutsman,2199
ND,2020-07-09T20:10:00.000Z,Flood,Traill,2217
ND,2020-07-09T20:10:00.000Z,Flood,Walsh,2225
ND,2020-07-09T20:10:00.000Z,Flood,Wells,2237
PR,2020-11-05T16:30:00.000Z,Flood,Arecibo,3071
KY,2021-04-23T15:44:00.000Z,Flood,Bell,936
KY,2021-04-23T15:44:00.000Z,Flood,Calloway,1033
KY,2021-04-23T15:44:00.000Z,Flood,Carter,1044
KY,2021-04-23T15:44:00.000Z,Flood,Casey,1048
KY,2021-04-23T15:44:00.000Z,Flood,Cumberland,1067
KY,2021-04-23T15:44:00.000Z,Flood,Edmonson,1073
KY,2021-04-23T15:44:00.000Z,Flood,Elliott,1075
KY,2021-04-23T15:44:00.000Z,Flood,Graves,1097
KY,2021-04-23T15:44:00.000Z,Flood,Harlan,1114
KY,2021-04-23T15:44:00.000Z,Flood,Knox,1159
KY,2021-04-23T15:44:00.000Z,Flood,Marion,1210
KY,2021-04-23T15:44:00.000Z,Flood,Mason,1217
KY,2021-04-23T15:44:00.000Z,Flood,Menifee,1222
KY,2021-04-23T15:44:00.000Z,Flood,Ohio,1249
KY,2021-04-23T15:44:00.000Z,Flood,Pike,1267
KY,2021-04-23T15:44:00.000Z,Flood,Whitley,1034
KY,2021-04-23T15:44:00.000Z,Flood,Union,1016
KY,2021-04-23T15:44:00.000Z,Flood,Wolfe,1037
KY,2021-04-23T15:44:00.000Z,Flood,Anderson,930
KY,2021-04-23T15:44:00.000Z,Flood,Fayette,1080
KY,2021-04-23T15:44:00.000Z,Flood,Jessamine,1145
KY,2021-04-23T15:44:00.000Z,Flood,Laurel,1166
KY,2021-04-23T15:44:00.000Z,Flood,Warren,1019
KY,2021-04-23T15:44:00.000Z,Flood,Boyd,1008
KY,2021-04-23T15:44:00.000Z,Flood,Clark,1053
KY,2021-04-23T15:44:00.000Z,Flood,Clay,1056
KY,2021-04-23T15:44:00.000Z,Flood,Breathitt,1017
