BaseYear,state,incidentType,designatedArea,Freq,FID
2006,MN,Flood,Upper Sioux,2,165
2006,MN,Flood,Prairie Island,2,110
2006,ND,Flood,Spirit Lake,4,322
2006,WY,Flood,Wind River,1,173
2006,NM,Flood,Navajo Nation Reservation,2,94
2006,NM,Flood,Acoma,2,8
2006,ND,Flood,Fort Berthold,1,224
2006,ND,Flood,Turtle Mountain,1,159
2006,ND,Flood,Standing Rock,4,324
2006,MN,Flood,Red Lake,2,302
2006,ID,Flood,Nez Perce,1,275
2006,AK,Flood,Crooked Creek,1,442
2006,AK,Flood,Red Devil,1,566
2006,UT,Flood,Uintah and Ouray,1,162
2006,NE,Flood,Omaha,1,281
2006,NM,Flood,Cochiti,1,202
2006,NM,Flood,Santa Clara,2,126
2006,NM,Flood,Mescalero,1,270
2006,MT,Flood,Fort Belknap,1,42
2006,MT,Flood,Fort Peck,1,48
2006,MT,Flood,Rocky Boy's,1,117
2006,NC,Flood,Eastern Cherokee,1,217
2006,NM,Flood,Isleta,1,245
2006,NM,Flood,Sandia,1,311
2006,MN,Flood,Bois Forte,1,21
2006,IA,Flood,Sac and Fox/Meskwaki,1,122
2006,SD,Flood,Standing Rock,1,325
2006,NV,Flood,Moapa River,1,272
