BaseYear,state,incidentType,designatedArea,Freq,FID
2006,MN,Flood,Becker,2,1878
2006,MN,Flood,Polk,4,1959
2006,MN,Flood,Clay,4,1898
2006,MN,Flood,Marshall,5,1937
2006,MN,Flood,Norman,4,1951
2006,MN,Flood,Red Lake,3,1966
2006,MN,Flood,Roseau,3,1976
2006,MN,Flood,Kittson,4,1921
2006,MN,Flood,Wilkin,4,1997
2006,ME,Flood,Lincoln,2,1835
2006,ME,Flood,Hancock,1,1748
2006,ME,Flood,Waldo,2,1865
2006,ME,Flood,Knox,2,1774
2006,OK,Flood,Adair,1,2095
2006,OK,Flood,Haskell,1,2195
2006,OK,Flood,Coal,1,2144
2006,OK,Flood,Delaware,1,2154
2006,OK,Flood,Hughes,1,2197
2006,OK,Flood,Johnston,1,2211
2006,OK,Flood,Kingfisher,1,2219
2006,OK,Flood,Caddo,1,2118
2006,OK,Flood,Logan,1,2236
2006,OK,Flood,Love,1,2238
2006,OK,Flood,Latimer,1,2226
2006,OK,Flood,Muskogee,1,2281
2006,OK,Flood,McIntosh,1,2258
2006,OK,Flood,Mayes,1,2270
2006,OK,Flood,Okfuskee,1,2297
2006,OK,Flood,Sequoyah,1,2391
2006,OK,Flood,Rogers,1,2374
2006,OK,Flood,Wagoner,1,2014
2006,ME,Flood,Piscataquis,1,1851
2006,OK,Flood,Pawnee,1,2329
2006,ME,Flood,Somerset,1,1860
2006,OK,Flood,Pittsburg,1,2344
2006,OK,Flood,Tillman,1,2005
2006,OK,Flood,Pushmataha,1,2362
2006,OK,Flood,Seminole,1,2384
2006,ME,Flood,Penobscot,1,1846
2006,ME,Flood,Aroostook,1,1535
2006,OK,Flood,Ottawa,1,2325
2006,ID,Flood,Kootenai,1,552
2006,ID,Flood,Shoshone,2,621
2006,HI,Flood,Kauai,1,261
2006,HI,Flood,Honolulu,1,234
2006,WA,Flood,Chelan,1,2852
2006,WA,Flood,Columbia,1,2869
2006,WA,Flood,Garfield,1,2886
2006,WA,Flood,Jefferson,1,2905
2006,WA,Flood,Klickitat,1,2935
2006,WA,Flood,Lincoln,1,2942
2006,WA,Flood,Skamania,1,2959
2006,WA,Flood,Yakima,1,2974
2006,WA,Flood,Benton,1,2847
2006,WA,Flood,Clallam,1,2861
2006,WA,Flood,Cowlitz,1,2871
2006,WA,Flood,Grays Harbor,1,2894
2006,WA,Flood,King,1,2913
2006,WA,Flood,Kittitas,1,2932
2006,WA,Flood,Mason,1,2946
2006,WA,Flood,Pacific,1,2949
2006,WA,Flood,Pierce,1,2956
2006,WA,Flood,Skagit,1,2958
2006,WA,Flood,Lewis,1,2940
2006,WA,Flood,Snohomish,1,2960
2006,WA,Flood,Thurston,1,2967
2006,WA,Flood,Wahkiakum,1,2969
2006,WA,Flood,Whatcom,1,2972
2006,AK,Flood,Matanuska-Susitna,1,556
2006,MN,Flood,Big Stone,3,1882
2006,MN,Flood,Carver,4,1894
2006,MN,Flood,Chippewa,4,1896
2006,MN,Flood,Blue Earth,4,1886
2006,MN,Flood,Brown,4,1892
2006,MN,Flood,Cottonwood,1,1902
2006,MN,Flood,Grant,2,1912
2006,MN,Flood,Lac qui Parle,4,1923
2006,MN,Flood,McLeod,3,1934
2006,MN,Flood,Nicollet,4,1948
2006,MN,Flood,Pennington,1,1956
2006,MN,Flood,Ramsey,4,1964
2006,MN,Flood,Redwood,4,1969
2006,MN,Flood,Renville,4,1971
2006,MN,Flood,Sibley,4,1982
2006,MN,Flood,Scott,4,1979
2006,MN,Flood,Traverse,3,1990
2006,MN,Flood,Stevens,2,1987
2006,MN,Flood,Yellow Medicine,4,1531
2006,NE,Flood,Antelope,1,1305
2006,NE,Flood,Arthur,1,1307
2006,NE,Flood,Boyd,3,1317
2006,NE,Flood,Butler,1,1325
2006,NE,Flood,Cass,3,1326
2006,NE,Flood,Colfax,1,1338
2006,NE,Flood,Boone,1,1310
2006,NE,Flood,Cuming,1,1340
2006,NE,Flood,Dixon,3,1353
2006,NE,Flood,Dakota,3,1344
2006,NE,Flood,Gage,1,1378
2006,NE,Flood,Greeley,1,1397
2006,NE,Flood,Hayes,1,1411
2006,NE,Flood,Holt,1,1416
2006,NE,Flood,Howard,1,1311
2006,NE,Flood,Jefferson,1,1312
2006,NE,Flood,Johnson,1,1313
2006,NE,Flood,Loup,1,1331
2006,NE,Flood,Madison,1,1335
2006,NE,Flood,Nance,1,1341
2006,NE,Flood,Nemaha,3,1343
2006,NE,Flood,Lancaster,1,1324
2006,NE,Flood,Nuckolls,1,1345
2006,NE,Flood,Otoe,3,1348
2006,NE,Flood,Pawnee,1,1350
2006,NE,Flood,Pierce,1,1356
2006,NE,Flood,Platte,1,1359
2006,NE,Flood,Polk,1,1362
2006,NE,Flood,Richardson,3,1365
