state,declarationDate,incidentType,designatedArea,FID
MN,2010-04-19T16:30:00.000Z,Flood,Upper Sioux,165
MN,2010-04-19T16:30:00.000Z,Flood,Prairie Island,110
ND,2010-04-30T17:37:00.000Z,Flood,Spirit Lake,322
WY,2010-07-14T18:18:00.000Z,Flood,Wind River,173
NM,2010-09-13T15:25:00.000Z,Flood,Navajo Nation Reservation,94
NM,2010-09-13T15:25:00.000Z,Flood,Acoma,8
ND,2011-05-10T19:00:00.000Z,Flood,Fort Berthold,224
ND,2011-05-10T19:00:00.000Z,Flood,Turtle Mountain,159
ND,2011-05-10T19:00:00.000Z,Flood,Standing Rock,324
ND,2011-05-10T19:00:00.000Z,Flood,Spirit Lake,322
MN,2011-05-10T19:08:00.000Z,Flood,Red Lake,302
ID,2011-05-20T12:30:00.000Z,Flood,Nez Perce,275
AK,2011-06-10T15:30:00.000Z,Flood,Crooked Creek,442
AK,2011-06-10T15:30:00.000Z,Flood,Red Devil,566
ND,2010-03-14T00:00:00.000Z,Flood,Spirit Lake,322
MN,2010-03-19T19:35:00.000Z,Flood,Upper Sioux,165
ND,2011-04-07T20:00:00.000Z,Flood,Standing Rock,324
UT,2011-08-08T17:08:00.000Z,Flood,Uintah and Ouray,162
NE,2011-08-12T16:30:00.000Z,Flood,Omaha,281
NM,2011-11-23T12:30:00.000Z,Flood,Acoma,8
NM,2011-11-23T12:30:00.000Z,Flood,Cochiti,202
NM,2011-11-23T12:30:00.000Z,Flood,Santa Clara,126
NM,2012-08-24T16:00:00.000Z,Flood,Mescalero,270
NM,2012-08-24T16:00:00.000Z,Flood,Santa Clara,126
ND,2013-05-29T16:23:00.000Z,Flood,Spirit Lake,322
ND,2013-06-25T14:17:00.000Z,Flood,Standing Rock,324
MT,2013-07-10T12:26:00.000Z,Flood,Fort Belknap,42
MT,2013-07-10T12:26:00.000Z,Flood,Fort Peck,48
MT,2013-07-10T12:26:00.000Z,Flood,Rocky Boy's,117
NC,2013-09-25T09:27:00.000Z,Flood,Eastern Cherokee,217
NM,2013-10-29T12:39:00.000Z,Flood,Isleta,245
NM,2013-10-29T12:39:00.000Z,Flood,Navajo Nation Reservation,94
NM,2013-10-29T12:39:00.000Z,Flood,Sandia,311
MN,2014-07-21T15:29:00.000Z,Flood,Bois Forte,21
MN,2014-07-21T15:29:00.000Z,Flood,Prairie Island,110
MN,2014-07-21T15:29:00.000Z,Flood,Red Lake,302
IA,2014-07-24T09:48:00.000Z,Flood,Sac and Fox/Meskwaki,122
SD,2014-07-28T17:30:00.000Z,Flood,Standing Rock,325
ND,2014-08-19T15:13:00.000Z,Flood,Standing Rock,324
NV,2014-11-05T12:00:00.000Z,Flood,Moapa River,272
