State,County,Total Households,Year Structure Built: 2014+,Year Structure Built: 2010 to 2013,Year Structure Built: 2000 to 2009,Year Structure Built: 1980 to 1999,Year Structure Built: 1960 to 1979,Year Structure Built: 1940 to 1959,Year Structure Built: 1939 or earlier,Total Vehicles,0 Vehicles Available,1 Vehicles Available,2 Vehicles Available,3+ Vehicles Available,"FID"
Kentucky,Owen,4246,1.53,2.19,15.94,35.75,23.41,8.9,12.27,4246,2.66,33.07,28.57,35.7,1255
Kentucky,Owsley,1655,0.97,2.72,16.31,39.58,25.38,11.06,3.99,1655,10.82,37.58,19.46,32.15,1257
Kentucky,Pendleton,5250,1.87,3.96,17.24,33.41,17.77,12.4,13.35,5250,4.19,26.21,37.89,31.71,1260
Kentucky,Perry,11334,2.75,3.59,15.94,31.56,23.8,13.76,8.59,11334,9.47,32.11,36.96,21.47,1265
Kentucky,Pike,25506,3.28,3.93,13.63,39.87,25.71,10.09,3.49,25506,8.1,34.61,35.67,21.62,1267
Kentucky,Powell,4698,2.98,1.79,15.92,34.23,32.59,7.41,5.09,4698,9.64,32.48,30.03,27.84,1270
Kentucky,Pulaski,25572,2.12,4.23,18.24,29.97,29.71,9.17,6.56,25572,7.2,34.87,33.59,24.34,1272
Kentucky,Robertson,859,2.33,4.89,18.74,20.14,27.59,10.13,16.18,859,4.54,22.47,43.19,29.8,1273
Kentucky,Rockcastle,6609,2.45,1.8,19.34,37.19,22.64,9.79,6.79,6609,8.25,29.58,36.01,26.16,1276
Kentucky,Rowan,8747,4.48,5.14,13.78,40.15,27.14,6.63,2.68,8747,11.11,29.7,32.22,26.97,1279
Kentucky,Russell,7122,2.16,1.66,18.52,37.78,27.32,7.92,4.63,7122,4.82,31.63,37.05,26.5,1282
Kentucky,Scott,21186,7.94,5.97,28.4,33.62,13.84,4.75,5.48,21186,3.55,24.41,44.47,27.57,1283
Kentucky,Shelby,16801,6.1,2.64,22.25,32.7,18.37,9.01,8.93,16801,2.91,24.84,41.96,30.29,1285
Kentucky,Simpson,7181,3.77,2.02,15.12,32.84,28.45,8.91,8.88,7181,2.56,33.84,36.53,27.07,1287
Kentucky,Spencer,6899,4.32,2.58,31.73,36.79,14.36,4.74,5.48,6899,2.28,12.64,44.47,40.61,1000
Kentucky,Taylor,9659,2.15,4.39,10.33,32.31,34.86,10.78,5.18,9659,6.88,30.72,38.14,24.26,1003
Kentucky,Todd,4655,3.91,0.95,14.46,27.84,34.05,11.82,6.98,4655,9.62,26.14,34.78,29.45,1006
Kentucky,Trigg,5916,2.86,6.34,16.5,32.79,30.92,6.85,3.75,5916,6.37,26.83,36.56,30.24,1009
Kentucky,Trimble,3398,2.35,4.09,16.16,33.67,25.25,11.21,7.27,3398,8.06,27.99,35.64,28.31,1012
Kentucky,Union,5176,0.89,2.7,8.0,25.97,31.61,15.9,14.93,5176,4.46,30.74,36.86,27.94,1016
Kentucky,Warren,49880,6.46,4.86,19.62,30.73,24.72,8.13,5.48,49880,6.13,32.0,38.85,23.02,1019
Kentucky,Washington,4702,4.17,6.04,19.91,28.88,20.63,8.51,11.87,4702,6.44,23.9,37.52,32.14,1023
Kentucky,Wayne,8298,1.98,2.88,12.17,40.6,32.07,6.19,4.11,8298,8.75,31.9,35.04,24.31,1027
Kentucky,Webster,5001,2.1,3.7,6.3,30.57,26.75,18.12,12.46,5001,6.6,25.11,39.37,28.91,1029
Kentucky,Whitley,12685,4.32,3.59,13.65,32.16,28.89,11.18,6.21,12685,7.5,31.07,36.85,24.58,1034
Kentucky,Wolfe,2991,2.98,4.85,17.69,36.64,26.51,5.98,5.35,2991,23.4,29.62,31.96,15.01,1037
Kentucky,Woodford,10399,4.03,1.54,13.66,38.9,23.95,7.88,10.05,10399,3.5,28.45,43.35,24.69,1042
Louisiana,Acadia,22598,3.39,3.95,13.94,25.98,30.4,16.26,6.08,22598,7.45,35.64,39.62,17.28,1046
Louisiana,Allen,8137,7.37,0.92,13.04,26.53,27.12,18.99,6.02,8137,6.19,34.3,33.92,25.59,1051
Louisiana,Ascension,44029,10.34,7.0,31.63,27.38,16.01,5.21,2.43,44029,3.37,27.73,46.02,22.88,1055
Louisiana,Assumption,8941,1.93,2.66,10.47,35.63,33.09,11.44,4.76,8941,10.79,30.32,35.1,23.79,1060
Louisiana,Avoyelles,15217,2.66,2.34,12.05,29.99,28.77,17.88,6.31,15217,8.07,37.66,35.36,18.91,1062
Louisiana,Beauregard,13812,6.04,5.33,21.03,32.22,24.92,7.38,3.08,13812,6.23,32.18,38.15,23.44,1066
Louisiana,Bienville,5855,1.59,2.48,10.78,33.17,29.14,14.35,8.51,5855,11.61,37.93,32.06,18.39,1069
Louisiana,Bossier,49600,4.68,7.55,19.12,31.17,25.06,11.13,1.28,49600,5.29,31.95,40.09,22.67,1076
Louisiana,Caddo,96043,2.67,2.66,10.25,25.05,35.28,18.54,5.54,96043,9.99,42.33,32.71,14.97,1079
Louisiana,Calcasieu,78427,6.87,4.98,15.61,25.6,26.64,16.46,3.85,78427,5.32,36.22,39.2,19.25,1081
Louisiana,Caldwell,3899,4.85,3.28,12.9,35.42,29.44,6.67,7.44,3899,4.57,33.42,43.01,19.0,1084
Louisiana,Cameron,2902,10.48,5.86,52.27,11.68,8.48,8.37,2.86,2902,1.0,36.91,29.08,33.01,1089
Louisiana,Catahoula,3394,2.62,2.77,14.85,24.22,44.34,8.87,2.33,3394,7.07,30.55,39.42,22.95,1093
Louisiana,Claiborne,5808,1.07,3.37,4.48,27.91,41.82,17.98,3.37,5808,9.25,40.93,31.39,18.44,1095
Louisiana,Concordia,6694,1.06,3.3,11.64,23.33,37.54,18.99,4.14,6694,9.67,40.19,35.99,14.16,1098
Louisiana,De Soto,10951,5.09,4.26,16.65,35.53,23.04,10.46,4.99,10951,9.73,32.65,36.12,21.5,1103
Louisiana,East Baton Rouge,164641,4.48,4.25,13.01,29.74,32.74,12.33,3.46,164641,7.2,38.69,37.5,16.61,1108
Louisiana,East Carroll,1688,3.14,1.6,9.54,24.94,43.07,11.08,6.64,1688,13.39,44.08,31.28,11.26,1111
Louisiana,East Feliciana,7010,5.06,2.97,21.88,36.29,20.13,8.49,5.18,7010,9.8,30.96,37.22,22.03,1115
Louisiana,Evangeline,12393,4.25,3.95,7.96,33.29,33.0,12.63,4.92,12393,13.54,35.59,36.46,14.4,1118
Louisiana,Franklin,7503,4.88,4.77,11.46,23.62,36.19,12.21,6.88,7503,5.61,44.85,33.77,15.77,1123
Louisiana,Grant,7054,6.62,3.74,21.29,31.95,22.91,8.48,5.0,7054,5.44,26.94,33.12,34.51,1127
Louisiana,Iberia,26776,2.89,3.6,16.17,28.08,26.62,15.61,7.02,26776,10.01,32.71,38.94,18.34,1133
Louisiana,Iberville,11105,3.05,4.7,13.08,30.96,28.79,9.15,10.27,11105,9.26,36.81,37.86,16.07,1134
Louisiana,Jackson,5859,2.66,2.65,8.74,26.23,35.64,15.46,8.62,5859,10.26,31.34,35.74,22.67,1138
Louisiana,Jefferson,170398,1.08,0.77,6.46,24.65,47.47,16.99,2.58,170398,8.08,39.97,36.48,15.48,1147
Louisiana,Jefferson Davis,11565,2.97,2.31,17.32,24.78,24.39,22.14,6.08,11565,6.28,34.6,38.14,20.99,1155
Louisiana,Lafayette,92476,6.98,7.51,15.57,30.54,26.92,9.8,2.67,92476,6.65,35.6,42.3,15.45,1161
Louisiana,Lafourche,36645,4.52,5.28,14.47,26.9,32.56,12.54,3.74,36645,7.59,32.36,41.32,18.74,1280
Louisiana,La Salle,4868,2.81,2.38,12.63,32.37,30.94,13.52,5.34,4868,3.39,29.05,42.75,24.82,1289
Louisiana,Lincoln,17861,3.63,4.0,15.21,34.34,31.65,9.05,2.13,17861,8.83,36.09,33.97,21.11,1291
Louisiana,Livingston,48690,8.81,8.67,30.12,32.72,14.78,3.42,1.47,48690,4.38,32.43,40.33,22.87,1295
Louisiana,Madison,3729,2.71,9.52,9.95,24.43,34.38,14.29,4.72,3729,12.47,36.63,37.19,13.7,1297
Louisiana,Morehouse,9738,2.27,1.78,13.79,28.12,36.81,13.58,3.66,9738,12.48,37.16,35.18,15.18,1299
Louisiana,Natchitoches,14324,3.09,3.74,13.19,43.77,23.71,8.36,4.15,14324,8.89,37.31,34.42,19.38,1301
Louisiana,Orleans,154826,1.57,2.26,7.04,11.4,27.07,19.89,30.76,154826,17.83,47.61,26.41,8.15,1304
Louisiana,Ouachita,56956,3.56,3.81,13.58,28.64,35.69,11.62,3.1,56956,8.71,40.36,34.59,16.34,1306
Louisiana,Plaquemines,8600,2.17,4.69,39.48,26.23,22.66,3.49,1.28,8600,5.01,32.87,43.34,18.78,1427
Louisiana,Pointe Coupee,9056,2.41,3.96,15.7,29.77,28.06,13.77,6.33,9056,6.78,38.57,40.99,13.66,1431
Louisiana,Rapides,49075,3.65,4.23,14.05,26.12,30.64,16.44,4.87,49075,9.96,37.45,35.11,17.49,1434
Louisiana,Red River,3282,4.48,5.51,13.92,22.73,33.82,18.04,1.49,3282,9.78,32.45,36.14,21.63,1436
Louisiana,Richland,7563,3.73,4.85,12.6,24.18,32.79,16.65,5.2,7563,6.94,48.12,27.91,17.03,1439
Louisiana,Sabine,9370,6.8,5.84,10.28,36.47,28.43,9.75,2.43,9370,6.77,36.12,36.74,20.37,1441
Louisiana,St. Bernard,15165,1.44,1.88,12.83,26.77,43.07,11.85,2.16,15165,6.97,40.05,35.73,17.26,1463
Louisiana,St. Charles,19308,1.11,2.82,16.75,38.38,27.55,10.58,2.81,19308,3.79,30.17,42.25,23.79,1466
Louisiana,St. Helena,3885,4.89,2.11,11.07,46.0,25.02,6.36,4.56,3885,8.55,32.07,32.56,26.82,1467
Louisiana,St. James,7907,4.15,5.11,17.55,24.33,33.87,10.02,4.97,7907,10.45,29.3,37.47,22.78,1468
Louisiana,St. John the Baptist,15251,0.58,1.57,14.84,39.59,33.95,6.33,3.13,15251,4.18,35.34,40.49,19.99,1469
Louisiana,St. Landry,30496,3.13,2.48,10.46,22.92,47.72,10.39,2.89,30496,8.97,36.24,36.65,18.13,1471
Louisiana,St. Martin,19655,2.7,5.78,17.0,28.8,28.69,12.5,4.53,19655,6.32,33.6,41.23,18.85,1473
Louisiana,St. Mary,19633,1.57,2.69,10.15,27.04,36.59,15.5,6.47,19633,10.75,44.22,32.56,12.47,1474
Louisiana,St. Tammany,95054,5.96,4.31,25.85,38.76,19.06,3.82,2.24,95054,4.15,30.5,43.37,21.97,1475
Louisiana,Tangipahoa,48548,5.17,7.68,21.77,34.63,20.48,7.62,2.64,48548,5.71,33.77,40.95,19.56,1476
Louisiana,Tensas,1814,1.32,1.16,7.22,22.05,42.45,19.63,6.17,1814,13.89,48.29,28.61,9.21,1479
Louisiana,Terrebonne,40374,3.47,4.28,16.91,26.48,32.44,11.55,4.87,40374,9.66,33.44,41.89,15.01,1501
Louisiana,Union,8399,5.1,2.01,15.97,34.6,28.88,11.56,1.88,8399,5.05,39.43,33.15,22.37,1507
Louisiana,Vermilion,22180,3.53,7.43,20.08,23.32,20.64,16.54,8.45,22180,9.39,30.15,40.32,20.14,1510
Louisiana,Vernon,17516,5.17,6.66,15.13,34.57,29.37,6.93,2.18,17516,7.24,33.5,38.1,21.16,1513
Louisiana,Washington,17794,3.44,2.15,15.3,29.89,28.59,14.18,6.45,17794,8.13,34.71,37.94,19.22,1516
Louisiana,Webster,16320,1.49,3.03,7.57,28.72,42.84,13.03,3.32,16320,9.17,33.2,37.94,19.69,1518
Louisiana,West Baton Rouge,9610,9.35,8.75,16.23,28.09,20.75,8.92,7.91,9610,3.92,28.88,38.86,28.35,1520
Louisiana,West Carroll,4126,3.37,4.02,8.97,30.66,35.8,13.28,3.9,4126,2.62,52.84,30.27,14.28,1522
Louisiana,West Feliciana,4202,1.55,7.16,18.9,41.58,20.25,6.69,3.88,4202,4.36,34.22,42.98,18.44,1524
Louisiana,Winn,5361,1.38,1.9,7.55,33.11,35.5,17.42,3.13,5361,9.92,37.55,32.57,19.96,1529
Maine,Androscoggin,45906,1.21,2.25,9.96,22.27,21.39,14.25,28.68,45906,9.11,33.86,37.1,19.93,1532
Maine,Aroostook,29594,0.84,1.58,8.58,23.58,25.34,19.61,20.48,29594,8.53,35.71,37.25,18.5,1535
Maine,Cumberland,123384,3.43,2.4,11.25,25.6,19.62,13.16,24.54,123384,6.75,33.06,42.53,17.65,1608
Maine,Franklin,12426,2.47,2.01,11.14,27.53,27.08,7.08,22.69,12426,8.55,32.92,37.5,21.02,1619
Maine,Hancock,24116,2.43,2.64,17.5,32.52,19.21,6.95,18.75,24116,5.49,34.93,38.85,20.73,1748
Maine,Kennebec,52506,2.32,1.93,12.07,25.82,23.59,11.9,22.37,52506,7.74,33.64,39.33,19.28,1755
Maine,Knox,17497,1.31,1.65,14.52,24.2,16.56,7.91,33.85,17497,5.87,33.75,41.45,18.93,1774
Maine,Lincoln,15665,2.39,1.49,16.39,33.13,18.18,6.22,22.2,15665,5.78,32.66,41.32,20.24,1835
Maine,Oxford,22359,1.5,2.44,12.89,27.31,21.56,11.01,23.29,22359,5.11,29.61,40.77,24.51,1842
Maine,Penobscot,63073,2.3,2.56,12.98,27.01,22.66,11.55,20.94,63073,7.14,34.18,38.88,19.8,1846
Maine,Piscataquis,7180,1.92,1.04,8.75,24.54,23.57,10.78,29.4,7180,6.82,35.38,39.08,18.72,1851
Maine,Sagadahoc,16024,2.28,2.84,12.59,30.28,16.83,10.4,24.77,16024,4.0,33.58,42.35,20.07,1855
Maine,Somerset,21645,1.17,2.47,11.19,31.49,21.83,8.45,23.41,21645,6.96,31.43,40.36,21.24,1860
Maine,Waldo,17427,2.35,3.96,18.98,31.19,17.13,5.43,20.96,17427,5.51,32.19,39.84,22.46,1865
Maine,Washington,13830,2.09,2.53,12.08,27.14,21.39,7.8,26.98,13830,8.18,35.01,39.48,17.33,1884
Maine,York,86919,2.32,2.52,15.18,30.39,19.11,11.16,19.31,86919,5.46,30.94,40.99,22.6,1901
Maryland,Allegany,27369,0.43,1.59,4.71,13.67,27.3,21.21,31.08,27369,8.52,35.41,34.85,21.23,1905
Maryland,Anne Arundel,213122,4.72,3.47,11.83,34.05,27.23,14.46,4.23,213122,3.73,28.22,41.82,26.23,1925
Maryland,Baltimore County,315347,1.85,1.59,8.18,28.17,26.56,25.85,7.8,315347,7.83,35.54,37.31,19.32,1939
Maryland,Calvert,32558,2.75,2.86,18.99,44.5,19.84,7.04,4.02,32558,2.83,19.14,36.4,41.63,1946
Maryland,Caroline,12160,2.29,1.83,15.77,33.17,19.23,11.97,15.74,12160,5.96,24.36,35.8,33.88,1949
Maryland,Carroll,61261,2.06,1.94,13.8,36.95,26.96,7.37,10.93,61261,4.18,20.48,39.25,36.08,1955
Maryland,Cecil,37293,2.39,4.98,19.24,34.69,19.29,9.89,9.51,37293,5.04,26.06,37.45,31.45,1963
Maryland,Charles,57388,6.67,5.76,19.68,37.69,21.42,6.39,2.39,57388,3.24,25.54,39.11,32.11,1294
Maryland,Dorchester,13433,0.42,3.86,17.56,21.66,22.18,15.76,18.55,13433,9.62,33.81,32.89,23.68,1346
Maryland,Frederick,94299,5.76,3.07,16.72,37.76,19.17,6.61,10.93,94299,3.99,24.52,40.93,30.56,1357
Maryland,Garrett,12745,2.2,1.76,14.33,32.55,24.77,10.16,14.24,12745,6.1,29.96,38.31,25.63,1361
Maryland,Harford,95094,2.81,2.93,16.0,38.3,26.45,8.26,5.25,95094,4.36,25.29,41.89,28.46,1372
Maryland,Howard,116457,5.37,5.4,13.5,43.9,25.34,4.41,2.08,116457,3.8,27.26,44.41,24.53,1379
Maryland,Kent,8274,1.45,2.5,15.1,28.41,21.05,11.2,20.28,8274,10.19,32.23,33.62,23.95,1394
Maryland,Montgomery,372825,3.47,2.77,10.22,32.16,29.84,16.88,4.66,372825,7.54,33.83,39.06,19.56,1398
Maryland,Prince George's,315634,2.89,2.33,10.39,28.49,33.36,17.96,4.57,315634,9.2,36.26,32.19,22.35,1403
Maryland,Queen Anne's,19000,4.74,3.55,19.64,35.93,22.78,6.75,6.61,19000,3.13,21.92,39.74,35.22,1413
Maryland,St. Mary's,41280,5.35,6.31,20.52,36.54,20.57,7.43,3.28,41280,4.58,24.43,38.82,32.17,1421
Maryland,Somerset,8509,4.27,2.99,12.93,26.87,25.64,8.41,18.9,8509,8.94,37.08,30.99,22.99,1430
Maryland,Talbot,16810,2.4,1.31,16.29,34.38,21.17,8.75,15.69,16810,7.41,30.58,38.16,23.85,1438
Maryland,Washington,56367,2.38,1.58,13.48,26.08,22.62,14.65,19.21,56367,8.36,28.99,35.37,27.28,1445
Maryland,Wicomico,38142,3.02,2.81,17.5,29.48,24.58,13.25,9.36,38142,8.13,31.93,35.65,24.29,1446
Maryland,Worcester,22661,2.0,1.3,19.88,39.14,20.26,8.96,8.46,22661,6.21,31.98,38.27,23.54,1456
Maryland,Baltimore city,242499,1.84,1.29,3.98,9.05,15.28,29.0,39.57,242499,27.65,41.94,23.45,6.97,
Massachusetts,Barnstable,95859,1.16,1.5,8.76,35.4,31.82,10.92,10.45,95859,4.63,35.28,39.94,20.15,1478
Massachusetts,Berkshire,54786,0.75,1.06,4.43,13.91,21.14,21.55,37.16,54786,9.09,38.54,37.05,15.32,1480
Massachusetts,Bristol,220365,1.56,1.26,7.08,20.35,22.71,15.67,31.37,220365,10.06,33.93,36.09,19.92,1486
Massachusetts,Dukes,6887,0.41,1.07,15.42,41.72,18.44,7.77,15.17,6887,3.33,36.27,36.14,24.26,1491
Massachusetts,Essex,297254,1.65,1.4,6.78,19.14,19.98,15.62,35.43,297254,10.58,34.07,37.35,18.0,1519
Massachusetts,Franklin,30790,1.72,0.76,5.39,20.74,21.21,14.98,35.2,30790,7.8,35.34,39.39,17.47,1523
Massachusetts,Hampden,180492,1.01,0.7,4.61,16.03,23.22,25.54,28.9,180492,13.1,37.79,32.96,16.15,1526
Massachusetts,Hampshire,59607,1.82,1.41,7.58,23.46,23.56,15.56,26.61,59607,7.63,35.11,38.66,18.6,1527
Massachusetts,Middlesex,611850,2.91,2.04,6.73,16.79,21.48,17.67,32.38,611850,10.51,35.09,38.6,15.8,1533
Massachusetts,Nantucket,3709,2.48,1.51,17.47,37.4,23.65,4.45,13.05,3709,7.31,26.61,38.93,27.15,1537
Massachusetts,Norfolk,267967,2.48,2.14,6.99,18.4,23.45,20.02,26.52,267967,9.29,33.49,40.53,16.69,1543
Massachusetts,Plymouth,190355,3.11,2.1,8.98,21.76,26.99,15.11,21.95,190355,6.07,29.27,42.16,22.49,1569
Massachusetts,Suffolk,312978,3.24,2.09,6.03,10.54,15.61,13.64,48.84,312978,31.86,42.62,19.69,5.82,1585
Massachusetts,Worcester,314081,1.68,1.7,8.79,23.09,19.93,16.95,27.85,314081,9.19,32.31,38.71,19.78,1599
Michigan,Alcona,5115,1.06,1.13,10.42,28.35,33.53,15.17,10.34,5115,3.34,35.84,43.54,17.28,1603
Michigan,Alger,3246,0.49,1.02,13.34,29.98,21.72,18.79,14.66,3246,7.09,35.0,39.4,18.52,1609
Michigan,Allegan,43927,3.42,2.13,13.64,30.88,21.07,11.27,17.6,43927,3.82,25.69,44.37,26.12,1611
Michigan,Alpena,12769,0.42,1.02,6.95,17.06,33.88,24.33,16.34,12769,7.39,36.54,37.97,18.09,1614
Michigan,Antrim,10166,1.61,1.14,14.6,30.18,29.27,10.96,12.24,10166,4.19,29.49,43.55,22.77,1617
Michigan,Arenac,6585,1.34,0.73,10.07,32.24,30.07,15.73,9.83,6585,7.3,31.77,39.64,21.29,1621
Michigan,Baraga,3188,0.5,1.91,11.04,22.55,26.54,15.9,21.55,3188,6.09,35.26,38.9,19.76,1624
Michigan,Barry,24342,3.34,0.93,13.6,26.66,24.51,12.48,18.47,24342,2.95,26.83,40.77,29.45,1627
Michigan,Bay,44627,0.99,0.7,6.14,16.19,28.39,24.77,22.83,44627,7.07,35.4,38.56,18.97,1631
Michigan,Benzie,6940,3.04,2.75,21.53,37.54,16.43,7.59,11.12,6940,3.69,29.12,42.22,24.97,1634
Michigan,Berrien,63136,1.05,0.78,9.31,18.66,29.3,24.7,16.21,63136,8.41,34.98,38.17,18.44,1635
Michigan,Branch,16716,1.02,0.71,10.79,22.17,25.8,15.76,23.74,16716,6.26,32.62,40.89,20.23,1640
Michigan,Calhoun,54124,0.72,0.99,7.5,19.19,24.44,23.59,23.57,54124,8.13,36.51,35.84,19.52,1641
Michigan,Cass,21226,1.53,1.24,12.71,22.46,27.19,16.31,18.56,21226,4.25,29.04,40.93,25.78,1644
Michigan,Charlevoix,11725,2.29,1.57,12.7,30.67,26.08,13.16,13.54,11725,5.59,30.35,41.66,22.4,1648
Michigan,Cheboygan,11219,0.81,1.44,15.69,32.24,26.77,12.38,10.67,11219,4.99,33.5,40.89,20.62,1649
Michigan,Chippewa,14323,1.66,1.86,12.59,25.25,21.8,20.48,16.36,14323,9.95,35.22,38.32,16.52,1660
Michigan,Clare,12247,0.42,1.44,14.26,26.78,34.84,15.35,6.92,12247,8.15,35.01,38.24,18.6,1665
Michigan,Clinton,30182,2.92,2.22,17.83,26.28,24.16,11.15,15.45,30182,2.89,27.0,42.8,27.31,1669
Michigan,Crawford,6155,0.5,0.68,16.8,29.55,28.12,15.14,9.2,6155,6.73,32.45,40.06,20.76,1672
Michigan,Delta,16154,0.32,1.23,7.87,21.36,25.97,17.88,25.36,16154,9.19,28.46,44.17,18.18,1675
Michigan,Dickinson,11491,0.42,1.31,7.07,22.37,27.51,17.35,23.98,11491,6.95,33.33,38.52,21.2,1677
Michigan,Eaton,45037,1.54,1.04,11.45,28.36,31.73,10.32,15.55,45037,4.64,32.98,40.52,21.86,1678
Michigan,Emmet,14197,2.34,1.65,16.95,37.69,21.84,8.55,10.98,14197,5.37,33.6,40.28,20.75,1686
Michigan,Genesee,170581,1.18,0.53,9.9,20.44,32.26,24.84,10.85,170581,8.6,36.61,35.7,19.09,1688
Michigan,Gladwin,11181,1.24,1.14,13.7,34.46,27.63,14.27,7.55,11181,7.03,33.28,40.32,19.37,1691
Michigan,Gogebic,6896,0.77,0.3,4.39,13.56,18.63,21.36,40.98,6896,10.24,35.31,37.79,16.66,1693
Michigan,Grand Traverse,37939,4.55,2.63,16.38,33.21,24.12,7.61,11.49,37939,5.8,31.09,42.02,21.1,1697
Michigan,Gratiot,15084,0.75,0.44,7.13,21.71,26.1,22.05,21.82,15084,5.84,31.95,38.56,23.64,1700
Michigan,Hillsdale,18180,1.15,0.84,9.86,21.4,26.2,12.93,27.61,18180,7.04,31.52,39.74,21.7,1701
Michigan,Houghton,13805,1.74,2.48,8.59,18.5,19.59,12.1,37.0,13805,9.89,34.34,36.02,19.75,1705
Michigan,Huron,13908,0.74,0.49,8.37,20.05,26.08,22.61,21.66,13908,5.45,34.79,38.95,20.81,1708
Michigan,Ingham,113678,2.38,1.22,8.9,22.6,29.35,19.85,15.7,113678,8.88,38.84,37.52,14.77,1710
Michigan,Ionia,23071,1.63,0.74,13.31,23.93,20.55,12.63,27.21,23071,5.49,29.14,37.16,28.21,1713
Michigan,Iosco,11772,1.19,0.51,7.92,23.61,36.43,23.0,7.34,11772,6.6,39.19,37.73,16.48,1715
Michigan,Iron,5150,0.72,0.37,5.79,19.24,21.73,20.95,31.2,5150,6.93,37.67,38.54,16.85,1716
Michigan,Isabella,24981,1.99,2.15,15.97,32.85,25.33,10.97,10.74,24981,7.09,33.43,38.64,20.85,1717
Michigan,Jackson,62216,0.92,1.12,10.55,20.82,23.63,20.19,22.77,62216,6.89,33.5,37.74,21.87,1719
Michigan,Kalamazoo,104278,2.99,2.2,11.46,24.93,25.76,19.25,13.41,104278,7.51,34.0,38.78,19.71,1720
Michigan,Kalkaska,7173,0.82,1.25,15.29,32.02,32.47,9.68,8.46,7173,4.46,28.4,43.75,23.39,1722
Michigan,Kent,244795,2.98,2.19,11.37,26.36,24.0,17.33,15.77,244795,6.97,31.15,41.42,20.46,1726
Michigan,Keweenaw,1079,2.69,1.95,14.83,17.33,12.79,6.49,43.93,1079,2.97,33.46,42.45,21.13,1743
Michigan,Lake,4985,0.36,1.42,14.06,34.24,29.31,11.49,9.11,4985,9.13,37.25,36.83,16.79,1749
Michigan,Lapeer,34041,1.18,0.77,12.61,33.37,29.71,10.08,12.29,34041,4.05,26.51,37.23,32.22,1752
Michigan,Leelanau,9201,2.14,1.17,16.13,36.12,22.86,9.29,12.29,9201,3.18,28.76,42.6,25.45,1765
Michigan,Lenawee,38693,1.04,0.85,10.98,23.17,22.4,18.02,23.54,38693,5.27,29.73,40.09,24.91,1768
Michigan,Livingston,72905,3.46,1.69,18.28,37.24,24.47,8.27,6.59,72905,3.06,23.57,43.48,29.89,1770
Michigan,Luce,2258,1.68,1.24,14.97,21.7,31.13,16.03,13.24,2258,6.73,32.2,42.03,19.04,1773
Michigan,Mackinac,5268,1.56,2.2,11.58,28.32,25.76,15.72,14.86,5268,13.65,33.3,35.23,17.82,1779
Michigan,Macomb,349340,1.97,1.49,11.53,26.0,33.75,21.08,4.18,349340,5.98,34.87,38.36,20.78,1785
Michigan,Manistee,9701,1.34,0.7,12.1,21.89,27.31,15.64,21.02,9701,5.78,33.14,38.41,22.67,1787
Michigan,Marquette,27177,1.43,2.4,6.88,19.4,30.53,16.4,22.96,27177,5.63,31.87,42.09,20.41,1793
Michigan,Mason,12296,1.58,1.42,13.29,26.52,21.54,17.5,18.15,12296,6.87,32.82,39.14,21.17,1797
Michigan,Mecosta,16276,2.52,2.14,11.32,32.98,26.58,11.75,12.71,16276,6.31,33.62,39.52,20.55,1800
Michigan,Menominee,10403,0.98,1.07,9.3,20.64,25.53,20.22,22.26,10403,8.46,30.58,38.29,22.68,1802
Michigan,Midland,34253,1.92,2.11,8.62,28.23,33.56,18.05,7.51,34253,6.05,29.48,42.72,21.75,1806
Michigan,Missaukee,6194,0.69,1.03,14.05,31.11,27.37,12.04,13.71,6194,3.6,31.26,43.15,21.99,1810
Michigan,Monroe,60804,1.79,1.16,13.24,23.76,25.02,19.47,15.57,60804,5.42,28.16,39.73,26.69,1812
Michigan,Montcalm,24143,1.91,0.99,11.19,29.95,24.0,14.88,17.09,24143,6.17,30.19,39.87,23.78,1815
Michigan,Montmorency,4490,0.76,0.47,11.74,28.49,35.14,18.0,5.41,4490,6.46,32.54,38.24,22.76,1816
Michigan,Muskegon,66064,1.63,0.58,10.54,22.61,25.86,25.11,13.67,66064,7.37,33.07,37.8,21.77,1818
Michigan,Newaygo,19365,1.01,1.29,12.12,34.84,25.41,14.0,11.33,19365,4.13,28.21,41.81,25.85,1820
Michigan,Oakland,509589,2.32,1.35,8.69,27.12,31.48,21.52,7.52,509589,5.59,32.74,41.22,20.45,1824
Michigan,Oceana,10208,1.71,1.96,14.48,27.64,24.78,12.85,16.57,10208,5.35,28.96,38.34,27.35,1825
Michigan,Ogemaw,9314,0.37,0.7,13.99,31.47,31.42,14.0,8.06,9314,5.29,35.14,38.07,21.49,1827
Michigan,Ontonagon,2823,0.14,1.66,7.47,16.61,21.5,23.8,28.8,2823,5.74,33.97,37.87,22.42,1829
Michigan,Osceola,9332,0.56,2.06,11.62,29.85,28.39,11.07,16.46,9332,7.28,29.21,40.43,23.08,1830
Michigan,Oscoda,3732,1.66,0.59,14.74,25.72,37.46,14.07,5.76,3732,9.11,32.23,37.89,20.77,1832
Michigan,Otsego,9985,1.63,2.04,13.29,37.06,32.42,8.04,5.52,9985,6.66,31.46,39.46,22.42,1834
Michigan,Ottawa,104586,5.08,2.81,15.74,32.71,22.78,11.59,9.29,104586,4.01,25.89,44.22,25.87,1837
Michigan,Presque Isle,5923,1.28,0.84,10.89,24.23,26.44,20.07,16.24,5923,5.05,28.58,42.56,23.81,1840
