State,County,WICS11,FID
North Carolina,Camden,1,1433
North Carolina,Carteret,17,1447
North Carolina,Caswell,4,1449
North Carolina,Catawba,34,1450
North Carolina,Chatham,11,1451
North Carolina,Cherokee,7,1452
North Carolina,Chowan,5,1455
North Carolina,Clay,3,1457
North Carolina,Cleveland,21,1458
North Carolina,Columbus,20,1459
North Carolina,Craven,18,1462
North Carolina,Cumberland,52,1464
North Carolina,Currituck,3,1481
North Carolina,Dare,12,1485
North Carolina,Davidson,29,1489
North Carolina,Davie,7,1490
North Carolina,Duplin,13,1492
North Carolina,Durham,55,1494
North Carolina,Edgecombe,18,1495
North Carolina,Forsyth,81,1496
North Carolina,Franklin,12,1498
North Carolina,Gaston,30,1499
North Carolina,Gates,2,1500
North Carolina,Graham,4,1502
North Carolina,Granville,17,1503
North Carolina,Greene,5,1505
North Carolina,Guilford,95,1506
North Carolina,Halifax,30,1508
North Carolina,Harnett,24,1509
North Carolina,Haywood,9,1512
North Carolina,Henderson,13,1514
North Carolina,Hertford,8,1515
North Carolina,Hoke,7,1517
North Carolina,Hyde,3,1521
North Carolina,Iredell,32,1525
North Carolina,Jackson,10,1528
North Carolina,Johnston,32,1530
North Carolina,Jones,4,1536
North Carolina,Lee,14,1540
North Carolina,Lenoir,13,1542
North Carolina,Lincoln,11,1545
North Carolina,McDowell,9,1554
North Carolina,Macon,6,1556
North Carolina,Madison,3,1560
North Carolina,Martin,8,1563
North Carolina,Mecklenburg,168,1565
North Carolina,Mitchell,6,1568
North Carolina,Montgomery,11,1573
North Carolina,Moore,16,1584
North Carolina,Nash,27,1588
North Carolina,New Hanover,44,1602
North Carolina,Northampton,8,1606
North Carolina,Onslow,25,1625
North Carolina,Orange,14,1630
North Carolina,Pamlico,4,1703
North Carolina,Pasquotank,6,1714
North Carolina,Pender,14,1718
North Carolina,Perquimans,2,1724
North Carolina,Person,9,1729
North Carolina,Pitt,30,1733
North Carolina,Polk,3,1738
North Carolina,Randolph,31,1741
North Carolina,Richmond,14,1744
North Carolina,Robeson,32,1747
North Carolina,Rockingham,23,1751
North Carolina,Rowan,15,1754
North Carolina,Rutherford,10,1764
North Carolina,Sampson,15,1769
North Carolina,Scotland,11,1772
North Carolina,Stanly,15,1775
North Carolina,Stokes,10,1777
North Carolina,Surry,19,1780
North Carolina,Swain,5,1784
North Carolina,Transylvania,4,1786
North Carolina,Tyrrell,1,1794
North Carolina,Union,32,1798
North Carolina,Vance,9,1801
North Carolina,Wake,161,1805
North Carolina,Warren,8,1809
North Carolina,Washington,5,1811
North Carolina,Watauga,10,1813
North Carolina,Wayne,25,1814
North Carolina,Wilkes,17,1817
North Carolina,Wilson,21,1819
North Carolina,Yadkin,8,1821
North Carolina,Yancey,4,1823
North Dakota,Adams,2,1826
North Dakota,Barnes,4,1828
North Dakota,Benson,5,1831
North Dakota,Billings,,1833
North Dakota,Bottineau,3,1836
North Dakota,Bowman,4,1838
North Dakota,Burke,1,1841
North Dakota,Burleigh,9,1844
North Dakota,Cass,15,1848
North Dakota,Cavalier,3,1849
North Dakota,Dickey,5,2004
North Dakota,Divide,1,2007
North Dakota,Dunn,1,2013
North Dakota,Eddy,1,2017
North Dakota,Emmons,4,2021
North Dakota,Foster,1,2026
North Dakota,Golden Valley,2,2036
North Dakota,Grand Forks,14,2043
North Dakota,Grant,3,2051
North Dakota,Griggs,3,2056
North Dakota,Hettinger,3,2063
North Dakota,Kidder,1,2068
North Dakota,LaMoure,3,2074
North Dakota,Logan,1,2078
North Dakota,McHenry,3,2082
North Dakota,McIntosh,4,2090
North Dakota,McKenzie,4,2097
North Dakota,McLean,5,2103
North Dakota,Mercer,2,2107
North Dakota,Morton,5,2114
North Dakota,Mountrail,5,2119
North Dakota,Nelson,6,2122
North Dakota,Oliver,,2127
North Dakota,Pembina,6,2131
North Dakota,Pierce,1,2136
North Dakota,Ramsey,2,2141
North Dakota,Ransom,2,2147
North Dakota,Renville,1,2150
North Dakota,Richland,4,2156
North Dakota,Rolette,10,2161
North Dakota,Sargent,3,2164
North Dakota,Sheridan,1,2169
North Dakota,Sioux,3,2175
North Dakota,Slope,,2180
North Dakota,Stark,4,2182
North Dakota,Steele,2,2186
North Dakota,Stutsman,4,2199
North Dakota,Towner,1,2205
North Dakota,Traill,3,2217
North Dakota,Walsh,6,2225
North Dakota,Ward,12,2233
North Dakota,Wells,3,2237
North Dakota,Williams,6,2244
Ohio,Adams,8,2248
Ohio,Allen,18,2250
Ohio,Ashland,11,2254
Ohio,Ashtabula,16,2259
Ohio,Athens,17,2266
Ohio,Auglaize,9,2273
Ohio,Belmont,17,2278
Ohio,Brown,10,2282
Ohio,Butler,32,2286
Ohio,Carroll,4,2289
Ohio,Champaign,5,2291
Ohio,Clark,20,2300
Ohio,Clermont,21,2306
Ohio,Clinton,13,2310
Ohio,Columbiana,19,2315
Ohio,Coshocton,9,2317
Ohio,Crawford,8,2323
Ohio,Cuyahoga,236,2332
Ohio,Darke,9,2345
Ohio,Defiance,8,2350
Ohio,Delaware,19,2352
Ohio,Erie,16,2357
Ohio,Fairfield,14,2365
Ohio,Fayette,8,2368
Ohio,Franklin,184,2375
Ohio,Fulton,8,2378
Ohio,Gallia,6,2383
Ohio,Geauga,16,2390
Ohio,Greene,21,2393
Ohio,Guernsey,11,2399
Ohio,Hamilton,77,2411
Ohio,Hancock,9,2427
Ohio,Hardin,6,2432
Ohio,Harrison,7,2440
Ohio,Henry,8,2451
Ohio,Highland,14,2457
Ohio,Hocking,5,2461
Ohio,Holmes,6,2464
Ohio,Huron,14,2468
Ohio,Jackson,8,2472
Ohio,Jefferson,8,2476
Ohio,Knox,7,2479
Ohio,Lake,31,2493
Ohio,Lawrence,10,2499
Ohio,Licking,20,2504
Ohio,Logan,9,2510
Ohio,Lorain,50,2516
Ohio,Lucas,54,2520
Ohio,Madison,7,2529
Ohio,Mahoning,32,2534
Ohio,Marion,12,2541
Ohio,Medina,23,2545
Ohio,Meigs,4,2549
Ohio,Mercer,9,2552
Ohio,Miami,11,2558
Ohio,Monroe,7,2565
Ohio,Montgomery,57,2573
Ohio,Morgan,5,2000
Ohio,Morrow,7,2006
Ohio,Muskingum,18,2010
Ohio,Noble,3,2012
Ohio,Ottawa,7,2019
Ohio,Paulding,6,2024
Ohio,Perry,8,2027
Ohio,Pickaway,13,2031
Ohio,Pike,10,2034
Ohio,Portage,22,2038
Ohio,Preble,7,2039
Ohio,Putnam,5,2040
Ohio,Richland,23,2042
Ohio,Ross,17,2045
Ohio,Sandusky,17,2047
Ohio,Scioto,25,2048
Ohio,Seneca,8,2049
Ohio,Shelby,4,2052
Ohio,Stark,54,2054
Ohio,Summit,64,2057
Ohio,Trumbull,29,2061
Ohio,Tuscarawas,12,2065
Ohio,Union,8,2067
Ohio,Van Wert,4,2071
Ohio,Vinton,4,2075
Ohio,Warren,23,2076
Ohio,Washington,13,2080
Ohio,Wayne,12,2084
Ohio,Williams,9,2087
Ohio,Wood,13,2091
Ohio,Wyandot,7,2093
Oklahoma,Adair,5,2095
Oklahoma,Alfalfa,1,2099
Oklahoma,Atoka,1,2102
Oklahoma,Beaver,1,2104
Oklahoma,Beckham,5,2106
Oklahoma,Blaine,5,2110
Oklahoma,Bryan,7,2112
Oklahoma,Caddo,9,2118
Oklahoma,Canadian,12,2123
Oklahoma,Carter,7,2126
Oklahoma,Cherokee,5,2129
Oklahoma,Choctaw,2,2133
Oklahoma,Cimarron,1,2135
Oklahoma,Cleveland,20,2140
Oklahoma,Coal,2,2144
Oklahoma,Comanche,14,2145
Oklahoma,Cotton,2,2146
Oklahoma,Craig,3,2148
Oklahoma,Creek,9,2151
Oklahoma,Custer,6,2153
Oklahoma,Delaware,8,2154
Oklahoma,Dewey,2,2158
Oklahoma,Ellis,2,2165
Oklahoma,Garfield,8,2167
Oklahoma,Garvin,9,2176
Oklahoma,Grady,6,2184
Oklahoma,Grant,1,2187
Oklahoma,Greer,1,2189
Oklahoma,Harmon,1,2191
Oklahoma,Harper,2,2193
Oklahoma,Haskell,2,2195
Oklahoma,Hughes,4,2197
Oklahoma,Jackson,3,2202
Oklahoma,Jefferson,3,2206
Oklahoma,Johnston,2,2211
Oklahoma,Kay,8,2215
Oklahoma,Kingfisher,5,2219
Oklahoma,Kiowa,3,2222
Oklahoma,Latimer,1,2226
Oklahoma,Le Flore,10,2230
Oklahoma,Lincoln,6,2234
Oklahoma,Logan,3,2236
Oklahoma,Love,1,2238
Oklahoma,McClain,4,2245
Oklahoma,McCurtain,11,2252
Oklahoma,McIntosh,5,2258
Oklahoma,Major,2,2260
Oklahoma,Marshall,4,2265
Oklahoma,Mayes,7,2270
Oklahoma,Murray,3,2276
Oklahoma,Muskogee,11,2281
Oklahoma,Noble,2,2287
Oklahoma,Nowata,1,2290
Oklahoma,Okfuskee,1,2297
Oklahoma,Oklahoma,67,2303
Oklahoma,Okmulgee,6,2311
Oklahoma,Osage,5,2318
Oklahoma,Ottawa,3,2325
Oklahoma,Pawnee,4,2329
Oklahoma,Payne,11,2340
Oklahoma,Pittsburg,8,2344
Oklahoma,Pontotoc,8,2351
Oklahoma,Pottawatomie,9,2356
Oklahoma,Pushmataha,5,2362
Oklahoma,Roger Mills,1,2369
Oklahoma,Rogers,7,2374
Oklahoma,Seminole,5,2384
Oklahoma,Sequoyah,8,2391
Oklahoma,Stephens,6,2396
Oklahoma,Texas,4,2003
Oklahoma,Tillman,4,2005
Oklahoma,Tulsa,63,2008
Oklahoma,Wagoner,5,2014
Oklahoma,Washington,7,2018
Oklahoma,Washita,2,2023
Oklahoma,Woods,3,2029
Oklahoma,Woodward,3,2035
Oregon,Baker,7,2044
Oregon,Benton,12,2053
Oregon,Clackamas,52,2058
Oregon,Clatsop,11,2064
Oregon,Columbia,6,2070
Oregon,Coos,16,2083
Oregon,Crook,4,2092
Oregon,Curry,7,2098
Oregon,Deschutes,26,2109
Oregon,Douglas,22,2115
Oregon,Gilliam,3,2121
Oregon,Grant,4,2130
Oregon,Harney,3,2134
Oregon,Hood River,8,2138
Oregon,Jackson,31,2139
Oregon,Jefferson,4,2143
Oregon,Josephine,20,2152
Oregon,Klamath,13,2155
Oregon,Lake,4,2159
Oregon,Lane,57,2170
Oregon,Lincoln,16,2174
Oregon,Linn,19,2181
Oregon,Malheur,7,2185
Oregon,Marion,44,2200
Oregon,Morrow,4,2209
Oregon,Multnomah,85,2218
Oregon,Polk,11,2223
Oregon,Sherman,,2232
Oregon,Tillamook,7,2242
Oregon,Umatilla,14,2251
Oregon,Union,11,2257
Oregon,Wallowa,4,2263
Oregon,Wasco,6,2267
Oregon,Washington,71,2272
Oregon,Wheeler,3,2277
Oregon,Yamhill,18,2284
Pennsylvania,Adams,9,2292
Pennsylvania,Allegheny,98,2302
Pennsylvania,Armstrong,12,2309
Pennsylvania,Beaver,13,2321
Pennsylvania,Bedford,8,2324
Pennsylvania,Berks,111,2326
Pennsylvania,Blair,17,2328
Pennsylvania,Bradford,9,2333
Pennsylvania,Bucks,59,2336
Pennsylvania,Butler,21,2338
Pennsylvania,Cambria,16,2341
Pennsylvania,Cameron,1,2343
Pennsylvania,Carbon,7,2349
Pennsylvania,Centre,13,2354
Pennsylvania,Chester,29,2360
Pennsylvania,Clarion,7,2366
Pennsylvania,Clearfield,13,2372
Pennsylvania,Clinton,5,2379
Pennsylvania,Columbia,8,2385
Pennsylvania,Crawford,12,2389
Pennsylvania,Cumberland,23,2397
Pennsylvania,Dauphin,39,2403
Pennsylvania,Delaware,65,2414
Pennsylvania,Elk,6,2420
Pennsylvania,Erie,38,2425
Pennsylvania,Fayette,19,2431
Pennsylvania,Forest,1,2436
Pennsylvania,Franklin,17,2439
Pennsylvania,Fulton,2,2446
Pennsylvania,Greene,8,2447
Pennsylvania,Huntingdon,5,2454
Pennsylvania,Indiana,8,2459
Pennsylvania,Jefferson,6,2462
Pennsylvania,Juniata,2,2466
Pennsylvania,Lackawanna,28,2471
Pennsylvania,Lancaster,65,2482
Pennsylvania,Lawrence,5,2488
Pennsylvania,Lebanon,18,2492
Pennsylvania,Lehigh,84,2496
Pennsylvania,Luzerne,41,2501
Pennsylvania,Lycoming,11,2505
Pennsylvania,McKean,9,2509
Pennsylvania,Mercer,15,2513
Pennsylvania,Mifflin,5,2517
Pennsylvania,Monroe,13,2521
Pennsylvania,Montgomery,59,2528
Pennsylvania,Montour,2,2533
Pennsylvania,Northampton,39,2537
Pennsylvania,Northumberland,14,2544
Pennsylvania,Perry,6,2554
Pennsylvania,Philadelphia,693,2563
Pennsylvania,Pike,5,2571
Pennsylvania,Potter,7,2575
Pennsylvania,Schuylkill,20,2581
Pennsylvania,Snyder,6,2583
Pennsylvania,Somerset,9,2589
Pennsylvania,Sullivan,1,2293
Pennsylvania,Susquehanna,6,2298
Pennsylvania,Tioga,8,2305
Pennsylvania,Union,4,2313
Pennsylvania,Venango,7,2316
Pennsylvania,Warren,7,2322
Pennsylvania,Washington,15,2346
Pennsylvania,Wayne,9,2363
Pennsylvania,Westmoreland,37,2394
Pennsylvania,Wyoming,4,2407
Pennsylvania,York,48,2419
Rhode Island,Bristol,3,2433
Rhode Island,Kent,14,2444
Rhode Island,Newport,6,2460
Rhode Island,Providence,187,2475
Rhode Island,Washington,11,2484
South Carolina,Abbeville,4,2489
South Carolina,Aiken,19,2503
South Carolina,Allendale,4,2527
South Carolina,Anderson,24,2559
South Carolina,Bamberg,3,2592
South Carolina,Barnwell,6,2605
South Carolina,Beaufort,25,2626
South Carolina,Berkeley,20,2631
South Carolina,Calhoun,1,2635
South Carolina,Charleston,64,2691
South Carolina,Cherokee,6,2700
South Carolina,Chester,6,2704
South Carolina,Chesterfield,11,2708
South Carolina,Clarendon,6,2715
South Carolina,Colleton,8,2718
South Carolina,Darlington,9,2721
South Carolina,Dillon,7,2725
South Carolina,Dorchester,18,2730
South Carolina,Edgefield,3,2735
South Carolina,Fairfield,3,2738
South Carolina,Florence,29,2742
South Carolina,Georgetown,15,2752
South Carolina,Greenville,66,2759
South Carolina,Greenwood,9,2764
South Carolina,Hampton,4,2767
South Carolina,Horry,54,2774
South Carolina,Jasper,5,2783
South Carolina,Kershaw,10,2787
South Carolina,Lancaster,13,2790
South Carolina,Laurens,9,2794
South Carolina,Lee,3,2800
South Carolina,Lexington,41,2803
South Carolina,McCormick,1,2807
South Carolina,Marion,6,2811
South Carolina,Marlboro,6,2813
South Carolina,Newberry,6,2818
South Carolina,Oconee,10,2822
South Carolina,Orangeburg,25,2829
South Carolina,Pickens,13,2834
South Carolina,Richland,46,2843
South Carolina,Saluda,1,2846
South Carolina,Spartanburg,36,2851
South Carolina,Sumter,12,2855
South Carolina,Union,3,2860
South Carolina,Williamsburg,4,2864
South Carolina,York,28,2867
South Dakota,Aurora,4,2870
South Dakota,Beadle,4,2874
South Dakota,Bennett,2,2876
South Dakota,Bon Homme,4,2879
South Dakota,Brookings,4,2882
South Dakota,Brown,6,2885
South Dakota,Brule,2,2888
South Dakota,Buffalo,1,2891
South Dakota,Butte,4,2895
South Dakota,Campbell,,2897
South Dakota,Charles Mix,5,2900
South Dakota,Clark,2,2901
South Dakota,Clay,3,2903
South Dakota,Codington,3,2906
South Dakota,Corson,4,2907
South Dakota,Custer,2,2908
South Dakota,Davison,4,2910
South Dakota,Day,2,2911
South Dakota,Deuel,2,2912
South Dakota,Dewey,2,2914
South Dakota,Douglas,3,2916
South Dakota,Edmunds,3,2917
South Dakota,Fall River,3,2919
South Dakota,Faulk,1,2921
South Dakota,Grant,3,2922
South Dakota,Gregory,6,2923
South Dakota,Haakon,1,2924
South Dakota,Hamlin,5,2926
South Dakota,Hand,1,2928
South Dakota,Hanson,1,2929
South Dakota,Harding,,2931
South Dakota,Hughes,3,2933
South Dakota,Hutchinson,7,2934
South Dakota,Hyde,1,2937
South Dakota,Jackson,3,2939
South Dakota,Jerauld,1,2941
South Dakota,Jones,1,2944
South Dakota,Kingsbury,3,2945
South Dakota,Lake,1,2401
South Dakota,Lawrence,4,2406
South Dakota,Lincoln,4,2410
South Dakota,Lyman,4,2417
South Dakota,McCook,4,2422
South Dakota,McPherson,2,2426
South Dakota,Marshall,3,2430
South Dakota,Meade,5,2442
South Dakota,Mellette,1,2450
South Dakota,Miner,1,2456
South Dakota,Minnehaha,19,2467
South Dakota,Moody,1,2485
South Dakota,Pennington,14,2497
South Dakota,Perkins,2,2502
South Dakota,Potter,2,2506
South Dakota,Roberts,7,2511
South Dakota,Sanborn,1,2514
South Dakota,Shannon,4,2519
South Dakota,Spink,1,2523
South Dakota,Stanley,1,2530
South Dakota,Sully,1,2535
South Dakota,Todd,5,2540
South Dakota,Tripp,3,2546
South Dakota,Turner,4,2550
South Dakota,Union,4,2557
South Dakota,Walworth,6,2561
South Dakota,Yankton,3,2569
South Dakota,Ziebach,1,2578
Tennessee,Anderson,13,2584
Tennessee,Bedford,6,2593
Tennessee,Benton,4,2598
Tennessee,Bledsoe,1,2602
Tennessee,Blount,12,2622
Tennessee,Bradley,11,2627
Tennessee,Campbell,8,2633
Tennessee,Cannon,2,2638
Tennessee,Carroll,8,2648
Tennessee,Carter,10,2654
Tennessee,Cheatham,6,2660
Tennessee,Chester,5,2664
Tennessee,Claiborne,11,2670
Tennessee,Clay,3,2679
Tennessee,Cocke,6,2686
Tennessee,Coffee,11,2689
Tennessee,Crockett,3,2693
Tennessee,Cumberland,8,2696
Tennessee,Davidson,98,2698
Tennessee,Decatur,5,2705
Tennessee,DeKalb,5,2710
Tennessee,Dickson,7,2717
Tennessee,Dyer,4,2723
Tennessee,Fayette,5,2726
Tennessee,Fentress,6,2731
Tennessee,Franklin,7,2734
Tennessee,Gibson,15,2739
Tennessee,Giles,6,2743
Tennessee,Grainger,6,2748
Tennessee,Greene,12,2750
Tennessee,Grundy,7,2754
Tennessee,Hamblen,9,2757
Tennessee,Hamilton,62,2761
Tennessee,Hancock,2,2766
Tennessee,Hardeman,7,2770
Tennessee,Hardin,8,2773
Tennessee,Hawkins,8,2779
Tennessee,Haywood,3,2781
Tennessee,Henderson,5,2786
Tennessee,Henry,7,2789
Tennessee,Hickman,4,2792
Tennessee,Houston,3,2796
Tennessee,Humphreys,5,2798
Tennessee,Jackson,2,2801
Tennessee,Jefferson,5,2804
Tennessee,Johnson,5,2808
Tennessee,Knox,48,2814
Tennessee,Lake,2,2817
Tennessee,Lauderdale,5,2821
Tennessee,Lawrence,8,2823
Tennessee,Lewis,3,2825
Tennessee,Lincoln,4,2828
Tennessee,Loudon,8,2830
Tennessee,McMinn,5,2833
Tennessee,McNairy,4,2836
Tennessee,Macon,4,2839
Tennessee,Madison,16,2841
Tennessee,Marion,8,2844
Tennessee,Marshall,6,2848
Tennessee,Maury,14,2850
Tennessee,Meigs,2,2854
Tennessee,Monroe,10,2857
Tennessee,Montgomery,13,2859
Tennessee,Moore,1,2863
Tennessee,Morgan,6,2866
Tennessee,Obion,5,2872
Tennessee,Overton,6,2875
Tennessee,Perry,3,2878
Tennessee,Pickett,3,2881
Tennessee,Polk,4,2883
Tennessee,Putnam,12,2890
Tennessee,Rhea,6,2893
Tennessee,Roane,7,2001
Tennessee,Robertson,10,2011
Tennessee,Rutherford,30,2015
Tennessee,Scott,7,2020
Tennessee,Sequatchie,1,2025
Tennessee,Sevier,11,2030
Tennessee,Shelby,105,2033
Tennessee,Smith,4,2037
Tennessee,Stewart,3,2041
Tennessee,Sullivan,21,2046
Tennessee,Sumner,21,2050
Tennessee,Tipton,7,2055
Tennessee,Trousdale,2,2062
Tennessee,Unicoi,5,2069
Tennessee,Union,3,2073
Tennessee,Van Buren,2,2077
Tennessee,Warren,7,2081
Tennessee,Washington,21,2085
Tennessee,Wayne,7,2089
Tennessee,Weakley,8,2096
Tennessee,White,6,2100
Tennessee,Williamson,20,2105
Tennessee,Wilson,14,2111
Texas,Anderson,5,2113
Texas,Andrews,1,2117
Texas,Angelina,8,2124
Texas,Aransas,2,2162
Texas,Archer,2,2168
Texas,Armstrong,1,2172
Texas,Atascosa,5,2173
Texas,Austin,4,2177
Texas,Bailey,2,2179
Texas,Bandera,1,2183
Texas,Bastrop,5,2190
Texas,Baylor,1,2192
Texas,Bee,3,2196
Texas,Bell,15,2198
Texas,Bexar,98,2203
Texas,Blanco,2,2207
Texas,Borden,,2212
Texas,Bosque,4,2216
Texas,Bowie,11,2224
Texas,Brazoria,28,2240
Texas,Brazos,12,2253
Texas,Brewster,2,2262
Texas,Briscoe,,2269
Texas,Brooks,2,2279
Texas,Brown,4,2296
Texas,Burleson,2,2304
Texas,Burnet,3,2312
Texas,Caldwell,2,2320
Texas,Calhoun,2,2327
Texas,Callahan,2,2331
Texas,Cameron,68,2359
Texas,Camp,1,2373
Texas,Carson,2,2377
Texas,Cass,5,2382
Texas,Castro,2,2386
Texas,Chambers,4,2395
Texas,Cherokee,5,2400
Texas,Childress,2,2405
Texas,Clay,1,2409
Texas,Cochran,,2413
Texas,Coke,,2418
Texas,Coleman,1,2423
Texas,Collin,57,2429
Texas,Collingsworth,1,2434
Texas,Colorado,4,2441
Texas,Comal,9,2449
Texas,Comanche,3,2455
Texas,Concho,1,2458
Texas,Cooke,5,2463
Texas,Coryell,5,2469
Texas,Cottle,1,2473
Texas,Crane,1,2478
Texas,Crockett,2,2483
Texas,Crosby,3,2487
Texas,Culberson,1,2491
Texas,Dallam,,2498
Texas,Dallas,209,2507
Texas,Dawson,2,2512
Texas,Deaf Smith,3,2515
Texas,Delta,,2524
Texas,Denton,46,2532
Texas,DeWitt,2,2538
Texas,Dickens,1,2542
Texas,Dimmit,1,2548
Texas,Donley,1,2551
Texas,Duval,1,2556
Texas,Eastland,4,2562
Texas,Ector,12,2568
Texas,Edwards,1,2574
Texas,Ellis,12,2579
Texas,El Paso,74,2588
Texas,Erath,3,2597
Texas,Falls,2,2601
Texas,Fannin,2,2621
Texas,Fayette,2,2624
Texas,Fisher,1,2628
Texas,Floyd,2,2630
Texas,Foard,1,2002
Texas,Fort Bend,35,2009
Texas,Franklin,1,2016
Texas,Freestone,2,2022
Texas,Frio,3,2028
Texas,Gaines,3,2032
Texas,Galveston,27,2059
Texas,Garza,1,2060
Texas,Gillespie,2,2066
Texas,Glasscock,,2072
Texas,Goliad,1,2079
Texas,Gonzales,2,2086
Texas,Gray,3,2088
Texas,Grayson,12,2094
Texas,Gregg,13,2101
Texas,Grimes,2,2108
Texas,Guadalupe,9,2116
Texas,Hale,6,2120
Texas,Hall,1,2125
Texas,Hamilton,2,2128
Texas,Hansford,1,2132
Texas,Hardeman,1,2137
Texas,Hardin,7,2142
Texas,Harris,329,2149
Texas,Harrison,7,2157
Texas,Hartley,1,2160
Texas,Haskell,2,2163
Texas,Hays,9,2166
Texas,Hemphill,1,2171
Texas,Henderson,9,2178
Texas,Hidalgo,172,2188
Texas,Hill,5,2201
Texas,Hockley,3,2208
Texas,Hood,6,2213
Texas,Hopkins,3,2221
Texas,Houston,3,2228
Texas,Howard,2,2231
Texas,Hudspeth,1,2241
Texas,Hunt,9,2246
Texas,Hutchinson,4,2249
Texas,Irion,,2255
Texas,Jack,2,2256
Texas,Jackson,2,2264
Texas,Jasper,4,2271
Texas,Jeff Davis,1,2275
Texas,Jefferson,21,2285
Texas,Jim Hogg,2,2288
Texas,Jim Wells,6,2294
Texas,Johnson,14,2299
Texas,Jones,2,2301
Texas,Karnes,2,2307
Texas,Kaufman,8,2314
Texas,Kendall,3,2319
Texas,Kenedy,,2330
Texas,Kent,,2335
Texas,Kerr,4,2337
Texas,Kimble,1,2339
Texas,King,,2342
Texas,Kinney,1,2347
Texas,Kleberg,5,2358
Texas,Knox,2,2364
Texas,Lamar,4,2371
Texas,Lamb,5,2376
Texas,Lampasas,2,2381
Texas,La Salle,1,2388
Texas,Lavaca,2,2392
Texas,Lee,2,2398
Texas,Leon,4,2402
Texas,Liberty,8,2404
Texas,Limestone,4,2408
Texas,Lipscomb,2,2412
Texas,Live Oak,2,2416
Texas,Llano,2,2421
Texas,Loving,,2424
Texas,Lubbock,18,2428
Texas,Lynn,1,2438
Texas,McCulloch,2,2452
Texas,McLennan,16,2477
Texas,McMullen,,2494
Texas,Madison,2,2526
Texas,Marion,1,2547
Texas,Martin,1,2564
Texas,Mason,1,2570
Texas,Matagorda,3,2637
Texas,Maverick,11,2649
Texas,Medina,4,2652
Texas,Menard,1,2655
Texas,Midland,8,2657
Texas,Milam,4,2659
Texas,Mills,1,2663
Texas,Mitchell,1,2666
Texas,Montague,3,2669
Texas,Montgomery,34,2682
Texas,Moore,4,2683
Texas,Morris,3,2688
Texas,Motley,1,2692
Texas,Nacogdoches,5,2701
Texas,Navarro,6,2706
Texas,Newton,2,2711
Texas,Nolan,2,2714
Texas,Nueces,23,2194
Texas,Ochiltree,2,2204
Texas,Oldham,,2210
Texas,Orange,9,2214
Texas,Palo Pinto,3,2220
Texas,Panola,4,2227
Texas,Parker,7,2229
Texas,Parmer,3,2235
Texas,Pecos,4,2239
Texas,Polk,5,2243
Texas,Potter,9,2247
Texas,Presidio,2,2261
Texas,Rains,1,2268
Texas,Randall,6,2274
Texas,Reagan,1,2280
Texas,Real,1,2283
Texas,Red River,2,2295
Texas,Reeves,1,2308
Texas,Refugio,1,2334
Texas,Roberts,,2348
Texas,Robertson,4,2353
Texas,Rockwall,6,2355
Texas,Runnels,2,2361
Texas,Rusk,6,2367
Texas,Sabine,1,2370
Texas,San Augustine,1,2380
Texas,San Jacinto,2,2387
Texas,San Patricio,9,2415
Texas,San Saba,1,2435
Texas,Schleicher,1,2437
Texas,Scurry,1,2443
Texas,Shackelford,1,2445
Texas,Shelby,5,2448
Texas,Sherman,1,2453
Texas,Smith,18,2465
Texas,Somervell,2,2470
Texas,Starr,9,2474
Texas,Stephens,1,2480
Texas,Sterling,,2481
Texas,Stonewall,1,2486
Texas,Sutton,1,2490
Texas,Swisher,1,2495
Texas,Tarrant,152,2500
Texas,Taylor,13,2508
Texas,Terrell,,2518
Texas,Terry,1,2522
Texas,Throckmorton,,2525
Texas,Titus,4,2531
Texas,Tom Green,9,2536
Texas,Travis,60,2543
Texas,Trinity,2,2553
Texas,Tyler,2,2560
Texas,Upshur,4,2566
Texas,Upton,1,2572
Texas,Uvalde,2,2576
Texas,Val Verde,4,2582
Texas,Van Zandt,6,2586
Texas,Victoria,6,2595
Texas,Walker,4,2603
Texas,Waller,3,2606
Texas,Ward,1,2610
Texas,Washington,3,2613
Texas,Webb,43,2616
Texas,Wharton,5,2618
Texas,Wheeler,3,2623
Texas,Wichita,15,2632
Texas,Wilbarger,3,2634
Texas,Willacy,3,2639
Texas,Williamson,21,2640
Texas,Wilson,4,2641
Texas,Winkler,2,2642
Texas,Wise,7,2643
Texas,Wood,5,2644
Texas,Yoakum,2,2645
Texas,Young,3,2646
Texas,Zapata,2,2650
Texas,Zavala,2,2651
Utah,Beaver,3,2653
Utah,Box Elder,5,2658
Utah,Cache,13,2661
Utah,Carbon,5,2665
Utah,Daggett,,2668
Utah,Davis,28,2671
Utah,Duchesne,4,2672
Utah,Emery,4,2673
Utah,Garfield,4,2674
Utah,Grand,2,2675
Utah,Iron,5,2676
Utah,Juab,2,2677
Utah,Kane,2,2678
Utah,Millard,4,2680
Utah,Morgan,1,2681
Utah,Piute,2,2685
Utah,Rich,2,2687
Utah,Salt Lake,95,2690
Utah,San Juan,5,2694
Utah,Sanpete,6,2697
Utah,Sevier,4,2702
Utah,Summit,6,2703
Utah,Tooele,5,2707
Utah,Uintah,4,2539
Utah,Utah,39,2555
Utah,Wasatch,3,2567
Utah,Washington,14,2577
Utah,Wayne,2,2580
Utah,Weber,25,2587
Vermont,Addison,6,2590
Vermont,Bennington,8,2591
Vermont,Caledonia,12,2596
Vermont,Chittenden,20,2599
Vermont,Essex,1,2604
