State,County,WICS11,FID
Kentucky,Bath,5,934
Kentucky,Bell,15,936
Kentucky,Boone,18,1002
Kentucky,Bourbon,5,1005
Kentucky,Boyd,7,1008
Kentucky,Boyle,6,1010
Kentucky,Bracken,3,1013
Kentucky,Breathitt,10,1017
Kentucky,Breckinridge,4,1020
Kentucky,Bullitt,6,1024
Kentucky,Butler,4,1026
Kentucky,Caldwell,6,1031
Kentucky,Calloway,5,1033
Kentucky,Campbell,17,1035
Kentucky,Carlisle,6,1039
Kentucky,Carroll,3,1041
Kentucky,Carter,11,1044
Kentucky,Casey,9,1048
Kentucky,Christian,12,1050
Kentucky,Clark,8,1053
Kentucky,Clay,16,1056
Kentucky,Clinton,3,1059
Kentucky,Crittenden,3,1064
Kentucky,Cumberland,4,1067
Kentucky,Daviess,12,1071
Kentucky,Edmonson,4,1073
Kentucky,Elliott,4,1075
Kentucky,Estill,8,1077
Kentucky,Fayette,44,1080
Kentucky,Fleming,7,1083
Kentucky,Floyd,19,1085
Kentucky,Franklin,8,1086
Kentucky,Fulton,5,1088
Kentucky,Gallatin,5,1090
Kentucky,Garrard,2,1092
Kentucky,Grant,7,1094
Kentucky,Graves,6,1097
Kentucky,Grayson,10,1100
Kentucky,Green,3,1102
Kentucky,Greenup,9,1105
Kentucky,Hancock,3,1107
Kentucky,Hardin,14,1110
Kentucky,Harlan,15,1114
Kentucky,Harrison,6,1119
Kentucky,Hart,6,1121
Kentucky,Henderson,8,1126
Kentucky,Henry,2,1129
Kentucky,Hickman,1,1130
Kentucky,Hopkins,8,1136
Kentucky,Jackson,9,1140
Kentucky,Jefferson,127,1143
Kentucky,Jessamine,9,1145
Kentucky,Johnson,7,1148
Kentucky,Kenton,30,1151
Kentucky,Knott,12,1154
Kentucky,Knox,28,1159
Kentucky,Larue,2,1162
Kentucky,Laurel,18,1166
Kentucky,Lawrence,8,1167
Kentucky,Lee,6,1171
Kentucky,Leslie,16,1175
Kentucky,Letcher,11,1178
Kentucky,Lewis,9,1180
Kentucky,Lincoln,10,1184
Kentucky,Livingston,4,1187
Kentucky,Logan,5,1190
Kentucky,Lyon,1,1193
Kentucky,McCracken,15,1196
Kentucky,McCreary,10,1198
Kentucky,McLean,4,1201
Kentucky,Madison,13,1204
Kentucky,Magoffin,11,1206
Kentucky,Marion,6,1210
Kentucky,Marshall,7,1213
Kentucky,Martin,6,1215
Kentucky,Mason,3,1217
Kentucky,Meade,4,1220
Kentucky,Menifee,5,1222
Kentucky,Mercer,6,1225
Kentucky,Metcalfe,2,1228
Kentucky,Monroe,6,1230
Kentucky,Montgomery,7,1233
Kentucky,Morgan,10,1235
Kentucky,Muhlenberg,6,1238
Kentucky,Nelson,5,1243
Kentucky,Nicholas,1,1246
Kentucky,Ohio,3,1249
Kentucky,Oldham,5,1252
Kentucky,Owen,4,1255
Kentucky,Owsley,4,1257
Kentucky,Pendleton,2,1260
Kentucky,Perry,13,1265
Kentucky,Pike,29,1267
Kentucky,Powell,5,1270
Kentucky,Pulaski,16,1272
Kentucky,Robertson,1,1273
Kentucky,Rockcastle,6,1276
Kentucky,Rowan,11,1279
Kentucky,Russell,4,1282
Kentucky,Scott,6,1283
Kentucky,Shelby,3,1285
Kentucky,Simpson,4,1287
Kentucky,Spencer,1,1000
Kentucky,Taylor,6,1003
Kentucky,Todd,3,1006
Kentucky,Trigg,2,1009
Kentucky,Trimble,2,1012
Kentucky,Union,5,1016
Kentucky,Warren,18,1019
Kentucky,Washington,3,1023
Kentucky,Wayne,4,1027
Kentucky,Webster,5,1029
Kentucky,Whitley,23,1034
Kentucky,Wolfe,5,1037
Kentucky,Woodford,4,1042
Louisiana,Acadia,13,1046
Louisiana,Allen,4,1051
Louisiana,Ascension,15,1055
Louisiana,Assumption,4,1060
Louisiana,Avoyelles,8,1062
Louisiana,Beauregard,4,1066
Louisiana,Bienville,4,1069
Louisiana,Bossier,12,1076
Louisiana,Caddo,35,1079
Louisiana,Calcasieu,24,1081
Louisiana,Caldwell,2,1084
Louisiana,Cameron,1,1089
Louisiana,Catahoula,2,1093
Louisiana,Claiborne,3,1095
Louisiana,Concordia,5,1098
Louisiana,De Soto,3,1103
Louisiana,East Baton Rouge,74,1108
Louisiana,East Carroll,2,1111
Louisiana,East Feliciana,3,1115
Louisiana,Evangeline,13,1118
Louisiana,Franklin,3,1123
Louisiana,Grant,2,1127
Louisiana,Iberia,15,1133
Louisiana,Iberville,5,1134
Louisiana,Jackson,3,1138
Louisiana,Jefferson,39,1147
Louisiana,Jefferson Davis,7,1155
Louisiana,Lafayette,22,1161
Louisiana,Lafourche,14,1280
Louisiana,La Salle,3,1289
Louisiana,Lincoln,3,1291
Louisiana,Livingston,14,1295
Louisiana,Madison,2,1297
Louisiana,Morehouse,4,1299
Louisiana,Natchitoches,6,1301
Louisiana,Orleans,65,1304
Louisiana,Ouachita,32,1306
Louisiana,Plaquemines,3,1427
Louisiana,Pointe Coupee,7,1431
Louisiana,Rapides,21,1434
Louisiana,Red River,1,1436
Louisiana,Richland,4,1439
Louisiana,Sabine,6,1441
Louisiana,St. Bernard,5,1463
Louisiana,St. Charles,7,1466
Louisiana,St. Helena,4,1467
Louisiana,St. James,4,1468
Louisiana,St. John the Baptist,7,1469
Louisiana,St. Landry,27,1471
Louisiana,St. Martin,10,1473
Louisiana,St. Mary,10,1474
Louisiana,St. Tammany,25,1475
Louisiana,Tangipahoa,23,1476
Louisiana,Tensas,2,1479
Louisiana,Terrebonne,15,1501
Louisiana,Union,7,1507
Louisiana,Vermilion,10,1510
Louisiana,Vernon,4,1513
Louisiana,Washington,12,1516
Louisiana,Webster,9,1518
Louisiana,West Baton Rouge,5,1520
Louisiana,West Carroll,6,1522
Louisiana,West Feliciana,2,1524
Louisiana,Winn,3,1529
Maine,Androscoggin,29,1532
Maine,Aroostook,32,1535
Maine,Cumberland,44,1608
Maine,Franklin,9,1619
Maine,Hancock,16,1748
Maine,Kennebec,21,1755
Maine,Knox,7,1774
Maine,Lincoln,5,1835
Maine,Oxford,10,1842
Maine,Penobscot,34,1846
Maine,Piscataquis,9,1851
Maine,Sagadahoc,4,1855
Maine,Somerset,15,1860
Maine,Waldo,9,1865
Maine,Washington,18,1884
Maine,York,29,1901
Maryland,Allegany,11,1905
Maryland,Anne Arundel,53,1925
Maryland,Calvert,9,1946
Maryland,Caroline,5,1949
Maryland,Carroll,23,1955
Maryland,Cecil,9,1963
Maryland,Charles,22,1294
Maryland,Dorchester,3,1346
Maryland,Frederick,28,1357
Maryland,Garrett,5,1361
Maryland,Harford,27,1372
Maryland,Howard,23,1379
Maryland,Kent,5,1394
Maryland,Montgomery,88,1398
Maryland,Prince George's,118,1403
Maryland,Queen Anne's,6,1413
Maryland,St. Mary's,15,1421
Maryland,Somerset,2,1430
Maryland,Talbot,7,1438
Maryland,Washington,22,1445
Maryland,Wicomico,11,1446
Maryland,Worcester,11,1456
Massachusetts,Barnstable,33,1478
Massachusetts,Berkshire,18,1480
Massachusetts,Bristol,97,1486
Massachusetts,Dukes,3,1491
Massachusetts,Essex,155,1519
Massachusetts,Franklin,8,1523
Massachusetts,Hampden,121,1526
Massachusetts,Hampshire,18,1527
Massachusetts,Middlesex,169,1533
Massachusetts,Nantucket,2,1537
Massachusetts,Norfolk,51,1543
Massachusetts,Plymouth,60,1569
Massachusetts,Suffolk,237,1585
Massachusetts,Worcester,127,1599
Michigan,Alcona,4,1603
Michigan,Alger,6,1609
Michigan,Allegan,24,1611
Michigan,Alpena,6,1614
Michigan,Antrim,5,1617
Michigan,Arenac,6,1621
Michigan,Baraga,4,1624
Michigan,Barry,9,1627
Michigan,Bay,15,1631
Michigan,Benzie,6,1634
Michigan,Berrien,35,1635
Michigan,Branch,6,1640
Michigan,Calhoun,28,1641
Michigan,Cass,10,1644
Michigan,Charlevoix,6,1648
Michigan,Cheboygan,7,1649
Michigan,Chippewa,15,1660
Michigan,Clare,9,1665
Michigan,Clinton,10,1669
Michigan,Crawford,4,1672
Michigan,Delta,13,1675
Michigan,Dickinson,7,1677
Michigan,Eaton,20,1678
Michigan,Emmet,11,1686
Michigan,Genesee,105,1688
Michigan,Gladwin,8,1691
Michigan,Gogebic,4,1693
Michigan,Grand Traverse,17,1697
Michigan,Gratiot,12,1700
Michigan,Hillsdale,11,1701
Michigan,Houghton,9,1705
Michigan,Huron,10,1708
Michigan,Ingham,48,1710
Michigan,Ionia,13,1713
Michigan,Iosco,7,1715
Michigan,Iron,5,1716
Michigan,Isabella,9,1717
Michigan,Jackson,27,1719
Michigan,Kalamazoo,45,1720
Michigan,Kalkaska,4,1722
Michigan,Kent,124,1726
Michigan,Keweenaw,,1743
Michigan,Lake,6,1749
Michigan,Lapeer,11,1752
Michigan,Leelanau,5,1765
Michigan,Lenawee,18,1768
Michigan,Livingston,23,1770
Michigan,Luce,3,1773
Michigan,Mackinac,7,1779
Michigan,Macomb,142,1785
Michigan,Manistee,7,1787
Michigan,Marquette,14,1793
Michigan,Mason,8,1797
Michigan,Mecosta,11,1800
Michigan,Menominee,8,1802
Michigan,Midland,12,1806
Michigan,Missaukee,4,1810
Michigan,Monroe,27,1812
Michigan,Montcalm,16,1815
Michigan,Montmorency,3,1816
Michigan,Muskegon,40,1818
Michigan,Newaygo,16,1820
Michigan,Oakland,195,1824
Michigan,Oceana,10,1825
Michigan,Ogemaw,4,1827
Michigan,Ontonagon,5,1829
Michigan,Osceola,8,1830
Michigan,Oscoda,3,1832
Michigan,Otsego,7,1834
Michigan,Ottawa,34,1837
Michigan,Presque Isle,3,1840
Michigan,Roscommon,7,1843
Michigan,Saginaw,47,1845
Michigan,St. Clair,40,1854
Michigan,St. Joseph,15,1857
Michigan,Sanilac,12,1858
Michigan,Schoolcraft,5,1861
Michigan,Shiawassee,11,1863
Michigan,Tuscola,12,1866
Michigan,Van Buren,17,1867
Michigan,Washtenaw,53,1869
Michigan,Wayne,515,1871
Michigan,Wexford,8,1873
Minnesota,Aitkin,7,1875
Minnesota,Anoka,48,1877
Minnesota,Becker,11,1878
Minnesota,Beltrami,19,1880
Minnesota,Benton,8,1881
Minnesota,Big Stone,4,1882
Minnesota,Blue Earth,13,1886
Minnesota,Brown,6,1892
Minnesota,Carlton,9,1893
Minnesota,Carver,14,1894
Minnesota,Cass,11,1895
Minnesota,Chippewa,7,1896
Minnesota,Chisago,6,1897
Minnesota,Clay,9,1898
Minnesota,Clearwater,5,1899
Minnesota,Cook,3,1900
Minnesota,Cottonwood,5,1902
Minnesota,Crow Wing,15,1903
Minnesota,Dakota,58,1904
Minnesota,Dodge,3,1906
Minnesota,Douglas,9,1907
Minnesota,Faribault,6,1908
Minnesota,Fillmore,7,1909
Minnesota,Freeborn,3,1910
Minnesota,Goodhue,11,1911
Minnesota,Grant,3,1912
Minnesota,Hennepin,294,1913
Minnesota,Houston,4,1914
Minnesota,Hubbard,5,1915
Minnesota,Isanti,4,1916
Minnesota,Itasca,15,1917
Minnesota,Jackson,2,1918
Minnesota,Kanabec,3,1919
Minnesota,Kandiyohi,11,1920
Minnesota,Kittson,4,1921
Minnesota,Koochiching,7,1922
Minnesota,Lac qui Parle,2,1923
Minnesota,Lake,2,1926
Minnesota,Lake of the Woods,2,1927
Minnesota,Le Sueur,5,1929
Minnesota,Lincoln,4,1931
Minnesota,Lyon,10,1932
Minnesota,McLeod,7,1934
Minnesota,Mahnomen,5,1936
Minnesota,Marshall,7,1937
Minnesota,Martin,6,1940
Minnesota,Meeker,6,1941
Minnesota,Mille Lacs,7,1943
Minnesota,Morrison,12,1944
Minnesota,Mower,7,1945
Minnesota,Murray,2,1947
Minnesota,Nicollet,1,1948
Minnesota,Nobles,5,1950
Minnesota,Norman,4,1951
Minnesota,Olmsted,23,1953
Minnesota,Otter Tail,14,1954
Minnesota,Pennington,3,1956
Minnesota,Pine,8,1957
Minnesota,Pipestone,4,1958
Minnesota,Polk,10,1959
Minnesota,Pope,2,1961
Minnesota,Ramsey,164,1964
Minnesota,Red Lake,2,1966
Minnesota,Redwood,7,1969
Minnesota,Renville,6,1971
Minnesota,Rice,11,1973
Minnesota,Rock,1,1974
Minnesota,Roseau,6,1976
Minnesota,St. Louis,40,1978
Minnesota,Scott,15,1979
Minnesota,Sherburne,7,1980
Minnesota,Sibley,4,1982
Minnesota,Stearns,34,1984
Minnesota,Steele,9,1985
Minnesota,Stevens,1,1987
Minnesota,Swift,4,1988
Minnesota,Todd,8,1989
Minnesota,Traverse,2,1990
Minnesota,Wabasha,4,1991
Minnesota,Wadena,7,1992
Minnesota,Waseca,4,1993
Minnesota,Washington,26,1994
Minnesota,Watonwan,5,1996
Minnesota,Wilkin,1,1997
Minnesota,Winona,5,1998
Minnesota,Wright,18,1999
Minnesota,Yellow Medicine,4,1531
Mississippi,Adams,,1534
Mississippi,Alcorn,,1538
Mississippi,Amite,,1539
Mississippi,Attala,1,1541
Mississippi,Benton,,1544
Mississippi,Bolivar,,1547
Mississippi,Calhoun,,1548
Mississippi,Carroll,,1549
Mississippi,Chickasaw,,1550
Mississippi,Choctaw,,1552
Mississippi,Claiborne,,1555
Mississippi,Clarke,,1557
Mississippi,Clay,,1559
Mississippi,Coahoma,,1562
Mississippi,Copiah,1,1564
Mississippi,Covington,,1567
Mississippi,DeSoto,1,1571
Mississippi,Forrest,,1572
Mississippi,Franklin,,1575
Mississippi,George,,1577
Mississippi,Greene,,1579
Mississippi,Grenada,,1581
Mississippi,Hancock,,1583
Mississippi,Harrison,,1587
Mississippi,Hinds,1,1591
Mississippi,Holmes,,1593
Mississippi,Humphreys,,1596
Mississippi,Issaquena,,1598
Mississippi,Itawamba,,1601
Mississippi,Jackson,,1605
Mississippi,Jasper,,1607
Mississippi,Jefferson,,1610
Mississippi,Jefferson Davis,,1612
Mississippi,Jones,1,1615
Mississippi,Kemper,,1616
Mississippi,Lafayette,,1620
Mississippi,Lamar,,1623
Mississippi,Lauderdale,,1628
Mississippi,Lawrence,,1632
Mississippi,Leake,1,1636
Mississippi,Lee,,1638
Mississippi,Leflore,,1643
Mississippi,Lincoln,,1645
Mississippi,Lowndes,,1647
Mississippi,Madison,,1651
Mississippi,Marion,,1653
Mississippi,Marshall,,1655
Mississippi,Monroe,,1656
Mississippi,Montgomery,,1658
Mississippi,Neshoba,2,1661
Mississippi,Newton,2,1663
Mississippi,Noxubee,,1666
Mississippi,Oktibbeha,,1668
Mississippi,Panola,,1671
Mississippi,Pearl River,,1676
Mississippi,Perry,1,1679
Mississippi,Pike,,1680
Mississippi,Pontotoc,,1682
Mississippi,Prentiss,,1684
Mississippi,Quitman,,1685
Mississippi,Rankin,,1690
Mississippi,Scott,,1692
Mississippi,Sharkey,,1695
Mississippi,Simpson,,1698
Mississippi,Smith,,1709
Mississippi,Stone,,1712
Mississippi,Sunflower,,1721
Mississippi,Tallahatchie,,1725
Mississippi,Tate,,1727
Mississippi,Tippah,,1730
Mississippi,Tishomingo,,1732
Mississippi,Tunica,,1735
Mississippi,Union,,1737
Mississippi,Walthall,,1740
Mississippi,Warren,,1746
Mississippi,Washington,,1750
Mississippi,Wayne,1,1753
Mississippi,Webster,,1756
Mississippi,Wilkinson,,1757
Mississippi,Winston,,1758
Mississippi,Yalobusha,,1759
Mississippi,Yazoo,,1760
Missouri,Adair,2,1761
Missouri,Andrew,2,1762
Missouri,Atchison,2,1763
Missouri,Audrain,3,1766
Missouri,Barry,7,1767
Missouri,Barton,2,1771
Missouri,Bates,3,1776
Missouri,Benton,3,1778
Missouri,Bollinger,1,1781
Missouri,Boone,18,1783
Missouri,Buchanan,10,1789
Missouri,Butler,9,1792
Missouri,Caldwell,3,1795
Missouri,Callaway,4,1799
Missouri,Camden,6,1803
Missouri,Cape Girardeau,7,1808
Missouri,Carroll,1,1822
Missouri,Carter,2,1001
Missouri,Cass,10,1004
Missouri,Cedar,2,1007
Missouri,Chariton,3,1011
Missouri,Christian,8,1014
Missouri,Clark,2,1015
Missouri,Clay,24,1018
Missouri,Clinton,3,1021
Missouri,Cole,10,1022
Missouri,Cooper,3,1025
Missouri,Crawford,4,1028
Missouri,Dade,2,1030
Missouri,Dallas,3,1032
Missouri,Daviess,2,1036
Missouri,DeKalb,3,1038
Missouri,Dent,2,1040
Missouri,Douglas,2,1043
Missouri,Dunklin,8,1045
Missouri,Franklin,12,1047
Missouri,Gasconade,4,1049
Missouri,Gentry,3,1052
Missouri,Greene,31,1054
Missouri,Grundy,2,1057
Missouri,Harrison,2,1058
Missouri,Henry,3,1061
Missouri,Hickory,1,1063
Missouri,Holt,2,1065
Missouri,Howard,2,1068
Missouri,Howell,7,1070
Missouri,Iron,3,1072
Missouri,Jackson,57,1074
Missouri,Jasper,13,1078
Missouri,Jefferson,18,1082
Missouri,Johnson,5,1087
Missouri,Knox,1,1091
Missouri,Laclede,5,1096
Missouri,Lafayette,6,1099
Missouri,Lawrence,6,1101
Missouri,Lewis,2,1104
Missouri,Lincoln,4,1106
Missouri,Linn,3,1109
Missouri,Livingston,3,1112
Missouri,McDonald,5,1113
Missouri,Macon,3,1116
Missouri,Madison,3,1117
Missouri,Maries,2,1120
Missouri,Marion,5,1122
Missouri,Mercer,1,1125
Missouri,Miller,4,1128
Missouri,Mississippi,4,1131
Missouri,Moniteau,4,1135
Missouri,Monroe,2,1139
Missouri,Montgomery,2,1142
Missouri,Morgan,5,1146
Missouri,New Madrid,6,1149
Missouri,Newton,6,1152
Missouri,Nodaway,2,1156
Missouri,Oregon,3,1158
Missouri,Osage,2,1164
Missouri,Ozark,2,1168
Missouri,Pemiscot,4,1170
Missouri,Perry,3,1172
Missouri,Pettis,5,1174
Missouri,Phelps,4,1176
Missouri,Pike,3,1179
Missouri,Platte,7,1181
Missouri,Polk,3,1183
Missouri,Pulaski,6,1185
Missouri,Putnam,2,1188
Missouri,Ralls,3,1191
Missouri,Randolph,3,1194
Missouri,Ray,3,1197
Missouri,Reynolds,2,1200
Missouri,Ripley,2,1203
Missouri,St. Charles,28,1205
Missouri,St. Clair,4,1208
Missouri,Ste. Genevieve,1,1209
Missouri,St. Francois,9,1212
Missouri,Saline,4,1218
Missouri,Schuyler,,1221
Missouri,Scotland,1,1224
Missouri,Scott,9,1227
Missouri,Shannon,2,1229
Missouri,Shelby,2,1232
Missouri,Stoddard,8,1236
Missouri,Stone,4,1237
Missouri,Sullivan,2,1240
Missouri,Taney,8,1242
Missouri,Texas,5,1245
Missouri,Vernon,3,1248
Missouri,Warren,4,1251
Missouri,Washington,3,1253
Missouri,Wayne,1,1256
Missouri,Webster,6,1258
Missouri,Worth,1,1261
Missouri,Wright,5,1263
Montana,Beaverhead,2,1269
Montana,Big Horn,4,1274
Montana,Blaine,4,1124
Montana,Broadwater,1,1132
Montana,Carbon,3,1137
Montana,Carter,1,1141
Montana,Cascade,11,1144
Montana,Chouteau,3,1150
Montana,Custer,3,1153
Montana,Daniels,2,1157
Montana,Dawson,3,1160
Montana,Deer Lodge,3,1163
Montana,Fallon,1,1165
Montana,Fergus,1,1169
Montana,Flathead,14,1173
Montana,Gallatin,13,1177
Montana,Garfield,1,1182
Montana,Glacier,2,1186
Montana,Golden Valley,,1189
Montana,Granite,1,1192
Montana,Hill,4,1195
Montana,Jefferson,2,1199
Montana,Judith Basin,1,1202
Montana,Lake,8,1207
Montana,Lewis and Clark,9,1211
Montana,Liberty,1,1214
Montana,Lincoln,6,1219
Montana,McCone,1,1223
Montana,Madison,3,1226
Montana,Meagher,2,1231
Montana,Mineral,1,1234
Montana,Missoula,13,1239
Montana,Musselshell,2,1241
Montana,Park,2,1244
Montana,Petroleum,1,1247
Montana,Phillips,3,1250
Montana,Pondera,3,1254
Montana,Powder River,1,1259
Montana,Powell,2,1262
Montana,Prairie,1,1264
Montana,Ravalli,8,1268
Montana,Richland,4,1271
Montana,Roosevelt,6,1275
Montana,Rosebud,5,1277
Montana,Sanders,5,1278
Montana,Sheridan,1,1281
Montana,Silver Bow,6,1284
Montana,Stillwater,2,1286
Montana,Sweet Grass,1,1288
Montana,Teton,2,1290
Montana,Toole,2,1292
Montana,Treasure,1,1293
Montana,Valley,2,1296
Montana,Wheatland,1,1298
Montana,Wibaux,1,1300
Montana,Yellowstone,14,1302
Nebraska,Adams,6,1303
Nebraska,Antelope,4,1305
Nebraska,Arthur,,1307
Nebraska,Banner,,1308
Nebraska,Blaine,,1309
Nebraska,Boone,5,1310
Nebraska,Box Butte,3,1315
Nebraska,Boyd,3,1317
Nebraska,Brown,4,1319
Nebraska,Buffalo,10,1321
Nebraska,Burt,5,1323
Nebraska,Butler,2,1325
Nebraska,Cass,4,1326
Nebraska,Cedar,4,1329
Nebraska,Chase,3,1330
Nebraska,Cherry,3,1333
Nebraska,Cheyenne,4,1334
Nebraska,Clay,5,1336
Nebraska,Colfax,2,1338
Nebraska,Cuming,5,1340
Nebraska,Custer,7,1342
Nebraska,Dakota,3,1344
Nebraska,Dawes,3,1347
Nebraska,Dawson,5,1349
Nebraska,Deuel,2,1351
Nebraska,Dixon,2,1353
Nebraska,Dodge,10,1354
Nebraska,Douglas,86,1358
Nebraska,Dundy,1,1360
Nebraska,Fillmore,3,1363
Nebraska,Franklin,2,1369
Nebraska,Frontier,2,1371
Nebraska,Furnas,4,1374
Nebraska,Gage,6,1378
Nebraska,Garden,1,1381
Nebraska,Garfield,2,1391
Nebraska,Gosper,1,1393
Nebraska,Grant,1,1395
Nebraska,Greeley,3,1397
Nebraska,Hall,10,1402
Nebraska,Hamilton,2,1405
Nebraska,Harlan,1,1409
Nebraska,Hayes,1,1411
Nebraska,Hitchcock,3,1414
Nebraska,Holt,9,1416
Nebraska,Hooker,1,1418
Nebraska,Howard,1,1311
Nebraska,Jefferson,3,1312
Nebraska,Johnson,1,1313
Nebraska,Kearney,2,1314
Nebraska,Keith,3,1316
Nebraska,Keya Paha,1,1318
Nebraska,Kimball,1,1320
Nebraska,Knox,8,1322
Nebraska,Lancaster,42,1324
Nebraska,Lincoln,9,1327
Nebraska,Logan,1,1328
Nebraska,Loup,,1331
Nebraska,McPherson,,1332
Nebraska,Madison,9,1335
Nebraska,Merrick,1,1337
Nebraska,Morrill,3,1339
Nebraska,Nance,2,1341
Nebraska,Nemaha,2,1343
Nebraska,Nuckolls,2,1345
Nebraska,Otoe,4,1348
Nebraska,Pawnee,1,1350
Nebraska,Perkins,1,1352
Nebraska,Phelps,3,1355
Nebraska,Pierce,3,1356
Nebraska,Platte,7,1359
Nebraska,Polk,2,1362
Nebraska,Red Willow,3,1364
Nebraska,Richardson,2,1365
Nebraska,Rock,1,1366
Nebraska,Saline,4,1367
Nebraska,Sarpy,15,1368
Nebraska,Saunders,4,1370
Nebraska,Scotts Bluff,7,1373
Nebraska,Seward,3,1375
Nebraska,Sheridan,4,1376
Nebraska,Sherman,3,1377
Nebraska,Sioux,,1380
Nebraska,Stanton,1,1382
Nebraska,Thayer,3,1383
Nebraska,Thomas,1,1384
Nebraska,Thurston,4,1385
Nebraska,Valley,4,1386
Nebraska,Washington,3,1387
Nebraska,Wayne,2,1388
Nebraska,Webster,1,1389
Nebraska,Wheeler,,1390
Nebraska,York,5,1392
Nevada,Churchill,4,1396
Nevada,Clark,145,1399
Nevada,Douglas,5,1400
Nevada,Elko,9,1401
Nevada,Esmeralda,,1404
Nevada,Eureka,,1406
Nevada,Humboldt,3,1407
Nevada,Lander,2,1408
Nevada,Lincoln,3,1410
Nevada,Lyon,5,1412
Nevada,Mineral,1,1415
Nevada,Nye,4,1417
Nevada,Pershing,1,1419
Nevada,Storey,,1420
Nevada,Washoe,38,1423
Nevada,White Pine,1,1425
Nevada,Carson City,7,1428
New Hampshire,Belknap,13,1432
New Hampshire,Carroll,10,1435
New Hampshire,Cheshire,13,1437
New Hampshire,Coos,11,1440
New Hampshire,Grafton,29,1442
New Hampshire,Hillsborough,73,1443
New Hampshire,Merrimack,23,1444
New Hampshire,Rockingham,42,1448
New Hampshire,Strafford,16,1453
New Hampshire,Sullivan,6,1454
New Jersey,Atlantic,24,1461
New Jersey,Bergen,57,1465
New Jersey,Burlington,31,1470
New Jersey,Camden,81,1472
New Jersey,Cape May,15,1477
New Jersey,Cumberland,27,1482
New Jersey,Essex,110,1483
New Jersey,Gloucester,19,1484
New Jersey,Hudson,75,1487
New Jersey,Hunterdon,7,1488
New Jersey,Mercer,55,1493
New Jersey,Middlesex,79,1497
New Jersey,Monmouth,55,1504
New Jersey,Morris,30,1511
New Jersey,Ocean,48,1546
New Jersey,Passaic,81,1551
New Jersey,Salem,8,1553
New Jersey,Somerset,25,1558
New Jersey,Sussex,9,1561
New Jersey,Union,50,1566
New Jersey,Warren,8,1570
New Mexico,Bernalillo,54,1574
New Mexico,Catron,1,1576
New Mexico,Chaves,8,1578
New Mexico,Cibola,5,1580
New Mexico,Colfax,4,1582
New Mexico,Curry,6,1586
New Mexico,De Baca,1,1589
New Mexico,Doña Ana,25,1590
New Mexico,Eddy,7,1592
New Mexico,Grant,4,1594
New Mexico,Guadalupe,1,1595
New Mexico,Harding,,1597
New Mexico,Hidalgo,2,1600
New Mexico,Lea,9,1604
New Mexico,Lincoln,4,1613
New Mexico,Los Alamos,1,1618
New Mexico,Luna,4,1622
New Mexico,McKinley,26,1626
New Mexico,Mora,1,1629
New Mexico,Otero,7,1633
New Mexico,Quay,2,1637
New Mexico,Rio Arriba,7,1639
New Mexico,Roosevelt,2,1642
New Mexico,Sandoval,15,1646
New Mexico,San Juan,22,1650
New Mexico,San Miguel,3,1652
New Mexico,Santa Fe,11,1654
New Mexico,Sierra,3,1657
New Mexico,Socorro,5,1659
New Mexico,Taos,7,1662
New Mexico,Torrance,4,1664
New Mexico,Union,1,1667
New Mexico,Valencia,9,1670
New York,Albany,30,1673
New York,Allegany,9,1674
New York,Bronx,898,1681
New York,Broome,22,1683
New York,Cattaraugus,16,1687
New York,Cayuga,11,1689
New York,Chautauqua,27,1694
New York,Chemung,16,1696
New York,Chenango,11,1699
New York,Clinton,14,1702
New York,Columbia,9,1704
New York,Cortland,7,1706
New York,Delaware,7,1707
New York,Dutchess,29,1711
New York,Erie,140,1723
New York,Essex,10,1728
New York,Franklin,9,1731
New York,Fulton,5,1734
New York,Genesee,6,1736
New York,Greene,8,1739
New York,Hamilton,1,1742
New York,Herkimer,10,1745
New York,Jefferson,23,1782
New York,Kings,1237,1788
New York,Lewis,4,1790
New York,Livingston,10,1791
New York,Madison,12,1796
New York,Monroe,72,1804
New York,Montgomery,11,1807
New York,Nassau,121,1839
New York,New York,352,1847
New York,Niagara,33,1850
New York,Oneida,41,1852
New York,Onondaga,85,1853
New York,Ontario,19,1856
New York,Orange,54,1859
New York,Orleans,6,1862
New York,Oswego,32,1864
New York,Otsego,10,1868
New York,Putnam,5,1870
New York,Queens,666,1872
New York,Rensselaer,16,1874
New York,Richmond,102,1876
New York,Rockland,38,1879
New York,St. Lawrence,23,1883
New York,Saratoga,16,1885
New York,Schenectady,18,1887
New York,Schoharie,4,1888
New York,Schuyler,3,1889
New York,Seneca,5,1890
New York,Steuben,19,1891
New York,Suffolk,145,1924
New York,Sullivan,15,1928
New York,Tioga,10,1930
New York,Tompkins,11,1933
New York,Ulster,15,1935
New York,Warren,13,1938
New York,Washington,8,1942
New York,Wayne,11,1952
New York,Westchester,228,1960
New York,Wyoming,6,1962
New York,Yates,3,1965
North Carolina,Alamance,28,1967
North Carolina,Alexander,4,1968
North Carolina,Alleghany,5,1970
North Carolina,Anson,11,1972
North Carolina,Ashe,7,1975
North Carolina,Avery,6,1977
North Carolina,Beaufort,9,1981
North Carolina,Bertie,7,1983
North Carolina,Bladen,7,1986
North Carolina,Brunswick,25,1995
North Carolina,Buncombe,41,1422
North Carolina,Burke,22,1424
North Carolina,Cabarrus,34,1426
North Carolina,Caldwell,15,1429
