State,County,Year,Days with AQI,Good Days,Moderate Days,Unhealthy for Sensitive Groups Days,Unhealthy Days,Very Unhealthy Days,Hazardous Days,Max AQI,90th Percentile AQI,Median AQI,Days CO,Days NO2,Days Ozone,Days PM2.5,Days PM10,FID
Kansas,Ford,2020,302,297,5,0,0,0,0,79,29,11,0,0,0,0,302,784
Kansas,Johnson,2020,365,308,56,1,0,0,0,117,56,36,0,0,213,149,3,824
Kansas,Leavenworth,2020,366,356,10,0,0,0,0,77,44,32,0,0,366,0,0,836
Kansas,Neosho,2020,366,304,60,2,0,0,0,106,54,39,0,0,184,170,12,862
Kansas,Sedgwick,2020,366,321,42,3,0,0,0,114,54,38,0,4,293,59,10,898
Kansas,Shawnee,2020,366,296,66,2,2,0,0,169,58,39,0,0,195,166,5,902
Kansas,Sherman,2020,303,282,20,1,0,0,0,106,44,13,0,0,0,0,303,907
Kansas,Sumner,2020,366,286,77,3,0,0,0,117,59,40,0,1,195,146,24,916
Kansas,Trego,2020,365,326,38,1,0,0,0,147,51,37,0,0,296,54,15,919
Kansas,Wyandotte,2020,366,233,128,5,0,0,0,116,63,44,0,6,112,238,10,927
Kentucky,Bell,2020,263,256,7,0,0,0,0,71,46,33,0,0,232,31,0,936
Kentucky,Boone,2020,242,218,24,0,0,0,0,87,50,36,0,0,242,0,0,1002
Kentucky,Boyd,2020,366,324,42,0,0,0,0,88,51,36,0,7,194,164,1,1008
Kentucky,Bullitt,2020,240,224,15,1,0,0,0,115,48,37,0,0,240,0,0,1024
Kentucky,Campbell,2020,366,306,60,0,0,0,0,93,54,39,0,3,182,181,0,1035
Kentucky,Carter,2020,285,283,2,0,0,0,0,59,44,31,0,0,230,54,1,1044
Kentucky,Christian,2020,320,288,32,0,0,0,0,83,51,38,0,0,199,121,0,1050
Kentucky,Daviess,2020,366,308,57,1,0,0,0,105,54,38,0,3,184,179,0,1071
Kentucky,Edmonson,2020,365,357,8,0,0,0,0,64,45,33,4,0,346,15,0,1073
Kentucky,Fayette,2020,366,328,38,0,0,0,0,84,51,38,0,11,177,178,0,1080
Kentucky,Greenup,2020,243,241,2,0,0,0,0,61,44,33,0,0,243,0,0,1105
Kentucky,Hancock,2020,245,233,12,0,0,0,0,97,47,37,0,0,245,0,0,1107
Kentucky,Hardin,2020,366,328,38,0,0,0,0,80,51,38,0,0,188,178,0,1110
Kentucky,Jefferson,2020,366,239,120,7,0,0,0,115,61,45,0,10,160,196,0,1143
Kentucky,Jessamine,2020,243,232,11,0,0,0,0,77,47,37,0,0,243,0,0,1145
Kentucky,Livingston,2020,248,235,12,1,0,0,0,105,47,37,0,0,239,0,9,1187
Kentucky,McCracken,2020,366,299,66,1,0,0,0,111,57,39,0,7,166,193,0,1196
Kentucky,Morgan,2020,365,361,4,0,0,0,0,64,44,33,0,0,365,0,0,1235
Kentucky,Oldham,2020,239,218,21,0,0,0,0,97,49,38,0,0,239,0,0,1252
Kentucky,Perry,2020,364,335,29,0,0,0,0,99,48,34,0,0,159,205,0,1265
Kentucky,Pike,2020,365,351,14,0,0,0,0,92,45,32,0,0,178,187,0,1267
Kentucky,Pulaski,2020,283,265,18,0,0,0,0,77,48,36,0,0,221,62,0,1272
Kentucky,Simpson,2020,221,217,4,0,0,0,0,67,46,36,0,0,221,0,0,1287
Kentucky,Trigg,2020,362,350,12,0,0,0,0,84,45,34,0,0,362,0,0,1009
Kentucky,Warren,2020,366,313,53,0,0,0,0,97,53,38,0,0,143,223,0,1019
Kentucky,Washington,2020,364,352,12,0,0,0,0,77,46,34,0,0,364,0,0,1023
Louisiana,Ascension,2020,364,350,14,0,0,0,0,100,46,31,0,6,358,0,0,1055
Louisiana,Bossier,2020,362,312,49,1,0,0,0,105,53,36,0,0,214,142,6,1076
Louisiana,Caddo,2020,349,317,31,1,0,0,0,126,49,34,0,0,275,74,0,1079
Louisiana,Calcasieu,2020,349,258,90,1,0,0,0,116,61,41,0,2,167,180,0,1081
Louisiana,East Baton Rouge,2020,366,306,57,3,0,0,0,119,54,38,0,6,201,159,0,1108
Louisiana,Iberville,2020,366,321,42,3,0,0,0,136,54,36,0,0,331,35,0,1134
Louisiana,Jefferson,2020,366,308,58,0,0,0,0,87,54,36,0,2,267,97,0,1147
Louisiana,Lafayette,2020,364,274,89,1,0,0,0,120,59,40,0,0,191,172,1,1161
Louisiana,Lafourche,2020,366,289,76,1,0,0,0,115,56,39,0,0,162,204,0,1280
Louisiana,Livingston,2020,355,273,81,1,0,0,0,105,58,39,0,0,157,198,0,1295
Louisiana,Orleans,2020,366,333,33,0,0,0,0,88,47,28,2,120,0,230,14,1304
Louisiana,Ouachita,2020,362,343,18,1,0,0,0,111,45,32,0,0,311,51,0,1306
Louisiana,Pointe Coupee,2020,362,343,19,0,0,0,0,100,45,32,0,0,362,0,0,1431
Louisiana,Rapides,2020,121,111,9,1,0,0,0,103,49,26,0,0,0,121,0,1434
Louisiana,St. Bernard,2020,357,295,62,0,0,0,0,84,54,39,0,0,213,142,2,1463
Louisiana,St. James,2020,357,351,6,0,0,0,0,90,44,29,0,0,357,0,0,1468
Louisiana,St. John the Baptist,2020,351,341,10,0,0,0,0,80,45,31,0,0,351,0,0,1469
Louisiana,St. Martin,2020,358,337,21,0,0,0,0,87,48,33,0,0,358,0,0,1473
Louisiana,St. Tammany,2020,364,317,47,0,0,0,0,90,52,36,0,0,243,121,0,1475
Louisiana,Tangipahoa,2020,121,110,11,0,0,0,0,64,49,26,0,0,0,121,0,1476
Louisiana,Terrebonne,2020,120,110,10,0,0,0,0,74,50,27,0,0,0,120,0,1501
Louisiana,West Baton Rouge,2020,366,302,61,3,0,0,0,101,58,37,0,6,174,186,0,1520
Maine,Androscoggin,2020,360,344,16,0,0,0,0,66,44,29,0,0,191,164,5,1532
Maine,Aroostook,2020,366,341,24,0,1,0,0,189,47,33,0,0,263,86,17,1535
Maine,Cumberland,2020,366,320,46,0,0,0,0,97,53,38,0,12,240,113,1,1608
Maine,Hancock,2020,366,339,26,1,0,0,0,105,48,35,0,0,359,7,0,1748
Maine,Kennebec,2020,230,227,3,0,0,0,0,64,44,35,0,4,196,29,1,1755
Maine,Knox,2020,148,142,6,0,0,0,0,71,45,31,0,0,148,0,0,1774
Maine,Oxford,2020,324,313,11,0,0,0,0,65,44,33,0,0,226,98,0,1842
Maine,Penobscot,2020,363,352,11,0,0,0,0,73,44,29,0,0,208,152,3,1846
Maine,Washington,2020,353,351,2,0,0,0,0,61,44,33,0,0,348,5,0,1884
Maine,York,2020,235,223,12,0,0,0,0,87,47,39,0,0,235,0,0,1901
Maryland,Anne Arundel,2020,262,235,25,2,0,0,0,108,51,39,0,0,240,0,22,1925
Maryland,Baltimore County,2020,365,306,57,2,0,0,0,105,57,39,0,22,238,105,0,1939
Maryland,Baltimore City,2020,363,326,37,0,0,0,0,97,51,34,0,92,159,111,1,1460
Maryland,Calvert,2020,238,235,3,0,0,0,0,67,44,35,0,0,238,0,0,1946
Maryland,Carroll,2020,242,225,17,0,0,0,0,84,49,39,0,0,242,0,0,1955
Maryland,Cecil,2020,357,329,28,0,0,0,0,97,49,34,0,0,223,134,0,1963
Maryland,Charles,2020,236,235,1,0,0,0,0,58,44,34,0,0,236,0,0,1294
Maryland,Dorchester,2020,365,351,14,0,0,0,0,84,47,35,0,0,343,22,0,1346
Maryland,Frederick,2020,237,217,20,0,0,0,0,90,49,40,0,0,237,0,0,1357
Maryland,Garrett,2020,365,355,10,0,0,0,0,71,46,36,0,0,344,21,0,1361
Maryland,Harford,2020,357,308,48,1,0,0,0,119,55,38,0,0,226,131,0,1372
Maryland,Howard,2020,364,348,16,0,0,0,0,68,44,28,5,119,0,240,0,1379
Maryland,Kent,2020,359,346,13,0,0,0,0,100,46,33,0,0,235,124,0,1394
Maryland,Montgomery,2020,355,333,22,0,0,0,0,77,45,33,0,0,214,141,0,1398
Maryland,Prince George's,2020,366,333,32,1,0,0,0,105,50,37,0,4,307,55,0,1403
Maryland,Washington,2020,359,319,40,0,0,0,0,81,51,37,0,0,216,143,0,1445
Massachusetts,Barnstable,2020,351,340,9,2,0,0,0,108,45,35,0,0,346,5,0,1478
Massachusetts,Berkshire,2020,366,327,39,0,0,0,0,94,52,36,0,0,242,124,0,1480
Massachusetts,Bristol,2020,366,315,48,3,0,0,0,119,53,39,0,0,277,89,0,1486
Massachusetts,Dukes,2020,357,347,9,1,0,0,0,126,45,36,0,0,349,8,0,1491
Massachusetts,Essex,2020,366,330,36,0,0,0,0,97,50,37,0,6,257,103,0,1519
Massachusetts,Franklin,2020,365,315,50,0,0,0,0,96,55,37,0,0,193,172,0,1523
Massachusetts,Hampden,2020,366,313,53,0,0,0,0,99,55,39,0,7,205,154,0,1526
Massachusetts,Hampshire,2020,366,341,25,0,0,0,0,84,48,35,0,9,264,92,1,1527
Massachusetts,Middlesex,2020,366,340,26,0,0,0,0,93,48,36,0,18,253,95,0,1533
Massachusetts,Norfolk,2020,366,352,14,0,0,0,0,71,43,32,0,8,284,74,0,1543
Massachusetts,Plymouth,2020,366,328,38,0,0,0,0,80,51,37,0,0,235,131,0,1569
Massachusetts,Suffolk,2020,366,326,40,0,0,0,0,84,51,37,0,33,130,203,0,1585
Massachusetts,Worcester,2020,366,319,47,0,0,0,0,90,52,38,0,12,223,131,0,1599
Michigan,Allegan,2020,359,311,42,6,0,0,0,136,54,36,0,0,241,118,0,1611
Michigan,Bay,2020,365,350,15,0,0,0,0,74,39,17,0,0,0,365,0,1631
Michigan,Benzie,2020,262,244,16,1,1,0,0,164,47,36,0,0,262,0,0,1634
Michigan,Berrien,2020,258,217,34,7,0,0,0,150,61,38,0,0,258,0,0,1635
Michigan,Cass,2020,253,212,36,5,0,0,0,122,61,39,0,0,253,0,0,1644
Michigan,Clinton,2020,256,244,12,0,0,0,0,93,46,34,0,0,256,0,0,1669
Michigan,Genesee,2020,366,322,43,1,0,0,0,126,52,35,0,0,242,124,0,1688
Michigan,Huron,2020,266,246,13,7,0,0,0,150,48,36,0,0,266,0,0,1708
Michigan,Ingham,2020,366,329,36,0,1,0,0,151,51,34,0,10,277,79,0,1710
Michigan,Kalamazoo,2020,323,269,48,6,0,0,0,115,58,38,0,0,224,99,0,1720
Michigan,Kent,2020,365,302,55,7,1,0,0,153,58,36,1,0,288,76,0,1726
Michigan,Keweenaw,2020,117,116,0,1,0,0,0,124,24,10,0,0,0,117,0,1743
Michigan,Lenawee,2020,366,296,68,2,0,0,0,122,57,38,0,0,199,167,0,1768
Michigan,Macomb,2020,299,258,29,12,0,0,0,126,60,36,0,0,260,39,0,1785
Michigan,Manistee,2020,139,133,6,0,0,0,0,80,41,28,0,0,69,70,0,1787
Michigan,Mason,2020,251,229,20,1,1,0,0,159,49,37,0,0,251,0,0,1797
Michigan,Missaukee,2020,365,320,44,1,0,0,0,105,52,36,0,13,202,150,0,1810
Michigan,Monroe,2020,61,58,3,0,0,0,0,66,40,17,0,0,0,0,61,1812
Michigan,Muskegon,2020,248,210,32,6,0,0,0,143,64,37,0,0,248,0,0,1818
Michigan,Oakland,2020,298,254,38,6,0,0,0,126,59,36,0,0,247,51,0,1824
Michigan,Ottawa,2020,365,315,44,6,0,0,0,150,56,33,0,82,239,41,3,1837
Michigan,Schoolcraft,2020,347,331,13,3,0,0,0,133,44,33,0,0,254,93,0,1861
Michigan,St. Clair,2020,328,275,52,1,0,0,0,105,56,35,0,0,204,124,0,1854
Michigan,Tuscola,2020,343,330,11,2,0,0,0,101,44,32,0,0,343,0,0,1866
Michigan,Washtenaw,2020,366,292,68,5,1,0,0,157,58,38,0,0,239,127,0,1869
Michigan,Wayne,2020,366,203,153,8,2,0,0,179,73,48,0,10,100,240,16,1871
Michigan,Wexford,2020,356,341,15,0,0,0,0,100,44,33,0,0,356,0,0,1873
Minnesota,Anoka,2020,366,325,41,0,0,0,0,87,52,35,0,8,234,122,2,1877
Minnesota,Becker,2020,366,343,22,1,0,0,0,101,46,32,0,0,229,137,0,1878
Minnesota,Beltrami,2020,359,348,11,0,0,0,0,73,39,23,0,0,0,359,0,1880
Minnesota,Carlton,2020,354,351,3,0,0,0,0,84,42,24,0,0,190,164,0,1893
Minnesota,Cass,2020,346,335,11,0,0,0,0,75,35,17,0,0,0,346,0,1895
Minnesota,Cook,2020,345,343,2,0,0,0,0,53,21,10,0,0,0,345,0,1900
Minnesota,Crow Wing,2020,359,348,11,0,0,0,0,76,42,28,0,0,196,163,0,1903
Minnesota,Dakota,2020,366,324,41,1,0,0,0,135,52,30,0,17,0,349,0,1904
Minnesota,Goodhue,2020,210,201,9,0,0,0,0,87,46,35,0,0,210,0,0,1911
Minnesota,Hennepin,2020,366,274,90,1,1,0,0,156,57,38,0,12,32,222,100,1913
Minnesota,Lake,2020,365,357,8,0,0,0,0,71,42,30,0,0,209,156,0,1926
Minnesota,Lyon,2020,360,330,30,0,0,0,0,80,48,32,0,0,196,164,0,1932
Minnesota,Mille Lacs,2020,245,240,5,0,0,0,0,87,44,33,0,0,245,0,0,1943
Minnesota,Olmsted,2020,366,325,40,1,0,0,0,111,52,35,0,0,225,141,0,1953
Minnesota,Ramsey,2020,366,318,47,0,1,0,0,160,54,30,0,0,0,324,42,1964
Minnesota,St. Louis,2020,366,334,31,1,0,0,0,104,49,36,0,1,216,139,10,1978
Minnesota,Scott,2020,365,335,29,1,0,0,0,121,49,32,0,0,227,138,0,1979
Minnesota,Stearns,2020,366,336,30,0,0,0,0,80,47,33,0,0,210,156,0,1984
Minnesota,Washington,2020,215,210,5,0,0,0,0,77,44,33,0,0,215,0,0,1994
Minnesota,Winona,2020,119,117,2,0,0,0,0,52,30,17,0,0,0,119,0,1998
Minnesota,Wright,2020,357,321,35,1,0,0,0,112,51,34,0,0,194,163,0,1999
Mississippi,Bolivar,2020,363,295,68,0,0,0,0,85,56,39,0,0,144,219,0,1547
Mississippi,DeSoto,2020,365,309,56,0,0,0,0,100,54,37,0,0,144,221,0,1571
Mississippi,Forrest,2020,361,274,87,0,0,0,0,97,59,36,0,0,0,361,0,1572
Mississippi,Hancock,2020,351,288,63,0,0,0,0,88,54,38,0,0,130,221,0,1583
Mississippi,Harrison,2020,352,263,88,1,0,0,0,101,60,42,0,0,103,249,0,1587
Mississippi,Hinds,2020,366,249,116,1,0,0,0,114,62,44,0,0,101,265,0,1591
Mississippi,Jackson,2020,356,291,65,0,0,0,0,84,55,39,0,3,138,215,0,1605
Mississippi,Lauderdale,2020,252,252,0,0,0,0,0,50,42,31,0,0,252,0,0,1628
Mississippi,Lee,2020,243,242,1,0,0,0,0,54,45,35,0,0,243,0,0,1638
Mississippi,Yalobusha,2020,348,345,3,0,0,0,0,51,42,31,0,0,348,0,0,1759
Missouri,Andrew,2020,245,225,20,0,0,0,0,77,49,38,0,0,245,0,0,1762
Missouri,Boone,2020,244,235,9,0,0,0,0,93,44,33,0,0,244,0,0,1783
Missouri,Buchanan,2020,365,304,60,1,0,0,0,126,53,33,0,0,0,258,107,1789
Missouri,Callaway,2020,245,234,11,0,0,0,0,87,45,35,0,0,245,0,0,1799
Missouri,Cass,2020,362,333,27,2,0,0,0,105,49,36,0,0,206,156,0,1004
Missouri,Cedar,2020,352,320,32,0,0,0,0,99,50,36,0,0,196,156,0,1007
Missouri,Clay,2020,364,313,50,1,0,0,0,101,55,35,0,0,224,140,0,1018
Missouri,Clinton,2020,245,226,19,0,0,0,0,87,48,37,0,0,245,0,0,1021
Missouri,Greene,2020,364,320,43,1,0,0,0,116,52,37,0,0,168,190,6,1054
Missouri,Jackson,2020,366,253,110,2,1,0,0,157,60,40,0,24,0,271,71,1074
Missouri,Jasper,2020,366,320,46,0,0,0,0,82,52,35,0,0,212,0,154,1078
Missouri,Jefferson,2020,365,319,44,2,0,0,0,141,54,38,0,0,171,185,9,1082
Missouri,Lincoln,2020,245,228,16,1,0,0,0,108,48,37,0,0,245,0,0,1106
Missouri,Monroe,2020,366,360,6,0,0,0,0,84,43,31,0,0,362,0,4,1139
Missouri,Perry,2020,245,231,14,0,0,0,0,97,47,36,0,0,245,0,0,1172
Missouri,St. Charles,2020,245,216,25,4,0,0,0,112,54,39,0,0,245,0,0,1205
Missouri,St. Louis County,2020,366,287,73,6,0,0,0,144,61,40,0,26,200,140,0,1216
Missouri,Ste. Genevieve,2020,245,229,16,0,0,0,0,87,46,36,0,0,245,0,0,1209
Missouri,St. Louis City,2020,366,224,137,4,1,0,0,155,67,46,0,8,122,192,44,1266
Missouri,Stoddard,2020,63,59,4,0,0,0,0,62,45,19,0,0,0,63,0,1236
Missouri,Taney,2020,122,120,2,0,0,0,0,57,36,17,0,0,0,122,0,1242
Montana,Cascade,2020,359,338,18,3,0,0,0,115,44,18,0,0,0,359,0,1144
Montana,Fergus,2020,366,342,21,1,2,0,0,157,47,39,0,1,327,38,0,1169
Montana,Flathead,2020,366,317,41,3,5,0,0,190,56,35,0,0,249,82,35,1173
Montana,Gallatin,2020,366,327,28,9,2,0,0,159,52,22,3,9,0,354,0,1177
Montana,Lake,2020,117,113,1,1,2,0,0,174,20,5,0,0,0,117,0,1207
Montana,Lewis and Clark,2020,366,311,50,1,4,0,0,164,55,40,0,0,278,88,0,1211
Montana,Lincoln,2020,366,217,140,2,4,2,1,327,71,40,0,0,0,357,9,1219
Montana,Missoula,2020,366,210,137,13,6,0,0,176,83,47,0,0,148,218,0,1239
Montana,Phillips,2020,366,306,58,2,0,0,0,140,64,35,0,0,274,55,37,1250
Montana,Powder River,2020,350,276,69,3,2,0,0,157,66,40,0,0,217,81,52,1259
Montana,Powell,2020,33,33,0,0,0,0,0,11,6,3,0,0,0,33,0,1262
Montana,Ravalli,2020,361,319,34,3,5,0,0,176,53,11,0,0,0,361,0,1268
Montana,Richland,2020,366,354,12,0,0,0,0,68,46,36,0,0,328,36,2,1271
Montana,Roosevelt,2020,77,75,2,0,0,0,0,55,25,9,0,0,0,77,0,1275
Montana,Rosebud,2020,346,316,25,3,2,0,0,153,48,37,0,0,282,47,17,1277
Montana,Sanders,2020,366,328,30,1,5,2,0,236,51,23,0,0,0,346,20,1278
Montana,Sheridan,2020,107,105,2,0,0,0,0,53,20,10,0,0,0,107,0,1281
Montana,Silver Bow,2020,366,317,41,5,3,0,0,173,56,19,0,0,0,205,161,1284
Montana,Yellowstone,2020,364,329,32,2,1,0,0,160,48,23,0,0,0,364,0,1302
Nebraska,Cass,2020,358,346,12,0,0,0,0,71,32,14,0,0,0,0,358,1326
Nebraska,Douglas,2020,366,324,40,1,1,0,0,156,53,35,2,0,187,153,24,1358
Nebraska,Hall,2020,338,314,24,0,0,0,0,85,43,20,0,0,0,338,0,1402
Nebraska,Knox,2020,365,341,24,0,0,0,0,84,48,35,0,0,365,0,0,1322
Nebraska,Lancaster,2020,282,272,10,0,0,0,0,74,45,33,0,0,217,65,0,1324
Nebraska,Sarpy,2020,316,279,35,2,0,0,0,149,52,29,0,0,0,316,0,1368
Nebraska,Scotts Bluff,2020,278,224,52,2,0,0,0,122,55,27,0,0,0,278,0,1373
Nebraska,Thomas,2020,115,110,5,0,0,0,0,71,27,11,0,0,0,115,0,1384
Nebraska,Washington,2020,110,104,6,0,0,0,0,72,42,23,0,0,0,110,0,1387
Nevada,Carson City,2020,366,302,44,12,8,0,0,192,67,41,0,0,260,106,0,1428
Nevada,Churchill,2020,363,336,25,2,0,0,0,147,50,40,0,0,363,0,0,1396
Nevada,Clark,2020,366,108,233,22,3,0,0,174,93,61,0,17,214,123,12,1399
Nevada,Douglas,2020,366,311,38,6,9,2,0,249,60,17,0,0,0,366,0,1400
Nevada,Elko,2020,363,332,29,1,1,0,0,154,48,18,0,0,0,15,348,1401
Nevada,Lyon,2020,356,308,39,5,3,0,1,331,59,38,0,0,302,0,54,1412
Nevada,Nye,2020,366,343,20,1,2,0,0,200,40,21,0,0,0,0,366,1417
Nevada,Washoe,2020,366,239,103,11,11,2,0,240,85,46,0,4,259,96,7,1423
Nevada,White Pine,2020,361,294,64,3,0,0,0,136,61,44,0,0,358,3,0,1425
New Hampshire,Belknap,2020,359,353,6,0,0,0,0,61,43,30,0,0,200,159,0,1432
New Hampshire,Cheshire,2020,366,339,27,0,0,0,0,75,47,35,0,0,250,116,0,1437
New Hampshire,Coos,2020,366,339,27,0,0,0,0,74,50,43,0,0,366,0,0,1440
New Hampshire,Grafton,2020,366,355,11,0,0,0,0,66,43,33,0,0,318,48,0,1442
New Hampshire,Hillsborough,2020,366,358,8,0,0,0,0,90,45,36,0,0,355,11,0,1443
New Hampshire,Merrimack,2020,213,209,4,0,0,0,0,74,44,38,0,0,213,0,0,1444
New Hampshire,Rockingham,2020,366,328,38,0,0,0,0,90,51,38,0,0,273,93,0,1448
New Jersey,Atlantic,2020,359,330,29,0,0,0,0,90,47,34,0,0,244,115,0,1461
New Jersey,Bergen,2020,364,292,69,3,0,0,0,119,58,39,3,66,159,136,0,1465
New Jersey,Camden,2020,366,292,74,0,0,0,0,87,58,40,0,10,202,154,0,1472
New Jersey,Cumberland,2020,365,319,46,0,0,0,0,71,52,38,0,4,206,155,0,1482
New Jersey,Essex,2020,366,294,71,1,0,0,0,127,58,39,1,63,161,141,0,1483
New Jersey,Gloucester,2020,253,231,21,1,0,0,0,101,49,36,0,0,203,50,0,1484
New Jersey,Hudson,2020,366,308,58,0,0,0,0,90,54,37,0,88,177,101,0,1487
New Jersey,Hunterdon,2020,364,320,44,0,0,0,0,85,52,38,0,0,242,122,0,1488
New Jersey,Mercer,2020,366,311,52,3,0,0,0,112,54,38,0,0,262,104,0,1493
New Jersey,Middlesex,2020,366,313,52,1,0,0,0,112,53,37,0,15,224,127,0,1497
New Jersey,Monmouth,2020,226,209,17,0,0,0,0,93,48,37,0,0,226,0,0,1504
New Jersey,Morris,2020,366,347,19,0,0,0,0,84,47,35,0,8,349,9,0,1511
New Jersey,Ocean,2020,356,327,29,0,0,0,0,84,48,35,0,0,215,141,0,1546
New Jersey,Passaic,2020,262,247,15,0,0,0,0,100,47,36,0,0,244,18,0,1551
New Jersey,Union,2020,366,291,74,1,0,0,0,111,56,38,2,113,0,251,0,1566
New Jersey,Warren,2020,361,327,34,0,0,0,0,100,50,34,0,33,207,121,0,1570
New Mexico,Bernalillo,2020,366,135,222,7,1,1,0,214,77,54,0,0,200,83,83,1574
New Mexico,Catron,2020,115,111,4,0,0,0,0,79,30,10,0,0,0,115,0,1576
New Mexico,Chaves,2020,119,116,3,0,0,0,0,75,37,17,0,0,0,119,0,1578
New Mexico,Do�a Ana,2020,366,168,177,15,3,1,2,400,88,53,0,7,237,39,83,1590
New Mexico,Eddy,2020,364,248,105,11,0,0,0,115,80,46,0,0,357,7,0,1592
New Mexico,Lea,2020,366,334,32,0,0,0,0,76,50,39,0,5,322,39,0,1604
New Mexico,Lincoln,2020,115,114,1,0,0,0,0,51,28,11,0,0,0,115,0,1613
New Mexico,Los Alamos,2020,117,116,1,0,0,0,0,53,19,10,0,0,0,117,0,1618
New Mexico,Luna,2020,354,335,18,0,0,0,1,360,40,19,0,0,0,0,354,1622
New Mexico,Rio Arriba,2020,362,314,48,0,0,0,0,90,54,44,0,0,361,1,0,1639
New Mexico,San Juan,2020,366,265,96,5,0,0,0,109,64,45,0,0,364,0,2,1650
New Mexico,Sandoval,2020,358,271,82,5,0,0,0,119,61,44,0,0,358,0,0,1646
New Mexico,Santa Fe,2020,366,297,68,1,0,0,0,101,58,44,0,0,349,17,0,1654
New Mexico,Socorro,2020,111,111,0,0,0,0,0,49,28,11,0,0,0,111,0,1659
New Mexico,Taos,2020,360,337,23,0,0,0,0,64,43,20,0,0,0,360,0,1662
New Mexico,Valencia,2020,359,283,74,2,0,0,0,105,61,44,0,0,359,0,0,1670
New York,Albany,2020,365,306,56,3,0,0,0,143,55,38,0,0,183,182,0,1673
New York,Bronx,2020,366,291,74,1,0,0,0,108,61,39,0,39,178,149,0,1681
New York,Chautauqua,2020,363,338,25,0,0,0,0,93,47,35,0,0,352,11,0,1694
New York,Dutchess,2020,331,322,9,0,0,0,0,87,45,35,0,0,331,0,0,1711
New York,Erie,2020,366,317,47,0,2,0,0,155,52,37,0,10,224,132,0,1723
New York,Essex,2020,365,350,15,0,0,0,0,80,47,38,0,0,360,5,0,1728
New York,Hamilton,2020,357,354,3,0,0,0,0,54,44,34,0,0,357,0,0,1742
New York,Jefferson,2020,360,345,15,0,0,0,0,90,44,33,0,0,360,0,0,1782
New York,Kings,2020,365,338,27,0,0,0,0,77,47,23,0,0,0,365,0,1788
New York,Monroe,2020,366,323,43,0,0,0,0,80,52,36,0,0,245,121,0,1804
New York,Nassau,2020,361,344,17,0,0,0,0,72,41,20,0,0,0,361,0,1839
New York,New York,2020,366,311,54,1,0,0,0,108,56,37,2,0,222,142,0,1847
New York,Niagara,2020,359,340,19,0,0,0,0,87,46,34,0,0,359,0,0,1850
New York,Oneida,2020,349,334,15,0,0,0,0,78,36,16,0,0,0,349,0,1852
New York,Onondaga,2020,364,336,28,0,0,0,0,74,48,35,0,0,281,83,0,1853
New York,Orange,2020,366,342,24,0,0,0,0,97,47,36,0,0,254,112,0,1859
New York,Oswego,2020,359,349,10,0,0,0,0,58,44,33,0,0,359,0,0,1864
New York,Putnam,2020,314,308,6,0,0,0,0,64,44,33,0,0,314,0,0,1870
New York,Queens,2020,366,298,65,3,0,0,0,140,61,38,0,54,211,101,0,1872
New York,Richmond,2020,364,319,43,2,0,0,0,108,52,36,0,0,211,153,0,1876
New York,Rockland,2020,366,340,26,0,0,0,0,93,48,34,0,0,298,68,0,1879
New York,Saratoga,2020,319,315,4,0,0,0,0,61,44,33,0,0,319,0,0,1885
New York,Steuben,2020,365,356,9,0,0,0,0,79,44,34,0,0,310,55,0,1891
New York,Suffolk,2020,366,309,51,6,0,0,0,133,59,37,0,0,293,73,0,1924
New York,Tompkins,2020,364,359,5,0,0,0,0,64,44,34,0,0,364,0,0,1933
New York,Wayne,2020,327,305,22,0,0,0,0,80,46,34,0,0,327,0,0,1952
New York,Westchester,2020,363,327,35,1,0,0,0,105,50,36,0,0,280,83,0,1960
North Carolina,Alexander,2020,300,297,3,0,0,0,0,54,45,33,0,0,243,0,57,1968
North Carolina,Avery,2020,366,352,14,0,0,0,0,80,46,37,0,0,363,3,0,1977
North Carolina,Buncombe,2020,363,353,10,0,0,0,0,97,45,31,0,0,210,153,0,1422
North Carolina,Caldwell,2020,243,243,0,0,0,0,0,50,44,34,0,0,243,0,0,1429
North Carolina,Carteret,2020,362,359,3,0,0,0,0,61,43,34,0,0,362,0,0,1447
North Carolina,Caswell,2020,354,349,5,0,0,0,0,61,44,31,0,0,241,0,113,1449
North Carolina,Catawba,2020,357,312,45,0,0,0,0,94,53,31,0,0,0,357,0,1450
North Carolina,Cumberland,2020,363,329,34,0,0,0,0,81,49,35,0,0,191,167,5,1464
North Carolina,Davidson,2020,329,265,64,0,0,0,0,95,54,32,0,0,0,329,0,1489
North Carolina,Durham,2020,364,334,30,0,0,0,0,97,49,35,0,0,170,193,1,1494
North Carolina,Edgecombe,2020,336,319,17,0,0,0,0,94,46,32,0,0,182,154,0,1495
North Carolina,Forsyth,2020,366,298,68,0,0,0,0,97,56,40,0,7,180,179,0,1496
North Carolina,Graham,2020,238,223,15,0,0,0,0,97,49,40,0,0,238,0,0,1502
North Carolina,Granville,2020,238,237,1,0,0,0,0,51,46,36,0,0,238,0,0,1503
North Carolina,Guilford,2020,365,335,30,0,0,0,0,87,50,36,0,0,198,160,7,1506
North Carolina,Haywood,2020,272,244,28,0,0,0,0,93,51,41,0,0,244,28,0,1512
North Carolina,Hyde,2020,114,112,2,0,0,0,0,53,28,15,0,0,0,114,0,1521
North Carolina,Jackson,2020,111,107,4,0,0,0,0,68,40,24,0,0,0,111,0,1528
