State,County,Year,Days with AQI,Good Days,Moderate Days,Unhealthy for Sensitive Groups Days,Unhealthy Days,Very Unhealthy Days,Hazardous Days,Max AQI,90th Percentile AQI,Median AQI,Days CO,Days NO2,Days Ozone,Days PM2.5,Days PM10,FID
California,Imperial,2000,366,142,171,41,10,2,0,208,115,59,32,83,176,39,36,557
California,Inyo,2000,366,184,123,32,4,2,21,10736,126,50,0,0,284,3,79,562
California,Kern,2000,366,52,110,95,100,9,0,213,179,111,1,16,228,118,3,84
California,Kings,2000,364,143,99,77,43,2,0,205,159,70,0,59,254,36,15,94
California,Lake,2000,366,350,15,1,0,0,0,108,44,34,0,0,362,4,0,100
California,Lassen,2000,33,26,7,0,0,0,0,63,54,28,0,0,0,0,33,104
California,Los Angeles,2000,366,27,164,114,51,10,0,243,159,99,7,96,128,133,2,139
California,Madera,2000,362,217,98,40,7,0,0,177,108,45,0,72,290,0,0,153
California,Marin,2000,366,359,7,0,0,0,0,61,39,28,6,198,126,30,6,168
California,Mariposa,2000,362,199,93,58,12,0,0,187,126,48,0,0,358,1,3,178
California,Mendocino,2000,366,356,10,0,0,0,0,72,39,30,10,76,250,20,10,190
California,Merced,2000,363,157,99,68,36,3,0,207,151,58,0,15,308,36,4,204
California,Modoc,2000,74,62,10,2,0,0,0,107,59,25,0,0,0,46,28,207
California,Mono,2000,349,327,13,1,0,1,7,10362,31,11,77,0,0,13,259,214
California,Monterey,2000,366,339,24,3,0,0,0,129,47,36,0,17,326,15,8,228
California,Napa,2000,366,357,9,0,0,0,0,77,41,31,9,112,240,0,5,236
California,Nevada,2000,366,162,116,63,22,3,0,208,136,57,0,0,327,31,8,243
California,Orange,2000,366,110,200,36,19,1,0,205,127,62,2,74,97,191,2,257
California,Placer,2000,366,217,89,41,18,1,0,202,126,46,0,113,234,16,3,266
California,Plumas,2000,365,280,77,8,0,0,0,127,70,41,0,0,305,36,24,275
California,Riverside,2000,366,52,125,101,76,12,0,222,172,103,1,42,186,124,13,281
California,Sacramento,2000,366,166,128,42,29,1,0,203,143,55,8,21,214,121,2,289
California,San Benito,2000,364,276,66,22,0,0,0,147,87,40,0,0,360,3,1,295
California,San Bernardino,2000,366,49,150,75,74,18,0,246,179,95,0,94,208,57,7,302
California,San Diego,2000,366,73,196,81,15,1,0,201,133,74,0,49,207,110,0,315
California,San Francisco,2000,366,277,83,6,0,0,0,132,66,36,0,125,108,133,0,331
California,San Joaquin,2000,366,228,104,27,7,0,0,172,97,45,11,95,193,59,8,339
California,San Luis Obispo,2000,366,282,79,5,0,0,0,143,77,41,0,52,284,18,12,351
California,San Mateo,2000,366,334,27,5,0,0,0,129,48,33,5,180,119,60,2,368
California,Santa Barbara,2000,366,211,117,36,2,0,0,154,101,48,0,27,314,21,4,391
California,Santa Clara,2000,366,228,104,26,8,0,0,190,97,44,0,90,123,153,0,406
California,Santa Cruz,2000,366,342,23,1,0,0,0,126,46,36,0,9,330,22,5,415
California,Shasta,2000,366,245,95,25,1,0,0,154,93,44,0,0,354,12,0,431
California,Sierra,2000,29,29,0,0,0,0,0,36,30,17,0,0,0,0,29,439
California,Siskiyou,2000,310,292,17,1,0,0,0,101,49,36,0,0,267,21,22,446
California,Solano,2000,366,290,65,9,2,0,0,153,67,37,18,62,235,51,0,453
California,Sonoma,2000,366,324,35,7,0,0,0,122,54,37,0,58,263,43,2,463
California,Stanislaus,2000,366,196,111,42,16,1,0,202,122,49,9,74,208,63,12,473
California,Sutter,2000,366,241,93,28,4,0,0,166,100,43,19,47,266,23,11,483
California,Tehama,2000,320,218,70,30,2,0,0,156,101,40,0,0,305,0,15,492
California,Trinity,2000,81,81,0,0,0,0,0,46,28,13,0,0,0,22,59,500
California,Tulare,2000,366,127,79,75,81,4,0,203,177,85,2,36,269,56,3,501
California,Tuolumne,2000,363,184,98,61,20,0,0,197,133,49,6,0,357,0,0,513
California,Ventura,2000,366,147,135,58,25,1,0,203,143,59,0,54,270,41,1,521
California,Yolo,2000,366,273,71,20,2,0,0,159,84,40,1,53,274,35,3,525
Colorado,Adams,2000,366,205,156,5,0,0,0,114,67,48,0,106,108,41,111,545
Colorado,Alamosa,2000,282,269,11,2,0,0,0,142,39,19,0,0,0,49,233,549
Colorado,Arapahoe,2000,362,251,94,16,1,0,0,151,87,43,0,0,321,41,0,558
Colorado,Archuleta,2000,353,332,20,1,0,0,0,106,44,23,0,0,0,24,329,560
Colorado,Boulder,2000,366,274,87,5,0,0,0,126,69,42,39,0,259,55,13,570
Colorado,Delta,2000,66,56,10,0,0,0,0,73,58,25,0,0,0,27,39,617
Colorado,Denver,2000,366,195,165,6,0,0,0,126,82,49,10,74,136,133,13,628
Colorado,Douglas,2000,234,139,75,20,0,0,0,143,100,48,0,0,201,18,15,644
Colorado,Eagle,2000,45,45,0,0,0,0,0,32,20,11,0,0,0,0,45,648
Colorado,El Paso,2000,366,187,155,24,0,0,0,140,93,50,15,147,165,22,17,661
Colorado,Elbert,2000,113,112,1,0,0,0,0,51,30,15,0,0,0,113,0,655
Colorado,Fremont,2000,60,59,1,0,0,0,0,90,20,15,0,0,0,0,60,664
Colorado,Garfield,2000,95,95,0,0,0,0,0,50,34,18,0,0,0,0,95,667
Colorado,Gunnison,2000,365,201,157,7,0,0,0,122,77,49,0,0,335,5,25,682
Colorado,Jackson,2000,65,65,0,0,0,0,0,48,19,10,0,0,0,65,0,701
Colorado,Jefferson,2000,366,249,78,38,1,0,0,159,101,44,2,75,289,0,0,706
Colorado,La Plata,2000,366,285,81,0,0,0,0,90,59,42,0,27,256,5,78,727
Colorado,Larimer,2000,366,211,133,20,2,0,0,159,90,47,2,0,342,21,1,734
Colorado,Mesa,2000,366,345,21,0,0,0,0,83,43,24,251,0,0,68,47,751
Colorado,Montezuma,2000,348,215,124,9,0,0,0,140,80,45,0,0,339,9,0,766
Colorado,Montrose,2000,98,92,6,0,0,0,0,75,45,25,0,0,0,0,98,769
Colorado,Pitkin,2000,309,302,7,0,0,0,0,62,33,18,0,0,0,7,302,789
Colorado,Prowers,2000,357,323,33,1,0,0,0,112,49,23,0,0,0,0,357,792
Colorado,Pueblo,2000,126,112,14,0,0,0,0,79,52,30,0,0,0,102,24,795
Colorado,Routt,2000,337,308,29,0,0,0,0,72,44,20,0,0,0,37,300,809
Colorado,San Juan,2000,84,84,0,0,0,0,0,40,20,10,0,0,0,84,0,347
Colorado,San Miguel,2000,269,261,8,0,0,0,0,62,34,19,0,0,0,19,250,359
Colorado,Summit,2000,120,113,6,1,0,0,0,114,43,17,0,0,0,0,120,373
Colorado,Teller,2000,297,275,22,0,0,0,0,81,46,21,0,0,0,0,297,375
Colorado,Weld,2000,366,288,74,4,0,0,0,119,64,38,37,0,268,59,2,382
Connecticut,Fairfield,2000,366,241,94,24,6,1,0,220,91,43,11,131,152,71,1,410
Connecticut,Hartford,2000,366,237,115,12,2,0,0,179,74,42,37,66,96,166,1,432
Connecticut,Litchfield,2000,222,176,33,10,3,0,0,179,84,38,0,0,193,0,29,443
Connecticut,Middlesex,2000,342,295,28,15,4,0,0,195,64,32,0,0,342,0,0,450
Connecticut,New Haven,2000,366,146,193,21,5,1,0,217,92,54,0,64,76,209,17,466
Connecticut,New London,2000,252,167,70,13,1,1,0,220,87,43,0,0,181,65,6,517
Connecticut,Tolland,2000,192,149,29,13,1,0,0,182,84,39,0,5,187,0,0,524
Connecticut,Windham,2000,316,255,46,11,3,1,0,209,71,35,0,0,316,0,0,529
Delaware,Kent,2000,269,155,95,14,3,2,0,205,90,47,0,0,181,88,0,532
Delaware,New Castle,2000,366,121,213,25,6,1,0,214,96,58,0,2,101,263,0,536
Delaware,Sussex,2000,278,148,100,25,5,0,0,187,101,49,0,0,201,77,0,609
District of Columbia,District of Columbia,630
Florida,Alachua,2000,360,262,83,14,1,0,0,151,80,37,0,0,276,84,0,639
Florida,Baker,2000,362,264,81,17,0,0,0,150,87,40,0,0,362,0,0,641
Florida,Bay,2000,201,139,33,20,8,1,0,208,122,39,0,0,168,0,33,658
Florida,Brevard,2000,366,275,74,17,0,0,0,147,84,41,0,0,340,25,1,686
Florida,Broward,2000,366,263,92,10,1,0,0,151,64,42,6,31,158,171,0,695
Florida,Citrus,2000,157,107,50,0,0,0,0,99,60,42,0,0,0,157,0,843
Florida,Collier,2000,37,37,0,0,0,0,0,39,21,16,0,0,0,0,37,894
Florida,Columbia,2000,60,55,5,0,0,0,0,67,42,31,0,0,60,0,0,903
Florida,Duval,2000,366,199,146,20,1,0,0,172,87,49,1,18,156,191,0,924
Florida,Escambia,2000,366,132,180,37,16,1,0,203,112,58,0,2,180,184,0,931
Florida,Hamilton,2000,59,58,1,0,0,0,0,100,28,18,0,0,0,0,59,942
Florida,Hillsborough,2000,366,141,178,44,3,0,0,164,108,56,1,5,170,187,3,947
Florida,Holmes,2000,356,250,92,12,2,0,0,166,84,41,0,0,356,0,0,948
Florida,Lake,2000,356,340,11,5,0,0,0,126,41,19,0,0,92,0,264,953
Florida,Lee,2000,366,292,62,11,1,0,0,172,74,39,0,0,323,42,1,954
Florida,Leon,2000,361,232,111,18,0,0,0,140,87,44,0,0,299,56,6,955
Florida,Liberty,2000,355,253,84,18,0,0,0,150,87,41,0,0,355,0,0,957
Florida,Manatee,2000,366,252,89,22,3,0,0,156,93,43,0,12,312,42,0,959
Florida,Marion,2000,366,249,99,17,1,0,0,151,87,43,0,0,315,51,0,960
Florida,Miami-Dade,2000,366,228,123,15,0,0,0,147,71,47,0,14,165,186,1,962
Florida,Monroe,2000,61,60,1,0,0,0,0,53,25,16,0,0,0,0,61,963
Florida,Nassau,2000,261,256,5,0,0,0,0,56,38,22,0,0,0,0,261,964
Florida,Orange,2000,366,184,160,18,4,0,0,174,90,50,0,9,163,194,0,967
Florida,Osceola,2000,349,256,76,17,0,0,0,133,87,39,0,0,349,0,0,968
Florida,Palm Beach,2000,366,273,85,8,0,0,0,143,64,44,1,3,200,162,0,969
Florida,Pasco,2000,362,249,94,18,1,0,0,159,90,43,0,0,362,0,0,970
Florida,Pinellas,2000,366,191,148,22,5,0,0,161,97,50,1,16,190,157,2,971
Florida,Polk,2000,366,247,94,24,1,0,0,161,93,42,0,0,310,42,14,972
Florida,Putnam,2000,61,60,1,0,0,0,0,52,41,23,0,0,0,0,61,973
Florida,Santa Rosa,2000,184,104,41,26,13,0,0,187,129,44,0,0,184,0,0,976
Florida,Sarasota,2000,366,241,97,24,4,0,0,177,93,43,40,0,279,38,9,977
Florida,Seminole,2000,360,261,86,12,1,0,0,166,77,42,0,0,307,53,0,978
Florida,St. Lucie,2000,361,288,68,5,0,0,0,115,65,39,0,15,294,51,1,975
Florida,Volusia,2000,366,274,82,9,1,0,0,164,71,42,0,0,306,51,9,983
Florida,Wakulla,2000,26,15,11,0,0,0,0,72,66,39,0,0,0,26,0,984
Georgia,Bibb,2000,285,96,135,36,16,2,0,229,129,61,0,0,206,79,0,997
Georgia,Charlton,2000,104,77,27,0,0,0,0,86,61,40,0,0,0,104,0,635
Georgia,Chatham,2000,364,233,116,13,2,0,0,172,80,43,0,0,174,94,96,646
Georgia,Chattooga,2000,40,39,1,0,0,0,0,69,37,19,0,0,0,0,40,659
Georgia,Cherokee,2000,244,223,18,3,0,0,0,126,49,33,0,0,244,0,0,662
Georgia,Clarke,2000,92,23,64,5,0,0,0,142,84,62,0,0,0,92,0,666
Georgia,Clayton,2000,100,20,76,3,1,0,0,160,87,63,0,0,0,100,0,673
Georgia,Cobb,2000,279,121,104,35,15,4,0,205,136,57,0,0,199,80,0,680
Georgia,Coweta,2000,235,133,57,35,9,1,0,208,122,47,0,0,235,0,0,700
Georgia,Dawson,2000,244,133,86,23,2,0,0,159,101,48,0,0,244,0,0,713
Georgia,DeKalb,2000,366,71,227,49,13,6,0,233,133,67,0,19,107,239,1,718
Georgia,Dougherty,2000,115,40,70,5,0,0,0,122,85,54,0,0,0,107,8,728
Georgia,Douglas,2000,254,137,60,45,11,1,0,202,136,49,0,0,233,0,21,731
Georgia,Fayette,2000,239,127,66,37,6,3,0,234,115,49,0,0,239,0,0,760
Georgia,Floyd,2000,107,36,67,4,0,0,0,146,86,60,0,0,0,98,9,764
Georgia,Fulton,2000,366,85,202,57,16,6,0,228,136,67,0,43,103,219,1,779
Georgia,Glynn,2000,282,171,105,6,0,0,0,147,83,47,0,0,194,80,8,793
Georgia,Gwinnett,2000,256,112,98,35,9,2,0,219,122,58,0,0,220,36,0,804
Georgia,Hall,2000,102,28,69,5,0,0,0,149,83,60,0,0,0,102,0,808
Georgia,Henry,2000,243,127,66,29,16,5,0,235,140,49,0,0,243,0,0,820
Georgia,Houston,2000,21,3,17,1,0,0,0,150,87,68,0,0,0,21,0,823
Georgia,Lowndes,2000,54,23,30,0,1,0,0,170,80,52,0,0,0,54,0,863
Georgia,Murray,2000,232,77,99,47,9,0,0,185,126,67,0,0,211,21,0,892
Georgia,Muscogee,2000,284,115,118,43,7,1,0,208,115,58,0,0,200,84,0,896
Georgia,Paulding,2000,356,201,107,43,5,0,0,166,108,46,0,93,181,82,0,908
Georgia,Pike,2000,335,225,73,30,4,3,0,222,101,42,0,0,335,0,0,7
Georgia,Richmond,2000,283,118,130,30,3,2,0,206,105,59,0,0,197,85,1,24
Georgia,Rockdale,2000,361,283,47,20,9,2,0,212,93,35,0,120,241,0,0,28
Georgia,Spalding,2000,59,57,2,0,0,0,0,53,37,22,0,0,0,0,59,41
Georgia,Sumter,2000,245,128,74,38,5,0,0,187,108,50,0,0,245,0,0,52
Georgia,Walker,2000,55,19,33,3,0,0,0,134,79,58,0,0,0,46,9,126
Georgia,Washington,2000,62,20,42,0,0,0,0,93,78,54,0,0,0,55,7,143
Georgia,Wilkinson,2000,107,29,73,5,0,0,0,112,86,58,0,0,0,107,0,169
Hawaii,Hawaii,2000,339,339,0,0,0,0,0,44,32,19,0,0,339,0,0,198
Hawaii,Honolulu,2000,366,352,12,0,2,0,0,190,39,22,23,12,162,115,54,234
Hawaii,Kauai,2000,24,24,0,0,0,0,0,36,25,15,0,0,0,0,24,261
Hawaii,Maui,2000,358,347,11,0,0,0,0,64,39,21,0,0,0,49,309,323
Idaho,Ada,2000,366,311,50,5,0,0,0,108,56,32,40,111,0,71,144,336
Idaho,Bannock,2000,244,204,35,2,3,0,0,160,59,27,0,0,0,79,165,343
Idaho,Benewah,2000,64,62,2,0,0,0,0,59,44,23,0,0,0,0,64,354
Idaho,Bingham,2000,40,30,10,0,0,0,0,91,63,34,0,0,0,0,40,362
Idaho,Bonner,2000,362,337,23,2,0,0,0,124,44,21,0,0,0,111,251,387
Idaho,Bonneville,2000,66,56,10,0,0,0,0,88,61,27,0,0,0,47,19,395
Idaho,Boundary,2000,49,49,0,0,0,0,0,44,37,18,0,0,0,0,49,405
Idaho,Butte,2000,353,277,75,1,0,0,0,115,64,42,0,0,349,4,0,414
Idaho,Canyon,2000,366,313,49,4,0,0,0,117,55,32,227,0,0,50,89,441
Idaho,Caribou,2000,33,32,1,0,0,0,0,55,35,13,0,0,0,0,33,449
Idaho,Custer,2000,89,88,1,0,0,0,0,79,24,8,0,0,0,89,0,484
Idaho,Kootenai,2000,364,331,33,0,0,0,0,99,46,21,0,0,0,101,263,552
Idaho,Lemhi,2000,131,92,21,13,5,0,0,170,113,25,0,0,0,46,85,566
Idaho,Lewis,2000,60,56,4,0,0,0,0,52,45,30,0,0,0,0,60,574
Idaho,Minidoka,2000,57,54,3,0,0,0,0,53,40,20,0,0,0,0,57,585
Idaho,Nez Perce,2000,366,345,21,0,0,0,0,94,37,17,269,0,0,58,39,589
Idaho,Power,2000,341,69,209,39,21,3,0,217,132,66,0,0,0,279,62,613
Idaho,Shoshone,2000,325,299,26,0,0,0,0,89,44,17,0,0,0,58,267,621
Idaho,Twin Falls,2000,76,65,11,0,0,0,0,78,56,26,0,0,0,43,33,634
Illinois,Adams,2000,364,320,40,4,0,0,0,129,53,33,0,0,318,46,0,650
Illinois,Champaign,2000,366,257,94,13,2,0,0,161,78,41,0,0,320,46,0,12
Illinois,Cook,2000,366,59,272,34,1,0,0,155,100,69,0,86,50,219,11,36
Illinois,DuPage,2000,365,287,76,2,0,0,0,112,67,31,0,0,270,95,0,64
Illinois,Effingham,2000,229,175,47,7,0,0,0,147,71,42,0,0,229,0,0,76
Illinois,Hamilton,2000,228,163,53,11,1,0,0,156,84,43,0,0,228,0,0,106
Illinois,Jackson,2000,60,58,2,0,0,0,0,51,39,19,0,0,0,0,60,129
Illinois,Jersey,2000,230,163,47,19,1,0,0,154,100,43,0,0,230,0,0,142
Illinois,Jo Daviess,2000,349,306,38,5,0,0,0,143,51,35,0,0,349,0,0,145
Illinois,Kane,2000,365,291,69,5,0,0,0,115,68,35,0,0,297,66,2,156
Illinois,LaSalle,175
Illinois,Lake,2000,366,291,69,6,0,0,0,136,67,35,0,2,297,67,0,170
Illinois,Macon,2000,366,268,93,5,0,0,0,147,71,40,0,0,268,98,0,194
Illinois,Macoupin,2000,362,286,59,14,3,0,0,164,74,38,0,0,359,0,3,196
Illinois,Madison,2000,366,157,178,27,3,1,0,202,97,54,0,0,171,107,88,199
Illinois,McHenry,2000,363,285,69,9,0,0,0,136,67,34,0,0,284,79,0,192
Illinois,McLean,2000,55,25,29,1,0,0,0,112,83,52,0,0,0,55,0,193
Illinois,Peoria,2000,366,263,96,7,0,0,0,115,71,39,47,0,230,87,2,233
Illinois,Randolph,2000,366,263,91,11,1,0,0,151,84,40,0,0,325,41,0,255
Illinois,Rock Island,2000,344,303,41,0,0,0,0,100,54,33,0,0,298,46,0,265
Illinois,St. Clair,269
Illinois,Sangamon,2000,366,270,88,7,1,0,0,164,69,38,11,0,268,78,9,274
Illinois,Will,2000,366,248,111,6,1,0,0,151,77,41,0,42,228,95,1,320
Illinois,Winnebago,2000,366,279,82,5,0,0,0,126,71,37,39,0,251,76,0,325
Indiana,Allen,2000,364,237,111,12,4,0,0,182,84,42,126,0,160,77,1,335
Indiana,Bartholomew,2000,131,124,7,0,0,0,0,58,41,19,0,0,0,0,131,342
Indiana,Boone,2000,183,113,57,11,2,0,0,166,90,47,0,0,183,0,0,185
Indiana,Clark,2000,254,115,108,27,4,0,0,156,105,54,0,0,164,84,6,215
Indiana,Daviess,2000,55,53,2,0,0,0,0,56,34,19,0,0,0,0,55,239
Indiana,DeKalb,2000,59,56,3,0,0,0,0,55,36,22,0,0,0,0,59,249
Indiana,Delaware,2000,113,39,72,2,0,0,0,134,82,58,0,0,0,113,0,252
Indiana,Dubois,2000,117,35,76,6,0,0,0,133,80,59,0,0,0,113,4,254
Indiana,Elkhart,2000,226,154,66,6,0,0,0,126,75,43,0,0,139,87,0,260
Indiana,Floyd,2000,255,148,91,16,0,0,0,133,86,45,0,0,167,88,0,267
Indiana,Gibson,2000,366,344,20,2,0,0,0,112,44,27,0,187,179,0,0,286
Indiana,Greene,2000,174,101,59,10,4,0,0,174,93,48,0,0,174,0,0,309
Indiana,Hamilton,2000,183,114,55,10,4,0,0,187,97,48,0,0,183,0,0,321
Indiana,Hancock,2000,183,123,47,9,4,0,0,182,87,45,0,0,183,0,0,329
Indiana,Hendricks,2000,275,114,88,65,7,1,0,204,114,60,1,185,88,0,1,341
Indiana,Henry,2000,13,7,6,0,0,0,0,67,64,49,0,0,0,13,0,344
Indiana,Howard,2000,112,44,67,1,0,0,0,101,80,58,0,0,0,112,0,348
Indiana,Huntington,2000,170,103,57,6,4,0,0,169,93,48,0,0,170,0,0,352
Indiana,Jackson,2000,179,118,47,11,3,0,0,164,97,47,0,0,179,0,0,355
Indiana,Jasper,2000,62,62,0,0,0,0,0,40,26,17,0,0,0,0,62,356
Indiana,Johnson,2000,183,103,66,12,2,0,0,164,90,48,0,0,183,0,0,370
Indiana,Knox,2000,358,259,87,10,2,0,0,154,77,41,0,0,298,60,0,376
Indiana,LaPorte,2000,241,138,95,5,3,0,0,195,77,47,0,0,156,85,0,392
Indiana,Lake,2000,366,71,261,26,8,0,0,164,98,65,0,22,55,276,13,389
Indiana,Madison,2000,240,128,99,12,1,0,0,164,87,50,0,0,150,88,2,401
Indiana,Marion,2000,366,88,249,26,3,0,0,182,96,63,1,16,77,271,1,409
Indiana,Morgan,2000,181,105,60,11,5,0,0,169,93,49,0,0,181,0,0,430
Indiana,Perry,2000,212,122,59,25,6,0,0,172,108,47,0,0,181,0,31,459
Indiana,Porter,2000,341,227,101,9,4,0,0,190,77,41,0,0,157,84,100,468
Indiana,Posey,2000,183,84,73,23,3,0,0,169,119,54,0,0,183,0,0,471
Indiana,Putnam,2000,61,58,3,0,0,0,0,55,42,20,0,0,0,0,61,480
Indiana,Shelby,2000,182,100,64,14,4,0,0,179,100,49,0,0,182,0,0,506
Indiana,Spencer,2000,355,318,32,5,0,0,0,120,53,15,0,299,0,49,7,509
Indiana,St. Joseph,2000,365,245,107,10,3,0,0,166,76,42,0,139,144,81,1,496
Indiana,Tippecanoe,2000,114,45,68,1,0,0,0,111,84,56,0,0,0,114,0,530
