State,County,Year,Days with AQI,Good Days,Moderate Days,Unhealthy for Sensitive Groups Days,Unhealthy Days,Very Unhealthy Days,Hazardous Days,Max AQI,90th Percentile AQI,Median AQI,Days CO,Days NO2,Days Ozone,Days PM2.5,Days PM10,FID
Alabama,Baldwin,2000,257,111,96,39,10,1,0,205,129,54,0,0,215,42,0,20
Alabama,Clay,2000,271,155,101,14,1,0,0,177,90,46,0,0,188,83,0,65
Alabama,Colbert,2000,106,38,66,2,0,0,0,124,80,58,0,0,0,106,0,73
Alabama,DeKalb,2000,354,169,123,58,4,0,0,159,115,51,0,0,297,56,1,112
Alabama,Elmore,2000,242,125,78,37,2,0,0,166,112,50,0,0,242,0,0,118
Alabama,Escambia,2000,119,36,80,3,0,0,0,123,83,57,0,0,0,114,5,122
Alabama,Etowah,2000,101,34,60,7,0,0,0,141,87,59,0,0,0,83,18,131
Alabama,Houston,2000,102,45,56,1,0,0,0,120,79,54,0,0,0,94,8,160
Alabama,Jefferson,2000,366,25,239,73,25,4,0,208,140,79,35,0,83,233,15,171
Alabama,Lawrence,2000,272,136,106,29,1,0,0,172,101,51,0,0,209,63,0,181
Alabama,Madison,2000,366,199,131,30,6,0,0,187,100,48,7,0,264,82,13,217
Alabama,Marengo,2000,57,57,0,0,0,0,0,49,31,21,0,0,0,0,57,220
Alabama,Mobile,2000,285,108,122,46,9,0,0,187,122,60,0,0,206,69,10,240
Alabama,Montgomery,2000,281,117,116,43,5,0,0,195,115,54,0,0,196,84,1,256
Alabama,Morgan,2000,222,80,94,41,7,0,0,187,121,63,0,0,154,54,14,262
Alabama,Pike,2000,59,59,0,0,0,0,0,46,37,22,0,0,0,0,59,279
Alabama,Russell,2000,118,34,77,7,0,0,0,144,92,61,0,0,0,107,11,288
Alabama,Shelby,2000,284,126,105,38,13,2,0,214,122,57,0,19,183,79,3,298
Alabama,Sumter,2000,273,170,83,20,0,0,0,147,93,44,0,0,186,87,0,303
Alabama,Talladega,2000,113,36,72,5,0,0,0,136,91,59,0,0,0,103,10,306
Alabama,Tuscaloosa,2000,107,42,61,4,0,0,0,126,84,56,0,0,0,105,2,313
Alabama,Walker,2000,69,25,42,2,0,0,0,112,84,56,0,0,0,64,5,317
Alaska,Anchorage,2000,304,267,37,0,0,0,0,95,51,28,145,0,0,60,99,400
Alaska,Denali,2000,363,361,1,1,0,0,0,106,34,28,0,0,359,4,0,426
Alaska,Fairbanks North Star,2000,243,169,63,8,3,0,0,169,81,32,128,0,0,114,1,454
Alaska,Juneau,2000,126,108,17,1,0,0,0,107,60,18,0,0,0,124,2,482
Alaska,Ketchikan Gateway,2000,60,49,11,0,0,0,0,93,59,13,0,0,0,60,0,514
Alaska,Matanuska-Susitna,2000,122,104,17,1,0,0,0,115,58,17,0,0,0,111,11,556
Arizona,Apache,2000,69,69,0,0,0,0,0,45,28,15,0,0,0,69,0,761
Arizona,Cochise,2000,354,230,118,6,0,0,0,132,80,46,0,0,327,13,14,763
Arizona,Coconino,2000,364,227,132,5,0,0,0,126,80,47,0,0,352,12,0,771
Arizona,Gila,2000,151,116,35,0,0,0,0,84,68,32,0,0,0,124,27,787
Arizona,Graham,2000,42,39,3,0,0,0,0,70,41,24,0,0,0,0,42,0
Arizona,Maricopa,2000,366,21,178,148,19,0,0,174,136,97,1,118,193,33,21,9
Arizona,Mohave,2000,62,54,8,0,0,0,0,65,51,31,0,0,0,2,60,15
Arizona,Navajo,2000,120,120,0,0,0,0,0,37,25,12,0,0,0,84,36,17
Arizona,Pima,2000,366,175,168,23,0,0,0,136,90,51,4,53,227,5,77,21
Arizona,Pinal,2000,120,107,12,1,0,0,0,123,52,32,0,0,0,120,0,26
Arizona,Santa Cruz,2000,60,32,26,2,0,0,0,106,82,50,0,0,0,40,20,32
Arizona,Yavapai,2000,354,197,129,27,1,0,0,151,97,48,0,0,347,4,3,35
Arizona,Yuma,2000,206,179,27,0,0,0,0,93,56,38,0,0,170,0,36,42
Arkansas,Arkansas,2000,101,39,61,1,0,0,0,101,75,56,0,0,0,101,0,46
Arkansas,Ashley,2000,90,24,65,1,0,0,0,108,82,56,0,0,0,90,0,50
Arkansas,Clark,2000,347,265,57,25,0,0,0,147,90,39,0,0,347,0,0,86
Arkansas,Craighead,2000,57,19,38,0,0,0,0,90,79,55,0,0,0,57,0,114
Arkansas,Crittenden,2000,366,236,98,25,7,0,0,177,100,42,0,0,310,56,0,119
Arkansas,Faulkner,2000,40,13,27,0,0,0,0,84,77,56,0,0,0,40,0,141
Arkansas,Garland,2000,106,51,55,0,0,0,0,99,70,51,0,0,0,106,0,151
Arkansas,Jefferson,2000,57,17,40,0,0,0,0,82,76,56,0,0,0,57,0,213
Arkansas,Marion,2000,49,38,11,0,0,0,0,76,65,42,0,0,0,49,0,282
Arkansas,Miller,2000,42,19,23,0,0,0,0,91,77,52,0,0,0,42,0,287
Arkansas,Mississippi,2000,20,8,12,0,0,0,0,86,84,57,0,0,0,20,0,294
Arkansas,Montgomery,2000,352,300,48,4,0,0,0,119,61,34,0,0,352,0,0,304
Arkansas,Newton,2000,363,257,92,14,0,0,0,129,84,43,0,0,326,37,0,311
Arkansas,Phillips,2000,112,46,66,0,0,0,0,99,76,54,0,0,0,112,0,322
Arkansas,Polk,2000,125,60,65,0,0,0,0,85,69,51,0,0,0,125,0,337
Arkansas,Pope,2000,114,44,69,1,0,0,0,105,73,55,0,0,0,114,0,340
Arkansas,Pulaski,2000,366,104,221,27,14,0,0,200,105,62,1,2,130,232,1,350
Arkansas,Sebastian,2000,115,50,65,0,0,0,0,91,69,52,0,0,0,115,0,378
Arkansas,Union,2000,97,39,57,1,0,0,0,101,77,54,0,0,0,97,0,403
Arkansas,Washington,2000,96,50,46,0,0,0,0,97,69,50,0,0,0,96,0,417
Arkansas,White,2000,34,12,22,0,0,0,0,83,76,56,0,0,0,34,0,428
California,Alameda,2000,366,293,59,11,2,1,0,209,70,39,2,129,182,53,0,457
California,Amador,2000,366,238,83,34,11,0,0,192,112,44,15,0,351,0,0,472
California,Butte,2000,361,226,88,40,7,0,0,174,108,44,16,41,260,25,19,486
California,Calaveras,2000,364,245,71,34,14,0,0,200,115,38,29,0,311,23,1,489
California,Colusa,2000,365,306,54,5,0,0,0,105,61,36,0,0,280,30,55,497
California,Contra Costa,2000,366,251,92,22,1,0,0,172,89,43,0,41,215,109,1,503
California,Del Norte,2000,134,133,1,0,0,0,0,53,29,14,0,0,0,87,47,511
California,El Dorado,2000,366,184,107,44,29,2,0,208,136,50,0,22,330,14,0,522
California,Fresno,2000,366,50,121,89,88,18,0,227,183,112,2,24,230,109,1,527
California,Glenn,2000,366,284,76,6,0,0,0,126,67,40,0,0,328,0,38,537
California,Humboldt,2000,77,63,14,0,0,0,0,76,60,28,0,0,0,57,20,551
