NAME,STREET,CITY,STATE,ZIP,AFFILIATION,RULING,FOUNDATION,ACTIVITY,ORGANIZATION,x,y
GIMMEL FOUNDATION INC,100 CROSSWAYS PARK DR W STE 403,WOODBURY,NY,11797,3,197307,15,29000000,1,-8180667.333521884,4984052.675090409
FIRST ASSEMBLY OF GOD MANCHESTER,227 LONDONDERRY TNPK,HOOKSETT,NH,3106,9,196408,10,1000000,5,-7950544.565208286,5318107.778620885
NEW LIFE FELLOWSHIP,PO BOX 605,CONCORD,NH,3302,9,195809,10,0,1,-7962343.09539848,5343798.8254702585
PROTESTANT EPISCOPAL CHURCH IN THE UNITED STATES OF AMERICA,64 STATE ST,MONTPELIER,VT,5602,9,194001,10,0,5,-8079297.912774186,5505853.69363266
FIRST FREEWILL BAPTIST CHURCH-SUTTON,PO BOX 51,NORTH SUTTON,NH,3260,9,195504,10,1000000,5,-8007197.837060251,5366670.286394129
ST MICHAELS EPISCOPAL CHURCH,16 BRADLEY AVE,BRATTLEBORO,VT,5301,9,194001,10,0,5,-8077097.126441197,5290623.919017301
TRINITY UNITED METHODIST CHURCH,137 MAIN ST,MONTPELIER,VT,5602,9,197410,10,0,5,-8078865.547871942,5506014.26097622
ROMAN CATHOLIC DIOCESE OF BURLINGTON,55 JOY DR,S BURLINGTON,VT,5403,9,194603,11,1150120,5,-8148498.8949893825,5535457.122388015
VERMONT CONFERENCE OF THE UNITED CHURCH OF CHRIST,36 N MAIN ST,RANDOLPH,VT,5060,3,194111,10,29000000,1,-8089149.576389894,5453985.125889152
LOCHMERE FREE BAPTIST CHURCH,PO BOX 12,LOCHMERE,NH,3252,9,195504,10,1000000,5,-7963663.678517761,5384232.074468671
CENTRE CONGREGATIONAL CHURCH,193 MAIN ST,BRATTLEBORO,VT,5301,9,196406,10,0,5,-8077209.670446388,5289772.914012311
OHAVI ZEDEK SYNAGOGUE,188 N PROSPECT ST,BURLINGTON,VT,5401,3,197804,10,1000000,5,-8148770.959824883,5540940.124067828
BETHANY CHURCH OF RANDOLPH VT,30 N MAIN ST,RANDOLPH,VT,5060,3,195101,10,1000000,1,-8089119.297488399,5453870.59804984
SAINT MICHAELS COLLEGE,ONE WINOOSKI PARK BOX 274,COLCHESTER,VT,5439,9,197302,11,150120001,5,-8149844.07971613,5540083.060590153
PROTESTANT EPISCOPAL CHURCH IN THE UNITED STATES OF AMERICA,PO BOX 113,ALBURGH,VT,5440,9,194001,10,0,5,-8159994.636164623,5617274.407522295
VERMONT BAPTIST STATE CONVENTION,19 ORCHARD TER,BURLINGTON,VT,5401,8,197104,10,1000000,1,-8149704.373755183,5540008.794916377
PROTESTANT EPISCOPAL CHURCH IN THE UNITED STATES OF AMERICA,2 CHERRY ST,BURLINGTON,VT,5401,9,194001,10,0,5,-8150633.000947383,5539894.745239897
VERMONT ECUMENICAL COUNCIL & BIBLE SOCIETY,PO BOX 764,RICHMOND,VT,5477,3,194303,15,29000000,1,-8125690.644520751,5528209.496056464
GRACE CONGREGATIONAL UNITED CHURCH OF CHRIST,8 COURT ST,RUTLAND,VT,5701,9,196406,10,1029000,5,-8123612.754905604,5404905.458455379
FIRST BAPTIST CHURCH,190 MAIN ST,BRATTLEBORO,VT,5301,9,195504,10,1000000,5,-8077211.340238753,5289752.110610034
PROTESTANT EPISCOPAL CHURCH IN THE UNITED STATES OF AMERICA,PO BOX 64,BELLOWS FALLS,VT,5101,9,194001,10,0,5,-8064955.954858338,5331918.958576426
PROTESTANT EPISCOPAL CHURCH IN THE UNITED STATES OF AMERICA,PO BOX 799,BENNINGTON,VT,5201,9,194001,10,0,5,-8147868.937990985,5293467.692458551
ROCK POINT SCHOOL,1 ROCK POINT RD,BURLINGTON,VT,5408,3,197107,11,46030000,1,-8153022.80777573,5542593.471947188
PROTESTANT EPISCOPAL CHURCH IN THE UNITED STATES OF AMERICA,LAKE MOREY ROAD EAST,FAIRLEE,VT,5045,9,194001,10,0,5,-8031135.646401963,5453708.314080851
ROMAN CATHOLIC DIOCESE OF BURLINGTN,305 FLYNN AVE,BURLINGTON,VT,5401,9,194603,10,0,5,-8150233.475294928,5536193.976794011
FIRST UNITED METHODIST CHURCH,21 BUELL ST,BURLINGTON,VT,5401,9,197410,10,1919000,5,-8149767.825864938,5539876.959235832
FIRST BAPTIST CHURCH,601 MAIN ST,BENNINGTON,VT,5201,9,195504,10,1000000,5,-8147753.388359542,5293414.828041323
HEDDING UNITED METHODIST CHURCH,40 WASHINGTON ST,BARRE,VT,5641,9,197410,10,1919000,5,-8070627.014997314,5495917.840775387
TRUSTEES OF THE DIOCESE OF VERMONT,5 ROCK POINT RD,BURLINGTON,VT,5408,3,196407,10,29000000,1,-8153065.5544602,5542607.517717928
CARTHUSIAN FOUNDATION IN AMERICA INCORPORATED,1A SAINT BRUNO DR,ARLINGTON,VT,5250,3,195109,11,3000000,1,-8141890.413418445,5333019.567779979
UNITED METHODIST CHURCH AND ITS AFFILIATED ORGANIZATIONS,356 BELLE VISTA RD,NORTH TROY,VT,5859,9,197110,10,1919000,5,-8061805.94722736,5615115.906342827
NORTHEASTERN GOSPEL CRUSADE INC,LOCAL,ST JOHNSBURY,VT,5819,3,196201,10,29000000,1,-8016919.368191228,5530780.695290987
VERMONT CONGREGATIONAL HOME INC,4717 MAIN ST S,NEWBURY,VT,5051,3,196501,16,32000000,1,-8021049.5439386405,5478093.388886008
CALVARY BAPTIST CHURCH,156 MAIN ST,SPRINGFIELD,VT,5156,9,195504,10,1000000,5,-8068442.815268454,5356965.9816311505
GOOD SHEPHERD LUTHERAN CHURCH AND LITTLE LAMBS,6 CHURCH HILL RD,RUTLAND,VT,5701,9,198704,10,1000000,5,-8121959.660467322,5406418.219669907
COUNCIL FOR COOPERATIVE CHRISTIAN MINISTRY AT THE UNIVERSITY OF VERM,PO BOX 5360,BURLINGTON,VT,5402,3,197511,16,29000000,5,-8150132.063238813,5540144.8450997835
EAST LYNDON CHAPEL,3085 RED VILLAGE RD,LYNDONVILLE,VT,5851,3,197012,10,1000000,1,-8010653.861971418,5545620.836754988
GRACE UNITED METHODIST CHURCH,130 MAPLE ST,ESSEX JCT,VT,5452,9,197410,10,1919000,5,-8137193.2875044225,5540827.6230590055
FIRST BAPTIST CHURCH OF SHELBURNE,127 WEBSTER RD,SHELBURNE,VT,5482,3,197105,10,1000000,1,-8151039.094449797,5525892.9367082035
PROTESTANT EPISCOPAL CHURCH IN THE UNITED STATES OF AMERICA,SOUTH STREET,ISLAND POND,VT,5846,9,194001,10,0,5,-8001912.387637385,5592669.392614048
PROTESTANT EPISCOPAL CHURCH IN THE UNITED STATES OF AMERICA,1167 PLEASANT STREET,SHELDON,VT,5483,9,194001,10,0,5,-8119290.44171708,5603478.428940841
ASCUTNEY UNION CHURCH INC,PO BOX 345,ASCUTNEY,VT,5030,3,197111,10,1000000,1,-8060465.326599737,5374026.576254835
WEBSTERVILLE BAPTIST CHURCH,PO BOX 68,WEBSTERVILLE,VT,5678,3,197012,10,1000000,1,-8067389.287607589,5490195.3752297405
TRINITY BAPTIST CHURCH,300 TRINITY DR,WILLISTON,VT,5495,3,197302,10,1000000,1,-8138456.763724925,5538095.102573223
NORTH AVENUE ALLIANCE CHURCH,901 NORTH AVE,BURLINGTON,VT,5408,9,197205,10,1000000,5,-8152794.491500113,5543411.752282204
REDEEMER LUTHERAN CHURCH,PO BOX 202,SHAFTSBURY,VT,5262,9,198804,10,1000000,1,-8149936.140935018,5303894.647697336
FULL GOSPEL CHRISTAN ASSEMBLY,PO BOX 37,MORRISVILLE,VT,5661,3,197605,10,1000000,5,-8081512.502724023,5553092.0225706985
FAITH UNITED METHODIST CHURCH,899 DORSET ST,S BURLINGTON,VT,5403,9,197410,10,1919000,5,-8146124.338931275,5535012.231543739
GEORGIA PLAIN BAPTIST CHURCH,1493 STONE BRIDGE RD,GEORGIA,VT,5468,9,195504,10,1000000,5,-8144733.624532793,5577658.067893607
LIBERTY BAPTIST CHURCH,PO BOX 412,BARRE,VT,5641,3,197606,10,1000000,1,-8070913.774005594,5496202.916754217
INTERFAITH COUNCIL OF THE MANCHESTER AREA INC,PO BOX 2644,MANCHESTR CTR,VT,5255,3,197610,15,2029000,1,-8132228.994812495,5338208.290563486
CATHOLIC DAUGHTERS OF THE AMERICAS,PO BOX 35,MANCHESTR CTR,VT,5255,9,197201,10,36000000,5,-8132228.994812495,5338208.290563486
FAITH LIGHTHOUSE ASSEMBLY OF GOD,51 ALDERBROOK RD,NEWPORT,VT,5855,9,196408,10,1002029,5,-8041354.886976274,5610367.101418159
VIBRANT CHURCH ASSEMBLY OF GOD INC,2025 WILLISTON RD,S BURLINGTON,VT,5403,9,196408,10,1002029,5,-8142673.768675153,5536815.0081163645
TRINITY LUTHERAN CHURCH,161 WESTERN AVE,BRATTLEBORO,VT,5301,9,198804,10,1000000,1,-8078701.017664545,5289434.902404407
CATHOLIC DAUGHTERS OF THE AMERICAS,3341 E BETHEL RD,RANDOLPH CTR,VT,5061,9,194603,10,36601279,5,-8082729.447397376,5449052.29327971
FIRST BAPTIST CHURCH,PO BOX 98,BARRE,VT,5641,9,195504,10,1000000,5,-8070913.774005594,5496202.916754217
PROTESTANT EPISCOPAL CHURCH IN THE UNITED STATES OF AMERICA,3 MAIN ST,MIDDLEBURY,VT,5753,9,194001,10,0,5,-8145014.483608063,5467661.135222095
SAINT ALBANS VT CHAMPLAIN VALLEY,127 UPPER WELDEN ST,ST ALBANS,VT,5478,9,196307,10,1000000,5,-8134178.86701323,5590458.396213811
CHURCH OF THE INCARNATION,R D 2,NORTHFIELD,VT,5663,3,197805,10,1007029,1,-8088262.80532624,5488427.531285543
UNITED CHURCH OF UNDERHILL INC,PO BOX 265,UNDERHILL,VT,5489,9,197410,10,1919000,5,-8119993.424301444,5547593.419317347
MOUNTAIN VIEW BAPTIST CHURCH OF DANBY FOUR CORNERS INC,89 DANBY PAWLET RD,DANBY,VT,5739,3,197811,10,1000000,1,-8131818.337210958,5366171.48028373
HOLY TRINITY ORTHODOX CHURCH,90 PARK ST,SPRINGFIELD,VT,5156,9,197210,10,1000000,1,-8069148.692159577,5357426.055451433
COMMUNITY ALLIANCE CHURCH OF THE CHRISTIAN AND MISSIONARY ALLIANCE,PO BOX 582,HINESBURG,VT,5461,9,197205,10,1000000,5,-8138428.933852227,5516796.604036086
ANGLICAN CHURCH PROVINCE OF NEW ENGLAND LTD,ST ANDREWS ABBEY,SOUTH NEWBURY,VT,5051,3,197802,10,2000000,1,-8028435.703472264,5478909.16534425
KDAKINNA POBATAMWOGAN MEDECINE SOCIETY,15 JEWETT ST,SWANTON,VT,5488,3,197812,10,1029994,1,-8139547.138137246,5607915.352927772
WATERBURY CHURCH OF THE CHRISTIAN AND MISSIONARY ALLIANCE,4987 VT ROUTE 100,DUXBURY,VT,5676,9,197205,10,1000000,5,-8099933.986018965,5514134.2848574575
NEW LIFE WORSHIP CENTER,PO BOX 546,BARRE,VT,5641,9,196408,10,1002029,5,-8070913.774005594,5496202.916754217
PRECISION VALLEY BAPTIST CHURCH,PO BOX 407,N SPRINGFIELD,VT,5150,3,197810,10,1006007,1,-8074175.769044313,5363846.674455032
PROTESTANT EPISCOPAL CHURCH IN THE UNITED STATES OF AMERICA,39 WEST CHURCH STREET,HARDWICK,VT,5843,9,194001,10,0,5,-8055712.874898791,5544101.175071025
LIFE IN CHRIST FELLOWSHIP INC,81 WEAVER ST,NEWPORT,VT,5855,3,197908,10,7000000,1,-8037442.006874891,5611230.363339727
HARVEST CHRISTIAN MINISTRIES,95 MAIN STREET,BENNINGTON,VT,5201,3,198505,10,1000000,1,-8149596.393849113,5294194.152667081
GETHSEMANE MINISTRIES INC,35 BEACON ST,BARRE,VT,5641,3,197910,10,1006000,1,-8070676.663490208,5496703.529184084
FIRST BAPTIST CHURCH,33 SCHOOL ST,RICHFORD,VT,5476,9,195504,10,1000000,5,-8090070.52253723,5620856.056098563
WILMINGTON BAPTIST CHURCH,8 N MAIN ST,WILMINGTON,VT,5363,9,195504,10,1000000,5,-8111903.280308041,5292022.383343357
RELIGIOUS HOSPITALLERS OF ST JOSEPH OF VERMONT INC,786 COLLEGE PKWY,COLCHESTER,VT,5446,3,197809,10,1003000,1,-8143888.375639201,5542779.033933744
MACEDONIA BAPTIST CHURCH OF PLAINFIELD VERMONT,PO BOX 134,RANDOLPH CTR,VT,5061,3,198605,10,1029000,1,-8082796.0164528685,5456458.718967173
BAPTIST FELLOWSHIP OF RANDOLPH,PO BOX 344,RANDOLPH,VT,5060,3,198106,10,1006007,1,-8088753.724280632,5453495.494588514
FIRST BAPTIST CHURCH,4895 MAIN ST,MANCHESTER CENTER,VT,5255,9,195504,10,1000000,5,-8132624.624282775,5338949.83787027
WHITE CHAPEL SOCIETY INC,2972 CHAPEL RD,BENNINGTON,VT,5201,3,198003,15,296029319,1,-8146229.201891603,5301597.170141733
ROCK CHURCH INC,PO BOX 484,WOODSTOCK,VT,5091,3,197901,10,1000000,1,-8072561.1911498485,5407663.023847652
GRACE BIBLE CHURCH,PO BOX 218,MOSCOW,VT,5662,9,196407,10,1000000,5,-8091434.520257918,5537444.036553686
PROTESTANT EPISCOPAL CHURCH IN THE UNITED STATES OF AMERICA,749 HARTFORD AVE,WHITE RIV JCT,VT,5001,9,194001,10,0,5,-8050018.771625224,5412897.187384896
TRINITY EVANGELICAL FREE CHURCH,44 NORTH MAIN STREET,WINDSOR,VT,5089,9,196504,10,1006007,5,-8057922.78943002,5385588.041400158
PROTESTANT EPISCOPAL CHURCH,1250 SPEAR ST,S BURLINGTON,VT,5403,9,194001,10,0,5,-8147368.8908383455,5534215.287238687
PASSUMPSIC COMMUNITY BAPTIST CHURCH,PO BOX 126,PASSUMPSIC,VT,5861,9,195504,10,1000000,5,-8018059.613735423,5523806.371588116
ESSEX ALLIANCE CHURCH OF THE CHRISTIAN MISSIONARY ALLIANCE,36 OLD STAGE RD,ESSEX JCT,VT,5452,9,197205,10,1000000,5,-8135450.69219554,5545554.3316104915
CHURCH OF THE ROCK,1091 FAIRFAX RD,ST ALBANS,VT,5478,9,196408,10,1000000,5,-8134671.121801515,5588550.039720118
PROTESTANT EPISCOPAL CHURCH IN THE UNITED STATES OF AMERICA,PO BOX 8,CHESTER,VT,5143,9,194001,10,0,5,-8081656.438825622,5352252.453622175
UNITED CHURCH OF BENSON INC,PO BOX 186,BENSON,VT,5731,3,198103,10,1029000,1,-8160925.601066131,5420183.588478564
SOUTH WHEELOCK FREE WILL BAPTISTCHURCH,RFD 2,LYNDONVILLE,VT,5851,3,198010,10,1000000,1,-8015176.550243365,5547753.005804689
LAMOILLE VALLEY CHURCH OF THE NAZARENE,PO BOX 384,JOHNSON,VT,5656,9,196307,10,0,5,-8090711.388845728,5563898.674396168
PAWLET COMMUNITY CHURCH,PO BOX 116,PAWLET,VT,5761,3,198009,10,1000000,1,-8146144.710398088,5364685.78466493
PROTESTANT EPISCOPAL CHURCH IN THE UNITED STATES OF AMERICA,20 ROCK POINT RD,BURLINGTON,VT,5408,9,194001,10,0,5,-8153617.699134534,5542668.382974987
SUNRAY MEDITATION SOCIETY,PO BOX 269,BRISTOL,VT,5443,3,198210,10,998000000,1,-8135449.467681145,5486730.759354453
CROSSROADS CHRISTIAN CHURCH,84 S MAIN ST,BARRE,VT,5641,3,198405,10,1046030,1,-8070671.654113122,5495237.172401766
CHRIST THE REDEEMER LUTHERAN CHURCH,46 WARNER RD,BARRE,VT,5641,9,196601,10,1000000,5,-8076757.045396828,5498588.3695368655
HUNGER MOUNTAIN CHRISTIAN ASSEMBLY,4940 WATERBURY STOWE ROAD,WATERBURY CENTER,VT,5677,3,198105,10,1007349,1,-8095032.36620036,5527644.362696685
ADDISON COUNTY CHURCH OF CHRIST,55 EAST ST,BRISTOL,VT,5443,3,198108,10,1000000,1,-8134569.932384387,5485854.108437521
GRACE BAPTIST CHURCH,PO BOX 1037,MIDDLEBURY,VT,5753,3,198106,10,998000000,1,-8145041.422924837,5467423.381304044
HOMESTEAD BAPTIST CHURCH,12 REGENCY MNR # 3,RUTLAND,VT,5701,3,198305,10,1000000,1,-8121925.262744671,5403119.338142645
MONASTERY OF THE IMMACULATE HEART OF MARY,4103 VT ROUTE 100,WESTFIELD,VT,5874,3,198008,10,1003000,1,-8063315.10556405,5597449.099701292
LEICESTER VT CHURCH OF THE NAZARENE,39 WINDY KNOLL LN,LEICESTER,VT,5733,9,196307,10,1000000,5,-8138067.8134240955,5443361.900498513
CHRISTIAN MISSION TO CHURCHLESS COMMUNITIES,PO BOX 578,MORRISVILLE,VT,5661,3,198203,10,1000000,1,-8081512.502724023,5553092.0225706985
VIJ-VICTORY IN JESUS-MINISTRIES,PO BOX 953,BRADFORD,VT,5033,3,198803,10,1000000,1,-8029163.398983578,5464479.829183121
ST DAVIDS ANGLICIAN PARISH POULTNEY VERMONT,PO BOX 138,WELLS,VT,5774,3,198202,10,1000000,1,-8149029.888960467,5376203.88633203
GREATER BARRE AREA CLERGY ASSOCIATION,PO BOX 98,BARRE,VT,5641,3,198207,10,2408560,5,-8070913.774005594,5496202.916754217
CHURCH OF GOD OF PROPHECY,6 CRESCENT LN,BARRE,VT,5641,9,196906,10,29120000,5,-8067204.051974909,5494302.42273939
BODY OF CHRIST FELLOWSHIP INCORPORATED,PO BOX 51,BELLOWS FALLS,VT,5101,3,198210,10,1002000,1,-8064955.954858338,5331918.958576426
WEST BRATTLEBORO BAPTIST CHURCH,979 WESTERN AVE,BRATTLEBORO,VT,5301,9,196502,10,0,0,-8081903.456775688,5289846.561464248
ASSEMBLY OF GOD CHRISTIAN CENTER,PO BOX 184,VERGENNES,VT,5491,9,196408,10,1000000,5,-8153929.05975028,5491296.0669640135
UNITED METHODIST CHURCH OF WELLS VT INC,1214 W LAKE RD,WELLS,VT,5774,9,197106,10,1002000,5,-8150009.277840468,5381712.273071734
GREEN MOUNTAIN CHRISTIAN CENTER,440 MAIN ST,BENNINGTON,VT,5201,9,196408,10,1002029,5,-8148169.277977147,5293458.12215402
GREEN MOUNTAIN BAPTIST ASSOCIATION,PO BOX 134,RANDOLPH CTR,VT,5061,3,198605,10,2006000,1,-8082796.0164528685,5456458.718967173
MILAREPA CENTER,PO BOX 51,BARNET,VT,5821,3,198305,10,1000000,1,-8030889.407688329,5512966.439261954
HAVURAH THE ADDISON COUNTY JEWISH COMMUNITY INC,PO BOX 823,MIDDLEBURY,VT,5753,3,199808,10,1000000,1,-8145041.422924837,5467423.381304044
FIRST BAPTIST CHURCH,29 CONGRESS ST,ST ALBANS,VT,5478,9,195504,10,1000000,5,-8135421.081210988,5592197.052929861
CHURCH OF THE FIRSTBORN,7 BROADWAY ST,SWANTON,VT,5488,3,198404,10,1007029,1,-8139878.536261336,5608863.43016173
RESURRECTION BAPTIST CHURCH,144 ELM ST,MONTPELIER,VT,5602,3,198405,10,1000000,1,-8078829.814315398,5506299.96279957
AMHERST CHRISTIAN CHURCH INC,134 HOLLIS RD,AMHERST,NH,3031,3,198304,10,1007008,1,-7971032.694849803,5283357.024176483
NORTHFIELD BIBLE FELLOWSHIP,PO BOX 229,NORTHFIELD,VT,5663,3,198504,10,1563560,1,-8088262.80532624,5488427.531285543
NEWPORT ADVENT CHRISTIAN CHURCH,42 MASONIC LN,NEWPORT,VT,5855,9,195809,10,0,5,-8037537.630317481,5613703.302901379
UNITED CHURCH OF FAIRFAX,44 SWEET SLATTERY RD,E FAIRFIELD,VT,5448,9,195504,10,1000000,5,-8122016.544727119,5574485.319115116
NEWPORT CHURCH OF GOD,PO BOX 245,NEWPORT,VT,5855,9,197210,10,1000000,5,-8038822.59119971,5611332.261995322
NEW TESTAMENT ASSEMBLY OF GOD,34 PLATT ST,SWANTON,VT,5488,9,197010,10,1000000,5,-8139192.696878556,5608559.55043332
EAST HUBBARDTON BAPTIST CHURCH,E HUBBARDTON RD,CASTLETON,VT,5735,9,195504,10,1000000,5,-8141756.941348978,5410131.445720247
COVENANT COMMUNITY CHURCH-ESSEX JUNCTION VT,1 WHITCOMB MEADOWS LN,ESSEX,VT,5452,9,197507,10,1000000,5,-8129513.578473572,5543545.824300273
PROTESTANT EPISCOPAL CHURCH IN THE UNITED STATES OF AMERICA,38 GRAND AVE,SWANTON,VT,5488,9,194001,10,0,5,-8140090.154613331,5608546.502541449
PROTESTANT EPISCOPAL CHURCH IN THE UNITED STATES OF AMERICA,PO BOX 726,BARRE,VT,5641,9,194001,10,0,5,-8070913.774005594,5496202.916754217
JERICHO CONGREGATIONAL CHURCH,PO BOX 1022,JERICHO CTR,VT,5465,3,198609,10,1000000,1,-8123430.970177136,5543858.926834476
ST MICHAELS SCHOOL,46 BARRE ST,MONTPELIER,VT,5602,9,194603,10,0,5,-8079000.133136312,5505350.248587018
POULTNEY UNITED BAPTIST CHURCH,PO BOX 601,POULTNEY,VT,5741,9,195504,10,1000000,5,-8149130.076502182,5392409.390139131
VICTORY CENTER INCORPORATED,PO BOX 8084,ESSEX,VT,5451,3,198712,10,1000000,1,-8135043.819456694,5544359.975738046
ST MARYS EPISCOPAL CHURCH,203 S MAIN ST,NORTHFIELD,VT,5663,9,194001,10,0,5,-8088069.443370727,5488044.807141645
GENCON INSURANCE COMPANY,159 BANK ST STE 400,BURLINGTON,VT,5401,9,194704,10,211029000,5,-8150051.690566461,5539739.352905184
PROTESTANT EPISCOPAL CHURCH IN THE UNITED STATES OF AMERICA,1063 PRIM RD,COLCHESTER,VT,5446,9,194001,10,0,5,-8153631.057473427,5549282.179947878
ORDINARY MUTUAL A RISK RETENTION GROUP CORP,76 ST PAUL ST STE 500,BURLINGTON,VT,5401,1,198902,17,4000000,1,-8150157.889360676,5539700.505235961
PLEASANT STREET BAPTIST CHURCH,193 PLEASANT ST,ST JOHNSBURY,VT,5819,3,198807,10,1007029,1,-8016405.517421726,5531959.085836171
NEW COVENANT CHRISTIAN FELLOWSHIP MINISTRIES INC,PO BOX 1055,ATLANTIC CITY,NJ,8404,3,200609,10,0,1,-8285882.842676487,4773397.814266985
UNIVERSITY INSURANCE COMPANY OF VERMONT,159 BANK ST STE 400,BURLINGTON,VT,5401,2,201005,10,0,1,-8150051.690566461,5539739.352905184
MID VERMONT CHRISTIAN SCHOOL,399 W GILSON AVE,WHITE RIV JCT,VT,5001,3,198908,11,29000000,1,-8062615.462564409,5410452.485904426
CHAMPLAIN VALLEY UNITARIAN- UNIVERSALIST SOCIETY,2 DUANE CT,MIDDLEBURY,VT,5753,3,199204,10,1007000,1,-8144693.549516107,5466990.301124413
CHAPEL OF HIS GLORY,1 EAST ST APT 2,ESSEX JCT,VT,5452,3,199111,10,1000000,5,-8138254.162251681,5541566.78481277
CORNERSTONE COMMUNITY CHURCH ASSEMBLY OF GOD INC,26 BOMBARDIER RD,MILTON,VT,5468,9,196408,10,1002029,5,-8140167.855617905,5561863.432287304
PROTESTANT EPISCOPAL CHURCH IN THE UNITED STATES OF AMERICA,1661 E WARREN RD,WAITSFIELD,VT,5673,9,194001,10,0,5,-8105357.471610415,5491497.194543371
CHURCH OF THE SACRED EARTH A UNION OF PAGAN CONGREGATIONS,RR 1 BOX 239,BETHEL,VT,5032,3,198910,10,1000000,1,-8085375.845652006,5438515.9188910555
BRIGHTON BAPTIST CHURCH,PO BOX 184,ISLAND POND,VT,5846,3,199308,10,1000000,1,-8001938.436398228,5592340.164543158
REFORMED BIBLE CHURCH,PO BOX 504,WEST RUTLAND,VT,5777,3,200301,10,0,1,-8131472.912831026,5403485.173409072
PROTESTANT EPISCOPAL CHURCH IN THE UNITED STATES OF AMERICA,PO BOX 276,ENOSBURG FLS,VT,5450,9,194001,10,0,5,-8104569.552254581,5607145.771620572
INDEPENDENT ASSEMBLIES OF GOD,RR 1 BOX 323,DERBY,VT,5829,9,196402,10,1000000,5,-8029552.905881868,5614880.404646584
CALVARY CHURCH ASSEMBLY OF GOD,PO BOX 216,PROCTORSVILLE,VT,5153,9,196408,10,1002029,5,-8085919.084767072,5370266.065386017
UPPER VALLEY CHRISTIAN COMMUNICATIONS FELLOWSHIP INC,PO BOX 377,HARTFORD,VT,5047,3,199106,15,121008029,1,-8052459.228821887,5412850.256566166
NORTH HARTLAND COMMUNITY CHURCH,GENERAL DELIVERY,N HARTLAND,VT,5052,3,199202,10,1007005,3,-8054701.092046975,5402368.191503796
SPIRITUAL ASSEMBLY OF THE BAHAIS OF TOWN OF BRATTLEBORO,PO BOX 221,BRATTLEBORO,VT,5302,9,199505,10,1000000,1,-8077217.796769221,5289786.124955964
PROTESTANT EPISCOPAL CHURCH IN THE UNITED STATES OF AMERICA,PO BOX 125,NEWPORT,VT,5855,9,194001,10,0,5,-8038822.59119971,5611332.261995322
SPIRITUAL ASSEMBLY OF THE BAHAIS OF HARTFORD TOWN,4884 JERICHO ST,WHITE RIV JCT,VT,5001,9,196506,10,0,1,-8058796.8700717315,5417329.608308381
BAHAIS OF ROCHESTER TOWN,PO BOX 24,ROCHESTER,VT,5767,9,196506,10,0,1,-8104930.784002204,5445876.0309247
BAHAIS OF BENNINGTON TOWN,100 STARK ST,BENNINGTON,VT,5201,9,199505,10,1000000,1,-8148976.232965907,5293217.348660056
PROTESTANT EPISCOPAL CHURCH IN THE UNITED STATES OF AMERICA,PO BOX 217,PROCTORSVILLE,VT,5153,9,194001,10,0,5,-8085919.084767072,5370266.065386017
COMMUNITY CHURCH OF WHITINGHAM,PO BOX 558,WHITINGHAM,VT,5361,3,200204,10,0,5,-8111353.584662505,5279012.782652857
BAHAIS OF COLCHESTER TOWN,613 POOR FARM RD,COLCHESTER,VT,5446,9,199505,10,1000000,1,-8146020.366526876,5549226.736646238
WOLCOTT VT CHURCH OF THE NAZARENE,3924 RTE 15,WOLCOTT,VT,5680,9,196307,10,1000000,5,-8066732.613931401,5550781.619960666
BAHAIS OF MONTPELIER,27 DEERFIELD DR,MONTPELIER,VT,5602,9,199505,10,1000000,1,-8080365.8006493645,5507842.098575772
PROTESTANT EPISCOPAL CHURCH IN THE UNITED STATES OF AMERICA,262 MAIN STREET,NORWICH,VT,5055,9,194001,10,0,5,-8049280.278123305,5421006.873824075
WINDHAM COMMUNITY CHAPEL,850 US ROUTE 5,DUMMERSTON,VT,5301,3,199209,10,1007029,1,-8074795.707288538,5299397.2353541665
SAINT VINCENT DE PAUL PARISH CHARITABLE TRUST,18 N PLEASANT ST,NORTH TROY,VT,5859,9,194603,10,0,5,-8060363.2466266835,5620509.585909101
ASCENSION LUTHERAN CHURCH,95 ALLEN RD,S BURLINGTON,VT,5403,9,198804,10,1000000,1,-8149255.867526777,5530930.635467483
LIGHTHOUSE CHRISTIAN CHURCH,PO BOX 658,MONTPELIER,VT,5601,3,199305,10,1029000,1,-8079301.586317378,5505907.785704345
FEDERATED CHURCH OF BRISTOL,37 NORTH ST,BRISTOL,VT,5443,9,197410,10,1919000,5,-8135095.8056588955,5486438.99838036
TOUCH OF GRACE ASSEMBLY OF GOD,104 VERMONT RT 16,E HARDWICK,VT,5836,9,196408,10,1002029,5,-8050845.875441818,5543199.176484243
CHRIST MEMORIAL CHURCH,999 ESSEX RD,WILLISTON,VT,5495,9,197204,10,1059349,5,-8138896.809672028,5538123.180257502
BAHAIS OF SPRINGFIELD TOWN,9 PLEASANT VALLEY RD,N SPRINGFIELD,VT,5156,9,199505,10,1000000,0,-8075123.877147397,5354356.930906546
WILLIAMSTOWN LUTHERAN CHURCH,134 SCENIC VIEW DR,NORTHFIELD,VT,5663,9,194107,10,1000000,5,-8090223.141559109,5486712.301048271
MISSIONARY IMAGE OF OUR LADY OF GUADALUPE INC,144 SHELDON RD,ST ALBANS,VT,5478,3,199212,15,6007000,1,-8135187.644238796,5594155.775786316
