BaseYear,state,incidentType,designatedArea,Freq,FID
2015,FL,Hurricane,Baker,6,641
2015,FL,Hurricane,Brevard,7,686
2015,FL,Hurricane,Broward,7,695
2015,FL,Hurricane,Citrus,7,843
2015,FL,Hurricane,Clay,6,852
2015,FL,Hurricane,Duval,7,924
2015,FL,Hurricane,Flagler,7,935
2015,FL,Hurricane,Glades,4,940
2015,FL,Hurricane,Hendry,4,944
2015,FL,Hurricane,Highlands,4,946
2015,FL,Hurricane,Indian River,7,949
2015,FL,Hurricane,Marion,6,960
2015,FL,Hurricane,Lake,5,953
2015,FL,Hurricane,Martin,7,961
2015,FL,Hurricane,Hernando,7,945
2015,FL,Hurricane,Miami-Dade,5,962
2015,FL,Hurricane,Monroe,5,963
2015,FL,Hurricane,Nassau,7,964
2015,FL,Hurricane,Okeechobee,5,966
2015,FL,Hurricane,Orange,6,967
2015,FL,Hurricane,Osceola,7,968
2015,FL,Hurricane,Palm Beach,7,969
2015,FL,Hurricane,Polk,4,972
2015,FL,Hurricane,Putnam,7,973
2015,FL,Hurricane,St. Johns,7,974
2015,FL,Hurricane,St. Lucie,7,975
2015,FL,Hurricane,Seminole,7,978
2015,FL,Hurricane,Volusia,7,983
2015,SC,Hurricane,Aiken,5,2503
2015,SC,Hurricane,Abbeville,5,2489
2015,SC,Hurricane,Allendale,7,2527
2015,SC,Hurricane,Bamberg,6,2592
2015,SC,Hurricane,Barnwell,6,2605
2015,SC,Hurricane,Beaufort,7,2626
2015,SC,Hurricane,Berkeley,8,2631
2015,SC,Hurricane,Calhoun,7,2635
2015,SC,Hurricane,Charleston,8,2691
2015,SC,Hurricane,Anderson,5,2559
2015,SC,Hurricane,Cherokee,5,2700
2015,SC,Hurricane,Chester,5,2704
2015,SC,Hurricane,Chesterfield,7,2708
2015,SC,Hurricane,Clarendon,7,2715
2015,SC,Hurricane,Colleton,8,2718
2015,SC,Hurricane,Dillon,8,2725
2015,SC,Hurricane,Dorchester,8,2730
2015,SC,Hurricane,Fairfield,5,2738
2015,SC,Hurricane,Darlington,7,2721
2015,SC,Hurricane,Florence,7,2742
2015,SC,Hurricane,Georgetown,8,2752
2015,SC,Hurricane,Greenville,5,2759
2015,SC,Hurricane,Greenwood,5,2764
2015,SC,Hurricane,Hampton,6,2767
2015,SC,Hurricane,Horry,8,2774
2015,SC,Hurricane,Edgefield,5,2735
2015,SC,Hurricane,Jasper,8,2783
2015,SC,Hurricane,Kershaw,6,2787
2015,SC,Hurricane,Lancaster,6,2790
2015,SC,Hurricane,Laurens,5,2794
2015,SC,Hurricane,Lee,6,2800
2015,SC,Hurricane,McCormick,5,2807
2015,SC,Hurricane,Marlboro,7,2813
2015,SC,Hurricane,Newberry,5,2818
2015,SC,Hurricane,Lexington,5,2803
2015,SC,Hurricane,Marion,8,2811
2015,SC,Hurricane,Orangeburg,7,2829
2015,SC,Hurricane,Pickens,5,2834
2015,SC,Hurricane,Richland,6,2843
2015,SC,Hurricane,Oconee,5,2822
2015,SC,Hurricane,Saluda,5,2846
2015,SC,Hurricane,Union,5,2860
2015,SC,Hurricane,Williamsburg,8,2864
2015,SC,Hurricane,York,5,2867
2015,SC,Hurricane,Spartanburg,5,2851
2015,GA,Hurricane,Appling,5,987
2015,SC,Hurricane,Sumter,7,2855
2015,GA,Hurricane,Atkinson,5,988
2015,GA,Hurricane,Bacon,5,989
2015,GA,Hurricane,Bulloch,6,579
2015,GA,Hurricane,Burke,5,583
2015,GA,Hurricane,Camden,6,603
2015,GA,Hurricane,Candler,6,616
2015,GA,Hurricane,Bryan,6,573
2015,GA,Hurricane,Brantley,6,999
2015,GA,Hurricane,Charlton,5,635
2015,GA,Hurricane,Chatham,6,646
2015,GA,Hurricane,Clinch,4,676
2015,GA,Hurricane,Coffee,5,684
2015,GA,Hurricane,Echols,5,737
2015,GA,Hurricane,Evans,6,754
2015,GA,Hurricane,Glynn,6,793
2015,GA,Hurricane,Jeff Davis,5,832
2015,GA,Hurricane,Emanuel,6,750
2015,GA,Hurricane,Effingham,6,742
2015,GA,Hurricane,Liberty,6,855
2015,GA,Hurricane,Jenkins,6,835
2015,GA,Hurricane,Screven,6,34
2015,GA,Hurricane,McIntosh,6,871
2015,GA,Hurricane,Long,6,860
2015,GA,Hurricane,Treutlen,5,102
2015,GA,Hurricane,Ware,5,132
2015,GA,Hurricane,Wayne,6,147
2015,NC,Hurricane,Alamance,6,1967
2015,NC,Hurricane,Anson,6,1972
2015,NC,Hurricane,Beaufort,8,1981
2015,GA,Hurricane,Pierce,6,915
2015,GA,Hurricane,Tattnall,6,63
2015,GA,Hurricane,Toombs,6,91
2015,NC,Hurricane,Bertie,7,1983
2015,NC,Hurricane,Bladen,7,1986
2015,NC,Hurricane,Brunswick,9,1995
2015,NC,Hurricane,Camden,6,1433
2015,NC,Hurricane,Chatham,7,1451
2015,NC,Hurricane,Carteret,8,1447
2015,NC,Hurricane,Caswell,5,1449
