CA,2000-09-14T18:00:00.000Z,Earthquake,Napa (County)
WA,2001-03-01T20:30:00.000Z,Earthquake,Douglas (County)
WA,2001-03-01T20:30:00.000Z,Earthquake,Walla Walla (County)
WA,2001-03-01T20:30:00.000Z,Earthquake,Clark (County)
WA,2001-03-01T20:30:00.000Z,Earthquake,Island (County)
WA,2001-03-01T20:30:00.000Z,Earthquake,Benton (County)
WA,2001-03-01T20:30:00.000Z,Earthquake,Chelan (County)
WA,2001-03-01T20:30:00.000Z,Earthquake,Jefferson (County)
WA,2001-03-01T20:30:00.000Z,Earthquake,Kittitas (County)
WA,2001-03-01T20:30:00.000Z,Earthquake,Skamania (County)
WA,2001-03-01T20:30:00.000Z,Earthquake,Wahkiakum (County)
WA,2001-03-01T20:30:00.000Z,Earthquake,Yakima (County)
WA,2001-03-01T20:30:00.000Z,Earthquake,Cowlitz (County)
WA,2001-03-01T20:30:00.000Z,Earthquake,Grays Harbor (County)
WA,2001-03-01T20:30:00.000Z,Earthquake,Kitsap (County)
WA,2001-03-01T20:30:00.000Z,Earthquake,Lewis (County)
WA,2001-03-01T20:30:00.000Z,Earthquake,Mason (County)
WA,2001-03-01T20:30:00.000Z,Earthquake,Pacific (County)
WA,2001-03-01T20:30:00.000Z,Earthquake,Skagit (County)
WA,2001-03-01T20:30:00.000Z,Earthquake,Snohomish (County)
WA,2001-03-01T20:30:00.000Z,Earthquake,Pierce (County)
WA,2001-03-01T20:30:00.000Z,Earthquake,Thurston (County)
WA,2001-03-01T20:30:00.000Z,Earthquake,Clallam (County)
WA,2001-03-01T20:30:00.000Z,Earthquake,King (County)
WA,2001-03-01T20:30:00.000Z,Earthquake,Whatcom (County)
GU,2001-12-05T07:00:00.000Z,Earthquake,Guam (County-equivalent)
NY,2002-05-16T12:00:00.000Z,Earthquake,Clinton (County)
NY,2002-05-16T12:00:00.000Z,Earthquake,Essex (County)
NY,2002-05-16T12:00:00.000Z,Earthquake,Hamilton (County)
NY,2002-05-16T12:00:00.000Z,Earthquake,Franklin (County)
NY,2002-05-16T12:00:00.000Z,Earthquake,Warren (County)
NY,2002-05-16T12:00:00.000Z,Earthquake,Washington (County)
AK,2002-11-08T19:25:00.000Z,Earthquake,Matanuska-Susitna (Borough)
AK,2002-11-08T19:25:00.000Z,Earthquake,Southeast Fairbanks (Census Area)
AK,2002-11-08T19:25:00.000Z,Earthquake,Valdez-Cordova (Census Area)
AK,2002-11-08T19:25:00.000Z,Earthquake,Yukon-Koyukuk (Census Area)
AK,2002-11-08T19:25:00.000Z,Earthquake,Fairbanks North Star (Borough)
AK,2002-11-08T19:25:00.000Z,Earthquake,Denali (Borough)
CA,2004-01-13T00:00:00.000Z,Earthquake,Santa Barbara (County)
CA,2004-01-13T00:00:00.000Z,Earthquake,San Luis Obispo (County)
HI,2006-10-17T16:48:00.000Z,Earthquake,Kauai (County)
HI,2006-10-17T16:48:00.000Z,Earthquake,Hawaii (County)
HI,2006-10-17T16:48:00.000Z,Earthquake,Maui (County)
HI,2006-10-17T16:48:00.000Z,Earthquake,Honolulu (County)
AS,2009-09-29T21:55:00.000Z,Earthquake,Western (District)
AS,2009-09-29T21:55:00.000Z,Earthquake,Eastern (District)
AS,2009-09-29T21:55:00.000Z,Earthquake,Manu'a (District)
AS,2009-09-29T21:55:00.000Z,Earthquake,Rose Island (Island) (County-equivalent)
AS,2009-09-29T21:55:00.000Z,Earthquake,Swains Island (Island) (County-equivalent)
