KY,2000-01-10T13:00:00.000Z,Tornado,Breckinridge,1020
KY,2000-01-10T13:00:00.000Z,Tornado,Carlisle,1039
KY,2000-01-10T13:00:00.000Z,Tornado,Livingston,1187
KY,2000-01-10T13:00:00.000Z,Tornado,Spencer,1000
KY,2000-01-10T13:00:00.000Z,Tornado,Hancock,1107
KY,2000-01-10T13:00:00.000Z,Tornado,Henderson,1126
KY,2000-01-10T13:00:00.000Z,Tornado,Crittenden,1064
KY,2000-01-10T13:00:00.000Z,Tornado,Daviess,1071
KY,2000-01-10T13:00:00.000Z,Tornado,Hopkins,1136
KY,2000-01-10T13:00:00.000Z,Tornado,Webster,1029
TX,2000-04-07T13:45:00.000Z,Tornado,Tarrant,2500
ND,2000-12-29T15:00:00.000Z,Tornado,Benson,1831
ND,2000-12-29T15:00:00.000Z,Tornado,Bowman,1838
ND,2000-12-29T15:00:00.000Z,Tornado,Cavalier,1849
ND,2000-12-29T15:00:00.000Z,Tornado,Divide,2007
ND,2000-12-29T15:00:00.000Z,Tornado,Golden Valley,2036
ND,2000-12-29T15:00:00.000Z,Tornado,McKenzie,2097
ND,2000-12-29T15:00:00.000Z,Tornado,Ramsey,2141
ND,2000-12-29T15:00:00.000Z,Tornado,Towner,2205
ND,2000-12-29T15:00:00.000Z,Tornado,Williams,2244
MD,2002-05-01T18:00:00.000Z,Tornado,Dorchester,1346
MD,2002-05-01T18:00:00.000Z,Tornado,Calvert,1946
MD,2002-05-01T18:00:00.000Z,Tornado,Charles,1294
IL,2002-05-21T08:45:00.000Z,Tornado,Clinton,27
IL,2002-05-21T08:45:00.000Z,Tornado,Edwards,71
IL,2002-05-21T08:45:00.000Z,Tornado,Hardin,113
IL,2002-05-21T08:45:00.000Z,Tornado,Jefferson,137
IL,2002-05-21T08:45:00.000Z,Tornado,Madison,199
IL,2002-05-21T08:45:00.000Z,Tornado,Massac,208
IL,2002-05-21T08:45:00.000Z,Tornado,Monroe,219
IL,2002-05-21T08:45:00.000Z,Tornado,Perry,235
IL,2002-05-21T08:45:00.000Z,Tornado,Washington,305
IL,2002-05-21T08:45:00.000Z,Tornado,White,312
IL,2002-05-21T08:45:00.000Z,Tornado,Williamson,324
IL,2002-05-21T08:45:00.000Z,Tornado,Bond,652
IL,2002-05-21T08:45:00.000Z,Tornado,Champaign,12
IL,2002-05-21T08:45:00.000Z,Tornado,Christian,14
IL,2002-05-21T08:45:00.000Z,Tornado,Clay,22
IL,2002-05-21T08:45:00.000Z,Tornado,Coles,30
IL,2002-05-21T08:45:00.000Z,Tornado,Ford,81
IL,2002-05-21T08:45:00.000Z,Tornado,Franklin,85
IL,2002-05-21T08:45:00.000Z,Tornado,Iroquois,125
IL,2002-05-21T08:45:00.000Z,Tornado,Crawford,40
IL,2002-05-21T08:45:00.000Z,Tornado,De Witt,53
IL,2002-05-21T08:45:00.000Z,Tornado,Logan,186
IL,2002-05-21T08:45:00.000Z,Tornado,McDonough,189
IL,2002-05-21T08:45:00.000Z,Tornado,Macon,194
IL,2002-05-21T08:45:00.000Z,Tornado,Marion,201
IL,2002-05-21T08:45:00.000Z,Tornado,St. Clair,269
IL,2002-05-21T08:45:00.000Z,Tornado,Vermilion,296
IL,2002-05-21T08:45:00.000Z,Tornado,Effingham,76
IL,2002-05-21T08:45:00.000Z,Tornado,Fayette,79
IL,2002-05-21T08:45:00.000Z,Tornado,Hamilton,106
IL,2002-05-21T08:45:00.000Z,Tornado,Montgomery,223
IL,2002-05-21T08:45:00.000Z,Tornado,Piatt,238
IL,2002-05-21T08:45:00.000Z,Tornado,Richland,259
IL,2002-05-21T08:45:00.000Z,Tornado,Adams,650
IL,2002-05-21T08:45:00.000Z,Tornado,Alexander,651
IL,2002-05-21T08:45:00.000Z,Tornado,Brown,654
IL,2002-05-21T08:45:00.000Z,Tornado,Clark,19
IL,2002-05-21T08:45:00.000Z,Tornado,Cumberland,44
IL,2002-05-21T08:45:00.000Z,Tornado,Calhoun,4
IL,2002-05-21T08:45:00.000Z,Tornado,Cass,10
IL,2002-05-21T08:45:00.000Z,Tornado,Douglas,55
IL,2002-05-21T08:45:00.000Z,Tornado,Edgar,66
IL,2002-05-21T08:45:00.000Z,Tornado,Fulton,89
IL,2002-05-21T08:45:00.000Z,Tornado,Gallatin,92
IL,2002-05-21T08:45:00.000Z,Tornado,Greene,96
IL,2002-05-21T08:45:00.000Z,Tornado,Hancock,111
IL,2002-05-21T08:45:00.000Z,Tornado,Jackson,129
IL,2002-05-21T08:45:00.000Z,Tornado,Jasper,133
IL,2002-05-21T08:45:00.000Z,Tornado,Jersey,142
IL,2002-05-21T08:45:00.000Z,Tornado,Johnson,152
IL,2002-05-21T08:45:00.000Z,Tornado,Lawrence,177
IL,2002-05-21T08:45:00.000Z,Tornado,Macoupin,196
IL,2002-05-21T08:45:00.000Z,Tornado,Mason,206
IL,2002-05-21T08:45:00.000Z,Tornado,Menard,212
IL,2002-05-21T08:45:00.000Z,Tornado,Moultrie,227
IL,2002-05-21T08:45:00.000Z,Tornado,Saline,271
IL,2002-05-21T08:45:00.000Z,Tornado,Sangamon,274
IL,2002-05-21T08:45:00.000Z,Tornado,Schuyler,278
IL,2002-05-21T08:45:00.000Z,Tornado,Pike,241
IL,2002-05-21T08:45:00.000Z,Tornado,Randolph,255
IL,2002-05-21T08:45:00.000Z,Tornado,Scott,280
IL,2002-05-21T08:45:00.000Z,Tornado,Shelby,283
IL,2002-05-21T08:45:00.000Z,Tornado,Pulaski,248
IL,2002-05-21T08:45:00.000Z,Tornado,Union,293
