BaseYear,state,incidentType,designatedArea,Freq,FID
2006,NV,Severe Storm(s),Pyramid Lake Paiute,1,298
2006,OR,Severe Storm(s),Warm Springs,1,171
2006,ND,Severe Storm(s),Turtle Mountain,3,159
2006,NM,Severe Storm(s),Navajo Nation Reservation,2,94
2006,AZ,Severe Storm(s),Gila River,2,233
2006,AZ,Severe Storm(s),Hopi,4,57
2006,AZ,Severe Storm(s),Navajo Nation,3,93
2006,AZ,Severe Storm(s),San Carlos,2,309
2006,AZ,Severe Storm(s),Tohono O'odham Nation,2,152
2006,OR,Severe Storm(s),Siletz,2,132
2006,SD,Severe Storm(s),Crow Creek,2,212
2006,SD,Severe Storm(s),Lake Traverse,2,74
2006,SD,Severe Storm(s),Pine Ridge,5,293
2006,OR,Severe Storm(s),Coos,1, Lower Umpqua
2006,OR,Severe Storm(s),Grand Ronde,1,50
2006,SD,Severe Storm(s),Cheyenne River,5,27
2006,SD,Severe Storm(s),Lower Brule,1,78
2006,ND,Severe Storm(s),Spirit Lake,2,322
2006,ND,Severe Storm(s),Standing Rock,3,324
2006,MN,Severe Storm(s),Red Lake,1,302
2006,MN,Severe Storm(s),White Earth,1,172
2006,SD,Severe Storm(s),Standing Rock,2,325
2006,NC,Severe Storm(s),Eastern Cherokee,1,217
2006,SD,Severe Storm(s),Rosebud,1,118
2006,AZ,Severe Storm(s),Fort Apache,1,223
2006,MT,Severe Storm(s),Rocky Boy's,2,117
2006,SD,Severe Storm(s),Flandreau,1,221
2006,AZ,Severe Storm(s),Havasupai,1,238
2006,NM,Severe Storm(s),Acoma,2,8
2006,NM,Severe Storm(s),Mescalero,1,270
2006,NM,Severe Storm(s),Picuris,1,291
2006,NM,Severe Storm(s),Pojoaque,1,106
2006,NM,Severe Storm(s),San Felipe,3,310
2006,NM,Severe Storm(s),Santa Ana,1,312
2006,NM,Severe Storm(s),Santa Clara,4,126
2006,MT,Severe Storm(s),Northern Cheyenne,1,98
2006,MT,Severe Storm(s),Fort Peck,1,48
2006,MT,Severe Storm(s),Blackfeet,1,19
2006,MT,Severe Storm(s),Crow,1,34
2006,MT,Severe Storm(s),Fort Belknap,2,42
2006,CT,Severe Storm(s),Mashantucket Pequot,2,82
2006,WY,Severe Storm(s),Wind River,1,173
2006,MN,Severe Storm(s),Mille Lacs,2,86
2006,MN,Severe Storm(s),Fond du Lac,1,39
2006,MN,Severe Storm(s),Grand Portage,1,49
2006,WI,Severe Storm(s),Red Cliff,1,113
2006,WA,Severe Storm(s),Colville,1,29
2006,NM,Severe Storm(s),Cochiti,1,202
2006,NM,Severe Storm(s),Sandia,1,311
2006,NM,Severe Storm(s),Santo Domingo,1,317
