State,County,Males,Females,Under 6 Years,6 to 18 years,19 to 25 years,26 to 34 years,35 to 44 years,45 to 54 years,55 to 64 years,65 to 74 years,75 years and older,White alone,Black or African American alone,American Indian and Alaska Native alone,Asian alone,Native Hawaiian and Other Pacific Islander alone,Some other race alone,Two or more races,Hispanic or Latino (of any race),White alone (not hispanic or Latino),Under $25K,$25K to $49K,$50K to $74K,$75K to $99K,$100K and over,Employed,Unemployed,Not in labor force,Insured,Uninsured,CensusObjectID
Illinois,Sangamon,47.92,52.08,7.07,16.62,8.12,11.31,12.38,12.85,14.11,10.49,7.07,81.24,12.68,0.13,2.03,0.08,0.38,3.47,2.29,79.93,14.58,17.79,15.91,15.12,35.43,44.43,2.24,12.08,96.34,3.66,274
Illinois,Schuyler,54.6,45.4,4.61,16.04,3.82,9.24,11.94,15.5,15.83,13.03,9.99,93.63,4.94,0.03,0.15,0.0,0.04,1.22,0.82,92.94,9.78,23.05,16.42,20.21,19.58,36.41,2.26,17.66,91.83,8.17,278
Illinois,Scott,49.22,50.78,6.61,16.08,6.67,9.39,11.72,13.61,15.86,11.01,9.04,97.16,0.43,0.16,0.45,0.61,0.34,0.85,1.18,96.43,12.74,22.29,20.3,14.05,30.62,43.64,1.66,11.94,96.88,3.12,280
Illinois,Shelby,49.18,50.82,6.58,15.9,6.98,9.67,11.19,12.63,15.03,12.26,9.77,97.96,0.56,0.06,0.31,0.05,0.03,1.03,1.07,97.2,13.19,20.55,21.82,18.76,25.52,44.02,1.65,9.82,96.15,3.85,283
Illinois,Stark,49.41,50.59,6.57,16.13,7.93,8.93,11.09,12.88,15.53,11.43,9.5,96.32,0.51,0.0,1.0,0.0,0.21,1.96,1.89,94.56,17.13,18.78,20.63,18.44,25.03,42.6,1.28,12.49,95.01,4.99,285
Illinois,Stephenson,48.14,51.86,7.39,15.27,7.01,9.71,10.25,12.82,15.17,12.71,9.67,85.01,9.0,0.17,0.84,0.0,0.5,4.48,4.16,82.26,17.71,23.11,20.77,14.1,24.06,40.76,2.95,11.24,94.91,5.09,290
Illinois,Tazewell,48.88,51.12,6.98,17.17,7.41,10.73,12.72,12.76,13.81,10.42,8.01,95.86,0.75,0.1,1.13,0.02,0.33,1.81,2.34,94.18,10.36,17.71,18.66,16.19,36.78,43.92,1.79,11.72,95.55,4.45,291
Illinois,Union,50.49,49.51,6.71,15.97,7.09,10.45,11.52,13.11,14.85,11.4,8.9,93.55,1.23,0.07,0.32,0.19,0.76,3.88,5.32,90.95,18.37,20.16,20.7,15.51,23.51,38.14,2.05,16.82,93.78,6.22,293
Illinois,Vermilion,48.45,51.55,7.68,17.99,7.69,10.31,11.42,11.53,14.15,11.09,8.14,82.89,12.97,0.17,1.01,0.02,0.49,2.46,4.78,79.43,20.24,24.77,19.02,13.36,22.36,38.42,2.46,14.22,94.51,5.49,296
Illinois,Wabash,49.3,50.7,7.06,15.5,6.93,10.74,11.32,12.57,15.43,11.21,9.24,95.71,0.07,0.04,1.8,0.0,0.28,2.09,2.25,94.16,16.0,23.33,15.66,16.22,28.68,42.1,2.09,12.81,93.9,6.1,299
Illinois,Warren,48.72,51.28,7.1,17.14,11.95,8.66,11.7,11.27,13.82,10.45,7.9,87.86,3.9,1.06,1.3,0.0,4.21,1.68,9.86,83.01,11.99,23.11,20.39,15.77,23.06,41.98,3.8,11.63,94.44,5.56,301
Illinois,Washington,49.69,50.31,7.16,14.83,6.29,10.91,11.74,12.79,15.9,11.4,8.98,97.23,0.35,0.12,0.74,0.01,0.61,0.94,1.45,96.43,10.71,15.77,18.24,23.56,31.33,45.92,2.13,9.58,97.28,2.72,305
Illinois,Wayne,49.36,50.64,7.4,16.37,6.66,10.33,11.05,12.0,14.66,11.74,9.8,97.08,0.89,0.12,0.25,0.0,0.66,1.0,1.58,96.2,14.74,25.06,22.51,16.3,21.15,40.04,1.51,13.15,89.51,10.49,310
Illinois,White,48.87,51.13,6.65,15.98,6.6,10.26,11.44,12.15,15.31,11.82,9.78,97.84,0.2,0.23,0.22,0.02,0.24,1.25,1.32,97.08,17.64,25.47,21.01,13.5,21.98,40.05,2.77,12.95,93.78,6.22,312
Illinois,Whiteside,49.93,50.07,6.62,17.35,6.83,9.89,11.43,12.74,14.84,11.43,8.87,93.13,1.26,0.17,0.64,0.16,1.02,3.62,12.4,83.93,13.06,20.61,19.1,16.7,30.13,43.72,1.49,10.52,94.57,5.43,314
Illinois,Will,49.35,50.65,7.12,19.5,8.83,10.55,13.53,14.94,12.63,7.96,4.94,72.29,10.96,0.37,5.59,0.08,5.98,4.73,17.78,63.17,6.61,11.51,13.67,14.5,53.36,47.79,2.31,10.38,94.88,5.12,320
Illinois,Williamson,48.63,51.37,7.13,16.3,7.25,11.83,12.41,12.5,13.78,11.13,7.66,91.03,3.32,0.09,1.23,0.05,1.18,3.09,2.56,90.16,16.37,21.36,18.06,15.8,28.21,42.77,2.16,12.85,94.24,5.76,324
Illinois,Winnebago,48.75,51.25,7.56,17.19,8.39,11.38,11.8,12.9,13.66,10.11,7.01,76.85,13.16,0.15,2.75,0.01,2.39,4.69,13.18,68.11,16.28,21.42,19.38,13.65,28.83,42.77,3.36,11.99,93.93,6.07,325
Illinois,Woodford,49.96,50.04,7.65,18.34,7.91,9.58,12.55,12.69,14.29,9.76,7.23,96.68,0.56,0.05,0.52,0.0,0.45,1.74,1.89,95.42,7.47,13.57,18.89,15.47,43.18,44.64,1.67,10.7,95.82,4.18,328
Indiana,Adams,49.9,50.1,10.53,22.44,8.47,10.61,10.5,10.96,11.76,8.23,6.49,95.44,0.92,0.1,0.26,0.0,1.92,1.37,4.62,93.3,13.3,25.19,21.43,16.72,22.98,40.33,1.16,10.82,80.54,19.46,330
Indiana,Allen,48.83,51.17,8.54,18.68,9.27,12.39,12.38,12.21,12.33,8.68,5.53,77.56,11.29,0.2,4.21,0.04,2.25,4.46,7.67,73.15,13.69,20.48,20.46,15.95,28.84,44.87,2.21,11.48,91.96,8.04,335
Indiana,Bartholomew,50.17,49.83,7.71,17.48,8.34,12.73,12.97,12.62,12.42,9.16,6.57,83.62,1.73,0.13,7.98,0.0,3.07,3.47,7.28,80.57,12.05,18.66,18.02,16.92,34.21,44.11,2.09,12.88,92.23,7.77,342
Indiana,Benton,49.87,50.13,8.18,18.23,7.53,9.5,12.35,12.61,14.3,9.8,7.49,96.93,0.52,0.02,0.08,0.15,0.23,2.06,5.49,92.16,14.89,25.66,24.05,14.16,20.72,42.5,1.52,12.27,90.91,9.09,179
Indiana,Blackford,48.81,51.19,6.91,16.23,7.95,9.51,10.05,13.24,15.05,11.95,9.11,97.06,0.42,0.25,0.33,0.0,0.0,1.94,1.76,95.34,19.96,26.8,21.58,12.51,19.16,38.27,2.5,15.03,94.93,5.07,183
Indiana,Boone,49.49,50.51,8.51,19.39,7.15,10.74,13.84,14.5,13.01,7.8,5.06,91.97,1.69,0.09,3.17,0.0,0.44,2.64,3.16,90.02,7.16,10.88,12.43,15.67,53.78,48.5,1.8,8.95,95.44,4.56,185
Indiana,Brown,49.56,50.44,5.0,13.63,6.47,9.39,10.06,13.95,17.77,15.47,8.27,96.6,1.17,0.0,0.27,0.0,0.25,1.7,1.82,95.43,13.52,16.44,15.86,17.1,37.04,44.28,1.95,11.41,91.4,8.6,188
Indiana,Carroll,50.32,49.68,6.56,17.05,7.01,10.15,12.08,12.84,14.84,11.52,7.96,95.72,0.47,0.11,0.25,0.0,2.09,1.35,4.33,93.62,10.55,23.54,20.76,14.45,30.66,43.13,0.84,12.94,90.37,9.63,195
Indiana,Cass,49.22,50.78,7.45,17.11,7.66,10.38,12.42,13.07,14.56,9.97,7.38,83.85,0.79,0.36,1.65,0.05,9.82,3.49,16.0,79.07,14.7,25.94,20.51,15.75,22.19,43.57,2.13,12.39,91.8,8.2,211
Indiana,Clark,48.44,51.56,7.48,16.65,8.32,12.0,13.61,12.99,13.49,9.74,5.71,87.07,6.26,0.12,0.94,0.01,1.02,4.57,5.53,82.41,10.59,22.38,20.16,16.44,30.19,46.03,1.98,12.4,93.48,6.52,215
Indiana,Clay,48.68,51.32,6.92,17.57,7.64,10.39,11.98,12.88,14.53,10.82,7.27,96.97,0.47,0.16,0.26,0.02,0.13,1.99,1.34,95.88,12.62,23.46,20.49,18.96,24.19,42.57,1.81,13.03,95.22,4.78,221
Indiana,Clinton,49.65,50.35,8.45,19.84,7.15,11.58,11.85,12.15,13.49,8.63,6.87,90.38,0.51,0.0,0.25,0.07,6.29,2.5,16.22,81.75,13.22,23.7,22.59,20.5,19.84,43.23,1.44,11.55,90.3,9.7,226
Indiana,Crawford,50.95,49.05,6.35,17.46,7.72,9.08,11.28,12.98,15.64,12.52,6.97,96.87,0.34,0.29,0.0,0.0,0.26,2.24,1.61,95.83,20.93,26.03,24.83,13.24,14.56,36.67,1.14,18.88,92.71,7.29,232
Indiana,Daviess,50.24,49.76,10.09,20.82,8.29,11.77,11.21,10.95,11.95,8.66,6.26,92.76,1.58,0.0,0.23,0.02,2.46,2.94,5.4,89.57,12.39,21.03,23.28,12.66,30.32,39.58,1.07,13.52,74.44,25.56,239
Indiana,Dearborn,49.59,50.41,6.49,17.44,7.38,10.38,11.87,14.08,14.96,10.57,6.84,97.37,0.65,0.05,0.56,0.07,0.15,1.14,1.34,96.22,10.98,14.75,16.97,17.87,39.29,46.42,1.49,10.76,95.0,5.0,242
Indiana,Decatur,49.79,50.21,8.05,17.9,8.63,10.81,11.91,13.06,13.65,9.54,6.46,96.03,0.0,0.16,1.87,0.0,0.39,1.54,2.1,94.75,11.26,19.11,22.85,14.94,31.66,45.97,1.46,10.62,94.11,5.89,246
Indiana,DeKalb,49.95,50.05,7.68,17.95,8.3,11.15,12.04,13.3,13.8,9.54,6.24,97.02,0.35,0.04,0.46,0.0,0.43,1.7,2.89,94.97,11.11,20.69,21.55,19.39,26.97,46.55,1.63,10.41,92.89,7.11,249
Indiana,Delaware,48.38,51.62,6.34,14.43,18.97,10.12,10.17,11.48,12.07,9.26,7.15,87.8,6.78,0.09,1.45,0.09,0.49,3.3,2.51,86.49,21.4,21.65,18.06,13.76,19.71,43.08,2.9,16.83,92.49,7.51,252
Indiana,Dubois,49.89,50.11,9.05,17.01,7.37,10.48,11.94,12.74,15.07,9.64,6.71,93.51,1.17,0.27,0.74,0.0,2.24,2.08,7.94,89.97,9.95,16.54,22.37,17.57,33.03,47.37,1.07,9.15,95.66,4.34,254
Indiana,Elkhart,49.25,50.75,8.92,20.23,8.93,11.53,12.02,12.28,11.86,8.4,5.84,85.34,5.18,0.28,0.93,0.06,3.27,4.94,16.36,74.31,12.41,19.14,21.71,17.23,29.01,43.78,1.93,10.9,84.99,15.01,260
Indiana,Fayette,48.98,51.02,5.95,17.6,7.97,9.69,12.06,13.59,14.0,11.63,7.5,94.96,2.57,0.19,0.04,0.0,0.36,1.87,1.3,94.12,19.67,23.53,20.34,17.82,18.21,40.65,1.58,15.07,91.81,8.19,263
Indiana,Floyd,48.47,51.53,7.13,17.21,8.35,11.35,12.69,13.43,14.4,9.86,5.59,89.68,5.12,0.26,1.12,0.01,0.38,3.44,3.44,87.51,11.23,14.88,19.88,17.14,36.43,45.8,1.84,12.58,95.25,4.75,267
Indiana,Fountain,49.91,50.09,7.6,15.41,8.17,10.19,11.18,13.94,14.14,10.69,8.68,97.44,0.37,0.18,0.53,0.0,0.12,1.37,2.59,95.14,14.48,21.59,24.32,18.78,20.76,41.93,2.12,13.57,89.86,10.14,270
Indiana,Franklin,49.58,50.42,7.46,17.51,7.74,9.0,11.57,13.67,15.03,10.59,7.43,97.18,0.14,0.01,0.38,0.0,0.21,2.08,1.18,96.64,11.14,14.71,19.51,19.07,35.23,46.92,1.1,8.99,92.85,7.15,272
Indiana,Fulton,49.43,50.57,8.3,16.39,8.19,9.89,11.09,12.61,14.15,11.01,8.37,93.65,0.61,0.16,0.22,0.04,2.81,2.52,5.32,91.57,14.98,24.58,17.84,17.26,25.26,40.95,3.28,11.7,89.97,10.03,276
Indiana,Gibson,50.04,49.96,7.78,18.0,8.02,10.26,11.69,13.29,14.19,9.96,6.82,94.0,2.16,0.02,0.37,0.0,0.7,2.76,1.68,93.0,12.99,22.49,20.5,14.82,28.46,44.85,1.23,11.37,95.1,4.9,286
Indiana,Grant,47.45,52.55,6.88,16.05,12.03,9.63,10.26,12.42,14.09,10.65,7.99,87.41,7.06,0.25,0.91,0.0,1.0,3.37,4.44,84.78,17.43,23.88,18.54,11.37,21.28,40.34,3.03,15.06,92.26,7.74,297
Indiana,Greene,49.7,50.3,6.63,16.35,7.54,10.27,11.38,13.88,14.79,11.1,8.06,97.35,0.19,0.01,0.12,0.06,0.27,2.0,1.67,96.31,15.78,21.99,21.87,17.54,22.73,40.91,2.36,14.59,93.72,6.28,309
Indiana,Hamilton,48.85,51.15,7.86,20.64,7.22,10.9,14.95,14.58,11.7,7.51,4.64,86.03,3.87,0.15,6.08,0.03,0.8,3.04,4.12,83.06,4.96,9.17,14.71,12.96,58.16,49.28,1.31,8.76,95.78,4.22,321
Indiana,Hancock,49.67,50.33,7.31,17.81,6.94,10.85,13.01,14.47,13.3,9.76,6.55,93.57,2.69,0.0,0.93,0.0,0.61,2.2,2.53,91.89,6.75,15.43,16.84,18.16,42.74,48.3,1.15,9.12,94.25,5.75,329
Indiana,Harrison,49.57,50.43,6.95,16.76,6.86,10.39,12.66,13.48,15.3,10.72,6.87,96.4,0.48,0.12,0.54,0.0,1.1,1.37,2.02,95.1,11.12,18.29,21.48,19.09,29.77,41.3,2.21,15.19,93.76,6.24,334
Indiana,Hendricks,49.52,50.48,7.18,19.54,7.96,11.05,14.41,13.79,12.52,8.36,5.2,85.79,6.96,0.15,2.96,0.01,1.22,2.9,4.13,83.32,5.24,11.81,16.95,18.03,47.95,49.74,1.68,8.3,94.24,5.76,341
Indiana,Henry,49.57,50.43,6.87,16.56,7.93,10.59,11.24,13.29,14.3,11.02,8.18,96.05,1.6,0.08,0.29,0.02,0.59,1.38,1.5,95.13,15.23,24.7,20.68,16.55,22.53,41.07,1.58,14.7,93.2,6.8,344
Indiana,Howard,48.03,51.97,7.31,16.83,7.77,10.89,11.15,12.68,14.31,10.84,8.22,86.62,8.04,0.54,1.37,0.02,0.81,2.61,3.52,84.54,14.79,19.68,21.41,14.81,29.03,41.95,2.43,12.42,93.08,6.92,348
Indiana,Huntington,49.38,50.62,6.82,16.38,10.02,10.25,11.87,12.89,14.85,9.68,7.23,95.54,0.86,0.28,0.66,0.16,1.13,1.37,2.5,94.48,11.73,23.5,21.75,16.33,24.06,46.35,1.01,12.52,93.35,6.65,352
Indiana,Jackson,49.49,50.51,8.18,17.71,7.71,11.26,13.09,12.86,13.65,9.12,6.41,89.45,1.28,0.26,2.48,0.04,4.86,1.62,7.38,87.24,13.0,25.23,19.34,14.62,27.64,44.72,1.62,12.23,91.77,8.23,355
Indiana,Jasper,49.99,50.01,6.98,18.33,8.25,9.89,12.36,12.6,13.98,10.72,6.89,92.44,0.72,0.02,0.24,0.0,2.74,3.85,6.19,90.12,10.52,17.63,22.1,16.96,31.22,41.07,1.84,14.17,94.27,5.73,356
Indiana,Jay,50.16,49.84,8.01,18.33,8.62,9.6,11.07,13.09,13.53,10.48,7.26,96.65,0.13,0.49,0.46,0.0,1.14,1.12,3.14,94.98,14.1,29.31,20.77,14.62,20.88,42.87,1.34,11.71,89.7,10.3,358
Indiana,Jefferson,49.22,50.78,7.19,15.58,9.94,9.86,11.49,13.01,14.75,11.3,6.9,94.74,1.72,0.21,0.55,0.0,0.67,2.1,2.79,92.96,16.47,19.08,20.13,16.17,25.33,42.5,1.39,15.14,91.96,8.04,363
Indiana,Jennings,50.33,49.67,7.87,16.6,9.07,9.97,11.77,14.73,14.03,9.68,6.28,96.18,0.91,0.38,0.05,0.0,0.76,1.73,2.64,94.91,11.16,19.11,23.56,18.16,27.54,46.63,1.4,11.55,89.59,10.41,367
Indiana,Johnson,48.97,51.03,8.09,18.0,8.85,11.91,13.54,13.22,12.11,8.7,5.58,90.42,2.47,0.25,3.78,0.03,0.82,2.23,3.69,88.24,7.93,15.47,18.55,17.42,40.02,47.72,1.77,10.14,93.89,6.11,370
Indiana,Knox,50.18,49.82,6.91,15.91,11.82,10.5,11.29,12.05,14.09,9.99,7.44,93.03,2.71,0.06,0.85,0.05,1.02,2.28,2.23,91.9,17.3,22.53,18.21,16.08,22.21,44.04,1.58,14.14,92.1,7.9,376
Indiana,Kosciusko,49.93,50.07,7.56,17.95,8.91,11.78,11.47,12.25,13.86,9.74,6.49,92.86,0.59,0.35,1.52,0.04,1.37,3.26,8.12,87.51,9.97,19.64,21.39,17.49,30.44,46.24,1.54,10.49,89.17,10.83,384
Indiana,LaGrange,50.63,49.37,10.93,22.98,9.08,10.66,10.7,10.89,11.19,8.01,5.56,97.27,0.15,0.02,0.1,0.0,0.39,2.07,4.15,94.04,7.11,16.24,22.7,20.4,33.17,36.74,1.28,14.5,57.45,42.55,386
Indiana,Lake,48.38,51.62,7.26,17.75,8.78,10.86,12.68,12.67,13.79,9.55,6.67,61.06,23.55,0.26,1.42,0.03,8.82,4.86,19.43,53.48,15.51,19.96,17.31,14.58,32.16,41.76,3.09,13.93,93.14,6.86,389
Indiana,LaPorte,48.17,51.83,7.58,16.52,8.13,10.68,11.14,12.67,14.79,11.2,7.3,83.45,8.83,0.29,0.7,0.03,2.26,4.45,6.73,80.34,16.07,20.24,20.24,16.38,26.8,42.88,2.34,12.18,92.66,7.34,392
Indiana,Lawrence,49.15,50.85,7.01,15.9,7.3,10.66,11.78,13.42,14.28,11.4,8.26,95.96,0.39,0.2,0.54,0.02,0.93,1.97,1.7,95.02,13.78,19.35,22.69,18.13,25.89,42.68,1.74,13.01,92.72,7.28,396
Indiana,Madison,48.64,51.36,7.37,16.18,8.38,11.03,11.98,13.11,13.66,10.76,7.52,87.76,7.24,0.17,0.5,0.0,1.28,3.06,4.18,85.17,17.4,21.57,21.05,15.05,23.79,41.84,2.24,14.09,91.89,8.11,401
Indiana,Marion,48.07,51.93,8.71,17.48,9.88,15.04,12.89,11.75,11.99,7.44,4.82,59.82,28.16,0.21,3.58,0.02,3.88,4.32,10.63,54.24,16.99,23.53,18.98,13.13,26.67,46.09,2.59,12.87,90.18,9.82,409
Indiana,Marshall,50.06,49.94,7.73,19.23,8.01,9.73,11.37,12.97,13.78,9.65,7.53,94.51,0.64,0.26,0.53,0.0,1.82,2.24,10.28,87.12,12.28,23.45,19.64,18.21,25.79,42.31,1.44,12.11,87.69,12.31,412
Indiana,Martin,50.48,49.52,7.01,15.88,8.05,8.94,11.74,13.02,15.46,11.68,8.23,97.22,0.07,1.07,0.28,0.0,0.05,1.3,1.59,95.68,12.93,22.33,21.3,17.34,25.87,43.25,0.66,13.29,94.41,5.59,418
Indiana,Miami,49.93,50.07,7.41,16.08,9.58,9.47,11.73,13.9,13.83,10.62,7.37,91.85,2.86,0.64,0.6,0.0,1.16,2.88,2.93,90.3,18.54,21.58,21.93,16.49,21.39,41.78,2.23,14.5,91.52,8.48,420
Indiana,Monroe,49.62,50.38,5.3,14.35,24.17,12.72,10.6,9.76,10.46,7.57,5.07,85.54,3.24,0.25,6.6,0.01,0.42,3.96,3.53,83.25,19.29,17.86,15.62,10.9,26.5,46.35,2.97,18.39,93.72,6.28,422
Indiana,Montgomery,50.56,49.44,7.7,16.6,8.92,10.5,11.31,12.96,14.28,9.99,7.74,94.58,0.87,0.1,0.69,0.04,0.93,2.78,4.95,91.62,13.17,19.97,21.3,15.16,28.43,45.36,1.83,10.78,91.82,8.18,425
Indiana,Morgan,49.6,50.4,6.66,17.96,7.85,9.79,11.69,14.55,15.39,10.22,5.9,96.56,0.23,0.02,0.85,0.0,0.47,1.87,1.7,95.42,9.14,17.38,18.84,18.37,36.07,44.73,2.06,12.46,93.86,6.14,430
Indiana,Newton,50.48,49.52,6.37,17.05,6.93,9.95,11.84,13.36,16.28,10.75,7.46,94.25,1.26,0.14,0.0,0.0,2.68,1.68,6.85,90.64,12.4,22.3,23.71,17.27,24.28,39.56,3.35,15.46,93.42,6.58,433
Indiana,Noble,50.25,49.75,7.97,18.34,8.71,10.45,11.95,13.14,14.25,9.72,5.46,94.99,0.51,0.06,0.7,0.07,0.76,2.92,10.57,86.87,9.53,20.19,25.95,17.15,27.0,45.26,1.47,11.78,90.14,9.86,436
Indiana,Ohio,49.6,50.4,6.29,14.03,5.35,10.69,11.19,13.57,17.85,12.61,8.43,96.09,0.53,0.09,0.5,0.0,0.62,2.18,1.37,95.27,12.06,15.62,21.43,18.18,32.71,44.97,0.86,12.81,92.79,7.21,440
Indiana,Orange,50.12,49.88,7.97,16.23,7.71,9.98,11.24,12.62,15.23,11.63,7.39,95.34,2.4,0.08,0.52,0.0,0.19,1.48,0.75,94.84,15.25,21.45,22.85,19.59,20.68,41.55,1.22,14.01,92.36,7.64,444
Indiana,Owen,51.67,48.33,6.44,16.15,6.56,9.8,11.05,13.96,16.93,12.27,6.84,96.37,0.28,0.5,0.49,0.0,0.0,2.36,1.3,96.09,14.6,25.1,25.08,17.71,17.42,42.04,2.03,14.23,89.13,10.87,448
Indiana,Parke,50.3,49.7,8.0,17.29,6.74,9.33,9.02,13.05,15.67,12.52,8.37,96.08,0.89,0.21,0.0,0.0,0.3,2.52,1.26,95.37,12.26,22.55,26.23,15.68,22.98,37.14,1.62,15.06,86.53,13.47,452
Indiana,Perry,49.8,50.2,7.24,16.54,7.91,10.31,11.04,12.05,15.21,11.93,7.78,95.93,0.95,0.17,0.65,0.0,0.26,2.03,1.37,95.78,14.76,21.52,20.57,17.98,25.05,42.45,1.56,12.51,95.22,4.78,459
Indiana,Pike,49.53,50.47,6.62,17.73,7.08,9.16,10.98,13.18,15.83,11.63,7.78,96.57,0.44,0.0,0.57,0.0,1.45,0.98,1.45,96.57,11.22,24.36,23.23,12.7,28.22,41.48,1.27,13.47,96.05,3.95,465
Indiana,Porter,49.43,50.57,6.59,17.06,8.85,11.04,13.26,13.08,14.26,9.99,5.88,89.55,3.89,0.19,1.35,0.05,1.51,3.46,10.29,82.28,10.2,14.63,16.36,15.48,41.86,44.65,2.05,13.77,94.66,5.34,468
Indiana,Posey,49.78,50.22,6.5,16.84,6.98,10.86,11.91,12.82,15.88,11.07,7.14,95.8,1.72,0.06,0.29,0.0,0.97,1.15,1.24,95.65,10.73,17.09,18.75,14.95,38.32,44.71,1.58,12.15,94.96,5.04,471
Indiana,Pulaski,50.03,49.97,5.64,18.52,7.27,10.36,11.51,12.52,14.9,11.13,8.14,94.6,0.1,0.25,0.47,0.32,1.44,2.83,3.08,93.96,12.61,28.3,22.47,15.21,21.08,41.56,2.92,12.1,92.77,7.23,477
Indiana,Putnam,49.23,50.77,6.06,16.57,13.94,9.12,10.42,12.99,13.82,9.76,7.3,94.61,0.54,0.19,2.89,0.02,0.15,1.59,1.71,93.53,9.88,18.13,21.87,18.37,24.73,44.5,1.02,14.77,95.03,4.97,480
Indiana,Randolph,49.18,50.82,6.93,17.5,7.31,9.85,11.41,12.88,14.62,11.08,8.42,94.55,0.43,0.07,0.38,0.0,1.98,2.59,3.68,92.22,13.21,22.76,23.97,17.96,21.97,42.37,2.21,11.48,90.9,9.1,485
Indiana,Ripley,49.32,50.68,7.53,18.15,7.89,9.88,11.86,13.65,14.07,10.19,6.79,96.87,0.26,0.13,0.97,0.0,0.49,1.28,1.88,95.19,12.04,19.87,20.02,16.15,31.71,45.61,1.86,9.87,92.36,7.64,488
Indiana,Rush,49.09,50.91,6.51,17.62,7.46,9.95,11.2,13.83,15.9,9.87,7.66,97.17,1.9,0.02,0.1,0.0,0.23,0.58,1.64,95.67,13.53,21.36,21.66,20.57,22.73,41.76,2.46,14.11,90.35,9.65,493
Indiana,St. Joseph,48.55,51.45,7.82,17.53,10.93,11.89,11.78,11.87,12.67,9.1,6.4,76.32,12.79,0.46,2.54,0.05,2.68,5.15,8.95,71.83,14.66,20.04,19.66,14.02,27.75,44.0,2.17,12.97,92.37,7.63,496
Indiana,Scott,49.04,50.96,7.54,15.89,9.07,10.17,11.71,14.71,14.18,10.62,6.11,96.7,0.03,0.69,0.28,0.0,0.73,1.57,2.46,94.75,17.48,22.69,19.86,15.89,23.98,40.2,1.76,17.87,92.58,7.42,504
Indiana,Shelby,49.17,50.83,6.91,17.27,7.78,11.11,11.68,13.56,14.81,9.97,6.91,94.38,0.79,0.06,0.49,0.02,2.25,2.02,4.43,92.19,11.39,19.18,24.04,17.67,27.61,46.06,1.59,11.3,93.38,6.62,506
Indiana,Spencer,50.44,49.56,6.61,16.78,6.75,10.08,11.59,13.28,15.6,11.51,7.8,96.9,0.54,0.08,0.35,0.0,0.6,1.54,3.0,94.54,11.97,20.82,16.95,18.27,31.64,44.85,1.62,10.84,96.53,3.47,509
Indiana,Starke,49.79,50.21,7.6,17.38,7.59,9.95,11.6,12.67,14.93,10.96,7.31,96.81,0.72,0.3,0.25,0.0,0.25,1.66,4.0,93.69,15.37,25.66,19.26,20.16,19.28,36.48,2.28,17.98,93.4,6.6,512
Indiana,Steuben,51.14,48.86,6.17,15.99,10.01,9.63,10.09,13.16,15.08,12.15,7.74,95.85,0.27,0.04,0.56,0.0,0.57,2.7,3.75,93.62,11.07,20.37,22.1,16.09,27.09,44.25,2.26,11.46,92.71,7.29,515
Indiana,Sullivan,47.98,52.02,6.89,16.37,8.52,10.34,12.05,13.64,13.85,11.07,7.28,94.84,0.85,0.16,0.85,0.03,0.62,2.64,1.64,94.29,17.61,24.61,19.72,16.01,21.78,41.88,1.79,14.72,90.76,9.24,518
Indiana,Switzerland,51.57,48.43,7.55,18.43,6.46,10.17,11.96,13.15,13.91,10.83,7.54,96.15,0.42,0.0,0.69,0.77,0.42,1.54,1.94,95.41,17.38,25.39,19.49,15.34,22.33,39.67,2.05,13.93,87.67,12.33,526
Indiana,Tippecanoe,51.08,48.92,6.72,17.02,22.77,12.47,10.62,9.69,9.69,6.69,4.34,80.36,5.56,0.23,8.17,0.04,2.83,2.82,8.51,75.07,17.14,19.3,16.87,12.15,26.46,45.82,1.85,17.57,93.52,6.48,530
Indiana,Tipton,49.5,50.5,6.21,16.55,7.03,9.73,11.02,14.52,15.01,11.72,8.21,96.3,0.01,0.02,0.53,0.0,1.05,2.08,3.06,94.6,8.39,21.99,17.81,17.49,34.04,46.91,1.69,8.71,91.35,8.65,534
Indiana,Union,49.07,50.93,8.34,14.31,8.02,9.68,11.0,14.78,14.54,11.65,7.68,96.91,0.21,0.0,1.86,0.0,0.08,0.93,2.19,94.99,6.07,27.19,20.62,17.87,28.13,45.84,1.17,11.01,92.14,7.86,538
Indiana,Vanderburgh,48.56,51.44,6.97,16.31,10.09,12.61,11.78,11.9,13.95,9.64,6.74,84.69,9.47,0.06,1.35,0.2,1.13,3.09,2.79,83.12,16.83,22.28,18.24,15.97,24.26,45.21,2.3,12.83,92.25,7.75,543
Indiana,Vermillion,50.26,49.74,6.14,16.97,8.68,9.15,12.29,13.46,14.39,11.46,7.46,97.09,0.71,0.18,0.29,0.05,0.44,1.23,1.31,96.53,15.53,25.17,19.12,20.77,19.22,40.09,3.39,14.5,94.86,5.14,548
Indiana,Vigo,49.29,50.71,7.23,15.68,15.18,11.09,10.87,11.58,12.19,9.37,6.81,87.86,6.21,0.03,2.01,0.05,0.75,3.09,2.49,86.68,19.11,22.27,20.13,12.56,21.56,43.18,2.52,15.21,93.01,6.99,553
Indiana,Wabash,49.39,50.61,6.31,16.56,9.65,9.66,10.9,12.26,14.68,11.41,8.57,95.32,0.92,0.89,0.54,0.04,1.2,1.09,2.55,94.29,14.3,22.06,22.72,17.92,19.92,43.11,2.0,12.05,91.77,8.23,555
