State,County,Males,Females,Under 6 Years,6 to 18 years,19 to 25 years,26 to 34 years,35 to 44 years,45 to 54 years,55 to 64 years,65 to 74 years,75 years and older,White alone,Black or African American alone,American Indian and Alaska Native alone,Asian alone,Native Hawaiian and Other Pacific Islander alone,Some other race alone,Two or more races,Hispanic or Latino (of any race),White alone (not hispanic or Latino),Under $25K,$25K to $49K,$50K to $74K,$75K to $99K,$100K and over,Employed,Unemployed,Not in labor force,Insured,Uninsured,CensusObjectID
Texas,Trinity,49.72,50.28,6.35,14.68,7.32,7.24,9.07,12.57,16.53,15.08,11.16,85.49,8.58,0.16,0.07,0.0,2.4,3.31,10.45,78.12,20.43,27.84,21.55,9.14,21.03,31.9,2.48,18.34,80.8,19.2,2553
Texas,Tyler,48.5,51.5,5.42,17.5,6.81,8.19,9.98,12.41,15.62,13.75,10.32,88.93,5.49,0.1,0.4,0.0,1.87,3.21,5.4,86.1,18.16,25.36,18.34,12.5,25.65,29.22,4.77,19.03,82.75,17.25,2560
Texas,Upshur,49.18,50.82,7.09,18.5,7.72,10.02,11.75,12.34,14.75,10.65,7.18,85.13,8.0,0.36,0.39,0.0,2.57,3.54,8.68,80.09,15.53,23.34,19.41,13.46,28.25,38.11,2.35,16.12,84.87,15.13,2566
Texas,Upton,49.35,50.65,5.76,25.3,5.76,6.68,15.78,12.75,13.55,8.82,5.59,45.89,7.01,0.39,0.72,0.0,44.53,1.45,54.36,39.88,14.14,17.06,23.32,22.27,23.07,39.52,1.31,13.69,92.49,7.51,2572
Texas,Uvalde,48.34,51.66,8.63,20.3,10.48,12.11,10.88,10.61,10.53,9.26,7.21,89.05,0.52,0.46,0.84,0.09,4.69,4.34,72.01,25.49,25.42,21.91,22.16,12.77,17.46,39.22,2.01,13.38,79.8,20.2,2576
Texas,Val Verde,48.87,51.13,10.01,21.72,9.78,11.26,11.71,11.39,9.29,8.33,6.51,84.08,1.03,0.34,0.7,0.01,5.69,8.15,84.39,12.93,20.78,24.72,18.92,10.78,24.72,39.85,1.51,12.08,78.17,21.83,2582
Texas,Van Zandt,48.69,51.31,7.59,16.92,7.37,9.69,11.31,12.76,14.36,11.79,8.2,92.58,2.66,0.76,0.42,0.01,1.21,2.36,11.24,83.54,14.61,20.62,19.77,14.42,30.52,36.76,1.45,17.28,82.54,17.46,2586
Texas,Victoria,48.98,51.02,8.06,18.84,9.26,12.17,12.3,11.23,12.34,9.33,6.47,82.16,5.87,0.35,1.18,0.1,3.02,7.31,47.37,44.05,15.98,18.07,18.5,14.67,32.44,42.56,2.35,12.39,82.72,17.28,2595
Texas,Walker,49.08,50.92,6.27,14.15,23.3,12.3,10.43,9.76,9.4,8.34,6.06,72.1,21.83,0.21,1.48,0.31,0.89,3.19,15.41,59.94,19.97,26.23,14.03,12.29,21.54,41.95,1.38,21.85,87.71,12.29,2603
Texas,Waller,49.66,50.34,7.64,19.93,18.27,10.71,10.64,10.21,10.95,7.32,4.34,54.65,24.44,0.71,1.23,0.04,15.44,3.5,30.43,42.74,12.75,17.68,14.8,13.41,33.63,40.87,2.05,17.87,80.22,19.78,2606
Texas,Ward,50.12,49.88,8.71,20.74,9.59,11.68,13.82,10.89,11.21,7.7,5.66,85.51,4.8,1.47,0.55,0.0,4.75,2.92,54.42,39.22,14.23,19.11,14.48,22.96,29.19,40.88,2.34,13.98,84.03,15.97,2610
Texas,Washington,48.31,51.69,6.97,17.35,9.56,8.21,10.49,11.8,14.36,11.55,9.71,76.7,17.14,0.17,1.69,0.0,1.22,3.08,16.18,63.57,12.08,18.84,20.95,11.53,32.37,39.92,1.96,12.53,88.34,11.66,2613
Texas,Webb,48.8,51.2,10.99,23.9,11.23,11.78,12.7,11.47,8.59,5.54,3.8,81.22,0.46,0.16,0.51,0.01,3.0,14.65,95.53,3.48,21.8,21.47,19.69,13.12,23.52,38.39,2.19,15.18,71.26,28.74,2616
Texas,Wharton,49.14,50.86,8.03,19.83,8.78,10.83,11.8,11.09,12.89,9.41,7.33,75.85,13.16,0.09,0.37,0.0,4.67,5.86,41.92,44.1,16.12,22.86,18.73,12.58,29.17,39.05,2.27,14.07,80.82,19.18,2618
Texas,Wheeler,52.12,47.88,8.43,18.68,5.82,11.63,11.59,11.22,13.78,10.97,7.87,90.03,2.73,0.31,0.33,0.0,2.77,3.83,26.08,68.51,18.37,27.91,15.26,17.22,21.24,41.89,2.13,10.03,78.9,21.1,2623
Texas,Wichita,47.94,52.06,8.27,18.36,9.85,11.83,11.57,11.4,13.07,8.92,6.72,78.47,9.09,0.98,2.12,0.12,3.91,5.3,19.22,66.12,19.27,22.53,19.48,14.4,23.08,42.21,1.91,13.6,85.15,14.85,2632
Texas,Wilbarger,48.66,51.34,7.23,17.31,8.05,14.07,11.24,10.99,14.89,10.17,6.05,73.32,9.79,1.47,1.13,0.0,6.09,8.21,30.08,56.69,19.51,22.2,18.27,16.09,18.96,42.64,2.95,13.65,87.43,12.57,2634
Texas,Willacy,52.8,47.2,8.06,19.05,11.49,13.3,11.8,11.96,9.78,8.22,6.35,86.82,0.15,0.46,0.0,0.0,1.54,11.02,89.0,10.57,25.54,26.13,19.86,11.66,16.77,38.81,4.24,15.28,72.91,27.09,2639
Texas,Williamson,49.21,50.79,7.82,19.13,7.92,12.65,16.36,13.52,10.46,7.61,4.53,75.71,6.35,0.34,7.14,0.12,3.02,7.31,24.61,58.36,5.56,12.0,14.58,14.47,53.11,47.84,2.35,10.72,90.4,9.6,2640
Texas,Wilson,49.83,50.17,6.72,19.0,8.04,10.42,12.52,13.96,14.18,9.72,5.46,88.69,1.01,0.38,0.51,0.06,2.53,6.82,40.36,56.04,9.19,16.35,15.74,13.89,44.83,43.22,1.64,14.25,86.25,13.75,2641
Texas,Winkler,51.05,48.95,10.98,23.81,7.68,8.45,15.36,11.3,10.58,6.49,5.35,80.52,3.51,1.71,0.0,0.03,2.67,11.57,61.89,33.5,10.21,19.24,17.33,19.56,33.67,40.05,0.73,12.59,75.17,24.83,2642
Texas,Wise,50.05,49.95,7.99,18.29,7.9,11.11,12.1,13.55,14.11,9.45,5.51,92.24,1.1,0.65,0.41,0.21,2.65,2.75,19.36,76.67,11.21,17.27,18.01,15.64,37.84,43.36,1.71,13.71,82.9,17.1,2643
Texas,Wood,48.99,51.01,6.0,15.16,7.32,7.85,9.58,11.57,15.9,15.48,11.13,88.96,4.59,0.94,0.51,0.09,2.59,2.32,10.08,82.67,13.86,19.64,21.91,16.26,27.01,33.75,1.85,16.63,84.19,15.81,2644
Texas,Yoakum,51.75,48.25,11.47,22.03,8.74,13.24,13.06,8.91,11.86,6.33,4.37,84.66,0.15,1.25,0.31,0.0,4.67,8.95,66.95,31.42,12.66,15.11,23.01,10.58,38.64,37.82,1.88,16.11,74.43,25.57,2645
Texas,Young,48.61,51.39,7.29,18.18,6.86,11.09,11.32,11.61,13.76,11.1,8.79,94.37,1.55,1.01,0.25,0.0,1.36,1.45,18.98,77.71,15.5,23.66,17.01,14.08,29.76,39.88,1.42,13.35,80.96,19.04,2646
Texas,Zapata,49.16,50.84,11.24,23.72,10.2,10.69,12.4,10.4,7.91,7.62,5.83,80.31,0.0,0.0,1.2,0.0,5.36,13.13,94.64,3.93,31.3,27.62,12.14,8.86,20.08,34.67,2.87,14.06,74.1,25.9,2650
Texas,Zavala,52.29,47.71,9.86,21.44,9.97,12.09,13.11,8.91,9.6,10.25,4.76,84.64,0.61,0.0,0.31,0.0,2.76,11.69,94.25,4.96,27.26,34.79,20.97,8.04,8.93,36.61,1.04,16.03,83.83,16.17,2651
Utah,Beaver,53.05,46.95,10.67,23.46,9.52,8.5,13.39,8.25,11.71,9.03,5.47,92.65,0.0,0.96,0.31,0.0,3.59,2.49,11.94,84.53,7.41,14.17,28.46,26.27,23.69,40.7,1.44,9.23,89.71,10.29,2653
Utah,Box Elder,50.79,49.21,9.79,23.08,8.76,11.11,13.32,10.15,11.03,7.29,5.47,92.63,0.5,0.9,0.83,0.16,2.05,2.94,9.46,86.83,7.57,18.32,22.54,19.0,32.5,40.86,1.16,12.34,92.13,7.87,2658
Utah,Cache,50.05,49.95,10.05,22.56,18.94,11.7,11.63,8.18,7.6,5.47,3.87,90.04,0.68,0.35,1.99,0.4,3.21,3.33,10.62,83.7,11.79,21.64,20.12,17.32,27.49,45.39,1.14,11.52,93.09,6.91,2661
Utah,Carbon,50.0,50.0,8.27,19.47,8.21,11.53,12.26,10.01,13.08,10.41,6.75,90.98,1.23,1.55,0.03,0.5,2.2,3.51,13.4,82.87,17.48,20.12,23.78,16.15,21.3,38.1,2.48,14.51,90.62,9.38,2665
Utah,Daggett,49.23,50.77,6.56,24.71,8.69,1.74,14.48,10.81,20.08,9.65,3.28,99.61,0.0,0.39,0.0,0.0,0.0,0.0,0.58,99.03,1.74,12.36,14.67,7.14,61.58,47.3,0.58,7.92,94.59,5.41,2668
Utah,Davis,50.16,49.84,10.33,23.74,8.49,12.71,14.73,10.45,9.41,6.13,4.02,89.24,1.23,0.44,1.72,0.74,1.93,4.7,9.86,83.37,4.85,11.01,16.44,18.29,49.27,44.32,1.08,10.39,94.11,5.89,2671
Utah,Duchesne,50.24,49.76,11.97,23.61,6.65,12.16,13.62,9.77,10.43,7.05,4.74,89.11,0.15,4.32,0.34,0.35,3.4,2.33,8.33,85.0,13.75,18.82,21.55,18.68,27.13,37.48,2.31,12.84,86.53,13.47,2672
Utah,Emery,51.22,48.78,8.47,22.44,7.35,9.5,12.59,10.21,12.73,10.3,6.4,97.25,0.07,0.68,1.04,0.19,0.0,0.78,6.29,91.03,13.26,18.93,20.32,20.57,26.6,36.1,1.43,14.86,93.36,6.64,2673
Utah,Garfield,49.97,50.03,8.35,19.55,3.79,8.77,11.28,10.6,14.45,14.26,8.95,93.82,0.0,4.43,0.04,0.12,1.21,0.37,5.12,89.9,17.32,25.5,20.74,15.59,19.32,36.83,0.58,11.47,83.39,16.61,2674
Utah,Grand,50.47,49.53,6.51,14.56,7.26,13.18,16.6,9.79,13.5,13.3,5.3,92.2,0.43,2.1,1.93,0.43,0.1,2.81,10.28,81.93,16.23,21.36,24.41,14.68,23.13,51.98,0.99,7.36,83.68,16.32,2675
Utah,Iron,49.45,50.55,9.64,21.43,14.28,11.67,11.33,9.11,9.74,7.98,4.82,90.81,0.62,1.86,0.92,0.25,2.34,3.2,8.96,85.58,14.92,24.32,19.98,15.68,24.64,41.11,2.07,12.95,88.56,11.44,2676
Utah,Juab,50.66,49.34,10.26,25.66,8.95,10.91,13.36,10.01,8.82,7.37,4.65,93.33,0.38,1.38,0.14,0.18,2.19,2.39,5.28,91.82,7.7,21.63,15.43,21.94,33.02,39.82,1.29,10.94,90.42,9.58,2677
Utah,Kane,50.19,49.81,7.09,16.5,3.99,13.2,12.23,9.79,14.11,14.66,8.44,93.15,0.19,3.36,1.66,0.16,0.96,0.52,4.47,91.03,13.06,25.55,16.89,17.74,25.82,39.49,1.56,12.27,88.32,11.68,2678
Utah,Millard,51.13,48.87,10.0,22.61,8.36,9.79,11.55,9.34,11.87,9.37,7.12,88.3,0.26,1.13,1.27,0.05,6.41,2.59,12.74,83.21,9.87,19.56,23.89,18.46,27.68,37.98,1.25,11.67,88.9,11.1,2680
Utah,Morgan,51.43,48.57,9.66,27.83,6.74,8.76,13.46,11.73,9.9,7.15,4.76,95.18,0.79,0.13,0.2,0.24,1.38,2.07,2.9,94.13,1.56,9.54,16.69,14.32,57.88,37.09,0.51,13.0,94.4,5.6,2681
Utah,Piute,50.19,49.81,5.78,17.6,4.36,4.52,10.74,7.52,16.84,17.11,15.53,96.73,0.0,0.22,0.0,0.0,2.56,0.49,3.05,96.24,30.52,27.79,14.71,11.77,15.2,24.41,0.87,18.69,81.42,18.58,2685
Utah,Rich,50.58,49.42,6.93,26.43,9.17,9.96,9.38,10.08,10.62,11.49,5.93,91.33,0.0,0.0,0.0,0.0,6.72,1.95,9.5,89.42,6.89,22.74,20.37,23.28,26.72,32.37,0.41,16.43,90.79,9.21,2687
Utah,Salt Lake,50.05,49.95,8.88,19.73,9.72,14.94,14.62,11.23,10.08,6.66,4.14,77.58,1.92,0.77,4.14,1.55,9.32,4.71,18.48,70.54,7.42,14.07,17.48,15.7,44.71,48.61,1.73,10.24,89.96,10.04,2690
Utah,San Juan,49.17,50.83,9.07,23.67,8.91,10.89,11.68,10.05,11.86,8.12,5.75,48.99,0.11,46.25,0.6,0.29,0.33,3.43,5.56,44.34,19.22,21.6,20.52,14.21,23.37,34.25,4.23,14.9,79.75,20.25,2694
Utah,Sanpete,48.69,51.31,8.38,22.33,12.83,9.63,11.61,10.08,10.3,8.88,5.96,89.99,0.38,0.88,0.57,0.58,6.14,1.45,7.83,88.62,12.01,23.91,20.86,14.82,26.42,39.14,1.4,13.91,88.22,11.78,2697
Utah,Sevier,51.57,48.43,8.1,22.97,7.27,10.21,13.33,9.98,11.85,9.44,6.84,94.5,0.62,1.17,0.3,0.28,1.89,1.24,5.03,91.95,14.79,20.83,22.54,17.75,23.82,37.75,2.01,12.89,90.49,9.51,2702
Utah,Summit,51.17,48.83,6.26,19.77,8.41,9.75,12.78,15.49,15.08,8.63,3.81,91.62,0.63,0.39,1.72,0.0,1.92,3.72,11.08,84.55,4.7,9.13,13.07,12.59,60.2,49.49,1.02,11.01,93.5,6.5,2703
Utah,Tooele,50.19,49.81,9.6,24.58,8.89,11.84,15.45,11.18,9.5,5.55,3.4,88.48,0.61,0.53,0.72,0.66,4.03,4.98,12.57,82.14,4.86,15.18,20.11,19.12,40.72,44.38,1.83,10.66,92.38,7.62,2707
Utah,Uintah,49.86,50.14,10.66,24.26,8.43,12.66,13.74,9.54,10.13,6.54,4.05,87.01,0.41,7.04,0.76,0.08,1.24,3.47,8.2,81.21,13.07,19.91,21.64,18.09,27.14,36.74,2.38,15.38,84.42,15.58,2539
Utah,Utah,50.49,49.51,11.25,24.35,16.55,12.42,12.69,8.41,6.69,4.53,3.1,90.17,0.6,0.54,1.41,0.84,2.08,4.35,11.89,81.98,7.42,14.19,17.04,16.89,42.39,43.21,1.47,12.09,92.34,7.66,2555
Utah,Wasatch,50.93,49.07,8.99,24.02,8.11,9.98,14.39,11.59,11.42,7.78,3.73,91.71,0.65,0.34,1.04,0.0,1.94,4.32,13.57,83.3,6.25,11.72,17.56,16.68,47.66,44.7,0.61,10.17,93.73,6.27,2567
Utah,Washington,49.29,50.71,7.95,19.76,8.18,10.64,11.67,9.49,10.8,11.99,9.53,89.99,0.67,1.33,0.91,0.69,3.7,2.7,10.57,84.1,9.91,20.1,19.56,14.72,35.36,37.02,1.11,12.64,88.12,11.88,2577
Utah,Wayne,51.75,48.25,7.85,19.69,5.15,10.56,9.73,10.97,14.73,14.47,6.84,97.48,0.08,0.64,0.15,0.83,0.08,0.75,5.98,91.85,13.83,23.37,22.66,19.39,20.22,38.29,0.79,12.06,84.25,15.75,2580
Utah,Weber,50.04,49.96,9.11,20.63,9.89,13.59,13.7,10.84,10.61,7.08,4.55,87.89,0.96,0.66,1.25,0.26,4.3,4.68,18.41,75.94,7.89,15.39,20.24,19.63,36.52,46.27,1.44,10.91,91.36,8.64,2587
Virginia,Accomack,48.59,51.41,6.92,14.76,6.19,10.24,10.56,11.46,16.44,14.02,9.4,66.79,28.88,0.15,0.76,0.0,0.46,2.96,8.86,59.83,20.09,26.08,17.07,15.03,19.3,38.15,1.39,15.34,86.03,13.97,2719
Virginia,Albemarle,47.46,52.54,6.26,17.23,10.22,11.18,11.64,11.76,13.31,10.64,7.77,80.95,8.9,0.29,5.56,0.04,0.92,3.33,5.77,76.85,7.48,13.03,13.01,12.97,47.3,44.17,1.47,12.46,93.55,6.45,2728
Virginia,Alleghany,49.0,51.0,5.84,14.54,8.26,8.26,9.5,13.88,16.42,13.32,9.99,92.81,5.09,0.0,0.03,0.0,0.43,1.63,1.57,91.51,18.69,21.38,19.31,15.67,24.14,38.06,1.82,16.44,94.48,5.52,2733
Virginia,Amelia,50.65,49.35,5.79,17.97,5.68,10.15,10.8,14.0,16.64,10.88,8.11,75.44,22.19,0.0,0.01,0.0,0.0,2.36,3.17,72.91,11.5,17.73,22.4,14.87,33.18,45.71,1.86,9.69,93.17,6.83,2741
Virginia,Amherst,48.02,51.98,6.48,14.15,8.65,9.93,11.03,13.66,15.46,11.91,8.72,76.61,18.03,0.77,0.66,0.04,0.64,3.25,2.49,74.79,11.91,20.36,18.1,15.54,31.33,42.77,2.27,13.71,91.3,8.7,2746
Virginia,Appomattox,48.33,51.67,6.93,16.15,6.76,11.08,11.12,13.02,14.69,11.9,8.35,78.44,18.99,0.04,0.13,0.0,0.36,2.04,1.82,76.93,16.66,18.59,16.8,22.4,25.49,41.54,1.25,13.89,92.29,7.71,2749
Virginia,Arlington,49.45,50.55,7.01,12.04,9.74,21.56,16.44,12.5,9.95,6.67,4.09,68.96,9.07,0.35,10.48,0.11,5.16,5.86,15.47,60.77,6.23,7.79,9.81,9.64,66.09,60.47,1.78,7.94,93.96,6.04,2753
Virginia,Augusta,48.65,51.35,6.17,15.08,7.02,9.75,10.92,13.68,15.55,12.63,9.19,94.31,2.12,0.1,0.56,0.12,0.79,2.0,2.77,92.63,11.02,17.25,20.63,20.26,30.77,45.49,1.31,10.12,92.6,7.4,2758
Virginia,Bath,52.91,47.09,4.64,10.84,5.67,14.37,11.06,12.43,15.12,15.48,10.38,92.16,4.76,0.19,0.38,0.0,0.36,2.14,0.7,91.83,18.7,18.8,22.04,6.18,30.43,44.5,3.15,11.01,90.31,9.69,2763
Virginia,Bedford City,49.11,50.89,6.41,14.48,7.94,8.83,10.4,14.19,16.41,12.9,8.43,88.77,6.53,0.05,1.25,0.02,0.66,2.71,2.38,87.21,9.9,17.68,19.66,16.13,36.49,42.64,1.49,13.64,93.66,6.34,2713
Virginia,Bedford County,49.11,50.89,6.41,14.48,7.94,8.83,10.4,14.19,16.41,12.9,8.43,88.77,6.53,0.05,1.25,0.02,0.66,2.71,2.38,87.21,9.9,17.68,19.66,16.13,36.49,42.64,1.49,13.64,93.66,6.34,2769
Virginia,Bland,49.41,50.59,8.72,12.14,6.49,9.55,11.62,11.13,14.7,15.26,10.39,97.9,0.19,0.0,0.15,0.0,0.2,1.56,0.82,97.29,16.43,22.79,19.91,17.01,23.87,38.07,1.67,13.75,92.51,7.49,2772
Virginia,Botetourt,49.1,50.9,5.11,15.61,6.45,8.8,10.23,15.21,16.2,13.21,9.18,94.16,2.59,0.12,0.66,0.0,0.41,2.05,1.79,93.0,7.95,14.18,19.8,15.31,42.73,43.99,1.09,11.81,94.99,5.01,2776
Virginia,Brunswick,48.96,51.04,5.82,13.83,8.58,10.38,9.09,12.38,15.83,13.57,10.53,43.19,52.21,0.06,0.18,0.0,1.44,2.92,2.17,42.79,21.19,25.26,19.31,14.58,17.59,38.9,3.28,14.08,91.83,8.17,2777
Virginia,Buchanan,48.91,51.09,4.89,12.88,7.41,10.0,10.91,15.04,16.55,13.3,9.01,96.82,0.81,0.81,0.19,0.0,0.72,0.66,0.63,96.71,30.14,28.15,18.71,9.88,13.02,28.43,1.94,29.55,89.96,10.04,2784
Virginia,Buckingham,48.16,51.84,7.02,14.95,5.13,12.93,11.27,13.04,14.45,12.7,8.52,64.44,29.68,0.88,0.05,0.0,1.82,3.13,2.05,64.22,18.82,24.99,21.81,15.28,18.8,40.28,2.15,14.39,89.64,10.36,2785
Virginia,Campbell,48.2,51.8,6.45,14.63,8.44,11.99,11.03,13.1,14.5,11.52,8.34,80.96,13.95,0.18,0.96,0.02,0.5,3.43,2.72,79.18,13.62,23.85,19.98,15.61,26.84,44.16,1.52,13.38,91.76,8.24,2788
Virginia,Caroline,46.39,53.61,8.78,16.96,5.69,9.96,12.92,13.58,15.05,10.4,6.65,65.51,26.64,0.35,0.18,0.0,3.01,4.3,4.34,63.84,7.73,17.77,20.25,15.77,38.39,45.57,1.11,10.52,93.72,6.28,2793
Virginia,Carroll,50.53,49.47,5.54,13.23,6.47,10.51,9.98,13.73,16.24,14.27,10.04,97.09,0.6,0.4,0.0,0.02,0.41,1.48,3.73,94.24,19.74,25.36,20.85,16.91,17.02,37.65,1.79,17.49,88.59,11.41,2797
Virginia,Charles City,49.09,50.91,3.67,12.44,7.23,7.95,9.66,15.22,18.9,15.02,9.91,43.99,44.12,6.02,1.01,0.0,0.22,4.64,1.94,42.75,15.08,17.4,17.7,21.15,28.68,43.21,1.5,14.26,92.12,7.88,2806
Virginia,Charlotte,50.16,49.84,5.09,18.29,7.89,7.97,9.57,13.37,15.82,12.28,9.73,70.2,27.64,0.25,0.36,0.0,0.19,1.36,2.23,68.15,23.89,24.49,20.94,12.56,17.9,37.0,2.33,15.29,88.19,11.81,2810
Virginia,Chesterfield,47.99,52.01,7.43,18.09,8.37,10.68,13.33,13.86,13.33,9.56,5.35,65.4,22.94,0.24,3.42,0.04,3.84,4.12,9.13,60.91,6.12,13.25,16.91,14.94,48.14,46.76,2.01,10.8,92.48,7.52,2816
Virginia,Clarke,49.97,50.03,4.84,16.14,7.13,7.52,10.53,15.63,17.76,12.1,8.36,89.57,4.62,0.0,1.56,0.0,1.79,2.47,5.81,85.61,6.66,11.64,12.45,13.22,55.85,45.52,1.54,11.5,91.26,8.74,2819
Virginia,Craig,47.84,52.16,6.1,12.05,8.14,9.71,8.59,13.97,19.53,10.56,11.34,98.27,0.0,0.0,0.0,0.0,0.0,1.73,0.0,98.27,17.03,20.68,12.07,19.68,30.53,44.39,0.82,14.74,94.84,5.16,2820
Virginia,Culpeper,48.29,51.71,7.78,18.64,7.2,10.13,13.15,13.18,13.92,9.92,6.08,75.16,12.78,0.47,1.67,0.13,4.89,4.9,11.09,69.84,7.75,13.37,16.3,18.78,43.51,45.17,1.72,10.69,90.44,9.56,2824
Virginia,Cumberland,47.96,52.04,3.96,16.57,6.94,11.33,11.23,12.55,15.14,13.61,8.67,63.49,32.89,0.09,1.03,0.0,0.66,1.84,1.07,63.35,13.2,23.37,21.87,15.64,25.51,46.8,1.13,9.26,88.33,11.67,2827
Virginia,Dickenson,50.12,49.88,5.96,14.75,6.37,10.31,12.39,13.1,15.39,13.03,8.7,98.48,0.09,0.04,0.11,0.0,0.06,1.22,0.85,98.09,32.4,24.13,13.1,13.69,16.6,29.6,1.5,26.46,91.65,8.35,2832
Virginia,Dinwiddie,48.72,51.28,6.61,16.14,6.92,11.34,11.72,14.49,15.26,10.33,7.19,65.48,31.6,0.02,0.86,0.1,0.83,1.12,3.62,62.28,11.32,18.26,17.85,13.27,37.53,43.41,2.77,13.54,91.17,8.83,2838
Virginia,Essex,45.72,54.28,6.29,14.25,8.14,8.01,11.29,13.24,16.36,14.16,8.25,56.81,39.07,0.0,0.58,0.0,1.59,1.94,3.83,54.58,19.28,19.94,22.33,18.2,19.54,39.48,2.87,14.69,89.85,10.15,2842
Virginia,Fairfax County,49.3,50.7,7.79,17.4,8.26,11.94,14.13,14.15,12.79,8.27,5.28,58.81,9.69,0.28,20.01,0.08,5.05,6.08,16.33,49.78,4.98,8.41,9.22,9.88,67.0,49.3,1.97,10.01,91.91,8.09,2849
Virginia,Fauquier,49.43,50.57,6.79,17.85,7.45,9.7,12.55,14.33,15.06,9.86,6.41,85.82,7.23,0.43,1.8,0.04,0.58,4.1,8.61,79.57,5.09,8.6,11.59,12.01,62.6,46.88,1.34,10.86,92.09,7.91,2853
Virginia,Floyd,49.57,50.43,5.01,15.14,7.79,8.07,11.09,14.26,15.83,13.35,9.47,94.56,1.58,0.79,0.29,0.0,0.62,2.16,2.92,93.25,16.01,21.14,18.21,19.39,25.26,41.25,1.45,14.33,91.1,8.9,2856
Virginia,Fluvanna,48.69,51.31,6.71,15.01,7.31,9.93,12.12,13.46,14.67,12.34,8.44,80.11,13.65,0.07,1.44,0.1,0.96,3.67,3.54,78.46,6.94,12.78,16.03,19.59,44.63,45.34,1.1,11.06,91.66,8.34,2858
Virginia,Franklin County,49.16,50.84,5.67,14.96,7.4,9.11,9.53,13.68,16.35,14.24,9.06,88.66,7.77,0.29,0.6,0.01,0.45,2.22,2.83,87.13,16.76,18.54,19.72,12.71,30.13,39.53,1.74,14.82,90.47,9.53,2862
Virginia,Frederick,49.53,50.47,7.26,17.09,7.57,10.87,12.14,13.79,13.8,10.18,7.3,89.92,3.45,0.17,1.56,0.04,0.85,4.01,9.02,83.1,6.14,14.14,16.81,15.91,46.79,45.81,1.48,10.88,91.7,8.3,2868
Virginia,Giles,48.79,51.21,6.74,15.04,7.51,9.83,11.44,14.5,13.91,12.38,8.64,96.04,1.7,0.0,0.47,0.17,0.0,1.61,1.81,94.73,13.43,18.61,28.97,14.49,24.38,41.44,1.87,13.88,91.86,8.14,2873
Virginia,Gloucester,48.8,51.2,5.85,15.18,7.45,10.24,11.43,14.02,16.84,11.51,7.49,87.41,9.86,0.05,0.79,0.0,0.34,1.55,3.74,84.31,8.4,15.75,20.64,18.71,36.48,45.48,1.53,12.98,93.83,6.17,2887
Virginia,Goochland,49.83,50.17,4.94,15.2,6.84,7.35,9.86,14.81,17.89,15.1,8.01,80.98,13.07,0.0,1.62,0.0,1.12,3.21,2.9,79.05,6.67,9.05,13.87,16.75,53.56,43.24,1.43,12.08,96.23,3.77,2892
Virginia,Grayson,48.77,51.23,5.75,12.85,6.61,8.47,9.97,14.27,16.01,15.07,11.0,95.65,2.19,0.0,1.07,0.0,0.47,0.62,3.29,93.07,21.04,28.8,19.15,13.31,16.94,40.03,1.7,13.6,87.38,12.62,2896
Virginia,Greene,47.81,52.19,7.87,17.37,7.31,10.9,12.42,13.43,13.63,10.88,6.18,82.93,7.65,0.21,2.08,0.0,4.04,3.08,5.86,81.18,10.35,16.56,21.78,13.69,37.58,45.79,2.23,9.69,89.13,10.87,2899
Virginia,Greensville,47.24,52.76,6.73,15.76,7.23,14.24,8.2,14.2,12.98,12.67,7.98,40.44,57.02,0.0,0.0,0.0,0.0,2.55,1.29,39.38,17.73,23.32,23.68,13.42,21.84,40.37,1.87,14.61,89.15,10.85,2902
Virginia,Halifax,47.42,52.58,6.47,15.69,7.4,8.94,10.04,12.7,15.11,13.87,9.79,61.64,34.07,0.25,0.74,0.0,0.12,3.18,2.15,60.04,20.36,24.48,18.65,14.6,21.69,37.13,1.66,15.4,92.73,7.27,2904
Virginia,Hanover,49.21,50.79,6.03,17.57,7.98,9.27,12.05,14.55,14.83,10.68,7.04,85.24,8.81,0.3,1.6,0.2,0.98,2.86,3.06,83.52,5.92,11.38,13.22,14.82,53.33,47.64,1.45,9.58,95.13,4.87,2909
Virginia,Henrico,47.32,52.68,7.37,16.74,8.04,12.74,13.47,13.46,12.96,9.05,6.18,55.14,29.58,0.17,9.1,0.02,2.14,3.85,5.8,52.3,9.93,16.36,15.3,13.77,44.5,48.98,2.04,9.64,92.73,7.27,2915
Virginia,Henry,47.9,52.1,5.76,15.25,6.29,8.72,10.4,14.2,15.66,12.86,10.86,72.28,22.34,0.06,0.63,0.0,2.19,2.51,5.64,69.66,21.53,29.83,20.6,12.01,15.78,35.76,2.55,16.96,90.5,9.5,2918
Virginia,Highland,43.14,56.86,4.31,9.95,9.36,4.86,5.04,9.17,18.53,20.44,18.35,95.91,0.0,0.0,3.63,0.0,0.0,0.45,0.0,95.91,14.53,23.3,23.3,21.44,17.44,28.75,4.5,13.71,92.1,7.9,2920
Virginia,Isle of Wight,49.0,51.0,6.28,16.29,6.39,9.9,11.87,13.9,16.61,11.39,7.37,71.76,22.89,0.17,0.94,0.02,1.13,3.08,3.52,70.12,11.42,13.14,15.14,13.65,46.5,44.41,2.49,11.76,92.69,7.31,2925
