STATE,COUNTY,POPUNI,PRED0_E,PRED0_M,PRED0_PE,PRED0_PM,PRED12_E,PRED12_M,PRED12_PE,PRED12_PM,PRED3_E,PRED3_M,PRED3_PE,PRED3_PM,FID
Nebraska,Nemaha,6631,2494,642.9,37.61,9.7,3028,649.4,45.66,9.79,1109,528.9,16.72,7.98,1343
Nebraska,Nuckolls,4060,1725,355.6,42.49,8.76,1762,365.5,43.4,9,573,310.1,14.11,7.64,1345
Nebraska,Otoe,15923,5946,1334.1,37.34,8.38,7084,1354.3,44.49,8.51,2893,1106,18.17,6.95,1348
Nebraska,Pawnee,2548,651,259.8,25.55,10.2,1233,267.7,48.39,10.51,664,229.6,26.06,9.01,1350
Nebraska,Perkins,2832,1116,289.8,39.41,10.23,1263,295.3,44.6,10.43,453,244.1,16,8.62,1352
Nebraska,Phelps,8891,3302,794.3,37.14,8.93,3609,803.1,40.59,9.03,1980,663.6,22.27,7.46,1355
Nebraska,Pierce,7301,3425,586.7,46.91,8.04,2878,588.4,39.42,8.06,998,469.8,13.67,6.43,1356
Nebraska,Platte,34045,13361,2907.6,39.25,8.54,14943,2979.7,43.89,8.75,5741,2424.2,16.86,7.12,1359
Nebraska,Polk,5173,2523,456.9,48.77,8.83,1722,464.1,33.29,8.97,928,385.8,17.94,7.46,1362
Nebraska,Red Willow,10301,3924,1008.9,38.09,9.79,4400,1026,42.71,9.96,1977,843.7,19.19,8.19,1364
Nebraska,Richardson,7756,2579,812.5,33.25,10.48,3364,828.6,43.37,10.68,1813,705.2,23.38,9.09,1365
Nebraska,Rock,1264,347,150.5,27.45,11.91,534,154.9,42.25,12.25,383,132.6,30.3,10.49,1366
Nebraska,Saline,13448,4399,1322.7,32.71,9.84,6434,1379.1,47.84,10.26,2615,1117.1,19.45,8.31,1367
Nebraska,Sarpy,193130,94597,16447.3,48.98,8.52,73617,16281.9,38.12,8.43,24916,12062.8,12.9,6.25,1368
Nebraska,Saunders,22680,9885,1714.5,43.58,7.56,9274,1716.7,40.89,7.57,3521,1352.2,15.52,5.96,1370
Nebraska,Scotts Bluff,35454,12478,3075,35.19,8.67,15592,3194.5,43.98,9.01,7384,2671,20.83,7.53,1373
Nebraska,Seward,16508,7415,1266,44.92,7.67,6331,1270.5,38.35,7.7,2762,1010.3,16.73,6.12,1375
Nebraska,Sheridan,5088,1413,456.4,27.77,8.97,2413,477.6,47.43,9.39,1262,424.5,24.8,8.34,1376
Nebraska,Sherman,2964,1162,294.5,39.2,9.94,1135,301.9,38.29,10.19,667,257.5,22.5,8.69,1377
Nebraska,Sioux,1143,347,137.1,30.36,11.99,559,142.5,48.91,12.47,237,122,20.73,10.67,1380
Nebraska,Stanton,5816,2770,571.7,47.63,9.83,2252,576.6,38.72,9.91,794,453.2,13.65,7.79,1382
Nebraska,Thayer,4910,2011,416.9,40.96,8.49,1954,424.4,39.8,8.64,945,355.5,19.25,7.24,1383
Nebraska,Thomas,673,182,88,27.04,13.08,292,91.8,43.39,13.64,199,79,29.57,11.74,1384
Nebraska,Thurston,6618,1805,494.6,27.27,7.47,3080,565.1,46.54,8.54,1733,544.4,26.19,8.23,1385
Nebraska,Valley,4063,1590,398.6,39.13,9.81,1813,406.4,44.62,10,660,338,16.24,8.32,1386
Nebraska,Washington,20953,10443,1714.1,49.84,8.18,7251,1718.5,34.61,8.2,3259,1349.5,15.55,6.44,1387
Nebraska,Wayne,8727,3422,858.4,39.21,9.84,3632,870.6,41.62,9.98,1673,694.6,19.17,7.96,1388
Nebraska,Webster,3406,1421,310,41.72,9.1,1329,315.2,39.02,9.25,656,262.4,19.26,7.7,1389
Nebraska,Wheeler,795,222,90,27.92,11.32,392,93.2,49.31,11.72,181,78.8,22.77,9.91,1390
Nebraska,York,13632,5630,1183.6,41.3,8.68,5693,1200.8,41.76,8.81,2309,979.6,16.94,7.19,1392
Nevada,Churchill,25684,7327,2454,28.53,9.55,13283,2638.4,51.72,10.27,5074,2157.8,19.76,8.4,1396
Nevada,Clark,2279271,661544,191284.8,29.02,8.39,1097984,206571.7,48.17,9.06,519743,168371,22.8,7.39,1399
Nevada,Douglas,49738,13041,4282.2,26.22,8.61,24405,4711.3,49.07,9.47,12292,3989.5,24.71,8.02,1400
Nevada,Elko,53409,18545,4949.4,34.72,9.27,24952,5255.5,46.72,9.84,9912,4098.4,18.56,7.67,1401
Nevada,Esmeralda,743,213,97.5,28.67,13.12,356,111.9,47.91,15.06,174,99,23.42,13.32,1404
Nevada,Eureka,1903,547,287.3,28.74,15.1,1019,303.7,53.55,15.96,337,240.4,17.71,12.63,1406
Nevada,Humboldt,17542,6590,1592.1,37.57,9.08,7293,1707.7,41.57,9.73,3659,1376.9,20.86,7.85,1407
Nevada,Lander,5798,2230,642.4,38.46,11.08,2499,688.6,43.1,11.88,1069,560.1,18.44,9.66,1408
Nevada,Lincoln,4374,1236,492.5,28.26,11.26,2140,528.3,48.93,12.08,998,431.6,22.82,9.87,1410
Nevada,Lyon,60642,19000,5513.4,31.33,9.09,29765,5862.1,49.08,9.67,11877,4685,19.59,7.73,1412
Nevada,Mineral,4557,780,514.1,17.12,11.28,2476,571.4,54.33,12.54,1301,488.8,28.55,10.73,1415
Nevada,Nye,52547,12366,4458.1,23.53,8.48,25914,5052.5,49.32,9.62,14267,4428.6,27.15,8.43,1417
Nevada,Pershing,5055,2144,557.2,42.41,11.02,1923,611,38.04,12.09,988,515.4,19.55,10.2,1419
Nevada,Storey,4141,1124,463.1,27.14,11.18,1979,516.7,47.79,12.48,1038,446.5,25.07,10.78,1420
Nevada,Washoe,490052,170552,42897.3,34.8,8.75,224833,44333.2,45.88,9.05,94667,33642.4,19.32,6.87,1423
Nevada,White Pine,8212,2970,830.1,36.17,10.11,3508,897.1,42.72,10.92,1734,744.8,21.12,9.07,1425
Nevada,Carson City,56618,16237,4851.2,28.68,8.57,27721,5099.1,48.96,9.01,12660,4107.4,22.36,7.25,1428
New Hampshire,Belknap,64296,24315,5628.9,37.82,8.75,28901,5734.1,44.95,8.92,11080,4469.1,17.23,6.95,1432
New Hampshire,Carroll,51467,16348,4475.3,31.76,8.7,24457,4661.4,47.52,9.06,10662,3796.9,20.72,7.38,1435
New Hampshire,Cheshire,74064,28258,5919.3,38.15,7.99,31422,6040.5,42.43,8.16,14384,4745.4,19.42,6.41,1437
New Hampshire,Coos,29777,10238,2371.3,34.38,7.96,13192,2435.5,44.3,8.18,6347,1960.2,21.32,6.58,1440
New Hampshire,Grafton,86031,32889,7099,38.23,8.25,37041,7255.3,43.06,8.43,16101,5678.9,18.72,6.6,1442
New Hampshire,Hillsborough,420393,195217,36058.4,46.44,8.58,163202,36152.7,38.82,8.6,61974,26830.5,14.74,6.38,1443
New Hampshire,Merrimack,150455,61954,12093.5,41.18,8.04,63005,12171.2,41.88,8.09,25496,9102.6,16.95,6.05,1444
New Hampshire,Rockingham,316784,152927,26603.6,48.27,8.4,125406,26125.6,39.59,8.25,38451,18068.5,12.14,5.7,1448
New Hampshire,Strafford,124774,55789,10767.7,44.71,8.63,50418,10721.2,40.41,8.59,18567,7882.3,14.88,6.32,1453
New Hampshire,Sullivan,43425,16846,3616.8,38.79,8.33,17324,3687.9,39.89,8.49,9255,2865.6,21.31,6.6,1454
New Jersey,Atlantic,271540,97053,25122.3,35.74,9.25,112649,25661.8,41.49,9.45,61838,20661.5,22.77,7.61,1461
New Jersey,Bergen,948942,347502,74262.5,36.62,7.83,412521,82427.3,43.47,8.69,188919,73402.8,19.91,7.74,1465
New Jersey,Burlington,455480,197374,38800.2,43.33,8.52,179702,40037.5,39.45,8.79,78404,32772,17.21,7.2,1470
New Jersey,Camden,521201,185559,43292.4,35.6,8.31,219259,47159.3,42.07,9.05,116383,41046.2,22.33,7.88,1472
New Jersey,Cape May,95397,32359,8585.4,33.92,9,42815,8819.9,44.88,9.25,20223,7388.3,21.2,7.74,1477
New Jersey,Cumberland,145784,48878,13059.7,33.53,8.96,63899,13584.9,43.83,9.32,33007,11207.3,22.64,7.69,1482
New Jersey,Essex,842233,241903,67780,28.72,8.05,365818,79411.8,43.43,9.43,234512,73161,27.84,8.69,1483
New Jersey,Gloucester,301939,136418,24808.7,45.18,8.22,118215,24772.7,39.15,8.2,47306,19054.3,15.67,6.31,1484
New Jersey,Hudson,696903,163692,57801.4,23.49,8.29,340733,66958,48.89,9.61,192478,60491.6,27.62,8.68,1487
New Jersey,Hunterdon,127301,63509,10404.7,49.89,8.17,47242,10164.5,37.11,7.98,16550,7516.6,13,5.9,1488
New Jersey,Mercer,369396,135703,31455.9,36.74,8.52,153866,34154.8,41.65,9.25,79827,29411.6,21.61,7.96,1493
New Jersey,Middlesex,842603,292399,66726.7,34.7,7.92,377391,74755.5,44.79,8.87,172813,65700.3,20.51,7.8,1497
New Jersey,Monmouth,643158,291207,54136.8,45.28,8.42,249435,54837.5,38.78,8.53,102516,43338.4,15.94,6.74,1504
New Jersey,Morris,506672,236756,40954,46.73,8.08,191847,42095.5,37.86,8.31,78069,33812.3,15.41,6.67,1511
New Jersey,Ocean,647058,225639,57531.2,34.87,8.89,276945,59268.7,42.8,9.16,144474,48064.7,22.33,7.43,1546
New Jersey,Passaic,511441,142012,40480,27.77,7.91,230402,46723.7,45.05,9.14,139027,42639.4,27.18,8.34,1551
New Jersey,Salem,64657,22998,5823.5,35.57,9.01,29374,5789.3,45.43,8.95,12285,4465.7,19,6.91,1553
New Jersey,Somerset,344816,153551,28175.5,44.53,8.17,138731,29541.3,40.23,8.57,52534,24405.6,15.24,7.08,1558
New Jersey,Sussex,145316,68475,12168.2,47.12,8.37,56244,11907.3,38.7,8.19,20597,8762.5,14.17,6.03,1561
New Jersey,Union,569608,186516,43318.4,32.74,7.6,244187,49923.4,42.87,8.76,138905,45671.8,24.39,8.02,1566
New Jersey,Warren,109859,46788,9197.7,42.59,8.37,43092,9164.2,39.22,8.34,19979,7171.4,18.19,6.53,1570
New Mexico,Bernalillo,668007,214428,59048.9,32.1,8.84,312279,63120.1,46.75,9.45,141300,51363.2,21.15,7.69,1574
New Mexico,Catron,3728,736,402.8,19.74,10.8,1627,483.1,43.64,12.96,1365,445.3,36.61,11.94,1576
New Mexico,Chaves,63347,15941,5678.7,25.16,8.96,28537,6114.1,45.05,9.65,18869,4985.4,29.79,7.87,1578
New Mexico,Cibola,24800,4088,2106.4,16.48,8.49,12271,2844.3,49.48,11.47,8441,2716.3,34.04,10.95,1580
New Mexico,Colfax,12092,2324,948.7,19.22,7.85,5676,1111.3,46.94,9.19,4092,1008.1,33.84,8.34,1582
New Mexico,Curry,47736,14265,4602.4,29.88,9.64,22912,4849.1,48,10.16,10559,3819.7,22.12,8,1586
New Mexico,De Baca,1671,273,217.7,16.34,13.03,751,253,44.94,15.14,647,227.4,38.72,13.61,1589
New Mexico,Doña Ana,218135,60230,20158.1,27.61,9.24,100116,22050.9,45.9,10.11,57789,18299.5,26.49,8.39,
New Mexico,Eddy,60657,23192,5623.3,38.23,9.27,25150,6025.7,41.46,9.93,12315,4856.4,20.3,8.01,1592
New Mexico,Grant,27599,5910,2341.5,21.41,8.48,13367,2776.2,48.43,10.06,8322,2526.3,30.15,9.15,1594
New Mexico,Guadalupe,3880,830,360.3,21.39,9.29,1766,436.5,45.52,11.25,1284,403,33.09,10.39,1595
New Mexico,Harding,639,205,69.4,32.08,10.86,223,85.5,34.9,13.38,211,80.4,33.02,12.58,1597
New Mexico,Hidalgo,4047,1466,380.2,36.22,9.39,1463,441.4,36.15,10.91,1118,393.1,27.63,9.71,1600
New Mexico,Lea,71242,20928,6605.2,29.38,9.27,31504,7106.4,44.22,9.98,18810,5703.4,26.4,8.01,1604
New Mexico,Lincoln,20339,3924,1809.4,19.29,8.9,10001,2116.7,49.17,10.41,6414,1898.7,31.54,9.34,1613
New Mexico,Los Alamos,19304,8007,1638.6,41.48,8.49,8549,1746.6,44.29,9.05,2748,1398.7,14.24,7.25,1618
New Mexico,Luna,25070,4289,2168.9,17.11,8.65,12396,2575.5,49.45,10.27,8385,2310.6,33.45,9.22,1622
New Mexico,McKinley,71430,7815,4541.4,10.94,6.36,32140,6585.4,45,9.22,31475,6412.9,44.06,8.98,1626
New Mexico,Mora,4196,630,420.3,15.01,10.02,1965,526.7,46.83,12.55,1601,498.3,38.16,11.88,1629
New Mexico,Otero,67286,20019,5912.7,29.75,8.79,29397,6584,43.69,9.79,17870,5522.6,26.56,8.21,1633
New Mexico,Quay,8634,1471,805.4,17.04,9.33,4137,934.1,47.92,10.82,3026,832.6,35.05,9.64,1637
New Mexico,Rio Arriba,40024,7942,2754.2,19.84,6.88,19254,3448.2,48.11,8.62,12828,3227.5,32.05,8.06,1639
New Mexico,Roosevelt,18021,5272,1740.6,29.25,9.66,8736,1829.4,48.48,10.15,4013,1434.8,22.27,7.96,1642
New Mexico,Sandoval,151072,50713,12922.4,33.57,8.55,71079,13836.9,47.05,9.16,29280,11131.7,19.38,7.37,1646
New Mexico,San Juan,120157,23669,9274.2,19.7,7.72,52860,10912.5,43.99,9.08,43628,9709.2,36.31,8.08,1650
New Mexico,San Miguel,26566,4656,2184.7,17.53,8.22,12319,2655.5,46.37,10,9591,2459.6,36.1,9.26,1652
New Mexico,Santa Fe,153379,43422,13619,28.31,8.88,73599,15077.2,47.99,9.83,36358,12775.3,23.7,8.33,1654
New Mexico,Sierra,11451,2218,964.1,19.37,8.42,4982,1153.5,43.51,10.07,4251,1060.8,37.12,9.26,1657
New Mexico,Socorro,15825,3193,1433.1,20.18,9.06,7396,1707.3,46.74,10.79,5236,1549.3,33.09,9.79,1659
New Mexico,Taos,34585,6780,2916.4,19.6,8.43,17292,3486.2,50,10.08,10513,3193.6,30.4,9.23,1662
New Mexico,Torrance,14750,2721,1450.4,18.45,9.83,7631,1643.8,51.74,11.14,4398,1434.5,29.82,9.73,1664
New Mexico,Union,3472,976,378.5,28.11,10.9,1390,428.3,40.03,12.34,1106,379,31.85,10.92,1667
New Mexico,Valencia,75883,16968,6574.7,22.36,8.66,37477,7508.9,49.39,9.9,21438,6555.3,28.25,8.64,1670
New York,Albany,300873,121692,26898.2,40.45,8.94,122132,27344.5,40.59,9.09,57049,21952.7,18.96,7.3,1673
New York,Allegany,42420,13977,3146.4,32.95,7.42,18460,3207.4,43.52,7.56,9983,2673.8,23.53,6.3,1674
New York,Bronx,1407479,196655,114562.8,13.97,8.14,618239,144634.9,43.93,10.28,592585,138832.9,42.1,9.86,1681
New York,Broome,189098,67895,16424.4,35.9,8.69,78974,16559.4,41.76,8.76,42229,13623.4,22.33,7.2,1683
New York,Cattaraugus,74854,25678,5686.8,34.3,7.6,30320,5757.2,40.51,7.69,18856,4715.1,25.19,6.3,1687
New York,Cayuga,72845,26212,5918.9,35.98,8.13,29821,6028,40.94,8.28,16812,5080.3,23.08,6.97,1689
New York,Chautauqua,123515,40874,9853.3,33.09,7.98,51597,10031.4,41.77,8.12,31044,8302.3,25.13,6.72,1694
New York,Chemung,80458,31592,6955.3,39.27,8.64,31593,6988.1,39.27,8.69,17273,5660.5,21.47,7.04,1696
New York,Chenango,46438,17178,3508.4,36.99,7.56,19992,3573.2,43.05,7.69,9268,2972.9,19.96,6.4,1699
New York,Clinton,74203,28835,6452.6,38.86,8.7,30181,6497.8,40.67,8.76,15187,5245.9,20.47,7.07,1702
New York,Columbia,61322,20825,5268.5,33.96,8.59,26952,5438.6,43.95,8.87,13545,4620.7,22.09,7.54,1704
New York,Cortland,43252,16936,3587.7,39.16,8.29,18466,3608,42.69,8.34,7850,2943.7,18.15,6.81,1706
New York,Delaware,42907,13696,3585.9,31.92,8.36,18381,3717.2,42.84,8.66,10830,3171.1,25.24,7.39,1707
New York,Dutchess,282964,117855,24656.3,41.65,8.71,115633,24795.2,40.86,8.76,49476,19638.8,17.48,6.94,1711
New York,Erie,933085,353430,81519.8,37.88,8.74,376233,84488.6,40.32,9.05,203422,69836,21.8,7.48,1723
New York,Essex,35839,11680,3204.1,32.59,8.94,15500,3296.6,43.25,9.2,8659,2785.9,24.16,7.77,1728
New York,Franklin,42317,14316,3640.8,33.83,8.6,17982,3784.3,42.49,8.94,10019,3198.7,23.68,7.56,1731
New York,Fulton,52682,21242,4644,40.32,8.82,19892,4672.3,37.76,8.87,11548,3854,21.92,7.32,1734
New York,Genesee,56715,22473,4754.2,39.62,8.38,23038,4793.2,40.62,8.45,11204,3916.2,19.75,6.91,1736
New York,Greene,46021,15341,4182.4,33.33,9.09,21024,4308.1,45.68,9.36,9656,3623.5,20.98,7.87,1739
New York,Hamilton,5117,1661,454.3,32.46,8.88,2307,482.2,45.09,9.42,1149,423.1,22.45,8.27,1742
New York,Herkimer,59304,20280,5060.1,34.2,8.53,26095,5123.2,44,8.64,12929,4292.9,21.8,7.24,1745
New York,Jefferson,114708,46567,9775.6,40.6,8.52,47933,9976.1,41.79,8.7,20208,7670.5,17.62,6.69,1782
New York,Kings,2633501,513161,228623,19.49,8.68,1240446,261152.3,47.1,9.92,879894,234995.1,33.41,8.92,1788
New York,Lewis,26548,9955,2094.9,37.5,7.89,10655,2125.2,40.13,8.01,5938,1731.7,22.37,6.52,1790
New York,Livingston,56579,21957,4704.1,38.81,8.31,23065,4787,40.77,8.46,11557,3919.3,20.43,6.93,1791
New York,Madison,63794,25909,5248.3,40.61,8.23,24924,5331.8,39.07,8.36,12961,4390.5,20.32,6.88,1796
New York,Monroe,738607,297893,63884.5,40.33,8.65,289770,65328.4,39.23,8.84,150944,52826.2,20.44,7.15,1804
New York,Montgomery,49468,17407,4102.2,35.19,8.29,20280,4181.2,41,8.45,11781,3481.4,23.82,7.04,1807
New York,Nassau,1381993,538018,104668.5,38.93,7.57,594093,116402.8,42.99,8.42,249882,103804,18.08,7.51,1839
New York,New York,1534463,261935,136238.1,17.07,8.88,755067,153784.5,49.21,10.02,517461,138017.4,33.72,8.99,1847
New York,Niagara,209870,82342,18788.9,39.23,8.95,82850,18791.7,39.48,8.95,44678,15036.8,21.29,7.16,1850
New York,Oneida,221409,80213,20870.4,36.23,9.43,94253,21189.1,42.57,9.57,46943,17440.6,21.2,7.88,1852
New York,Onondaga,461483,178627,40096.7,38.71,8.69,187655,40589.1,40.66,8.8,95201,32910.1,20.63,7.13,1853
New York,Ontario,110532,44229,9540.2,40.01,8.63,45088,9637.2,40.79,8.72,21215,7774,19.19,7.03,1856
New York,Orange,401524,162466,33812.5,40.46,8.42,161134,34024.5,40.13,8.47,77924,26148.4,19.41,6.51,1859
New York,Orleans,38330,13811,3364.5,36.03,8.78,15934,3427.5,41.57,8.94,8585,2811.1,22.4,7.33,1862
New York,Oswego,113897,43803,9991.5,38.46,8.77,44330,10044.5,38.92,8.82,25764,8065.5,22.62,7.08,1864
New York,Otsego,53934,18984,4415.8,35.2,8.19,23242,4483,43.09,8.31,11708,3680.3,21.71,6.82,1868
New York,Putnam,96801,42995,8192.6,44.42,8.46,40147,8033,41.47,8.3,13659,5903.5,14.11,6.1,1870
New York,Queens,2326599,463678,197491.9,19.93,8.49,1124715,233750.2,48.34,10.05,738206,216418.7,31.73,9.3,1872
New York,Rensselaer,156238,62985,13797.1,40.31,8.83,61657,13852.4,39.46,8.87,31596,11041.6,20.22,7.07,1874
New York,Richmond,491562,148439,43187.3,30.2,8.79,226088,47501.3,45.99,9.66,117035,41817.8,23.81,8.51,1876
New York,Rockland,337478,106458,28058.6,31.55,8.31,148918,29776.6,44.13,8.82,82102,25165,24.33,7.46,1879
New York,St. Lawrence,98734,33288,8066.4,33.71,8.17,42500,8188.5,43.04,8.29,22946,6726.6,23.24,6.81,1883
New York,Saratoga,235206,107228,20634.8,45.59,8.77,89934,20297.9,38.24,8.63,38044,15162.7,16.17,6.45,1885
New York,Schenectady,155821,63134,14242.2,40.52,9.14,61262,14407.6,39.32,9.25,31425,11736.5,20.17,7.53,1887
New York,Schoharie,28810,10398,2245,36.09,7.79,11796,2306.3,40.94,8.01,6616,1922,22.96,6.67,1888
New York,Schuyler,17720,6539,1431.1,36.9,8.08,7549,1458.5,42.6,8.23,3632,1207.3,20.5,6.81,1889
New York,Seneca,31539,11663,2497.7,36.98,7.92,11971,2551.6,37.96,8.09,7905,2124.9,25.06,6.74,1890
New York,Steuben,92610,34690,7158.2,37.46,7.73,38502,7257.9,41.57,7.84,19418,5966.2,20.97,6.44,1891
New York,Suffolk,1513143,605540,127342.2,40.02,8.42,651438,135191.8,43.05,8.93,256165,114529.7,16.93,7.57,1924
New York,Sullivan,78128,25958,7264,33.22,9.3,33823,7475.5,43.29,9.57,18347,6137.3,23.48,7.86,1928
New York,Tioga,47932,18513,3836.7,38.62,8,19931,3913.3,41.58,8.16,9488,3234.5,19.79,6.75,1930
New York,Tompkins,92508,36167,8233.5,39.1,8.9,39125,8329.4,42.29,9,17216,6709.9,18.61,7.25,1933
New York,Ulster,177191,69431,15354.9,39.18,8.67,74758,15499.3,42.19,8.75,33002,12517.6,18.63,7.06,1935
New York,Warren,65520,26502,5718.6,40.45,8.73,25891,5695.9,39.52,8.69,13127,4491.9,20.04,6.86,1938
New York,Washington,58526,21029,5198.3,35.93,8.88,25548,5234.7,43.65,8.94,11949,4262.1,20.42,7.28,1942
New York,Wayne,90813,36678,7411.2,40.39,8.16,36416,7479.9,40.1,8.24,17719,6022.1,19.51,6.63,1952
New York,Westchester,981890,350063,79994.1,35.65,8.15,415818,88696.2,42.35,9.03,216009,78474.9,22,7.99,1960
New York,Wyoming,37295,14938,2929.5,40.05,7.85,15232,2979.1,40.84,7.99,7125,2456.4,19.1,6.59,1962
New York,Yates,23605,7436,1935.5,31.5,8.2,8379,1982.4,35.5,8.4,7790,1667.9,33,7.07,1965
North Carolina,Alamance,169011,59827,13496.1,35.4,7.99,75388,13943.5,44.61,8.25,33796,11198.8,20,6.63,1967
North Carolina,Alexander,35489,9229,3026.6,26.01,8.53,17384,3225.7,48.98,9.09,8876,2760,25.01,7.78,1968
North Carolina,Alleghany,11042,3238,940.4,29.32,8.52,4238,1034.4,38.38,9.37,3566,919.3,32.29,8.33,1970
North Carolina,Anson,20926,5239,1848.6,25.04,8.83,8778,2066.5,41.95,9.88,6909,1905.5,33.02,9.11,1972
North Carolina,Ashe,26686,8231,2268.8,30.84,8.5,11340,2459.7,42.49,9.22,7115,2165.1,26.66,8.11,1975
North Carolina,Avery,15579,3956,1303.1,25.39,8.36,6940,1405.3,44.55,9.02,4683,1226.9,30.06,7.88,1977
North Carolina,Beaufort,44423,11081,3615.6,24.94,8.14,19823,4017.5,44.62,9.04,13519,3636.4,30.43,8.19,1981
North Carolina,Bertie,16267,4592,1298.3,28.23,7.98,6176,1495.8,37.97,9.2,5499,1427.5,33.8,8.78,1983
North Carolina,Bladen,29498,7880,2467.4,26.71,8.36,13059,2761.3,44.27,9.36,8559,2525.1,29.02,8.56,1986
North Carolina,Brunswick,144041,39099,11975.4,27.14,8.31,69304,13164.2,48.11,9.14,35638,11576.9,24.74,8.04,1995
North Carolina,Buncombe,267548,94970,23558.2,35.5,8.81,118097,24270.3,44.14,9.07,54481,19613.9,20.36,7.33,1422
North Carolina,Burke,86014,25360,6883.4,29.48,8,37659,7300.1,43.78,8.49,22995,6206.6,26.73,7.22,1424
North Carolina,Cabarrus,230549,98147,20609.5,42.57,8.94,97043,20896.8,42.09,9.06,35359,15835.2,15.34,6.87,1426
North Carolina,Caldwell,80084,25007,6625.3,31.23,8.27,35543,6925.1,44.38,8.65,19534,5719,24.39,7.14,1429
North Carolina,Camden,10835,5148,1049.1,47.51,9.68,3860,1102.2,35.63,10.17,1827,920.1,16.86,8.49,1433
North Carolina,Carteret,68166,21645,5657.8,31.75,8.3,30522,6126,44.78,8.99,15999,5365,23.47,7.87,1447
North Carolina,Caswell,21749,5725,1820.4,26.32,8.37,8769,1998.4,40.32,9.19,7255,1814.2,33.36,8.34,1449
North Carolina,Catawba,160422,54327,13088.3,33.87,8.16,70477,13505.2,43.93,8.42,35618,10862.1,22.2,6.77,1450
North Carolina,Chatham,77823,27227,6487.3,34.99,8.34,31682,6946.6,40.71,8.93,18914,5897.6,24.3,7.58,1451
North Carolina,Cherokee,29069,6948,2595.4,23.9,8.93,14379,2863.3,49.47,9.85,7742,2582,26.63,8.88,1452
North Carolina,Chowan,13697,3349,1308,24.45,9.55,5954,1467,43.47,10.71,4394,1357.6,32.08,9.91,1455
North Carolina,Clay,11307,2579,1067.9,22.81,9.44,5426,1182.6,47.99,10.46,3302,1067.3,29.2,9.44,1457
North Carolina,Cleveland,99040,29009,7952.9,29.29,8.03,45222,8359.4,45.66,8.44,24809,7021,25.05,7.09,1458
North Carolina,Columbus,48045,12667,3919.5,26.36,8.16,20858,4309.6,43.41,8.97,14520,3874.7,30.22,8.06,1459
North Carolina,Craven,99997,31440,8201.8,31.44,8.2,45066,8779.3,45.07,8.78,23491,7530.2,23.49,7.53,1462
North Carolina,Cumberland,332733,117424,27179.6,35.29,8.17,151168,28035.9,45.43,8.43,64141,22215.6,19.28,6.68,1464
North Carolina,Currituck,29637,10902,2700.7,36.79,9.11,13376,2837.7,45.13,9.57,5359,2354,18.08,7.94,1481
North Carolina,Dare,37788,12464,3157.2,32.98,8.36,18308,3390.7,48.45,8.97,7016,2919.6,18.57,7.73,1485
North Carolina,Davidson,170152,57985,14502.7,34.08,8.52,75201,14905.5,44.2,8.76,36966,11921.4,21.73,7.01,1489
North Carolina,Davie,43507,15133,3618.9,34.78,8.32,18761,3853.5,43.12,8.86,9613,3293.9,22.1,7.57,1490
North Carolina,Duplin,48515,13492,4036.5,27.81,8.32,20564,4542.2,42.39,9.36,14459,4099.9,29.8,8.45,1492
North Carolina,Durham,314384,119315,27747.4,37.95,8.83,131933,28787.4,41.97,9.16,63136,23015.1,20.08,7.32,1494
North Carolina,Edgecombe,48090,11120,3995.6,23.12,8.31,20969,4381.7,43.6,9.11,16001,3929.5,33.27,8.17,1495
North Carolina,Forsyth,377067,137389,32660.6,36.44,8.66,160504,33568.1,42.57,8.9,79174,26525.9,21,7.03,1496
North Carolina,Franklin,70811,25030,5986.1,35.35,8.45,30242,6274.5,42.71,8.86,15539,5148.4,21.94,7.27,1498
North Carolina,Gaston,229508,87524,20452.2,38.14,8.91,94337,20854.5,41.1,9.09,47647,16346.7,20.76,7.12,1499
North Carolina,Gates,10366,3366,945.8,32.47,9.12,4180,1027.2,40.32,9.91,2820,926.8,27.2,8.94,1500
North Carolina,Graham,8041,1664,753.6,20.69,9.37,4375,815.8,54.41,10.15,2002,712.9,24.9,8.87,1502
North Carolina,Granville,59440,18398,4813.3,30.95,8.1,25215,5229,42.42,8.8,15827,4577.5,26.63,7.7,1503
North Carolina,Greene,18188,3996,1420.1,21.97,7.81,7747,1588.7,42.59,8.73,6445,1444.8,35.44,7.94,1505
North Carolina,Guilford,526806,187963,45365.3,35.68,8.61,236196,47224.7,44.84,8.96,102647,38169.9,19.48,7.25,1506
North Carolina,Halifax,47456,11924,4017.3,25.13,8.47,19664,4346.8,41.44,9.16,15868,3798.5,33.44,8,1508
North Carolina,Harnett,133582,48756,10274,36.5,7.69,55095,10713.7,41.24,8.02,29731,8633.1,22.26,6.46,1509
North Carolina,Haywood,62446,17547,5346.2,28.1,8.56,29037,5735.5,46.5,9.18,15862,4982.2,25.4,7.98,1512
North Carolina,Henderson,116671,37548,9516.6,32.18,8.16,53860,10107.3,46.16,8.66,25263,8523.7,21.65,7.31,1514
North Carolina,Hertford,19357,5234,1379.6,27.04,7.13,7613,1585.4,39.33,8.19,6510,1498.9,33.63,7.74,1515
North Carolina,Hoke,52548,19884,4849.4,37.84,9.23,21423,5004.3,40.77,9.52,11241,3931,21.39,7.48,1517
North Carolina,Hyde,4073,1245,459.6,30.57,11.28,1799,509.5,44.17,12.51,1029,464.4,25.26,11.4,1521
