STATE,COUNTY,POPUNI,PRED0_E,PRED0_M,PRED0_PE,PRED0_PM,PRED12_E,PRED12_M,PRED12_PE,PRED12_PM,PRED3_E,PRED3_M,PRED3_PE,PRED3_PM,FID
Illinois,Greene,11681,4147,1010,35.5,8.65,4670,1027.7,39.98,8.8,2864,845.8,24.52,7.24,96
Illinois,Grundy,52964,21599,4498.4,40.78,8.49,24385,4489.3,46.04,8.48,6980,3432.3,13.18,6.48,99
Illinois,Hamilton,7911,2148,774.4,27.15,9.79,4028,792.4,50.92,10.02,1735,658.5,21.93,8.32,106
Illinois,Hancock,17374,6168,1425.5,35.5,8.2,7007,1469.3,40.33,8.46,4199,1244,24.17,7.16,111
Illinois,Hardin,3650,833,382.6,22.82,10.48,1790,398.6,49.04,10.92,1027,340.9,28.14,9.34,113
Illinois,Henderson,6312,2710,573.3,42.93,9.08,2485,595.7,39.37,9.44,1117,510.8,17.7,8.09,117
Illinois,Henry,48611,19665,3921.7,40.45,8.07,19719,4026,40.56,8.28,9227,3325.2,18.98,6.84,121
Illinois,Iroquois,26731,10025,1967.8,37.5,7.36,11586,2027.6,43.34,7.59,5120,1705.8,19.15,6.38,125
Illinois,Jackson,49997,15947,4180.3,31.9,8.36,21356,4337.4,42.71,8.68,12694,3570.2,25.39,7.14,129
Illinois,Jasper,9191,3943,876,42.9,9.53,3736,891.9,40.65,9.7,1512,732.4,16.45,7.97,133
Illinois,Jefferson,35094,11953,2608.9,34.06,7.43,13904,2686.1,39.62,7.65,9237,2231.8,26.32,6.36,137
Illinois,Jersey,20894,8348,1966.4,39.95,9.41,8842,2003.7,42.32,9.59,3704,1667.7,17.73,7.98,142
Illinois,Jo Daviess,21926,8164,1803.8,37.23,8.23,9148,1893.8,41.72,8.64,4614,1643.5,21.04,7.5,145
Illinois,Johnson,12189,4812,972,39.48,7.97,4551,1001.4,37.34,8.22,2826,842.4,23.18,6.91,152
Illinois,Kane,513368,209321,43272.2,40.77,8.43,214788,45077.1,41.84,8.78,89259,36443.4,17.39,7.1,156
Illinois,Kankakee,102712,39180,9114.7,38.15,8.87,42451,9359.4,41.33,9.11,21081,7749.8,20.52,7.55,161
Illinois,Kendall,134817,63296,12748.2,46.95,9.46,54753,12894.4,40.61,9.56,16768,10001.7,12.44,7.42,165
Illinois,Knox,46231,17020,3877.2,36.82,8.39,18808,3938.8,40.68,8.52,10403,3282.3,22.5,7.1,166
Illinois,Lake,707845,294183,56457.5,41.56,7.98,296069,58492.4,41.83,8.26,117593,47418.8,16.61,6.7,170
Illinois,LaSalle,106999,41080,8481.4,38.39,7.93,43128,8577.1,40.31,8.02,22791,6939.6,21.3,6.49,175
Illinois,Lawrence,12979,4008,1146.9,30.88,8.84,4982,1171,38.39,9.02,3989,971.7,30.73,7.49,177
Illinois,Lee,31527,12116,2585.1,38.43,8.2,12442,2661.9,39.46,8.44,6969,2238.9,22.1,7.1,180
Illinois,Livingston,33959,12396,2712.4,36.5,7.99,14300,2773.7,42.11,8.17,7263,2299.5,21.39,6.77,182
Illinois,Logan,24438,8884,2044.4,36.35,8.37,10828,2064,44.31,8.45,4726,1710.7,19.34,7,186
Illinois,McDonough,24111,8572,2330.4,35.55,9.67,10251,2396.2,42.52,9.94,5288,1995.3,21.93,8.28,189
Illinois,McHenry,310612,143989,25195.5,46.36,8.11,125340,25251.7,40.35,8.13,41283,19510.4,13.29,6.28,192
Illinois,McLean,161579,68107,14473.4,42.15,8.96,65737,14710.5,40.68,9.1,27735,11833.6,17.16,7.32,193
Illinois,Macon,100284,35355,8995,35.25,8.97,40149,9257.7,40.04,9.23,24780,7785.8,24.71,7.76,194
Illinois,Macoupin,44060,16098,3522.6,36.54,8,18076,3594.9,41.03,8.16,9886,2991.5,22.44,6.79,196
Illinois,Madison,263119,107390,22567.6,40.81,8.58,105062,22433.7,39.93,8.53,50667,17673.4,19.26,6.72,199
Illinois,Marion,37247,13227,2860.1,35.51,7.68,14807,2936.2,39.75,7.88,9213,2458.3,24.73,6.6,201
Illinois,Marshall,11656,4743,948.4,40.69,8.14,4391,977.6,37.67,8.39,2522,835.6,21.64,7.17,202
Illinois,Mason,12853,4375,1094.7,34.04,8.52,5658,1123.6,44.02,8.74,2820,945.5,21.94,7.36,206
Illinois,Massac,13960,5012,1266.5,35.9,9.07,6413,1303.4,45.94,9.34,2535,1093.5,18.16,7.83,208
Illinois,Menard,12151,4334,1059.4,35.67,8.72,5970,1078,49.13,8.87,1847,878.4,15.2,7.23,212
Illinois,Mercer,15544,5803,1164.8,37.33,7.49,6043,1193.3,38.88,7.68,3698,991,23.79,6.38,216
Illinois,Monroe,34932,16025,2941,45.87,8.42,13942,2896.1,39.91,8.29,4965,2214.3,14.21,6.34,219
Illinois,Montgomery,26145,8963,2028.6,34.28,7.76,11771,2077.9,45.02,7.95,5411,1750.1,20.7,6.69,223
Illinois,Morgan,30310,10486,2602.2,34.6,8.59,13034,2650.5,43,8.74,6790,2217.9,22.4,7.32,225
Illinois,Moultrie,14483,4503,1218.8,31.09,8.42,6148,1236.8,42.45,8.54,3832,1014.1,26.46,7,227
Illinois,Ogle,51336,19107,4008.7,37.22,7.81,22184,4068.8,43.21,7.93,10045,3290.1,19.57,6.41,229
Illinois,Peoria,176733,63041,15332,35.67,8.68,75210,15795.5,42.56,8.94,38482,13136.6,21.77,7.43,233
Illinois,Perry,18697,6723,1631.4,35.96,8.73,7589,1675.3,40.59,8.96,4385,1410.6,23.45,7.54,235
Illinois,Piatt,16753,8660,1436.3,51.69,8.57,5493,1468.3,32.79,8.76,2600,1220.3,15.52,7.28,238
Illinois,Pike,14372,5024,1169.4,34.96,8.14,5721,1200.2,39.81,8.35,3627,1012.2,25.24,7.04,241
Illinois,Pope,3736,968,377.9,25.91,10.12,1893,396.2,50.67,10.6,875,340.5,23.42,9.11,245
Illinois,Pulaski,5061,1097,456.1,21.68,9.01,1899,487.9,37.52,9.64,2065,429.9,40.8,8.49,248
Illinois,Putnam,5565,2601,472.3,46.74,8.49,1845,487.7,33.15,8.76,1119,408,20.11,7.33,253
Illinois,Randolph,26774,9612,2282.8,35.9,8.53,10684,2353.2,39.9,8.79,6478,1976,24.2,7.38,255
Illinois,Richland,15768,5265,1307.6,33.39,8.29,6509,1334.7,41.28,8.46,3994,1110.1,25.33,7.04,259
Illinois,Rock Island,139611,44882,11832.6,32.15,8.48,60756,12275.9,43.52,8.79,33973,10363.8,24.33,7.42,265
Illinois,St. Clair,253479,95532,22227,37.69,8.77,108328,22577.3,42.74,8.91,49619,18285.3,19.58,7.21,269
Illinois,Saline,22955,7738,2018.8,33.71,8.79,9456,2063.9,41.19,8.99,5761,1721.6,25.1,7.5,271
Illinois,Sangamon,193113,76959,16219.1,39.85,8.4,76961,16486.3,39.85,8.54,39193,13469.5,20.3,6.97,274
Illinois,Schuyler,6834,2255,640.7,33,9.38,2551,664.9,37.33,9.73,2028,567.8,29.68,8.31,278
Illinois,Scott,4836,1933,437.1,39.97,9.04,1699,444.9,35.13,9.2,1204,366.8,24.9,7.58,280
Illinois,Shelby,20787,7032,1642.9,33.83,7.9,9619,1690.7,46.27,8.13,4136,1428.1,19.9,6.87,283
Illinois,Stark,5292,1895,466.3,35.81,8.81,2250,477.8,42.52,9.03,1147,402.5,21.67,7.61,285
Illinois,Stephenson,43884,15755,3539.6,35.9,8.07,19058,3651.5,43.43,8.32,9071,3111.7,20.67,7.09,290
Illinois,Tazewell,129062,54558,10437.1,42.27,8.09,50875,10326.3,39.42,8,23629,8009.8,18.31,6.21,291
Illinois,Union,16923,5162,1468.1,30.5,8.68,6603,1515.9,39.02,8.96,5158,1316.1,30.48,7.78,293
Illinois,Vermilion,71074,21798,5768.6,30.67,8.12,30901,6029.9,43.48,8.48,18375,5157.5,25.85,7.26,296
Illinois,Wabash,11202,3875,998.9,34.59,8.92,4632,1027.7,41.35,9.17,2695,860.2,24.06,7.68,299
Illinois,Warren,15677,4852,1382.5,30.95,8.82,7304,1435.6,46.59,9.16,3521,1198.5,22.46,7.64,301
Illinois,Washington,13603,4549,1009.9,33.44,7.42,6105,1030.4,44.88,7.57,2949,853.3,21.68,6.27,305
Illinois,Wayne,15961,5192,1257.8,32.53,7.88,5383,1288.7,33.73,8.07,5386,1069.9,33.74,6.7,310
Illinois,White,13687,4465,1196.3,32.62,8.74,5609,1226.2,40.98,8.96,3613,1054.4,26.4,7.7,312
Illinois,Whiteside,55152,19300,4570.9,34.99,8.29,22702,4705,41.16,8.53,13150,3945,23.84,7.15,314
Illinois,Will,691298,300232,59312,43.43,8.58,281905,60923.4,40.78,8.81,109161,48842.2,15.79,7.07,320
Illinois,Williamson,65544,22697,5442.5,34.63,8.3,28596,5550,43.63,8.47,14251,4539.8,21.74,6.93,324
Illinois,Winnebago,281654,103195,24373.1,36.64,8.65,114046,24958.9,40.49,8.86,64413,20344,22.87,7.22,325
Illinois,Woodford,37837,16719,3078.4,44.19,8.14,14770,3122.7,39.04,8.25,6348,2548.8,16.78,6.74,328
Indiana,Adams,35892,12694,2886.5,35.37,8.04,12377,2871.9,34.48,8,10821,2239,30.15,6.24,330
Indiana,Allen,386039,150231,32442.5,38.92,8.4,159863,32694.3,41.41,8.47,75945,25733.8,19.67,6.67,335
Indiana,Bartholomew,82255,33516,6842.7,40.75,8.32,35665,6917.8,43.36,8.41,13074,5502.8,15.89,6.69,342
Indiana,Benton,8695,3182,747.8,36.6,8.6,3483,759.5,40.06,8.73,2030,612.4,23.35,7.04,179
Indiana,Blackford,11999,4617,1098.9,38.48,9.16,4644,1125.3,38.7,9.38,2738,932.3,22.82,7.77,183
Indiana,Boone,72878,37491,6098.2,51.44,8.37,25816,6000.7,35.42,8.23,9571,4444.1,13.13,6.1,185
Indiana,Brown,15547,4308,1380.6,27.71,8.88,7306,1428.5,46.99,9.19,3933,1214.3,25.3,7.81,188
Indiana,Carroll,20411,7192,1687.7,35.24,8.27,9137,1720.1,44.77,8.43,4082,1404.2,20,6.88,195
Indiana,Cass,37226,13101,3264.3,35.19,8.77,15411,3337.6,41.4,8.97,8714,2726.6,23.41,7.32,211
Indiana,Clark,122304,50484,10611.2,41.28,8.68,48003,10591.6,39.25,8.66,23817,8238.2,19.47,6.74,215
Indiana,Clay,26323,10850,2198.1,41.22,8.35,10962,2227.8,41.64,8.46,4511,1803.5,17.14,6.85,221
Indiana,Clinton,32887,12336,2689.4,37.51,8.18,14659,2768.9,44.57,8.42,5892,2280.4,17.92,6.93,226
Indiana,Crawford,10514,3156,926.9,30.02,8.82,4760,943.7,45.27,8.98,2598,773.1,24.71,7.35,232
Indiana,Daviess,33217,10942,2764.9,32.94,8.32,11940,2800,35.95,8.43,10335,2232,31.11,6.72,239
Indiana,Dearborn,50572,21606,4446.6,42.72,8.79,21177,4428,41.87,8.76,7789,3461.8,15.4,6.85,242
Indiana,Decatur,26276,12350,2254.3,47,8.58,9004,2277.2,34.27,8.67,4922,1843,18.73,7.01,246
Indiana,DeKalb,43271,17217,3449.5,39.79,7.97,18674,3442.6,43.16,7.96,7380,2704.9,17.06,6.25,249
Indiana,Delaware,104878,38451,9546.5,36.66,9.1,43834,9561.5,41.8,9.12,22593,7632.4,21.54,7.28,252
Indiana,Dubois,43392,18666,3617.2,43.02,8.34,16500,3689.7,38.03,8.5,8226,3002.6,18.96,6.92,254
Indiana,Elkhart,205276,75622,17218.2,36.84,8.39,85672,17557.5,41.74,8.55,43982,13964.2,21.43,6.8,260
Indiana,Fayette,23312,7509,2113.9,32.21,9.07,10142,2131.7,43.51,9.14,5661,1742.3,24.28,7.47,263
Indiana,Floyd,80002,34652,6814,43.31,8.52,31800,6738.8,39.75,8.42,13550,5223,16.94,6.53,267
Indiana,Fountain,16411,5901,1353.1,35.96,8.25,7261,1377.2,44.24,8.39,3249,1128.3,19.8,6.88,270
Indiana,Franklin,22842,9518,1976.7,41.67,8.65,8305,2003,36.36,8.77,5019,1614.6,21.97,7.07,272
Indiana,Fulton,20320,7024,1867.9,34.57,9.19,9006,1909.4,44.32,9.4,4290,1571.8,21.11,7.74,276
Indiana,Gibson,32599,12120,2594.2,37.18,7.96,14333,2630.6,43.97,8.07,6146,2131.9,18.85,6.54,286
Indiana,Grant,62219,21063,5084,33.85,8.17,25700,5203.3,41.31,8.36,15456,4333.8,24.84,6.97,297
Indiana,Greene,30706,10294,2562.8,33.52,8.35,12821,2605.6,41.75,8.49,7591,2121.6,24.72,6.91,309
Indiana,Hamilton,356301,188010,31121.5,52.77,8.73,129734,30600.1,36.41,8.59,38557,22448.9,10.82,6.3,321
Indiana,Hancock,81635,40206,7130.7,49.25,8.73,30682,6969.2,37.58,8.54,10747,5161.1,13.16,6.32,329
Indiana,Harrison,39622,15671,3365.3,39.55,8.49,16450,3414.8,41.52,8.62,7501,2779.6,18.93,7.02,334
Indiana,Hendricks,176174,88917,16015.9,50.47,9.09,63726,16011.1,36.17,9.09,23531,12469.2,13.36,7.08,341
Indiana,Henry,45743,16443,3660,35.95,8,19711,3669.8,43.09,8.02,9589,2958.8,20.96,6.47,344
Indiana,Howard,83289,31903,7092.2,38.3,8.52,35407,7200.9,42.51,8.65,15979,5918.6,19.19,7.11,348
Indiana,Huntington,35851,14302,2835.2,39.89,7.91,14880,2851.3,41.51,7.95,6669,2300.8,18.6,6.42,352
Indiana,Jackson,45894,18190,4057.6,39.63,8.84,17282,4110.8,37.66,8.96,10422,3255.1,22.71,7.09,355
Indiana,Jasper,32376,13026,2804,40.23,8.66,14197,2858,43.85,8.83,5153,2317.7,15.92,7.16,356
Indiana,Jay,20195,6623,1715,32.8,8.49,9060,1743.3,44.86,8.63,4512,1414.5,22.34,7,358
Indiana,Jefferson,31476,11907,2716.4,37.83,8.63,12083,2764.7,38.39,8.78,7486,2261.6,23.78,7.19,363
Indiana,Jennings,27282,10900,2357.4,39.95,8.64,10049,2382.7,36.83,8.73,6333,1904.8,23.21,6.98,367
Indiana,Johnson,163092,75960,14868.9,46.57,9.12,63903,14731.2,39.18,9.03,23229,11174.1,14.24,6.85,370
Indiana,Knox,34505,12887,3061.1,37.35,8.87,15049,3110.1,43.61,9.01,6569,2548.5,19.04,7.39,376
Indiana,Kosciusko,79119,30292,6688.9,38.29,8.45,32575,6758,41.17,8.54,16252,5394.4,20.54,6.82,384
Indiana,LaGrange,40387,10816,3183.7,26.78,7.88,15743,3206.3,38.98,7.94,13828,2493.1,34.24,6.17,386
Indiana,Lake,495424,176638,43161,35.65,8.71,209977,45105.1,42.38,9.1,108809,37559.3,21.96,7.58,389
Indiana,LaPorte,106577,39114,9377.8,36.7,8.8,45855,9561.9,43.03,8.97,21608,7854.2,20.27,7.37,392
Indiana,Lawrence,44939,15484,3964.2,34.46,8.82,20365,4020.8,45.32,8.95,9090,3276.8,20.23,7.29,396
Indiana,Madison,125641,46542,10756.6,37.04,8.56,51934,10768.7,41.34,8.57,27165,8540.1,21.62,6.8,401
Indiana,Marion,959794,353209,87863.9,36.8,9.15,406219,91087.3,42.32,9.49,200366,74769.7,20.88,7.79,409
Indiana,Marshall,46001,17727,3692.7,38.54,8.03,18975,3746.6,41.25,8.14,9299,3019.3,20.21,6.56,412
Indiana,Martin,9753,2905,919.9,29.79,9.43,4615,939,47.32,9.63,2233,763.8,22.9,7.83,418
Indiana,Miami,32908,10969,2676.7,33.33,8.13,14314,2728.8,43.5,8.29,7625,2240,23.17,6.81,420
Indiana,Monroe,126681,46154,11492.2,36.43,9.07,53561,11507.9,42.28,9.08,26966,8930.3,21.29,7.05,422
Indiana,Montgomery,37239,14516,2986.8,38.98,8.02,15474,3042.7,41.55,8.17,7249,2501.9,19.47,6.72,425
Indiana,Morgan,71980,27692,6007.9,38.47,8.35,29850,5981.1,41.47,8.31,14438,4631.9,20.06,6.43,430
Indiana,Newton,13782,4077,1291,29.58,9.37,6615,1315.9,48,9.55,3090,1077.6,22.42,7.82,433
Indiana,Noble,46933,17208,3719.1,36.67,7.92,20480,3778.4,43.64,8.05,9245,3047.8,19.7,6.49,436
Indiana,Ohio,5978,2412,592.7,40.35,9.91,2326,605.9,38.91,10.14,1240,500.4,20.74,8.37,440
Indiana,Orange,19756,7331,1668.9,37.11,8.45,7741,1700.4,39.18,8.61,4684,1396.9,23.71,7.07,444
Indiana,Owen,21388,7573,1871.3,35.41,8.75,9433,1904.4,44.1,8.9,4382,1562.8,20.49,7.31,448
Indiana,Parke,15156,5174,1318.4,34.14,8.7,5489,1349.1,36.22,8.9,4493,1109.8,29.65,7.32,452
Indiana,Perry,17928,5597,1514.8,31.22,8.45,8841,1543.2,49.31,8.61,3490,1272.7,19.47,7.1,459
Indiana,Pike,12080,4575,1063.6,37.87,8.8,4789,1081.4,39.64,8.95,2716,889.2,22.48,7.36,465
Indiana,Porter,171897,75199,14807,43.75,8.61,67212,14758.8,39.1,8.59,29486,11549.6,17.15,6.72,468
Indiana,Posey,25074,11057,2189.9,44.1,8.73,9377,2224.7,37.4,8.87,4640,1801.5,18.51,7.18,471
Indiana,Pulaski,12227,4725,1036.1,38.64,8.47,4922,1058.4,40.26,8.66,2580,875.9,21.1,7.16,477
Indiana,Putnam,32625,12753,2827.5,39.09,8.67,13216,2868.5,40.51,8.79,6656,2329.9,20.4,7.14,480
Indiana,Randolph,24294,8748,1943.3,36.01,8,10427,1988.1,42.92,8.18,5119,1642.1,21.07,6.76,485
Indiana,Ripley,29005,11803,2361.9,40.69,8.14,11992,2393.2,41.34,8.25,5210,1955.4,17.96,6.74,488
Indiana,Rush,16638,6918,1484.7,41.58,8.92,6112,1505.7,36.74,9.05,3608,1219.8,21.69,7.33,493
Indiana,St. Joseph,263392,101678,23018.3,38.6,8.74,109391,23357.7,41.53,8.87,52323,18818.3,19.87,7.14,496
Indiana,Scott,24232,10242,2204.1,42.27,9.1,8803,2225.3,36.33,9.18,5187,1787.4,21.41,7.38,504
Indiana,Shelby,44832,17936,3819.8,40.01,8.52,18627,3804.7,41.55,8.49,8269,3000.6,18.44,6.69,506
Indiana,Spencer,19753,7560,1578.5,38.27,7.99,8477,1608.9,42.92,8.15,3716,1315.6,18.81,6.66,509
Indiana,Starke,23372,8866,1936.5,37.93,8.29,9441,1971.7,40.39,8.44,5065,1599.5,21.67,6.84,512
Indiana,Steuben,33531,11996,2677.9,35.78,7.99,14624,2750,43.61,8.2,6911,2287.2,20.61,6.82,515
Indiana,Sullivan,18634,6605,1769.2,35.45,9.49,7353,1801.8,39.46,9.67,4676,1480.7,25.09,7.95,518
Indiana,Switzerland,9780,3554,929.5,36.34,9.5,4174,941.3,42.68,9.62,2052,757.9,20.98,7.75,526
Indiana,Tippecanoe,172889,69032,15753.1,39.93,9.11,73596,15859.4,42.57,9.17,30261,12316.7,17.5,7.12,530
Indiana,Tipton,15341,6345,1327.1,41.36,8.65,5951,1357.8,38.79,8.85,3045,1138.7,19.85,7.42,534
Indiana,Union,7034,2445,713.2,34.76,10.14,3293,725.8,46.82,10.32,1296,595.2,18.42,8.46,538
Indiana,Vanderburgh,175905,65567,16619.5,37.27,9.45,72489,16759.8,41.21,9.53,37849,13539,21.52,7.7,543
Indiana,Vermillion,15341,5356,1333.2,34.91,8.69,6726,1353.2,43.84,8.82,3259,1119.5,21.24,7.3,548
Indiana,Vigo,97759,35574,8827.9,36.39,9.03,39816,8894.7,40.73,9.1,22369,7191.6,22.88,7.36,553
Indiana,Wabash,29710,11075,2465.9,37.28,8.3,12414,2505.9,41.78,8.43,6221,2098,20.94,7.06,555
Indiana,Warren,8449,3829,785.3,45.32,9.29,2928,800.4,34.65,9.47,1692,655.5,20.03,7.76,567
Indiana,Warrick,64451,29644,5592,45.99,8.68,24274,5542.9,37.66,8.6,10533,4295.6,16.34,6.66,575
Indiana,Washington,28038,10422,2295.4,37.17,8.19,11749,2322,41.9,8.28,5867,1863.5,20.93,6.65,584
Indiana,Wayne,65166,20799,5531.8,31.92,8.49,28447,5583.8,43.65,8.57,15920,4557.2,24.43,6.99,586
Indiana,Wells,28101,11279,2312.2,40.14,8.23,11745,2350.6,41.8,8.36,5077,1920.8,18.07,6.84,590
Indiana,White,24549,8907,2078.4,36.28,8.47,11308,2144.4,46.06,8.74,4334,1782.1,17.65,7.26,594
Indiana,Whitley,34276,13496,2836.1,39.37,8.27,13962,2865.7,40.73,8.36,6818,2293.2,19.89,6.69,597
Iowa,Adair,7540,2881,633.1,38.21,8.4,2884,639.1,38.25,8.48,1775,529,23.54,7.02,598
Iowa,Adams,3637,1338,366.3,36.79,10.07,1581,371.7,43.47,10.22,718,308.7,19.74,8.49,602
Iowa,Allamakee,13926,5559,1193.2,39.92,8.57,5629,1220.4,40.42,8.76,2738,1015,19.66,7.29,608
Iowa,Appanoose,12245,4659,1040.8,38.05,8.5,5406,1055.9,44.15,8.62,2180,878.2,17.8,7.17,611
Iowa,Audubon,5632,2233,500.9,39.65,8.89,2403,509.7,42.67,9.05,996,426.7,17.68,7.58,615
Iowa,Benton,25687,11940,1972.1,46.48,7.68,9810,1977.2,38.19,7.7,3937,1577.7,15.33,6.14,619
Iowa,Black Hawk,127557,51807,11180.8,40.61,8.77,52671,11141.5,41.29,8.73,23079,8641.6,18.09,6.77,623
Iowa,Boone,26485,12014,2312.4,45.36,8.73,10221,2299.2,38.59,8.68,4250,1807.8,16.05,6.83,625
Iowa,Bremer,23781,10856,1972,45.65,8.29,8582,1980.1,36.09,8.33,4343,1571,18.26,6.61,631
Iowa,Buchanan,20612,8295,1616.8,40.24,7.84,8282,1618.4,40.18,7.85,4035,1268.6,19.58,6.15,632
Iowa,Buena Vista,20117,6735,1741.9,33.48,8.66,9968,1846.7,49.55,9.18,3414,1529.5,16.97,7.6,633
Iowa,Butler,14327,5818,1084.6,40.61,7.57,5945,1095,41.5,7.64,2564,898.5,17.9,6.27,361
Iowa,Calhoun,9409,3558,747.7,37.81,7.95,3611,760.9,38.38,8.09,2240,636,23.81,6.76,365
Iowa,Carroll,20667,9006,1885.9,43.58,9.13,7662,1881.8,37.07,9.11,3999,1533.6,19.35,7.42,369
Iowa,Cass,13036,5124,1169.3,39.31,8.97,5201,1188.5,39.9,9.12,2711,986,20.8,7.56,374
Iowa,Cedar,18390,8084,1477.3,43.96,8.03,7309,1482.7,39.74,8.06,2997,1189.4,16.3,6.47,379
Iowa,Cerro Gordo,42267,16326,3669.6,38.63,8.68,15985,3719,37.82,8.8,9956,3086.4,23.56,7.3,383
Iowa,Cherokee,11488,3954,1048.2,34.42,9.12,4995,1069.4,43.48,9.31,2539,903.4,22.1,7.86,388
Iowa,Chickasaw,11887,4327,988.8,36.4,8.32,5266,1001.4,44.3,8.42,2294,819.9,19.3,6.9,393
Iowa,Clarke,9769,2731,1006.5,27.96,10.3,5172,1036.7,52.94,10.61,1866,853.2,19.1,8.73,397
Iowa,Clay,16405,6285,1608.7,38.31,9.81,7050,1622.4,42.97,9.89,3070,1334.8,18.71,8.14,398
Iowa,Clayton,16992,6094,1256.1,35.86,7.39,5946,1278.4,34.99,7.52,4952,1061.5,29.14,6.25,402
Iowa,Clinton,46434,19569,3906.7,42.14,8.41,19067,3914,41.06,8.43,7798,3118.8,16.79,6.72,404
Iowa,Crawford,16189,5168,1529.9,31.92,9.45,6322,1622.4,39.05,10.02,4699,1337.5,29.03,8.26,408
Iowa,Dallas,103763,51726,9293.4,49.85,8.96,38622,9160.8,37.22,8.83,13415,6591.9,12.93,6.35,413
Iowa,Davis,9138,3406,807.4,37.27,8.84,2711,806.7,29.67,8.83,3021,630.5,33.06,6.9,416
Iowa,Decatur,7131,2498,624.9,35.03,8.76,3010,631.4,42.21,8.85,1623,516.3,22.76,7.24,419
Iowa,Delaware,17510,7415,1439.6,42.35,8.22,6702,1448.6,38.28,8.27,3393,1173.5,19.38,6.7,421
Iowa,Des Moines,38346,14706,3337.9,38.35,8.7,16445,3359.4,42.89,8.76,7195,2687.3,18.76,7.01,424
Iowa,Dickinson,17841,7144,1440.3,40.04,8.07,7183,1478.2,40.26,8.29,3514,1257.8,19.7,7.05,427
Iowa,Dubuque,96240,42602,7660.9,44.27,7.96,37969,7602.5,39.45,7.9,15669,5895,16.28,6.13,434
Iowa,Emmet,9049,3383,882.6,37.39,9.75,3046,901.9,33.66,9.97,2620,745.5,28.95,8.24,437
Iowa,Fayette,18777,6842,1512.3,36.44,8.05,8083,1534.5,43.05,8.17,3852,1277.6,20.51,6.8,442
Iowa,Floyd,15375,5943,1392.2,38.65,9.05,5887,1421.7,38.29,9.25,3545,1182.6,23.06,7.69,447
Iowa,Franklin,9952,3577,898.5,35.94,9.03,4232,929.6,42.52,9.34,2143,774.2,21.53,7.78,451
Iowa,Fremont,6563,2520,530.6,38.4,8.08,2884,536.5,43.94,8.17,1159,442.1,17.66,6.74,455
Iowa,Greene,8715,3589,766.6,41.18,8.8,3477,779.3,39.9,8.94,1649,646.3,18.92,7.42,458
Iowa,Grundy,12347,5393,939.5,43.68,7.61,4780,943.3,38.71,7.64,2174,753.3,17.61,6.1,460
Iowa,Guthrie,10561,4812,798.3,45.56,7.56,3764,808.2,35.64,7.65,1985,663.4,18.8,6.28,467
Iowa,Hamilton,14874,6018,1333,40.46,8.96,6195,1363.6,41.65,9.17,2661,1118.1,17.89,7.52,469
Iowa,Hancock,10660,4091,902.6,38.38,8.47,4279,918.9,40.14,8.62,2290,762.9,21.48,7.16,470
Iowa,Hardin,16218,6305,1307.9,38.88,8.06,6926,1326.9,42.71,8.18,2987,1099.2,18.42,6.78,475
Iowa,Harrison,14662,5977,1136.2,40.77,7.75,6209,1137.1,42.35,7.76,2476,910.4,16.89,6.21,478
Iowa,Henry,19051,7601,1470.9,39.9,7.72,7643,1493.6,40.12,7.84,3807,1228,19.98,6.45,479
Iowa,Howard,9469,3047,816.7,32.18,8.62,4277,820.8,45.17,8.67,2145,662.9,22.65,7,481
Iowa,Humboldt,9633,3466,780.6,35.98,8.1,4094,793.3,42.5,8.24,2073,653.5,21.52,6.78,487
Iowa,Ida,6956,2673,584.8,38.43,8.41,2990,590.5,42.98,8.49,1293,487.9,18.59,7.01,491
Iowa,Iowa,16537,7354,1377.3,44.47,8.33,5642,1381.2,34.12,8.35,3541,1100.4,21.41,6.65,495
Iowa,Jackson,19364,7552,1491.6,39,7.7,7335,1505.4,37.88,7.77,4477,1224.3,23.12,6.32,499
Iowa,Jasper,36427,14185,3140.1,38.94,8.62,15352,3132.6,42.14,8.6,6890,2522.1,18.91,6.92,505
Iowa,Jefferson,14581,4462,1425.7,30.6,9.78,6477,1471.4,44.42,10.09,3642,1270.9,24.98,8.72,507
Iowa,Johnson,147363,63161,13294.1,42.86,9.02,61779,13222.8,41.92,8.97,22423,9916.6,15.22,6.73,508
Iowa,Jones,19851,8478,1702.3,42.71,8.58,7337,1715.8,36.96,8.64,4036,1384.5,20.33,6.97,516
Iowa,Keokuk,9912,3716,778.2,37.49,7.85,3950,785.3,39.85,7.92,2246,638.1,22.66,6.44,520
Iowa,Kossuth,14519,5828,1158.9,40.14,7.98,5514,1185.2,37.98,8.16,3177,1005.8,21.88,6.93,523
Iowa,Lee,32377,11369,2683.7,35.11,8.29,13835,2723.8,42.73,8.41,7173,2264.7,22.15,6.99,531
Iowa,Linn,225722,103802,19822.2,45.99,8.78,86217,19687.9,38.2,8.72,35703,15065.6,15.82,6.67,535
Iowa,Louisa,10748,3608,810.9,33.57,7.54,4592,829.7,42.72,7.72,2548,680.2,23.71,6.33,539
Iowa,Lucas,8710,3445,802.9,39.55,9.22,3108,810.1,35.68,9.3,2157,653,24.76,7.5,542
Iowa,Lyon,11996,6230,952,51.93,7.94,3967,953.9,33.07,7.95,1799,749.4,15,6.25,546
Iowa,Madison,16767,7352,1405.6,43.85,8.38,6938,1405.1,41.38,8.38,2477,1097.9,14.77,6.55,550
