"GEO_ID","STATE","COUNTY","NAME","POPUNI","PRED0_E","PRED0_M","PRED0_PE","PRED0_PM","PRED12_E","PRED12_M","PRED12_PE","PRED12_PM","PRED3_E","PRED3_M","PRED3_PE","PRED3_PM"
0500000US18017,18,017,"Cass County, Indiana",37226,13101,3264.3,35.19,8.77,15411,3337.6,41.4,8.97,8714,2726.6,23.41,7.32
0500000US18019,18,019,"Clark County, Indiana",122304,50484,10611.2,41.28,8.68,48003,10591.6,39.25,8.66,23817,8238.2,19.47,6.74
0500000US18021,18,021,"Clay County, Indiana",26323,10850,2198.1,41.22,8.35,10962,2227.8,41.64,8.46,4511,1803.5,17.14,6.85
0500000US18023,18,023,"Clinton County, Indiana",32887,12336,2689.4,37.51,8.18,14659,2768.9,44.57,8.42,5892,2280.4,17.92,6.93
0500000US18025,18,025,"Crawford County, Indiana",10514,3156,926.9,30.02,8.82,4760,943.7,45.27,8.98,2598,773.1,24.71,7.35
0500000US18027,18,027,"Daviess County, Indiana",33217,10942,2764.9,32.94,8.32,11940,2800,35.95,8.43,10335,2232,31.11,6.72
0500000US18029,18,029,"Dearborn County, Indiana",50572,21606,4446.6,42.72,8.79,21177,4428,41.87,8.76,7789,3461.8,15.4,6.85
0500000US18031,18,031,"Decatur County, Indiana",26276,12350,2254.3,47,8.58,9004,2277.2,34.27,8.67,4922,1843,18.73,7.01
0500000US18033,18,033,"DeKalb County, Indiana",43271,17217,3449.5,39.79,7.97,18674,3442.6,43.16,7.96,7380,2704.9,17.06,6.25
0500000US18035,18,035,"Delaware County, Indiana",104878,38451,9546.5,36.66,9.1,43834,9561.5,41.8,9.12,22593,7632.4,21.54,7.28
0500000US18037,18,037,"Dubois County, Indiana",43392,18666,3617.2,43.02,8.34,16500,3689.7,38.03,8.5,8226,3002.6,18.96,6.92
0500000US18039,18,039,"Elkhart County, Indiana",205276,75622,17218.2,36.84,8.39,85672,17557.5,41.74,8.55,43982,13964.2,21.43,6.8
0500000US18041,18,041,"Fayette County, Indiana",23312,7509,2113.9,32.21,9.07,10142,2131.7,43.51,9.14,5661,1742.3,24.28,7.47
0500000US18043,18,043,"Floyd County, Indiana",80002,34652,6814,43.31,8.52,31800,6738.8,39.75,8.42,13550,5223,16.94,6.53
0500000US18045,18,045,"Fountain County, Indiana",16411,5901,1353.1,35.96,8.25,7261,1377.2,44.24,8.39,3249,1128.3,19.8,6.88
0500000US18047,18,047,"Franklin County, Indiana",22842,9518,1976.7,41.67,8.65,8305,2003,36.36,8.77,5019,1614.6,21.97,7.07
0500000US18049,18,049,"Fulton County, Indiana",20320,7024,1867.9,34.57,9.19,9006,1909.4,44.32,9.4,4290,1571.8,21.11,7.74
0500000US18051,18,051,"Gibson County, Indiana",32599,12120,2594.2,37.18,7.96,14333,2630.6,43.97,8.07,6146,2131.9,18.85,6.54
0500000US18053,18,053,"Grant County, Indiana",62219,21063,5084,33.85,8.17,25700,5203.3,41.31,8.36,15456,4333.8,24.84,6.97
0500000US18055,18,055,"Greene County, Indiana",30706,10294,2562.8,33.52,8.35,12821,2605.6,41.75,8.49,7591,2121.6,24.72,6.91
0500000US18057,18,057,"Hamilton County, Indiana",356301,188010,31121.5,52.77,8.73,129734,30600.1,36.41,8.59,38557,22448.9,10.82,6.3
0500000US18059,18,059,"Hancock County, Indiana",81635,40206,7130.7,49.25,8.73,30682,6969.2,37.58,8.54,10747,5161.1,13.16,6.32
0500000US18061,18,061,"Harrison County, Indiana",39622,15671,3365.3,39.55,8.49,16450,3414.8,41.52,8.62,7501,2779.6,18.93,7.02
0500000US18063,18,063,"Hendricks County, Indiana",176174,88917,16015.9,50.47,9.09,63726,16011.1,36.17,9.09,23531,12469.2,13.36,7.08
0500000US18065,18,065,"Henry County, Indiana",45743,16443,3660,35.95,8,19711,3669.8,43.09,8.02,9589,2958.8,20.96,6.47
0500000US18067,18,067,"Howard County, Indiana",83289,31903,7092.2,38.3,8.52,35407,7200.9,42.51,8.65,15979,5918.6,19.19,7.11
0500000US18069,18,069,"Huntington County, Indiana",35851,14302,2835.2,39.89,7.91,14880,2851.3,41.51,7.95,6669,2300.8,18.6,6.42
0500000US18071,18,071,"Jackson County, Indiana",45894,18190,4057.6,39.63,8.84,17282,4110.8,37.66,8.96,10422,3255.1,22.71,7.09
0500000US18073,18,073,"Jasper County, Indiana",32376,13026,2804,40.23,8.66,14197,2858,43.85,8.83,5153,2317.7,15.92,7.16
0500000US18075,18,075,"Jay County, Indiana",20195,6623,1715,32.8,8.49,9060,1743.3,44.86,8.63,4512,1414.5,22.34,7
0500000US18077,18,077,"Jefferson County, Indiana",31476,11907,2716.4,37.83,8.63,12083,2764.7,38.39,8.78,7486,2261.6,23.78,7.19
0500000US18079,18,079,"Jennings County, Indiana",27282,10900,2357.4,39.95,8.64,10049,2382.7,36.83,8.73,6333,1904.8,23.21,6.98
0500000US18081,18,081,"Johnson County, Indiana",163092,75960,14868.9,46.57,9.12,63903,14731.2,39.18,9.03,23229,11174.1,14.24,6.85
0500000US18083,18,083,"Knox County, Indiana",34505,12887,3061.1,37.35,8.87,15049,3110.1,43.61,9.01,6569,2548.5,19.04,7.39
0500000US18085,18,085,"Kosciusko County, Indiana",79119,30292,6688.9,38.29,8.45,32575,6758,41.17,8.54,16252,5394.4,20.54,6.82
0500000US18087,18,087,"LaGrange County, Indiana",40387,10816,3183.7,26.78,7.88,15743,3206.3,38.98,7.94,13828,2493.1,34.24,6.17
0500000US18089,18,089,"Lake County, Indiana",495424,176638,43161,35.65,8.71,209977,45105.1,42.38,9.1,108809,37559.3,21.96,7.58
0500000US18091,18,091,"LaPorte County, Indiana",106577,39114,9377.8,36.7,8.8,45855,9561.9,43.03,8.97,21608,7854.2,20.27,7.37
0500000US18093,18,093,"Lawrence County, Indiana",44939,15484,3964.2,34.46,8.82,20365,4020.8,45.32,8.95,9090,3276.8,20.23,7.29
0500000US18095,18,095,"Madison County, Indiana",125641,46542,10756.6,37.04,8.56,51934,10768.7,41.34,8.57,27165,8540.1,21.62,6.8
0500000US18097,18,097,"Marion County, Indiana",959794,353209,87863.9,36.8,9.15,406219,91087.3,42.32,9.49,200366,74769.7,20.88,7.79
0500000US18099,18,099,"Marshall County, Indiana",46001,17727,3692.7,38.54,8.03,18975,3746.6,41.25,8.14,9299,3019.3,20.21,6.56
0500000US18101,18,101,"Martin County, Indiana",9753,2905,919.9,29.79,9.43,4615,939,47.32,9.63,2233,763.8,22.9,7.83
0500000US18103,18,103,"Miami County, Indiana",32908,10969,2676.7,33.33,8.13,14314,2728.8,43.5,8.29,7625,2240,23.17,6.81
0500000US18105,18,105,"Monroe County, Indiana",126681,46154,11492.2,36.43,9.07,53561,11507.9,42.28,9.08,26966,8930.3,21.29,7.05
0500000US18107,18,107,"Montgomery County, Indiana",37239,14516,2986.8,38.98,8.02,15474,3042.7,41.55,8.17,7249,2501.9,19.47,6.72
0500000US18109,18,109,"Morgan County, Indiana",71980,27692,6007.9,38.47,8.35,29850,5981.1,41.47,8.31,14438,4631.9,20.06,6.43
0500000US18111,18,111,"Newton County, Indiana",13782,4077,1291,29.58,9.37,6615,1315.9,48,9.55,3090,1077.6,22.42,7.82
0500000US18113,18,113,"Noble County, Indiana",46933,17208,3719.1,36.67,7.92,20480,3778.4,43.64,8.05,9245,3047.8,19.7,6.49
0500000US18115,18,115,"Ohio County, Indiana",5978,2412,592.7,40.35,9.91,2326,605.9,38.91,10.14,1240,500.4,20.74,8.37
0500000US18117,18,117,"Orange County, Indiana",19756,7331,1668.9,37.11,8.45,7741,1700.4,39.18,8.61,4684,1396.9,23.71,7.07
0500000US18119,18,119,"Owen County, Indiana",21388,7573,1871.3,35.41,8.75,9433,1904.4,44.1,8.9,4382,1562.8,20.49,7.31
0500000US18121,18,121,"Parke County, Indiana",15156,5174,1318.4,34.14,8.7,5489,1349.1,36.22,8.9,4493,1109.8,29.65,7.32
0500000US18123,18,123,"Perry County, Indiana",17928,5597,1514.8,31.22,8.45,8841,1543.2,49.31,8.61,3490,1272.7,19.47,7.1
0500000US18125,18,125,"Pike County, Indiana",12080,4575,1063.6,37.87,8.8,4789,1081.4,39.64,8.95,2716,889.2,22.48,7.36
0500000US18127,18,127,"Porter County, Indiana",171897,75199,14807,43.75,8.61,67212,14758.8,39.1,8.59,29486,11549.6,17.15,6.72
0500000US18129,18,129,"Posey County, Indiana",25074,11057,2189.9,44.1,8.73,9377,2224.7,37.4,8.87,4640,1801.5,18.51,7.18
0500000US18131,18,131,"Pulaski County, Indiana",12227,4725,1036.1,38.64,8.47,4922,1058.4,40.26,8.66,2580,875.9,21.1,7.16
0500000US18133,18,133,"Putnam County, Indiana",32625,12753,2827.5,39.09,8.67,13216,2868.5,40.51,8.79,6656,2329.9,20.4,7.14
0500000US18135,18,135,"Randolph County, Indiana",24294,8748,1943.3,36.01,8,10427,1988.1,42.92,8.18,5119,1642.1,21.07,6.76
0500000US18137,18,137,"Ripley County, Indiana",29005,11803,2361.9,40.69,8.14,11992,2393.2,41.34,8.25,5210,1955.4,17.96,6.74
0500000US18139,18,139,"Rush County, Indiana",16638,6918,1484.7,41.58,8.92,6112,1505.7,36.74,9.05,3608,1219.8,21.69,7.33
0500000US18141,18,141,"St. Joseph County, Indiana",263392,101678,23018.3,38.6,8.74,109391,23357.7,41.53,8.87,52323,18818.3,19.87,7.14
0500000US18143,18,143,"Scott County, Indiana",24232,10242,2204.1,42.27,9.1,8803,2225.3,36.33,9.18,5187,1787.4,21.41,7.38
0500000US18145,18,145,"Shelby County, Indiana",44832,17936,3819.8,40.01,8.52,18627,3804.7,41.55,8.49,8269,3000.6,18.44,6.69
0500000US18147,18,147,"Spencer County, Indiana",19753,7560,1578.5,38.27,7.99,8477,1608.9,42.92,8.15,3716,1315.6,18.81,6.66
0500000US18149,18,149,"Starke County, Indiana",23372,8866,1936.5,37.93,8.29,9441,1971.7,40.39,8.44,5065,1599.5,21.67,6.84
0500000US18151,18,151,"Steuben County, Indiana",33531,11996,2677.9,35.78,7.99,14624,2750,43.61,8.2,6911,2287.2,20.61,6.82
0500000US18153,18,153,"Sullivan County, Indiana",18634,6605,1769.2,35.45,9.49,7353,1801.8,39.46,9.67,4676,1480.7,25.09,7.95
0500000US18155,18,155,"Switzerland County, Indiana",9780,3554,929.5,36.34,9.5,4174,941.3,42.68,9.62,2052,757.9,20.98,7.75
0500000US18157,18,157,"Tippecanoe County, Indiana",172889,69032,15753.1,39.93,9.11,73596,15859.4,42.57,9.17,30261,12316.7,17.5,7.12
0500000US18159,18,159,"Tipton County, Indiana",15341,6345,1327.1,41.36,8.65,5951,1357.8,38.79,8.85,3045,1138.7,19.85,7.42
0500000US18161,18,161,"Union County, Indiana",7034,2445,713.2,34.76,10.14,3293,725.8,46.82,10.32,1296,595.2,18.42,8.46
0500000US18163,18,163,"Vanderburgh County, Indiana",175905,65567,16619.5,37.27,9.45,72489,16759.8,41.21,9.53,37849,13539,21.52,7.7
0500000US18165,18,165,"Vermillion County, Indiana",15341,5356,1333.2,34.91,8.69,6726,1353.2,43.84,8.82,3259,1119.5,21.24,7.3
0500000US18167,18,167,"Vigo County, Indiana",97759,35574,8827.9,36.39,9.03,39816,8894.7,40.73,9.1,22369,7191.6,22.88,7.36
0500000US18169,18,169,"Wabash County, Indiana",29710,11075,2465.9,37.28,8.3,12414,2505.9,41.78,8.43,6221,2098,20.94,7.06
0500000US18171,18,171,"Warren County, Indiana",8449,3829,785.3,45.32,9.29,2928,800.4,34.65,9.47,1692,655.5,20.03,7.76
0500000US18173,18,173,"Warrick County, Indiana",64451,29644,5592,45.99,8.68,24274,5542.9,37.66,8.6,10533,4295.6,16.34,6.66
0500000US18175,18,175,"Washington County, Indiana",28038,10422,2295.4,37.17,8.19,11749,2322,41.9,8.28,5867,1863.5,20.93,6.65
0500000US18177,18,177,"Wayne County, Indiana",65166,20799,5531.8,31.92,8.49,28447,5583.8,43.65,8.57,15920,4557.2,24.43,6.99
0500000US18179,18,179,"Wells County, Indiana",28101,11279,2312.2,40.14,8.23,11745,2350.6,41.8,8.36,5077,1920.8,18.07,6.84
0500000US18181,18,181,"White County, Indiana",24549,8907,2078.4,36.28,8.47,11308,2144.4,46.06,8.74,4334,1782.1,17.65,7.26
0500000US18183,18,183,"Whitley County, Indiana",34276,13496,2836.1,39.37,8.27,13962,2865.7,40.73,8.36,6818,2293.2,19.89,6.69
0500000US19001,19,001,"Adair County, Iowa",7540,2881,633.1,38.21,8.4,2884,639.1,38.25,8.48,1775,529,23.54,7.02
0500000US19003,19,003,"Adams County, Iowa",3637,1338,366.3,36.79,10.07,1581,371.7,43.47,10.22,718,308.7,19.74,8.49
0500000US19005,19,005,"Allamakee County, Iowa",13926,5559,1193.2,39.92,8.57,5629,1220.4,40.42,8.76,2738,1015,19.66,7.29
0500000US19007,19,007,"Appanoose County, Iowa",12245,4659,1040.8,38.05,8.5,5406,1055.9,44.15,8.62,2180,878.2,17.8,7.17
0500000US19009,19,009,"Audubon County, Iowa",5632,2233,500.9,39.65,8.89,2403,509.7,42.67,9.05,996,426.7,17.68,7.58
0500000US19011,19,011,"Benton County, Iowa",25687,11940,1972.1,46.48,7.68,9810,1977.2,38.19,7.7,3937,1577.7,15.33,6.14
0500000US19013,19,013,"Black Hawk County, Iowa",127557,51807,11180.8,40.61,8.77,52671,11141.5,41.29,8.73,23079,8641.6,18.09,6.77
0500000US19015,19,015,"Boone County, Iowa",26485,12014,2312.4,45.36,8.73,10221,2299.2,38.59,8.68,4250,1807.8,16.05,6.83
0500000US19017,19,017,"Bremer County, Iowa",23781,10856,1972,45.65,8.29,8582,1980.1,36.09,8.33,4343,1571,18.26,6.61
0500000US19019,19,019,"Buchanan County, Iowa",20612,8295,1616.8,40.24,7.84,8282,1618.4,40.18,7.85,4035,1268.6,19.58,6.15
0500000US19021,19,021,"Buena Vista County, Iowa",20117,6735,1741.9,33.48,8.66,9968,1846.7,49.55,9.18,3414,1529.5,16.97,7.6
0500000US19023,19,023,"Butler County, Iowa",14327,5818,1084.6,40.61,7.57,5945,1095,41.5,7.64,2564,898.5,17.9,6.27
0500000US19025,19,025,"Calhoun County, Iowa",9409,3558,747.7,37.81,7.95,3611,760.9,38.38,8.09,2240,636,23.81,6.76
0500000US19027,19,027,"Carroll County, Iowa",20667,9006,1885.9,43.58,9.13,7662,1881.8,37.07,9.11,3999,1533.6,19.35,7.42
0500000US19029,19,029,"Cass County, Iowa",13036,5124,1169.3,39.31,8.97,5201,1188.5,39.9,9.12,2711,986,20.8,7.56
0500000US19031,19,031,"Cedar County, Iowa",18390,8084,1477.3,43.96,8.03,7309,1482.7,39.74,8.06,2997,1189.4,16.3,6.47
0500000US19033,19,033,"Cerro Gordo County, Iowa",42267,16326,3669.6,38.63,8.68,15985,3719,37.82,8.8,9956,3086.4,23.56,7.3
0500000US19035,19,035,"Cherokee County, Iowa",11488,3954,1048.2,34.42,9.12,4995,1069.4,43.48,9.31,2539,903.4,22.1,7.86
0500000US19037,19,037,"Chickasaw County, Iowa",11887,4327,988.8,36.4,8.32,5266,1001.4,44.3,8.42,2294,819.9,19.3,6.9
0500000US19039,19,039,"Clarke County, Iowa",9769,2731,1006.5,27.96,10.3,5172,1036.7,52.94,10.61,1866,853.2,19.1,8.73
0500000US19041,19,041,"Clay County, Iowa",16405,6285,1608.7,38.31,9.81,7050,1622.4,42.97,9.89,3070,1334.8,18.71,8.14
0500000US19043,19,043,"Clayton County, Iowa",16992,6094,1256.1,35.86,7.39,5946,1278.4,34.99,7.52,4952,1061.5,29.14,6.25
0500000US19045,19,045,"Clinton County, Iowa",46434,19569,3906.7,42.14,8.41,19067,3914,41.06,8.43,7798,3118.8,16.79,6.72
0500000US19047,19,047,"Crawford County, Iowa",16189,5168,1529.9,31.92,9.45,6322,1622.4,39.05,10.02,4699,1337.5,29.03,8.26
0500000US19049,19,049,"Dallas County, Iowa",103763,51726,9293.4,49.85,8.96,38622,9160.8,37.22,8.83,13415,6591.9,12.93,6.35
0500000US19051,19,051,"Davis County, Iowa",9138,3406,807.4,37.27,8.84,2711,806.7,29.67,8.83,3021,630.5,33.06,6.9
0500000US19053,19,053,"Decatur County, Iowa",7131,2498,624.9,35.03,8.76,3010,631.4,42.21,8.85,1623,516.3,22.76,7.24
0500000US19055,19,055,"Delaware County, Iowa",17510,7415,1439.6,42.35,8.22,6702,1448.6,38.28,8.27,3393,1173.5,19.38,6.7
0500000US19057,19,057,"Des Moines County, Iowa",38346,14706,3337.9,38.35,8.7,16445,3359.4,42.89,8.76,7195,2687.3,18.76,7.01
0500000US19059,19,059,"Dickinson County, Iowa",17841,7144,1440.3,40.04,8.07,7183,1478.2,40.26,8.29,3514,1257.8,19.7,7.05
0500000US19061,19,061,"Dubuque County, Iowa",96240,42602,7660.9,44.27,7.96,37969,7602.5,39.45,7.9,15669,5895,16.28,6.13
0500000US19063,19,063,"Emmet County, Iowa",9049,3383,882.6,37.39,9.75,3046,901.9,33.66,9.97,2620,745.5,28.95,8.24
0500000US19065,19,065,"Fayette County, Iowa",18777,6842,1512.3,36.44,8.05,8083,1534.5,43.05,8.17,3852,1277.6,20.51,6.8
0500000US19067,19,067,"Floyd County, Iowa",15375,5943,1392.2,38.65,9.05,5887,1421.7,38.29,9.25,3545,1182.6,23.06,7.69
0500000US19069,19,069,"Franklin County, Iowa",9952,3577,898.5,35.94,9.03,4232,929.6,42.52,9.34,2143,774.2,21.53,7.78
0500000US19071,19,071,"Fremont County, Iowa",6563,2520,530.6,38.4,8.08,2884,536.5,43.94,8.17,1159,442.1,17.66,6.74
0500000US19073,19,073,"Greene County, Iowa",8715,3589,766.6,41.18,8.8,3477,779.3,39.9,8.94,1649,646.3,18.92,7.42
0500000US19075,19,075,"Grundy County, Iowa",12347,5393,939.5,43.68,7.61,4780,943.3,38.71,7.64,2174,753.3,17.61,6.1
0500000US19077,19,077,"Guthrie County, Iowa",10561,4812,798.3,45.56,7.56,3764,808.2,35.64,7.65,1985,663.4,18.8,6.28
0500000US19079,19,079,"Hamilton County, Iowa",14874,6018,1333,40.46,8.96,6195,1363.6,41.65,9.17,2661,1118.1,17.89,7.52
0500000US19081,19,081,"Hancock County, Iowa",10660,4091,902.6,38.38,8.47,4279,918.9,40.14,8.62,2290,762.9,21.48,7.16
0500000US19083,19,083,"Hardin County, Iowa",16218,6305,1307.9,38.88,8.06,6926,1326.9,42.71,8.18,2987,1099.2,18.42,6.78
0500000US19085,19,085,"Harrison County, Iowa",14662,5977,1136.2,40.77,7.75,6209,1137.1,42.35,7.76,2476,910.4,16.89,6.21
0500000US19087,19,087,"Henry County, Iowa",19051,7601,1470.9,39.9,7.72,7643,1493.6,40.12,7.84,3807,1228,19.98,6.45
0500000US19089,19,089,"Howard County, Iowa",9469,3047,816.7,32.18,8.62,4277,820.8,45.17,8.67,2145,662.9,22.65,7
0500000US19091,19,091,"Humboldt County, Iowa",9633,3466,780.6,35.98,8.1,4094,793.3,42.5,8.24,2073,653.5,21.52,6.78
0500000US19093,19,093,"Ida County, Iowa",6956,2673,584.8,38.43,8.41,2990,590.5,42.98,8.49,1293,487.9,18.59,7.01
0500000US19095,19,095,"Iowa County, Iowa",16537,7354,1377.3,44.47,8.33,5642,1381.2,34.12,8.35,3541,1100.4,21.41,6.65
0500000US19097,19,097,"Jackson County, Iowa",19364,7552,1491.6,39,7.7,7335,1505.4,37.88,7.77,4477,1224.3,23.12,6.32
0500000US19099,19,099,"Jasper County, Iowa",36427,14185,3140.1,38.94,8.62,15352,3132.6,42.14,8.6,6890,2522.1,18.91,6.92
0500000US19101,19,101,"Jefferson County, Iowa",14581,4462,1425.7,30.6,9.78,6477,1471.4,44.42,10.09,3642,1270.9,24.98,8.72
0500000US19103,19,103,"Johnson County, Iowa",147363,63161,13294.1,42.86,9.02,61779,13222.8,41.92,8.97,22423,9916.6,15.22,6.73
0500000US19105,19,105,"Jones County, Iowa",19851,8478,1702.3,42.71,8.58,7337,1715.8,36.96,8.64,4036,1384.5,20.33,6.97
0500000US19107,19,107,"Keokuk County, Iowa",9912,3716,778.2,37.49,7.85,3950,785.3,39.85,7.92,2246,638.1,22.66,6.44
0500000US19109,19,109,"Kossuth County, Iowa",14519,5828,1158.9,40.14,7.98,5514,1185.2,37.98,8.16,3177,1005.8,21.88,6.93
0500000US19111,19,111,"Lee County, Iowa",32377,11369,2683.7,35.11,8.29,13835,2723.8,42.73,8.41,7173,2264.7,22.15,6.99
0500000US19113,19,113,"Linn County, Iowa",225722,103802,19822.2,45.99,8.78,86217,19687.9,38.2,8.72,35703,15065.6,15.82,6.67
0500000US19115,19,115,"Louisa County, Iowa",10748,3608,810.9,33.57,7.54,4592,829.7,42.72,7.72,2548,680.2,23.71,6.33
0500000US19117,19,117,"Lucas County, Iowa",8710,3445,802.9,39.55,9.22,3108,810.1,35.68,9.3,2157,653,24.76,7.5
0500000US19119,19,119,"Lyon County, Iowa",11996,6230,952,51.93,7.94,3967,953.9,33.07,7.95,1799,749.4,15,6.25
0500000US19121,19,121,"Madison County, Iowa",16767,7352,1405.6,43.85,8.38,6938,1405.1,41.38,8.38,2477,1097.9,14.77,6.55
0500000US19123,19,123,"Mahaska County, Iowa",21312,9118,1750.4,42.78,8.21,8114,1754.4,38.07,8.23,4080,1402.2,19.14,6.58
0500000US19125,19,125,"Marion County, Iowa",32352,13367,2864.7,41.32,8.85,13287,2875.2,41.07,8.89,5698,2307.3,17.61,7.13
0500000US19127,19,127,"Marshall County, Iowa",39515,13318,3263.5,33.7,8.26,17524,3365.3,44.35,8.52,8673,2778.1,21.95,7.03
0500000US19129,19,129,"Mills County, Iowa",14176,6293,1263.9,44.39,8.92,5604,1271.5,39.53,8.97,2279,1008.5,16.08,7.11
0500000US19131,19,131,"Mitchell County, Iowa",10538,4765,889.4,45.22,8.44,3880,894.5,36.82,8.49,1893,734,17.96,6.97
0500000US19133,19,133,"Monona County, Iowa",8571,3209,744.4,37.44,8.69,3615,756.8,42.18,8.83,1747,636,20.38,7.42
0500000US19135,19,135,"Monroe County, Iowa",7607,3343,768.4,43.95,10.1,2799,769.4,36.8,10.11,1465,612.9,19.26,8.06
0500000US19137,19,137,"Montgomery County, Iowa",10322,3789,933.8,36.71,9.05,4740,944.3,45.92,9.15,1793,776.8,17.37,7.53
0500000US19139,19,139,"Muscatine County, Iowa",42581,18069,3547.7,42.43,8.33,17248,3574.6,40.51,8.39,7264,2835.5,17.06,6.66
0500000US19141,19,141,"O'Brien County, Iowa",13952,6040,1206.3,43.29,8.65,5021,1224.7,35.99,8.78,2891,1014.9,20.72,7.27
0500000US19143,19,143,"Osceola County, Iowa",6155,2304,541,37.43,8.79,2431,554.9,39.5,9.02,1420,462,23.07,7.51
0500000US19145,19,145,"Page County, Iowa",13864,4269,1201.5,30.79,8.67,6909,1225.3,49.83,8.84,2686,1023.7,19.37,7.38
0500000US19147,19,147,"Palo Alto County, Iowa",8822,3170,809.6,35.93,9.18,3526,819.6,39.97,9.29,2126,680.5,24.1,7.71
0500000US19149,19,149,"Plymouth County, Iowa",25650,11248,2036.6,43.85,7.94,10475,2058.4,40.84,8.02,3927,1647.9,15.31,6.42
0500000US19151,19,151,"Pocahontas County, Iowa",7069,3032,574.6,42.89,8.13,2807,587.1,39.71,8.31,1230,491.2,17.4,6.95
0500000US19153,19,153,"Polk County, Iowa",491811,221344,44249.2,45.01,9,192614,43998.9,39.16,8.95,77853,33031.8,15.83,6.72
0500000US19155,19,155,"Pottawattamie County, Iowa",92110,36604,7891,39.74,8.57,38477,7809.6,41.77,8.48,17029,6002.2,18.49,6.52
0500000US19157,19,157,"Poweshiek County, Iowa",17208,6843,1448.1,39.77,8.42,6985,1470.8,40.59,8.55,3380,1224.9,19.64,7.12
0500000US19159,19,159,"Ringgold County, Iowa",4638,1754,434.5,37.82,9.37,1796,438.5,38.72,9.45,1088,365,23.46,7.87
0500000US19161,19,161,"Sac County, Iowa",9745,4064,769.5,41.7,7.9,3787,781.8,38.86,8.02,1894,648.4,19.44,6.65
0500000US19163,19,163,"Scott County, Iowa",172449,74839,15103.8,43.4,8.76,66679,15083,38.67,8.75,30931,11683.7,17.94,6.78
0500000US19165,19,165,"Shelby County, Iowa",11763,4934,969.8,41.95,8.24,4748,984,40.36,8.37,2081,814,17.69,6.92
0500000US19167,19,167,"Sioux County, Iowa",33987,16306,2770.1,47.98,8.15,12958,2809,38.13,8.26,4723,2221.9,13.9,6.54
0500000US19169,19,169,"Story County, Iowa",89497,37713,8304.5,42.14,9.28,35681,8243.1,39.87,9.21,16103,6201.9,17.99,6.93
0500000US19171,19,171,"Tama County, Iowa",16853,5486,1243.3,32.55,7.38,7653,1284.9,45.41,7.62,3714,1088,22.04,6.46
0500000US19173,19,173,"Taylor County, Iowa",5866,1998,503.4,34.06,8.58,2634,513.6,44.9,8.76,1234,424.6,21.04,7.24
0500000US19175,19,175,"Union County, Iowa",11794,4542,1121.8,38.51,9.51,4914,1133,41.67,9.61,2338,917.1,19.82,7.78
0500000US19177,19,177,"Van Buren County, Iowa",7242,1854,579.3,25.6,8,3285,584.4,45.36,8.07,2103,473.3,29.04,6.54
0500000US19179,19,179,"Wapello County, Iowa",34676,12321,2983.6,35.53,8.6,14290,3012.6,41.21,8.69,8065,2403.1,23.26,6.93
0500000US19181,19,181,"Warren County, Iowa",52393,25225,4480.3,48.15,8.55,20142,4405.5,38.44,8.41,7026,3339,13.41,6.37
0500000US19183,19,183,"Washington County, Iowa",22466,9182,1777.9,40.87,7.91,9368,1801.6,41.7,8.02,3916,1462.1,17.43,6.51
0500000US19185,19,185,"Wayne County, Iowa",6499,2175,555.9,33.47,8.55,2244,560.4,34.53,8.62,2080,455.2,32,7
0500000US19187,19,187,"Webster County, Iowa",34881,12199,3149.1,34.97,9.03,16056,3160,46.03,9.06,6626,2569.2,19,7.37
0500000US19189,19,189,"Winnebago County, Iowa",10345,3342,858.1,32.31,8.29,4604,872,44.5,8.43,2399,721,23.19,6.97
0500000US19191,19,191,"Winneshiek County, Iowa",18138,7688,1421.3,42.39,7.84,7305,1445.4,40.27,7.97,3145,1192.8,17.34,6.58
0500000US19193,19,193,"Woodbury County, Iowa",103862,39096,8983.5,37.64,8.65,42469,9122,40.89,8.78,22297,7261,21.47,6.99
0500000US19195,19,195,"Worth County, Iowa",7381,2775,620.6,37.6,8.41,3248,627,44,8.49,1358,510.8,18.4,6.92
0500000US19197,19,197,"Wright County, Iowa",12776,5159,1128.7,40.38,8.83,5180,1169.7,40.54,9.16,2437,971.3,19.07,7.6
0500000US20001,20,001,"Allen County, Kansas",12238,3895,1097.8,31.83,8.97,5225,1111.8,42.69,9.08,3118,911,25.48,7.44
0500000US20003,20,003,"Anderson County, Kansas",7766,2529,838.8,32.57,10.8,2895,846.6,37.28,10.9,2342,682.6,30.16,8.79
0500000US20005,20,005,"Atchison County, Kansas",15167,5628,1405.4,37.11,9.27,6750,1419.1,44.5,9.36,2789,1152.2,18.39,7.6
0500000US20007,20,007,"Barber County, Kansas",4110,1408,408.9,34.26,9.95,1928,417.8,46.91,10.17,774,346.9,18.83,8.44
0500000US20009,20,009,"Barton County, Kansas",24912,9496,2310.9,38.12,9.28,10047,2329.3,40.33,9.35,5369,1884.2,21.55,7.56
0500000US20011,20,011,"Bourbon County, Kansas",14117,5217,1269,36.96,8.99,6052,1283,42.87,9.09,2848,1039.9,20.17,7.37
0500000US20013,20,013,"Brown County, Kansas",9443,3216,750.8,34.06,7.95,3706,770.7,39.25,8.16,2521,656.4,26.7,6.95
0500000US20015,20,015,"Butler County, Kansas",66179,29161,5653.7,44.06,8.54,25856,5601.2,39.07,8.46,11162,4223.7,16.87,6.38
