"GEO_ID","STATE","COUNTY","NAME","POPUNI","PRED0_E","PRED0_M","PRED0_PE","PRED0_PM","PRED12_E","PRED12_M","PRED12_PE","PRED12_PM","PRED3_E","PRED3_M","PRED3_PE","PRED3_PM"
0500000US30109,30,109,"Wibaux County, Montana",934,281,115.2,30.09,12.33,514,123.2,55.03,13.19,139,102.7,14.88,11
0500000US30111,30,111,"Yellowstone County, Montana",165197,65997,13911.3,39.95,8.42,71581,14175.7,43.33,8.58,27619,10567.9,16.72,6.4
0500000US31001,31,001,"Adams County, Nebraska",30046,12013,2747.2,39.98,9.14,12028,2765.9,40.03,9.21,6005,2199.7,19.99,7.32
0500000US31003,31,003,"Antelope County, Nebraska",6274,2772,522.1,44.18,8.32,2345,532.5,37.38,8.49,1157,440.1,18.44,7.01
0500000US31005,31,005,"Arthur County, Nebraska",439,177,56.3,40.32,12.82,201,57,45.79,12.98,61,46.3,13.9,10.55
0500000US31007,31,007,"Banner County, Nebraska",692,274,90.3,39.6,13.05,199,92.6,28.76,13.38,219,76.2,31.65,11.01
0500000US31009,31,009,"Blaine County, Nebraska",461,199,62.4,43.17,13.54,184,62.7,39.91,13.6,78,49.6,16.92,10.76
0500000US31011,31,011,"Boone County, Nebraska",5384,2434,452.1,45.21,8.4,1930,457.6,35.85,8.5,1020,374.1,18.95,6.95
0500000US31013,31,013,"Box Butte County, Nebraska",10593,3813,1022.9,36,9.66,4788,1050.5,45.2,9.92,1992,874.4,18.8,8.25
0500000US31015,31,015,"Boyd County, Nebraska",1789,609,181.6,34.04,10.15,627,188.3,35.05,10.53,553,163.8,30.91,9.16
0500000US31017,31,017,"Brown County, Nebraska",2908,1064,323.2,36.59,11.11,1295,332.9,44.53,11.45,549,279.8,18.88,9.62
0500000US31019,31,019,"Buffalo County, Nebraska",48744,22891,4087.8,46.96,8.39,17394,4051.9,35.68,8.31,8459,3138.7,17.35,6.44
0500000US31021,31,021,"Burt County, Nebraska",6709,2518,551,37.53,8.21,2869,562,42.76,8.38,1322,469.9,19.7,7
0500000US31023,31,023,"Butler County, Nebraska",8414,3327,724.9,39.54,8.62,3918,733.2,46.57,8.71,1169,599,13.89,7.12
0500000US31025,31,025,"Cass County, Nebraska",26933,11878,1978.6,44.1,7.35,9969,1984.3,37.01,7.37,5086,1563.2,18.88,5.8
0500000US31027,31,027,"Cedar County, Nebraska",8327,3621,649.6,43.49,7.8,3082,656,37.01,7.88,1624,534.8,19.5,6.42
0500000US31029,31,029,"Chase County, Nebraska",3826,1137,389,29.72,10.17,1735,399,45.35,10.43,954,335.9,24.93,8.78
0500000US31031,31,031,"Cherry County, Nebraska",5456,2162,568.1,39.63,10.41,1966,582.5,36.03,10.68,1328,493.6,24.34,9.05
0500000US31033,31,033,"Cheyenne County, Nebraska",9522,3986,842.7,41.86,8.85,3769,857.7,39.58,9.01,1767,701.2,18.56,7.36
0500000US31035,31,035,"Clay County, Nebraska",6075,2372,476.3,39.05,7.84,2758,484.5,45.4,7.98,945,395.6,15.56,6.51
0500000US31037,31,037,"Colfax County, Nebraska",10498,3461,1130.5,32.97,10.77,5230,1219.2,49.82,11.61,1807,991.8,17.21,9.45
0500000US31039,31,039,"Cuming County, Nebraska",8984,3703,823.2,41.22,9.16,3897,845.8,43.38,9.41,1384,692,15.41,7.7
0500000US31041,31,041,"Custer County, Nebraska",10455,3866,904.9,36.98,8.66,4478,918.7,42.83,8.79,2111,754.3,20.19,7.21
0500000US31043,31,043,"Dakota County, Nebraska",21171,5293,1986.8,25,9.38,11325,2142.4,53.49,10.12,4553,1807.7,21.51,8.54
0500000US31045,31,045,"Dawes County, Nebraska",7526,2529,845.6,33.6,11.24,3278,858.6,43.56,11.41,1719,708.7,22.84,9.42
0500000US31047,31,047,"Dawson County, Nebraska",23805,7302,2047.8,30.67,8.6,10394,2201.7,43.66,9.25,6109,1860,25.66,7.81
0500000US31049,31,049,"Deuel County, Nebraska",1865,691,193.3,37.05,10.36,847,199.8,45.42,10.71,327,169.4,17.53,9.08
0500000US31051,31,051,"Dixon County, Nebraska",5538,2403,471.8,43.39,8.52,1947,484.7,35.16,8.75,1188,400.6,21.45,7.23
0500000US31053,31,053,"Dodge County, Nebraska",36427,13270,3126.1,36.43,8.58,16030,3147.8,44.01,8.64,7127,2527.5,19.57,6.94
0500000US31055,31,055,"Douglas County, Nebraska",577098,240659,50274.8,41.7,8.71,232646,50856.3,40.31,8.81,103793,39476.9,17.99,6.84
0500000US31057,31,057,"Dundy County, Nebraska",1635,425,174.8,25.99,10.69,738,180.8,45.14,11.06,472,154.7,28.87,9.46
0500000US31059,31,059,"Fillmore County, Nebraska",5448,2217,460,40.69,8.44,2096,465.1,38.47,8.54,1135,384.8,20.83,7.06
0500000US31061,31,061,"Franklin County, Nebraska",2902,902,275.4,31.08,9.49,1139,284.2,39.25,9.79,861,242.2,29.67,8.35
0500000US31063,31,063,"Frontier County, Nebraska",2452,685,242.3,27.94,9.88,1340,248,54.65,10.11,427,205.9,17.41,8.4
0500000US31065,31,065,"Furnas County, Nebraska",4602,1661,392.5,36.09,8.53,1847,402.5,40.13,8.75,1094,340.8,23.77,7.41
0500000US31067,31,067,"Gage County, Nebraska",21546,7622,1812.7,35.38,8.41,8455,1825.9,39.24,8.47,5469,1489.7,25.38,6.91
0500000US31069,31,069,"Garden County, Nebraska",1847,664,220.8,35.95,11.95,714,228.1,38.66,12.35,469,196.5,25.39,10.64
0500000US31071,31,071,"Garfield County, Nebraska",1839,559,241.2,30.4,13.12,694,246.4,37.74,13.4,586,214.5,31.87,11.66
0500000US31073,31,073,"Gosper County, Nebraska",1824,642,195.9,35.2,10.74,858,199.9,47.04,10.96,324,167.3,17.76,9.17
0500000US31075,31,075,"Grant County, Nebraska",579,191,68.1,32.99,11.76,295,69.9,50.95,12.07,93,58.7,16.06,10.14
0500000US31077,31,077,"Greeley County, Nebraska",2169,706,224.5,32.55,10.35,703,228.2,32.41,10.52,760,189.5,35.04,8.74
0500000US31079,31,079,"Hall County, Nebraska",61756,23042,5433,37.31,8.8,24502,5571.3,39.68,9.02,14212,4463.3,23.01,7.23
0500000US31081,31,081,"Hamilton County, Nebraska",9375,3667,932.6,39.11,9.95,3871,941.9,41.29,10.05,1837,768.6,19.59,8.2
0500000US31083,31,083,"Harlan County, Nebraska",3090,1134,292.2,36.7,9.46,1195,299.7,38.67,9.7,761,254.8,24.63,8.25
0500000US31085,31,085,"Hayes County, Nebraska",843,247,105.7,29.3,12.54,446,109.9,52.91,13.04,150,93.2,17.79,11.06
0500000US31087,31,087,"Hitchcock County, Nebraska",2584,764,252.4,29.57,9.77,1176,258.1,45.51,9.99,644,217.3,24.92,8.41
0500000US31089,31,089,"Holt County, Nebraska",10045,3834,920.3,38.17,9.16,4343,936.4,43.24,9.32,1868,768.5,18.6,7.65
0500000US31091,31,091,"Hooker County, Nebraska",734,248,99.4,33.79,13.54,322,102.6,43.87,13.98,164,91,22.34,12.4
0500000US31093,31,093,"Howard County, Nebraska",6531,2527,579.2,38.69,8.87,2324,584.2,35.58,8.95,1680,479.3,25.72,7.34
0500000US31095,31,095,"Jefferson County, Nebraska",7168,2963,646.2,41.34,9.02,2741,661.2,38.24,9.22,1464,557.1,20.42,7.77
0500000US31097,31,097,"Johnson County, Nebraska",4291,1663,422.1,38.76,9.84,1899,435.4,44.26,10.15,729,366.1,16.99,8.53
0500000US31099,31,099,"Kearney County, Nebraska",6669,3062,599.8,45.91,8.99,2638,606.8,39.56,9.1,969,491.7,14.53,7.37
0500000US31101,31,101,"Keith County, Nebraska",8271,2610,761.4,31.56,9.21,4165,789.2,50.36,9.54,1496,670.4,18.09,8.11
0500000US31103,31,103,"Keya Paha County, Nebraska",787,294,90,37.36,11.44,361,93.6,45.87,11.89,132,80.2,16.77,10.19
0500000US31105,31,105,"Kimball County, Nebraska",3408,788,357.9,23.12,10.5,1711,369.6,50.21,10.85,909,318.2,26.67,9.34
0500000US31107,31,107,"Knox County, Nebraska",8395,2843,623.3,33.87,7.42,3023,648,36.01,7.72,2529,570.5,30.13,6.8
0500000US31109,31,109,"Lancaster County, Nebraska",311575,134403,27576.6,43.14,8.85,125413,27523.3,40.25,8.83,51759,21183.9,16.61,6.8
0500000US31111,31,111,"Lincoln County, Nebraska",34017,13900,2995.5,40.86,8.81,13360,2984.1,39.27,8.77,6757,2354.4,19.86,6.92
0500000US31113,31,113,"Logan County, Nebraska",687,291,83.9,42.36,12.21,255,85.9,37.12,12.5,141,71.1,20.52,10.35
0500000US31115,31,115,"Loup County, Nebraska",604,149,77.5,24.67,12.83,284,80,47.02,13.25,171,67.8,28.31,11.23
0500000US31117,31,117,"McPherson County, Nebraska",379,148,49.3,39.05,13.01,168,50.4,44.33,13.3,63,41.9,16.62,11.06
0500000US31119,31,119,"Madison County, Nebraska",34681,14083,2965.4,40.61,8.55,14597,2964.3,42.09,8.55,6001,2375.5,17.3,6.85
0500000US31121,31,121,"Merrick County, Nebraska",7628,3170,703.5,41.56,9.22,3206,711.3,42.03,9.32,1252,581.9,16.41,7.63
0500000US31123,31,123,"Morrill County, Nebraska",4570,1381,453.4,30.22,9.92,1801,466,39.41,10.2,1388,392,30.37,8.58
0500000US31125,31,125,"Nance County, Nebraska",3390,1558,342.4,45.96,10.1,1088,344.7,32.09,10.17,744,281.9,21.95,8.32
0500000US31127,31,127,"Nemaha County, Nebraska",6631,2494,642.9,37.61,9.7,3028,649.4,45.66,9.79,1109,528.9,16.72,7.98
0500000US31129,31,129,"Nuckolls County, Nebraska",4060,1725,355.6,42.49,8.76,1762,365.5,43.4,9,573,310.1,14.11,7.64
0500000US31131,31,131,"Otoe County, Nebraska",15923,5946,1334.1,37.34,8.38,7084,1354.3,44.49,8.51,2893,1106,18.17,6.95
0500000US31133,31,133,"Pawnee County, Nebraska",2548,651,259.8,25.55,10.2,1233,267.7,48.39,10.51,664,229.6,26.06,9.01
0500000US31135,31,135,"Perkins County, Nebraska",2832,1116,289.8,39.41,10.23,1263,295.3,44.6,10.43,453,244.1,16,8.62
0500000US31137,31,137,"Phelps County, Nebraska",8891,3302,794.3,37.14,8.93,3609,803.1,40.59,9.03,1980,663.6,22.27,7.46
0500000US31139,31,139,"Pierce County, Nebraska",7301,3425,586.7,46.91,8.04,2878,588.4,39.42,8.06,998,469.8,13.67,6.43
0500000US31141,31,141,"Platte County, Nebraska",34045,13361,2907.6,39.25,8.54,14943,2979.7,43.89,8.75,5741,2424.2,16.86,7.12
0500000US31143,31,143,"Polk County, Nebraska",5173,2523,456.9,48.77,8.83,1722,464.1,33.29,8.97,928,385.8,17.94,7.46
0500000US31145,31,145,"Red Willow County, Nebraska",10301,3924,1008.9,38.09,9.79,4400,1026,42.71,9.96,1977,843.7,19.19,8.19
0500000US31147,31,147,"Richardson County, Nebraska",7756,2579,812.5,33.25,10.48,3364,828.6,43.37,10.68,1813,705.2,23.38,9.09
0500000US31149,31,149,"Rock County, Nebraska",1264,347,150.5,27.45,11.91,534,154.9,42.25,12.25,383,132.6,30.3,10.49
0500000US31151,31,151,"Saline County, Nebraska",13448,4399,1322.7,32.71,9.84,6434,1379.1,47.84,10.26,2615,1117.1,19.45,8.31
0500000US31153,31,153,"Sarpy County, Nebraska",193130,94597,16447.3,48.98,8.52,73617,16281.9,38.12,8.43,24916,12062.8,12.9,6.25
0500000US31155,31,155,"Saunders County, Nebraska",22680,9885,1714.5,43.58,7.56,9274,1716.7,40.89,7.57,3521,1352.2,15.52,5.96
0500000US31157,31,157,"Scotts Bluff County, Nebraska",35454,12478,3075,35.19,8.67,15592,3194.5,43.98,9.01,7384,2671,20.83,7.53
0500000US31159,31,159,"Seward County, Nebraska",16508,7415,1266,44.92,7.67,6331,1270.5,38.35,7.7,2762,1010.3,16.73,6.12
0500000US31161,31,161,"Sheridan County, Nebraska",5088,1413,456.4,27.77,8.97,2413,477.6,47.43,9.39,1262,424.5,24.8,8.34
0500000US31163,31,163,"Sherman County, Nebraska",2964,1162,294.5,39.2,9.94,1135,301.9,38.29,10.19,667,257.5,22.5,8.69
0500000US31165,31,165,"Sioux County, Nebraska",1143,347,137.1,30.36,11.99,559,142.5,48.91,12.47,237,122,20.73,10.67
0500000US31167,31,167,"Stanton County, Nebraska",5816,2770,571.7,47.63,9.83,2252,576.6,38.72,9.91,794,453.2,13.65,7.79
0500000US31169,31,169,"Thayer County, Nebraska",4910,2011,416.9,40.96,8.49,1954,424.4,39.8,8.64,945,355.5,19.25,7.24
0500000US31171,31,171,"Thomas County, Nebraska",673,182,88,27.04,13.08,292,91.8,43.39,13.64,199,79,29.57,11.74
0500000US31173,31,173,"Thurston County, Nebraska",6618,1805,494.6,27.27,7.47,3080,565.1,46.54,8.54,1733,544.4,26.19,8.23
0500000US31175,31,175,"Valley County, Nebraska",4063,1590,398.6,39.13,9.81,1813,406.4,44.62,10,660,338,16.24,8.32
0500000US31177,31,177,"Washington County, Nebraska",20953,10443,1714.1,49.84,8.18,7251,1718.5,34.61,8.2,3259,1349.5,15.55,6.44
0500000US31179,31,179,"Wayne County, Nebraska",8727,3422,858.4,39.21,9.84,3632,870.6,41.62,9.98,1673,694.6,19.17,7.96
0500000US31181,31,181,"Webster County, Nebraska",3406,1421,310,41.72,9.1,1329,315.2,39.02,9.25,656,262.4,19.26,7.7
0500000US31183,31,183,"Wheeler County, Nebraska",795,222,90,27.92,11.32,392,93.2,49.31,11.72,181,78.8,22.77,9.91
0500000US31185,31,185,"York County, Nebraska",13632,5630,1183.6,41.3,8.68,5693,1200.8,41.76,8.81,2309,979.6,16.94,7.19
0500000US32001,32,001,"Churchill County, Nevada",25684,7327,2454,28.53,9.55,13283,2638.4,51.72,10.27,5074,2157.8,19.76,8.4
0500000US32003,32,003,"Clark County, Nevada",2279271,661544,191284.8,29.02,8.39,1097984,206571.7,48.17,9.06,519743,168371,22.8,7.39
0500000US32005,32,005,"Douglas County, Nevada",49738,13041,4282.2,26.22,8.61,24405,4711.3,49.07,9.47,12292,3989.5,24.71,8.02
0500000US32007,32,007,"Elko County, Nevada",53409,18545,4949.4,34.72,9.27,24952,5255.5,46.72,9.84,9912,4098.4,18.56,7.67
0500000US32009,32,009,"Esmeralda County, Nevada",743,213,97.5,28.67,13.12,356,111.9,47.91,15.06,174,99,23.42,13.32
0500000US32011,32,011,"Eureka County, Nevada",1903,547,287.3,28.74,15.1,1019,303.7,53.55,15.96,337,240.4,17.71,12.63
0500000US32013,32,013,"Humboldt County, Nevada",17542,6590,1592.1,37.57,9.08,7293,1707.7,41.57,9.73,3659,1376.9,20.86,7.85
0500000US32015,32,015,"Lander County, Nevada",5798,2230,642.4,38.46,11.08,2499,688.6,43.1,11.88,1069,560.1,18.44,9.66
0500000US32017,32,017,"Lincoln County, Nevada",4374,1236,492.5,28.26,11.26,2140,528.3,48.93,12.08,998,431.6,22.82,9.87
0500000US32019,32,019,"Lyon County, Nevada",60642,19000,5513.4,31.33,9.09,29765,5862.1,49.08,9.67,11877,4685,19.59,7.73
0500000US32021,32,021,"Mineral County, Nevada",4557,780,514.1,17.12,11.28,2476,571.4,54.33,12.54,1301,488.8,28.55,10.73
0500000US32023,32,023,"Nye County, Nevada",52547,12366,4458.1,23.53,8.48,25914,5052.5,49.32,9.62,14267,4428.6,27.15,8.43
0500000US32027,32,027,"Pershing County, Nevada",5055,2144,557.2,42.41,11.02,1923,611,38.04,12.09,988,515.4,19.55,10.2
0500000US32029,32,029,"Storey County, Nevada",4141,1124,463.1,27.14,11.18,1979,516.7,47.79,12.48,1038,446.5,25.07,10.78
0500000US32031,32,031,"Washoe County, Nevada",490052,170552,42897.3,34.8,8.75,224833,44333.2,45.88,9.05,94667,33642.4,19.32,6.87
0500000US32033,32,033,"White Pine County, Nevada",8212,2970,830.1,36.17,10.11,3508,897.1,42.72,10.92,1734,744.8,21.12,9.07
0500000US32510,32,510,"Carson City, Nevada",56618,16237,4851.2,28.68,8.57,27721,5099.1,48.96,9.01,12660,4107.4,22.36,7.25
0500000US33001,33,001,"Belknap County, New Hampshire",64296,24315,5628.9,37.82,8.75,28901,5734.1,44.95,8.92,11080,4469.1,17.23,6.95
0500000US33003,33,003,"Carroll County, New Hampshire",51467,16348,4475.3,31.76,8.7,24457,4661.4,47.52,9.06,10662,3796.9,20.72,7.38
0500000US33005,33,005,"Cheshire County, New Hampshire",74064,28258,5919.3,38.15,7.99,31422,6040.5,42.43,8.16,14384,4745.4,19.42,6.41
0500000US33007,33,007,"Coos County, New Hampshire",29777,10238,2371.3,34.38,7.96,13192,2435.5,44.3,8.18,6347,1960.2,21.32,6.58
0500000US33009,33,009,"Grafton County, New Hampshire",86031,32889,7099,38.23,8.25,37041,7255.3,43.06,8.43,16101,5678.9,18.72,6.6
0500000US33011,33,011,"Hillsborough County, New Hampshire",420393,195217,36058.4,46.44,8.58,163202,36152.7,38.82,8.6,61974,26830.5,14.74,6.38
0500000US33013,33,013,"Merrimack County, New Hampshire",150455,61954,12093.5,41.18,8.04,63005,12171.2,41.88,8.09,25496,9102.6,16.95,6.05
0500000US33015,33,015,"Rockingham County, New Hampshire",316784,152927,26603.6,48.27,8.4,125406,26125.6,39.59,8.25,38451,18068.5,12.14,5.7
0500000US33017,33,017,"Strafford County, New Hampshire",124774,55789,10767.7,44.71,8.63,50418,10721.2,40.41,8.59,18567,7882.3,14.88,6.32
0500000US33019,33,019,"Sullivan County, New Hampshire",43425,16846,3616.8,38.79,8.33,17324,3687.9,39.89,8.49,9255,2865.6,21.31,6.6
0500000US34001,34,001,"Atlantic County, New Jersey",271540,97053,25122.3,35.74,9.25,112649,25661.8,41.49,9.45,61838,20661.5,22.77,7.61
0500000US34003,34,003,"Bergen County, New Jersey",948942,347502,74262.5,36.62,7.83,412521,82427.3,43.47,8.69,188919,73402.8,19.91,7.74
0500000US34005,34,005,"Burlington County, New Jersey",455480,197374,38800.2,43.33,8.52,179702,40037.5,39.45,8.79,78404,32772,17.21,7.2
0500000US34007,34,007,"Camden County, New Jersey",521201,185559,43292.4,35.6,8.31,219259,47159.3,42.07,9.05,116383,41046.2,22.33,7.88
0500000US34009,34,009,"Cape May County, New Jersey",95397,32359,8585.4,33.92,9,42815,8819.9,44.88,9.25,20223,7388.3,21.2,7.74
0500000US34011,34,011,"Cumberland County, New Jersey",145784,48878,13059.7,33.53,8.96,63899,13584.9,43.83,9.32,33007,11207.3,22.64,7.69
0500000US34013,34,013,"Essex County, New Jersey",842233,241903,67780,28.72,8.05,365818,79411.8,43.43,9.43,234512,73161,27.84,8.69
0500000US34015,34,015,"Gloucester County, New Jersey",301939,136418,24808.7,45.18,8.22,118215,24772.7,39.15,8.2,47306,19054.3,15.67,6.31
0500000US34017,34,017,"Hudson County, New Jersey",696903,163692,57801.4,23.49,8.29,340733,66958,48.89,9.61,192478,60491.6,27.62,8.68
0500000US34019,34,019,"Hunterdon County, New Jersey",127301,63509,10404.7,49.89,8.17,47242,10164.5,37.11,7.98,16550,7516.6,13,5.9
0500000US34021,34,021,"Mercer County, New Jersey",369396,135703,31455.9,36.74,8.52,153866,34154.8,41.65,9.25,79827,29411.6,21.61,7.96
0500000US34023,34,023,"Middlesex County, New Jersey",842603,292399,66726.7,34.7,7.92,377391,74755.5,44.79,8.87,172813,65700.3,20.51,7.8
0500000US34025,34,025,"Monmouth County, New Jersey",643158,291207,54136.8,45.28,8.42,249435,54837.5,38.78,8.53,102516,43338.4,15.94,6.74
0500000US34027,34,027,"Morris County, New Jersey",506672,236756,40954,46.73,8.08,191847,42095.5,37.86,8.31,78069,33812.3,15.41,6.67
0500000US34029,34,029,"Ocean County, New Jersey",647058,225639,57531.2,34.87,8.89,276945,59268.7,42.8,9.16,144474,48064.7,22.33,7.43
0500000US34031,34,031,"Passaic County, New Jersey",511441,142012,40480,27.77,7.91,230402,46723.7,45.05,9.14,139027,42639.4,27.18,8.34
0500000US34033,34,033,"Salem County, New Jersey",64657,22998,5823.5,35.57,9.01,29374,5789.3,45.43,8.95,12285,4465.7,19,6.91
0500000US34035,34,035,"Somerset County, New Jersey",344816,153551,28175.5,44.53,8.17,138731,29541.3,40.23,8.57,52534,24405.6,15.24,7.08
0500000US34037,34,037,"Sussex County, New Jersey",145316,68475,12168.2,47.12,8.37,56244,11907.3,38.7,8.19,20597,8762.5,14.17,6.03
0500000US34039,34,039,"Union County, New Jersey",569608,186516,43318.4,32.74,7.6,244187,49923.4,42.87,8.76,138905,45671.8,24.39,8.02
0500000US34041,34,041,"Warren County, New Jersey",109859,46788,9197.7,42.59,8.37,43092,9164.2,39.22,8.34,19979,7171.4,18.19,6.53
0500000US35001,35,001,"Bernalillo County, New Mexico",668007,214428,59048.9,32.1,8.84,312279,63120.1,46.75,9.45,141300,51363.2,21.15,7.69
0500000US35003,35,003,"Catron County, New Mexico",3728,736,402.8,19.74,10.8,1627,483.1,43.64,12.96,1365,445.3,36.61,11.94
0500000US35005,35,005,"Chaves County, New Mexico",63347,15941,5678.7,25.16,8.96,28537,6114.1,45.05,9.65,18869,4985.4,29.79,7.87
0500000US35006,35,006,"Cibola County, New Mexico",24800,4088,2106.4,16.48,8.49,12271,2844.3,49.48,11.47,8441,2716.3,34.04,10.95
0500000US35007,35,007,"Colfax County, New Mexico",12092,2324,948.7,19.22,7.85,5676,1111.3,46.94,9.19,4092,1008.1,33.84,8.34
0500000US35009,35,009,"Curry County, New Mexico",47736,14265,4602.4,29.88,9.64,22912,4849.1,48,10.16,10559,3819.7,22.12,8
0500000US35011,35,011,"De Baca County, New Mexico",1671,273,217.7,16.34,13.03,751,253,44.94,15.14,647,227.4,38.72,13.61
0500000US35013,35,013,"Doña Ana County, New Mexico",218135,60230,20158.1,27.61,9.24,100116,22050.9,45.9,10.11,57789,18299.5,26.49,8.39
0500000US35015,35,015,"Eddy County, New Mexico",60657,23192,5623.3,38.23,9.27,25150,6025.7,41.46,9.93,12315,4856.4,20.3,8.01
0500000US35017,35,017,"Grant County, New Mexico",27599,5910,2341.5,21.41,8.48,13367,2776.2,48.43,10.06,8322,2526.3,30.15,9.15
0500000US35019,35,019,"Guadalupe County, New Mexico",3880,830,360.3,21.39,9.29,1766,436.5,45.52,11.25,1284,403,33.09,10.39
0500000US35021,35,021,"Harding County, New Mexico",639,205,69.4,32.08,10.86,223,85.5,34.9,13.38,211,80.4,33.02,12.58
0500000US35023,35,023,"Hidalgo County, New Mexico",4047,1466,380.2,36.22,9.39,1463,441.4,36.15,10.91,1118,393.1,27.63,9.71
0500000US35025,35,025,"Lea County, New Mexico",71242,20928,6605.2,29.38,9.27,31504,7106.4,44.22,9.98,18810,5703.4,26.4,8.01
0500000US35027,35,027,"Lincoln County, New Mexico",20339,3924,1809.4,19.29,8.9,10001,2116.7,49.17,10.41,6414,1898.7,31.54,9.34
0500000US35028,35,028,"Los Alamos County, New Mexico",19304,8007,1638.6,41.48,8.49,8549,1746.6,44.29,9.05,2748,1398.7,14.24,7.25
0500000US35029,35,029,"Luna County, New Mexico",25070,4289,2168.9,17.11,8.65,12396,2575.5,49.45,10.27,8385,2310.6,33.45,9.22
0500000US35031,35,031,"McKinley County, New Mexico",71430,7815,4541.4,10.94,6.36,32140,6585.4,45,9.22,31475,6412.9,44.06,8.98
0500000US35033,35,033,"Mora County, New Mexico",4196,630,420.3,15.01,10.02,1965,526.7,46.83,12.55,1601,498.3,38.16,11.88
0500000US35035,35,035,"Otero County, New Mexico",67286,20019,5912.7,29.75,8.79,29397,6584,43.69,9.79,17870,5522.6,26.56,8.21
0500000US35037,35,037,"Quay County, New Mexico",8634,1471,805.4,17.04,9.33,4137,934.1,47.92,10.82,3026,832.6,35.05,9.64
0500000US35039,35,039,"Rio Arriba County, New Mexico",40024,7942,2754.2,19.84,6.88,19254,3448.2,48.11,8.62,12828,3227.5,32.05,8.06
0500000US35041,35,041,"Roosevelt County, New Mexico",18021,5272,1740.6,29.25,9.66,8736,1829.4,48.48,10.15,4013,1434.8,22.27,7.96
0500000US35043,35,043,"Sandoval County, New Mexico",151072,50713,12922.4,33.57,8.55,71079,13836.9,47.05,9.16,29280,11131.7,19.38,7.37
0500000US35045,35,045,"San Juan County, New Mexico",120157,23669,9274.2,19.7,7.72,52860,10912.5,43.99,9.08,43628,9709.2,36.31,8.08
0500000US35047,35,047,"San Miguel County, New Mexico",26566,4656,2184.7,17.53,8.22,12319,2655.5,46.37,10,9591,2459.6,36.1,9.26
0500000US35049,35,049,"Santa Fe County, New Mexico",153379,43422,13619,28.31,8.88,73599,15077.2,47.99,9.83,36358,12775.3,23.7,8.33
0500000US35051,35,051,"Sierra County, New Mexico",11451,2218,964.1,19.37,8.42,4982,1153.5,43.51,10.07,4251,1060.8,37.12,9.26
0500000US35053,35,053,"Socorro County, New Mexico",15825,3193,1433.1,20.18,9.06,7396,1707.3,46.74,10.79,5236,1549.3,33.09,9.79
0500000US35055,35,055,"Taos County, New Mexico",34585,6780,2916.4,19.6,8.43,17292,3486.2,50,10.08,10513,3193.6,30.4,9.23
0500000US35057,35,057,"Torrance County, New Mexico",14750,2721,1450.4,18.45,9.83,7631,1643.8,51.74,11.14,4398,1434.5,29.82,9.73
0500000US35059,35,059,"Union County, New Mexico",3472,976,378.5,28.11,10.9,1390,428.3,40.03,12.34,1106,379,31.85,10.92
0500000US35061,35,061,"Valencia County, New Mexico",75883,16968,6574.7,22.36,8.66,37477,7508.9,49.39,9.9,21438,6555.3,28.25,8.64
0500000US36001,36,001,"Albany County, New York",300873,121692,26898.2,40.45,8.94,122132,27344.5,40.59,9.09,57049,21952.7,18.96,7.3
0500000US36003,36,003,"Allegany County, New York",42420,13977,3146.4,32.95,7.42,18460,3207.4,43.52,7.56,9983,2673.8,23.53,6.3
0500000US36005,36,005,"Bronx County, New York",1407479,196655,114562.8,13.97,8.14,618239,144634.9,43.93,10.28,592585,138832.9,42.1,9.86
0500000US36007,36,007,"Broome County, New York",189098,67895,16424.4,35.9,8.69,78974,16559.4,41.76,8.76,42229,13623.4,22.33,7.2
0500000US36009,36,009,"Cattaraugus County, New York",74854,25678,5686.8,34.3,7.6,30320,5757.2,40.51,7.69,18856,4715.1,25.19,6.3
0500000US36011,36,011,"Cayuga County, New York",72845,26212,5918.9,35.98,8.13,29821,6028,40.94,8.28,16812,5080.3,23.08,6.97
0500000US36013,36,013,"Chautauqua County, New York",123515,40874,9853.3,33.09,7.98,51597,10031.4,41.77,8.12,31044,8302.3,25.13,6.72
0500000US36015,36,015,"Chemung County, New York",80458,31592,6955.3,39.27,8.64,31593,6988.1,39.27,8.69,17273,5660.5,21.47,7.04
0500000US36017,36,017,"Chenango County, New York",46438,17178,3508.4,36.99,7.56,19992,3573.2,43.05,7.69,9268,2972.9,19.96,6.4
0500000US36019,36,019,"Clinton County, New York",74203,28835,6452.6,38.86,8.7,30181,6497.8,40.67,8.76,15187,5245.9,20.47,7.07
0500000US36021,36,021,"Columbia County, New York",61322,20825,5268.5,33.96,8.59,26952,5438.6,43.95,8.87,13545,4620.7,22.09,7.54
0500000US36023,36,023,"Cortland County, New York",43252,16936,3587.7,39.16,8.29,18466,3608,42.69,8.34,7850,2943.7,18.15,6.81
0500000US36025,36,025,"Delaware County, New York",42907,13696,3585.9,31.92,8.36,18381,3717.2,42.84,8.66,10830,3171.1,25.24,7.39
0500000US36027,36,027,"Dutchess County, New York",282964,117855,24656.3,41.65,8.71,115633,24795.2,40.86,8.76,49476,19638.8,17.48,6.94
0500000US36029,36,029,"Erie County, New York",933085,353430,81519.8,37.88,8.74,376233,84488.6,40.32,9.05,203422,69836,21.8,7.48
0500000US36031,36,031,"Essex County, New York",35839,11680,3204.1,32.59,8.94,15500,3296.6,43.25,9.2,8659,2785.9,24.16,7.77
