State,County,Males,Females,Under 6 Years,6 to 18 years,19 to 25 years,26 to 34 years,35 to 44 years,45 to 54 years,55 to 64 years,65 to 74 years,75 years and older,White alone,Black or African American alone,American Indian and Alaska Native alone,Asian alone,Native Hawaiian and Other Pacific Islander alone,Some other race alone,Two or more races,Hispanic or Latino (of any race),White alone (not hispanic or Latino),Under $25K,$25K to $49K,$50K to $74K,$75K to $99K,$100K and over,Employed,Unemployed,Not in labor force,Insured,Uninsured,CensusObjectID
Virginia,Madison,6314,6760,786,2004,850,1349,1302,1730,2098,1788,1167,11305,1179,0,129,0,109,352,389,11084,1760,2240,2998,1802,4204,5708,198,1423,12104,970,2955
Virginia,Mathews,4322,4332,376,1047,572,502,843,1136,1592,1459,1127,7639,698,0,42,0,0,275,239,7422,898,1161,1925,1437,3179,3237,107,1301,7708,946,2962
Virginia,Mecklenburg,14409,15383,1715,4308,2028,2933,2835,3624,4852,4435,3062,18833,9964,157,289,4,144,401,891,18155,5874,6065,5963,4790,7014,11201,396,4675,27298,2494,2964
Virginia,Middlesex,5076,5242,487,1335,633,764,761,1224,1828,1769,1517,8138,1526,37,72,18,253,274,162,8062,1288,1956,2149,2046,2828,3901,229,1080,9468,850,2965
Virginia,Montgomery,50477,47344,4752,15887,23117,11633,10046,10310,9840,7213,5023,83406,3965,422,6527,59,1063,2379,3282,81607,19989,14017,15400,11244,28021,40716,1445,22785,92002,5819,2966
Virginia,Nelson,7412,7354,797,1936,1019,1290,1398,1824,2530,2567,1405,12507,1932,0,45,0,156,126,645,11989,1745,2283,2897,2493,5291,5802,197,2062,13562,1204,2968
Virginia,New Kent,10696,10856,1331,3270,1477,2127,2844,3170,3485,2544,1304,17637,2584,227,254,0,167,683,731,17137,1429,1714,2997,3490,11900,10568,345,2190,20347,1205,2971
Virginia,Northampton,5463,6125,723,1670,769,1055,1092,1214,2012,1799,1254,7161,3811,2,133,0,80,401,1040,6354,2059,3014,1980,1752,2731,4336,169,1637,10437,1151,2982
Virginia,Northumberland,5901,6250,539,1361,624,726,943,1319,1959,2408,2272,8593,3208,0,17,0,0,333,171,8422,1951,2475,2401,1902,3422,3627,189,1755,10957,1194,2983
Virginia,Nottoway,6719,6871,1005,2062,1131,1518,1498,1742,1972,1553,1109,7965,5324,0,40,0,170,91,551,7620,2145,3012,2540,2752,2642,5135,236,2490,11733,1857,2984
Virginia,Orange,17609,18304,2439,5804,2484,3430,4399,4787,5474,4266,2830,28709,4604,89,534,0,429,1548,1901,27939,3704,5774,5800,6726,13861,15513,623,4438,33062,2851,2985
Virginia,Page,11638,12014,1458,3506,1715,2367,2693,3386,3577,2900,2050,22461,205,30,130,0,106,720,494,22171,3479,5683,4910,4370,5202,10001,573,3164,20739,2913,2986
Virginia,Patrick,8566,8688,1037,2100,1179,1289,1650,2666,2831,2607,1895,15837,909,27,76,0,209,196,529,15523,3184,3728,3967,2685,3676,7014,267,2334,15767,1487,2987
Virginia,Pittsylvania,28683,30855,2999,9060,4152,5424,6236,8362,9686,7977,5642,45095,11714,26,262,0,616,1825,1539,44368,10675,14569,12290,9485,12425,23874,1383,8603,54885,4653,2988
Virginia,Powhatan,12823,14058,1369,4031,1783,2417,3331,4209,4482,3382,1877,24338,1563,7,12,20,120,821,492,24008,1479,2595,3462,4590,14704,12428,168,3626,25460,1421,2989
Virginia,Prince Edward,10368,11101,1249,3636,4643,1854,1745,2096,2636,2115,1495,13762,6677,68,84,0,76,802,280,13597,3604,4344,3684,2460,3409,7583,344,5047,19594,1875,2990
Virginia,Prince George,15616,17075,2648,6388,2427,4068,3914,3803,4214,3162,2067,19734,9815,97,521,91,538,1895,2610,18543,2760,4425,6152,5472,13867,13548,901,3977,30983,1708,2991
Virginia,Prince William,226625,232266,40741,91599,40628,53183,68645,66195,52131,29458,16311,250453,95964,1641,43898,319,35061,31555,110524,190388,20652,44125,54372,63760,275704,224316,11270,45196,409637,49254,2992
Virginia,Pulaski,16363,16596,1912,4574,2319,3173,3321,4939,5194,4534,2993,30497,1321,7,253,80,156,645,601,30037,5352,6316,8584,4860,7847,13819,674,4453,30840,2119,2993
Virginia,Rappahannock,3632,3728,452,1028,506,630,721,859,1255,1162,747,6539,334,38,18,0,191,240,289,6497,645,1017,1017,944,3727,3022,121,828,6369,991,2994
Virginia,Richmond County,3510,3756,366,1215,445,815,696,956,994,863,916,5021,1548,14,4,0,296,383,529,4807,1464,1533,1602,830,1825,2777,80,1049,6810,456,2995
Virginia,Roanoke County,44360,47835,5425,14852,6813,9467,10789,12196,12954,11355,8344,80681,5196,182,3209,33,685,2209,2955,78957,8727,13061,18118,13591,38064,40710,1361,10148,87517,4678,2996
Virginia,Rockbridge,11174,11309,1419,2820,1630,1884,2444,2790,3687,3157,2652,20982,606,88,239,0,74,494,456,20706,3760,5139,4686,2697,6170,8959,424,3052,20909,1574,2997
Virginia,Rockingham,39500,41283,5553,13661,7080,8379,9354,10197,11423,8384,6752,74977,2217,67,575,67,729,2151,5829,71237,7424,14949,16903,13892,26214,36204,1100,9129,72640,8143,2998
Virginia,Russell,13084,13608,1567,3897,1925,2465,3066,3692,4380,3326,2374,26018,163,63,0,0,0,448,196,25849,6466,7497,5399,3308,3774,8314,591,6623,24535,2157,2999
Virginia,Scott,10444,10536,1170,2923,1509,1892,2222,2870,3290,2856,2248,20635,54,53,17,0,0,221,290,20345,4163,5790,3557,3277,4165,7399,295,4089,19109,1871,2585
Virginia,Shenandoah,21287,21823,2829,6937,3102,4189,4818,5818,6344,5237,3836,39932,705,51,415,0,400,1607,3197,37569,5762,9704,8840,6294,12421,18296,777,5198,39912,3198,2594
Virginia,Smyth,14707,15204,1695,4381,2411,3095,3387,4175,4278,3667,2822,28744,559,104,182,46,57,219,605,28270,6574,8711,5939,3915,4663,11050,595,5701,27235,2676,2600
Virginia,Southampton,8066,8271,994,2619,1060,1499,1683,2502,2668,1933,1379,10395,5289,30,53,0,43,527,297,10135,1983,3098,3174,3206,4860,7131,283,1998,15361,976,2608
Virginia,Spotsylvania,65633,68139,10184,25132,10985,14982,17096,19031,17576,11777,7009,94894,21867,539,3475,88,5903,7006,13545,89987,8088,17182,18989,19740,69662,61023,3404,15243,123579,10193,2619
Virginia,Stafford,70674,73679,11458,29343,12601,16411,19920,21541,17615,10030,5434,93654,25707,393,5064,81,8455,10999,19428,86213,5274,14425,16389,16230,91984,68638,2509,16941,133056,11297,2629
Virginia,Surry,3095,3335,363,832,445,595,609,900,1247,876,563,3532,2786,3,0,0,0,109,148,3404,1229,1106,1079,1004,2012,2760,129,907,5828,602,2636
Virginia,Sussex,4907,4337,515,1295,1037,995,917,1288,1328,1112,757,4001,4973,0,59,0,35,176,268,3802,1426,1840,2025,1297,2582,3981,281,1303,8420,824,2647
Virginia,Tazewell,19277,20602,2446,5944,2870,3759,4657,5229,6034,5316,3624,37770,1206,63,277,25,130,408,397,37724,7734,11717,7185,4534,8449,13446,1039,8064,36565,3314,2656
Virginia,Warren,19763,19837,2939,6490,3295,4453,4525,5704,6065,3778,2351,34933,1599,95,461,0,798,1714,1939,34185,4252,5995,7250,5844,15797,17494,1080,5468,35523,4077,2662
Virginia,Washington,25982,27148,2929,7619,3749,5044,6043,7136,8330,7092,5188,51110,599,79,297,6,111,928,805,50700,7981,13059,9807,7955,13356,20951,863,8488,48446,4684,2667
Virginia,Westmoreland,8660,9019,1007,2453,1345,1809,1550,2184,2862,2627,1842,11845,4449,49,126,0,573,637,1153,11230,3005,3392,2919,3131,5173,6085,1034,2631,15503,2176,2684
Virginia,Wise,17709,18019,2120,5540,3282,3828,4204,4641,5470,4125,2518,34068,921,50,175,14,77,423,351,33940,9050,8360,7809,4998,4744,12051,1175,8199,31844,3884,2695
Virginia,Wythe,13956,14604,1588,4355,2050,2663,3313,4322,4295,3517,2457,27112,565,44,283,0,38,518,365,26793,4600,6451,5725,6127,5604,12194,500,3949,26286,2274,2699
Virginia,York,29652,34263,4570,12526,4338,5835,8076,8374,9212,6416,4568,46880,8240,129,3888,189,761,3828,3848,44982,3349,7051,9216,10399,33900,27221,1339,7275,61658,2257,2709
Virginia,Alexandria,73517,81030,12630,17634,11003,29484,28081,20587,17078,11372,6678,91728,34020,513,10460,91,8524,9211,25694,79080,12911,18573,19083,18403,85063,90200,2875,13158,139695,14852,2712
Virginia,Bristol,7984,8896,1080,2798,1209,1913,1970,2020,2226,1999,1665,14827,1179,0,32,5,131,706,74,14797,3654,5023,3348,1070,3635,6305,493,2540,14973,1907,2716
Virginia,Buena Vista,2874,3503,393,1147,1073,561,527,866,715,630,465,5641,377,7,23,20,54,255,92,5602,1240,1726,866,1041,1049,2756,56,930,5781,596,2720
Virginia,Charlottesville,22395,24435,2786,4889,10376,7987,5810,4796,4810,3412,1964,32793,8666,147,3306,5,306,1607,2565,30744,9232,7900,6434,5377,15361,23231,979,9569,43041,3789,2722
Virginia,Chesapeake,108277,121876,18435,43402,18913,26513,29785,30437,31290,19644,11734,137261,68463,488,7746,23,4145,12027,14861,129925,19759,30665,38374,33803,107334,103572,5491,27875,214402,15751,2724
Virginia,Colonial Heights,7832,9228,1253,2857,1357,1861,1990,2280,2162,1715,1585,12593,2767,54,636,14,415,581,1080,12199,2195,3002,3415,2332,6090,7480,466,1704,15797,1263,2727
Virginia,Covington,2562,2989,416,962,355,624,676,568,848,652,450,4577,688,0,65,0,0,221,145,4505,1015,1664,809,1249,814,2127,51,893,5151,400,2729
Virginia,Danville,18077,21459,3002,6381,3396,4558,4106,4631,5698,4554,3210,17436,19608,35,514,44,109,1790,1814,16305,11356,10460,7656,3708,5883,14715,1129,6545,35597,3939,2732
Virginia,Emporia,2280,2916,456,1224,347,690,614,615,547,354,349,1493,3115,3,0,0,4,581,328,1354,1767,1308,678,344,1075,1918,341,554,4578,618,2736
Virginia,Fairfax City,11220,11508,2029,3249,2169,2940,3186,3039,2980,1876,1260,14758,1036,20,4279,0,1181,1454,4006,12566,2140,2133,1827,2535,13949,11833,452,2029,21207,1521,2737
Virginia,Falls Church,6818,7397,909,2747,1050,1600,1999,2088,1937,1125,760,11090,684,13,1414,0,441,573,1522,10111,370,673,985,1415,10736,7315,237,1122,13841,374,2740
Virginia,Franklin City,3604,4300,588,1433,421,805,1054,1012,1045,910,636,2917,4344,0,187,0,34,422,241,2905,1461,2292,1668,428,2041,3116,362,859,7533,371,2744
Virginia,Fredericksburg,13238,15720,2301,4373,5469,4389,3138,3005,3113,1963,1207,17786,5502,63,1101,17,1459,3030,3223,16798,3713,3539,4232,3998,10952,14301,822,3991,26097,2861,2745
Virginia,Galax,2815,3345,522,1123,464,393,932,903,728,609,486,5158,607,0,22,49,18,306,1214,4436,1737,1860,1000,443,996,2426,235,759,4902,1258,2747
Virginia,Hampton,60330,68642,9650,21018,13236,17133,14535,14821,18207,11933,8439,50740,65897,591,2977,140,2083,6544,7300,47592,19843,25796,24291,19272,37316,57125,3600,17207,119259,9713,2751
Virginia,Harrisonburg,25551,27337,3118,9240,14443,6598,5567,4938,4327,2604,2053,40812,4059,52,1854,0,1635,4476,10678,34440,10320,11770,8190,5017,10874,23763,1090,11020,46886,6002,2755
Virginia,Hopewell,9983,12073,1911,4106,1996,2894,2327,2736,2807,1906,1373,11111,9430,26,302,0,439,748,1891,10030,5705,5845,3334,2804,4363,8872,786,3102,20172,1884,2756
Virginia,Lexington,4194,2954,265,874,3227,396,391,419,595,658,323,5854,464,11,362,0,176,281,401,5665,1096,677,545,610,1282,2314,95,2619,6807,341,2760
Virginia,Lynchburg,37105,42139,5391,12672,18799,9730,7005,7065,7886,5871,4825,50824,22548,195,1963,47,1281,2386,3454,49271,11627,17918,13180,12120,15525,33820,2200,14465,72524,6720,2762
Virginia,Manassas,20636,20319,3765,7679,3576,5646,6238,5051,4748,2726,1526,25488,5340,139,2296,40,3414,4238,15218,16210,2604,5652,6025,6066,20522,20578,674,4007,34130,6825,2765
Virginia,Manassas Park,9074,8455,1490,3297,1707,2191,3097,2558,1671,964,554,10230,2972,7,1982,4,1056,1278,7013,5704,433,2680,4053,2108,8255,9572,275,1377,14521,3008,2768
Virginia,Martinsville,5444,6768,1195,1971,1082,1104,1319,1663,1744,1305,829,5745,5635,40,145,13,143,491,773,5289,3852,3500,2199,720,1911,4873,176,1863,10976,1236,2771
Virginia,Newport News,78016,91026,15327,28740,17364,24093,20278,19381,21176,13467,9216,77099,70900,418,5428,231,3694,11272,15309,69913,26453,37014,33512,24812,44100,76247,4176,21869,150911,18131,2775
Virginia,Norfolk,102501,110750,19127,32481,28004,32816,24818,23193,26048,16262,10502,93727,92324,583,8105,131,6583,11798,16084,87790,38890,43552,40598,27046,54964,96125,8283,30471,188915,24336,2778
Virginia,Norton,1763,2146,122,512,427,432,526,418,658,467,347,3660,195,0,0,0,0,54,0,3660,1264,822,688,462,673,1545,153,763,3614,295,2780
Virginia,Petersburg,13497,16354,2444,4334,2982,4095,3233,3673,4184,2965,1941,4684,23370,134,259,9,748,647,1406,4201,7241,7985,6362,4066,3956,12027,1696,4444,26178,3673,2782
Virginia,Poquoson,5807,6053,698,2115,824,961,1488,1667,1695,1290,1122,11090,161,12,270,0,33,294,352,10771,667,1282,1150,1797,6939,5419,106,1110,11478,382,2791
Virginia,Portsmouth,41265,47727,8139,14726,7186,12564,10564,10453,11689,8083,5588,34381,47448,269,1255,309,1757,3573,3817,32841,16016,20645,17722,13955,20420,37947,2257,12252,80626,8366,2795
Virginia,Radford,8219,9520,624,2408,6842,1721,1363,1548,1731,843,659,15073,1737,29,279,8,125,488,523,14747,5777,2754,1672,1532,3201,7603,479,5123,16520,1219,2799
Virginia,Richmond City,106576,120056,15432,28676,30561,42107,27248,24905,28177,18262,11264,102468,104461,355,4764,28,5184,9372,16108,93252,45431,45166,42332,24928,60097,111696,7212,34090,200566,26066,2802
Virginia,Roanoke City,46322,51619,8376,14550,8020,13521,12536,12399,12983,9490,6066,60030,28863,222,3325,48,773,4680,6325,56649,20659,23129,20286,12736,20402,43623,3027,12809,87032,10909,2805
Virginia,Salem,11514,12864,1242,4064,2787,2740,2632,3189,3428,2423,1873,21229,1516,11,458,28,376,760,855,20659,2232,3696,4547,4250,7928,11054,575,3147,22906,1472,2809
Virginia,Staunton,10961,13107,1708,3365,2008,3003,3029,2806,3189,2918,2042,19973,2615,107,355,27,132,859,791,19421,3416,5327,4259,3421,6882,10854,409,2772,21803,2265,2812
Virginia,Suffolk,42450,46733,7093,16400,6875,10277,11090,12284,12152,7965,5047,44618,37439,153,1951,9,923,4090,3945,43124,9460,12465,13112,13834,40197,40139,2262,10277,83233,5950,2815
Virginia,Virginia Beach,201361,224960,33430,70492,37459,57580,54760,54249,55256,37560,25535,275653,80826,1158,31257,399,8934,28094,34519,259420,32998,60738,75337,68075,187479,203479,8812,47013,394809,31512,2826
Virginia,Waynesboro,10731,11364,1652,3617,1545,2864,2883,2824,2907,1959,1844,17712,2770,182,378,95,208,750,1902,16444,4212,5540,3387,2849,6056,9897,481,2645,19875,2220,2831
Virginia,Williamsburg,6894,7935,560,2454,4564,1430,938,1037,1510,1276,1060,10640,2213,36,997,0,116,827,1085,10081,1856,2118,1840,1408,3248,5674,299,3506,13577,1252,2835
Virginia,Winchester,13493,14092,2160,5006,2594,3225,3354,3551,3155,2699,1841,21415,2751,52,590,8,540,2229,4910,17901,2802,6094,6193,3610,8014,12322,706,2851,24654,2931,2837
Vermont,Addison,18268,18427,1837,5047,4706,3349,4026,4799,5723,4535,2673,34302,457,119,742,18,159,898,885,33878,2947,5377,5842,5802,13822,17504,637,4462,34710,1985,2590
Vermont,Bennington,17063,18133,1990,5353,3314,3180,3420,4504,5672,4519,3244,33438,302,138,321,46,157,794,742,32958,4062,6822,6525,5024,11757,14675,580,4835,33690,1506,2591
Vermont,Caledonia,14898,14811,1651,4518,2502,2885,3278,3937,4773,3918,2247,28309,197,50,141,0,217,795,496,28020,4261,6462,5389,5111,7688,13241,412,3722,28439,1270,2596
Vermont,Chittenden,79799,82242,9194,23522,24233,21395,18978,19532,21235,14358,9594,144920,4289,258,6155,56,881,5482,3928,142580,16370,21938,22019,23915,68953,83815,2884,18674,156914,5127,2599
Vermont,Essex,3093,3086,337,799,360,472,603,876,1114,973,645,5938,46,4,27,0,17,147,86,5869,1045,1609,1408,967,1125,2429,116,880,5859,320,2604
Vermont,Franklin,24129,24647,3518,7999,3695,5559,6231,6831,7178,4866,2899,46098,176,318,363,0,307,1514,811,45732,4903,7644,9840,8960,17343,22932,1064,5498,47097,1679,2607
Vermont,Grand Isle,3561,3507,382,953,416,704,744,1005,1400,1016,448,6608,63,108,38,0,7,244,144,6510,566,975,1219,1193,3115,3177,132,960,6828,240,2609
Vermont,Lamoille,12665,12632,1590,3943,2388,2910,3257,3331,3594,2598,1686,24034,280,155,66,0,99,663,480,23837,3156,4434,4676,3559,8897,12452,431,2597,23835,1462,2611
Vermont,Orange,14367,14418,1557,4189,2073,2892,3258,3811,4979,3888,2138,27698,115,88,102,24,81,677,391,27423,2719,5632,5801,4719,9343,13213,480,3320,27487,1298,2612
Vermont,Orleans,12891,13160,1643,3877,1890,2517,2892,3434,3996,3675,2127,25033,161,134,51,7,69,596,381,24726,3685,5819,5366,3680,7318,11365,480,2884,25217,834,2614
Vermont,Rutland,28579,29383,2957,8302,5064,5597,5922,7765,9797,7830,4728,55503,402,177,491,0,94,1295,903,54892,7662,10584,11278,9208,17564,25922,868,7355,55318,2644,2615
Vermont,Washington,28605,29184,3139,8880,5224,5759,6922,7956,8962,6928,4019,55097,443,79,556,42,192,1380,1142,54199,6714,9939,10898,9531,18851,27334,902,6587,55862,1927,2617
Vermont,Windham,20586,21589,2432,5467,3203,4151,4721,5354,7384,6012,3451,39812,440,105,516,12,90,1200,966,39112,6893,8117,7949,6098,11745,18590,921,5302,39931,2244,2620
Vermont,Windsor,26531,27930,2817,7665,3476,5443,6036,7111,9343,7657,4913,52098,350,93,539,0,237,1144,959,51499,6513,9690,10771,9249,18091,24344,918,6147,51966,2495,2625
Washington,Adams,9973,9518,2184,4965,2136,2163,2187,1949,1867,1300,740,11509,182,702,113,85,6117,783,12571,6433,4134,4105,4132,2897,4176,7151,422,2729,16386,3105,2840
Washington,Asotin,10920,11497,1346,3479,1751,2133,2582,2536,3420,2953,2217,20633,109,241,234,63,219,918,958,20112,2561,6475,4063,3505,5795,8926,484,3012,21029,1388,2845
Washington,Benton,99343,99854,17218,38984,16746,24014,25022,22955,24626,18131,11501,160613,3437,1759,5637,177,16826,10748,44434,138646,19249,33061,36215,30370,79954,83182,4563,25618,185049,14148,2847
Washington,Chelan,38015,37851,5767,13104,5965,8446,8870,8618,10718,8454,5924,58213,310,359,640,32,11716,4596,21285,51279,9125,15635,14279,10163,25935,32918,1042,8657,68925,6941,2852
Washington,Clallam,36937,38558,4144,9460,4495,7320,7768,7607,12431,13221,9049,65414,755,3732,1039,26,1111,3418,5060,62134,10497,16841,14786,12122,20969,26131,1892,11598,69810,5685,2861
Washington,Clark,236136,243073,35760,85093,39461,57015,63912,62795,61403,46314,27456,398308,8517,2624,22938,3633,12860,30329,48062,371368,36920,70716,85175,73371,211186,215108,10686,58792,449879,29330,2865
Washington,Columbia,1949,2032,197,548,271,237,420,577,601,655,475,3447,53,9,50,0,199,223,322,3380,503,476,877,790,1302,1673,21,412,3717,264,2869
Washington,Cowlitz,53315,54144,7752,18235,8248,11696,12520,13529,15292,12384,7803,94023,1037,1717,1242,312,1907,7221,9942,88451,14331,20857,20847,17597,33497,41230,2754,17301,102136,5323,2871
Washington,Douglas,21387,20999,3232,8251,3440,4698,5146,4893,5362,4293,3071,28614,198,408,260,138,10656,2112,13594,26761,3648,8843,9202,6829,13608,17933,809,4797,37679,4707,2877
Washington,Ferry,3815,3764,363,956,384,713,827,839,1415,1373,709,5847,3,1047,34,16,13,619,361,5551,1669,1824,970,770,2204,2213,181,1784,7062,517,2880
Washington,Franklin,46092,45401,10041,21842,8670,12368,12241,9573,8014,5525,3219,58602,1897,1133,1847,180,18673,9161,49421,36210,8986,16927,20504,13199,31666,38905,2097,9864,78585,12908,2884
Washington,Garfield,1153,1084,109,374,74,273,221,284,327,359,216,2012,0,0,91,0,0,134,31,1984,264,562,493,474,444,870,47,262,2093,144,2886
Washington,Grant,48757,47380,9081,20601,9800,11106,11266,10507,10539,8060,5177,62919,995,1223,911,9,24033,6047,40533,50593,11340,21839,18388,17493,26570,38289,2456,12473,84810,11327,2889
Washington,Grays Harbor,34696,35622,4519,11135,4970,7190,7583,8200,11072,9817,5832,61392,251,2976,979,180,1111,3429,7280,56310,10512,17175,14789,11489,16198,26180,1782,11053,65508,4810,2894
Washington,Island,36548,40605,5467,10402,4735,7977,7614,8468,11993,12667,7830,65230,1515,893,3691,293,1000,4531,5586,61773,7446,12409,15792,12869,28575,28567,1637,10583,73454,3699,2898
Washington,Jefferson,14870,16181,1106,2895,1366,2279,2559,3158,6173,7273,4242,28187,125,486,485,19,551,1198,1133,27364,4426,5907,6711,4159,9755,9624,763,5148,29416,1635,2905
Washington,King,1109481,1102455,153580,320796,191285,367155,334644,293603,263253,174682,112938,1374537,143614,13270,406996,16855,96204,160460,217252,1287464,164898,231424,270823,255297,1263207,1148653,49031,252256,2094600,117336,2913
Washington,Kitsap,123676,128880,18261,39242,18554,31360,29631,31163,36995,29841,17509,202718,5859,2566,12760,2342,5456,20855,19465,193195,21246,33693,42115,39950,114832,106369,4649,36685,240632,11924,2927
Washington,Kittitas,23362,23403,2529,7052,9484,4849,4582,4824,5986,4551,2908,40458,470,220,598,302,1967,2750,4153,38496,6499,8986,7983,7317,13620,20885,1199,7641,44633,2132,2932
Washington,Klickitat,11143,10870,1163,3372,1317,2040,2682,2611,3617,3310,1901,20179,254,415,134,3,395,633,2630,18053,3265,4930,4885,3177,5540,7874,562,3831,20658,1355,2935
Washington,Lewis,39164,39420,5486,12463,5826,8398,8989,9343,11631,9983,6465,69150,384,457,906,151,1803,5733,8351,65069,10690,17014,15957,13263,21273,29450,1895,12842,72940,5644,2940
Washington,Lincoln,5327,5287,668,1741,652,822,1079,1220,1754,1603,1075,9929,49,190,55,29,86,276,372,9686,1372,2448,2072,1675,3036,3955,160,1412,10248,366,2942
Washington,Mason,33381,30781,4140,9320,4800,6263,7198,7139,10529,9321,5452,53000,432,1299,644,353,3770,4664,6599,51052,7783,12419,13342,10328,20168,23325,1641,10963,60157,4005,2946
Washington,Okanogan,20872,20645,3155,7146,2581,4081,4734,4518,6285,5697,3320,29736,43,4152,249,42,4728,2567,8454,26869,8258,10437,9473,5419,7212,14755,859,6585,36834,4683,2947
Washington,Pacific,10796,11091,1088,2550,1211,1744,2167,2309,3904,4430,2484,18511,84,680,405,75,1164,968,2171,17651,3369,4979,4532,3655,5283,6972,380,3983,20792,1095,2949
Washington,Pend Oreille,6868,6621,813,1891,859,1177,1236,1559,2425,2340,1189,11833,22,444,118,3,362,707,541,11725,1543,3243,2424,2581,3685,4370,314,2572,12560,929,2951
Washington,Pierce,426937,440820,70401,148323,76801,117636,115058,109159,109860,74195,46324,621340,58468,9520,56030,13101,26964,82334,96579,572514,75372,123422,144294,136614,380072,392861,19627,116026,816431,51326,2956
Washington,San Juan,8169,8722,574,1800,780,1262,1752,1865,3223,3651,1984,15397,153,146,256,14,382,543,1090,14906,2083,3057,2960,2190,6461,6469,148,2265,15706,1185,2957
Washington,Skagit,61810,63857,9358,19794,9656,13846,14726,14503,17635,15725,10424,102181,896,2409,2242,199,11826,5914,23485,92516,12058,21106,22315,22119,47092,52316,2537,15513,117130,8537,2958
Washington,Skamania,5873,5994,677,1621,695,1067,1405,1724,2228,1570,880,10990,53,214,158,30,114,308,778,10353,1501,1888,2047,1453,4948,4962,312,1845,11302,565,2959
Washington,Snohomish,398714,402657,60703,132090,61489,107841,114288,109542,108214,67532,39672,585759,25336,7683,91868,3879,28790,58056,84144,546143,53542,86786,120882,117067,419993,387033,16125,98216,752494,48877,2960
Washington,Spokane,247190,256841,37078,82533,47551,66809,62211,60256,66369,49516,31708,439315,8569,6033,11397,3000,7880,27837,29638,424049,61284,98034,94349,76639,165059,222036,11909,69251,478009,26022,2961
Washington,Stevens,22364,22605,3061,7095,2908,3803,4493,5457,7734,6608,3810,40187,193,2076,332,90,106,1985,1689,38835,5935,10221,9242,6392,13081,15404,812,8179,41929,3040,2963
Washington,Thurston,133671,144228,20079,44286,22762,34715,36427,34242,36961,30450,17977,221675,7958,3286,15891,2366,5324,21399,25576,206088,26064,41333,45456,47763,115795,121537,7412,36158,264877,13022,2967
Washington,Wahkiakum,2083,2196,275,531,166,270,416,452,790,852,527,3784,50,38,72,0,246,89,324,3663,551,858,1195,313,1355,1129,67,898,4087,192,2969
Washington,Walla Walla,28261,29432,3923,10226,6885,5993,6180,6545,7231,5976,4734,48059,620,336,1054,89,4397,3138,12524,41823,6746,11494,11121,8113,18195,23774,1295,7765,53284,4409,2970
Washington,Whatcom,110046,113143,14182,32992,30852,26882,26766,25476,27716,23606,14717,183200,2146,5638,9034,531,9299,13341,21681,174344,25865,36868,39163,35957,81487,101857,5050,30785,210044,13145,2972
Washington,Whitman,25045,24246,2304,7834,15352,6159,4643,3644,4204,3079,2072,39885,975,191,4135,58,984,3063,3174,38255,10963,8721,6258,5177,11420,21620,1568,10814,47101,2190,2973
Washington,Yakima,123326,124710,23924,54484,22666,29723,29398,27054,26875,20069,13843,178555,2491,8597,2317,1162,36004,18910,124182,104905,34974,59504,55193,36029,61231,98578,5890,31248,217718,30318,2974
Wisconsin,Adams,9832,9257,726,2399,952,1269,1581,2415,3859,3590,2298,18078,131,96,144,3,138,499,633,17775,3141,5022,4073,3014,3803,6873,441,2762,18165,924,3101
Wisconsin,Ashland,7791,7521,1075,2584,1292,1515,1747,1808,2424,1777,1090,12896,93,1478,81,87,43,634,462,12649,2764,3566,3213,2210,3173,6564,374,1848,14545,767,3104
Wisconsin,Barron,22381,22245,2925,7380,3185,4359,4888,5406,6958,5604,3921,42048,657,298,299,0,582,742,1174,41461,6169,11129,9331,6734,11036,19512,568,4716,41220,3406,3106
Wisconsin,Bayfield,7633,7345,835,1935,760,1154,1385,1875,2861,2664,1509,12865,52,1531,77,0,24,429,323,12649,2132,3077,3498,2663,3585,6019,260,1756,14116,862,3108
Wisconsin,Brown,127911,131546,20504,45647,23201,31394,32924,33168,34538,22817,15264,218170,5831,6098,8264,58,9335,11701,23369,208974,26318,45791,48461,42829,91779,127441,3327,24457,245971,13486,3111
Wisconsin,Buffalo,6598,6418,837,1995,810,1197,1432,1766,2118,1651,1210,12572,60,45,6,0,148,185,294,12447,1523,2518,2952,2489,3499,6110,115,1098,12249,767,3113
Wisconsin,Burnett,7794,7465,748,2065,759,1131,1427,1885,2874,2655,1715,14014,82,535,56,1,30,541,290,13821,2258,3538,3512,2436,3485,5815,337,1924,14146,1113,3115
Wisconsin,Calumet,25057,24788,3232,9218,3453,5118,6705,7403,7369,4451,2896,46601,448,253,1185,1,373,984,2198,45154,3446,7253,8329,8375,22374,25532,524,3992,48237,1608,3116
Wisconsin,Chippewa,30930,30658,4301,10649,4029,6543,7597,8023,9315,6655,4476,59183,350,118,863,2,94,978,946,58468,6969,12434,12090,9908,19898,29167,766,5574,58372,3216,3117
Wisconsin,Clark,17280,16911,3447,7219,2631,3066,3635,4101,4733,3036,2323,32641,149,60,90,1,452,798,1752,31549,4032,7986,7358,6074,8631,14173,409,3584,27210,6981,3119
Wisconsin,Columbia,28327,27602,3580,9176,4267,5611,6885,7797,8667,6040,3906,53130,579,221,453,2,613,931,1991,52029,4834,8910,10594,10146,21295,27632,804,4791,52994,2935,3120
