MA,2013-04-17T22:00:00.000Z,Terrorist,"Bristol (County)(in (P)MSA 1120,1200,2480,5400,6060)"
MA,2013-04-17T22:00:00.000Z,Terrorist,"Middlesex (County)(in (P)MSA 1120,2600,4560)"
MA,2013-04-17T22:00:00.000Z,Terrorist,"Norfolk (County)(in PMSA 1120,1200,6060)"
MA,2013-04-17T22:00:00.000Z,Terrorist,Suffolk (County)
