ND,2005-11-21T18:01:00.000Z,Snow,Fort Berthold,224
SD,2008-12-12T00:00:00.000Z,Snow,Rosebud,118
SD,2008-12-12T00:00:00.000Z,Snow,Standing Rock,325
SD,2008-12-12T00:00:00.000Z,Snow,Cheyenne River,27
SD,2008-12-12T00:00:00.000Z,Snow,Pine Ridge,293
ND,2004-04-02T15:20:00.000Z,Snow,Fort Berthold,224
