BaseYear,state,incidentType,designatedArea,Freq,FID
2000,ND,Snow,Fort Berthold,2,224
2000,SD,Snow,Rosebud,1,118
2000,SD,Snow,Standing Rock,1,325
2000,SD,Snow,Cheyenne River,1,27
2000,SD,Snow,Pine Ridge,1,293
