BaseYear,state,incidentType,designatedArea,Freq,FID
2020,MI,Dam/Levee Break,Gladwin,2,1691
2020,MI,Dam/Levee Break,Midland,2,1806
2020,MI,Dam/Levee Break,Saginaw,1,1845
2020,MI,Dam/Levee Break,Arenac,1,1621
2020,MI,Dam/Levee Break,Iosco,1,1715
