State,County,Agency,Ori,total aggravated-assault crimes (2006-2014),total aggravated-assault cleared crimes (2006-2014),total aggravated-assault actual crimes (2006-2014),total violent-crime crimes (2006-2014),total violent-crime cleared crimes (2006-2014),total violent-crime actual crimes (2006-2014),total arson crimes (2006-2014),total arson cleared crimes (2006-2014),total arson actual crimes (2006-2014),total human-trafficing crimes (2006-2014),total human-trafficing cleared crimes (2006-2014),total human-trafficing actual crimes (2006-2014),total rape-legacy crimes (2006-2014),total rape-legacy cleared crimes (2006-2014),total rape-legacy actual crimes (2006-2014),total homicide crimes (2006-2014),total homicide cleared crimes (2006-2014),total homicide actual crimes (2006-2014),total burglary crimes (2006-2014),total burglary cleared crimes (2006-2014),total burglary actual crimes (2006-2014),total motor-vehicle-theft crimes (2006-2014),total motor-vehicle-theft cleared crimes (2006-2014),total motor-vehicle-theft actual crimes (2006-2014),total larceny crimes (2006-2014),total larceny cleared crimes (2006-2014),total larceny actual crimes (2006-2014),total rape crimes (2006-2014),total rape cleared crimes (2006-2014),total rape actual crimes (2006-2014),total property-crime crimes (2006-2014),total property-crime cleared crimes (2006-2014),total property-crime actual crimes (2006-2014),Latitude,Longitude
New Mexico,SOCORRO,New Mexico Institute of Mining and Technology,NM0280300,6,0,2,9,0,3,0,0,0,0,0,0,3,0,1,0,0,0,92,33,45,3,0,1,149,3,73,3,0,1,244,36,119,34.065002,-106.903435
New Mexico,TAOS,Taos County Sheriff's Office,NM0290000,1280,193,323,1378,203,346,0,0,0,0,0,0,25,2,5,25,3,7,2969,243,648,198,30,51,1475,80,305,25,2,5,4642,353,1004,36.576529,-105.637986
New Mexico,TAOS,Taos Police Department,NM0290100,2310,130,362,2852,146,458,11,1,5,0,0,0,257,7,42,56,4,6,6166,119,1276,923,32,141,16263,666,2815,257,7,42,23352,817,4232,36.409138,-105.57204
New Mexico,TAOS,Questa Police Department,NM0290200,47,2,11,50,2,12,0,0,0,0,0,0,0,0,0,0,0,0,66,1,24,14,0,4,89,4,33,0,0,0,169,5,61,36.576529,-105.637986
New Mexico,TAOS,Red River Police Department,NM0290300,152,17,17,224,19,23,0,0,0,0,0,0,36,0,4,0,0,0,280,14,41,93,6,12,698,35,99,36,0,4,1071,55,152,36.576529,-105.637986
New Mexico,NOT SPECIFIED,Taos Pueblo,NM0290400,1744,90,166,1869,91,184,32,0,5,0,0,0,114,1,14,1,0,1,200,9,30,4,0,2,212,13,25,114,1,14,416,22,57,36.576529,-105.637986
New Mexico,TAOS,Taos Ski Valley Police Department,NM0290500,30,1,5,30,1,5,0,0,0,0,0,0,0,0,0,0,0,0,189,0,32,7,0,1,305,3,51,0,0,0,501,3,84,36.576529,-105.637986
New Mexico,TORRANCE,Torrance County Sheriff's Office,NM0300000,1524,76,230,1958,87,288,23,1,7,0,0,0,251,4,34,23,2,5,5492,169,794,2406,128,252,3299,133,467,251,4,34,11197,430,1513,34.554466,-105.887952
New Mexico,TORRANCE,Estancia Police Department,NM0300200,353,6,41,353,6,41,0,0,0,0,0,0,0,0,0,0,0,0,494,3,86,83,1,12,1058,9,186,0,0,0,1635,13,284,34.554466,-105.887952
New Mexico,TORRANCE,Moriarty Police Department,NM0300300,397,22,40,560,31,61,10,3,3,0,0,0,66,3,10,16,1,1,2044,104,300,432,22,58,3100,210,440,66,3,10,5576,336,798,34.554466,-105.887952
New Mexico,TORRANCE,Mountainair Police Department,NM0300400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.554466,-105.887952
New Mexico,UNION,Union County Sheriff's Office,NM0310000,88,5,16,89,5,17,0,0,0,0,0,0,1,0,1,0,0,0,355,14,72,73,8,11,425,13,77,1,0,1,853,35,160,36.488085,-103.475723
New Mexico,UNION,Clayton Police Department,NM0310100,69,4,15,78,4,18,0,0,0,0,0,0,3,0,1,0,0,0,527,8,142,41,3,11,328,5,87,3,0,1,896,16,240,36.452724,-103.186264
New Mexico,VALENCIA,Valencia County Sheriff's Office,NM0320000,9233,756,1468,10992,839,1686,1174,15,169,0,0,0,821,42,99,283,17,29,27285,219,5085,10156,112,1618,18161,171,3724,821,42,99,55602,502,10427,34.71684,-106.806582
New Mexico,VALENCIA,Belen Police Department,NM0320100,4157,363,640,4980,405,745,192,8,31,0,0,0,165,11,22,104,6,10,13398,833,1674,3779,199,417,21303,1478,2697,165,11,22,38480,2510,4788,34.660484,-106.774734
New Mexico,VALENCIA,Los Lunas Police Department,NM0320300,5713,212,1077,6518,227,1220,41,1,8,0,0,0,384,6,66,18,1,5,5116,147,928,4239,113,641,19429,530,3564,384,6,66,28784,790,5133,34.71684,-106.806582
New Mexico,VALENCIA,Bosque Farms Police Department,NM0320700,376,48,69,392,48,73,19,1,2,0,0,0,0,0,0,0,0,0,640,9,132,468,13,65,1459,13,311,0,0,0,2567,35,508,34.71684,-106.806582
New Mexico,VALENCIA,Peralta,NM032100X,174,38,63,183,40,67,0,0,0,0,0,0,0,0,0,0,0,0,189,8,86,51,5,23,257,9,125,0,0,0,497,22,234,,
New Mexico,CIBOLA,Cibola County Sheriff's Office,NM0330000,3011,401,452,3251,426,485,64,5,17,0,0,0,191,23,27,12,0,2,3287,213,443,896,70,107,2390,193,349,191,23,27,6573,476,899,35.15374,-107.853935
New Mexico,CIBOLA,Grants Police Department,NM0330100,45,8,37,65,12,53,3,0,3,0,0,0,13,3,10,0,0,0,143,9,134,56,6,50,145,35,110,13,3,10,344,50,294,34.93205,-108.000255
New Mexico,CIBOLA,Milan Police Department,NM0330200,18,0,18,18,0,18,0,0,0,0,0,0,0,0,0,0,0,0,36,0,36,7,0,7,69,1,68,0,0,0,112,1,111,34.93205,-108.000255
New Mexico,NOT SPECIFIED,Laguna Tribal,NM0330300,2608,362,416,2769,379,445,0,0,0,0,0,0,145,14,26,0,0,0,252,32,56,176,21,35,1556,182,275,145,14,26,1984,235,366,34.93205,-108.000255
New Mexico,NOT SPECIFIED,Acoma Tribal,NM0330400,627,74,99,671,78,105,6,1,1,0,0,0,29,3,4,12,1,1,135,8,23,69,6,11,202,17,39,29,3,4,406,31,73,34.93205,-108.000255
New Mexico,NOT SPECIFIED,Pojoaque Tribal,NMDI02200,523,0,89,645,0,119,8,0,1,0,0,0,36,0,9,7,0,1,913,0,209,294,0,68,2082,0,433,36,0,9,3289,0,710,35.884163,-106.01543
New Mexico,NOT SPECIFIED,Jemez Pueblo,NMDI02300,1009,28,177,1013,28,178,20,0,4,0,0,0,0,0,0,4,0,1,261,12,50,79,2,13,225,8,41,0,0,0,565,22,104,35.685071,-106.882619
New Mexico,NOT SPECIFIED,Northern Pueblos Agency,NMDI05000,1530,7,255,1849,10,320,94,0,15,0,0,0,60,1,15,219,0,38,893,21,172,194,9,33,885,8,155,60,1,15,1972,38,360,35.513731,-105.966439
New Mexico,NOT SPECIFIED,Southern Pueblos Agency,NMDI05100,830,5,126,1322,7,214,123,0,17,0,0,0,103,0,16,343,0,63,409,4,83,315,3,45,260,1,42,103,0,16,984,8,170,35.054002,-106.669064
New Mexico,NOT SPECIFIED,Isleta Tribal,NMDI05700,2996,117,601,3096,117,616,53,0,9,0,0,0,40,0,6,7,0,1,1516,45,271,1181,36,204,3581,194,744,40,0,6,6278,275,1219,35.054002,-106.669064
New Mexico,NOT SPECIFIED,Mescalero Tribal,NMDI07000,5541,18,803,5807,26,855,1798,1,271,0,0,0,132,3,27,33,1,6,1164,4,182,180,1,36,370,9,91,132,3,27,1714,14,309,35.054002,-106.669064
New Mexico,NOT SPECIFIED,Zia Pueblo,NMDI08300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
New Mexico,UNMAPPED COUNTY,New Mexico State Police,NMNSP0000,5475,209,751,8441,278,1191,281,7,52,0,0,0,1282,8,186,454,16,65,30564,729,5739,7921,202,1155,18435,333,2788,1282,8,186,56920,1264,9682,35.513731,-105.966439
