state,declarationDate,incidentType,designatedArea,FID
UT,2007-06-30T19:55:00.000Z,Fire,Uintah and Ouray,162
CA,2008-06-28T11:30:00.000Z,Fire,Hoopa Valley,240
CA,2008-06-28T11:30:00.000Z,Fire,Yurok,345
NM,2011-06-26T22:31:00.000Z,Fire,Cochiti,202
NM,2011-06-26T22:31:00.000Z,Fire,Jemez,248
NM,2011-06-26T22:31:00.000Z,Fire,Santa Clara,126
WA,2014-07-23T00:41:00.000Z,Fire,Colville,29
CA,2013-08-29T16:30:00.000Z,Fire,Karuk,67
WA,2014-08-11T18:30:00.000Z,Fire,Colville,29
CA,2012-09-24T00:37:00.000Z,Fire,Campo,196
