BaseYear,state,incidentType,designatedArea,Freq,FID
2015,SC,Severe Storm(s),Aiken,2,2503
2015,SC,Severe Storm(s),Abbeville,1,2489
2015,SC,Severe Storm(s),Barnwell,3,2605
2015,SC,Severe Storm(s),Berkeley,2,2631
2015,SC,Severe Storm(s),Bamberg,2,2592
2015,SC,Severe Storm(s),Anderson,2,2559
2015,SC,Severe Storm(s),Beaufort,1,2626
2015,SC,Severe Storm(s),Charleston,1,2691
2015,SC,Severe Storm(s),Allendale,1,2527
2015,SC,Severe Storm(s),Calhoun,1,2635
2015,SC,Severe Storm(s),Chester,2,2704
2015,SC,Severe Storm(s),Chesterfield,1,2708
2015,SC,Severe Storm(s),Clarendon,1,2715
2015,SC,Severe Storm(s),Colleton,2,2718
2015,SC,Severe Storm(s),Cherokee,1,2700
2015,SC,Severe Storm(s),Darlington,1,2721
2015,SC,Severe Storm(s),Dillon,1,2725
2015,SC,Severe Storm(s),Dorchester,1,2730
2015,SC,Severe Storm(s),Edgefield,1,2735
2015,SC,Severe Storm(s),Fairfield,1,2738
2015,SC,Severe Storm(s),Florence,1,2742
2015,SC,Severe Storm(s),Greenville,2,2759
2015,SC,Severe Storm(s),Greenwood,1,2764
2015,SC,Severe Storm(s),Hampton,3,2767
2015,SC,Severe Storm(s),Georgetown,2,2752
2015,SC,Severe Storm(s),Jasper,1,2783
2015,SC,Severe Storm(s),Kershaw,1,2787
2015,SC,Severe Storm(s),Lancaster,1,2790
2015,SC,Severe Storm(s),Lee,1,2800
2015,SC,Severe Storm(s),Lexington,1,2803
2015,SC,Severe Storm(s),Laurens,1,2794
2015,SC,Severe Storm(s),McCormick,1,2807
2015,SC,Severe Storm(s),Horry,1,2774
2015,SC,Severe Storm(s),Marlboro,2,2813
2015,SC,Severe Storm(s),Newberry,2,2818
2015,SC,Severe Storm(s),Oconee,3,2822
2015,SC,Severe Storm(s),Marion,1,2811
2015,SC,Severe Storm(s),Pickens,3,2834
2015,SC,Severe Storm(s),Richland,1,2843
2015,SC,Severe Storm(s),Orangeburg,2,2829
2015,SC,Severe Storm(s),Spartanburg,2,2851
2015,SC,Severe Storm(s),Sumter,1,2855
2015,SC,Severe Storm(s),Union,1,2860
2015,SC,Severe Storm(s),Saluda,1,2846
2015,SC,Severe Storm(s),York,1,2867
2015,SC,Severe Storm(s),Williamsburg,1,2864
2015,KS,Severe Storm(s),Butler,3,726
2015,KS,Severe Storm(s),Chautauqua,3,730
2015,KS,Severe Storm(s),Coffey,3,745
2015,KS,Severe Storm(s),Anderson,3,712
2015,KS,Severe Storm(s),Dickinson,2,762
2015,KS,Severe Storm(s),Doniphan,4,765
2015,KS,Severe Storm(s),Crawford,2,756
2015,KS,Severe Storm(s),Douglas,2,767
2015,KS,Severe Storm(s),Franklin,3,786
2015,KS,Severe Storm(s),Geary,2,788
2015,KS,Severe Storm(s),Elk,3,773
2015,KS,Severe Storm(s),Greenwood,5,803
2015,KS,Severe Storm(s),Harvey,4,812
2015,KS,Severe Storm(s),Allen,2,709
2015,KS,Severe Storm(s),Leavenworth,2,836
2015,KS,Severe Storm(s),Linn,2,840
2015,KS,Severe Storm(s),Lyon,3,844
2015,KS,Severe Storm(s),Jefferson,3,821
2015,KS,Severe Storm(s),Cowley,5,752
2015,KS,Severe Storm(s),Cherokee,3,732
2015,KS,Severe Storm(s),Montgomery,2,856
2015,KS,Severe Storm(s),Morris,3,858
2015,KS,Severe Storm(s),Neosho,4,862
2015,KS,Severe Storm(s),Marshall,4,850
2015,KS,Severe Storm(s),Reno,3,882
2015,KS,Severe Storm(s),Riley,3,888
2015,KS,Severe Storm(s),Osage,3,867
2015,KS,Severe Storm(s),Pottawatomie,3,876
2015,KS,Severe Storm(s),Saline,2,895
2015,KS,Severe Storm(s),Sumner,5,916
2015,KS,Severe Storm(s),Wilson,2,925
2015,KS,Severe Storm(s),Woodson,3,926
2015,KS,Severe Storm(s),Wabaunsee,3,920
2015,PR,Severe Storm(s),Adjuntas,1,3060
2015,PR,Severe Storm(s),Aguada,1,3062
2015,PR,Severe Storm(s),Aguadilla,1,3063
2015,PR,Severe Storm(s),Aguas Buenas,1,3065
2015,PR,Severe Storm(s),Aibonito,1,3067
2015,PR,Severe Storm(s),Anasco,1,3069
2015,PR,Severe Storm(s),Arroyo,1,3072
2015,PR,Severe Storm(s),Barceloneta,1,3074
2015,PR,Severe Storm(s),Bayamon,1,3078
2015,PR,Severe Storm(s),Cabo Rojo,1,3081
2015,PR,Severe Storm(s),Camuy,1,3086
2015,PR,Severe Storm(s),Canovanas,1,3088
2015,PR,Severe Storm(s),Carolina,1,3090
2015,PR,Severe Storm(s),Ceiba,1,3096
2015,PR,Severe Storm(s),Catano,1,3092
2015,PR,Severe Storm(s),Ciales,1,3098
2015,PR,Severe Storm(s),Arecibo,1,3071
2015,PR,Severe Storm(s),Cayey,1,3094
2015,PR,Severe Storm(s),Barranquitas,1,3076
2015,PR,Severe Storm(s),Cidra,1,3100
2015,PR,Severe Storm(s),Caguas,1,3083
2015,PR,Severe Storm(s),Coamo,1,3102
2015,PR,Severe Storm(s),Comerio,1,3103
2015,PR,Severe Storm(s),Corozal,1,3105
2015,PR,Severe Storm(s),Culebra,1,3107
2015,PR,Severe Storm(s),Dorado,1,3109
2015,PR,Severe Storm(s),Fajardo,1,3110
2015,PR,Severe Storm(s),Florida,1,3112
2015,PR,Severe Storm(s),Guanica,1,3114
2015,PR,Severe Storm(s),Guayama,1,3118
2015,PR,Severe Storm(s),Guayanilla,1,3121
2015,PR,Severe Storm(s),Guaynabo,1,3123
2015,PR,Severe Storm(s),Gurabo,1,3125
2015,PR,Severe Storm(s),Hormigueros,1,3128
2015,PR,Severe Storm(s),Humacao,1,3129
2015,PR,Severe Storm(s),Isabela,1,3130
2015,PR,Severe Storm(s),Hatillo,1,3127
2015,PR,Severe Storm(s),Juana Diaz,1,3133
2015,PR,Severe Storm(s),Juncos,1,3136
2015,PR,Severe Storm(s),Jayuya,1,3132
2015,PR,Severe Storm(s),Lajas,1,3139
2015,PR,Severe Storm(s),Lares,1,3142
2015,PR,Severe Storm(s),Las Marias,1,3144
2015,PR,Severe Storm(s),Las Piedras,1,3146
2015,PR,Severe Storm(s),Loiza,1,3149
2015,PR,Severe Storm(s),Luquillo,1,3150
2015,PR,Severe Storm(s),Manati,1,3152
2015,PR,Severe Storm(s),Maricao,1,3155
2015,PR,Severe Storm(s),Maunabo,1,3157
2015,PR,Severe Storm(s),Mayaguez,1,3159
2015,PR,Severe Storm(s),Moca,1,3162
2015,PR,Severe Storm(s),Morovis,1,3164
2015,PR,Severe Storm(s),Naguabo,1,3167
2015,PR,Severe Storm(s),Orocovis,1,3171
2015,PR,Severe Storm(s),Penuelas,1,3176
2015,PR,Severe Storm(s),Patillas,1,3173
2015,PR,Severe Storm(s),Quebradillas,1,3180
2015,PR,Severe Storm(s),Naranjito,1,3168
2015,PR,Severe Storm(s),Rio Grande,1,3184
2015,PR,Severe Storm(s),Sabana Grande,1,3187
2015,PR,Severe Storm(s),Salinas,1,3190
2015,PR,Severe Storm(s),Rincon,1,3182
2015,PR,Severe Storm(s),Ponce,1,3178
2015,PR,Severe Storm(s),San Juan,1,3197
2015,PR,Severe Storm(s),San Lorenzo,1,3201
2015,PR,Severe Storm(s),San German,1,3193
2015,PR,Severe Storm(s),Santa Isabel,1,3206
2015,PR,Severe Storm(s),Toa Alta,1,3209
2015,PR,Severe Storm(s),Toa Baja,1,3211
2015,PR,Severe Storm(s),Trujillo Alto,1,3212
2015,PR,Severe Storm(s),Utuado,1,3214
2015,PR,Severe Storm(s),San Sebastian,1,3204
2015,PR,Severe Storm(s),Vega Baja,1,3216
2015,PR,Severe Storm(s),Vieques,1,3217
2015,PR,Severe Storm(s),Villalba,1,3218
2015,PR,Severe Storm(s),Yabucoa,1,3219
2015,PR,Severe Storm(s),Yauco,1,3220
2015,PR,Severe Storm(s),Vega Alta,1,3215
2015,VT,Severe Storm(s),Addison,5,2590
2015,VT,Severe Storm(s),Franklin,3,2607
2015,VT,Severe Storm(s),Lamoille,4,2611
2015,VT,Severe Storm(s),Essex,3,2604
2015,VT,Severe Storm(s),Orleans,4,2614
2015,VT,Severe Storm(s),Rutland,2,2615
2015,VT,Severe Storm(s),Chittenden,5,2599
2015,VT,Severe Storm(s),Orange,5,2612
2015,VT,Severe Storm(s),Windsor,2,2625
2015,VT,Severe Storm(s),Washington,4,2617
2015,NH,Severe Storm(s),Hillsborough,1,1443
2015,NH,Severe Storm(s),Rockingham,1,1448
2015,NH,Severe Storm(s),Strafford,1,1453
2015,WV,Severe Storm(s),Barbour,1,2975
2015,WV,Severe Storm(s),Boone,2,2977
2015,WV,Severe Storm(s),Braxton,2,2978
2015,WV,Severe Storm(s),Cabell,2,2980
2015,WV,Severe Storm(s),Doddridge,2,3002
2015,WV,Severe Storm(s),Fayette,1,3006
2015,WV,Severe Storm(s),Gilmer,1,3008
2015,WV,Severe Storm(s),Harrison,2,3021
2015,WV,Severe Storm(s),Lewis,1,3029
2015,WV,Severe Storm(s),Lincoln,3,3031
2015,WV,Severe Storm(s),Logan,3,3034
2015,WV,Severe Storm(s),Jackson,2,3023
2015,WV,Severe Storm(s),McDowell,1,3037
2015,WV,Severe Storm(s),Marshall,2,3041
2015,WV,Severe Storm(s),Mercer,1,3044
2015,WV,Severe Storm(s),Kanawha,1,3027
2015,WV,Severe Storm(s),Monongalia,2,3050
2015,WV,Severe Storm(s),Putnam,1,3070
2015,WV,Severe Storm(s),Mingo,2,3048
2015,WV,Severe Storm(s),Ritchie,1,3077
2015,WV,Severe Storm(s),Roane,2,3079
2015,WV,Severe Storm(s),Summers,1,3080
2015,WV,Severe Storm(s),Raleigh,1,3073
2015,WV,Severe Storm(s),Tyler,2,3085
2015,WV,Severe Storm(s),Upshur,1,3087
2015,WV,Severe Storm(s),Wayne,2,3089
2015,WV,Severe Storm(s),Webster,2,3091
2015,WV,Severe Storm(s),Tucker,2,3084
2015,WV,Severe Storm(s),Wetzel,2,3093
2015,WV,Severe Storm(s),Wirt,1,3095
2015,WV,Severe Storm(s),Wood,2,3097
2015,WV,Severe Storm(s),Wyoming,1,3099
2015,RI,Severe Storm(s),Bristol,1,2433
2015,RI,Severe Storm(s),Newport,1,2460
2015,RI,Severe Storm(s),Providence,1,2475
2015,RI,Severe Storm(s),Washington,1,2484
2015,RI,Severe Storm(s),Kent,1,2444
2015,CT,Severe Storm(s),Tolland,1,524
2015,CT,Severe Storm(s),Windham,1,529
2015,CT,Severe Storm(s),New Haven,1,466
2015,MA,Severe Storm(s),Bristol,2,1486
2015,MA,Severe Storm(s),Dukes,1,1491
2015,CT,Severe Storm(s),New London,2,517
2015,MA,Severe Storm(s),Barnstable,2,1478
2015,MA,Severe Storm(s),Essex,2,1519
2015,MA,Severe Storm(s),Middlesex,1,1533
2015,MA,Severe Storm(s),Nantucket,2,1537
2015,MA,Severe Storm(s),Nofolk,2,1543
2015,MA,Severe Storm(s),Worcester,1,1599
2015,MA,Severe Storm(s),Suffolk,1,1585
2015,MA,Severe Storm(s),Plymouth,2,1569
2015,OK,Severe Storm(s),Craig,5,2148
2015,OK,Severe Storm(s),Creek,2,2151
2015,OK,Severe Storm(s),Custer,3,2153
2015,OK,Severe Storm(s),Grant,3,2187
2015,OK,Severe Storm(s),Major,4,2260
2015,OK,Severe Storm(s),Harmon,2,2191
2015,OK,Severe Storm(s),Haskell,4,2195
2015,OK,Severe Storm(s),Muskogee,4,2281
2015,OK,Severe Storm(s),Dewey,5,2158
2015,OK,Severe Storm(s),Greer,3,2189
2015,OK,Severe Storm(s),Noble,4,2287
2015,OK,Severe Storm(s),Jackson,3,2202
2015,OK,Severe Storm(s),Roger Mills,4,2369
2015,OK,Severe Storm(s),Nowata,3,2290
2015,OK,Severe Storm(s),Kay,4,2215
2015,OK,Severe Storm(s),Kingfisher,3,2219
2015,OK,Severe Storm(s),Sequoyah,4,2391
2015,OK,Severe Storm(s),Washita,4,2023
2015,OK,Severe Storm(s),Tulsa,2,2008
2015,OK,Severe Storm(s),Rogers,3,2374
2015,OK,Severe Storm(s),Atoka,2,2102
2015,OK,Severe Storm(s),Beckham,4,2106
2015,OK,Severe Storm(s),Bryan,2,2112
2015,OK,Severe Storm(s),Cherokee,4,2129
2015,OK,Severe Storm(s),Adair,4,2095
2015,OK,Severe Storm(s),Lincoln,4,2234
2015,OK,Severe Storm(s),Caddo,4,2118
2015,OK,Severe Storm(s),Carter,1,2126
2015,OK,Severe Storm(s),Coal,3,2144
2015,OK,Severe Storm(s),Canadian,3,2123
2015,OK,Severe Storm(s),Cleveland,1,2140
2015,OK,Severe Storm(s),Choctaw,1,2133
2015,OK,Severe Storm(s),Garvin,1,2176
2015,OK,Severe Storm(s),Delaware,4,2154
2015,OK,Severe Storm(s),Comanche,2,2145
2015,OK,Severe Storm(s),Grady,3,2184
2015,OK,Severe Storm(s),Cotton,2,2146
2015,OK,Severe Storm(s),Jefferson,1,2206
2015,OK,Severe Storm(s),Hughes,2,2197
