BaseYear,state,incidentType,designatedArea,Freq,FID
2015,SC,Severe Storm(s),Catawba,1,24
2015,SD,Severe Storm(s),Lower Brule,2,78
2015,SD,Severe Storm(s),Crow Creek,1,212
2015,SD,Severe Storm(s),Pine Ridge,3,293
2015,ID,Severe Storm(s),Coeur d'Alene,1,204
2015,WI,Severe Storm(s),Bad River,1,186
2015,SD,Severe Storm(s),Cheyenne River,2,27
2015,SD,Severe Storm(s),Lake Traverse,1,74
2015,CA,Severe Storm(s),Hoopa Valley,1,240
2015,NV,Severe Storm(s),Reno-Sparks,1,114
2015,NV,Severe Storm(s),Pyramid Lake Paiute,1,298
2015,CA,Severe Storm(s),Resighini,1,305
2015,OK,Severe Storm(s),Pawnee,2,386
2015,AZ,Severe Storm(s),Tohono O'odham Nation,1,152
2015,CA,Severe Storm(s),La Jolla,1,253
2015,CA,Severe Storm(s),Cahuilla,1,194
2015,CA,Severe Storm(s),Soboba,1,135
2015,AZ,Severe Storm(s),Navajo Nation,1,93
2015,OK,Severe Storm(s),Creek,1,376
2015,SD,Severe Storm(s),Flandreau,1,221
2015,SD,Severe Storm(s),Yankton,1,341
2015,IA,Severe Storm(s),Sac and Fox/Meskwaki,1,122
2015,WA,Severe Storm(s),Puyallup,1,111
2015,OR,Severe Storm(s),Grand Ronde,1,50
