state,declarationDate,incidentType,designatedArea
LA,2011-05-06T17:00:00.000Z,Flood,Avoyelles (Parish)
LA,2011-05-06T17:00:00.000Z,Flood,Concordia (Parish)
LA,2011-05-06T17:00:00.000Z,Flood,East Baton Rouge (Parish)
LA,2011-05-06T17:00:00.000Z,Flood,Franklin (Parish)
LA,2011-05-06T17:00:00.000Z,Flood,Catahoula (Parish)
LA,2011-05-06T17:00:00.000Z,Flood,Iberia (Parish)
LA,2011-05-06T17:00:00.000Z,Flood,Iberville (Parish)
LA,2011-05-06T17:00:00.000Z,Flood,East Feliciana (Parish)
TN,2011-05-04T08:30:00.000Z,Flood,Dyer (County)
LA,2011-05-06T17:00:00.000Z,Flood,East Carroll (Parish)
LA,2011-05-06T17:00:00.000Z,Flood,Madison (Parish)
LA,2011-05-06T17:00:00.000Z,Flood,La Salle (Parish)
LA,2011-05-06T17:00:00.000Z,Flood,Lafourche (Parish)
LA,2011-05-06T17:00:00.000Z,Flood,St. Charles (Parish)
LA,2011-05-06T17:00:00.000Z,Flood,St. James (Parish)
LA,2011-05-06T17:00:00.000Z,Flood,St. John the Baptist (Parish)
LA,2011-05-06T17:00:00.000Z,Flood,Pointe Coupee (Parish)
LA,2011-05-06T17:00:00.000Z,Flood,Richland (Parish)
LA,2011-05-06T17:00:00.000Z,Flood,St. Mary (Parish)
LA,2011-05-06T17:00:00.000Z,Flood,St. Landry (Parish)
LA,2011-05-06T17:00:00.000Z,Flood,Tensas (Parish)
LA,2011-05-06T17:00:00.000Z,Flood,West Baton Rouge (Parish)
NE,2011-06-18T03:00:00.000Z,Flood,Boyd (County)
LA,2011-05-06T17:00:00.000Z,Flood,Terrebonne (Parish)
NE,2011-06-18T03:00:00.000Z,Flood,Burt (County)
LA,2011-05-06T17:00:00.000Z,Flood,St. Martin (Parish)
LA,2011-05-06T17:00:00.000Z,Flood,West Feliciana (Parish)
NE,2011-06-18T03:00:00.000Z,Flood,Cass (County)
NE,2011-06-18T03:00:00.000Z,Flood,Cedar (County)
NE,2011-06-18T03:00:00.000Z,Flood,Dixon (County)
NE,2011-06-18T03:00:00.000Z,Flood,Garden (County)
NE,2011-06-18T03:00:00.000Z,Flood,Dakota (County)
NE,2011-06-18T03:00:00.000Z,Flood,Douglas (County)
NE,2011-06-18T03:00:00.000Z,Flood,Morrill (County)
NE,2011-06-18T03:00:00.000Z,Flood,Nemaha (County)
NE,2011-06-18T03:00:00.000Z,Flood,Richardson (County)
NE,2011-06-18T03:00:00.000Z,Flood,Otoe (County)
NE,2011-06-18T03:00:00.000Z,Flood,Sarpy (County)
NE,2011-06-18T03:00:00.000Z,Flood,Knox (County)
NE,2011-06-18T03:00:00.000Z,Flood,Lincoln (County)
NE,2011-06-18T03:00:00.000Z,Flood,Washington (County)
NE,2011-06-18T03:00:00.000Z,Flood,Scotts Bluff (County)
NE,2011-06-18T03:00:00.000Z,Flood,Thurston (County)
KS,2011-06-25T15:30:00.000Z,Flood,Leavenworth (County)
KS,2011-06-25T15:30:00.000Z,Flood,Wyandotte (County)
KS,2011-06-25T15:30:00.000Z,Flood,Atchison (County)
KS,2011-06-25T15:30:00.000Z,Flood,Doniphan (County)
MO,2011-06-30T18:30:00.000Z,Flood,Boone (County)
MO,2011-06-30T18:30:00.000Z,Flood,Atchison (County)
MO,2011-06-30T18:30:00.000Z,Flood,Andrew (County)
MO,2011-06-30T18:30:00.000Z,Flood,Carroll (County)
MO,2011-06-30T18:30:00.000Z,Flood,Cooper (County)
MO,2011-06-30T18:30:00.000Z,Flood,Clark (County)
MO,2011-06-30T18:30:00.000Z,Flood,Franklin (County)
MO,2011-06-30T18:30:00.000Z,Flood,Gasconade (County)
MO,2011-06-30T18:30:00.000Z,Flood,Buchanan (County)
MO,2011-06-30T18:30:00.000Z,Flood,Chariton (County)
MO,2011-06-30T18:30:00.000Z,Flood,Callaway (County)
MO,2011-06-30T18:30:00.000Z,Flood,Clay (County)
MO,2011-06-30T18:30:00.000Z,Flood,Jackson (County)
MO,2011-06-30T18:30:00.000Z,Flood,Howard (County)
MO,2011-06-30T18:30:00.000Z,Flood,Holt (County)
MO,2011-06-30T18:30:00.000Z,Flood,Lafayette (County)
MO,2011-06-30T18:30:00.000Z,Flood,Lewis (County)
MO,2011-06-30T18:30:00.000Z,Flood,Osage (County)
MO,2011-06-30T18:30:00.000Z,Flood,Platte (County)
MO,2011-06-30T18:30:00.000Z,Flood,Ray (County)
MO,2011-06-30T18:30:00.000Z,Flood,St. Charles (County)
MO,2011-06-30T18:30:00.000Z,Flood,St. Louis (County)
MO,2011-06-30T18:30:00.000Z,Flood,Saline (County)
PR,2011-08-22T21:30:00.000Z,Hurricane,Adjuntas (Municipio)
MO,2011-06-30T18:30:00.000Z,Flood,Warren (County)
MO,2011-06-30T18:30:00.000Z,Flood,Cole (County)
MO,2011-06-30T18:30:00.000Z,Flood,Montgomery (County)
PR,2011-08-22T21:30:00.000Z,Hurricane,Aguas Buenas (Municipio)
PR,2011-08-22T21:30:00.000Z,Hurricane,Anasco (Municipio)
PR,2011-08-22T21:30:00.000Z,Hurricane,Arecibo (Municipio)
MO,2011-06-30T18:30:00.000Z,Flood,Moniteau (County)
PR,2011-08-22T21:30:00.000Z,Hurricane,Aguadilla (Municipio)
PR,2011-08-22T21:30:00.000Z,Hurricane,Aibonito (Municipio)
PR,2011-08-22T21:30:00.000Z,Hurricane,Barceloneta (Municipio)
PR,2011-08-22T21:30:00.000Z,Hurricane,Aguada (Municipio)
PR,2011-08-22T21:30:00.000Z,Hurricane,Barranquitas (Municipio)
PR,2011-08-22T21:30:00.000Z,Hurricane,Arroyo (Municipio)
PR,2011-08-22T21:30:00.000Z,Hurricane,Bayamon (Municipio)
MO,2011-06-30T18:30:00.000Z,Flood,St. Louis
PR,2011-08-22T21:30:00.000Z,Hurricane,Camuy (Municipio)
PR,2011-08-22T21:30:00.000Z,Hurricane,Caguas (Municipio)
PR,2011-08-22T21:30:00.000Z,Hurricane,Cabo Rojo (Municipio)
PR,2011-08-22T21:30:00.000Z,Hurricane,Ceiba (Municipio)
PR,2011-08-22T21:30:00.000Z,Hurricane,Canovanas (Municipio)
PR,2011-08-22T21:30:00.000Z,Hurricane,Ciales (Municipio)
PR,2011-08-22T21:30:00.000Z,Hurricane,Cidra (Municipio)
PR,2011-08-22T21:30:00.000Z,Hurricane,Coamo (Municipio)
PR,2011-08-22T21:30:00.000Z,Hurricane,Carolina (Municipio)
PR,2011-08-22T21:30:00.000Z,Hurricane,Cayey (Municipio)
PR,2011-08-22T21:30:00.000Z,Hurricane,Corozal (Municipio)
PR,2011-08-22T21:30:00.000Z,Hurricane,Comerio (Municipio)
PR,2011-08-22T21:30:00.000Z,Hurricane,Catano (Municipio)
PR,2011-08-22T21:30:00.000Z,Hurricane,Fajardo (Municipio)
PR,2011-08-22T21:30:00.000Z,Hurricane,Culebra (Municipio)
PR,2011-08-22T21:30:00.000Z,Hurricane,Dorado (Municipio)
PR,2011-08-22T21:30:00.000Z,Hurricane,Guanica (Municipio)
PR,2011-08-22T21:30:00.000Z,Hurricane,Hatillo (Municipio)
PR,2011-08-22T21:30:00.000Z,Hurricane,Hormigueros (Municipio)
PR,2011-08-22T21:30:00.000Z,Hurricane,Guayanilla (Municipio)
PR,2011-08-22T21:30:00.000Z,Hurricane,Florida (Municipio)
PR,2011-08-22T21:30:00.000Z,Hurricane,Guayama (Municipio)
PR,2011-08-22T21:30:00.000Z,Hurricane,Guaynabo (Municipio)
PR,2011-08-22T21:30:00.000Z,Hurricane,Isabela (Municipio)
PR,2011-08-22T21:30:00.000Z,Hurricane,Juana Diaz (Municipio)
PR,2011-08-22T21:30:00.000Z,Hurricane,Juncos (Municipio)
PR,2011-08-22T21:30:00.000Z,Hurricane,Humacao (Municipio)
PR,2011-08-22T21:30:00.000Z,Hurricane,Lajas (Municipio)
PR,2011-08-22T21:30:00.000Z,Hurricane,Lares (Municipio)
PR,2011-08-22T21:30:00.000Z,Hurricane,Gurabo (Municipio)
PR,2011-08-22T21:30:00.000Z,Hurricane,Jayuya (Municipio)
PR,2011-08-22T21:30:00.000Z,Hurricane,Las Piedras (Municipio)
PR,2011-08-22T21:30:00.000Z,Hurricane,Loiza (Municipio)
PR,2011-08-22T21:30:00.000Z,Hurricane,Las Marias (Municipio)
PR,2011-08-22T21:30:00.000Z,Hurricane,Maricao (Municipio)
PR,2011-08-22T21:30:00.000Z,Hurricane,Morovis (Municipio)
PR,2011-08-22T21:30:00.000Z,Hurricane,Naranjito (Municipio)
PR,2011-08-22T21:30:00.000Z,Hurricane,Luquillo (Municipio)
PR,2011-08-22T21:30:00.000Z,Hurricane,Patillas (Municipio)
PR,2011-08-22T21:30:00.000Z,Hurricane,Manati (Municipio)
PR,2011-08-22T21:30:00.000Z,Hurricane,Penuelas (Municipio)
PR,2011-08-22T21:30:00.000Z,Hurricane,Ponce (Municipio)
PR,2011-08-22T21:30:00.000Z,Hurricane,Orocovis (Municipio)
PR,2011-08-22T21:30:00.000Z,Hurricane,Maunabo (Municipio)
PR,2011-08-22T21:30:00.000Z,Hurricane,Naguabo (Municipio)
PR,2011-08-22T21:30:00.000Z,Hurricane,Rio Grande (Municipio)
PR,2011-08-22T21:30:00.000Z,Hurricane,Quebradillas (Municipio)
PR,2011-08-22T21:30:00.000Z,Hurricane,Sabana Grande (Municipio)
PR,2011-08-22T21:30:00.000Z,Hurricane,Rincon (Municipio)
PR,2011-08-22T21:30:00.000Z,Hurricane,Moca (Municipio)
PR,2011-08-22T21:30:00.000Z,Hurricane,Mayaguez (Municipio)
PR,2011-08-22T21:30:00.000Z,Hurricane,San German (Municipio)
PR,2011-08-22T21:30:00.000Z,Hurricane,San Sebastian (Municipio)
PR,2011-08-22T21:30:00.000Z,Hurricane,Santa Isabel (Municipio)
PR,2011-08-22T21:30:00.000Z,Hurricane,San Lorenzo (Municipio)
PR,2011-08-22T21:30:00.000Z,Hurricane,Trujillo Alto (Municipio)
PR,2011-08-22T21:30:00.000Z,Hurricane,Utuado (Municipio)
PR,2011-08-22T21:30:00.000Z,Hurricane,San Juan (Municipio)
PR,2011-08-22T21:30:00.000Z,Hurricane,Toa Alta (Municipio)
PR,2011-08-22T21:30:00.000Z,Hurricane,Vega Alta (Municipio)
PR,2011-08-22T21:30:00.000Z,Hurricane,Vega Baja (Municipio)
PR,2011-08-22T21:30:00.000Z,Hurricane,Salinas (Municipio)
PR,2011-08-22T21:30:00.000Z,Hurricane,Villalba (Municipio)
PR,2011-08-22T21:30:00.000Z,Hurricane,Toa Baja (Municipio)
PR,2011-08-22T21:30:00.000Z,Hurricane,Yabucoa (Municipio)
PR,2011-08-22T21:30:00.000Z,Hurricane,Vieques (Municipio)
PR,2011-08-22T21:30:00.000Z,Hurricane,Yauco (Municipio)
NC,2011-08-25T07:00:00.000Z,Hurricane,Beaufort (County)
NC,2011-08-25T07:00:00.000Z,Hurricane,Bertie (County)
NC,2011-08-25T07:00:00.000Z,Hurricane,Brunswick (County)
NC,2011-08-25T07:00:00.000Z,Hurricane,Camden (County)
NC,2011-08-25T07:00:00.000Z,Hurricane,Craven (County)
NC,2011-08-25T07:00:00.000Z,Hurricane,Currituck (County)
NC,2011-08-25T07:00:00.000Z,Hurricane,Duplin (County)
NC,2011-08-25T07:00:00.000Z,Hurricane,Dare (County)
NC,2011-08-25T07:00:00.000Z,Hurricane,Edgecombe (County)
NC,2011-08-25T07:00:00.000Z,Hurricane,Carteret (County)
NC,2011-08-25T07:00:00.000Z,Hurricane,Chowan (County)
NC,2011-08-25T07:00:00.000Z,Hurricane,Columbus (County)
NC,2011-08-25T07:00:00.000Z,Hurricane,Gates (County)
NC,2011-08-25T07:00:00.000Z,Hurricane,Greene (County)
NC,2011-08-25T07:00:00.000Z,Hurricane,Hyde (County)
NC,2011-08-25T07:00:00.000Z,Hurricane,Johnston (County)
NC,2011-08-25T07:00:00.000Z,Hurricane,Halifax (County)
NC,2011-08-25T07:00:00.000Z,Hurricane,Hertford (County)
NC,2011-08-25T07:00:00.000Z,Hurricane,Jones (County)
NC,2011-08-25T07:00:00.000Z,Hurricane,Lenoir (County)
NC,2011-08-25T07:00:00.000Z,Hurricane,Martin (County)
NC,2011-08-25T07:00:00.000Z,Hurricane,Nash (County)
NC,2011-08-25T07:00:00.000Z,Hurricane,Onslow (County)
NC,2011-08-25T07:00:00.000Z,Hurricane,Pamlico (County)
NC,2011-08-25T07:00:00.000Z,Hurricane,Northampton (County)
NC,2011-08-25T07:00:00.000Z,Hurricane,Pasquotank (County)
NC,2011-08-25T07:00:00.000Z,Hurricane,Pender (County)
NC,2011-08-25T07:00:00.000Z,Hurricane,Perquimans (County)
NC,2011-08-25T07:00:00.000Z,Hurricane,Pitt (County)
NC,2011-08-25T07:00:00.000Z,Hurricane,New Hanover (County)
NC,2011-08-25T07:00:00.000Z,Hurricane,Tyrrell (County)
NC,2011-08-25T07:00:00.000Z,Hurricane,Washington (County)
NC,2011-08-25T07:00:00.000Z,Hurricane,Wayne (County)
NY,2011-08-26T15:00:00.000Z,Hurricane,Bronx (County)
NC,2011-08-25T07:00:00.000Z,Hurricane,Wilson (County)
NY,2011-08-26T15:00:00.000Z,Hurricane,Delaware (County)
NY,2011-08-26T15:00:00.000Z,Hurricane,Greene (County)
NY,2011-08-26T15:00:00.000Z,Hurricane,Kings (County)
NY,2011-08-26T15:00:00.000Z,Hurricane,Nassau (County)
NY,2011-08-26T15:00:00.000Z,Hurricane,New York (County)
NY,2011-08-26T15:00:00.000Z,Hurricane,Orange (County)
NY,2011-08-26T15:00:00.000Z,Hurricane,Queens (County)
NY,2011-08-26T15:00:00.000Z,Hurricane,Richmond (County)
NY,2011-08-26T15:00:00.000Z,Hurricane,Putnam (County)
NY,2011-08-26T15:00:00.000Z,Hurricane,Columbia (County)
NY,2011-08-26T15:00:00.000Z,Hurricane,Rockland (County)
NY,2011-08-26T15:00:00.000Z,Hurricane,Suffolk (County)
NY,2011-08-26T15:00:00.000Z,Hurricane,Sullivan (County)
NY,2011-08-26T15:00:00.000Z,Hurricane,Ulster (County)
NY,2011-08-26T15:00:00.000Z,Hurricane,Westchester (County)
NY,2011-08-26T15:00:00.000Z,Hurricane,Schoharie (County)
VA,2011-08-26T23:07:00.000Z,Hurricane,Accomack (County)
VA,2011-08-26T23:07:00.000Z,Hurricane,Gloucester (County)
VA,2011-08-26T23:07:00.000Z,Hurricane,Henrico (County)
VA,2011-08-26T23:07:00.000Z,Hurricane,Isle of Wight (County)
VA,2011-08-26T23:07:00.000Z,Hurricane,James City (County)
VA,2011-08-26T23:07:00.000Z,Hurricane,King George (County)
VA,2011-08-26T23:07:00.000Z,Hurricane,Lancaster (County)
VA,2011-08-26T23:07:00.000Z,Hurricane,Louisa (County)
VA,2011-08-26T23:07:00.000Z,Hurricane,Mathews (County)
VA,2011-08-26T23:07:00.000Z,Hurricane,Middlesex (County)
VA,2011-08-26T23:07:00.000Z,Hurricane,King and Queen (County)
VA,2011-08-26T23:07:00.000Z,Hurricane,Essex (County)
VA,2011-08-26T23:07:00.000Z,Hurricane,New Kent (County)
VA,2011-08-26T23:07:00.000Z,Hurricane,Northampton (County)
VA,2011-08-26T23:07:00.000Z,Hurricane,Richmond (County)
VA,2011-08-26T23:07:00.000Z,Hurricane,Surry (County)
VA,2011-08-26T23:07:00.000Z,Hurricane,Sussex (County)
VA,2011-08-26T23:07:00.000Z,Hurricane,Northumberland (County)
VA,2011-08-26T23:07:00.000Z,Hurricane,York (County)
VA,2011-08-26T23:07:00.000Z,Hurricane,Chesapeake
VA,2011-08-26T23:07:00.000Z,Hurricane,Hampton
VA,2011-08-26T23:07:00.000Z,Hurricane,Newport News
VA,2011-08-26T23:07:00.000Z,Hurricane,Westmoreland (County)
VA,2011-08-26T23:07:00.000Z,Hurricane,Norfolk
VA,2011-08-26T23:07:00.000Z,Hurricane,Poquoson
VA,2011-08-26T23:07:00.000Z,Hurricane,Portsmouth
VA,2011-08-26T23:07:00.000Z,Hurricane,Richmond
VA,2011-08-26T23:07:00.000Z,Hurricane,Williamsburg
VA,2011-08-26T23:07:00.000Z,Hurricane,Virginia Beach
MA,2011-08-26T23:00:00.000Z,Hurricane,Barnstable (County)
VA,2011-08-26T23:07:00.000Z,Hurricane,Suffolk
MA,2011-08-26T23:00:00.000Z,Hurricane,Berkshire (County)
MA,2011-08-26T23:00:00.000Z,Hurricane,"Bristol (County)(in (P)MSA 1120,1200,2480,5400,6060)"
MA,2011-08-26T23:00:00.000Z,Hurricane,"Essex (County)(in PMSA 1120,4160,7090)"
MA,2011-08-26T23:00:00.000Z,Hurricane,Franklin (County)
MA,2011-08-26T23:00:00.000Z,Hurricane,Hampden (County)
MA,2011-08-26T23:00:00.000Z,Hurricane,Hampshire (County)
MA,2011-08-26T23:00:00.000Z,Hurricane,"Middlesex (County)(in (P)MSA 1120,2600,4560)"
MA,2011-08-26T23:00:00.000Z,Hurricane,Dukes (County)
MA,2011-08-26T23:00:00.000Z,Hurricane,"Norfolk (County)(in PMSA 1120,1200,6060)"
MA,2011-08-26T23:00:00.000Z,Hurricane,Nantucket (County)
MA,2011-08-26T23:00:00.000Z,Hurricane,"Plymouth (County)(in (P)MSA 1120,1200,5400)"
MA,2011-08-26T23:00:00.000Z,Hurricane,Suffolk (County)
CT,2011-08-27T01:25:00.000Z,Hurricane,"Fairfield (County)(in PMSA 1160,1930,5760,8040)"
CT,2011-08-27T01:25:00.000Z,Hurricane,"Hartford (County)(in PMSA 1170,3280,5440)"
CT,2011-08-27T01:25:00.000Z,Hurricane,"Litchfield (County)(in (P)MSA 1170,1930,3280,8880)"
CT,2011-08-27T01:25:00.000Z,Hurricane,"Middlesex (County)(in (P)MSA 3280,5020,5480)"
CT,2011-08-27T01:25:00.000Z,Hurricane,"New Haven (County)(in (P)MSA 1160,5480,8880)"
MA,2011-08-26T23:00:00.000Z,Hurricane,"Worcester (County) (in (P)MSA 1120,2600,9240)"
CT,2011-08-27T01:25:00.000Z,Hurricane,"New London (County)(in (P)MSA 3280,5520)"
CT,2011-08-27T01:25:00.000Z,Hurricane,Tolland (County)
CT,2011-08-27T01:25:00.000Z,Hurricane,Windham (County)
NJ,2011-08-27T02:09:00.000Z,Hurricane,Atlantic (County)
NJ,2011-08-27T02:09:00.000Z,Hurricane,Bergen (County)
NJ,2011-08-27T02:09:00.000Z,Hurricane,Burlington (County)
NJ,2011-08-27T02:09:00.000Z,Hurricane,Camden (County)
NJ,2011-08-27T02:09:00.000Z,Hurricane,Cape May (County)
NJ,2011-08-27T02:09:00.000Z,Hurricane,Cumberland (County)
NJ,2011-08-27T02:09:00.000Z,Hurricane,Essex (County)
NJ,2011-08-27T02:09:00.000Z,Hurricane,Gloucester (County)
NJ,2011-08-27T02:09:00.000Z,Hurricane,Hudson (County)
NJ,2011-08-27T02:09:00.000Z,Hurricane,Hunterdon (County)
NJ,2011-08-27T02:09:00.000Z,Hurricane,Mercer (County)
NJ,2011-08-27T02:09:00.000Z,Hurricane,Middlesex (County)
NJ,2011-08-27T02:09:00.000Z,Hurricane,Monmouth (County)
NJ,2011-08-27T02:09:00.000Z,Hurricane,Morris (County)
NJ,2011-08-27T02:09:00.000Z,Hurricane,Ocean (County)
NJ,2011-08-27T02:09:00.000Z,Hurricane,Passaic (County)
NJ,2011-08-27T02:09:00.000Z,Hurricane,Salem (County)
NJ,2011-08-27T02:09:00.000Z,Hurricane,Sussex (County)
NJ,2011-08-27T02:09:00.000Z,Hurricane,Union (County)
NJ,2011-08-27T02:09:00.000Z,Hurricane,Warren (County)
NH,2011-08-27T05:54:00.000Z,Hurricane,Belknap (County)
NJ,2011-08-27T02:09:00.000Z,Hurricane,Somerset (County)
NH,2011-08-27T05:54:00.000Z,Hurricane,Carroll (County)
NH,2011-08-27T05:54:00.000Z,Hurricane,Cheshire (County)
NH,2011-08-27T05:54:00.000Z,Hurricane,Coos (County)
NH,2011-08-27T05:54:00.000Z,Hurricane,"Hillsborough (County)(in (P)MSA 4560,4760,5350)"
NH,2011-08-27T05:54:00.000Z,Hurricane,Merrimack (County)
NH,2011-08-27T05:54:00.000Z,Hurricane,"Rockingham (County)(in (P)MSA 4160,4760,6450)"
NH,2011-08-27T05:54:00.000Z,Hurricane,Strafford (County)
NH,2011-08-27T05:54:00.000Z,Hurricane,Sullivan (County)
RI,2011-08-27T05:54:00.000Z,Hurricane,Bristol (County)
NH,2011-08-27T05:54:00.000Z,Hurricane,Grafton (County)
RI,2011-08-27T05:54:00.000Z,Hurricane,Kent (County)
RI,2011-08-27T05:54:00.000Z,Hurricane,"Newport (County)(in PMSA 2480,6480)"
RI,2011-08-27T05:54:00.000Z,Hurricane,"Providence (County)(in PMSA 6060,6480)"
RI,2011-08-27T05:54:00.000Z,Hurricane,"Washington (County)(in (P)MSA 5520,6480)"
MD,2011-08-27T13:00:00.000Z,Hurricane,Anne Arundel (County)
MD,2011-08-27T13:00:00.000Z,Hurricane,Baltimore (County)
MD,2011-08-27T13:00:00.000Z,Hurricane,Allegany (County)
MD,2011-08-27T13:00:00.000Z,Hurricane,Calvert (County)
MD,2011-08-27T13:00:00.000Z,Hurricane,Caroline (County)
MD,2011-08-27T13:00:00.000Z,Hurricane,Dorchester (County)
MD,2011-08-27T13:00:00.000Z,Hurricane,Charles (County)
MD,2011-08-27T13:00:00.000Z,Hurricane,Frederick (County)
MD,2011-08-27T13:00:00.000Z,Hurricane,Harford (County)
MD,2011-08-27T13:00:00.000Z,Hurricane,Howard (County)
MD,2011-08-27T13:00:00.000Z,Hurricane,Kent (County)
MD,2011-08-27T13:00:00.000Z,Hurricane,Carroll (County)
MD,2011-08-27T13:00:00.000Z,Hurricane,Cecil (County)
MD,2011-08-27T13:00:00.000Z,Hurricane,Montgomery (County)
MD,2011-08-27T13:00:00.000Z,Hurricane,Prince George's (County)
MD,2011-08-27T13:00:00.000Z,Hurricane,Queen Anne's (County)
MD,2011-08-27T13:00:00.000Z,Hurricane,St. Mary's (County)
MD,2011-08-27T13:00:00.000Z,Hurricane,Somerset (County)
MD,2011-08-27T13:00:00.000Z,Hurricane,Talbot (County)
MD,2011-08-27T13:00:00.000Z,Hurricane,Washington (County)
MD,2011-08-27T13:00:00.000Z,Hurricane,Wicomico (County)
MD,2011-08-27T13:00:00.000Z,Hurricane,Worcester (County)
DE,2011-08-28T01:25:00.000Z,Hurricane,New Castle (County)
MD,2011-08-27T13:00:00.000Z,Hurricane,Baltimore
DE,2011-08-28T01:25:00.000Z,Hurricane,Sussex (County)
DC,2011-08-28T01:25:00.000Z,Hurricane,District of Columbia (County-equivalent)
DE,2011-08-28T01:25:00.000Z,Hurricane,Kent (County)
VT,2011-08-29T00:00:00.000Z,Hurricane,Addison (County)
VT,2011-08-29T00:00:00.000Z,Hurricane,Bennington (County)
VT,2011-08-29T00:00:00.000Z,Hurricane,Chittenden (County)
VT,2011-08-29T00:00:00.000Z,Hurricane,Essex (County)
VT,2011-08-29T00:00:00.000Z,Hurricane,Franklin (County)
VT,2011-08-29T00:00:00.000Z,Hurricane,Grand Isle (County)
VT,2011-08-29T00:00:00.000Z,Hurricane,Caledonia (County)
VT,2011-08-29T00:00:00.000Z,Hurricane,Orange (County)
VT,2011-08-29T00:00:00.000Z,Hurricane,Orleans (County)
VT,2011-08-29T00:00:00.000Z,Hurricane,Rutland (County)
VT,2011-08-29T00:00:00.000Z,Hurricane,Washington (County)
VT,2011-08-29T00:00:00.000Z,Hurricane,Windsor (County)
VT,2011-08-29T00:00:00.000Z,Hurricane,Lamoille (County)
PA,2011-08-29T20:30:00.000Z,Hurricane,Bucks (County)
PA,2011-08-29T20:30:00.000Z,Hurricane,Chester (County)
VT,2011-08-29T00:00:00.000Z,Hurricane,Windham (County)
PA,2011-08-29T20:30:00.000Z,Hurricane,Delaware (County)
PA,2011-08-29T20:30:00.000Z,Hurricane,Lehigh (County)
PA,2011-08-29T20:30:00.000Z,Hurricane,Luzerne (County)
PA,2011-08-29T20:30:00.000Z,Hurricane,Monroe (County)
PA,2011-08-29T20:30:00.000Z,Hurricane,Montgomery (County)
PA,2011-08-29T20:30:00.000Z,Hurricane,Northampton (County)
PA,2011-08-29T20:30:00.000Z,Hurricane,Philadelphia (County)
PA,2011-08-29T20:30:00.000Z,Hurricane,Sullivan (County)
PA,2011-08-29T20:30:00.000Z,Hurricane,Pike (County)
PA,2011-08-29T20:30:00.000Z,Hurricane,Wayne (County)
PA,2011-08-29T20:30:00.000Z,Hurricane,Wyoming (County)
PA,2011-09-08T23:00:00.000Z,Flood,Adams (County)
PA,2011-09-08T23:00:00.000Z,Flood,Bedford (County)
PA,2011-09-08T23:00:00.000Z,Flood,Berks (County)
PA,2011-09-08T23:00:00.000Z,Flood,Blair (County)
PA,2011-09-08T23:00:00.000Z,Flood,Bradford (County)
PA,2011-09-08T23:00:00.000Z,Flood,Bucks (County)
PA,2011-09-08T23:00:00.000Z,Flood,Cambria (County)
PA,2011-09-08T23:00:00.000Z,Flood,Carbon (County)
PA,2011-09-08T23:00:00.000Z,Flood,Chester (County)
PA,2011-09-08T23:00:00.000Z,Flood,Centre (County)
PA,2011-09-08T23:00:00.000Z,Flood,Clinton (County)
PA,2011-09-08T23:00:00.000Z,Flood,Columbia (County)
PA,2011-09-08T23:00:00.000Z,Flood,Dauphin (County)
PA,2011-09-08T23:00:00.000Z,Flood,Franklin (County)
PA,2011-09-08T23:00:00.000Z,Flood,Fulton (County)
PA,2011-09-08T23:00:00.000Z,Flood,Delaware (County)
PA,2011-09-08T23:00:00.000Z,Flood,Lackawanna (County)
PA,2011-09-08T23:00:00.000Z,Flood,Cumberland (County)
PA,2011-09-08T23:00:00.000Z,Flood,Lebanon (County)
PA,2011-09-08T23:00:00.000Z,Flood,Lancaster (County)
PA,2011-09-08T23:00:00.000Z,Flood,Lehigh (County)
PA,2011-09-08T23:00:00.000Z,Flood,Huntingdon (County)
PA,2011-09-08T23:00:00.000Z,Flood,Juniata (County)
PA,2011-09-08T23:00:00.000Z,Flood,Luzerne (County)
PA,2011-09-08T23:00:00.000Z,Flood,Lycoming (County)
PA,2011-09-08T23:00:00.000Z,Flood,Mifflin (County)
PA,2011-09-08T23:00:00.000Z,Flood,Monroe (County)
PA,2011-09-08T23:00:00.000Z,Flood,Montgomery (County)
PA,2011-09-08T23:00:00.000Z,Flood,Montour (County)
PA,2011-09-08T23:00:00.000Z,Flood,Northampton (County)
PA,2011-09-08T23:00:00.000Z,Flood,Northumberland (County)
PA,2011-09-08T23:00:00.000Z,Flood,Perry (County)
PA,2011-09-08T23:00:00.000Z,Flood,Philadelphia (County)
PA,2011-09-08T23:00:00.000Z,Flood,Snyder (County)
PA,2011-09-08T23:00:00.000Z,Flood,Somerset (County)
PA,2011-09-08T23:00:00.000Z,Flood,Schuylkill (County)
PA,2011-09-08T23:00:00.000Z,Flood,Sullivan (County)
PA,2011-09-08T23:00:00.000Z,Flood,Tioga (County)
PA,2011-09-08T23:00:00.000Z,Flood,Union (County)
PA,2011-09-08T23:00:00.000Z,Flood,Wyoming (County)
NY,2011-09-08T23:00:00.000Z,Severe Storm(s),Albany (County)
NY,2011-09-08T23:00:00.000Z,Severe Storm(s),Chemung (County)
NY,2011-09-08T23:00:00.000Z,Severe Storm(s),Chenango (County)
NY,2011-09-08T23:00:00.000Z,Severe Storm(s),Delaware (County)
NY,2011-09-08T23:00:00.000Z,Severe Storm(s),Greene (County)
PA,2011-09-08T23:00:00.000Z,Flood,Susquehanna (County)
PA,2011-09-08T23:00:00.000Z,Flood,York (County)
NY,2011-09-08T23:00:00.000Z,Severe Storm(s),Herkimer (County)
NY,2011-09-08T23:00:00.000Z,Severe Storm(s),Oneida (County)
